,Stay Safe,Hes A Lucky Lad,Strike Now,Stylax,Pray Again,Dads Bigheaded,Ripon Falls,Melarab,Jarman,Losing Ticket,Tell Nothin,Time Stands Still
07-12-2022 19:12:37.880219,"(6.5, 7.8, 7.619999999999999)","(12.0, 18.0, 17.66)","(6.0, 7.0, 6.9007299270072995)","(3.6, 4.1, 4.039035087719298)","(5.5, 6.6, 6.53974358974359)","(12.0, 14.0, 14.127906976744185)","(71.0, 90.0, 87.5)","(8.5, 10.5, 10.301470588235293)","(31.0, 36.0, 33.810344827586206)","(101.0, 180.0, 165.0)","(21.0, 26.0, 25.48)","(61.0, 80.0, 78.88888888888889)"
07-12-2022 19:12:39.569545,"(6.5, 7.8, 7.651764705882353)","(13.0, 18.5, 17.771428571428572)","(6.0, 7.0, 6.895744680851064)","(3.6, 4.1, 4.025261324041812)","(5.5, 6.6, 6.53974358974359)","(12.0, 14.5, 14.127906976744185)","(71.0, 90.0, 87.5)","(8.5, 10.5, 10.301470588235293)","(31.0, 34.0, 33.650485436893206)","(101.0, 180.0, 165.0)","(21.0, 26.0, 25.370967741935484)","(61.0, 80.0, 78.46153846153847)"
07-12-2022 19:12:41.357193,"(6.5, 7.8, 7.776)","(13.0, 18.0, 17.6875)","(6.0, 7.0, 6.692857142857142)","(3.6, 4.1, 4.0371134020618555)","(5.5, 6.6, 6.593856655290103)","(12.0, 14.5, 13.732142857142858)","(71.0, 90.0, 87.5)","(8.5, 10.5, 10.301470588235293)","(31.0, 34.0, 31.57894736842105)","(101.0, 180.0, 165.0)","(21.0, 26.0, 25.333333333333332)","(61.0, 80.0, 78.46153846153847)"
07-12-2022 19:12:43.169142,"(6.5, 7.8, 7.777142857142857)","(13.0, 18.0, 17.821428571428573)","(6.0, 6.8, 6.766492146596859)","(3.6, 4.1, 4.051807228915663)","(5.5, 6.8, 6.567058823529411)","(12.0, 14.0, 13.85)","(71.0, 90.0, 87.5)","(8.5, 10.5, 10.089285714285714)","(31.0, 32.0, 31.363636363636363)","(101.0, 180.0, 165.0)","(21.0, 26.0, 25.26984126984127)","(61.0, 80.0, 78.46153846153847)"
07-12-2022 19:12:44.934971,"(6.5, 7.8, 7.777142857142857)","(13.0, 18.0, 17.821428571428573)","(6.0, 6.8, 6.766492146596859)","(3.6, 4.1, 4.048863636363636)","(5.5, 6.6, 6.567058823529411)","(12.0, 14.0, 13.85)","(71.0, 90.0, 87.5)","(8.5, 10.5, 10.118811881188119)","(31.0, 32.0, 31.363636363636363)","(101.0, 180.0, 165.0)","(21.0, 26.0, 25.26984126984127)","(61.0, 80.0, 78.75)"
07-12-2022 19:12:46.741302,"(6.5, 7.8, 7.837681159420289)","(13.0, 18.0, 18.224137931034484)","(6.0, 6.8, 6.7755485893416925)","(3.7, 4.1, 3.918731563421829)","(5.5, 6.6, 6.6336)","(12.0, 14.0, 14.0875)","(71.0, 90.0, 88.5)","(8.5, 10.5, 9.946808510638299)","(31.0, 32.0, 31.833333333333332)","(101.0, 180.0, 175.0)","(21.0, 26.0, 25.31578947368421)","(61.0, 80.0, 79.0909090909091)"
07-12-2022 19:12:48.437494,"(6.5, 8.0, 7.892452830188679)","(13.0, 18.5, 18.25)","(6.0, 7.0, 6.7755485893416925)","(3.7, 3.95, 3.919364161849711)","(5.5, 6.8, 6.6336)","(12.0, 14.5, 14.028571428571428)","(71.0, 90.0, 81.66666666666667)","(8.5, 10.0, 9.950617283950617)","(31.0, 32.0, 31.833333333333332)","(101.0, 180.0, 175.0)","(21.0, 26.0, 25.170212765957448)","(61.0, 80.0, 79.0909090909091)"
07-12-2022 19:12:50.165865,"(6.5, 8.0, 7.892452830188679)","(13.0, 18.5, 18.25)","(6.0, 7.0, 6.782370820668693)","(3.7, 3.95, 3.9163492063492065)","(5.5, 6.8, 6.671604938271605)","(12.0, 14.5, 13.96774193548387)","(71.0, 85.0, 81.66666666666667)","(8.5, 10.0, 9.946666666666667)","(31.0, 32.0, 31.833333333333332)","(101.0, 180.0, 174.0)","(21.0, 26.0, 25.137931034482758)","(61.0, 80.0, 79.0909090909091)"
07-12-2022 19:12:51.876209,"(6.5, 8.2, 7.994827586206896)","(13.0, 18.5, 18.25)","(6.0, 7.0, 6.739487179487179)","(3.7, 3.95, 3.918545994065282)","(5.5, 6.8, 6.70952380952381)","(12.0, 14.5, 13.96774193548387)","(71.0, 85.0, 81.66666666666667)","(8.5, 10.0, 9.946666666666667)","(31.0, 32.0, 31.833333333333332)","(101.0, 180.0, 174.0)","(21.0, 26.0, 24.78125)","(61.0, 80.0, 79.0909090909091)"
07-12-2022 19:12:53.507733,"(6.5, 8.2, 7.984615384615384)","(13.0, 18.5, 18.2027027027027)","(6.0, 6.8, 6.735106382978723)","(3.7, 3.95, 3.9163492063492065)","(5.5, 6.8, 6.7073170731707314)","(12.0, 14.5, 14.091836734693878)","(71.0, 85.0, 81.66666666666667)","(8.5, 10.0, 9.98032786885246)","(31.0, 32.0, 32.17777777777778)","(101.0, 180.0, 174.0)","(21.0, 25.0, 24.78125)","(61.0, 80.0, 79.0909090909091)"
07-12-2022 19:12:55.144671,"(6.5, 8.2, 8.023008849557522)","(13.0, 18.5, 18.2027027027027)","(6.0, 6.8, 6.724770642201834)","(3.6, 3.95, 3.918545994065282)","(6.0, 6.8, 6.711111111111111)","(12.0, 14.5, 14.236842105263158)","(71.0, 85.0, 81.66666666666667)","(8.5, 10.0, 9.664150943396226)","(31.0, 34.0, 31.686274509803923)","(101.0, 180.0, 177.69230769230768)","(21.0, 25.0, 24.829268292682926)","(61.0, 80.0, 79.375)"
07-12-2022 19:12:56.887251,"(6.5, 8.2, 8.087671232876712)","(13.0, 18.5, 18.318181818181817)","(6.0, 6.8, 6.727272727272727)","(3.6, 3.95, 3.896551724137931)","(6.0, 6.8, 6.711111111111111)","(12.0, 14.5, 14.193877551020408)","(71.0, 85.0, 82.6470588235294)","(8.5, 9.8, 9.643478260869566)","(31.0, 32.0, 31.877551020408163)","(101.0, 180.0, 177.69230769230768)","(21.0, 25.0, 25.65)","(61.0, 80.0, 79.6774193548387)"
07-12-2022 19:12:58.698134,"(6.5, 8.2, 8.087671232876712)","(13.0, 18.5, 18.44736842105263)","(6.0, 6.8, 6.739413680781759)","(3.6, 3.95, 3.861367673179396)","(6.0, 6.8, 6.718518518518518)","(12.0, 14.5, 14.241379310344827)","(71.0, 85.0, 83.18181818181819)","(8.5, 9.8, 9.661538461538463)","(31.0, 32.0, 31.877551020408163)","(101.0, 180.0, 179.67741935483872)","(21.0, 26.0, 25.65)","(61.0, 80.0, 79.6774193548387)"
07-12-2022 19:13:00.497719,"(6.5, 8.2, 8.108888888888888)","(13.0, 18.5, 18.25)","(6.0, 6.8, 6.8309999999999995)","(3.6, 3.9, 3.858555133079848)","(6.0, 6.8, 6.711111111111111)","(12.0, 14.5, 14.117647058823529)","(71.0, 85.0, 82.1875)","(8.5, 9.8, 9.571875)","(31.0, 32.0, 31.789473684210527)","(101.0, 180.0, 188.75)","(21.0, 26.0, 25.464285714285715)","(61.0, 80.0, 79.6774193548387)"
07-12-2022 19:13:02.318677,"(6.5, 8.2, 8.102380952380951)","(13.0, 18.5, 18.175)","(6.0, 7.0, 6.830845771144278)","(3.6, 3.9, 3.856312625250501)","(6.0, 6.8, 6.711111111111111)","(12.0, 14.5, 14.117647058823529)","(61.0, 85.0, 80.47619047619048)","(8.5, 9.6, 9.675)","(31.0, 32.0, 30.58823529411765)","(101.0, 190.0, 188.75)","(21.0, 26.0, 25.464285714285715)","(61.0, 80.0, 79.78260869565217)"
07-12-2022 19:13:04.217520,"(6.5, 8.2, 8.087671232876712)","(13.0, 18.5, 18.066666666666666)","(6.0, 7.0, 6.830845771144278)","(3.6, 3.9, 3.8569659442724458)","(6.0, 6.8, 6.7139896373056995)","(12.0, 14.5, 14.117647058823529)","(61.0, 85.0, 81.11111111111111)","(8.5, 9.8, 9.706542056074767)","(31.0, 32.0, 30.175)","(101.0, 190.0, 188.75)","(21.0, 25.0, 24.41025641025641)","(61.0, 85.0, 84.1891891891892)"
07-12-2022 19:13:06.010776,"(6.5, 8.2, 8.12923076923077)","(13.0, 18.5, 18.142857142857142)","(6.0, 7.0, 6.841860465116279)","(3.6, 3.9, 3.8574912891986064)","(6.0, 6.8, 6.7139896373056995)","(11.0, 14.5, 14.117647058823529)","(61.0, 85.0, 82.87878787878788)","(8.5, 9.8, 9.711504424778761)","(26.0, 32.0, 30.114942528735632)","(101.0, 190.0, 189.04761904761904)","(21.0, 25.0, 24.37837837837838)","(61.0, 85.0, 84.28571428571428)"
07-12-2022 19:13:07.807858,"(6.5, 8.2, 8.15126050420168)","(13.0, 18.5, 18.25)","(6.0, 7.0, 6.859504132231405)","(3.6, 3.9, 3.863582089552239)","(6.0, 6.8, 6.711229946524064)","(11.0, 14.5, 14.283333333333333)","(61.0, 85.0, 83.16666666666667)","(8.5, 9.8, 9.633333333333333)","(26.0, 32.0, 30.103896103896105)","(101.0, 190.0, 189.672131147541)","(21.0, 25.0, 24.38157894736842)","(61.0, 85.0, 83.0)"
07-12-2022 19:13:09.423251,"(6.5, 8.2, 8.15126050420168)","(13.0, 18.5, 18.115384615384617)","(6.0, 7.0, 6.859504132231405)","(3.6, 3.9, 3.863582089552239)","(6.0, 6.8, 6.701052631578947)","(12.0, 14.5, 14.283333333333333)","(61.0, 85.0, 83.16666666666667)","(8.5, 9.8, 9.58611111111111)","(26.0, 32.0, 30.302325581395348)","(101.0, 190.0, 189.64285714285714)","(21.0, 25.0, 24.38157894736842)","(61.0, 85.0, 83.75)"
07-12-2022 19:13:11.272396,"(6.5, 8.2, 8.149122807017543)","(13.0, 18.5, 18.394736842105264)","(6.0, 7.0, 6.877902621722846)","(3.6, 3.9, 3.867379679144385)","(6.0, 6.8, 6.707843137254902)","(12.0, 14.5, 14.444444444444445)","(61.0, 85.0, 83.64864864864865)","(8.5, 9.6, 9.64186046511628)","(26.0, 32.0, 30.395604395604394)","(101.0, 190.0, 186.66666666666666)","(21.0, 25.0, 24.454545454545453)","(61.0, 85.0, 87.58620689655173)"
07-12-2022 19:13:13.470047,"(6.5, 8.2, 8.100826446280992)","(13.0, 18.5, 18.25)","(6.0, 7.0, 6.88628762541806)","(3.6, 3.9, 3.86980198019802)","(6.0, 6.8, 6.7121495327102805)","(12.0, 14.5, 14.322916666666666)","(61.0, 85.0, 83.53658536585365)","(8.5, 9.8, 9.664)","(26.0, 32.0, 30.415841584158414)","(101.0, 220.0, 205.0)","(21.0, 25.0, 24.47142857142857)","(61.0, 85.0, 84.4)"
07-12-2022 19:13:15.656112,"(6.5, 8.2, 8.12156862745098)","(13.0, 18.5, 18.5125)","(6.0, 7.0, 6.897280966767371)","(3.6, 3.9, 3.8744769874476988)","(6.0, 6.8, 6.584549356223175)","(12.0, 14.5, 14.469696969696969)","(61.0, 85.0, 83.8157894736842)","(8.5, 9.8, 9.758333333333335)","(26.0, 32.0, 30.53211009174312)","(101.0, 220.0, 212.5)","(21.0, 25.0, 24.531645569620252)","(61.0, 85.0, 84.78260869565217)"
07-12-2022 19:13:17.640290,"(6.5, 8.2, 8.149999999999999)","(13.0, 19.0, 18.46153846153846)","(6.0, 7.0, 6.89766081871345)","(3.6, 3.9, 3.8726432532347506)","(6.0, 6.6, 6.587317073170731)","(12.0, 14.5, 14.404255319148936)","(61.0, 85.0, 83.91891891891892)","(8.5, 9.8, 9.780952380952382)","(26.0, 32.0, 30.49056603773585)","(101.0, 220.0, 212.5)","(21.0, 25.0, 24.545454545454547)","(61.0, 100.0, 92.5)"
07-12-2022 19:13:19.460238,"(6.5, 8.2, 8.13112582781457)","(13.0, 19.0, 18.452830188679247)","(6.0, 7.0, 6.89766081871345)","(3.6, 3.9, 3.867037552155772)","(6.0, 6.6, 6.587317073170731)","(11.0, 15.0, 14.404255319148936)","(61.0, 85.0, 76.36363636363636)","(8.5, 9.8, 9.780952380952382)","(26.0, 32.0, 30.415841584158414)","(101.0, 220.0, 212.5)","(21.0, 25.0, 24.4468085106383)","(61.0, 110.0, 104.28571428571429)"
07-12-2022 19:13:21.266651,"(6.5, 8.2, 8.13112582781457)","(13.0, 19.0, 18.452830188679247)","(6.0, 7.0, 6.89766081871345)","(3.6, 3.9, 3.865548780487805)","(5.5, 6.6, 6.587317073170731)","(12.0, 15.0, 14.767441860465116)","(61.0, 85.0, 76.36363636363636)","(8.5, 9.8, 9.780952380952382)","(26.0, 32.0, 30.415841584158414)","(101.0, 220.0, 212.5)","(21.0, 25.0, 24.4468085106383)","(61.0, 100.0, 97.6923076923077)"
07-12-2022 19:13:23.152543,"(6.5, 8.2, 8.128767123287671)","(13.0, 19.0, 18.452830188679247)","(6.0, 7.0, 6.89766081871345)","(3.6, 3.9, 3.865548780487805)","(5.5, 6.6, 6.585714285714285)","(12.0, 15.0, 14.530864197530864)","(61.0, 85.0, 76.36363636363636)","(8.5, 9.8, 9.780952380952382)","(26.0, 32.0, 30.367346938775512)","(101.0, 210.0, 202.5)","(21.0, 25.0, 24.4468085106383)","(61.0, 100.0, 97.6923076923077)"
07-12-2022 19:13:24.943237,"(7.0, 8.2, 8.128275862068966)","(14.0, 19.0, 18.325581395348838)","(6.0, 7.0, 6.8997014925373135)","(3.6, 3.9, 3.864576802507837)","(6.0, 6.6, 6.585714285714285)","(12.0, 15.0, 14.41891891891892)","(61.0, 85.0, 76.36363636363636)","(8.5, 9.8, 9.78857142857143)","(26.0, 32.0, 30.367346938775512)","(101.0, 210.0, 204.0)","(21.0, 25.0, 24.547826086956523)","(61.0, 100.0, 105.78947368421052)"
07-12-2022 19:13:26.992015,"(7.0, 8.2, 8.135802469135802)","(14.0, 19.0, 18.24137931034483)","(6.0, 7.0, 6.89766081871345)","(3.6, 3.9, 3.8636655948553056)","(6.0, 6.6, 6.582474226804123)","(12.0, 14.5, 14.41891891891892)","(61.0, 85.0, 76.36363636363636)","(8.5, 9.8, 9.78857142857143)","(26.0, 32.0, 30.367346938775512)","(101.0, 210.0, 204.0)","(21.0, 25.0, 24.557522123893804)","(61.0, 100.0, 98.69565217391305)"
07-12-2022 19:13:28.867285,"(7.0, 8.2, 8.142222222222221)","(14.0, 18.5, 18.285714285714285)","(6.0, 7.0, 6.952212389380531)","(3.6, 3.9, 3.8473880597014927)","(6.0, 6.6, 6.581720430107526)","(12.0, 14.5, 14.661016949152543)","(61.0, 85.0, 76.73913043478261)","(8.5, 9.8, 9.767955801104971)","(26.0, 32.0, 30.431372549019606)","(101.0, 210.0, 206.25)","(21.0, 25.0, 24.75)","(61.0, 110.0, 107.41935483870968)"
07-12-2022 19:13:30.738068,"(7.0, 8.2, 8.142222222222221)","(14.0, 18.5, 18.285714285714285)","(6.0, 7.0, 6.926771653543307)","(3.6, 3.85, 3.866112956810631)","(6.0, 6.6, 6.581621621621621)","(12.0, 15.0, 14.661016949152543)","(61.0, 85.0, 80.8974358974359)","(8.5, 10.0, 9.734177215189874)","(26.0, 32.0, 30.458333333333332)","(101.0, 210.0, 206.47058823529412)","(21.0, 25.0, 24.789473684210527)","(61.0, 110.0, 94.4047619047619)"
07-12-2022 19:13:32.450687,"(7.0, 8.2, 7.980722891566265)","(14.0, 18.5, 18.40909090909091)","(6.0, 7.0, 6.929545454545455)","(3.6, 3.9, 3.847133027522936)","(6.0, 6.6, 6.5811111111111105)","(12.0, 15.0, 14.583333333333334)","(61.0, 85.0, 80.8974358974359)","(8.5, 10.0, 9.809917355371901)","(26.0, 32.0, 30.563106796116504)","(101.0, 210.0, 208.125)","(21.0, 25.0, 24.66346153846154)","(61.0, 95.0, 94.51923076923077)"
07-12-2022 19:13:34.536813,"(7.0, 8.0, 8.050877192982457)","(14.0, 18.5, 18.51923076923077)","(6.0, 7.0, 6.914285714285715)","(3.6, 3.85, 3.870116861435726)","(6.0, 6.6, 6.566502463054187)","(12.0, 15.0, 14.714285714285714)","(61.0, 85.0, 80.29411764705883)","(8.5, 10.0, 9.754054054054054)","(26.0, 32.0, 30.61682242990654)","(101.0, 210.0, 208.6046511627907)","(21.0, 25.0, 24.704761904761906)","(61.0, 100.0, 99.41176470588235)"
07-12-2022 19:13:36.315558,"(7.0, 8.2, 8.125274725274725)","(14.0, 19.0, 18.51923076923077)","(6.0, 7.0, 6.910032362459547)","(3.6, 3.9, 3.8700507614213198)","(6.0, 6.6, 6.567924528301886)","(12.0, 15.0, 14.714285714285714)","(61.0, 85.0, 80.29411764705883)","(8.5, 9.8, 9.754054054054054)","(26.0, 32.0, 30.61682242990654)","(101.0, 210.0, 205.0)","(21.0, 25.0, 24.704761904761906)","(61.0, 110.0, 108.11320754716982)"
07-12-2022 19:13:38.120074,"(6.5, 8.4, 8.243478260869566)","(14.0, 19.0, 18.51923076923077)","(6.0, 7.0, 6.9)","(3.6, 3.9, 3.8487922705314013)","(6.0, 6.6, 6.567772511848341)","(12.0, 15.0, 14.714285714285714)","(61.0, 85.0, 80.29411764705883)","(8.5, 9.8, 9.754054054054054)","(26.0, 32.0, 30.61682242990654)","(101.0, 210.0, 205.55555555555554)","(21.0, 25.0, 24.677083333333332)","(61.0, 100.0, 99.41176470588235)"
07-12-2022 19:13:39.930797,"(7.0, 8.4, 8.244444444444444)","(14.0, 19.0, 18.51923076923077)","(6.0, 7.0, 6.897435897435897)","(3.6, 3.85, 3.848913043478261)","(6.0, 6.6, 6.567772511848341)","(12.0, 15.0, 14.714285714285714)","(61.0, 85.0, 80.29411764705883)","(8.5, 9.8, 9.82962962962963)","(26.0, 32.0, 30.61682242990654)","(101.0, 210.0, 205.55555555555554)","(21.0, 25.0, 24.677083333333332)","(61.0, 100.0, 108.11320754716982)"
07-12-2022 19:13:41.763738,"(7.0, 8.4, 8.244444444444444)","(14.0, 19.0, 18.51923076923077)","(6.0, 7.0, 6.897435897435897)","(3.6, 3.85, 3.848875)","(6.0, 6.6, 6.512686567164179)","(12.0, 15.0, 14.714285714285714)","(61.0, 85.0, 80.29411764705883)","(8.5, 10.0, 9.827067669172934)","(26.0, 32.0, 30.61682242990654)","(101.0, 210.0, 205.55555555555554)","(21.0, 25.0, 24.677083333333332)","(61.0, 100.0, 99.41176470588235)"
07-12-2022 19:13:43.560517,"(7.0, 8.4, 8.281656804733727)","(14.0, 19.0, 19.377777777777776)","(6.0, 7.0, 6.904761904761905)","(3.6, 3.85, 3.856829268292683)","(6.0, 6.6, 6.522764227642276)","(12.0, 15.0, 15.043478260869565)","(61.0, 85.0, 82.79411764705883)","(8.5, 10.0, 9.49090909090909)","(26.0, 32.0, 28.8)","(101.0, 210.0, 206.66666666666666)","(21.0, 25.0, 24.585365853658537)","(61.0, 110.0, 107.14285714285714)"
07-12-2022 19:13:45.289162,"(7.0, 8.4, 8.281656804733727)","(14.0, 20.0, 19.369565217391305)","(6.0, 7.0, 6.904761904761905)","(3.6, 3.9, 3.85575)","(6.0, 6.6, 6.522764227642276)","(12.0, 15.5, 15.043478260869565)","(61.0, 85.0, 82.79411764705883)","(8.5, 9.6, 9.49090909090909)","(26.0, 29.0, 28.825)","(101.0, 210.0, 206.66666666666666)","(21.0, 25.0, 24.585365853658537)","(61.0, 110.0, 103.18181818181819)"
07-12-2022 19:13:47.123211,"(7.0, 8.4, 8.281656804733727)","(14.0, 20.0, 19.369565217391305)","(6.0, 7.0, 6.909385113268608)","(3.6, 3.9, 3.875126262626263)","(6.0, 6.6, 6.522764227642276)","(12.0, 15.5, 15.043478260869565)","(61.0, 85.0, 82.79411764705883)","(8.5, 9.6, 9.487804878048781)","(26.0, 30.0, 29.11864406779661)","(101.0, 210.0, 204.28571428571428)","(21.0, 25.0, 24.585365853658537)","(61.0, 110.0, 105.0)"
07-12-2022 19:13:48.790674,"(7.0, 8.4, 8.272611464968152)","(14.0, 20.0, 19.369565217391305)","(6.0, 7.0, 6.909385113268608)","(3.6, 3.9, 3.871242774566474)","(6.0, 6.6, 6.525311203319502)","(12.0, 15.5, 15.732758620689655)","(61.0, 85.0, 82.85714285714286)","(8.5, 9.6, 9.272413793103448)","(26.0, 30.0, 28.986666666666668)","(101.0, 210.0, 204.28571428571428)","(21.0, 25.0, 24.484848484848484)","(61.0, 110.0, 105.0)"
07-12-2022 19:13:50.541443,"(7.0, 8.4, 8.212345679012346)","(14.0, 20.0, 19.442307692307693)","(6.0, 7.0, 6.900746268656716)","(3.6, 3.9, 3.8424643584521387)","(5.5, 6.6, 6.529961089494163)","(12.0, 16.0, 15.73469387755102)","(61.0, 85.0, 81.27906976744185)","(8.5, 9.4, 9.24255319148936)","(26.0, 30.0, 29.21311475409836)","(101.0, 210.0, 204.28571428571428)","(21.0, 25.0, 24.480916030534353)","(61.0, 110.0, 105.0)"
07-12-2022 19:13:52.275176,"(7.0, 8.4, 8.212345679012346)","(14.0, 20.0, 19.442307692307693)","(6.0, 7.0, 6.906666666666666)","(3.6, 3.85, 3.8454248366013073)","(5.5, 6.6, 6.509174311926605)","(12.0, 16.0, 15.666666666666666)","(61.0, 85.0, 80.33333333333333)","(8.5, 9.4, 9.305263157894737)","(26.0, 30.0, 29.384615384615383)","(101.0, 210.0, 207.14285714285714)","(21.0, 25.0, 24.5177304964539)","(61.0, 110.0, 105.83333333333333)"
07-12-2022 19:13:53.949841,"(7.0, 8.4, 8.245652173913044)","(14.0, 20.0, 19.6375)","(6.0, 7.0, 6.904109589041096)","(3.6, 3.85, 3.840643274853801)","(5.5, 6.6, 6.510697674418605)","(12.0, 16.0, 15.795454545454545)","(61.0, 85.0, 80.33333333333333)","(8.5, 9.4, 9.305263157894737)","(26.0, 30.0, 29.294117647058822)","(101.0, 210.0, 209.0909090909091)","(21.0, 25.0, 24.5177304964539)","(61.0, 110.0, 108.14814814814815)"
07-12-2022 19:13:55.724038,"(7.0, 8.4, 8.245652173913044)","(14.0, 20.0, 19.6375)","(6.0, 7.0, 6.904109589041096)","(3.6, 3.85, 3.8465675057208237)","(5.5, 6.6, 6.510697674418605)","(12.0, 16.0, 15.736363636363636)","(61.0, 85.0, 80.33333333333333)","(8.5, 9.4, 9.305263157894737)","(26.0, 30.0, 29.17241379310345)","(101.0, 210.0, 209.25925925925927)","(21.0, 25.0, 24.5177304964539)","(61.0, 110.0, 108.64864864864865)"
07-12-2022 19:13:57.411310,"(7.0, 8.4, 8.245652173913044)","(14.0, 20.0, 19.6375)","(6.0, 7.0, 6.9156626506024095)","(3.6, 3.85, 3.848222748815166)","(5.5, 6.6, 6.500847457627119)","(12.0, 16.0, 16.354430379746834)","(61.0, 85.0, 80.33333333333333)","(8.5, 9.4, 9.305263157894737)","(26.0, 30.0, 29.076923076923077)","(101.0, 210.0, 213.33333333333334)","(21.0, 25.0, 24.5177304964539)","(61.0, 110.0, 107.58064516129032)"
07-12-2022 19:13:59.172133,"(7.0, 8.4, 8.163768115942029)","(14.0, 20.0, 19.241935483870968)","(6.0, 7.0, 6.854304635761589)","(3.6, 3.85, 3.86281512605042)","(5.5, 6.6, 6.472340425531915)","(12.0, 16.5, 16.626262626262626)","(61.0, 85.0, 80.33333333333333)","(8.5, 9.4, 9.305263157894737)","(26.0, 30.0, 29.272727272727273)","(101.0, 220.0, 213.33333333333334)","(21.0, 25.0, 24.4390243902439)","(61.0, 110.0, 107.58064516129032)"
07-12-2022 19:14:00.910290,"(7.0, 8.2, 8.163768115942029)","(14.0, 19.5, 19.21875)","(6.0, 7.0, 6.8403539823008845)","(3.6, 3.9, 3.8701086956521737)","(5.5, 6.6, 6.470967741935484)","(12.0, 17.0, 16.609756097560975)","(61.0, 85.0, 80.33333333333333)","(8.5, 9.4, 9.25128205128205)","(26.0, 30.0, 29.272727272727273)","(101.0, 220.0, 217.14285714285714)","(21.0, 25.0, 24.4390243902439)","(61.0, 110.0, 107.58064516129032)"
07-12-2022 19:14:02.686031,"(7.0, 8.2, 8.144827586206896)","(14.0, 19.0, 18.848837209302324)","(6.0, 7.0, 6.832029795158286)","(3.6, 3.9, 3.8663663663663663)","(5.5, 6.6, 6.481516587677725)","(12.0, 17.0, 16.644444444444446)","(61.0, 85.0, 80.66666666666667)","(8.5, 9.4, 9.234862385321101)","(26.0, 30.0, 29.323529411764707)","(101.0, 220.0, 217.14285714285714)","(21.0, 25.0, 24.44578313253012)","(61.0, 110.0, 106.71875)"
07-12-2022 19:14:04.498580,"(7.0, 8.2, 8.176363636363636)","(14.0, 19.0, 18.976190476190474)","(6.0, 7.0, 6.771304347826087)","(3.6, 3.9, 3.8733231707317075)","(5.5, 6.6, 6.497119341563786)","(12.0, 17.0, 16.692307692307693)","(61.0, 85.0, 81.66666666666667)","(8.5, 9.4, 9.239285714285714)","(26.0, 30.0, 29.5)","(101.0, 220.0, 212.0)","(21.0, 25.0, 24.488235294117647)","(61.0, 120.0, 117.89473684210526)"
07-12-2022 19:14:06.220328,"(6.5, 8.4, 8.2)","(14.0, 19.0, 18.976190476190474)","(6.0, 6.8, 6.797989949748744)","(3.6, 3.9, 3.8733231707317075)","(5.5, 6.6, 6.497119341563786)","(12.0, 17.0, 16.692307692307693)","(61.0, 85.0, 81.66666666666667)","(8.5, 9.4, 9.236363636363636)","(26.0, 30.0, 29.236842105263158)","(101.0, 230.0, 215.0)","(21.0, 25.0, 24.488235294117647)","(61.0, 120.0, 117.27272727272727)"
07-12-2022 19:14:07.987664,"(6.5, 8.4, 8.185106382978724)","(14.0, 19.0, 18.775862068965516)","(6.0, 6.8, 6.752123552123552)","(3.6, 3.9, 3.8802371541501977)","(5.5, 6.6, 6.497119341563786)","(12.0, 17.0, 16.692307692307693)","(61.0, 85.0, 81.42857142857143)","(8.5, 9.4, 9.173584905660377)","(26.0, 30.0, 29.24)","(101.0, 230.0, 223.33333333333334)","(21.0, 25.0, 24.838383838383837)","(61.0, 120.0, 117.27272727272727)"
07-12-2022 19:14:09.791610,"(6.5, 8.4, 8.341104294478528)","(14.0, 19.0, 19.178571428571427)","(6.0, 6.8, 6.7734375)","(3.6, 3.9, 3.68978102189781)","(5.5, 6.6, 6.6627586206896545)","(12.0, 17.0, 17.006666666666668)","(61.0, 85.0, 83.5)","(8.5, 9.4, 9.301734104046243)","(26.0, 30.0, 29.5)","(101.0, 230.0, 280.0)","(21.0, 25.0, 25.454545454545453)","(61.0, 120.0, 116.66666666666667)"
07-12-2022 19:14:11.559259,"(6.5, 8.4, 8.342307692307692)","(14.0, 19.5, 19.182539682539684)","(6.0, 6.8, 6.810379241516966)","(3.6, 3.7, 3.6130541871921182)","(5.5, 6.8, 6.690322580645161)","(12.0, 17.5, 17.134831460674157)","(61.0, 85.0, 85.17241379310344)","(8.5, 9.4, 9.354022988505747)","(26.0, 32.0, 30.266666666666666)","(101.0, 300.0, 288.0)","(21.0, 26.0, 25.693877551020407)","(61.0, 130.0, 126.0)"
07-12-2022 19:14:13.255461,"(6.5, 8.4, 8.314942528735632)","(14.0, 19.5, 19.179012345679013)","(6.0, 7.0, 6.822495606326889)","(3.6, 3.65, 3.6208579881656804)","(5.5, 6.8, 6.715820895522388)","(12.0, 17.5, 17.22689075630252)","(61.0, 90.0, 82.6829268292683)","(8.5, 9.4, 9.385555555555555)","(26.0, 32.0, 30.470588235294116)","(101.0, 300.0, 277.5)","(21.0, 26.0, 25.64485981308411)","(61.0, 130.0, 119.13043478260869)"
07-12-2022 19:14:15.008253,"(7.0, 8.4, 8.314942528735632)","(14.0, 19.5, 19.179012345679013)","(6.0, 7.0, 6.825795053003533)","(3.6, 3.65, 3.631837606837607)","(5.5, 6.8, 6.75968992248062)","(12.0, 17.5, 17.267857142857142)","(61.0, 90.0, 85.58823529411765)","(8.5, 9.4, 9.470676691729324)","(26.0, 32.0, 30.73015873015873)","(101.0, 300.0, 277.5)","(21.0, 26.0, 25.904)","(61.0, 120.0, 126.42857142857143)"
