,Coalville Flyer,Black Eyed Peas,Charizard,Poppy To Burn,Stengle,Chers Hand,Boot A Dream
05-01-2023 16:24:05.432616,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.441176470588236)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.7, 3.833333333333333)","(8.5, 16.5, 11.423076923076923)","(14.0, 24.0, 20.0)"
05-01-2023 16:24:06.702937,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.7, 4.15)","(8.5, 16.5, 11.833333333333334)","(14.0, 24.0, 19.1)"
05-01-2023 16:24:07.988896,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 16.0, 11.833333333333334)","(14.0, 24.0, 19.1)"
05-01-2023 16:24:09.030489,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 16.0, 12.125)","(14.0, 24.0, 19.1)"
05-01-2023 16:24:10.094046,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.5, 11.45)","(14.0, 24.0, 19.1)"
05-01-2023 16:24:11.172108,"(3.2, 3.6, 3.475)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.5, 11.45)","(14.0, 24.0, 19.1)"
05-01-2023 16:24:12.270630,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.5, 11.45)","(14.0, 24.0, 19.1)"
05-01-2023 16:24:13.371800,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.5, 11.666666666666666)","(14.0, 24.0, 19.058823529411764)"
05-01-2023 16:24:14.423189,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.0, 11.666666666666666)","(14.0, 24.0, 19.8)"
05-01-2023 16:24:15.452548,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.0, 11.875)","(14.0, 24.0, 19.8)"
05-01-2023 16:24:16.520614,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.5, 11.875)","(14.0, 24.0, 19.8)"
05-01-2023 16:24:17.583511,"(3.2, 3.65, 3.5666666666666664)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.5, 11.875)","(14.0, 24.0, 19.8)"
05-01-2023 16:24:18.646484,"(3.2, 3.6, 3.475)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.5, 11.875)","(14.0, 24.0, 19.8)"
05-01-2023 16:24:19.643728,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.5, 11.5)","(14.0, 24.0, 19.8)"
05-01-2023 16:24:20.603901,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 20.57894736842105)"
05-01-2023 16:24:21.647429,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 20.57894736842105)"
05-01-2023 16:24:22.762523,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 20.57894736842105)"
05-01-2023 16:24:23.898614,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 20.57894736842105)"
05-01-2023 16:24:25.034118,"(3.2, 3.6, 3.475)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 20.57894736842105)"
05-01-2023 16:24:26.158685,"(3.2, 3.6, 3.475)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 20.57894736842105)"
05-01-2023 16:24:27.269876,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 20.75)"
05-01-2023 16:24:28.363774,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 21.075)"
05-01-2023 16:24:29.495299,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 21.075)"
05-01-2023 16:24:30.629648,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 21.075)"
05-01-2023 16:24:31.696832,"(3.2, 3.65, 3.5666666666666664)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 21.075)"
05-01-2023 16:24:32.658077,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 20.75)"
05-01-2023 16:24:33.707964,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.0, 11.833333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:34.708413,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 16.0, 11.294117647058824)","(14.0, 24.0, 21.833333333333332)"
05-01-2023 16:24:35.764301,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 16.0, 11.294117647058824)","(14.0, 24.0, 21.833333333333332)"
05-01-2023 16:24:36.750698,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 16.0, 11.9)","(14.0, 24.0, 21.833333333333332)"
05-01-2023 16:24:37.759741,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.5, 11.409090909090908)","(14.0, 24.0, 21.833333333333332)"
05-01-2023 16:24:38.858576,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.5, 11.409090909090908)","(14.0, 24.0, 21.833333333333332)"
05-01-2023 16:24:39.983059,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.5, 12.0)","(14.0, 24.0, 21.833333333333332)"
05-01-2023 16:24:41.132853,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 15.0, 11.583333333333334)","(14.0, 24.0, 21.263157894736842)"
05-01-2023 16:24:42.209980,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.263157894736842)"
05-01-2023 16:24:43.368806,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.263157894736842)"
05-01-2023 16:24:44.310599,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(13.0, 24.0, 18.9)","(3.8, 4.5, 4.15)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.263157894736842)"
05-01-2023 16:24:45.306046,"(3.2, 3.6, 3.5666666666666664)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.263157894736842)"
05-01-2023 16:24:46.214770,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.263157894736842)"
05-01-2023 16:24:47.229182,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.5, 13.0)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:48.245328,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 15.0, 11.38888888888889)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:49.278302,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.5, 11.38888888888889)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:50.499549,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.5, 11.38888888888889)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:51.510072,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.5, 11.38888888888889)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:52.558595,"(3.2, 3.65, 3.5666666666666664)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 5.15)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.5, 11.38888888888889)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:53.610448,"(3.2, 3.6, 3.4571428571428573)","(6.5, 14.0, 11.576923076923077)","(3.3, 5.8, 4.685714285714286)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.5, 11.38888888888889)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:54.694364,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 12.38888888888889)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.5, 11.5)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:55.660751,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 12.38888888888889)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:56.601072,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:57.588837,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:58.624120,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.0, 11.5)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:24:59.717408,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.0, 11.333333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:00.749262,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.0, 11.333333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:01.778603,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 14.0, 11.416666666666666)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:02.840984,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 13.5, 11.416666666666666)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:04.088431,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 13.5, 11.416666666666666)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:05.138686,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 4.15)","(8.5, 13.5, 11.416666666666666)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:06.206382,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.9)","(3.9, 4.5, 3.8499999999999996)","(8.5, 13.5, 11.416666666666666)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:07.256622,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.94736842105263)","(3.9, 4.5, 3.8499999999999996)","(8.5, 13.5, 11.416666666666666)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:08.273245,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.94736842105263)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.5, 12.0)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:09.177053,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.94736842105263)","(3.9, 4.5, 3.8269230769230766)","(8.5, 17.0, 12.0)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:10.343833,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.94736842105263)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.5, 11.416666666666666)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:11.328943,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 18.94736842105263)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.5, 11.416666666666666)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:12.507637,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.5, 11.416666666666666)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:13.749120,"(3.2, 3.65, 3.5666666666666664)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.5, 11.277777777777779)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:14.956121,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.5, 11.277777777777779)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:15.938654,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.5, 11.277777777777779)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:17.097344,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.0, 11.333333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:18.193262,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.0, 11.333333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:19.327844,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.0, 11.333333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:20.614498,"(3.2, 3.65, 3.5666666666666664)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.0, 11.333333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:21.871096,"(3.2, 3.6, 3.475)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.0, 11.333333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:22.969240,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 13.0, 11.384615384615385)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:24.106450,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 16.0, 12.5)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:25.081206,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 15.5, 12.5)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:26.078762,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 15.5, 12.5)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:27.045628,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 15.5, 11.45)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:28.058974,"(3.2, 3.6, 3.475)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 15.5, 12.0)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:29.025474,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 15.0, 12.0)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:30.075962,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 15.0, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:31.428994,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:32.530451,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:33.618060,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:34.661288,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:35.877651,"(3.2, 3.6, 3.475)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:37.058557,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:38.157279,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:39.341815,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:40.348673,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.583333333333334)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:41.369782,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.38888888888889)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:42.393663,"(3.2, 3.65, 3.5666666666666664)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.38888888888889)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:43.505615,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.5, 11.5)","(14.0, 24.0, 21.11111111111111)"
05-01-2023 16:25:44.638275,"(3.2, 3.6, 3.4571428571428573)","(6.5, 13.5, 11.446428571428571)","(3.3, 5.8, 4.608333333333333)","(14.0, 24.0, 19.636363636363637)","(3.9, 4.5, 3.8269230769230766)","(8.5, 14.0, 11.5)","(14.0, 24.0, 21.11111111111111)"
