,Fly For Yulong,Demurral,Kings County,Tower Road,Age Of Innocence,Marndarra
16-12-2022 12:42:23.651946,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 19.0)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:24.661785,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 19.0)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:25.587976,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 19.0)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:26.548147,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 19.0)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:27.485630,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 19.0)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:28.493481,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.25)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:29.528323,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:30.440878,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:31.497460,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:32.539378,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:33.493554,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:34.561669,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:35.678857,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:36.740979,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:37.832747,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:38.858901,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:39.903699,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:40.952670,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:42.011430,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:43.155873,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:44.165091,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:45.138507,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.0, 17.416666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:46.191451,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:47.245623,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:48.184615,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:49.222302,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:50.325877,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.401132075471698)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:51.430800,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:52.531467,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:53.479365,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:54.401293,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 18.5)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:55.432750,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 17.0)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:56.434524,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 17.0)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:57.430483,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 17.0)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:58.502573,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 17.0)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:42:59.606258,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 17.0)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:43:00.748152,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 17.0)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:43:01.784110,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 17.0)","(1.3, 1.42, 1.4041269841269841)","(101.0, 230.0, 211.66666666666666)"
16-12-2022 12:43:02.850051,"(4.6, 6.8, 6.328571428571428)","(12.0, 18.5, 16.166666666666668)","(15.0, 24.0, 21.666666666666668)","(10.0, 22.0, 17.0)","(1.3, 1.42, 1.3953648068669526)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:03.990883,"(4.6, 6.8, 6.692682926829268)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 20.0)","(1.3, 1.4, 1.3953648068669526)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:05.110596,"(4.6, 6.8, 6.2)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 20.0)","(1.3, 1.4, 1.3905263157894736)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:06.210155,"(4.6, 6.8, 6.26)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 18.75)","(1.3, 1.4, 1.3905172413793103)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:07.322025,"(4.6, 7.4, 6.938461538461539)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 18.5)","(1.3, 1.4, 1.3952586206896551)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:08.432074,"(4.6, 7.4, 7.066666666666667)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 18.5)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:09.590793,"(4.6, 7.4, 7.066666666666667)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 20.055555555555557)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:10.692420,"(4.6, 7.4, 7.090476190476191)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 20.055555555555557)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:11.740705,"(4.6, 7.4, 7.090476190476191)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.0)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:12.804600,"(4.6, 7.4, 7.055172413793104)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.0)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:13.898570,"(4.6, 7.4, 6.9185185185185185)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.0)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:15.008476,"(4.6, 7.4, 6.657142857142857)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.0)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:16.145032,"(4.6, 7.4, 6.657142857142857)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.0)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:17.234033,"(4.6, 7.4, 6.657142857142857)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.0)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:18.375133,"(4.6, 7.4, 6.657142857142857)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.357142857142858)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:19.475527,"(4.6, 7.4, 6.88)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.357142857142858)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:20.577667,"(4.6, 7.4, 6.885714285714285)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.0)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:21.762984,"(4.6, 7.4, 6.885714285714285)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.0)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:23.134017,"(4.6, 7.4, 6.885714285714285)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 18.81818181818182)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:24.255054,"(4.6, 7.4, 6.885714285714285)","(12.0, 18.5, 17.333333333333332)","(15.0, 24.0, 20.75)","(10.0, 22.0, 19.8125)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:25.422158,"(4.6, 7.4, 6.885714285714285)","(12.0, 19.0, 18.0)","(15.0, 24.0, 20.75)","(10.0, 22.0, 20.194444444444443)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:26.474490,"(4.6, 7.4, 6.885714285714285)","(12.0, 19.0, 18.2)","(15.0, 24.0, 20.75)","(10.0, 22.0, 19.045454545454547)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:27.955711,"(4.6, 7.4, 7.0)","(12.0, 19.0, 18.0)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.9375)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:29.381594,"(4.6, 7.4, 6.714285714285714)","(12.0, 19.0, 18.714285714285715)","(15.0, 24.0, 20.75)","(10.0, 22.0, 17.9375)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:30.481278,"(4.6, 7.4, 6.714285714285714)","(12.0, 19.0, 18.714285714285715)","(15.0, 24.0, 20.75)","(10.0, 22.0, 18.8)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:31.596425,"(4.6, 7.4, 6.714285714285714)","(12.0, 19.0, 17.833333333333332)","(15.0, 24.0, 20.75)","(10.0, 21.0, 17.333333333333332)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:32.740928,"(4.6, 7.4, 6.714285714285714)","(12.0, 19.0, 17.833333333333332)","(15.0, 24.0, 20.75)","(10.0, 21.0, 17.333333333333332)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:33.925654,"(4.6, 7.4, 6.714285714285714)","(12.0, 19.0, 17.833333333333332)","(15.0, 24.0, 22.53846153846154)","(10.0, 21.0, 17.15)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:35.125645,"(4.6, 7.4, 6.688888888888888)","(12.0, 19.0, 17.25)","(15.0, 23.0, 21.0)","(10.0, 21.0, 17.15)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:36.331845,"(4.6, 7.4, 6.688888888888888)","(12.0, 19.0, 17.25)","(15.0, 23.0, 21.0)","(10.0, 21.0, 17.15)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:37.530135,"(4.6, 7.4, 6.688888888888888)","(12.0, 19.0, 17.25)","(15.0, 23.0, 21.0)","(10.0, 21.0, 17.15)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:38.800318,"(4.6, 7.4, 6.688888888888888)","(12.0, 19.0, 17.25)","(15.0, 23.0, 21.0)","(10.0, 21.0, 17.15)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:40.104046,"(4.6, 7.4, 6.688888888888888)","(12.0, 19.0, 17.25)","(15.0, 23.0, 21.0)","(10.0, 21.0, 19.0)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:41.607238,"(4.6, 7.4, 6.688888888888888)","(12.0, 19.0, 17.25)","(15.0, 23.0, 21.0)","(10.0, 20.0, 19.0)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:42.820509,"(4.6, 7.4, 6.688888888888888)","(12.0, 19.0, 18.0)","(15.0, 23.0, 21.166666666666668)","(10.0, 20.0, 17.857142857142858)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:44.417021,"(4.6, 7.4, 6.688888888888888)","(12.0, 19.0, 18.0)","(15.0, 23.0, 21.166666666666668)","(10.0, 20.0, 17.857142857142858)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:45.656123,"(4.6, 7.4, 6.688888888888888)","(12.0, 19.0, 18.0)","(15.0, 23.0, 21.166666666666668)","(10.0, 20.0, 18.6)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:47.193509,"(4.6, 7.2, 6.75)","(12.0, 19.0, 17.5)","(15.0, 23.0, 21.166666666666668)","(10.0, 19.5, 17.571428571428573)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:48.538518,"(4.6, 7.2, 6.75)","(12.0, 19.0, 17.5)","(15.0, 23.0, 21.166666666666668)","(10.0, 19.5, 17.571428571428573)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:49.811020,"(4.6, 7.2, 6.75)","(12.0, 19.0, 18.4)","(15.0, 23.0, 21.166666666666668)","(10.0, 19.5, 18.2)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:51.199318,"(4.6, 7.2, 6.75)","(12.0, 19.0, 18.4)","(15.0, 23.0, 21.166666666666668)","(10.0, 19.0, 18.2)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:52.495434,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 23.0, 21.166666666666668)","(10.0, 19.0, 17.0)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:53.806448,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 23.0, 21.166666666666668)","(10.0, 18.5, 17.0)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:55.250193,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 23.0, 21.166666666666668)","(10.0, 18.5, 17.0)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:56.429365,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 23.0, 21.166666666666668)","(10.0, 18.5, 17.0)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:57.550023,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 23.0, 21.166666666666668)","(10.0, 18.5, 17.0)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:58.694942,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 23.0, 21.166666666666668)","(10.0, 18.5, 17.0)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:43:59.846323,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 23.0, 21.833333333333332)","(10.0, 17.5, 17.0)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:00.987546,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.07142857142857)","(10.0, 17.5, 16.75)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:02.074944,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.07142857142857)","(10.0, 18.0, 17.166666666666668)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:03.287222,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.0)","(10.0, 18.0, 17.423076923076923)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:04.484293,"(4.6, 7.2, 6.8)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.625)","(10.0, 18.0, 17.166666666666668)","(1.3, 1.4, 1.3955309734513273)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:05.505102,"(4.6, 7.2, 7.05)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.625)","(10.0, 17.5, 17.166666666666668)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:06.462229,"(4.6, 7.4, 6.982608695652174)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.625)","(10.0, 17.5, 17.166666666666668)","(1.3, 1.4, 1.3905607476635513)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:07.488148,"(4.6, 7.2, 7.0)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.625)","(10.0, 17.0, 16.625)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:08.568830,"(4.6, 7.2, 7.1)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.625)","(10.0, 17.0, 16.625)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:09.697199,"(4.6, 7.2, 7.1)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.625)","(10.0, 17.0, 16.625)","(1.3, 1.4, 1.395470852017937)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:10.734959,"(4.6, 7.2, 7.1)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.625)","(10.0, 17.0, 16.625)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:11.786215,"(4.6, 7.4, 7.0)","(12.0, 19.0, 18.8)","(15.0, 24.0, 22.166666666666668)","(10.0, 17.0, 16.625)","(1.3, 1.4, 1.3902884615384614)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:12.880809,"(4.6, 7.4, 7.0)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.633333333333333)","(10.0, 17.0, 16.625)","(1.3, 1.4, 1.3954090909090908)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:13.809170,"(4.6, 7.4, 7.057142857142857)","(12.0, 19.0, 18.8)","(15.0, 24.0, 23.633333333333333)","(10.0, 17.0, 16.625)","(1.3, 1.4, 1.3954090909090908)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:14.785958,"(4.6, 7.4, 7.066666666666666)","(12.0, 19.0, 17.75)","(15.0, 24.0, 21.5)","(10.0, 17.0, 17.25)","(1.3, 1.4, 1.3835772357723577)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:15.661985,"(4.6, 7.4, 7.066666666666666)","(12.0, 19.0, 17.75)","(15.0, 24.0, 21.5)","(10.0, 17.5, 17.25)","(1.3, 1.4, 1.3835772357723577)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:16.531641,"(4.6, 7.4, 7.066666666666666)","(12.0, 19.0, 18.8)","(15.0, 24.0, 21.5)","(10.0, 17.5, 17.285714285714285)","(1.3, 1.4, 1.3835772357723577)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:17.472629,"(4.6, 7.4, 7.184615384615385)","(12.0, 19.0, 18.842105263157894)","(15.0, 24.0, 21.5)","(10.0, 17.5, 17.285714285714285)","(1.3, 1.4, 1.3835772357723577)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:18.644285,"(4.6, 7.4, 7.184615384615385)","(12.0, 19.0, 18.842105263157894)","(15.0, 24.0, 21.5)","(10.0, 17.5, 17.285714285714285)","(1.3, 1.4, 1.3835772357723577)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:19.558719,"(4.6, 7.4, 7.184615384615385)","(12.0, 19.0, 18.842105263157894)","(15.0, 24.0, 21.5)","(10.0, 17.5, 17.285714285714285)","(1.3, 1.4, 1.3835772357723577)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:20.507195,"(4.6, 7.4, 7.184615384615385)","(12.0, 19.0, 18.842105263157894)","(15.0, 24.0, 21.5)","(10.0, 17.5, 17.285714285714285)","(1.3, 1.4, 1.3835772357723577)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:21.683382,"(4.6, 7.4, 7.184615384615385)","(12.0, 19.0, 18.842105263157894)","(15.0, 24.0, 21.5)","(10.0, 17.5, 17.285714285714285)","(1.3, 1.4, 1.3835772357723577)","(101.0, 230.0, 180.0)"
16-12-2022 12:44:22.729146,"(4.6, 7.4, 7.184615384615385)","(12.0, 19.0, 18.842105263157894)","(15.0, 24.0, 21.5)","(10.0, 17.5, 17.285714285714285)","(1.3, 1.4, 1.3835772357723577)","(101.0, 230.0, 180.0)"
