,Gospel Musketeer,Just A Irish Lad,Kwontro,Mister Wayside,Frigerator,Yankee Indian
16-12-2022 15:13:25.531736,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.666666666666668)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:26.389692,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.666666666666668)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:27.244524,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 18.272727272727273)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:28.109182,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 18.272727272727273)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:28.950553,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 18.272727272727273)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:29.815495,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 18.272727272727273)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:30.687523,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 23.0, 18.125)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:31.540362,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 22.0, 17.72222222222222)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:32.383001,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 22.0, 17.72222222222222)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:33.209264,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 22.0, 17.72222222222222)","(2.7, 3.1, 3.095)"
16-12-2022 15:13:34.031677,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 22.0, 17.72222222222222)","(2.7, 3.1, 3.092)"
16-12-2022 15:13:34.878079,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 22.0, 17.72222222222222)","(2.7, 3.1, 3.092)"
16-12-2022 15:13:35.695198,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 22.0, 17.72222222222222)","(2.7, 3.1, 3.092)"
16-12-2022 15:13:36.533202,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 18.75)","(2.7, 3.1, 3.092)"
16-12-2022 15:13:37.396358,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.092)"
16-12-2022 15:13:38.217691,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.092)"
16-12-2022 15:13:39.082235,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.092)"
16-12-2022 15:13:39.935379,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.092)"
16-12-2022 15:13:40.780284,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.092)"
16-12-2022 15:13:41.623451,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.0942857142857143)"
16-12-2022 15:13:42.472605,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.0942857142857143)"
16-12-2022 15:13:43.307162,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.0942857142857143)"
16-12-2022 15:13:44.171523,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.0942857142857143)"
16-12-2022 15:13:45.030138,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.0942857142857143)"
16-12-2022 15:13:45.896129,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.2, 7.88)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.5)","(2.7, 3.1, 3.0942857142857143)"
16-12-2022 15:13:46.754141,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 17.4)","(2.7, 3.1, 3.0942857142857143)"
16-12-2022 15:13:47.622546,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 18.75)","(2.7, 3.1, 3.0942857142857143)"
16-12-2022 15:13:48.459956,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 3.0942857142857143)"
16-12-2022 15:13:49.299675,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 3.0942857142857143)"
16-12-2022 15:13:50.137243,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 3.0942857142857143)"
16-12-2022 15:13:50.972343,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 3.0942857142857143)"
16-12-2022 15:13:51.815651,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 3.0942857142857143)"
16-12-2022 15:13:52.654315,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 2.96, 2.870344827586207)"
16-12-2022 15:13:53.516774,"(15.0, 32.0, 25.6)","(6.0, 8.4, 8.0)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 18.75)","(2.6, 2.96, 2.91)"
16-12-2022 15:13:54.345008,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 21.0, 18.75)","(2.6, 3.1, 3.04)"
16-12-2022 15:13:55.164851,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 2.94)"
16-12-2022 15:13:56.026381,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 2.95)"
16-12-2022 15:13:56.881435,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 2.95)"
16-12-2022 15:13:57.710805,"(15.0, 32.0, 25.6)","(6.0, 8.2, 7.88)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 2.95)"
16-12-2022 15:13:58.567514,"(15.0, 32.0, 25.6)","(6.0, 8.6, 7.914285714285715)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 2.95)"
16-12-2022 15:13:59.431140,"(15.0, 32.0, 25.6)","(6.0, 8.6, 7.914285714285715)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 2.95)"
16-12-2022 15:14:00.253912,"(15.0, 32.0, 25.6)","(6.0, 8.6, 7.914285714285715)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.1, 2.95)"
16-12-2022 15:14:01.127678,"(15.0, 32.0, 25.6)","(6.0, 8.6, 7.914285714285715)","(26.0, 160.0, 68.5)","(2.2, 2.44, 2.4266666666666667)","(13.0, 20.0, 17.375)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:01.986144,"(15.0, 32.0, 21.0)","(6.0, 8.6, 8.12)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.44, 2.434285714285714)","(13.0, 20.0, 17.0)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:02.842354,"(15.0, 32.0, 21.0)","(6.0, 8.6, 8.12)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4355555555555557)","(13.0, 20.0, 17.375)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:03.707930,"(15.0, 32.0, 26.333333333333336)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4375)","(13.0, 21.0, 18.75)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:04.546880,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4386666666666668)","(13.0, 21.0, 18.75)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:05.380341,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4386666666666668)","(13.0, 21.0, 18.75)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:06.200875,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4386666666666668)","(13.0, 21.0, 18.75)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:07.051832,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4321739130434783)","(13.0, 21.0, 18.75)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:07.885110,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4318181818181817)","(13.0, 21.0, 18.75)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:08.711811,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4318181818181817)","(13.0, 21.0, 18.75)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:09.570571,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4318181818181817)","(13.0, 21.0, 18.75)","(2.6, 3.05, 2.95625)"
16-12-2022 15:14:10.441325,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4352941176470586)","(13.0, 21.0, 18.75)","(2.6, 3.05, 2.9428571428571426)"
16-12-2022 15:14:11.279738,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4352941176470586)","(13.0, 21.0, 18.75)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:12.132820,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.44, 2.4352941176470586)","(13.0, 21.0, 18.75)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:12.963830,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.46, 2.433658536585366)","(13.0, 21.0, 18.75)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:13.811196,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.46, 2.433658536585366)","(13.0, 22.0, 17.72222222222222)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:14.655141,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.46, 2.433658536585366)","(13.0, 22.0, 17.72222222222222)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:15.499088,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 98.0)","(2.2, 2.46, 2.433658536585366)","(13.0, 22.0, 17.72222222222222)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:16.334118,"(15.0, 32.0, 27.142857142857142)","(6.0, 8.4, 8.0)","(26.0, 160.0, 85.6)","(2.2, 2.46, 2.434285714285714)","(13.0, 22.0, 17.6)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:17.180199,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.434285714285714)","(13.0, 21.0, 17.625)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:18.060598,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.433658536585366)","(13.0, 21.0, 17.625)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:18.911214,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.434285714285714)","(13.0, 21.0, 17.625)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:19.781988,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.434285714285714)","(13.0, 21.0, 17.625)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:20.612593,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.4353846153846153)","(13.0, 21.0, 17.625)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:21.443147,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.4353846153846153)","(13.0, 21.0, 17.625)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:22.278388,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.4408)","(13.0, 21.0, 17.625)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:23.102452,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.4408)","(13.0, 21.0, 17.625)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:23.947467,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.4, 8.0)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.4408)","(13.0, 20.0, 18.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:24.803008,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.781818181818182)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.4408)","(13.0, 20.0, 17.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:25.631932,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.611764705882353)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.4408)","(13.0, 20.0, 18.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:26.484123,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.611764705882353)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.4408)","(13.0, 20.0, 17.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:27.351177,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.611764705882353)","(26.0, 160.0, 106.85714285714286)","(2.2, 2.46, 2.4408)","(13.0, 20.0, 18.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:28.188419,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.611764705882353)","(26.0, 160.0, 68.5)","(2.2, 2.46, 2.4408)","(13.0, 20.0, 18.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:29.015819,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.590909090909092)","(26.0, 160.0, 68.5)","(2.2, 2.46, 2.4408)","(13.0, 20.0, 18.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:29.886498,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.590909090909092)","(26.0, 160.0, 68.5)","(2.2, 2.46, 2.440952380952381)","(13.0, 20.0, 18.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:30.709344,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.590909090909092)","(26.0, 160.0, 68.5)","(2.2, 2.46, 2.440952380952381)","(13.0, 20.0, 18.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:31.579169,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 8.12)","(26.0, 160.0, 78.66666666666666)","(2.2, 2.46, 2.440952380952381)","(13.0, 20.0, 18.0)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:32.458531,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.589473684210526)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.440952380952381)","(13.0, 20.0, 18.0)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:33.291802,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.589473684210526)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.440952380952381)","(13.0, 20.0, 18.0)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:34.160706,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.589473684210526)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.440952380952381)","(13.0, 20.0, 18.0)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:35.029831,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.589473684210526)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.441818181818182)","(13.0, 20.0, 18.0)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:35.873680,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.589473684210526)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.441818181818182)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:36.708040,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.589473684210526)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.441818181818182)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:37.553521,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.611764705882353)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.441818181818182)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:38.381146,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.611764705882353)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.441818181818182)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:39.205005,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.441818181818182)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:40.048313,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.442222222222222)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:40.900409,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.611764705882353)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.442222222222222)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:41.729140,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.6, 7.611764705882353)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.442222222222222)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:42.593302,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 110.4)","(2.2, 2.46, 2.442222222222222)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:43.446772,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 110.4)","(2.2, 2.42, 2.415)","(13.0, 20.0, 18.2)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:44.312006,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 110.4)","(2.2, 2.42, 2.415)","(13.0, 20.0, 17.333333333333332)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:45.135763,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 110.4)","(2.2, 2.42, 2.415)","(13.0, 20.0, 17.333333333333332)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:45.988389,"(15.0, 32.0, 21.333333333333332)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 110.4)","(2.2, 2.42, 2.415)","(13.0, 20.0, 17.333333333333332)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:46.851774,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.42, 2.415)","(13.0, 20.0, 17.333333333333332)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:47.690637,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.42, 2.415)","(13.0, 20.0, 17.333333333333332)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:48.538107,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.44, 2.432)","(13.0, 22.0, 19.0)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:49.401424,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.46, 2.396)","(13.0, 22.0, 19.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:50.256565,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.46, 2.396)","(13.0, 22.0, 19.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:51.115391,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.46, 2.396)","(13.0, 22.0, 19.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:51.968620,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.46, 2.396)","(13.0, 22.0, 19.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:52.799168,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.46, 2.353333333333333)","(13.0, 22.0, 19.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:53.643789,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.46, 2.353333333333333)","(13.0, 22.0, 19.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:54.470771,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.44, 2.3685714285714283)","(13.0, 22.0, 19.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:55.301417,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.44, 2.4066666666666667)","(13.0, 22.0, 19.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:56.146408,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.44, 2.4066666666666667)","(13.0, 22.0, 18.25)","(2.6, 3.0, 2.9428571428571426)"
16-12-2022 15:14:56.980981,"(15.0, 32.0, 25.6)","(6.0, 8.8, 7.925000000000001)","(26.0, 160.0, 113.5)","(2.2, 2.44, 2.4066666666666667)","(13.0, 23.0, 19.0)","(2.6, 3.0, 2.9428571428571426)"
