,Magic Bertie,Yankee Banner,Lumin,My Gal Val,Rich Paris,Toffee Street,Alesha Lily,Atlanna,Lady Merchant,World Action
08-12-2022 12:59:29.979397,"(12.0, 15.0, 14.782608695652174)","(101.0, 310.0, 345.0)","(11.0, 13.0, 12.69047619047619)","(31.0, 48.0, 47.42857142857143)","(3.7, 4.6, 4.550830564784053)","(2.9, 3.15, 3.133424408014572)","(31.0, 46.0, 45.8)","(81.0, 100.0, 95.625)","(31.0, 50.0, 48.04545454545455)","(3.7, 4.2, 4.195783132530121)"
08-12-2022 12:59:31.423973,"(11.0, 15.0, 14.782608695652174)","(101.0, 350.0, 345.0)","(11.0, 13.0, 12.58695652173913)","(31.0, 48.0, 47.42857142857143)","(3.7, 4.6, 4.547142857142857)","(2.9, 3.15, 3.133)","(31.0, 46.0, 45.8)","(81.0, 100.0, 95.625)","(31.0, 50.0, 48.05882352941177)","(3.7, 4.2, 4.195783132530121)"
08-12-2022 12:59:32.961421,"(11.0, 15.0, 14.782608695652174)","(101.0, 350.0, 345.0)","(11.0, 13.0, 12.857685009487666)","(31.0, 48.0, 47.42857142857143)","(3.8, 4.6, 4.546153846153846)","(2.9, 3.15, 3.137128712871287)","(31.0, 46.0, 45.733333333333334)","(71.0, 100.0, 96.81818181818181)","(31.0, 50.0, 48.05882352941177)","(3.7, 4.2, 4.197333333333334)"
08-12-2022 12:59:34.561628,"(12.0, 15.0, 14.846153846153847)","(101.0, 350.0, 345.0)","(11.0, 13.0, 12.763406940063092)","(31.0, 48.0, 47.42857142857143)","(3.8, 4.6, 4.4450381679389315)","(2.9, 3.15, 3.1611420612813372)","(31.0, 46.0, 46.758620689655174)","(71.0, 100.0, 97.85714285714286)","(31.0, 50.0, 48.04545454545455)","(3.7, 4.2, 4.183498349834983)"
08-12-2022 12:59:36.176932,"(12.0, 15.0, 14.841269841269842)","(101.0, 440.0, 332.0)","(11.0, 13.0, 12.99785407725322)","(31.0, 48.0, 48.15584415584416)","(3.8, 4.5, 4.251581508515815)","(2.9, 3.2, 3.1754253308128546)","(31.0, 48.0, 47.294117647058826)","(71.0, 100.0, 102.5)","(31.0, 50.0, 48.191489361702125)","(3.8, 4.2, 4.298412698412698)"
08-12-2022 12:59:37.962031,"(12.0, 15.5, 15.023076923076923)","(101.0, 420.0, 346.6666666666667)","(11.0, 13.0, 13.052380952380952)","(31.0, 50.0, 48.15584415584416)","(3.7, 4.3, 4.25181598062954)","(2.9, 3.2, 3.1789587852494576)","(26.0, 48.0, 47.294117647058826)","(71.0, 110.0, 98.61111111111111)","(31.0, 50.0, 48.191489361702125)","(3.8, 4.3, 4.283783783783783)"
08-12-2022 12:59:39.667968,"(12.0, 15.5, 14.835365853658537)","(101.0, 420.0, 370.0)","(11.0, 13.5, 13.08628841607565)","(31.0, 50.0, 48.367816091954026)","(3.8, 4.3, 4.2558359621451105)","(2.9, 3.2, 3.174626865671642)","(31.0, 48.0, 47.368421052631575)","(81.0, 100.0, 98.6842105263158)","(31.0, 50.0, 48.229166666666664)","(3.7, 4.3, 4.236028119507909)"
08-12-2022 12:59:41.232392,"(12.0, 15.5, 14.835365853658537)","(101.0, 400.0, 340.0)","(11.0, 13.5, 13.08628841607565)","(31.0, 50.0, 48.367816091954026)","(3.8, 4.3, 4.252054794520548)","(2.9, 3.2, 3.172027027027027)","(31.0, 48.0, 47.368421052631575)","(81.0, 100.0, 98.75)","(31.0, 50.0, 48.229166666666664)","(3.7, 4.3, 4.235575221238938)"
08-12-2022 12:59:42.746901,"(12.0, 15.5, 15.1875)","(101.0, 400.0, 332.5)","(11.0, 13.5, 13.41908713692946)","(31.0, 50.0, 46.90196078431372)","(3.8, 4.3, 4.2795580110497236)","(2.9, 3.2, 3.2110032362459546)","(31.0, 48.0, 45.04615384615385)","(81.0, 100.0, 91.66666666666667)","(31.0, 50.0, 46.58461538461538)","(3.7, 4.3, 4.240136054421769)"
08-12-2022 12:59:44.206165,"(12.0, 15.5, 15.455555555555556)","(101.0, 400.0, 513.6363636363636)","(11.0, 13.5, 13.454887218045112)","(31.0, 48.0, 47.08196721311475)","(3.8, 4.3, 4.271851851851852)","(2.9, 3.25, 3.19328125)","(31.0, 46.0, 45.0)","(81.0, 95.0, 103.04347826086956)","(31.0, 48.0, 46.53731343283582)","(3.7, 4.3, 4.249056603773585)"
08-12-2022 12:59:45.735460,"(12.0, 15.5, 15.455555555555556)","(101.0, 590.0, 490.0)","(11.0, 13.5, 13.727848101265822)","(31.0, 48.0, 46.95238095238095)","(3.8, 4.3, 4.271195652173913)","(2.9, 3.2, 3.1792452830188678)","(31.0, 46.0, 45.03125)","(81.0, 110.0, 100.3225806451613)","(31.0, 48.0, 46.52777777777778)","(3.7, 4.3, 4.252631578947368)"
08-12-2022 12:59:47.244282,"(12.0, 15.5, 15.373015873015873)","(101.0, 580.0, 541.1111111111111)","(11.0, 14.0, 13.629411764705882)","(31.0, 48.0, 46.27450980392157)","(3.8, 4.3, 4.267357512953367)","(2.9, 3.2, 3.1816666666666666)","(31.0, 46.0, 45.03125)","(81.0, 110.0, 92.72727272727273)","(31.0, 48.0, 46.26190476190476)","(3.7, 4.3, 4.222619047619048)"
08-12-2022 12:59:48.755775,"(12.0, 15.5, 15.275641025641026)","(101.0, 570.0, 463.33333333333337)","(11.0, 14.0, 13.464788732394366)","(31.0, 48.0, 45.578947368421055)","(3.8, 4.3, 4.268020304568528)","(2.9, 3.2, 3.2130952380952382)","(31.0, 46.0, 45.03125)","(81.0, 100.0, 92.88888888888889)","(31.0, 48.0, 46.30232558139535)","(3.7, 4.3, 4.2162500000000005)"
08-12-2022 12:59:50.248235,"(12.0, 15.5, 15.331896551724139)","(101.0, 540.0, 377.6923076923077)","(11.0, 13.5, 13.767241379310345)","(31.0, 46.0, 45.44827586206897)","(3.8, 4.3, 4.270558375634518)","(2.9, 3.25, 3.2154275092936806)","(31.0, 46.0, 44.779661016949156)","(81.0, 100.0, 92.88888888888889)","(31.0, 48.0, 46.24096385542169)","(3.7, 4.3, 4.2119402985074625)"
08-12-2022 12:59:51.766299,"(12.0, 15.5, 15.331896551724139)","(101.0, 530.0, 377.6923076923077)","(11.0, 14.0, 13.76801152737752)","(31.0, 46.0, 44.76923076923077)","(3.8, 4.3, 4.269)","(2.9, 3.25, 3.234175824175824)","(31.0, 46.0, 44.851851851851855)","(71.0, 100.0, 92.88888888888889)","(31.0, 48.0, 46.463157894736845)","(3.7, 4.3, 4.180294117647059)"
08-12-2022 12:59:53.254910,"(12.0, 15.5, 15.34375)","(101.0, 520.0, 398.8888888888889)","(11.0, 14.0, 13.751655629139073)","(31.0, 46.0, 45.111111111111114)","(3.8, 4.3, 4.288961038961038)","(2.9, 3.25, 3.2248820754716983)","(31.0, 46.0, 45.114285714285714)","(71.0, 100.0, 93.04347826086956)","(31.0, 48.0, 46.479166666666664)","(3.7, 4.2, 4.190070921985816)"
08-12-2022 12:59:54.741907,"(12.0, 15.5, 15.257462686567164)","(101.0, 510.0, 398.8888888888889)","(11.0, 14.0, 13.751655629139073)","(31.0, 46.0, 44.93333333333333)","(3.8, 4.3, 4.264335664335665)","(2.9, 3.25, 3.232208588957055)","(31.0, 46.0, 45.088235294117645)","(71.0, 100.0, 93.04347826086956)","(31.0, 48.0, 46.4468085106383)","(3.7, 4.2, 4.193308550185874)"
08-12-2022 12:59:56.229425,"(12.0, 15.5, 15.25563909774436)","(101.0, 490.0, 470.0)","(11.0, 14.0, 13.716981132075471)","(31.0, 46.0, 45.333333333333336)","(3.8, 4.3, 4.272471910112359)","(2.9, 3.25, 3.232340862422998)","(31.0, 46.0, 45.088235294117645)","(71.0, 100.0, 93.04347826086956)","(31.0, 48.0, 46.4468085106383)","(3.7, 4.2, 4.190769230769231)"
08-12-2022 12:59:57.688586,"(12.0, 15.5, 15.263565891472869)","(101.0, 490.0, 471.1111111111111)","(11.0, 14.0, 13.716049382716049)","(31.0, 46.0, 45.111111111111114)","(3.8, 4.3, 4.263551401869159)","(2.9, 3.25, 3.2256916996047433)","(31.0, 46.0, 45.10144927536232)","(71.0, 100.0, 95.15151515151516)","(31.0, 48.0, 46.586666666666666)","(3.7, 4.2, 4.173140495867768)"
08-12-2022 12:59:59.108491,"(12.0, 15.5, 15.25)","(101.0, 500.0, 429.16666666666663)","(11.0, 14.0, 13.714876033057852)","(31.0, 46.0, 45.5)","(3.8, 4.3, 4.278367346938776)","(2.9, 3.25, 3.225870646766169)","(31.0, 46.0, 45.25301204819277)","(71.0, 100.0, 95.1470588235294)","(31.0, 48.0, 46.586666666666666)","(3.7, 4.2, 4.197979797979798)"
08-12-2022 13:00:00.590514,"(12.0, 15.5, 15.224806201550388)","(101.0, 500.0, 429.16666666666663)","(11.0, 14.0, 13.736059479553903)","(31.0, 46.0, 45.5)","(3.8, 4.4, 4.3127450980392155)","(2.9, 3.25, 3.212878787878788)","(31.0, 46.0, 46.325581395348834)","(71.0, 100.0, 92.97872340425532)","(31.0, 48.0, 46.463157894736845)","(3.7, 4.2, 4.161660079051384)"
08-12-2022 13:00:02.071239,"(12.0, 15.5, 15.217054263565892)","(101.0, 490.0, 414.44444444444446)","(11.0, 14.0, 13.735632183908045)","(31.0, 46.0, 45.515151515151516)","(3.8, 4.4, 4.2263736263736265)","(2.9, 3.25, 3.2156357388316152)","(31.0, 48.0, 46.50847457627118)","(71.0, 100.0, 93.6)","(31.0, 48.0, 46.4468085106383)","(3.7, 4.2, 4.188888888888889)"
08-12-2022 13:00:03.531150,"(12.0, 15.5, 15.217054263565892)","(101.0, 490.0, 386.6666666666667)","(11.0, 14.0, 13.739622641509435)","(31.0, 46.0, 45.529411764705884)","(3.8, 4.3, 4.229225352112676)","(2.9, 3.25, 3.2165551839464883)","(31.0, 48.0, 46.74285714285714)","(71.0, 100.0, 95.67567567567568)","(31.0, 48.0, 46.43010752688172)","(3.7, 4.2, 4.187946428571428)"
08-12-2022 13:00:04.956549,"(12.0, 15.5, 15.232558139534884)","(101.0, 480.0, 445.0)","(11.0, 14.0, 13.732421875)","(31.0, 46.0, 45.69230769230769)","(3.8, 4.3, 4.234873949579832)","(2.9, 3.25, 3.2165551839464883)","(31.0, 48.0, 46.44444444444444)","(71.0, 100.0, 95.67567567567568)","(31.0, 48.0, 46.43010752688172)","(3.7, 4.2, 4.187946428571428)"
08-12-2022 13:00:06.384838,"(12.0, 15.5, 15.232558139534884)","(101.0, 470.0, 445.0)","(11.0, 14.0, 13.738805970149254)","(31.0, 46.0, 45.57142857142857)","(3.8, 4.3, 4.226894865525672)","(2.9, 3.25, 3.220326409495549)","(31.0, 48.0, 47.25)","(71.0, 100.0, 96.19047619047619)","(31.0, 48.0, 46.30555555555556)","(3.7, 4.2, 4.173539518900344)"
08-12-2022 13:00:07.883812,"(12.0, 15.5, 15.251798561151078)","(101.0, 470.0, 445.0)","(11.0, 14.0, 13.732824427480915)","(31.0, 48.0, 46.075471698113205)","(3.7, 4.3, 4.230317848410758)","(2.9, 3.25, 3.221830985915493)","(31.0, 48.0, 47.30769230769231)","(71.0, 100.0, 96.27906976744185)","(31.0, 48.0, 46.32876712328767)","(3.7, 4.2, 4.174754098360656)"
08-12-2022 13:00:09.357076,"(12.0, 15.5, 15.242537313432836)","(101.0, 470.0, 427.1428571428571)","(11.0, 14.0, 13.713389121338912)","(31.0, 48.0, 46.6031746031746)","(3.7, 4.3, 4.231958762886598)","(2.9, 3.25, 3.224715909090909)","(31.0, 48.0, 46.92857142857143)","(71.0, 100.0, 96.66666666666667)","(31.0, 48.0, 46.32876712328767)","(3.7, 4.2, 4.2397752808988765)"
08-12-2022 13:00:10.782649,"(12.0, 14.0, 13.904761904761905)","(101.0, 470.0, 425.7894736842105)","(11.0, 14.0, 13.736842105263158)","(31.0, 48.0, 46.705882352941174)","(3.7, 4.3, 4.2474103585657375)","(2.9, 3.25, 3.23135593220339)","(31.0, 48.0, 47.189189189189186)","(71.0, 100.0, 96.92307692307692)","(31.0, 48.0, 46.67741935483871)","(3.7, 4.3, 4.257857142857143)"
08-12-2022 13:00:12.131629,"(12.0, 14.0, 13.904761904761905)","(101.0, 470.0, 425.7894736842105)","(11.0, 14.0, 13.736842105263158)","(31.0, 48.0, 46.705882352941174)","(3.7, 4.3, 4.246881287726358)","(2.9, 3.25, 3.232608695652174)","(31.0, 48.0, 47.189189189189186)","(71.0, 100.0, 97.19298245614036)","(31.0, 48.0, 46.861111111111114)","(3.7, 4.3, 4.259778597785978)"
08-12-2022 13:00:13.483514,"(12.0, 14.0, 13.955752212389381)","(101.0, 470.0, 425.7894736842105)","(11.0, 14.0, 13.729249011857707)","(31.0, 48.0, 46.74193548387097)","(3.7, 4.3, 4.2482)","(2.9, 3.25, 3.232608695652174)","(31.0, 48.0, 47.166666666666664)","(71.0, 100.0, 97.19298245614036)","(31.0, 48.0, 46.75609756097561)","(3.7, 4.3, 4.259778597785978)"
08-12-2022 13:00:14.862621,"(12.0, 14.5, 14.480952380952381)","(101.0, 470.0, 425.7894736842105)","(11.0, 14.0, 13.696902654867257)","(31.0, 48.0, 46.74193548387097)","(3.7, 4.3, 4.235263157894737)","(2.9, 3.25, 3.231855670103093)","(31.0, 48.0, 46.92857142857143)","(71.0, 100.0, 97.19298245614036)","(31.0, 48.0, 46.58139534883721)","(3.7, 4.3, 4.259778597785978)"
08-12-2022 13:00:16.290762,"(12.0, 14.5, 14.216981132075471)","(101.0, 470.0, 392.0)","(11.0, 14.0, 13.696902654867257)","(31.0, 48.0, 46.74193548387097)","(3.7, 4.3, 4.23622641509434)","(2.9, 3.25, 3.231666666666667)","(31.0, 48.0, 47.0)","(71.0, 100.0, 97.19298245614036)","(31.0, 48.0, 46.58139534883721)","(3.7, 4.3, 4.259778597785978)"
08-12-2022 13:00:17.750706,"(12.0, 14.0, 13.83904109589041)","(101.0, 470.0, 453.75)","(11.0, 14.0, 13.71311475409836)","(31.0, 48.0, 46.973684210526315)","(3.7, 4.3, 4.23338898163606)","(2.9, 3.25, 3.2323647294589177)","(31.0, 48.0, 47.0625)","(71.0, 100.0, 97.24137931034483)","(31.0, 48.0, 46.61363636363637)","(3.7, 4.3, 4.2634228187919465)"
08-12-2022 13:00:19.285384,"(12.0, 14.5, 14.042105263157895)","(101.0, 460.0, 436.0)","(11.0, 14.0, 13.715767634854771)","(31.0, 48.0, 47.0)","(3.7, 4.3, 4.23257328990228)","(2.9, 3.25, 3.2376865671641792)","(31.0, 48.0, 47.0625)","(71.0, 100.0, 97.24137931034483)","(31.0, 48.0, 46.61363636363637)","(3.7, 4.3, 4.2634228187919465)"
08-12-2022 13:00:20.857020,"(12.0, 14.5, 14.06060606060606)","(101.0, 460.0, 453.8888888888889)","(11.0, 14.0, 13.748161764705882)","(31.0, 48.0, 47.0)","(3.7, 4.3, 4.219772727272727)","(2.9, 3.25, 3.2311787072243345)","(31.0, 48.0, 47.11764705882353)","(71.0, 100.0, 97.19298245614036)","(31.0, 48.0, 46.61363636363637)","(3.7, 4.3, 4.26007326007326)"
08-12-2022 13:00:22.210635,"(12.0, 14.5, 14.06060606060606)","(101.0, 460.0, 453.8888888888889)","(11.0, 14.0, 13.748161764705882)","(31.0, 48.0, 47.0)","(3.7, 4.3, 4.2155502392344495)","(2.9, 3.25, 3.2309615384615387)","(31.0, 48.0, 47.11764705882353)","(71.0, 100.0, 97.28813559322035)","(31.0, 48.0, 46.61363636363637)","(3.7, 4.3, 4.238935574229692)"
08-12-2022 13:00:23.595270,"(11.0, 14.5, 14.04679802955665)","(101.0, 460.0, 453.8888888888889)","(11.0, 14.0, 13.748161764705882)","(31.0, 48.0, 47.0)","(3.7, 4.3, 4.2155502392344495)","(2.9, 3.25, 3.2644444444444445)","(31.0, 48.0, 47.357142857142854)","(71.0, 100.0, 97.28813559322035)","(31.0, 48.0, 46.65934065934066)","(3.7, 4.3, 4.1760233918128655)"
08-12-2022 13:00:24.960865,"(11.0, 14.5, 14.078125)","(101.0, 460.0, 454.2105263157895)","(11.0, 14.0, 13.745353159851302)","(31.0, 48.0, 47.0)","(3.7, 4.3, 4.2155502392344495)","(2.9, 3.3, 3.2644444444444445)","(31.0, 48.0, 47.125)","(71.0, 100.0, 97.54098360655738)","(31.0, 48.0, 46.906666666666666)","(3.7, 4.2, 4.177348066298342)"
08-12-2022 13:00:26.557160,"(11.0, 14.5, 14.084615384615384)","(101.0, 460.0, 410.0)","(11.0, 14.0, 13.78391167192429)","(31.0, 48.0, 47.0126582278481)","(3.7, 4.2, 4.1757333333333335)","(2.9, 3.35, 3.3220532319391634)","(31.0, 48.0, 49.2)","(71.0, 100.0, 97.58064516129032)","(31.0, 48.0, 46.97142857142857)","(3.7, 4.2, 4.177348066298342)"
08-12-2022 13:00:28.128753,"(11.0, 14.5, 14.078125)","(101.0, 460.0, 387.5)","(11.0, 14.0, 13.780952380952382)","(31.0, 48.0, 47.025)","(3.7, 4.2, 4.16441717791411)","(2.9, 3.35, 3.3099290780141843)","(31.0, 50.0, 49.2)","(71.0, 100.0, 97.61904761904762)","(31.0, 48.0, 46.76923076923077)","(3.7, 4.2, 4.180167597765363)"
08-12-2022 13:00:29.919577,"(11.0, 14.5, 14.160919540229886)","(101.0, 470.0, 387.5)","(11.0, 14.0, 13.773770491803278)","(31.0, 48.0, 47.093333333333334)","(3.7, 4.2, 4.162826086956522)","(2.9, 3.35, 3.309205776173285)","(31.0, 50.0, 49.2)","(71.0, 100.0, 97.61904761904762)","(31.0, 48.0, 46.76923076923077)","(3.7, 4.2, 4.170919881305638)"
08-12-2022 13:00:31.406862,"(11.0, 14.5, 14.212121212121213)","(101.0, 470.0, 374.2857142857143)","(11.0, 14.0, 13.773770491803278)","(31.0, 48.0, 47.093333333333334)","(3.7, 4.2, 4.227511961722488)","(2.9, 3.35, 3.2943378119001916)","(31.0, 50.0, 49.2)","(71.0, 100.0, 97.62295081967213)","(31.0, 48.0, 46.76923076923077)","(3.7, 4.2, 4.142690058479532)"
08-12-2022 13:00:33.018170,"(12.0, 14.5, 14.212121212121213)","(101.0, 460.0, 400.0)","(11.0, 14.0, 13.771565495207668)","(31.0, 48.0, 47.10526315789474)","(3.7, 4.3, 4.232967032967033)","(2.9, 3.3, 3.287753036437247)","(31.0, 50.0, 49.294117647058826)","(71.0, 100.0, 97.66129032258064)","(31.0, 48.0, 46.78260869565217)","(3.6, 4.2, 4.143854748603352)"
08-12-2022 13:00:34.417619,"(12.0, 14.5, 14.228571428571428)","(101.0, 460.0, 400.0)","(11.0, 14.0, 13.851239669421487)","(31.0, 48.0, 47.10526315789474)","(3.7, 4.3, 4.232967032967033)","(2.9, 3.3, 3.287753036437247)","(31.0, 50.0, 49.294117647058826)","(71.0, 100.0, 97.66129032258064)","(31.0, 48.0, 46.78260869565217)","(3.6, 4.2, 4.143854748603352)"
08-12-2022 13:00:35.797701,"(12.0, 14.5, 14.228571428571428)","(101.0, 460.0, 400.0)","(11.0, 14.0, 13.851239669421487)","(31.0, 48.0, 47.10526315789474)","(3.7, 4.3, 4.221472392638036)","(2.9, 3.3, 3.2877281947261663)","(31.0, 50.0, 49.2)","(71.0, 100.0, 97.66129032258064)","(31.0, 48.0, 46.78260869565217)","(3.7, 4.2, 4.139189189189189)"
08-12-2022 13:00:37.351410,"(12.0, 14.5, 14.228571428571428)","(101.0, 460.0, 407.5)","(11.0, 14.0, 13.814079422382672)","(31.0, 48.0, 47.116883116883116)","(3.7, 4.3, 4.183727810650888)","(2.9, 3.3, 3.293609865470852)","(31.0, 50.0, 48.689655172413794)","(71.0, 100.0, 97.66129032258064)","(31.0, 48.0, 46.808510638297875)","(3.7, 4.2, 4.150239234449761)"
08-12-2022 13:00:38.871834,"(12.0, 14.5, 14.256944444444445)","(101.0, 460.0, 422.5)","(11.0, 14.0, 13.816725978647687)","(31.0, 48.0, 43.2)","(3.7, 4.2, 4.172835820895522)","(2.9, 3.3, 3.3165816326530613)","(31.0, 50.0, 48.733333333333334)","(71.0, 100.0, 97.6984126984127)","(31.0, 48.0, 46.82105263157895)","(3.7, 4.2, 4.129729729729729)"
08-12-2022 13:00:40.447786,"(12.0, 14.5, 14.292857142857143)","(101.0, 460.0, 422.5)","(11.0, 14.0, 13.816725978647687)","(31.0, 44.0, 44.61538461538461)","(3.7, 4.2, 4.171976401179941)","(2.9, 3.35, 3.3172413793103446)","(31.0, 50.0, 48.733333333333334)","(71.0, 100.0, 97.6984126984127)","(31.0, 48.0, 46.795698924731184)","(3.7, 4.2, 4.159903381642512)"
08-12-2022 13:00:41.844867,"(12.0, 14.5, 14.292857142857143)","(101.0, 460.0, 422.5)","(11.0, 14.0, 13.816725978647687)","(31.0, 46.0, 45.625)","(3.7, 4.2, 4.168181818181818)","(2.9, 3.35, 3.317979002624672)","(31.0, 50.0, 48.642857142857146)","(71.0, 100.0, 97.75862068965517)","(31.0, 48.0, 46.795698924731184)","(3.7, 4.2, 4.163111111111111)"
08-12-2022 13:00:43.358872,"(12.0, 14.5, 14.273972602739725)","(101.0, 460.0, 423.3333333333333)","(11.0, 14.0, 13.81340579710145)","(31.0, 46.0, 44.84615384615385)","(3.7, 4.2, 4.162903225806452)","(2.9, 3.35, 3.323744769874477)","(31.0, 50.0, 48.34782608695652)","(71.0, 100.0, 97.75862068965517)","(31.0, 48.0, 46.795698924731184)","(3.7, 4.2, 4.148601398601398)"
08-12-2022 13:00:44.975540,"(12.0, 14.5, 14.301204819277109)","(101.0, 450.0, 416.6666666666667)","(11.0, 14.0, 13.818661971830986)","(31.0, 48.0, 40.19251336898396)","(3.7, 4.2, 4.197424892703863)","(2.9, 3.35, 3.3258653846153847)","(31.0, 50.0, 47.853658536585364)","(71.0, 100.0, 97.79661016949153)","(31.0, 48.0, 46.833333333333336)","(3.7, 4.2, 4.1674509803921564)"
08-12-2022 13:00:46.458568,"(12.0, 14.5, 14.301204819277109)","(101.0, 450.0, 416.6666666666667)","(11.0, 14.0, 13.818661971830986)","(31.0, 42.0, 40.19251336898396)","(3.7, 4.2, 4.197424892703863)","(2.9, 3.35, 3.3265709156193894)","(31.0, 50.0, 47.95348837209302)","(71.0, 100.0, 97.83333333333333)","(31.0, 48.0, 46.845360824742265)","(3.7, 4.2, 4.173893805309735)"
08-12-2022 13:00:48.083598,"(12.0, 14.5, 14.320987654320987)","(101.0, 450.0, 425.0)","(12.0, 14.0, 13.821799307958477)","(31.0, 42.0, 40.285714285714285)","(3.7, 4.2, 4.197560975609756)","(2.9, 3.35, 3.3259574468085105)","(31.0, 50.0, 47.95348837209302)","(71.0, 100.0, 97.83333333333333)","(31.0, 48.0, 46.78350515463917)","(3.7, 4.2, 4.176113360323887)"
08-12-2022 13:00:49.559343,"(12.0, 14.5, 14.320987654320987)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.821799307958477)","(31.0, 42.0, 40.285714285714285)","(3.7, 4.2, 4.197560975609756)","(2.9, 3.35, 3.3259574468085105)","(31.0, 50.0, 47.82608695652174)","(71.0, 100.0, 98.03571428571429)","(31.0, 48.0, 46.78350515463917)","(3.7, 4.2, 4.211636363636364)"
08-12-2022 13:00:50.915078,"(12.0, 14.0, 13.991150442477876)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.821799307958477)","(31.0, 42.0, 41.12149532710281)","(3.7, 4.2, 4.173394495412844)","(3.0, 3.35, 3.327287853577371)","(31.0, 50.0, 48.148148148148145)","(71.0, 100.0, 106.63265306122449)","(31.0, 48.0, 46.78350515463917)","(3.7, 4.3, 4.230333333333333)"
08-12-2022 13:00:52.205578,"(12.0, 14.0, 13.924)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.811827956989248)","(31.0, 42.0, 40.98360655737705)","(3.7, 4.2, 4.173846153846154)","(3.0, 3.35, 3.3335189309576836)","(31.0, 50.0, 48.148148148148145)","(71.0, 110.0, 107.66666666666667)","(31.0, 48.0, 44.85)","(3.7, 4.3, 4.229152542372882)"
08-12-2022 13:00:53.396940,"(12.0, 14.0, 13.995327102803738)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.811827956989248)","(31.0, 42.0, 40.98360655737705)","(3.7, 4.2, 4.173846153846154)","(3.0, 3.35, 3.331818181818182)","(31.0, 50.0, 48.083333333333336)","(71.0, 110.0, 107.8125)","(31.0, 48.0, 44.85)","(3.7, 4.3, 4.2114406779661016)"
08-12-2022 13:00:54.670010,"(12.0, 14.0, 13.995327102803738)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.811827956989248)","(31.0, 42.0, 40.98360655737705)","(3.7, 4.2, 4.173846153846154)","(3.0, 3.35, 3.331818181818182)","(31.0, 50.0, 48.083333333333336)","(71.0, 110.0, 107.8125)","(31.0, 48.0, 44.85)","(3.7, 4.3, 4.2114406779661016)"
08-12-2022 13:00:55.965163,"(12.0, 14.0, 13.995762711864407)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.808394160583942)","(31.0, 42.0, 40.98360655737705)","(3.7, 4.2, 4.173846153846154)","(3.0, 3.35, 3.3315)","(31.0, 50.0, 48.083333333333336)","(71.0, 110.0, 107.8125)","(31.0, 48.0, 46.03125)","(3.7, 4.3, 4.2114406779661016)"
08-12-2022 13:00:57.319587,"(11.0, 14.0, 13.995575221238939)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.808394160583942)","(31.0, 42.0, 41.0)","(3.7, 4.2, 4.173846153846154)","(3.0, 3.35, 3.3315)","(31.0, 50.0, 48.083333333333336)","(71.0, 110.0, 107.8125)","(31.0, 48.0, 46.03125)","(3.7, 4.3, 4.2114406779661016)"
08-12-2022 13:00:58.675878,"(11.0, 14.0, 13.995575221238939)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.808394160583942)","(31.0, 42.0, 41.0)","(3.7, 4.2, 4.174074074074074)","(3.0, 3.35, 3.3315)","(31.0, 50.0, 48.083333333333336)","(71.0, 110.0, 107.8125)","(31.0, 48.0, 46.03125)","(3.7, 4.3, 4.210874200426439)"
08-12-2022 13:01:00.576506,"(11.0, 14.5, 14.068181818181818)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.800380228136882)","(31.0, 42.0, 41.05084745762712)","(3.7, 4.2, 4.174074074074074)","(3.0, 3.35, 3.335304054054054)","(31.0, 50.0, 48.083333333333336)","(71.0, 110.0, 103.63636363636364)","(31.0, 48.0, 46.03125)","(3.7, 4.3, 4.181818181818182)"
08-12-2022 13:01:02.187567,"(11.0, 14.5, 14.177966101694915)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.800380228136882)","(31.0, 42.0, 41.05084745762712)","(3.7, 4.2, 4.174074074074074)","(3.0, 3.35, 3.335738255033557)","(31.0, 50.0, 47.90909090909091)","(71.0, 110.0, 105.33333333333333)","(31.0, 48.0, 46.03125)","(3.7, 4.2, 4.189591078066915)"
08-12-2022 13:01:03.672404,"(11.0, 14.5, 14.177966101694915)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.798479087452472)","(31.0, 42.0, 41.05084745762712)","(3.7, 4.2, 4.174074074074074)","(3.0, 3.35, 3.335738255033557)","(31.0, 50.0, 47.90909090909091)","(71.0, 110.0, 105.33333333333333)","(31.0, 48.0, 46.03125)","(3.7, 4.2, 4.189591078066915)"
08-12-2022 13:01:05.056850,"(11.0, 14.5, 14.177966101694915)","(101.0, 450.0, 427.5)","(12.0, 14.0, 13.825726141078839)","(31.0, 42.0, 41.13178294573643)","(3.7, 4.2, 4.1746835443037975)","(3.0, 3.35, 3.3340823970037454)","(31.0, 50.0, 47.90909090909091)","(71.0, 110.0, 105.0)","(31.0, 48.0, 46.03125)","(3.7, 4.2, 4.189591078066915)"
