,Rothwell Whinny,Federal Flash,Pennys Jade,Trending Xara,Call Waiting,Caesars Palace,Stopped Short
11-01-2023 11:27:27.881939,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.8428571428571425)","(26.0, 270.0, 73.63636363636363)","(6.0, 14.5, 10.299999999999999)","(1.8, 2.48, 1.9573333333333334)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:28.793313,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.8428571428571425)","(26.0, 270.0, 73.63636363636363)","(6.0, 14.5, 10.299999999999999)","(1.8, 2.48, 1.9941176470588236)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:29.687182,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.8428571428571425)","(26.0, 270.0, 73.63636363636363)","(6.0, 14.5, 10.299999999999999)","(1.8, 2.46, 2.0070588235294116)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:30.603991,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.8428571428571425)","(26.0, 270.0, 73.63636363636363)","(6.0, 14.5, 10.299999999999999)","(1.8, 2.26, 2.11125)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:31.557198,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.8428571428571425)","(26.0, 270.0, 73.63636363636363)","(6.0, 14.5, 10.299999999999999)","(1.8, 2.26, 2.1025)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:32.579490,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.8428571428571425)","(26.0, 270.0, 73.63636363636363)","(6.0, 14.5, 10.299999999999999)","(1.8, 2.26, 1.9274999999999998)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:33.554033,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.3857142857142857)","(26.0, 270.0, 73.63636363636363)","(6.0, 14.5, 8.772727272727272)","(1.8, 2.26, 1.9033333333333333)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:34.467668,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.66)","(26.0, 270.0, 62.0)","(6.0, 14.5, 8.772727272727272)","(1.8, 2.44, 1.9033333333333333)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:35.401391,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.66)","(26.0, 270.0, 62.0)","(6.0, 13.5, 8.430434782608694)","(1.8, 2.42, 1.988)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:36.377332,"(20.0, 80.0, 65.0)","(2.7, 4.3, 3.66)","(26.0, 270.0, 62.0)","(6.0, 13.0, 8.37142857142857)","(1.8, 2.42, 1.988)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:37.400363,"(20.0, 80.0, 65.0)","(2.7, 4.0, 3.675)","(26.0, 270.0, 62.0)","(6.0, 13.0, 8.37142857142857)","(1.8, 2.42, 2.348)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 63.4375)"
11-01-2023 11:27:38.428896,"(20.0, 80.0, 65.0)","(2.7, 4.9, 3.188888888888889)","(26.0, 270.0, 62.0)","(6.0, 13.0, 8.37142857142857)","(1.8, 2.42, 2.4056953642384107)","(17.0, 65.0, 63.142857142857146)","(17.0, 65.0, 68.125)"
11-01-2023 11:27:39.547650,"(20.0, 80.0, 65.0)","(2.7, 4.7, 3.2)","(26.0, 270.0, 62.0)","(6.0, 13.0, 8.37142857142857)","(1.8, 2.42, 2.4056953642384107)","(17.0, 65.0, 63.142857142857146)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:40.616913,"(20.0, 80.0, 65.0)","(2.7, 4.6, 3.27)","(26.0, 270.0, 62.0)","(6.0, 13.0, 8.37142857142857)","(1.8, 2.42, 2.4056953642384107)","(17.0, 65.0, 63.142857142857146)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:41.621377,"(20.0, 80.0, 65.0)","(2.7, 4.6, 3.27)","(26.0, 270.0, 62.0)","(6.0, 13.0, 8.37142857142857)","(1.8, 2.42, 2.4056953642384107)","(17.0, 65.0, 63.142857142857146)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:42.878125,"(20.0, 80.0, 65.0)","(2.7, 4.6, 3.27)","(26.0, 270.0, 49.0)","(6.0, 13.0, 8.742857142857142)","(1.8, 2.42, 2.4056953642384107)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:44.099511,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.27)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.42, 2.4056953642384107)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:45.121301,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.137777777777778)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.42, 2.4056953642384107)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:46.135951,"(20.0, 80.0, 50.5)","(2.7, 4.3, 3.51)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.42, 2.4056953642384107)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:47.165751,"(20.0, 80.0, 50.5)","(2.7, 4.4, 2.9440000000000004)","(26.0, 270.0, 50.30769230769231)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.42, 2.4056953642384107)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:48.288664,"(20.0, 80.0, 50.5)","(2.7, 4.2, 2.9173333333333336)","(26.0, 270.0, 50.30769230769231)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.42, 2.411111111111111)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:49.321093,"(20.0, 80.0, 50.5)","(2.7, 4.2, 2.9173333333333336)","(26.0, 270.0, 50.30769230769231)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.42, 2.411111111111111)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:50.384081,"(20.0, 80.0, 50.5)","(2.7, 4.2, 2.9173333333333336)","(26.0, 270.0, 50.30769230769231)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.42, 2.411111111111111)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:51.591598,"(20.0, 80.0, 50.5)","(2.7, 4.2, 2.916923076923077)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.42, 2.2553648068669525)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:52.690065,"(20.0, 80.0, 50.5)","(2.7, 4.0, 2.916923076923077)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.26, 2.2553648068669525)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:53.766512,"(20.0, 80.0, 50.5)","(2.7, 4.1, 3.250769230769231)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.26, 2.2553648068669525)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:54.786707,"(20.0, 80.0, 50.5)","(2.7, 4.1, 2.996)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.26, 2.2553648068669525)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:55.914430,"(20.0, 80.0, 50.5)","(2.7, 4.1, 2.996)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.26, 2.2553648068669525)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:56.956108,"(20.0, 80.0, 50.5)","(2.7, 4.1, 2.996)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.26, 2.2553648068669525)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:57.952497,"(20.0, 80.0, 50.5)","(2.7, 4.1, 3.477777777777778)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.26, 2.2553648068669525)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:58.980255,"(20.0, 80.0, 50.5)","(2.7, 4.7, 4.366666666666667)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:27:59.973800,"(20.0, 80.0, 50.5)","(2.7, 4.6, 4.283333333333333)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:00.966003,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.817647058823529)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:02.032923,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.817647058823529)","(26.0, 270.0, 49.0)","(6.0, 12.0, 8.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:03.050930,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 50.85714285714286)","(6.0, 12.0, 8.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:04.104696,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 8.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:05.160136,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 8.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:06.144899,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 8.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:07.119458,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 8.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:08.123157,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 67.71428571428572)","(6.0, 12.0, 8.742857142857142)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:09.131397,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 9.399999999999999)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:10.077956,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:11.092954,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 68.125)"
11-01-2023 11:28:12.081500,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 70.0, 63.4375)"
11-01-2023 11:28:13.034329,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:14.069477,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.2, 2.1936170212765957)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:15.018833,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.2, 2.1936170212765957)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:15.944656,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.2, 2.1875)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:16.867540,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:18.025240,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.65)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:19.154143,"(20.0, 80.0, 50.5)","(2.7, 4.6, 4.0864864864864865)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:20.228709,"(20.0, 80.0, 50.5)","(2.7, 4.6, 4.0864864864864865)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:21.373076,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:22.460360,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:23.556735,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:24.633537,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:25.676330,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:26.771534,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:27.710885,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 8.392)","(1.8, 2.24, 2.2258333333333336)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:28.717595,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 13.0, 9.466666666666667)","(1.8, 2.24, 2.3791666666666664)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:29.659251,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.371311475409836)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:30.626271,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.1538461538461537)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.371311475409836)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:31.555216,"(20.0, 80.0, 50.5)","(2.7, 4.6, 4.157142857142857)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.371311475409836)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:32.511320,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.083333333333333)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.371311475409836)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:33.488838,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.083333333333333)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.371311475409836)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:34.590945,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.083333333333333)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.371311475409836)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:35.611035,"(20.0, 80.0, 50.5)","(2.7, 4.6, 3.083333333333333)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.371311475409836)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:36.560879,"(20.0, 80.0, 50.5)","(2.7, 4.4, 3.05)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.371311475409836)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:37.610409,"(20.0, 80.0, 50.5)","(2.7, 4.4, 3.468)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:38.581214,"(20.0, 80.0, 50.5)","(2.7, 4.5, 4.348235294117647)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:39.657056,"(20.0, 80.0, 50.5)","(2.7, 4.4, 4.179310344827586)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:40.606715,"(20.0, 80.0, 50.5)","(2.7, 4.4, 4.179310344827586)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:41.637922,"(20.0, 80.0, 50.5)","(2.7, 4.4, 4.179310344827586)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:42.573322,"(20.0, 80.0, 50.5)","(2.7, 4.4, 3.866666666666667)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:43.630977,"(20.0, 80.0, 50.5)","(2.7, 4.4, 3.7600000000000002)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:44.583222,"(20.0, 80.0, 50.5)","(2.7, 4.4, 3.4857142857142858)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:45.624676,"(20.0, 80.0, 50.5)","(2.7, 4.4, 3.4857142857142858)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:46.551945,"(20.0, 80.0, 50.5)","(2.7, 4.4, 3.4857142857142858)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:47.526735,"(20.0, 80.0, 50.5)","(2.7, 4.4, 3.4857142857142858)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.18, 2.1740425531914895)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:48.518082,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.15)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:49.489766,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.3729411764705883)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:50.488127,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.344444444444444)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 11.155555555555555)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:51.451153,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.344444444444444)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 11.155555555555555)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:52.421499,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.344444444444444)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 11.155555555555555)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:53.374270,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.344444444444444)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 11.155555555555555)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:54.472096,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.344444444444444)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 11.155555555555555)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:55.544064,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.344444444444444)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 11.155555555555555)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:56.552480,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.344444444444444)","(26.0, 270.0, 67.71428571428572)","(6.0, 12.0, 11.155555555555555)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 52.33333333333333)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:57.582422,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.376470588235294)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 60.25)","(17.0, 65.0, 63.4375)"
11-01-2023 11:28:58.617790,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.3430769230769233)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.466666666666667)","(1.8, 2.4, 2.353191489361702)","(17.0, 65.0, 60.25)","(17.0, 65.0, 63.4375)"
11-01-2023 11:29:07.995538,"(20.0, 80.0, 50.5)","(2.7, 3.5, 3.3984615384615386)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 11.155555555555555)","(1.8, 2.4, 2.2824242424242427)","(17.0, 65.0, 49.0)","(17.0, 65.0, 51.029411764705884)"
11-01-2023 11:29:09.128277,"(20.0, 80.0, 50.5)","(2.7, 3.45, 3.165)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 9.600000000000001)","(1.8, 2.44, 2.3152)","(17.0, 60.0, 40.2)","(17.0, 65.0, 52.16216216216216)"
11-01-2023 11:29:10.235224,"(20.0, 80.0, 50.5)","(2.7, 3.4, 3.1399999999999997)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 10.64)","(1.8, 2.44, 2.3152)","(17.0, 60.0, 40.2)","(17.0, 65.0, 51.029411764705884)"
11-01-2023 11:29:11.290588,"(20.0, 80.0, 50.5)","(2.7, 3.45, 3.165)","(26.0, 270.0, 65.46666666666667)","(6.0, 12.0, 10.64)","(1.8, 2.44, 2.3152)","(17.0, 60.0, 37.18181818181818)","(17.0, 65.0, 51.029411764705884)"
