,Poorans Ganguly,Harley John,Hurunui Ice,Sweet Junior,Homebush Lovely,Cosmic Teddy,Princely Asset,Roanne
06-01-2023 09:11:16.267163,"(11.0, 23.0, 15.666666666666666)","(11.0, 19.0, 10.424999999999999)","(5.5, 9.0, 7.866666666666667)","(18.0, 170.0, 45.63636363636364)","(31.0, 330.0, 250.36363636363637)","(7.5, 14.0, 9.8)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:17.261999,"(11.0, 23.0, 15.666666666666666)","(11.0, 19.0, 10.424999999999999)","(5.5, 9.0, 7.140000000000001)","(18.0, 170.0, 45.63636363636364)","(31.0, 330.0, 250.36363636363637)","(7.5, 14.0, 9.92)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:18.254269,"(11.0, 23.0, 15.666666666666666)","(11.0, 19.0, 10.424999999999999)","(5.5, 9.0, 7.140000000000001)","(18.0, 170.0, 45.63636363636364)","(31.0, 330.0, 250.36363636363637)","(7.5, 14.0, 10.977777777777778)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:19.257325,"(10.0, 23.0, 14.75)","(11.0, 19.0, 11.872727272727271)","(5.5, 9.0, 6.933333333333334)","(18.0, 160.0, 131.6)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 10.977777777777778)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:20.295336,"(10.0, 24.0, 13.09090909090909)","(11.0, 19.0, 11.872727272727271)","(5.5, 9.0, 6.933333333333334)","(18.0, 160.0, 131.6)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 10.977777777777778)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:21.326981,"(10.0, 24.0, 13.09090909090909)","(11.0, 19.0, 11.872727272727271)","(5.5, 9.0, 6.933333333333334)","(18.0, 160.0, 49.55555555555556)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:22.401913,"(10.0, 24.0, 13.09090909090909)","(11.0, 19.0, 12.466666666666667)","(5.5, 9.0, 6.76)","(18.0, 48.0, 32.0)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:23.413962,"(10.0, 24.0, 13.09090909090909)","(11.0, 19.0, 12.466666666666667)","(5.5, 9.0, 6.76)","(18.0, 46.0, 32.0)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:24.454793,"(10.0, 24.0, 13.09090909090909)","(11.0, 19.0, 14.2)","(5.5, 9.0, 6.76)","(18.0, 48.0, 21.75)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:25.511349,"(10.0, 24.0, 13.09090909090909)","(11.0, 25.0, 23.266666666666666)","(5.5, 9.0, 6.76)","(18.0, 48.0, 21.75)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:26.527252,"(10.0, 24.0, 13.09090909090909)","(11.0, 25.0, 21.84)","(5.5, 9.0, 6.76)","(18.0, 48.0, 21.75)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:27.579445,"(10.0, 24.0, 13.09090909090909)","(11.0, 25.0, 21.84)","(5.5, 9.0, 6.76)","(18.0, 48.0, 21.75)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:28.618080,"(10.0, 24.0, 13.09090909090909)","(11.0, 25.0, 21.84)","(5.5, 9.0, 7.533333333333333)","(18.0, 48.0, 21.75)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:29.658965,"(10.0, 24.0, 13.09090909090909)","(11.0, 25.0, 21.84)","(5.5, 9.0, 8.022222222222222)","(18.0, 48.0, 21.75)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:30.711182,"(10.0, 24.0, 13.09090909090909)","(11.0, 25.0, 21.84)","(5.5, 9.0, 8.022222222222222)","(18.0, 48.0, 21.75)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6433333333333333)"
06-01-2023 09:11:31.761225,"(10.0, 24.0, 13.09090909090909)","(11.0, 25.0, 21.84)","(5.5, 9.0, 8.022222222222222)","(18.0, 48.0, 21.75)","(31.0, 320.0, 226.66666666666666)","(7.5, 14.0, 9.36)","(12.0, 27.0, 16.125)","(1.55, 1.65, 1.6454545454545453)"
06-01-2023 09:11:32.805487,"(10.0, 24.0, 12.923076923076923)","(11.0, 25.0, 21.84)","(5.5, 9.0, 8.022222222222222)","(18.0, 48.0, 21.3125)","(31.0, 320.0, 253.3846153846154)","(7.5, 14.0, 9.2)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6454545454545453)"
06-01-2023 09:11:33.848123,"(10.0, 24.0, 13.0)","(11.0, 25.0, 19.733333333333334)","(5.5, 9.0, 8.022222222222222)","(18.0, 48.0, 21.3125)","(31.0, 350.0, 253.3846153846154)","(7.5, 14.0, 9.92)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.65, 1.6454545454545453)"
06-01-2023 09:11:34.860114,"(10.0, 24.0, 13.0)","(11.0, 30.0, 13.36)","(5.5, 9.0, 8.175)","(18.0, 48.0, 21.3125)","(31.0, 350.0, 253.3846153846154)","(7.5, 14.0, 10.799999999999999)","(12.0, 27.0, 17.666666666666668)","(1.55, 1.65, 1.6742857142857142)"
06-01-2023 09:11:35.855175,"(10.0, 24.0, 13.545454545454545)","(11.0, 9.2, 9.1)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 350.0, 253.3846153846154)","(7.5, 14.0, 12.444444444444445)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6724999999999999)"
06-01-2023 09:11:36.838103,"(10.0, 24.0, 13.09090909090909)","(11.0, 29.0, 23.545454545454547)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 350.0, 253.3846153846154)","(7.5, 14.0, 10.5)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6724999999999999)"
06-01-2023 09:11:37.796299,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 350.0, 253.3846153846154)","(7.5, 14.0, 10.5)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6724999999999999)"
06-01-2023 09:11:38.774906,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 430.0, 272.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6724999999999999)"
06-01-2023 09:11:39.724962,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 430.0, 272.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6724999999999999)"
06-01-2023 09:11:40.699157,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 430.0, 272.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6724999999999999)"
06-01-2023 09:11:41.692772,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 430.0, 272.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6724999999999999)"
06-01-2023 09:11:42.698173,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 430.0, 272.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6724999999999999)"
06-01-2023 09:11:43.697005,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 430.0, 272.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6724999999999999)"
06-01-2023 09:11:44.726109,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 430.0, 272.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.67)"
06-01-2023 09:11:45.734819,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 34.6)","(31.0, 430.0, 312.40000000000003)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.72, 1.67)"
06-01-2023 09:11:46.762322,"(10.0, 24.0, 13.09090909090909)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 34.6)","(31.0, 430.0, 312.40000000000003)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.72, 1.67)"
06-01-2023 09:11:47.813790,"(10.0, 24.0, 13.2)","(11.0, 28.0, 24.2)","(5.5, 9.0, 8.266666666666666)","(18.0, 46.0, 31.75)","(31.0, 430.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.72, 1.67)"
06-01-2023 09:11:48.838808,"(10.0, 24.0, 13.2)","(11.0, 28.0, 18.6)","(5.5, 9.0, 7.666666666666667)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.72, 1.6685714285714286)"
06-01-2023 09:11:49.884369,"(10.0, 24.0, 13.2)","(11.0, 28.0, 18.6)","(5.5, 9.0, 7.5)","(18.0, 46.0, 37.45)","(31.0, 420.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.72, 1.6428571428571428)"
06-01-2023 09:11:50.904296,"(10.0, 24.0, 13.2)","(11.0, 28.0, 18.6)","(5.5, 9.0, 7.5)","(18.0, 46.0, 37.45)","(31.0, 420.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.72, 1.64625)"
06-01-2023 09:11:51.934463,"(10.0, 24.0, 13.2)","(11.0, 28.0, 18.6)","(5.5, 9.0, 7.5)","(18.0, 46.0, 37.45)","(31.0, 420.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.64625)"
06-01-2023 09:11:52.950228,"(10.0, 24.0, 13.2)","(11.0, 28.0, 18.6)","(5.5, 9.0, 7.5)","(18.0, 46.0, 37.45)","(31.0, 420.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.64625)"
06-01-2023 09:11:53.944450,"(10.0, 24.0, 13.2)","(11.0, 28.0, 18.6)","(5.5, 9.0, 7.5)","(18.0, 46.0, 37.45)","(31.0, 420.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.64625)"
06-01-2023 09:11:54.940223,"(10.0, 24.0, 13.2)","(11.0, 28.0, 18.6)","(5.5, 9.0, 7.5)","(18.0, 46.0, 37.45)","(31.0, 420.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.76, 1.6533333333333333)"
06-01-2023 09:11:55.924217,"(10.0, 24.0, 13.2)","(11.0, 28.0, 18.6)","(5.5, 9.0, 7.5)","(18.0, 46.0, 37.45)","(31.0, 420.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.6533333333333333)"
06-01-2023 09:11:56.913579,"(10.0, 24.0, 13.2)","(11.0, 27.0, 15.133333333333333)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 37.45)","(31.0, 420.0, 234.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.6533333333333333)"
06-01-2023 09:11:57.928874,"(10.0, 24.0, 13.2)","(11.0, 27.0, 18.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 37.45)","(31.0, 420.0, 346.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.6533333333333333)"
06-01-2023 09:11:58.947997,"(10.0, 24.0, 13.2)","(11.0, 27.0, 18.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 37.45)","(31.0, 420.0, 346.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.6533333333333333)"
06-01-2023 09:11:59.932889,"(10.0, 24.0, 13.2)","(11.0, 27.0, 18.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 37.45)","(31.0, 420.0, 346.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.6533333333333333)"
06-01-2023 09:12:00.947771,"(10.0, 24.0, 13.2)","(11.0, 27.0, 18.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 37.45)","(31.0, 420.0, 346.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.6533333333333333)"
06-01-2023 09:12:01.942414,"(10.0, 24.0, 13.2)","(11.0, 27.0, 18.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 37.45)","(31.0, 420.0, 346.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.6533333333333333)"
06-01-2023 09:12:02.965421,"(10.0, 24.0, 13.2)","(11.0, 27.0, 18.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 37.45)","(31.0, 420.0, 346.0)","(7.5, 14.0, 10.7)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.6533333333333333)"
06-01-2023 09:12:03.971003,"(10.0, 24.0, 13.2)","(11.0, 27.0, 25.5)","(5.5, 9.0, 7.9)","(18.0, 46.0, 37.857142857142854)","(31.0, 430.0, 202.0)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.778)"
06-01-2023 09:12:05.006112,"(10.0, 24.0, 13.2)","(11.0, 27.0, 25.0)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 202.0)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.831025641025641)"
06-01-2023 09:12:06.028111,"(10.0, 24.0, 13.2)","(11.0, 27.0, 25.8)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 202.0)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.91, 1.6688888888888889)"
06-01-2023 09:12:07.036878,"(10.0, 24.0, 13.2)","(11.0, 27.0, 25.8)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 202.0)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.68, 1.6688888888888889)"
06-01-2023 09:12:08.053057,"(10.0, 24.0, 13.2)","(11.0, 27.0, 25.8)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 202.0)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.68, 1.6688888888888889)"
06-01-2023 09:12:09.115125,"(10.0, 24.0, 13.2)","(11.0, 27.0, 25.8)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 276.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.68, 1.6688888888888889)"
06-01-2023 09:12:10.126202,"(10.0, 24.0, 13.2)","(11.0, 29.0, 26.5)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 276.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.68, 1.6688888888888889)"
06-01-2023 09:12:11.120480,"(10.0, 24.0, 13.2)","(11.0, 30.0, 23.700000000000003)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 276.4)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.333333333333332)","(1.55, 1.68, 1.6688888888888889)"
06-01-2023 09:12:12.153695,"(10.0, 24.0, 13.2)","(11.0, 30.0, 23.700000000000003)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(12.0, 27.0, 17.666666666666668)","(1.55, 1.68, 1.9049074074074073)"
06-01-2023 09:12:13.167127,"(10.0, 24.0, 13.2)","(11.0, 30.0, 22.363636363636363)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(12.0, 28.0, 17.666666666666668)","(1.55, 1.91, 1.9049074074074073)"
06-01-2023 09:12:14.141816,"(10.0, 24.0, 13.2)","(11.0, 30.0, 22.363636363636363)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(12.0, 28.0, 17.666666666666668)","(1.55, 1.91, 1.9049074074074073)"
06-01-2023 09:12:15.151759,"(10.0, 24.0, 13.2)","(11.0, 30.0, 22.363636363636363)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(12.0, 28.0, 17.666666666666668)","(1.55, 1.91, 1.9049074074074073)"
06-01-2023 09:12:16.164977,"(10.0, 24.0, 13.2)","(11.0, 30.0, 22.363636363636363)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(12.0, 28.0, 17.666666666666668)","(1.55, 1.91, 1.8405263157894736)"
06-01-2023 09:12:17.149642,"(10.0, 24.0, 13.2)","(11.0, 30.0, 23.28)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(12.0, 28.0, 17.666666666666668)","(1.55, 1.91, 1.8405263157894736)"
06-01-2023 09:12:18.133297,"(10.0, 24.0, 13.2)","(11.0, 30.0, 22.363636363636363)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 391.59999999999997)","(7.5, 14.0, 10.7)","(12.0, 28.0, 20.25)","(1.55, 1.91, 1.7533333333333332)"
06-01-2023 09:12:19.122235,"(10.0, 24.0, 13.2)","(11.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 10.7)","(12.0, 28.0, 20.25)","(1.55, 1.9, 1.7533333333333332)"
06-01-2023 09:12:20.096610,"(10.0, 24.0, 13.2)","(11.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 10.7)","(12.0, 28.0, 20.25)","(1.55, 1.9, 1.7533333333333332)"
06-01-2023 09:12:21.068716,"(10.0, 24.0, 13.2)","(11.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 10.7)","(12.0, 28.0, 20.25)","(1.55, 1.9, 1.7533333333333332)"
06-01-2023 09:12:22.046010,"(10.0, 24.0, 13.2)","(11.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 10.7)","(12.0, 28.0, 20.25)","(1.55, 1.9, 1.8855172413793102)"
06-01-2023 09:12:23.015590,"(10.0, 24.0, 13.2)","(11.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 10.7)","(12.0, 28.0, 20.25)","(1.55, 1.9, 1.8855172413793102)"
06-01-2023 09:12:23.985686,"(10.0, 24.0, 13.2)","(11.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 10.7)","(12.0, 28.0, 20.25)","(1.55, 1.9, 1.8855172413793102)"
06-01-2023 09:12:24.989026,"(10.0, 24.0, 13.2)","(11.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 9.285714285714286)","(12.0, 28.0, 20.25)","(1.55, 1.9, 1.8855172413793102)"
06-01-2023 09:12:25.989448,"(10.0, 24.0, 13.2)","(11.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 9.285714285714286)","(12.0, 28.0, 20.25)","(1.55, 1.9, 1.8855172413793102)"
06-01-2023 09:12:27.007572,"(10.0, 24.0, 13.2)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 9.285714285714286)","(11.0, 28.0, 20.25)","(1.55, 1.9, 1.8855172413793102)"
06-01-2023 09:12:28.036212,"(10.0, 24.0, 13.2)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 296.0)","(7.5, 14.0, 9.285714285714286)","(11.0, 28.0, 20.25)","(1.55, 1.9, 1.8855172413793102)"
06-01-2023 09:12:29.045950,"(10.0, 24.0, 13.2)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 346.0)","(7.5, 14.0, 9.285714285714286)","(11.0, 28.0, 20.25)","(1.55, 1.9, 1.8855172413793102)"
06-01-2023 09:12:30.041204,"(10.0, 24.0, 13.2)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 346.0)","(7.5, 14.0, 9.285714285714286)","(11.0, 28.0, 20.25)","(1.55, 1.9, 1.8855172413793102)"
06-01-2023 09:12:31.050188,"(10.0, 24.0, 13.2)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 346.0)","(7.5, 14.0, 9.285714285714286)","(11.0, 28.0, 20.25)","(1.55, 1.9, 1.882608695652174)"
06-01-2023 09:12:32.031723,"(10.0, 24.0, 13.2)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 33.785714285714285)","(31.0, 420.0, 346.0)","(7.5, 14.0, 9.285714285714286)","(11.0, 28.0, 20.25)","(1.55, 1.9, 1.882608695652174)"
06-01-2023 09:12:33.031057,"(10.0, 24.0, 13.2)","(12.0, 29.0, 19.1)","(5.5, 9.0, 7.333333333333333)","(18.0, 46.0, 36.5)","(31.0, 420.0, 240.0)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.9, 1.7466666666666666)"
06-01-2023 09:12:34.030140,"(10.0, 24.0, 13.2)","(12.0, 30.0, 19.5)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 240.0)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7466666666666666)"
06-01-2023 09:12:35.080724,"(10.0, 24.0, 13.2)","(12.0, 30.0, 21.157894736842106)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 240.0)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7466666666666666)"
06-01-2023 09:12:36.090911,"(10.0, 24.0, 13.2)","(12.0, 28.0, 21.294117647058826)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 240.0)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7466666666666666)"
06-01-2023 09:12:37.107008,"(10.0, 28.0, 27.428571428571427)","(12.0, 28.0, 21.294117647058826)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7466666666666666)"
06-01-2023 09:12:38.106239,"(10.0, 28.0, 27.428571428571427)","(12.0, 28.0, 21.294117647058826)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7466666666666666)"
06-01-2023 09:12:39.154472,"(10.0, 28.0, 27.428571428571427)","(12.0, 28.0, 21.294117647058826)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 302.0)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:40.173476,"(10.0, 28.0, 27.5)","(12.0, 28.0, 21.294117647058826)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 302.0)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
06-01-2023 09:12:41.214773,"(10.0, 27.0, 26.625)","(12.0, 28.0, 21.294117647058826)","(5.5, 9.0, 8.0)","(18.0, 46.0, 31.75)","(31.0, 430.0, 311.84615384615387)","(7.5, 14.0, 12.488888888888889)","(11.0, 28.0, 20.25)","(1.55, 1.76, 1.7484615384615385)"
