,Coppola Bale,Gas Man,Treloar Bale,French Wood,Rainbow Storm,Prue Excess
14-12-2022 14:01:02.948388,"(4.2, 6.2, 5.118181818181818)","(2.1, 2.54, 2.428)","(16.0, 36.0, 22.666666666666668)","(10.0, 26.0, 24.57142857142857)","(4.8, 7.0, 6.375)","(4.8, 8.8, 8.4)"
14-12-2022 14:01:04.129664,"(4.2, 6.2, 5.021052631578947)","(2.1, 2.54, 2.428)","(16.0, 36.0, 22.666666666666668)","(10.0, 26.0, 25.42857142857143)","(4.8, 7.0, 6.6)","(4.8, 8.8, 8.555555555555557)"
14-12-2022 14:01:05.374571,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 36.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.8, 8.555555555555557)"
14-12-2022 14:01:06.521474,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.8, 8.555555555555557)"
14-12-2022 14:01:07.531085,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.3)","(4.8, 8.8, 8.25)"
14-12-2022 14:01:08.653174,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.3)","(4.8, 8.8, 8.25)"
14-12-2022 14:01:09.810655,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.3)","(4.8, 8.8, 8.25)"
14-12-2022 14:01:10.921238,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.3)","(4.8, 8.8, 8.25)"
14-12-2022 14:01:12.056923,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.57777777777778)"
14-12-2022 14:01:13.220648,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.57777777777778)"
14-12-2022 14:01:14.490114,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.57777777777778)"
14-12-2022 14:01:15.465314,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.57777777777778)"
14-12-2022 14:01:16.456265,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.57777777777778)"
14-12-2022 14:01:17.466968,"(4.2, 6.2, 5.226086956521739)","(2.1, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.3)","(4.8, 8.8, 8.25)"
14-12-2022 14:01:18.683787,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.3)","(4.8, 8.8, 8.25)"
14-12-2022 14:01:19.681247,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.428)","(16.0, 34.0, 22.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.3)","(4.8, 8.8, 8.57777777777778)"
14-12-2022 14:01:20.718557,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.428)","(16.0, 34.0, 25.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.57777777777778)"
14-12-2022 14:01:21.810266,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 25.0)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.57777777777778)"
14-12-2022 14:01:22.796931,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.3)"
14-12-2022 14:01:23.986930,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.3)","(4.8, 8.8, 8.3)"
14-12-2022 14:01:25.187933,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.3)","(4.8, 8.8, 8.3)"
14-12-2022 14:01:26.318874,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:27.373573,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:28.334535,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:29.227775,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:30.199915,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.8, 8.350000000000001)"
14-12-2022 14:01:31.347452,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.8, 8.350000000000001)"
14-12-2022 14:01:32.435924,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.533333333333335)"
14-12-2022 14:01:33.531596,"(4.2, 6.2, 5.118181818181818)","(2.15, 2.54, 2.430909090909091)","(16.0, 34.0, 31.42857142857143)","(10.0, 27.0, 25.42857142857143)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.533333333333335)"
14-12-2022 14:01:34.597694,"(4.2, 6.2, 5.021052631578947)","(2.15, 2.54, 2.428)","(16.0, 34.0, 32.541666666666664)","(10.0, 27.0, 26.0)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:35.624950,"(4.2, 6.2, 5.021052631578947)","(2.15, 2.54, 2.428)","(16.0, 34.0, 32.541666666666664)","(10.0, 27.0, 26.0)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:36.660035,"(4.2, 6.2, 5.021052631578947)","(2.15, 2.54, 2.428)","(16.0, 34.0, 32.541666666666664)","(10.0, 27.0, 26.0)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:37.601429,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.428)","(16.0, 34.0, 32.541666666666664)","(10.0, 27.0, 26.0)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.8, 8.200000000000001)"
14-12-2022 14:01:38.566545,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.4657142857142857)","(16.0, 42.0, 30.525)","(10.0, 28.0, 26.147058823529413)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.200000000000001)"
14-12-2022 14:01:39.514823,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.4657142857142857)","(16.0, 42.0, 30.525)","(10.0, 28.0, 25.0)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.200000000000001)"
14-12-2022 14:01:40.476195,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.4657142857142857)","(16.0, 42.0, 30.525)","(10.0, 28.0, 25.0)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.200000000000001)"
14-12-2022 14:01:41.519330,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.4657142857142857)","(16.0, 42.0, 30.525)","(10.0, 28.0, 25.0)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.200000000000001)"
14-12-2022 14:01:42.479919,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.444)","(16.0, 42.0, 30.525)","(10.0, 28.0, 26.416666666666668)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.8, 7.9)"
14-12-2022 14:01:43.526694,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.444)","(16.0, 42.0, 30.525)","(10.0, 28.0, 26.416666666666668)","(4.8, 7.0, 6.5)","(4.8, 8.8, 8.200000000000001)"
14-12-2022 14:01:44.510131,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.444)","(16.0, 42.0, 30.525)","(10.0, 28.0, 25.75)","(4.8, 7.0, 6.5)","(4.8, 8.8, 8.200000000000001)"
14-12-2022 14:01:45.608010,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.444)","(16.0, 42.0, 30.525)","(10.0, 28.0, 25.75)","(4.8, 7.0, 6.5)","(4.8, 8.8, 8.200000000000001)"
14-12-2022 14:01:46.574618,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.444)","(16.0, 42.0, 30.525)","(10.0, 28.0, 25.75)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.8, 7.800000000000001)"
14-12-2022 14:01:47.592675,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.444)","(16.0, 42.0, 32.21739130434783)","(10.0, 28.0, 25.75)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.8, 7.800000000000001)"
14-12-2022 14:01:48.550531,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.444)","(16.0, 42.0, 32.21739130434783)","(10.0, 28.0, 25.75)","(4.8, 7.0, 6.416666666666667)","(4.8, 8.8, 8.309090909090909)"
14-12-2022 14:01:49.517362,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.54, 2.444)","(16.0, 42.0, 31.0)","(10.0, 28.0, 25.75)","(4.8, 7.0, 6.5)","(4.8, 8.8, 8.309090909090909)"
14-12-2022 14:01:50.591203,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.3, 2.216)","(16.0, 42.0, 31.0)","(10.0, 28.0, 25.45)","(4.8, 7.0, 6.5)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:51.677986,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 21.692307692307693)","(10.0, 28.0, 25.45)","(4.8, 7.0, 6.5)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:52.711218,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 25.5)","(10.0, 28.0, 25.45)","(4.8, 7.0, 6.5)","(4.8, 8.8, 8.600000000000001)"
14-12-2022 14:01:53.721027,"(4.2, 6.2, 5.226086956521739)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 25.5)","(10.0, 28.0, 25.45)","(4.8, 7.0, 6.222222222222222)","(4.8, 8.8, 8.533333333333335)"
14-12-2022 14:01:54.705005,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 25.5)","(10.0, 29.0, 26.15)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.8, 8.533333333333335)"
14-12-2022 14:01:55.588371,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 27.63888888888889)","(10.0, 29.0, 26.75)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.8, 8.533333333333335)"
14-12-2022 14:01:56.550873,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 27.63888888888889)","(10.0, 29.0, 26.75)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.8, 8.533333333333335)"
14-12-2022 14:01:57.536003,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 27.63888888888889)","(10.0, 29.0, 26.75)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.8, 8.533333333333335)"
14-12-2022 14:01:58.541015,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 27.63888888888889)","(10.0, 29.0, 26.75)","(4.8, 7.0, 6.222222222222222)","(4.8, 8.8, 8.350000000000001)"
14-12-2022 14:01:59.531023,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 27.63888888888889)","(10.0, 29.0, 26.75)","(4.8, 7.0, 6.222222222222222)","(4.8, 8.8, 8.350000000000001)"
14-12-2022 14:02:00.604493,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 27.63888888888889)","(10.0, 29.0, 26.42857142857143)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.8, 7.866666666666667)"
14-12-2022 14:02:01.700895,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.262181818181818)","(16.0, 42.0, 27.63888888888889)","(10.0, 30.0, 25.5)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.4, 7.866666666666667)"
14-12-2022 14:02:03.000422,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 42.0, 32.0625)","(10.0, 30.0, 25.5)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.4, 7.866666666666667)"
14-12-2022 14:02:04.114635,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 25.5)","(4.8, 7.0, 6.222222222222222)","(4.8, 8.4, 7.7)"
14-12-2022 14:02:05.293977,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 26.833333333333336)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.4, 8.025)"
14-12-2022 14:02:06.480983,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 28.0, 26.0)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.4, 7.960000000000001)"
14-12-2022 14:02:07.625725,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 27.42857142857143)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.8, 7.960000000000001)"
14-12-2022 14:02:08.797279,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.8, 7.960000000000001)"
14-12-2022 14:02:09.785197,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.8, 7.54)"
14-12-2022 14:02:10.728553,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.8, 7.48695652173913)"
14-12-2022 14:02:11.820086,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.6, 7.838095238095238)"
14-12-2022 14:02:12.893600,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.5)","(4.8, 8.6, 7.838095238095238)"
14-12-2022 14:02:14.044852,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.5)","(4.8, 8.6, 7.838095238095238)"
14-12-2022 14:02:15.171772,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.5)","(4.8, 8.6, 7.838095238095238)"
14-12-2022 14:02:16.298267,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 32.0625)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.222222222222222)","(4.8, 8.6, 7.48695652173913)"
14-12-2022 14:02:17.526787,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 34.0, 29.875)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.6, 7.533333333333333)"
14-12-2022 14:02:18.749011,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.261111111111111)","(16.0, 38.0, 30.5)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.6, 7.533333333333333)"
14-12-2022 14:02:19.938041,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.25)","(16.0, 38.0, 30.5)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.6, 7.533333333333333)"
14-12-2022 14:02:21.082403,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.25)","(16.0, 38.0, 30.5)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.6, 7.16)"
14-12-2022 14:02:22.141718,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.25)","(16.0, 38.0, 30.5)","(10.0, 30.0, 28.714285714285715)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.6, 7.828571428571429)"
14-12-2022 14:02:23.220350,"(4.2, 6.2, 4.955555555555556)","(2.15, 2.3, 2.25)","(16.0, 38.0, 32.5)","(10.0, 30.0, 28.666666666666664)","(4.8, 7.0, 6.5)","(4.8, 8.4, 7.861538461538462)"
14-12-2022 14:02:24.255116,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.22222222222222)","(10.0, 30.0, 28.666666666666664)","(4.8, 7.0, 6.5)","(4.8, 8.4, 7.861538461538462)"
14-12-2022 14:02:25.261535,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.22222222222222)","(10.0, 30.0, 29.0)","(4.8, 7.0, 6.5)","(4.8, 8.4, 7.861538461538462)"
14-12-2022 14:02:26.292767,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.22222222222222)","(10.0, 36.0, 29.0)","(4.8, 7.0, 6.222222222222222)","(4.8, 8.4, 7.525)"
14-12-2022 14:02:27.409377,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 31.428571428571427)","(10.0, 36.0, 32.0)","(4.8, 7.0, 6.222222222222222)","(4.8, 8.4, 7.816666666666666)"
14-12-2022 14:02:28.534286,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 31.428571428571427)","(10.0, 36.0, 32.0)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.4, 7.800000000000001)"
14-12-2022 14:02:29.611355,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 31.428571428571427)","(10.0, 36.0, 32.0)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.4, 7.800000000000001)"
14-12-2022 14:02:30.632358,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.0)","(10.0, 36.0, 32.75)","(4.8, 7.0, 6.533333333333333)","(4.8, 8.4, 7.800000000000001)"
14-12-2022 14:02:31.612228,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.0)","(10.0, 36.0, 32.75)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.4, 7.861538461538462)"
14-12-2022 14:02:32.668459,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.0)","(10.0, 36.0, 32.75)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.4, 7.861538461538462)"
14-12-2022 14:02:33.689567,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 29.0)","(10.0, 36.0, 32.75)","(4.8, 7.0, 6.0375000000000005)","(4.8, 8.4, 7.861538461538462)"
14-12-2022 14:02:34.722767,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.0)","(10.0, 36.0, 32.75)","(4.8, 7.0, 6.5)","(4.8, 8.2, 7.8)"
14-12-2022 14:02:35.761290,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.0)","(10.0, 38.0, 30.5)","(4.8, 7.0, 6.5)","(4.8, 8.2, 7.8)"
14-12-2022 14:02:36.753502,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.0)","(10.0, 38.0, 35.85714285714286)","(4.8, 7.0, 6.5)","(4.8, 8.2, 7.8)"
14-12-2022 14:02:37.746719,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(16.0, 36.0, 32.0)","(10.0, 38.0, 35.85714285714286)","(4.8, 7.0, 6.5)","(4.8, 8.2, 7.8)"
14-12-2022 14:02:38.798285,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 33.0)","(5.0, 7.0, 6.0375000000000005)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:39.769564,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 33.0)","(5.0, 7.0, 6.0375000000000005)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:40.774706,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.5)","(5.0, 8.2, 7.800000000000001)"
14-12-2022 14:02:41.809612,"(4.2, 6.0, 5.490909090909091)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.5)","(5.0, 8.4, 7.800000000000001)"
14-12-2022 14:02:42.859245,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.222222222222222)","(5.0, 8.4, 7.6000000000000005)"
14-12-2022 14:02:43.951082,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.222222222222222)","(5.0, 8.4, 7.6000000000000005)"
14-12-2022 14:02:45.049856,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.222222222222222)","(5.0, 8.4, 7.6000000000000005)"
14-12-2022 14:02:46.003063,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.222222222222222)","(5.0, 8.4, 7.800000000000001)"
14-12-2022 14:02:46.953967,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.533333333333333)","(5.0, 8.4, 7.9)"
14-12-2022 14:02:48.014502,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.533333333333333)","(5.0, 8.4, 7.9)"
14-12-2022 14:02:49.103904,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.533333333333333)","(5.0, 8.4, 7.9)"
14-12-2022 14:02:50.083655,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.533333333333333)","(5.0, 8.4, 7.861538461538462)"
14-12-2022 14:02:51.166678,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.0375000000000005)","(5.0, 8.4, 7.861538461538462)"
14-12-2022 14:02:52.143028,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.0375000000000005)","(5.0, 8.4, 7.861538461538462)"
14-12-2022 14:02:53.327183,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.0375000000000005)","(5.0, 8.4, 7.861538461538462)"
14-12-2022 14:02:54.389898,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.0375000000000005)","(5.0, 8.4, 7.7)"
14-12-2022 14:02:55.284748,"(4.2, 6.0, 5.569230769230769)","(2.15, 2.3, 2.25)","(17.0, 36.0, 32.0)","(11.0, 38.0, 31.18181818181818)","(5.0, 7.0, 6.5)","(5.0, 8.4, 7.9)"
