,Police,Auron,Edification,Annakuri,Ciao Bicky,Native Bee,Nasa,Golden Athena,Flying Shamus,Ixelles,Cat In The Raine,Persaga,Bold Zip
06-01-2023 17:38:42.523549,"(2.6, 3.05, 3.0313636363636363)","(31.0, 48.0, 44.18181818181818)","(5.0, 5.8, 5.718181818181819)","(7.0, 8.4, 8.2625)","(20.0, 27.0, 26.647058823529413)","(61.0, 110.0, 105.0)","(10.0, 11.5, 11.149122807017545)","(21.0, 28.0, 27.578125)","(8.5, 9.6, 9.48936170212766)","(51.0, 120.0, 93.33333333333333)","(26.0, 36.0, 33.714285714285715)","(51.0, 70.0, 66.0)","(41.0, 60.0, 58.333333333333336)"
06-01-2023 17:38:43.850446,"(2.6, 3.05, 3.0313636363636363)","(31.0, 46.0, 41.64705882352941)","(5.0, 5.8, 5.7208955223880595)","(7.0, 8.2, 8.28888888888889)","(20.0, 27.0, 26.73913043478261)","(61.0, 110.0, 105.0)","(10.0, 11.5, 11.149122807017545)","(21.0, 28.0, 27.035714285714285)","(8.5, 9.6, 9.48936170212766)","(51.0, 120.0, 93.33333333333333)","(26.0, 36.0, 33.714285714285715)","(41.0, 70.0, 67.77777777777777)","(41.0, 60.0, 58.333333333333336)"
06-01-2023 17:38:45.142738,"(2.6, 3.05, 3.0313636363636363)","(31.0, 48.0, 43.22222222222222)","(5.0, 5.8, 5.7208955223880595)","(7.0, 8.4, 8.34)","(20.0, 27.0, 26.73913043478261)","(61.0, 110.0, 106.66666666666667)","(10.0, 11.5, 11.149122807017545)","(21.0, 28.0, 26.392857142857142)","(8.5, 9.6, 9.48936170212766)","(51.0, 120.0, 93.33333333333333)","(26.0, 36.0, 33.714285714285715)","(41.0, 70.0, 61.666666666666664)","(41.0, 60.0, 58.333333333333336)"
06-01-2023 17:38:46.450207,"(2.6, 3.05, 3.0313636363636363)","(31.0, 46.0, 43.22222222222222)","(5.0, 5.8, 5.7208955223880595)","(7.0, 8.4, 8.372093023255815)","(20.0, 27.0, 26.53846153846154)","(61.0, 110.0, 106.66666666666667)","(10.0, 11.5, 11.149122807017545)","(21.0, 28.0, 26.666666666666668)","(8.5, 9.6, 9.574603174603174)","(51.0, 120.0, 108.57142857142857)","(26.0, 36.0, 33.714285714285715)","(41.0, 65.0, 61.666666666666664)","(41.0, 60.0, 58.333333333333336)"
06-01-2023 17:38:47.797129,"(2.6, 3.05, 3.0313636363636363)","(31.0, 46.0, 43.22222222222222)","(5.0, 5.8, 5.7208955223880595)","(7.0, 8.4, 8.466666666666667)","(20.0, 27.0, 26.53846153846154)","(61.0, 110.0, 106.66666666666667)","(10.0, 11.5, 11.149122807017545)","(21.0, 27.0, 26.666666666666668)","(8.5, 9.6, 9.574603174603174)","(51.0, 120.0, 108.57142857142857)","(26.0, 36.0, 33.714285714285715)","(51.0, 65.0, 62.0)","(41.0, 60.0, 58.333333333333336)"
06-01-2023 17:38:49.035043,"(2.6, 3.05, 3.0246913580246915)","(31.0, 46.0, 43.22222222222222)","(5.0, 5.8, 5.7208955223880595)","(7.0, 8.6, 8.466666666666667)","(20.0, 27.0, 26.53846153846154)","(61.0, 110.0, 110.0)","(10.0, 11.5, 11.149122807017545)","(21.0, 27.0, 26.666666666666668)","(8.5, 9.6, 9.574603174603174)","(51.0, 120.0, 108.57142857142857)","(26.0, 36.0, 33.714285714285715)","(51.0, 65.0, 61.54545454545455)","(41.0, 60.0, 58.333333333333336)"
06-01-2023 17:38:50.323011,"(2.6, 3.05, 3.0334677419354836)","(31.0, 46.0, 43.22222222222222)","(5.0, 5.8, 5.7208955223880595)","(7.0, 8.6, 8.067469879518072)","(20.0, 27.0, 26.8)","(61.0, 130.0, 112.0)","(10.0, 11.5, 11.12962962962963)","(21.0, 27.0, 26.666666666666668)","(8.5, 9.6, 9.574603174603174)","(61.0, 120.0, 108.57142857142857)","(31.0, 36.0, 33.714285714285715)","(51.0, 65.0, 57.45454545454545)","(41.0, 60.0, 58.333333333333336)"
06-01-2023 17:38:51.640898,"(2.6, 3.05, 3.0334677419354836)","(31.0, 46.0, 41.55555555555556)","(5.0, 5.8, 5.7208955223880595)","(7.0, 8.2, 8.058974358974359)","(20.0, 27.0, 26.846153846153847)","(61.0, 130.0, 112.0)","(10.0, 11.5, 11.125)","(21.0, 27.0, 26.666666666666668)","(8.5, 9.6, 9.574603174603174)","(61.0, 120.0, 95.0)","(31.0, 36.0, 33.714285714285715)","(51.0, 60.0, 57.45454545454545)","(41.0, 60.0, 58.333333333333336)"
06-01-2023 17:38:52.959627,"(2.6, 3.05, 3.034108527131783)","(31.0, 46.0, 41.55555555555556)","(5.0, 5.8, 5.7208955223880595)","(7.0, 8.2, 8.058974358974359)","(20.0, 27.0, 26.846153846153847)","(61.0, 130.0, 112.0)","(10.0, 11.5, 11.125)","(21.0, 27.0, 26.666666666666668)","(8.5, 9.6, 9.574603174603174)","(61.0, 110.0, 95.0)","(31.0, 36.0, 34.25)","(51.0, 60.0, 57.45454545454545)","(41.0, 60.0, 62.5)"
06-01-2023 17:38:54.224228,"(2.6, 3.05, 3.034108527131783)","(31.0, 46.0, 41.55555555555556)","(5.0, 5.8, 5.7208955223880595)","(7.5, 8.2, 8.076404494382022)","(20.0, 27.0, 26.846153846153847)","(61.0, 130.0, 112.0)","(10.0, 11.5, 11.109375)","(21.0, 27.0, 25.625)","(8.5, 9.6, 9.574603174603174)","(61.0, 110.0, 95.0)","(31.0, 38.0, 34.25)","(51.0, 60.0, 53.36363636363637)","(41.0, 70.0, 62.5)"
06-01-2023 17:38:55.530419,"(2.6, 3.05, 3.0339843749999997)","(31.0, 46.0, 41.55555555555556)","(5.0, 5.8, 5.7208955223880595)","(7.5, 8.2, 8.080434782608695)","(20.0, 27.0, 26.846153846153847)","(61.0, 130.0, 112.0)","(10.0, 11.5, 11.109375)","(21.0, 28.0, 25.576923076923077)","(8.5, 9.6, 9.574603174603174)","(61.0, 110.0, 95.0)","(31.0, 38.0, 34.08163265306123)","(51.0, 55.0, 53.36363636363637)","(41.0, 70.0, 62.5)"
06-01-2023 17:38:56.888176,"(2.6, 3.05, 3.0339843749999997)","(31.0, 46.0, 40.44444444444444)","(5.0, 5.8, 5.726388888888889)","(7.0, 8.2, 8.08421052631579)","(20.0, 27.0, 26.85)","(61.0, 130.0, 115.0)","(10.0, 11.5, 11.132352941176471)","(21.0, 28.0, 25.62264150943396)","(8.5, 9.6, 9.577142857142857)","(61.0, 110.0, 95.0)","(31.0, 38.0, 34.16)","(41.0, 55.0, 53.5)","(41.0, 70.0, 64.0)"
06-01-2023 17:38:58.141701,"(2.6, 3.05, 3.0350364963503647)","(31.0, 46.0, 42.0)","(5.0, 5.8, 5.726388888888889)","(7.0, 8.2, 8.082978723404254)","(20.0, 27.0, 26.428571428571427)","(61.0, 130.0, 115.0)","(10.0, 11.5, 10.95945945945946)","(21.0, 28.0, 26.846153846153847)","(8.5, 9.6, 9.527272727272727)","(61.0, 110.0, 95.0)","(31.0, 38.0, 35.45454545454545)","(41.0, 55.0, 49.5)","(41.0, 70.0, 67.0)"
06-01-2023 17:38:59.418805,"(2.6, 3.1, 3.023623853211009)","(31.0, 46.0, 42.0)","(5.0, 5.8, 5.730263157894737)","(7.0, 8.2, 8.082978723404254)","(20.0, 27.0, 26.428571428571427)","(61.0, 130.0, 115.0)","(10.0, 11.5, 10.941558441558442)","(21.0, 27.0, 26.846153846153847)","(8.5, 9.8, 9.53913043478261)","(61.0, 110.0, 95.0)","(31.0, 38.0, 35.45454545454545)","(41.0, 50.0, 49.5)","(41.0, 70.0, 67.0)"
06-01-2023 17:39:00.692314,"(2.6, 3.1, 3.027433628318584)","(31.0, 46.0, 42.0)","(5.0, 5.8, 5.730263157894737)","(7.0, 8.2, 8.082978723404254)","(20.0, 27.0, 26.428571428571427)","(61.0, 130.0, 115.0)","(10.0, 11.5, 10.948717948717949)","(21.0, 27.0, 26.846153846153847)","(8.5, 9.8, 9.53913043478261)","(61.0, 110.0, 93.33333333333333)","(31.0, 38.0, 35.45454545454545)","(41.0, 50.0, 49.5)","(41.0, 70.0, 67.0)"
06-01-2023 17:39:01.985718,"(2.6, 3.1, 3.029004329004329)","(31.0, 46.0, 42.0)","(5.0, 5.8, 5.738372093023256)","(7.0, 8.2, 8.082978723404254)","(20.0, 27.0, 26.636363636363637)","(61.0, 130.0, 115.0)","(10.0, 11.5, 10.954545454545455)","(21.0, 27.0, 26.666666666666668)","(8.5, 9.8, 9.335802469135803)","(61.0, 110.0, 86.66666666666667)","(31.0, 38.0, 35.45454545454545)","(41.0, 50.0, 78.11764705882354)","(41.0, 70.0, 67.0)"
06-01-2023 17:39:03.240187,"(2.6, 3.1, 3.0550872093023256)","(31.0, 46.0, 42.0)","(5.0, 5.8, 5.735)","(7.0, 8.2, 8.087755102040816)","(20.0, 27.0, 26.692307692307693)","(61.0, 130.0, 122.0)","(10.0, 11.5, 10.905063291139241)","(21.0, 27.0, 26.09090909090909)","(8.5, 9.4, 9.35593220338983)","(61.0, 100.0, 90.9090909090909)","(31.0, 38.0, 35.84615384615385)","(41.0, 85.0, 67.14285714285714)","(41.0, 70.0, 67.0)"
06-01-2023 17:39:04.525444,"(2.6, 3.1, 3.0537974683544302)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.735)","(7.0, 8.2, 8.087755102040816)","(20.0, 27.0, 26.692307692307693)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.126086956521739)","(21.0, 27.0, 26.09090909090909)","(8.5, 9.4, 9.35438596491228)","(61.0, 110.0, 90.9090909090909)","(31.0, 38.0, 35.84615384615385)","(41.0, 70.0, 68.46153846153847)","(41.0, 70.0, 67.0)"
06-01-2023 17:39:05.890152,"(2.6, 3.1, 3.0536016949152542)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.735)","(7.0, 8.2, 8.117647058823529)","(20.0, 27.0, 26.77777777777778)","(61.0, 130.0, 116.66666666666667)","(10.0, 11.5, 11.101851851851851)","(21.0, 27.0, 26.375)","(8.5, 9.4, 9.26820809248555)","(61.0, 110.0, 96.875)","(31.0, 38.0, 36.57142857142857)","(41.0, 70.0, 68.46153846153847)","(41.0, 70.0, 67.0)"
06-01-2023 17:39:07.306073,"(2.6, 3.1, 3.0518681318681318)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.735)","(7.0, 8.2, 8.13448275862069)","(20.0, 27.0, 26.692307692307693)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.238095238095237)","(21.0, 27.0, 26.09090909090909)","(8.5, 9.4, 9.256603773584905)","(61.0, 110.0, 97.6470588235294)","(31.0, 38.0, 36.18181818181818)","(41.0, 70.0, 62.85714285714286)","(41.0, 70.0, 67.0)"
06-01-2023 17:39:08.690680,"(2.6, 3.1, 3.028006589785832)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.735)","(7.0, 8.2, 8.0)","(20.0, 27.0, 26.571428571428573)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.222222222222221)","(21.0, 27.0, 25.705882352941178)","(8.5, 9.4, 9.256603773584905)","(61.0, 110.0, 97.6470588235294)","(31.0, 38.0, 35.09090909090909)","(41.0, 65.0, 59.0)","(41.0, 70.0, 68.125)"
06-01-2023 17:39:10.055689,"(2.6, 3.1, 3.051659292035398)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.735)","(7.0, 8.0, 7.966037735849056)","(20.0, 27.0, 26.571428571428573)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.252475247524753)","(21.0, 27.0, 26.03125)","(8.5, 9.4, 9.26820809248555)","(61.0, 110.0, 87.5)","(31.0, 38.0, 34.44444444444444)","(41.0, 60.0, 58.333333333333336)","(41.0, 70.0, 68.125)"
06-01-2023 17:39:11.352248,"(2.6, 3.1, 3.051659292035398)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.735)","(7.0, 8.0, 7.970873786407767)","(20.0, 27.0, 26.571428571428573)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.252475247524753)","(21.0, 27.0, 25.324324324324323)","(8.5, 9.4, 9.26820809248555)","(61.0, 110.0, 92.0)","(31.0, 38.0, 34.44444444444444)","(41.0, 60.0, 60.0)","(41.0, 70.0, 68.125)"
06-01-2023 17:39:12.642188,"(2.6, 3.1, 3.051659292035398)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.735)","(7.0, 8.0, 7.971698113207547)","(20.0, 27.0, 26.714285714285715)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.335526315789474)","(21.0, 27.0, 25.0625)","(8.5, 9.4, 9.26820809248555)","(61.0, 110.0, 92.0)","(31.0, 38.0, 34.869565217391305)","(51.0, 70.0, 63.0)","(41.0, 70.0, 68.125)"
06-01-2023 17:39:13.939003,"(2.6, 3.1, 3.051659292035398)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.727777777777778)","(7.0, 8.0, 7.98019801980198)","(20.0, 27.0, 26.652173913043477)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.357954545454545)","(21.0, 26.0, 24.636363636363637)","(8.5, 9.4, 9.255696202531645)","(61.0, 110.0, 92.0)","(31.0, 38.0, 34.72727272727273)","(51.0, 65.0, 63.888888888888886)","(41.0, 70.0, 66.66666666666667)"
06-01-2023 17:39:15.191871,"(2.6, 3.05, 3.0265625)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.727777777777778)","(7.0, 8.0, 7.98019801980198)","(20.0, 27.0, 26.652173913043477)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.352941176470589)","(21.0, 26.0, 24.636363636363637)","(8.5, 9.4, 9.255696202531645)","(61.0, 110.0, 99.41176470588235)","(31.0, 38.0, 34.72727272727273)","(51.0, 65.0, 59.44444444444444)","(41.0, 70.0, 66.66666666666667)"
06-01-2023 17:39:16.511552,"(2.6, 3.05, 3.025748502994012)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.727777777777778)","(7.0, 8.0, 7.98019801980198)","(20.0, 27.0, 26.652173913043477)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.352941176470589)","(21.0, 26.0, 24.636363636363637)","(8.5, 9.4, 9.263768115942028)","(61.0, 110.0, 99.41176470588235)","(31.0, 38.0, 34.142857142857146)","(51.0, 60.0, 59.23076923076923)","(41.0, 70.0, 66.66666666666667)"
06-01-2023 17:39:17.830339,"(2.6, 3.05, 3.0230897009966777)","(31.0, 46.0, 44.0)","(5.0, 5.8, 5.727777777777778)","(7.0, 8.0, 7.98019801980198)","(20.0, 27.0, 26.652173913043477)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.36144578313253)","(21.0, 26.0, 24.636363636363637)","(8.5, 9.4, 9.504347826086956)","(61.0, 110.0, 95.0)","(31.0, 38.0, 34.275862068965516)","(51.0, 60.0, 59.23076923076923)","(41.0, 70.0, 66.66666666666667)"
06-01-2023 17:39:19.155794,"(2.7, 3.05, 3.021884984025559)","(31.0, 46.0, 44.333333333333336)","(5.0, 5.8, 5.727777777777778)","(7.0, 8.0, 7.97979797979798)","(20.0, 27.0, 26.727272727272727)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.384615384615385)","(21.0, 26.0, 24.636363636363637)","(8.5, 9.8, 9.715625000000001)","(61.0, 110.0, 95.0)","(31.0, 38.0, 34.53846153846154)","(51.0, 60.0, 64.16666666666667)","(41.0, 70.0, 66.66666666666667)"
06-01-2023 17:39:20.409878,"(2.7, 3.05, 3.016970509383378)","(31.0, 46.0, 44.333333333333336)","(5.0, 5.8, 5.727777777777778)","(7.0, 8.0, 7.910204081632653)","(20.0, 27.0, 26.727272727272727)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.379746835443038)","(21.0, 26.0, 24.157894736842106)","(8.5, 9.8, 9.733742331288344)","(61.0, 110.0, 95.0)","(31.0, 38.0, 34.53846153846154)","(51.0, 70.0, 64.16666666666667)","(41.0, 70.0, 66.66666666666667)"
06-01-2023 17:39:21.647393,"(2.7, 3.05, 3.016773333333333)","(31.0, 46.0, 44.333333333333336)","(5.0, 5.8, 5.727777777777778)","(7.0, 8.0, 7.910204081632653)","(20.0, 27.0, 26.785714285714285)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.352941176470589)","(21.0, 26.0, 24.157894736842106)","(8.5, 9.8, 9.74679802955665)","(61.0, 110.0, 95.0)","(31.0, 38.0, 34.714285714285715)","(51.0, 70.0, 63.68421052631579)","(41.0, 70.0, 67.14285714285714)"
06-01-2023 17:39:22.907758,"(2.6, 3.05, 3.016773333333333)","(31.0, 46.0, 44.46153846153846)","(5.0, 5.8, 5.727777777777778)","(7.0, 8.0, 7.927868852459016)","(20.0, 27.0, 26.764705882352942)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.491803278688524)","(21.0, 26.0, 25.108695652173914)","(8.5, 9.8, 9.74679802955665)","(61.0, 110.0, 95.0)","(31.0, 36.0, 34.72727272727273)","(51.0, 70.0, 63.46153846153846)","(41.0, 70.0, 67.14285714285714)"
06-01-2023 17:39:24.172507,"(2.6, 3.05, 3.0135672514619882)","(31.0, 46.0, 44.46153846153846)","(5.0, 5.8, 5.727777777777778)","(7.0, 8.0, 7.79047619047619)","(20.0, 27.0, 26.8)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.491803278688524)","(21.0, 26.0, 25.108695652173914)","(8.5, 9.8, 9.758461538461539)","(61.0, 110.0, 95.0)","(31.0, 36.0, 34.72727272727273)","(51.0, 65.0, 63.46153846153846)","(41.0, 70.0, 67.14285714285714)"
06-01-2023 17:39:25.430189,"(2.7, 3.05, 3.018076923076923)","(31.0, 46.0, 44.46153846153846)","(5.0, 5.8, 5.727777777777778)","(7.0, 7.8, 7.788888888888889)","(20.0, 27.0, 26.8)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.491803278688524)","(21.0, 26.0, 25.108695652173914)","(8.5, 9.8, 9.775806451612905)","(61.0, 110.0, 95.0)","(31.0, 36.0, 35.26315789473684)","(51.0, 65.0, 59.23076923076923)","(41.0, 70.0, 67.14285714285714)"
06-01-2023 17:39:26.691830,"(2.7, 3.05, 3.018320610687023)","(31.0, 46.0, 44.46153846153846)","(5.0, 5.8, 5.727777777777778)","(7.0, 7.8, 7.788888888888889)","(20.0, 27.0, 27.842105263157894)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.491803278688524)","(21.0, 26.0, 25.102040816326532)","(8.5, 9.8, 9.936842105263159)","(61.0, 110.0, 100.0)","(31.0, 36.0, 35.26315789473684)","(51.0, 60.0, 59.23076923076923)","(41.0, 70.0, 67.14285714285714)"
06-01-2023 17:39:27.934137,"(2.7, 3.05, 3.0145390070921985)","(31.0, 46.0, 44.46153846153846)","(5.0, 5.8, 5.721551724137931)","(7.0, 7.8, 7.783333333333333)","(20.0, 28.0, 27.565217391304348)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.491803278688524)","(21.0, 26.0, 25.102040816326532)","(8.5, 10.0, 10.160396039603961)","(61.0, 110.0, 92.85714285714286)","(31.0, 36.0, 35.26315789473684)","(51.0, 60.0, 60.0)","(41.0, 70.0, 68.0)"
06-01-2023 17:39:29.158313,"(2.6, 3.05, 3.0117127071823204)","(31.0, 46.0, 44.46153846153846)","(5.0, 5.8, 5.721551724137931)","(7.0, 7.8, 7.631884057971014)","(20.0, 29.0, 27.68)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.491803278688524)","(21.0, 26.0, 25.169811320754718)","(8.5, 10.5, 10.125742574257426)","(61.0, 110.0, 96.66666666666667)","(31.0, 36.0, 35.26315789473684)","(51.0, 70.0, 63.46153846153846)","(41.0, 70.0, 68.0)"
06-01-2023 17:39:30.442733,"(2.6, 3.05, 3.0040609137055836)","(31.0, 46.0, 44.46153846153846)","(5.0, 5.8, 5.721551724137931)","(7.0, 7.6, 7.419672131147541)","(20.0, 29.0, 27.615384615384617)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.491803278688524)","(21.0, 26.0, 25.169811320754718)","(8.5, 10.5, 10.125742574257426)","(61.0, 110.0, 92.85714285714286)","(31.0, 36.0, 35.22222222222222)","(51.0, 65.0, 63.46153846153846)","(41.0, 70.0, 68.0)"
06-01-2023 17:39:31.685040,"(2.6, 3.05, 3.0040201005025127)","(31.0, 46.0, 45.130434782608695)","(5.0, 5.8, 5.714150943396227)","(7.0, 7.6, 7.419672131147541)","(20.0, 29.0, 27.615384615384617)","(61.0, 130.0, 122.0)","(10.0, 11.5, 11.606060606060606)","(21.0, 26.0, 23.31578947368421)","(8.5, 10.5, 10.125742574257426)","(61.0, 110.0, 92.85714285714286)","(31.0, 36.0, 34.6)","(51.0, 65.0, 59.23076923076923)","(41.0, 70.0, 66.11111111111111)"
06-01-2023 17:39:32.920731,"(2.6, 3.05, 3.0040201005025127)","(31.0, 46.0, 45.04761904761905)","(5.0, 5.8, 5.714150943396227)","(7.0, 7.6, 7.4070175438596495)","(20.0, 29.0, 27.5)","(61.0, 130.0, 122.0)","(10.0, 12.0, 11.606060606060606)","(21.0, 26.0, 24.3)","(8.5, 10.5, 10.252293577981652)","(61.0, 110.0, 92.85714285714286)","(31.0, 36.0, 34.372093023255815)","(51.0, 60.0, 59.23076923076923)","(41.0, 70.0, 65.88235294117646)"
06-01-2023 17:39:34.178531,"(2.6, 3.05, 3.001842105263158)","(31.0, 46.0, 45.04761904761905)","(5.0, 5.8, 5.714150943396227)","(7.0, 7.6, 7.4070175438596495)","(20.0, 29.0, 27.5)","(61.0, 130.0, 122.0)","(10.0, 12.0, 11.606060606060606)","(21.0, 25.0, 24.176470588235293)","(8.5, 10.5, 10.252293577981652)","(61.0, 110.0, 92.85714285714286)","(31.0, 38.0, 37.264150943396224)","(51.0, 60.0, 59.23076923076923)","(41.0, 70.0, 65.88235294117646)"
06-01-2023 17:39:35.417469,"(2.6, 3.05, 3.001842105263158)","(31.0, 46.0, 45.04761904761905)","(5.0, 5.8, 5.714150943396227)","(7.0, 7.4, 7.34488188976378)","(20.0, 29.0, 28.08695652173913)","(61.0, 130.0, 122.0)","(10.0, 12.0, 11.606060606060606)","(21.0, 25.0, 24.176470588235293)","(8.5, 10.5, 10.252293577981652)","(61.0, 110.0, 92.85714285714286)","(31.0, 38.0, 37.264150943396224)","(51.0, 60.0, 59.23076923076923)","(41.0, 70.0, 65.88235294117646)"
06-01-2023 17:39:36.654017,"(2.6, 3.05, 3.00425)","(31.0, 46.0, 45.130434782608695)","(5.0, 5.8, 5.725925925925926)","(7.0, 7.4, 7.350354609929078)","(20.0, 29.0, 28.192307692307693)","(61.0, 130.0, 123.33333333333334)","(10.0, 12.0, 11.628571428571428)","(21.0, 25.0, 23.96)","(8.5, 10.5, 10.304347826086957)","(61.0, 110.0, 95.0)","(31.0, 38.0, 37.76923076923077)","(51.0, 70.0, 60.294117647058826)","(41.0, 70.0, 66.11111111111111)"
06-01-2023 17:39:37.872206,"(2.6, 3.05, 3.0064285714285712)","(31.0, 46.0, 45.166666666666664)","(5.0, 5.8, 5.725925925925926)","(7.0, 7.4, 7.350354609929078)","(20.0, 29.0, 28.192307692307693)","(61.0, 130.0, 123.33333333333334)","(10.0, 12.0, 11.628571428571428)","(21.0, 25.0, 23.705882352941178)","(8.5, 10.5, 10.296992481203008)","(61.0, 110.0, 95.0)","(31.0, 38.0, 38.875)","(51.0, 70.0, 63.57142857142857)","(41.0, 70.0, 66.11111111111111)"
06-01-2023 17:39:39.134199,"(2.6, 3.05, 3.0064903846153848)","(31.0, 46.0, 45.166666666666664)","(5.0, 5.8, 5.725925925925926)","(7.0, 7.4, 7.448484848484848)","(20.0, 29.0, 27.727272727272727)","(61.0, 130.0, 123.33333333333334)","(10.0, 12.0, 11.628571428571428)","(21.0, 25.0, 23.24)","(8.5, 10.5, 10.357142857142858)","(61.0, 110.0, 95.0)","(31.0, 40.0, 38.78787878787879)","(51.0, 65.0, 63.57142857142857)","(41.0, 70.0, 66.11111111111111)"
06-01-2023 17:39:40.427818,"(2.6, 3.05, 3.0081018518518516)","(31.0, 48.0, 46.54054054054054)","(5.0, 5.8, 5.651851851851852)","(7.0, 7.6, 7.448484848484848)","(20.0, 29.0, 28.058823529411764)","(61.0, 130.0, 123.33333333333334)","(10.0, 12.0, 11.628571428571428)","(21.0, 24.0, 23.24)","(8.5, 10.5, 10.362903225806452)","(61.0, 110.0, 101.66666666666667)","(31.0, 40.0, 39.729729729729726)","(51.0, 65.0, 63.57142857142857)","(41.0, 70.0, 66.11111111111111)"
06-01-2023 17:39:41.634529,"(2.6, 3.05, 3.007906976744186)","(31.0, 48.0, 46.54054054054054)","(5.0, 5.8, 5.651851851851852)","(7.0, 7.6, 7.448484848484848)","(20.0, 30.0, 28.058823529411764)","(61.0, 130.0, 123.33333333333334)","(10.0, 12.0, 11.628571428571428)","(21.0, 24.0, 23.24)","(8.5, 10.5, 10.362903225806452)","(61.0, 110.0, 101.66666666666667)","(31.0, 40.0, 39.729729729729726)","(51.0, 65.0, 63.57142857142857)","(41.0, 70.0, 66.11111111111111)"
06-01-2023 17:39:42.840086,"(2.6, 3.05, 3.010759493670886)","(31.0, 48.0, 46.54054054054054)","(5.0, 5.8, 5.651851851851852)","(7.0, 7.6, 7.6689655172413795)","(20.0, 30.0, 28.058823529411764)","(61.0, 130.0, 123.33333333333334)","(10.0, 12.0, 11.702127659574469)","(21.0, 24.0, 23.26086956521739)","(8.5, 10.5, 10.362903225806452)","(61.0, 110.0, 101.66666666666667)","(31.0, 40.0, 39.729729729729726)","(51.0, 65.0, 63.57142857142857)","(41.0, 70.0, 66.11111111111111)"
06-01-2023 17:39:44.058681,"(2.6, 3.05, 3.010759493670886)","(31.0, 48.0, 46.54054054054054)","(5.0, 5.8, 5.651851851851852)","(7.0, 7.8, 7.28)","(20.0, 30.0, 27.25)","(61.0, 130.0, 123.33333333333334)","(10.0, 12.0, 11.695652173913043)","(21.0, 24.0, 21.390243902439025)","(8.5, 10.5, 10.362903225806452)","(61.0, 110.0, 101.66666666666667)","(31.0, 40.0, 39.729729729729726)","(51.0, 65.0, 63.888888888888886)","(41.0, 70.0, 66.11111111111111)"
06-01-2023 17:39:45.281981,"(2.6, 3.05, 3.0060283687943263)","(31.0, 48.0, 45.0)","(5.0, 5.8, 5.651851851851852)","(7.0, 7.4, 7.4)","(20.0, 30.0, 27.46153846153846)","(61.0, 130.0, 124.16666666666666)","(10.0, 12.0, 11.695652173913043)","(21.0, 22.0, 21.53846153846154)","(8.5, 10.5, 10.362903225806452)","(61.0, 110.0, 101.66666666666667)","(31.0, 40.0, 39.729729729729726)","(51.0, 65.0, 63.888888888888886)","(41.0, 70.0, 62.5)"
06-01-2023 17:39:46.504832,"(2.6, 3.05, 3.005714285714286)","(31.0, 48.0, 46.54545454545455)","(5.0, 5.8, 5.651851851851852)","(7.0, 7.6, 7.4)","(20.0, 30.0, 29.2)","(61.0, 130.0, 124.16666666666666)","(10.0, 12.0, 11.711340206185566)","(21.0, 22.0, 21.53846153846154)","(8.5, 10.5, 10.407258064516128)","(61.0, 110.0, 101.66666666666667)","(31.0, 40.0, 39.729729729729726)","(51.0, 65.0, 63.888888888888886)","(41.0, 65.0, 62.5)"
06-01-2023 17:39:47.704932,"(2.6, 3.0, 2.9924102564102566)","(31.0, 48.0, 46.54545454545455)","(5.0, 5.8, 5.731623931623932)","(7.0, 7.6, 7.375609756097561)","(20.0, 30.0, 29.2)","(61.0, 130.0, 98.75)","(10.0, 12.0, 11.18867924528302)","(21.0, 22.0, 21.586206896551722)","(8.5, 10.5, 10.414179104477611)","(61.0, 110.0, 102.5)","(31.0, 40.0, 38.604651162790695)","(51.0, 65.0, 59.72222222222222)","(41.0, 65.0, 62.72727272727273)"
