,Cornish Smuggler,Rambunctious,Illawong Danny,Wichita Kansas,Good Feelings,River Patrol Nz,Layden,Spicey Major,Starzzz Destiny
11-01-2023 20:22:47.097474,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(12.0, 15.5, 14.75)","(5.0, 99999, 99990)","(6.5, 9.8, 9.133333333333333)","(3.5, 4.8, 3.9666666666666663)","(2.7, 3.7, 3.5333333333333337)"
11-01-2023 20:22:48.483655,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.833333333333334)","(12.0, 15.5, 15.0)","(5.0, 99999, 99990)","(6.5, 9.6, 9.133333333333333)","(3.5, 4.1, 3.8559322033898304)","(2.7, 3.7, 3.5250000000000004)"
11-01-2023 20:22:49.849246,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.833333333333334)","(12.0, 15.5, 14.263157894736842)","(5.0, 99999, 99990)","(6.5, 9.6, 8.899999999999999)","(3.5, 4.2, 3.8559322033898304)","(2.7, 3.7, 3.5250000000000004)"
11-01-2023 20:22:51.774633,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(12.0, 16.5, 14.263157894736842)","(5.0, 99999, 99990)","(6.5, 9.6, 8.899999999999999)","(3.5, 4.2, 3.8559322033898304)","(2.7, 3.7, 3.5250000000000004)"
11-01-2023 20:22:53.844126,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(12.0, 16.5, 14.263157894736842)","(5.0, 99999, 99990)","(6.5, 9.6, 8.899999999999999)","(3.5, 4.2, 3.8559322033898304)","(2.7, 3.7, 3.5250000000000004)"
11-01-2023 20:22:55.302267,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(12.0, 16.5, 14.263157894736842)","(5.0, 99999, 99990)","(6.5, 9.6, 8.899999999999999)","(3.5, 4.2, 3.8559322033898304)","(2.7, 3.7, 3.5250000000000004)"
11-01-2023 20:22:56.809164,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(12.0, 16.5, 14.263157894736842)","(5.0, 99999, 99990)","(6.5, 9.6, 9.133333333333333)","(3.5, 4.2, 3.8559322033898304)","(2.7, 3.7, 3.5)"
11-01-2023 20:22:58.249427,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(12.0, 16.5, 14.263157894736842)","(5.0, 99999, 99990)","(6.5, 9.6, 9.133333333333333)","(3.5, 4.2, 3.8559322033898304)","(2.7, 3.7, 3.5)"
11-01-2023 20:22:59.679938,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(12.0, 16.5, 14.263157894736842)","(5.0, 99999, 99990)","(6.5, 9.6, 9.133333333333333)","(3.5, 4.2, 3.9323076923076923)","(2.7, 3.7, 3.5)"
11-01-2023 20:23:01.182665,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(12.0, 16.5, 14.25)","(5.0, 99999, 99990)","(6.5, 9.6, 9.133333333333333)","(3.5, 4.2, 3.9323076923076923)","(2.7, 3.7, 3.5)"
11-01-2023 20:23:02.566882,"(17.0, 24.0, 21.5)","(20.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(12.0, 16.5, 14.25)","(5.0, 99999, 99990)","(6.5, 9.6, 9.0)","(3.5, 4.2, 3.9542372881355936)","(2.7, 3.7, 3.566666666666667)"
11-01-2023 20:23:04.012642,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(13.0, 16.5, 14.25)","(5.0, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9542372881355936)","(2.7, 3.7, 3.566666666666667)"
11-01-2023 20:23:05.389794,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(13.0, 16.5, 14.25)","(5.0, 99999, 99990)","(6.5, 9.8, 11.257142857142856)","(3.5, 4.2, 3.9542372881355936)","(2.7, 3.7, 3.54)"
11-01-2023 20:23:06.812704,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(13.0, 16.5, 14.25)","(5.0, 99999, 99990)","(6.5, 11.5, 10.75)","(3.5, 4.2, 3.9542372881355936)","(2.7, 3.7, 3.54)"
11-01-2023 20:23:08.223687,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(13.0, 16.5, 14.75)","(5.0, 99999, 99990)","(6.5, 11.5, 10.75)","(3.5, 4.2, 3.9542372881355936)","(2.7, 3.7, 3.54)"
11-01-2023 20:23:09.587427,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(13.0, 15.5, 14.75)","(5.0, 99999, 99990)","(6.5, 11.5, 10.75)","(3.5, 4.2, 3.9542372881355936)","(2.7, 3.7, 3.54)"
11-01-2023 20:23:10.968870,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(13.0, 15.5, 14.75)","(5.0, 99999, 99990)","(6.5, 11.5, 10.533333333333333)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.7, 3.54)"
11-01-2023 20:23:12.280360,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(13.0, 15.5, 14.666666666666666)","(5.0, 99999, 99990)","(6.5, 11.5, 10.533333333333333)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.7, 3.566666666666667)"
11-01-2023 20:23:13.579643,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.0, 99999, 99990)","(6.5, 11.5, 11.1375)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.7, 3.566666666666667)"
11-01-2023 20:23:14.888540,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.0)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.0, 99999, 99990)","(6.5, 11.5, 11.1375)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.7, 3.477777777777778)"
11-01-2023 20:23:16.254585,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.333333333333332)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.0, 99999, 99990)","(6.5, 11.5, 11.1375)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.7, 3.477777777777778)"
11-01-2023 20:23:17.588532,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.333333333333332)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.0, 99999, 99990)","(6.5, 11.5, 9.700000000000001)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.7, 3.358695652173913)"
11-01-2023 20:23:18.890499,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.333333333333332)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.0, 99999, 99990)","(6.5, 11.5, 9.700000000000001)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.75, 3.3807692307692307)"
11-01-2023 20:23:20.206466,"(17.0, 24.0, 21.5)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.333333333333332)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.0, 99999, 99990)","(6.5, 11.5, 10.825)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.75, 3.706521739130435)"
11-01-2023 20:23:21.605767,"(17.0, 24.0, 22.2)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.0, 99999, 99990)","(6.5, 11.5, 10.6)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.75, 3.708823529411765)"
11-01-2023 20:23:23.045662,"(17.0, 24.0, 22.2)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.0, 99999, 99990)","(6.5, 11.5, 9.450000000000001)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.75, 3.708823529411765)"
11-01-2023 20:23:24.356199,"(17.0, 24.0, 22.2)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.5, 99999, 99990)","(6.5, 9.8, 9.4)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.75, 3.708823529411765)"
11-01-2023 20:23:25.702653,"(17.0, 24.0, 23.411764705882355)","(21.0, 26.0, 24.666666666666664)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.75, 3.708823529411765)"
11-01-2023 20:23:27.143285,"(17.0, 24.0, 23.411764705882355)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 15.0, 14.666666666666666)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.75, 3.708823529411765)"
11-01-2023 20:23:28.630067,"(17.0, 24.0, 23.411764705882355)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 15.0, 13.007518796992482)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.75, 3.708823529411765)"
11-01-2023 20:23:30.044541,"(17.0, 24.0, 23.411764705882355)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 14.0, 13.007518796992482)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.75, 3.7925531914893615)"
11-01-2023 20:23:31.659766,"(17.0, 24.0, 23.411764705882355)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 14.0, 13.007518796992482)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.8, 3.9404761904761907)"
11-01-2023 20:23:33.348886,"(17.0, 24.0, 23.411764705882355)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 14.0, 13.007518796992482)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:34.971815,"(17.0, 24.0, 23.411764705882355)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 14.0, 13.007518796992482)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:36.402402,"(17.0, 24.0, 23.411764705882355)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 14.0, 13.007518796992482)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:37.872036,"(17.0, 24.0, 23.411764705882355)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 14.0, 13.007518796992482)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:39.339887,"(17.0, 24.0, 23.411764705882355)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(14.0, 15.5, 14.5)","(13.0, 14.0, 15.372340425531915)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:40.936695,"(17.0, 24.0, 22.0)","(21.0, 27.0, 24.6)","(21.0, 30.0, 29.428571428571427)","(13.0, 15.5, 14.5)","(13.0, 15.5, 13.833333333333334)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:42.511278,"(17.0, 24.0, 22.0)","(21.0, 27.0, 24.6)","(21.0, 30.0, 29.428571428571427)","(13.0, 15.5, 14.5)","(13.0, 14.0, 13.833333333333334)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:43.968711,"(17.0, 24.0, 22.0)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(13.0, 15.5, 14.5)","(13.0, 14.0, 13.833333333333334)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:45.689477,"(17.0, 24.0, 22.0)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(13.0, 15.5, 14.5)","(13.0, 14.0, 13.833333333333334)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:47.360360,"(17.0, 24.0, 22.0)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(13.0, 15.5, 14.5)","(13.0, 14.0, 15.851063829787234)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 3.9404761904761907)"
11-01-2023 20:23:48.728273,"(17.0, 24.0, 22.666666666666668)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.428571428571427)","(13.0, 15.5, 15.433333333333334)","(13.0, 16.0, 14.25)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 3.9803030303030305)","(2.7, 3.95, 4.1000000000000005)"
11-01-2023 20:23:50.118379,"(17.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.375)","(13.0, 15.5, 15.433333333333334)","(13.0, 15.5, 14.25)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.2, 4.3625)","(2.7, 4.2, 3.8710526315789475)"
11-01-2023 20:23:51.469615,"(17.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.375)","(13.0, 15.5, 15.433333333333334)","(13.0, 15.5, 14.25)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.3625)","(2.7, 3.95, 3.8710526315789475)"
11-01-2023 20:23:52.857489,"(17.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.375)","(13.0, 15.5, 15.433333333333334)","(13.0, 15.0, 14.25)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.408333333333333)","(2.7, 3.95, 3.8710526315789475)"
11-01-2023 20:23:54.160442,"(17.0, 24.0, 22.5)","(21.0, 27.0, 25.0)","(21.0, 30.0, 29.166666666666668)","(13.0, 15.5, 14.623188405797102)","(13.0, 15.0, 14.25)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.408333333333333)","(2.7, 3.95, 3.8710526315789475)"
11-01-2023 20:23:55.518466,"(17.0, 24.0, 22.5)","(21.0, 27.0, 25.0)","(21.0, 30.0, 27.857142857142858)","(13.0, 15.0, 14.623188405797102)","(13.0, 15.0, 14.5)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.408333333333333)","(2.7, 3.95, 3.8710526315789475)"
11-01-2023 20:23:56.822235,"(17.0, 24.0, 22.5)","(21.0, 27.0, 25.0)","(21.0, 29.0, 27.857142857142858)","(13.0, 15.0, 14.623188405797102)","(13.0, 15.5, 14.5)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.408333333333333)","(2.7, 3.95, 3.9000000000000004)"
11-01-2023 20:23:58.112281,"(17.0, 24.0, 22.5)","(21.0, 27.0, 25.0)","(21.0, 29.0, 27.857142857142858)","(13.0, 15.0, 14.623188405797102)","(13.0, 15.5, 14.5)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.408333333333333)","(2.7, 3.95, 3.9000000000000004)"
11-01-2023 20:23:59.470992,"(17.0, 24.0, 22.5)","(21.0, 27.0, 25.0)","(21.0, 29.0, 27.142857142857142)","(13.0, 15.0, 14.623188405797102)","(13.0, 15.5, 16.24074074074074)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.3428571428571425)","(2.7, 3.95, 3.9000000000000004)"
11-01-2023 20:24:00.809644,"(17.0, 24.0, 22.5)","(21.0, 27.0, 25.0)","(21.0, 28.0, 27.142857142857142)","(13.0, 15.0, 14.63888888888889)","(13.0, 16.5, 15.285714285714285)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.266666666666667)","(2.7, 3.95, 3.8785714285714286)"
11-01-2023 20:24:02.176431,"(19.0, 24.0, 22.5)","(21.0, 27.0, 25.0)","(21.0, 28.0, 27.142857142857142)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.285714285714285)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.4, 4.325)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:03.507251,"(19.0, 24.0, 22.5)","(21.0, 27.0, 25.0)","(21.0, 28.0, 28.571428571428573)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.2)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.4, 4.325)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:04.819132,"(19.0, 24.0, 23.0)","(21.0, 27.0, 25.0)","(21.0, 30.0, 28.571428571428573)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.4, 4.325)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:06.066023,"(19.0, 24.0, 23.357142857142858)","(21.0, 27.0, 25.0)","(21.0, 30.0, 28.571428571428573)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.4, 4.325)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:07.297390,"(19.0, 24.0, 23.357142857142858)","(21.0, 27.0, 25.0)","(21.0, 30.0, 28.571428571428573)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.4, 4.2846153846153845)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:08.585906,"(19.0, 24.0, 23.357142857142858)","(21.0, 27.0, 25.0)","(21.0, 29.0, 27.857142857142858)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:09.813683,"(19.0, 24.0, 23.357142857142858)","(21.0, 27.0, 25.0)","(21.0, 29.0, 27.857142857142858)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:10.967678,"(19.0, 24.0, 23.357142857142858)","(21.0, 27.0, 25.0)","(21.0, 29.0, 27.857142857142858)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:12.153777,"(19.0, 24.0, 23.357142857142858)","(21.0, 27.0, 25.0)","(21.0, 28.0, 27.142857142857142)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:13.268043,"(19.0, 24.0, 23.357142857142858)","(21.0, 27.0, 25.0)","(21.0, 28.0, 27.142857142857142)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:14.432507,"(19.0, 24.0, 23.357142857142858)","(21.0, 27.0, 25.0)","(21.0, 28.0, 28.571428571428573)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:15.584042,"(19.0, 24.0, 23.357142857142858)","(21.0, 27.0, 25.0)","(21.0, 30.0, 28.571428571428573)","(13.0, 15.0, 14.63888888888889)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.0)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:16.791308,"(19.0, 24.0, 22.5)","(21.0, 27.0, 25.0)","(20.0, 30.0, 28.571428571428573)","(13.0, 15.0, 13.074074074074074)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.4)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:18.027412,"(19.0, 24.0, 22.666666666666668)","(21.0, 27.0, 25.0)","(20.0, 30.0, 27.142857142857142)","(13.0, 15.0, 13.074074074074074)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:19.226637,"(19.0, 24.0, 22.666666666666668)","(21.0, 27.0, 25.0)","(20.0, 28.0, 26.428571428571427)","(13.0, 15.0, 13.3)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8785714285714286)"
11-01-2023 20:24:20.455799,"(19.0, 24.0, 22.666666666666668)","(21.0, 27.0, 25.0)","(20.0, 27.0, 26.428571428571427)","(13.0, 14.5, 13.3)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:21.635316,"(19.0, 24.0, 22.666666666666668)","(21.0, 27.0, 25.0)","(20.0, 27.0, 26.428571428571427)","(13.0, 14.5, 16.833333333333332)","(13.0, 15.5, 15.3125)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.271428571428571)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:22.818765,"(19.0, 24.0, 22.666666666666668)","(21.0, 27.0, 25.0)","(20.0, 27.0, 27.5)","(13.0, 17.0, 14.333333333333334)","(13.0, 15.5, 13.135135135135135)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:24.054899,"(19.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(20.0, 28.0, 27.5)","(13.0, 17.0, 14.75)","(13.0, 14.0, 13.135135135135135)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:25.265687,"(19.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(20.0, 28.0, 27.5)","(13.0, 16.5, 13.88888888888889)","(13.0, 14.0, 13.376623376623376)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:26.613662,"(19.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(20.0, 28.0, 26.428571428571427)","(13.0, 17.0, 14.2)","(13.0, 14.0, 13.376623376623376)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:28.042008,"(19.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(20.0, 27.0, 26.428571428571427)","(13.0, 16.0, 13.75)","(13.0, 14.0, 13.376623376623376)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:29.308490,"(19.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(20.0, 27.0, 26.428571428571427)","(13.0, 16.0, 13.75)","(13.0, 14.0, 13.376623376623376)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:30.783773,"(19.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(20.0, 27.0, 27.5)","(13.0, 16.0, 13.75)","(13.0, 14.0, 13.376623376623376)","(5.5, 99999, 99990)","(6.5, 9.8, 9.333333333333334)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:32.472705,"(19.0, 24.0, 23.25)","(21.0, 27.0, 25.0)","(20.0, 28.0, 27.5)","(13.0, 16.0, 13.75)","(13.0, 14.0, 13.376623376623376)","(5.5, 99999, 99990)","(6.5, 9.8, 9.266666666666667)","(3.5, 4.5, 4.34)","(2.7, 3.9, 3.8826923076923077)"
11-01-2023 20:24:33.824404,"(19.0, 24.0, 23.25)","(21.0, 27.0, 25.8)","(20.0, 28.0, 27.5)","(13.0, 16.0, 13.75)","(13.0, 14.0, 13.376623376623376)","(5.5, 99999, 99990)","(6.5, 9.8, 9.48)","(3.5, 4.5, 4.433333333333333)","(2.7, 3.9, 3.8826923076923077)"
