,Cornish Smuggler,Rambunctious,Illawong Danny,Wichita Kansas,Good Feelings,River Patrol Nz,Layden,Spicey Major,Starzzz Destiny
11-01-2023 20:18:33.248325,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.72)"
11-01-2023 20:18:34.487955,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.72)"
11-01-2023 20:18:35.758908,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.72)"
11-01-2023 20:18:36.940842,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.72)"
11-01-2023 20:18:38.128443,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.72)"
11-01-2023 20:18:39.312673,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.72)"
11-01-2023 20:18:40.524884,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.72)"
11-01-2023 20:18:41.762139,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.73)"
11-01-2023 20:18:42.991491,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.73)"
11-01-2023 20:18:44.387906,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.73)"
11-01-2023 20:18:45.773634,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.73)"
11-01-2023 20:18:47.198781,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.73)"
11-01-2023 20:18:48.957472,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.73)"
11-01-2023 20:18:50.669573,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.73)"
11-01-2023 20:18:52.084816,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:18:53.471467,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:18:54.744080,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:18:55.973699,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:18:57.182728,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:18:58.395497,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.73)"
11-01-2023 20:18:59.594408,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:00.881150,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:02.277072,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:03.822983,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 28.857142857142858)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:05.082731,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 34.0, 30.4)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:06.423961,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:07.864193,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:09.149804,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:10.510613,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:11.930909,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:13.291766,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:14.557415,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:15.906976,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:17.137201,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:18.383516,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:19.663381,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:20.952773,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:22.254891,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:23.631566,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:25.080931,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 14.25)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:26.449213,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 20.4)","(21.0, 32.0, 29.2)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.42)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:27.923420,"(15.0, 23.0, 17.944444444444443)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 29.666666666666668)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.4)","(3.5, 4.9, 4.656521739130435)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:29.432324,"(15.0, 23.0, 18.45)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 29.666666666666668)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:31.286267,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 29.666666666666668)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:32.788417,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 29.666666666666668)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:34.080766,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 29.666666666666668)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:35.219733,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 29.0)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:36.406260,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:37.603395,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:38.903507,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:40.133984,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:41.472817,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:42.814078,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:44.271779,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:45.580904,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:46.882949,"(15.0, 23.0, 20.4)","(18.0, 28.0, 21.666666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.74)"
11-01-2023 20:19:48.248137,"(15.0, 23.0, 20.4)","(18.0, 27.0, 24.166666666666668)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:49.653891,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:51.024046,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:52.399281,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:53.761435,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:55.087611,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:56.432690,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.5)","(2.8, 3.85, 3.75)"
11-01-2023 20:19:57.620243,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.9, 4.4818181818181815)","(2.8, 3.85, 3.7600000000000002)"
11-01-2023 20:19:58.827139,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.4818181818181815)","(2.8, 3.85, 3.7600000000000002)"
11-01-2023 20:20:00.033027,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.4818181818181815)","(2.8, 3.85, 3.7600000000000002)"
11-01-2023 20:20:01.168001,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.4818181818181815)","(2.8, 3.85, 3.7600000000000002)"
11-01-2023 20:20:02.266913,"(15.0, 23.0, 20.4)","(18.0, 26.0, 22.25)","(21.0, 32.0, 30.153846153846153)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.77)"
11-01-2023 20:20:03.374813,"(15.0, 22.0, 20.625)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:04.561613,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:05.780711,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.600000000000001)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:07.001892,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:08.271494,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:09.489548,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:10.775381,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:12.087154,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:13.401962,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:14.754445,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:16.105406,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.492307692307692)","(2.8, 3.85, 3.6500000000000004)"
11-01-2023 20:20:17.501390,"(15.0, 24.0, 21.0)","(18.0, 26.0, 22.25)","(21.0, 30.0, 29.5)","(14.0, 15.5, 13.833333333333334)","(12.0, 14.0, 13.222222222222221)","(5.5, 99999, 99990)","(6.5, 8.8, 8.56)","(3.5, 4.8, 4.608)","(2.8, 3.85, 3.6500000000000004)"
