,San Lorenzo,All Show,Sweet Vibes,Kingsville Flyer,Flora Colossus,Velocity Zaylia,Gondola
12-01-2023 18:35:41.974730,"(1.5, 1.68, 1.6757142857142857)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.0, 13.411764705882353)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.8, 5.9)"
12-01-2023 18:35:43.047851,"(1.5, 1.68, 1.6757142857142857)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.8, 5.9)"
12-01-2023 18:35:44.190704,"(1.5, 1.68, 1.6757142857142857)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.8, 5.9)"
12-01-2023 18:35:45.368175,"(1.5, 1.68, 1.6757142857142857)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.8, 5.9)"
12-01-2023 18:35:46.572108,"(1.5, 1.68, 1.6757142857142857)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.3)","(5.0, 6.8, 5.9)"
12-01-2023 18:35:47.748031,"(1.5, 1.66, 1.659230769230769)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.8, 5.9)"
12-01-2023 18:35:48.948316,"(1.5, 1.66, 1.659230769230769)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.8, 5.9)"
12-01-2023 18:35:50.196466,"(1.5, 1.66, 1.659230769230769)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.8, 5.9)"
12-01-2023 18:35:51.497483,"(1.5, 1.66, 1.659230769230769)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.8, 5.9)"
12-01-2023 18:35:52.689986,"(1.5, 1.66, 1.659230769230769)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.8, 6.166666666666667)"
12-01-2023 18:35:53.793251,"(1.5, 1.69, 1.686969696969697)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:35:54.960958,"(1.5, 1.69, 1.6853623188405797)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.0, 13.6)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:35:56.185789,"(1.5, 1.69, 1.686969696969697)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.578947368421053)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:35:57.337536,"(1.5, 1.69, 1.686969696969697)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.578947368421053)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:35:58.557942,"(1.5, 1.69, 1.686969696969697)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.578947368421053)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:35:59.673450,"(1.5, 1.69, 1.6797435897435897)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.5, 13.578947368421053)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:36:00.879103,"(1.5, 1.69, 1.6797435897435897)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.5, 13.578947368421053)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:36:02.858114,"(1.5, 1.69, 1.65)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.441176470588236)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:36:04.920679,"(1.5, 1.65, 1.621)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.566666666666666)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:36:06.594852,"(1.5, 1.65, 1.621)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.566666666666666)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:36:07.800267,"(1.5, 1.65, 1.621)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.566666666666666)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:36:08.888615,"(1.5, 1.64, 1.6175000000000002)","(15.0, 48.0, 46.285714285714285)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.566666666666666)","(5.0, 6.4, 6.166666666666667)"
12-01-2023 18:36:10.080415,"(1.5, 1.64, 1.6175000000000002)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.566666666666666)","(5.0, 6.4, 6.15)"
12-01-2023 18:36:11.990945,"(1.5, 1.64, 1.6175000000000002)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.566666666666666)","(5.0, 6.6, 6.15)"
12-01-2023 18:36:14.021676,"(1.5, 1.64, 1.6175000000000002)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.566666666666666)","(5.0, 6.6, 6.15)"
12-01-2023 18:36:15.272556,"(1.5, 1.64, 1.6175000000000002)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 14.566666666666666)","(5.0, 6.6, 6.15)"
12-01-2023 18:36:16.627352,"(1.5, 1.61, 1.5613333333333335)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 6.6, 6.133333333333334)"
12-01-2023 18:36:17.876990,"(1.5, 1.6, 1.5625806451612905)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.133333333333334)"
12-01-2023 18:36:19.171171,"(1.5, 1.6, 1.5625806451612905)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.133333333333334)"
12-01-2023 18:36:20.453578,"(1.5, 1.6, 1.5625806451612905)","(15.0, 48.0, 45.81818181818182)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.63076923076923)"
12-01-2023 18:36:21.694865,"(1.5, 1.61, 1.53125)","(15.0, 48.0, 43.5)","(7.0, 14.5, 13.842105263157894)","(13.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.333333333333333)"
12-01-2023 18:36:22.933962,"(1.5, 1.57, 1.5466666666666666)","(15.0, 48.0, 45.0)","(7.0, 14.5, 13.842105263157894)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.333333333333333)"
12-01-2023 18:36:24.084057,"(1.5, 1.57, 1.5525)","(15.0, 48.0, 55.45454545454545)","(7.0, 14.5, 13.842105263157894)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.333333333333333)"
12-01-2023 18:36:25.258158,"(1.5, 1.57, 1.5525)","(15.0, 65.0, 52.4)","(7.0, 14.5, 13.842105263157894)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.466666666666667)"
12-01-2023 18:36:26.494167,"(1.5, 1.57, 1.5557142857142858)","(15.0, 75.0, 48.416666666666664)","(7.0, 14.5, 13.842105263157894)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.466666666666667)"
12-01-2023 18:36:27.686027,"(1.5, 1.57, 1.5557142857142858)","(15.0, 75.0, 48.416666666666664)","(7.0, 14.5, 13.842105263157894)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.466666666666667)"
12-01-2023 18:36:28.941354,"(1.5, 1.61, 1.5922222222222222)","(15.0, 75.0, 48.416666666666664)","(7.0, 14.5, 13.38888888888889)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.466666666666667)"
12-01-2023 18:36:30.272896,"(1.5, 1.59, 1.56)","(15.0, 75.0, 48.416666666666664)","(7.0, 14.5, 13.666666666666666)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.466666666666667)"
12-01-2023 18:36:31.584053,"(1.5, 1.59, 1.5516)","(15.0, 75.0, 48.416666666666664)","(7.0, 14.5, 13.785714285714285)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.0)","(8.5, 17.5, 14.566666666666666)","(5.0, 7.0, 6.466666666666667)"
12-01-2023 18:36:32.800957,"(1.5, 1.59, 1.560909090909091)","(15.0, 75.0, 48.07142857142857)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 17.5, 15.9)","(5.0, 7.0, 6.466666666666667)"
12-01-2023 18:36:34.051537,"(1.5, 1.59, 1.5750000000000002)","(15.0, 75.0, 48.07142857142857)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.88)"
12-01-2023 18:36:35.440492,"(1.5, 1.59, 1.57)","(15.0, 75.0, 47.93333333333333)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 39.333333333333336)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.828571428571428)"
12-01-2023 18:36:36.658359,"(1.5, 1.61, 1.605)","(15.0, 75.0, 50.5)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.8)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:38.044748,"(1.5, 1.61, 1.583076923076923)","(15.0, 70.0, 62.5)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 42.8)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:39.392664,"(1.5, 1.61, 1.583076923076923)","(15.0, 70.0, 52.5)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.0)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:40.839465,"(1.5, 1.61, 1.583076923076923)","(15.0, 65.0, 52.5)","(7.0, 14.5, 13.5)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.0)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:42.099965,"(1.5, 1.6, 1.5771428571428572)","(15.0, 65.0, 47.111111111111114)","(7.0, 14.0, 13.85)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.0)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:43.620142,"(1.5, 1.6, 1.584)","(15.0, 65.0, 47.111111111111114)","(7.0, 14.5, 13.875)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.333333333333336)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:44.901626,"(1.5, 1.6, 1.584)","(15.0, 65.0, 47.111111111111114)","(7.0, 14.5, 13.875)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.333333333333336)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:46.190172,"(1.5, 1.6, 1.584)","(15.0, 65.0, 45.53846153846154)","(7.0, 14.5, 13.875)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 40.666666666666664)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:47.430613,"(1.5, 1.6, 1.584)","(15.0, 65.0, 51.68421052631579)","(7.0, 14.5, 13.875)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 40.666666666666664)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:48.671774,"(1.5, 1.6, 1.576)","(15.0, 65.0, 51.68421052631579)","(7.0, 14.5, 13.875)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 40.666666666666664)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:49.968601,"(1.5, 1.6, 1.576)","(15.0, 65.0, 51.68421052631579)","(7.0, 14.5, 13.875)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:51.330582,"(1.5, 1.6, 1.576)","(15.0, 65.0, 53.07692307692308)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:52.622882,"(1.5, 1.6, 1.576)","(15.0, 60.0, 45.88235294117647)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:53.840540,"(1.5, 1.59, 1.5750000000000002)","(15.0, 60.0, 45.88235294117647)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:55.122760,"(1.5, 1.59, 1.5642857142857143)","(15.0, 60.0, 44.57142857142857)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:56.397926,"(1.5, 1.59, 1.5642857142857143)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:57.614943,"(1.5, 1.59, 1.5642857142857143)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:36:58.848754,"(1.5, 1.59, 1.5642857142857143)","(15.0, 60.0, 47.368421052631575)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:37:00.126860,"(1.5, 1.58, 1.5633333333333335)","(15.0, 60.0, 47.368421052631575)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:37:01.341401,"(1.5, 1.58, 1.5633333333333335)","(15.0, 60.0, 47.368421052631575)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 44.285714285714285)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:37:02.493843,"(1.5, 1.58, 1.5633333333333335)","(15.0, 60.0, 47.368421052631575)","(7.0, 14.5, 13.25)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 43.142857142857146)","(8.5, 16.5, 15.9)","(5.0, 7.0, 6.907692307692308)"
12-01-2023 18:37:03.666829,"(1.5, 1.61, 1.5725)","(15.0, 60.0, 47.368421052631575)","(7.0, 14.5, 13.441176470588236)","(14.0, 34.0, 33.333333333333336)","(21.0, 46.0, 40.666666666666664)","(8.5, 16.5, 15.214285714285714)","(5.0, 7.0, 6.723076923076923)"
12-01-2023 18:37:04.884160,"(1.5, 1.65, 1.6199999999999999)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.441176470588236)","(14.0, 34.0, 33.81818181818182)","(21.0, 46.0, 40.666666666666664)","(8.5, 16.5, 15.214285714285714)","(5.0, 7.0, 6.723076923076923)"
12-01-2023 18:37:06.064455,"(1.5, 1.64, 1.58)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.441176470588236)","(14.0, 36.0, 33.0)","(21.0, 46.0, 40.666666666666664)","(8.5, 16.5, 14.5)","(5.0, 7.0, 6.723076923076923)"
12-01-2023 18:37:07.293193,"(1.5, 1.64, 1.58)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 37.6)","(21.0, 46.0, 37.0)","(8.5, 16.5, 14.9)","(5.0, 7.0, 6.723076923076923)"
12-01-2023 18:37:08.762393,"(1.5, 1.64, 1.58)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 40.0, 36.72727272727273)","(21.0, 46.0, 36.857142857142854)","(8.5, 16.5, 14.9)","(5.0, 7.0, 6.644444444444445)"
12-01-2023 18:37:09.959821,"(1.5, 1.63, 1.5833333333333333)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 40.0, 32.8)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:11.239974,"(1.5, 1.62, 1.5866666666666667)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 40.0, 32.8)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:12.667746,"(1.5, 1.61, 1.5814285714285714)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 40.0, 35.27272727272727)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:13.918022,"(1.5, 1.61, 1.5995833333333334)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.27272727272727)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:15.163852,"(1.5, 1.61, 1.5814285714285714)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.3)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:16.324156,"(1.5, 1.61, 1.5814285714285714)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.1875)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:17.430846,"(1.5, 1.63, 1.578)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.1875)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:18.498524,"(1.5, 1.63, 1.578)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.1875)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:19.603902,"(1.5, 1.63, 1.578)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.1875)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:20.844754,"(1.5, 1.63, 1.578)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:21.953548,"(1.55, 1.63, 1.578)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.644444444444445)"
12-01-2023 18:37:23.043629,"(1.55, 1.63, 1.5748)","(15.0, 60.0, 45.45454545454545)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.6)"
12-01-2023 18:37:24.201573,"(1.55, 1.62, 1.58)","(15.0, 60.0, 49.714285714285715)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.6)"
12-01-2023 18:37:25.320057,"(1.55, 1.62, 1.5755555555555556)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.6)"
12-01-2023 18:37:26.409498,"(1.55, 1.62, 1.5755555555555556)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.7125)"
12-01-2023 18:37:27.582420,"(1.55, 1.62, 1.5755555555555556)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.7125)"
12-01-2023 18:37:28.894718,"(1.55, 1.62, 1.5755555555555556)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.7125)"
12-01-2023 18:37:30.030605,"(1.55, 1.6, 1.5750000000000002)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.7125)"
12-01-2023 18:37:31.175209,"(1.55, 1.6, 1.5846153846153848)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.552631578947368)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.7125)"
12-01-2023 18:37:32.310875,"(1.55, 1.6, 1.5833333333333335)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.15)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.7125)"
12-01-2023 18:37:33.513724,"(1.55, 1.6, 1.5833333333333335)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.15)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.7125)"
12-01-2023 18:37:34.803104,"(1.55, 1.6, 1.5833333333333335)","(15.0, 60.0, 44.0)","(7.0, 14.5, 13.15)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.7125)"
12-01-2023 18:37:36.029418,"(1.55, 1.6, 1.579090909090909)","(15.0, 60.0, 49.33333333333333)","(7.0, 14.5, 13.15)","(14.0, 38.0, 35.63157894736842)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.735483870967742)"
12-01-2023 18:37:37.206779,"(1.55, 1.59, 1.579090909090909)","(15.0, 60.0, 49.33333333333333)","(7.0, 14.5, 13.15)","(14.0, 38.0, 35.0)","(21.0, 44.0, 38.44444444444444)","(8.5, 16.5, 14.9)","(5.0, 6.8, 6.741176470588235)"
