,Boomsong,Flora,No Statement,Bedtime Stories,Meod,Tsarina Sophia,Upside,Dual Escape,Mr Polar
08-12-2022 15:37:41.328742,"(2.7, 3.5, 3.4176470588235293)","(31.0, 42.0, 38.5)","(8.0, 13.0, 11.384615384615385)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.086111111111111)","(3.0, 3.65, 3.4166666666666665)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:42.621544,"(2.7, 3.5, 3.4176470588235293)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.25)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.4944444444444445)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:43.985503,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.25)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.4944444444444445)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:45.214936,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.25)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.4944444444444445)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:46.462802,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:47.791936,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:49.089638,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:50.371581,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:51.622225,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:52.920474,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 86.66666666666666)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 60.85714285714286)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:54.173414,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 115.71428571428571)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 65.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:55.384441,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 115.71428571428571)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:56.512906,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 115.71428571428571)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:57.788467,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 290.0, 130.66666666666669)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:37:59.153154,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 300.0, 130.66666666666669)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:00.512850,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 300.0, 130.66666666666669)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:01.811166,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 300.0, 130.66666666666669)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:03.139248,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 300.0, 215.33333333333334)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:04.539715,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 300.0, 215.33333333333334)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:05.852643,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 12.0)","(41.0, 300.0, 215.33333333333334)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.522727272727273)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:07.160901,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 13.0, 10.9375)","(41.0, 300.0, 215.33333333333334)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:08.571617,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:09.962301,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:11.343345,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:12.729845,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:14.072013,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:15.438877,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:16.779983,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:18.281528,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:19.849533,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:21.388798,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.247260273972603)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:22.964790,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.3, 4.022769953051643)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:24.513715,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.2, 4.022769953051643)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:25.820214,"(2.7, 3.5, 3.426315789473684)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:27.165187,"(2.7, 3.5, 3.4416666666666664)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:28.592314,"(2.7, 3.5, 3.4416666666666664)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:29.999199,"(2.7, 3.5, 3.4416666666666664)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.5282608695652176)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:31.307137,"(2.7, 3.5, 3.4416666666666664)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.9375)","(41.0, 300.0, 263.7142857142857)","(3.4, 4.2, 4.022769953051643)","(3.0, 3.65, 3.6158536585365852)","(31.0, 40.0, 36.57142857142857)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.266666666666666)"
08-12-2022 15:38:32.630179,"(2.7, 3.5, 3.4416666666666664)","(31.0, 42.0, 38.5)","(8.0, 12.5, 10.833333333333334)","(41.0, 290.0, 179.0909090909091)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.6136363636363638)","(31.0, 40.0, 84.5)","(31.0, 60.0, 54.0)","(26.0, 30.0, 26.2)"
08-12-2022 15:38:33.925875,"(2.7, 3.5, 3.426315789473684)","(31.0, 200.0, 118.0)","(8.0, 12.5, 10.833333333333334)","(41.0, 290.0, 179.0909090909091)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.6136363636363638)","(31.0, 230.0, 128.0)","(31.0, 60.0, 54.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:35.185468,"(2.7, 3.5, 3.426315789473684)","(31.0, 200.0, 118.0)","(8.0, 12.5, 10.833333333333334)","(41.0, 290.0, 179.0909090909091)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.6136363636363638)","(31.0, 220.0, 128.0)","(31.0, 60.0, 54.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:36.395233,"(2.7, 3.5, 3.426315789473684)","(31.0, 200.0, 118.0)","(8.0, 12.5, 10.833333333333334)","(41.0, 290.0, 179.0909090909091)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.6136363636363638)","(31.0, 220.0, 128.0)","(31.0, 60.0, 54.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:37.730026,"(2.7, 3.5, 3.426315789473684)","(31.0, 200.0, 118.0)","(8.0, 12.5, 11.428571428571429)","(41.0, 290.0, 88.33333333333334)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.5775862068965516)","(31.0, 220.0, 128.0)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:39.250288,"(2.7, 3.5, 3.426315789473684)","(31.0, 200.0, 118.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 88.33333333333334)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.5775862068965516)","(31.0, 220.0, 128.0)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:40.616724,"(2.7, 3.5, 3.426315789473684)","(31.0, 200.0, 118.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 88.33333333333334)","(3.4, 4.2, 4.019377990430622)","(3.0, 3.65, 3.575)","(31.0, 220.0, 128.0)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:42.048505,"(2.7, 3.5, 3.426315789473684)","(31.0, 200.0, 176.57142857142856)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 117.14285714285714)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 220.0, 197.0)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:43.404559,"(2.7, 3.5, 3.426315789473684)","(31.0, 200.0, 151.5)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 117.14285714285714)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 220.0, 129.69230769230768)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:44.835198,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 151.5)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 117.14285714285714)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 129.69230769230768)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:46.176470,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 151.5)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 117.14285714285714)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 129.69230769230768)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:47.387471,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 151.5)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 117.14285714285714)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 129.69230769230768)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:48.720406,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 120.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 117.14285714285714)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 129.69230769230768)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:50.319332,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 120.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 117.14285714285714)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 129.69230769230768)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:51.884954,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 120.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 117.14285714285714)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 129.69230769230768)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:53.322254,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 61.66666666666667)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 180.0)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 60.85714285714286)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.2)"
08-12-2022 15:38:54.766436,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 61.66666666666667)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 180.0)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 60.85714285714286)","(31.0, 60.0, 52.0)","(26.0, 29.0, 26.133333333333333)"
08-12-2022 15:38:56.162974,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 61.66666666666667)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 180.0)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 60.85714285714286)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:38:57.576513,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 61.66666666666667)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 180.0)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 60.85714285714286)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:38:59.202666,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 61.66666666666667)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 180.0)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 60.85714285714286)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:00.624572,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 61.66666666666667)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 180.0)","(3.4, 4.2, 3.958012820512821)","(3.0, 3.65, 3.575)","(31.0, 210.0, 60.85714285714286)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:02.072264,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 61.66666666666667)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 180.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 210.0, 60.85714285714286)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:03.522979,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 58.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 180.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 210.0, 60.85714285714286)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:04.984673,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 58.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 117.14285714285714)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 210.0, 60.85714285714286)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:06.490731,"(2.7, 3.5, 3.426315789473684)","(31.0, 190.0, 87.33333333333334)","(8.0, 12.0, 11.428571428571429)","(41.0, 290.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 210.0, 90.66666666666666)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:07.955604,"(2.7, 3.5, 3.426315789473684)","(31.0, 180.0, 84.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 200.0, 90.66666666666666)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:09.218690,"(2.7, 3.5, 3.426315789473684)","(31.0, 180.0, 84.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 200.0, 90.66666666666666)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:10.493940,"(2.7, 3.5, 3.426315789473684)","(31.0, 180.0, 84.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 200.0, 90.66666666666666)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:11.936933,"(2.7, 3.5, 3.426315789473684)","(31.0, 180.0, 84.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 200.0, 90.66666666666666)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:13.316247,"(2.7, 3.5, 3.426315789473684)","(31.0, 180.0, 84.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 200.0, 90.66666666666666)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:14.710205,"(2.7, 3.5, 3.426315789473684)","(31.0, 180.0, 84.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 200.0, 90.66666666666666)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:16.027231,"(2.7, 3.5, 3.426315789473684)","(31.0, 180.0, 84.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 200.0, 87.33333333333334)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:17.376941,"(2.7, 3.5, 3.426315789473684)","(31.0, 160.0, 98.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 190.0, 87.33333333333334)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:18.725151,"(2.7, 3.5, 3.426315789473684)","(31.0, 160.0, 98.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 4.017073170731708)","(3.0, 3.65, 3.575)","(31.0, 190.0, 87.33333333333334)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:20.178701,"(2.7, 3.5, 3.426315789473684)","(31.0, 160.0, 98.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 3.9580645161290327)","(3.0, 3.65, 3.575)","(31.0, 190.0, 87.33333333333334)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:21.572439,"(2.7, 3.5, 3.426315789473684)","(31.0, 160.0, 98.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 3.9580645161290327)","(3.0, 3.65, 3.575)","(31.0, 190.0, 87.33333333333334)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
08-12-2022 15:39:22.981471,"(2.7, 3.5, 3.426315789473684)","(31.0, 160.0, 98.0)","(8.0, 12.0, 11.428571428571429)","(41.0, 300.0, 216.0)","(3.4, 4.2, 3.9580645161290327)","(3.0, 3.65, 3.575)","(31.0, 190.0, 87.33333333333334)","(31.0, 60.0, 52.0)","(26.0, 28.0, 26.133333333333333)"
