,Nightwatch Star,Eagle Uno,Parabellum,Knight Walker,Stilton,Laker,Pocket More For Less Nz,Happy As,Caesars Rockstar,Neville Shannon
10-01-2023 19:53:17.287021,"(2.6, 3.85, 3.7222222222222223)","(3.5, 3.9, 3.779166666666667)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 29.0, 27.5)","(101.0, 610.0, 486.66666666666663)","(4.8, 99999, 99990)","(18.0, 24.0, 22.3125)","(31.0, 60.0, 51.81818181818182)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:18.587998,"(2.6, 3.75, 3.685135135135135)","(3.5, 3.9, 3.779166666666667)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 29.0, 29.0)","(101.0, 610.0, 480.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.90909090909091)","(31.0, 60.0, 48.0)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:19.813232,"(2.6, 3.75, 3.685135135135135)","(3.5, 3.9, 3.8200000000000003)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 32.0, 28.0)","(101.0, 600.0, 356.6666666666667)","(4.8, 99999, 99990)","(18.0, 23.0, 22.434782608695652)","(31.0, 60.0, 57.125)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:21.030031,"(2.6, 3.75, 3.6814285714285715)","(3.5, 3.85, 3.8200000000000003)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 32.0, 28.0)","(101.0, 590.0, 434.2857142857143)","(4.8, 99999, 99990)","(18.0, 23.0, 21.666666666666668)","(31.0, 65.0, 48.705882352941174)","(31.0, 36.0, 32.57142857142857)"
10-01-2023 19:53:22.289485,"(2.6, 3.7, 3.67)","(3.5, 3.9, 3.8093749999999997)","(5.0, 7.4, 7.219230769230769)","(101.0, 230.0, 220.0)","(17.0, 32.0, 30.285714285714285)","(101.0, 580.0, 460.0)","(4.8, 99999, 99990)","(18.0, 23.0, 21.105263157894736)","(31.0, 60.0, 49.5)","(31.0, 36.0, 32.15384615384615)"
10-01-2023 19:53:23.678800,"(2.6, 3.6, 3.514705882352941)","(3.5, 3.9, 3.8093749999999997)","(5.0, 7.4, 7.295)","(101.0, 230.0, 220.0)","(17.0, 32.0, 30.285714285714285)","(101.0, 570.0, 395.0)","(4.8, 99999, 99990)","(18.0, 24.0, 21.105263157894736)","(31.0, 55.0, 49.5)","(31.0, 34.0, 32.15384615384615)"
10-01-2023 19:53:25.087760,"(2.6, 3.6, 3.503067484662577)","(3.5, 3.9, 3.8093749999999997)","(5.0, 7.4, 7.29620253164557)","(101.0, 230.0, 220.0)","(17.0, 32.0, 30.285714285714285)","(101.0, 550.0, 390.0)","(4.8, 99999, 99990)","(18.0, 24.0, 21.105263157894736)","(31.0, 55.0, 47.92857142857143)","(31.0, 34.0, 31.130434782608695)"
10-01-2023 19:53:26.419960,"(2.6, 3.6, 3.503067484662577)","(3.5, 3.9, 3.8093749999999997)","(5.0, 7.4, 7.29620253164557)","(101.0, 230.0, 220.0)","(17.0, 32.0, 31.333333333333332)","(101.0, 540.0, 298.3333333333333)","(4.8, 99999, 99990)","(18.0, 24.0, 22.107142857142858)","(31.0, 55.0, 51.0625)","(31.0, 32.0, 30.620689655172413)"
10-01-2023 19:53:27.751788,"(2.6, 3.6, 3.5226519337016575)","(3.5, 3.7, 3.6579545454545452)","(5.0, 7.4, 7.327472527472528)","(101.0, 230.0, 220.0)","(17.0, 36.0, 31.666666666666668)","(101.0, 540.0, 298.3333333333333)","(4.8, 99999, 99990)","(18.0, 24.0, 22.107142857142858)","(31.0, 55.0, 51.0625)","(31.0, 32.0, 30.620689655172413)"
10-01-2023 19:53:29.202222,"(2.6, 3.6, 3.5119496855345913)","(3.5, 3.75, 3.6458333333333335)","(5.0, 7.4, 7.327472527472528)","(101.0, 230.0, 220.0)","(17.0, 34.0, 31.666666666666668)","(101.0, 540.0, 298.3333333333333)","(4.8, 99999, 99990)","(18.0, 24.0, 22.17241379310345)","(31.0, 55.0, 51.294117647058826)","(31.0, 32.0, 29.692307692307693)"
10-01-2023 19:53:30.600345,"(2.6, 3.6, 3.5166666666666666)","(3.5, 3.75, 3.6479591836734695)","(5.0, 7.4, 7.384)","(101.0, 230.0, 220.0)","(17.0, 34.0, 33.0)","(101.0, 530.0, 306.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.17241379310345)","(31.0, 55.0, 51.294117647058826)","(31.0, 32.0, 29.272727272727273)"
10-01-2023 19:53:31.983597,"(2.6, 3.6, 3.5166666666666666)","(3.5, 3.75, 3.6479591836734695)","(5.0, 7.4, 7.593495934959349)","(101.0, 230.0, 220.0)","(17.0, 34.0, 30.571428571428573)","(101.0, 530.0, 343.3333333333333)","(4.8, 99999, 99990)","(18.0, 24.0, 22.081632653061224)","(31.0, 55.0, 53.5)","(31.0, 32.0, 30.333333333333332)"
10-01-2023 19:53:33.341820,"(2.6, 3.6, 3.5214285714285714)","(3.5, 3.6, 3.588888888888889)","(5.0, 7.6, 7.775757575757575)","(101.0, 230.0, 220.0)","(17.0, 40.0, 35.0)","(101.0, 530.0, 350.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.081632653061224)","(31.0, 55.0, 52.666666666666664)","(31.0, 32.0, 29.6)"
10-01-2023 19:53:34.674187,"(2.6, 3.65, 3.5875)","(3.5, 3.6, 3.551315789473684)","(5.5, 7.8, 7.773333333333333)","(101.0, 230.0, 220.0)","(17.0, 38.0, 36.2)","(101.0, 550.0, 325.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.081632653061224)","(31.0, 55.0, 52.666666666666664)","(31.0, 32.0, 29.6)"
10-01-2023 19:53:36.052973,"(2.6, 3.65, 3.605)","(3.5, 3.6, 3.551898734177215)","(5.5, 7.8, 7.666666666666666)","(101.0, 230.0, 220.0)","(17.0, 38.0, 36.714285714285715)","(101.0, 550.0, 346.6666666666667)","(4.8, 99999, 99990)","(18.0, 24.0, 22.081632653061224)","(31.0, 55.0, 53.25)","(31.0, 32.0, 29.576923076923077)"
10-01-2023 19:53:37.463396,"(2.6, 3.5, 3.4944444444444445)","(3.5, 3.6, 3.552307692307692)","(5.5, 7.8, 8.142857142857142)","(101.0, 230.0, 220.0)","(17.0, 38.0, 37.30769230769231)","(101.0, 540.0, 320.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.081632653061224)","(31.0, 55.0, 54.0)","(31.0, 32.0, 29.6)"
10-01-2023 19:53:38.849418,"(2.6, 3.55, 3.4594827586206898)","(3.5, 3.6, 3.4358974358974357)","(5.5, 8.2, 8.466666666666667)","(101.0, 230.0, 220.0)","(17.0, 38.0, 36.875)","(101.0, 530.0, 340.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.081632653061224)","(31.0, 55.0, 53.6)","(31.0, 32.0, 29.954545454545453)"
10-01-2023 19:53:40.198326,"(2.6, 3.55, 3.451869158878505)","(3.5, 3.6, 3.4358974358974357)","(5.5, 8.6, 8.0)","(101.0, 230.0, 220.0)","(17.0, 38.0, 36.4)","(101.0, 520.0, 385.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.081632653061224)","(31.0, 55.0, 53.6)","(31.0, 36.0, 31.043478260869566)"
10-01-2023 19:53:41.474169,"(2.6, 3.55, 3.451869158878505)","(3.4, 3.6, 3.4358974358974357)","(5.5, 8.4, 8.273684210526316)","(101.0, 230.0, 220.0)","(17.0, 38.0, 36.857142857142854)","(101.0, 520.0, 340.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.081632653061224)","(31.0, 55.0, 53.6)","(31.0, 36.0, 31.043478260869566)"
10-01-2023 19:53:42.801576,"(2.6, 3.55, 3.451869158878505)","(3.4, 3.6, 3.3689655172413793)","(5.5, 8.4, 8.2)","(101.0, 230.0, 285.0)","(17.0, 38.0, 37.0)","(101.0, 520.0, 350.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.083333333333332)","(31.0, 55.0, 58.625)","(31.0, 36.0, 31.09090909090909)"
10-01-2023 19:53:44.105149,"(2.6, 3.4, 3.3553846153846156)","(3.4, 3.4, 3.3583333333333334)","(5.5, 8.4, 8.51578947368421)","(101.0, 360.0, 285.0)","(19.0, 38.0, 33.333333333333336)","(101.0, 550.0, 395.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.08695652173913)","(31.0, 65.0, 60.0)","(26.0, 36.0, 30.333333333333332)"
10-01-2023 19:53:45.420522,"(2.6, 3.4, 3.352702702702703)","(3.4, 3.4, 3.3583333333333334)","(5.5, 8.6, 8.51578947368421)","(101.0, 360.0, 221.11111111111111)","(19.0, 38.0, 28.666666666666668)","(101.0, 540.0, 395.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.08695652173913)","(31.0, 65.0, 62.0)","(26.0, 36.0, 30.333333333333332)"
10-01-2023 19:53:46.808809,"(2.6, 3.4, 3.3625)","(3.2, 3.4, 3.3583333333333334)","(5.5, 8.6, 8.51578947368421)","(101.0, 410.0, 256.6666666666667)","(19.0, 38.0, 28.666666666666668)","(101.0, 540.0, 395.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.08695652173913)","(31.0, 65.0, 62.0)","(26.0, 36.0, 30.333333333333332)"
10-01-2023 19:53:48.180630,"(2.6, 3.4, 3.3625)","(3.2, 3.4, 3.3874999999999997)","(5.5, 8.6, 8.609523809523811)","(101.0, 350.0, 275.0)","(19.0, 38.0, 28.666666666666668)","(101.0, 540.0, 395.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.08695652173913)","(31.0, 65.0, 61.42857142857143)","(26.0, 36.0, 30.333333333333332)"
10-01-2023 19:53:49.677172,"(2.6, 3.4, 3.3547169811320754)","(3.2, 3.4, 3.54)","(5.5, 8.8, 8.3)","(101.0, 340.0, 250.0)","(19.0, 36.0, 27.25)","(101.0, 540.0, 343.3333333333333)","(4.8, 99999, 99990)","(18.0, 24.0, 22.08695652173913)","(31.0, 70.0, 61.42857142857143)","(26.0, 36.0, 30.333333333333332)"
10-01-2023 19:53:51.031238,"(2.6, 3.4, 3.3547169811320754)","(3.2, 3.6, 3.54)","(6.0, 8.6, 8.3)","(101.0, 330.0, 237.5)","(16.0, 34.0, 26.0)","(101.0, 530.0, 385.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.08695652173913)","(31.0, 70.0, 61.42857142857143)","(26.0, 36.0, 30.333333333333332)"
10-01-2023 19:53:52.280440,"(2.6, 3.4, 3.3547169811320754)","(3.2, 3.6, 3.54)","(6.0, 8.6, 8.3)","(101.0, 320.0, 237.5)","(16.0, 34.0, 26.666666666666668)","(101.0, 520.0, 340.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.08695652173913)","(31.0, 70.0, 55.0)","(26.0, 36.0, 30.333333333333332)"
10-01-2023 19:53:53.583661,"(2.6, 3.4, 3.3634146341463413)","(3.2, 3.6, 3.5428571428571427)","(6.0, 8.6, 8.536842105263158)","(101.0, 320.0, 237.5)","(16.0, 32.0, 17.75)","(101.0, 520.0, 380.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.08695652173913)","(31.0, 70.0, 60.57142857142857)","(26.0, 36.0, 30.333333333333332)"
10-01-2023 19:53:54.880398,"(2.6, 3.4, 3.3634146341463413)","(3.2, 3.6, 3.48)","(6.0, 8.6, 8.75)","(101.0, 320.0, 237.5)","(16.0, 19.5, 20.666666666666668)","(101.0, 510.0, 380.0)","(4.8, 99999, 99990)","(18.0, 24.0, 22.09090909090909)","(31.0, 70.0, 62.666666666666664)","(26.0, 36.0, 30.352941176470587)"
10-01-2023 19:53:56.255213,"(2.6, 3.35, 3.298936170212766)","(3.2, 3.6, 4.886153846153846)","(6.0, 8.8, 8.433333333333334)","(101.0, 320.0, 250.0)","(16.0, 30.0, 31.5)","(101.0, 510.0, 5047.0)","(4.8, 99999, 99990)","(18.0, 24.0, 21.75)","(31.0, 70.0, 69.5)","(26.0, 36.0, 41.5)"
10-01-2023 19:53:57.574551,"(2.6, 3.65, 3.27)","(3.2, 5.5, 4.65625)","(6.0, 8.8, 8.433333333333334)","(101.0, 420.0, 250.0)","(16.0, 40.0, 31.5)","(101.0, 99999, 5047.0)","(4.8, 99999, 99990)","(18.0, 36.0, 21.75)","(31.0, 110.0, 56.0)","(26.0, 55.0, 38.0)"
10-01-2023 19:53:59.114832,"(2.6, 3.35, 2.8733333333333335)","(3.2, 5.5, 4.91875)","(6.0, 8.8, 4.323076923076923)","(101.0, 420.0, 250.0)","(16.0, 40.0, 26.25)","(101.0, 99999, 532.5)","(4.8, 99999, 99990)","(18.0, 36.0, 27.166666666666664)","(31.0, 110.0, 52.66666666666667)","(26.0, 48.0, 33.4)"
10-01-2023 19:54:00.700089,"(2.6, 3.35, 2.8880000000000003)","(3.2, 5.5, 6.25)","(6.0, 4.4, 2.8347826086956522)","(101.0, 420.0, 336.25)","(16.0, 38.0, 32.125)","(101.0, 970.0, 535.0)","(4.8, 99999, 99990)","(18.0, 32.0, 28.5)","(31.0, 100.0, 43.2)","(26.0, 55.0, 35.333333333333336)"
10-01-2023 19:54:02.177799,"(2.6, 3.3, 3.126)","(3.2, 8.8, 6.25)","(6.0, 4.4, 2.5700000000000003)","(101.0, 420.0, 242.5)","(16.0, 38.0, 26.75)","(101.0, 970.0, 525.0)","(4.8, 99999, 99990)","(18.0, 34.0, 23.4)","(31.0, 100.0, 45.6)","(26.0, 50.0, 39.0)"
10-01-2023 19:54:03.464898,"(2.6, 5.1, 7.923809523809524)","(3.2, 5.5, 5.514285714285714)","(6.0, 2.4, 2.725)","(101.0, 400.0, 237.5)","(16.0, 38.0, 30.4)","(101.0, 950.0, 660.0)","(4.8, 99999, 99990)","(18.0, 36.0, 27.0)","(31.0, 100.0, 47.2)","(26.0, 50.0, 38.5)"
10-01-2023 19:54:04.985791,"(2.6, 8.8, 8.277777777777779)","(3.2, 8.4, 7.26923076923077)","(6.0, 3.35, 3.2962264150943397)","(101.0, 390.0, 237.5)","(16.0, 40.0, 27.25)","(101.0, 940.0, 520.0)","(4.8, 99999, 99990)","(18.0, 36.0, 25.714285714285715)","(31.0, 100.0, 45.6)","(26.0, 48.0, 39.0)"
10-01-2023 19:54:06.523578,"(2.6, 8.8, 8.277777777777779)","(3.2, 8.4, 7.26)","(6.0, 3.35, 4.989090909090909)","(101.0, 390.0, 288.33333333333337)","(16.0, 38.0, 27.25)","(101.0, 940.0, 373.3333333333333)","(4.8, 99999, 99990)","(18.0, 36.0, 17.06)","(31.0, 100.0, 45.6)","(26.0, 50.0, 39.0)"
10-01-2023 19:54:08.027280,"(2.6, 8.8, 6.244444444444445)","(3.2, 8.2, 7.0249999999999995)","(6.0, 5.9, 3.2071111111111112)","(101.0, 390.0, 336.25)","(16.0, 38.0, 34.41666666666667)","(101.0, 920.0, 510.0)","(4.8, 99999, 99990)","(18.0, 18.5, 15.833333333333334)","(31.0, 100.0, 44.0)","(26.0, 50.0, 39.0)"
10-01-2023 19:54:09.509648,"(2.6, 8.8, 6.5)","(3.2, 8.2, 7.775)","(6.0, 6.2, 5.617777777777778)","(101.0, 420.0, 163.75)","(16.0, 38.0, 34.41666666666667)","(101.0, 920.0, 640.0)","(4.8, 99999, 99990)","(18.0, 18.5, 15.833333333333334)","(31.0, 100.0, 45.6)","(26.0, 50.0, 39.0)"
10-01-2023 19:54:10.780523,"(2.6, 8.8, 6.5)","(3.2, 8.0, 7.922330097087379)","(6.0, 6.0, 4.728888888888889)","(101.0, 400.0, 242.5)","(16.0, 38.0, 34.41666666666667)","(101.0, 910.0, 640.0)","(4.8, 99999, 99990)","(18.0, 18.5, 15.928571428571429)","(31.0, 100.0, 45.6)","(26.0, 50.0, 33.5)"
10-01-2023 19:54:12.021460,"(2.6, 8.8, 6.5)","(3.2, 8.0, 11.481481481481481)","(6.0, 5.0, 3.2071111111111112)","(101.0, 400.0, 290.0)","(16.0, 38.0, 27.5)","(101.0, 910.0, 626.6666666666666)","(4.8, 99999, 99990)","(18.0, 18.5, 15.928571428571429)","(31.0, 100.0, 45.6)","(26.0, 50.0, 33.5)"
10-01-2023 19:54:13.282171,"(2.6, 8.8, 6.175000000000001)","(3.2, 12.0, 11.481481481481481)","(6.0, 6.2, 3.2071111111111112)","(101.0, 390.0, 290.0)","(16.0, 38.0, 31.166666666666664)","(101.0, 890.0, 626.6666666666666)","(4.8, 99999, 99990)","(18.0, 18.5, 15.928571428571429)","(31.0, 100.0, 45.6)","(26.0, 50.0, 32.4)"
10-01-2023 19:54:14.651291,"(2.6, 7.8, 4.322727272727272)","(3.2, 12.0, 10.931372549019608)","(6.0, 6.2, 4.116)","(101.0, 390.0, 310.0)","(16.0, 38.0, 32.8)","(101.0, 890.0, 620.0)","(4.8, 99999, 99990)","(18.0, 18.5, 15.928571428571429)","(31.0, 100.0, 45.6)","(26.0, 50.0, 33.5)"
10-01-2023 19:54:15.890351,"(2.6, 7.8, 4.725)","(3.2, 11.0, 10.931372549019608)","(6.0, 4.5, 2.73)","(101.0, 420.0, 296.66666666666663)","(16.0, 36.0, 34.4)","(101.0, 880.0, 490.0)","(4.8, 99999, 99990)","(18.0, 18.5, 15.62)","(31.0, 100.0, 60.0)","(26.0, 50.0, 32.0)"
10-01-2023 19:54:17.216937,"(2.6, 4.1, 4.6)","(3.2, 11.0, 11.0875)","(6.0, 2.76, 3.1799999999999997)","(101.0, 400.0, 296.66666666666663)","(16.0, 38.0, 34.4)","(101.0, 880.0, 620.0)","(4.8, 99999, 99990)","(18.0, 18.5, 15.928571428571429)","(31.0, 100.0, 60.0)","(26.0, 50.0, 32.0)"
10-01-2023 19:54:18.632989,"(2.6, 5.5, 3.7666666666666666)","(3.2, 11.5, 9.345454545454546)","(6.0, 3.3, 3.097058823529412)","(101.0, 400.0, 296.66666666666663)","(16.0, 38.0, 34.4)","(101.0, 880.0, 353.33333333333337)","(4.8, 99999, 99990)","(18.0, 18.5, 33.16666666666667)","(31.0, 100.0, 62.5)","(26.0, 50.0, 32.0)"
10-01-2023 19:54:20.079847,"(2.6, 3.8, 3.7333333333333334)","(3.2, 9.4, 10.2)","(6.0, 3.1, 3.2196969696969697)","(101.0, 400.0, 247.5)","(16.0, 38.0, 35.0)","(101.0, 860.0, 480.0)","(4.8, 99999, 99990)","(18.0, 36.0, 41.14285714285714)","(31.0, 95.0, 53.0)","(26.0, 50.0, 32.0)"
10-01-2023 19:54:21.535049,"(2.6, 3.65, 3.45)","(3.2, 10.5, 9.715789473684211)","(6.0, 3.25, 3.0462962962962963)","(101.0, 400.0, 193.33333333333331)","(16.0, 38.0, 33.75)","(101.0, 860.0, 600.0)","(4.8, 99999, 99990)","(18.0, 42.0, 43.2)","(31.0, 95.0, 62.5)","(26.0, 50.0, 35.0)"
10-01-2023 19:54:22.874283,"(2.6, 3.65, 3.6166666666666667)","(3.2, 9.8, 9.715789473684211)","(6.0, 3.05, 3.0462962962962963)","(101.0, 390.0, 232.5)","(16.0, 38.0, 33.75)","(101.0, 850.0, 600.0)","(4.8, 99999, 99990)","(18.0, 44.0, 43.2)","(31.0, 95.0, 70.0)","(26.0, 50.0, 35.0)"
10-01-2023 19:54:24.140561,"(2.6, 3.65, 3.6166666666666667)","(3.2, 9.8, 9.654545454545456)","(6.0, 3.05, 3.2333333333333334)","(101.0, 370.0, 232.5)","(16.0, 38.0, 33.75)","(101.0, 850.0, 580.0)","(4.8, 99999, 99990)","(18.0, 44.0, 43.2)","(31.0, 90.0, 61.0)","(26.0, 50.0, 41.66666666666667)"
10-01-2023 19:54:25.567091,"(2.6, 4.1, 3.7666666666666666)","(3.2, 10.5, 9.96923076923077)","(6.0, 3.35, 3.3833333333333333)","(101.0, 370.0, 232.5)","(16.0, 38.0, 33.75)","(101.0, 820.0, 580.0)","(4.8, 99999, 99990)","(18.0, 44.0, 26.4)","(31.0, 90.0, 51.33333333333333)","(26.0, 50.0, 33.333333333333336)"
10-01-2023 19:54:26.938287,"(2.6, 4.1, 3.8899999999999997)","(3.2, 10.5, 10.189655172413794)","(6.0, 3.55, 5.264285714285714)","(101.0, 370.0, 163.75)","(16.0, 38.0, 33.75)","(101.0, 820.0, 580.0)","(4.8, 99999, 99990)","(18.0, 36.0, 26.4)","(31.0, 90.0, 51.33333333333333)","(26.0, 50.0, 35.0)"
10-01-2023 19:54:28.349581,"(2.6, 7.2, 6.050000000000001)","(3.2, 12.0, 7.514814814814814)","(6.0, 5.6, 4.921428571428572)","(101.0, 370.0, 163.75)","(16.0, 38.0, 33.75)","(101.0, 820.0, 580.0)","(4.8, 99999, 99990)","(18.0, 36.0, 30.0)","(31.0, 90.0, 51.33333333333333)","(26.0, 50.0, 35.0)"
