,Alcatraz Flash,Django Unleashed,Deceiving,Hooked On Sal,Prince Stimo,Three Putt Par,Cookie Cotton,Time For Tina
14-12-2022 12:01:21.865107,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.08, 1.885)","(31.0, 95.0, 59.6)","(6.0, 10.5, 9.51)","(21.0, 85.0, 54.375)","(10.0, 12.5, 12.375)","(18.0, 21.0, 19.375)","(14.0, 24.0, 20.833333333333332)"
14-12-2022 12:01:22.909299,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.06, 1.9057142857142857)","(31.0, 95.0, 59.6)","(6.0, 10.5, 9.51)","(21.0, 85.0, 54.375)","(10.0, 12.5, 12.375)","(18.0, 21.0, 19.375)","(14.0, 24.0, 20.833333333333332)"
14-12-2022 12:01:23.945055,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.06, 1.9057142857142857)","(31.0, 95.0, 59.6)","(6.0, 10.5, 9.51)","(21.0, 85.0, 54.375)","(10.0, 12.5, 12.375)","(18.0, 21.0, 19.375)","(14.0, 24.0, 20.833333333333332)"
14-12-2022 12:01:24.998937,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.04, 1.885263157894737)","(31.0, 95.0, 59.6)","(6.0, 10.5, 9.51)","(21.0, 90.0, 54.0)","(10.0, 15.0, 13.95)","(18.0, 21.0, 19.375)","(14.0, 24.0, 20.833333333333332)"
14-12-2022 12:01:26.071887,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.04, 1.885263157894737)","(31.0, 95.0, 59.6)","(6.0, 10.5, 9.51)","(21.0, 90.0, 54.0)","(10.0, 15.0, 13.95)","(18.0, 21.0, 19.375)","(14.0, 24.0, 20.833333333333332)"
14-12-2022 12:01:27.144432,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.02, 1.897857142857143)","(31.0, 95.0, 59.6)","(6.0, 10.5, 9.51)","(21.0, 90.0, 54.0)","(10.0, 15.0, 13.95)","(18.0, 21.0, 19.375)","(14.0, 24.0, 20.833333333333332)"
14-12-2022 12:01:28.243922,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.02, 1.8627586206896551)","(31.0, 95.0, 72.875)","(6.0, 10.5, 9.51)","(21.0, 90.0, 63.0)","(10.0, 15.0, 15.350000000000001)","(18.0, 21.0, 19.375)","(14.0, 24.0, 20.166666666666668)"
14-12-2022 12:01:29.420084,"(4.0, 6.4, 5.476923076923077)","(1.7, 2.02, 1.8710344827586207)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.51)","(21.0, 90.0, 63.0)","(10.0, 17.0, 14.5)","(18.0, 21.0, 19.375)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:30.610755,"(4.0, 6.4, 5.476923076923077)","(1.7, 2.02, 1.8710344827586207)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.51)","(21.0, 90.0, 63.0)","(10.0, 17.0, 14.5)","(18.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:31.836929,"(4.0, 6.4, 5.476923076923077)","(1.7, 2.02, 1.8627586206896551)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.51)","(21.0, 90.0, 77.53846153846155)","(11.0, 17.0, 14.5)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:33.001039,"(4.0, 6.4, 5.476923076923077)","(1.7, 2.02, 1.8627586206896551)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.51)","(21.0, 90.0, 77.53846153846155)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:34.123326,"(4.0, 6.4, 5.476923076923077)","(1.7, 2.02, 1.8710344827586207)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.51)","(21.0, 90.0, 77.53846153846155)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:35.257044,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.02, 1.8710344827586207)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.51)","(21.0, 95.0, 75.33333333333333)","(11.0, 17.0, 14.0)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:36.350699,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.02, 1.8710344827586207)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.51)","(21.0, 95.0, 75.33333333333333)","(11.0, 17.0, 14.0)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:37.439458,"(4.2, 6.4, 5.476923076923077)","(1.7, 2.0, 1.9127272727272728)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 8.64)","(21.0, 95.0, 59.375)","(11.0, 17.0, 14.0)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:38.532810,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.99, 1.87)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.069230769230769)","(21.0, 95.0, 59.375)","(11.0, 17.0, 14.0)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:39.701892,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.99, 1.8775)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.069230769230769)","(21.0, 95.0, 59.375)","(11.0, 17.0, 14.0)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:40.814399,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.99, 1.886875)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.466666666666667)","(21.0, 95.0, 59.375)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:41.902940,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.98, 1.9136842105263159)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 8.809090909090909)","(21.0, 95.0, 66.5)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:43.037367,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.98, 1.8900000000000001)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 8.809090909090909)","(21.0, 95.0, 66.5)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 19.869565217391305)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:44.167758,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.97, 1.9212500000000001)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 8.809090909090909)","(21.0, 95.0, 66.5)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 20.0)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:45.325732,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.97, 1.925)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 8.918181818181818)","(21.0, 95.0, 73.625)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 20.0)","(14.0, 23.0, 20.166666666666668)"
14-12-2022 12:01:46.422609,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.97, 1.925)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.5, 9.28)","(21.0, 100.0, 89.42857142857143)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 20.0)","(14.0, 23.0, 19.5)"
14-12-2022 12:01:47.565865,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.97, 1.8569767441860465)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.0, 9.175)","(21.0, 110.0, 70.0)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 20.0)","(14.0, 22.0, 19.5)"
14-12-2022 12:01:48.786503,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.96, 1.8465934065934066)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.0, 9.175)","(21.0, 110.0, 75.0)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 20.0)","(14.0, 22.0, 19.5)"
14-12-2022 12:01:49.938826,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.96, 1.8560439560439561)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.0, 9.175)","(21.0, 110.0, 75.0)","(11.0, 17.0, 14.272727272727273)","(19.0, 21.0, 20.0)","(14.0, 22.0, 19.5)"
14-12-2022 12:01:51.002759,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.96, 1.8605769230769231)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.0, 9.492307692307692)","(21.0, 110.0, 75.0)","(11.0, 17.0, 15.363636363636363)","(19.0, 21.0, 20.0)","(14.0, 22.0, 19.5)"
14-12-2022 12:01:52.104961,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.96, 1.905)","(31.0, 95.0, 81.38461538461539)","(6.0, 10.0, 9.4)","(21.0, 110.0, 75.0)","(11.0, 17.0, 15.363636363636363)","(19.0, 21.0, 20.0)","(14.0, 22.0, 19.5)"
14-12-2022 12:01:53.160479,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.96, 1.95)","(31.0, 95.0, 73.625)","(6.0, 10.0, 8.8)","(21.0, 110.0, 75.0)","(11.0, 17.0, 15.363636363636363)","(19.0, 21.0, 19.46153846153846)","(14.0, 22.0, 19.5)"
14-12-2022 12:01:54.151327,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.96, 1.9308333333333332)","(31.0, 95.0, 73.625)","(6.0, 10.0, 9.1)","(21.0, 110.0, 75.0)","(11.0, 17.0, 16.0)","(19.0, 21.0, 19.46153846153846)","(14.0, 22.0, 19.5)"
14-12-2022 12:01:55.333515,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.96, 1.9394117647058824)","(31.0, 95.0, 73.625)","(6.0, 10.0, 8.68)","(21.0, 110.0, 75.0)","(11.0, 17.5, 14.6875)","(19.0, 21.0, 19.46153846153846)","(14.0, 22.0, 19.5)"
14-12-2022 12:01:56.361132,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.97, 1.9585714285714286)","(31.0, 130.0, 89.11111111111111)","(6.0, 10.0, 8.68)","(26.0, 110.0, 79.77777777777777)","(11.0, 17.5, 14.791666666666668)","(19.0, 21.0, 19.46153846153846)","(14.0, 22.0, 19.5)"
14-12-2022 12:01:57.475407,"(4.2, 6.4, 5.425)","(1.7, 1.97, 1.9585714285714286)","(31.0, 130.0, 108.76923076923077)","(6.0, 10.0, 8.68)","(26.0, 110.0, 79.77777777777777)","(11.0, 17.5, 14.791666666666668)","(19.0, 21.0, 19.46153846153846)","(14.0, 22.0, 18.833333333333332)"
14-12-2022 12:01:58.573131,"(4.2, 6.4, 5.425)","(1.7, 1.97, 1.9585714285714286)","(31.0, 130.0, 108.76923076923077)","(6.0, 10.0, 9.25)","(26.0, 110.0, 79.77777777777777)","(11.0, 17.5, 14.791666666666668)","(19.0, 21.0, 19.46153846153846)","(14.0, 21.0, 17.38888888888889)"
14-12-2022 12:01:59.631096,"(4.2, 6.4, 5.425)","(1.7, 1.97, 1.9585714285714286)","(31.0, 130.0, 108.76923076923077)","(6.0, 10.0, 9.25)","(26.0, 110.0, 79.77777777777777)","(11.0, 17.5, 14.791666666666668)","(14.0, 21.0, 19.46153846153846)","(14.0, 21.0, 17.38888888888889)"
14-12-2022 12:02:00.608721,"(4.2, 6.4, 5.425)","(1.7, 1.97, 1.9585714285714286)","(31.0, 130.0, 108.76923076923077)","(6.0, 10.0, 9.25)","(26.0, 110.0, 79.77777777777777)","(11.0, 17.5, 14.791666666666668)","(14.0, 21.0, 19.46153846153846)","(14.0, 21.0, 17.38888888888889)"
14-12-2022 12:02:01.610400,"(4.2, 6.4, 5.425)","(1.7, 1.97, 1.9585714285714286)","(31.0, 130.0, 95.5)","(6.0, 10.0, 9.446153846153846)","(26.0, 110.0, 77.0)","(11.0, 17.5, 16.125)","(14.0, 21.0, 19.46153846153846)","(14.0, 21.0, 17.38888888888889)"
14-12-2022 12:02:02.610358,"(4.2, 6.4, 5.476923076923077)","(1.7, 1.98, 1.939090909090909)","(31.0, 130.0, 95.5)","(6.0, 10.0, 9.446153846153846)","(26.0, 110.0, 77.0)","(11.0, 17.0, 16.125)","(14.0, 21.0, 19.46153846153846)","(14.0, 21.0, 17.38888888888889)"
14-12-2022 12:02:03.619388,"(4.4, 6.4, 5.425)","(1.7, 1.98, 1.939090909090909)","(31.0, 130.0, 92.11764705882354)","(6.5, 10.0, 9.175)","(31.0, 110.0, 77.0)","(10.0, 17.0, 16.708333333333332)","(14.0, 21.0, 19.46153846153846)","(14.0, 21.0, 17.38888888888889)"
14-12-2022 12:02:04.690983,"(4.4, 6.4, 5.425)","(1.7, 1.98, 1.939090909090909)","(31.0, 130.0, 77.5)","(6.5, 10.0, 9.175)","(31.0, 110.0, 77.0)","(10.0, 17.0, 16.25)","(14.0, 21.0, 19.684210526315788)","(14.0, 21.0, 17.38888888888889)"
14-12-2022 12:02:05.890759,"(4.4, 6.4, 5.425)","(1.7, 1.98, 1.939090909090909)","(31.0, 130.0, 77.5)","(6.5, 10.0, 9.175)","(31.0, 110.0, 77.0)","(10.0, 17.0, 15.5)","(14.0, 21.0, 19.684210526315788)","(14.0, 21.0, 17.38888888888889)"
14-12-2022 12:02:07.014440,"(4.4, 6.4, 5.425)","(1.7, 1.98, 1.939090909090909)","(31.0, 130.0, 77.5)","(6.5, 10.0, 9.25)","(31.0, 110.0, 77.0)","(10.0, 16.5, 15.5)","(14.0, 21.0, 19.684210526315788)","(14.0, 21.0, 16.357142857142858)"
14-12-2022 12:02:08.327435,"(4.4, 6.4, 5.425)","(1.7, 1.98, 1.939090909090909)","(31.0, 130.0, 90.0)","(6.5, 10.0, 9.25)","(31.0, 110.0, 72.5)","(10.0, 16.5, 15.5)","(14.0, 21.0, 19.684210526315788)","(14.0, 21.0, 16.863636363636363)"
14-12-2022 12:02:09.323903,"(4.4, 6.4, 5.425)","(1.7, 1.98, 1.9332)","(31.0, 130.0, 104.28571428571429)","(6.5, 10.0, 9.25)","(31.0, 120.0, 72.5)","(10.0, 16.5, 15.5)","(14.0, 21.0, 19.684210526315788)","(14.0, 21.0, 16.125)"
14-12-2022 12:02:10.401079,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.97, 1.9001052631578947)","(31.0, 130.0, 71.33333333333333)","(6.5, 10.0, 9.538461538461538)","(31.0, 110.0, 88.33333333333333)","(10.0, 16.5, 15.5)","(14.0, 21.0, 20.0)","(14.0, 21.0, 16.125)"
14-12-2022 12:02:11.587237,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.97, 1.9001052631578947)","(31.0, 130.0, 93.52941176470588)","(6.5, 10.0, 9.25)","(31.0, 120.0, 88.33333333333333)","(10.0, 16.5, 16.125)","(14.0, 21.0, 21.25)","(14.0, 21.0, 16.5)"
14-12-2022 12:02:12.600612,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.97, 1.9001052631578947)","(31.0, 110.0, 93.52941176470588)","(6.5, 10.0, 9.25)","(31.0, 120.0, 88.33333333333333)","(10.0, 16.5, 15.5)","(14.0, 25.0, 22.0)","(14.0, 20.0, 16.75)"
14-12-2022 12:02:13.592618,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.97, 1.9018518518518517)","(31.0, 110.0, 79.77777777777777)","(6.5, 10.0, 9.325)","(31.0, 120.0, 88.33333333333333)","(10.0, 16.5, 15.5)","(14.0, 24.0, 22.0)","(14.0, 20.0, 17.6)"
14-12-2022 12:02:14.745880,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.97, 1.9018518518518517)","(31.0, 110.0, 78.61538461538461)","(6.5, 10.0, 9.325)","(31.0, 120.0, 88.33333333333333)","(10.0, 16.5, 15.5)","(14.0, 24.0, 22.0)","(14.0, 20.0, 15.166666666666666)"
14-12-2022 12:02:15.778660,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.97, 1.8741666666666668)","(31.0, 110.0, 78.61538461538461)","(6.5, 10.0, 9.584615384615384)","(31.0, 120.0, 88.33333333333333)","(10.0, 16.5, 16.125)","(14.0, 24.0, 22.0)","(14.0, 21.0, 15.166666666666666)"
14-12-2022 12:02:16.787279,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.96, 1.9049999999999998)","(31.0, 110.0, 80.85714285714286)","(6.5, 10.0, 9.666666666666666)","(31.0, 150.0, 105.0)","(10.0, 16.5, 16.125)","(14.0, 24.0, 22.0)","(14.0, 21.0, 15.166666666666666)"
14-12-2022 12:02:17.838916,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.95, 1.8849999999999998)","(31.0, 110.0, 80.85714285714286)","(6.5, 10.0, 9.666666666666666)","(31.0, 140.0, 125.45454545454545)","(10.0, 16.5, 15.5)","(14.0, 24.0, 22.0)","(14.0, 19.5, 15.571428571428571)"
14-12-2022 12:02:18.983907,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.95, 1.8846666666666665)","(31.0, 110.0, 79.53846153846153)","(6.5, 10.0, 9.325)","(31.0, 140.0, 120.0)","(10.0, 16.5, 15.5)","(14.0, 24.0, 22.0)","(14.0, 19.5, 14.583333333333334)"
14-12-2022 12:02:20.057846,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.95, 1.8846666666666665)","(31.0, 110.0, 79.53846153846153)","(6.5, 10.0, 9.7)","(31.0, 140.0, 125.45454545454545)","(10.0, 16.5, 16.125)","(14.0, 24.0, 22.0)","(14.0, 20.0, 15.357142857142858)"
14-12-2022 12:02:21.101747,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.95, 1.833076923076923)","(31.0, 110.0, 86.0)","(6.5, 10.0, 9.7)","(31.0, 140.0, 122.3076923076923)","(10.0, 16.5, 16.125)","(14.0, 24.0, 22.0)","(14.0, 20.0, 17.272727272727273)"
14-12-2022 12:02:22.105069,"(4.4, 6.4, 5.371428571428572)","(1.7, 1.94, 1.86125)","(31.0, 120.0, 94.66666666666666)","(6.5, 10.0, 9.325)","(31.0, 150.0, 116.25)","(10.0, 16.5, 15.5)","(14.0, 24.0, 22.0)","(14.0, 20.0, 16.0625)"
14-12-2022 12:02:23.198767,"(4.4, 6.4, 5.800000000000001)","(1.7, 1.94, 1.8607142857142858)","(31.0, 120.0, 94.66666666666666)","(6.5, 10.0, 9.63076923076923)","(31.0, 160.0, 116.25)","(10.0, 16.5, 16.125)","(14.0, 24.0, 22.0)","(14.0, 19.5, 16.0625)"
14-12-2022 12:02:24.215166,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.94, 1.8607142857142858)","(31.0, 120.0, 93.0909090909091)","(7.0, 10.0, 9.63076923076923)","(31.0, 160.0, 116.25)","(11.0, 16.5, 16.125)","(15.0, 24.0, 22.0)","(13.0, 19.5, 16.0625)"
14-12-2022 12:02:25.268841,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.93, 1.832439024390244)","(31.0, 120.0, 95.33333333333334)","(7.0, 10.0, 9.63076923076923)","(31.0, 160.0, 116.25)","(11.0, 16.5, 15.5)","(15.0, 24.0, 22.0)","(13.0, 19.5, 15.26923076923077)"
14-12-2022 12:02:26.360618,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.92, 1.8811111111111112)","(31.0, 130.0, 88.0)","(7.0, 10.0, 9.4)","(31.0, 160.0, 116.25)","(11.0, 16.5, 16.125)","(15.0, 24.0, 22.0)","(13.0, 19.5, 15.26923076923077)"
14-12-2022 12:02:27.348047,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.92, 1.8675)","(31.0, 130.0, 102.0)","(7.0, 10.0, 9.4)","(31.0, 160.0, 116.25)","(11.0, 16.5, 15.5)","(15.0, 24.0, 22.0)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:28.355632,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.91, 1.845609756097561)","(31.0, 130.0, 93.55555555555556)","(7.0, 10.0, 9.4)","(31.0, 160.0, 116.25)","(11.0, 16.5, 15.5)","(15.0, 24.0, 22.0)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:29.401589,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.91, 1.845609756097561)","(31.0, 130.0, 100.18181818181819)","(7.0, 10.0, 9.4)","(31.0, 160.0, 116.25)","(11.0, 16.5, 16.125)","(15.0, 24.0, 22.0)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:30.756408,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.91, 1.8366666666666667)","(31.0, 130.0, 100.18181818181819)","(7.0, 10.0, 9.733333333333334)","(31.0, 160.0, 116.25)","(11.0, 16.5, 15.5)","(15.0, 24.0, 22.0)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:31.852642,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.91, 1.8366666666666667)","(31.0, 130.0, 100.18181818181819)","(7.0, 10.0, 9.733333333333334)","(31.0, 160.0, 116.25)","(11.0, 16.5, 15.5)","(15.0, 24.0, 22.0)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:32.912588,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.9, 1.85125)","(31.0, 130.0, 109.5)","(7.0, 10.0, 9.4)","(31.0, 160.0, 116.25)","(11.0, 16.5, 15.5)","(15.0, 24.0, 22.0)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:33.972065,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.9, 1.8952631578947368)","(31.0, 140.0, 102.11764705882354)","(7.0, 10.0, 9.475)","(31.0, 160.0, 116.25)","(11.0, 16.5, 16.125)","(15.0, 24.0, 22.0)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:35.062417,"(4.2, 6.4, 5.800000000000001)","(1.7, 1.9, 1.8752380952380951)","(31.0, 140.0, 102.11764705882354)","(7.0, 10.0, 9.475)","(31.0, 160.0, 116.25)","(11.0, 16.5, 15.5)","(15.0, 24.0, 22.0)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:36.165347,"(4.2, 6.4, 5.575)","(1.7, 1.9, 1.8733333333333333)","(31.0, 140.0, 102.11764705882354)","(7.0, 10.0, 9.676923076923076)","(31.0, 160.0, 116.25)","(11.0, 16.5, 16.11111111111111)","(15.0, 24.0, 23.25)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:37.226516,"(4.2, 6.4, 5.575)","(1.7, 1.9, 1.8914285714285715)","(31.0, 140.0, 102.11764705882354)","(7.0, 10.0, 9.475)","(31.0, 160.0, 116.25)","(11.0, 16.5, 16.11111111111111)","(15.0, 24.0, 23.25)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:38.380385,"(4.2, 6.4, 5.575)","(1.7, 1.9, 1.8914285714285715)","(31.0, 140.0, 102.11764705882354)","(7.0, 10.0, 9.723076923076924)","(31.0, 160.0, 116.25)","(11.0, 16.5, 16.15)","(15.0, 24.0, 23.25)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:39.465553,"(4.2, 6.4, 5.575)","(1.7, 1.9, 1.8825)","(31.0, 140.0, 102.11764705882354)","(7.0, 10.0, 9.723076923076924)","(31.0, 160.0, 116.25)","(11.0, 16.5, 16.15)","(15.0, 24.0, 23.25)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:40.570305,"(4.2, 6.4, 5.647368421052631)","(1.7, 1.9, 1.865)","(31.0, 140.0, 102.11764705882354)","(7.0, 10.0, 9.55)","(31.0, 160.0, 116.25)","(11.0, 16.5, 14.5)","(15.0, 24.0, 23.25)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:41.620120,"(4.2, 6.2, 5.6375)","(1.7, 1.9, 1.88)","(31.0, 140.0, 102.11764705882354)","(7.0, 10.0, 9.55)","(31.0, 160.0, 86.11111111111111)","(11.0, 16.5, 15.833333333333332)","(15.0, 24.0, 23.25)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:42.634725,"(4.2, 6.2, 5.58421052631579)","(1.7, 1.9, 1.8800000000000001)","(31.0, 140.0, 87.5)","(7.0, 10.0, 9.723076923076924)","(31.0, 160.0, 108.84615384615384)","(11.0, 16.5, 15.8)","(15.0, 24.0, 22.416666666666668)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:43.661991,"(4.2, 6.2, 5.525)","(1.7, 1.92, 1.8881818181818182)","(31.0, 140.0, 62.27272727272727)","(7.0, 10.0, 9.625)","(31.0, 160.0, 108.84615384615384)","(11.0, 16.5, 15.75)","(15.0, 23.0, 21.75)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:44.664003,"(4.2, 6.2, 5.486206896551724)","(1.7, 1.91, 1.874)","(31.0, 130.0, 90.0)","(7.0, 10.0, 9.625)","(31.0, 160.0, 108.84615384615384)","(11.0, 16.5, 15.75)","(15.0, 24.0, 21.75)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:45.795613,"(4.2, 6.2, 5.403846153846153)","(1.7, 1.91, 1.9)","(31.0, 120.0, 74.13793103448276)","(7.0, 10.0, 10.363636363636363)","(31.0, 160.0, 108.84615384615384)","(11.0, 16.5, 14.5)","(15.0, 24.0, 20.25)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:46.820343,"(4.2, 6.2, 5.403846153846153)","(1.7, 1.91, 1.907560975609756)","(31.0, 120.0, 74.13793103448276)","(7.0, 10.5, 10.466666666666667)","(31.0, 160.0, 108.84615384615384)","(11.0, 16.5, 14.5)","(15.0, 24.0, 21.5)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:47.900013,"(4.2, 6.2, 5.372)","(1.7, 1.92, 1.8922222222222222)","(31.0, 120.0, 74.13793103448276)","(7.0, 10.5, 10.416666666666666)","(31.0, 160.0, 92.14285714285714)","(11.0, 16.5, 15.166666666666666)","(15.0, 24.0, 21.5)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:48.996738,"(4.2, 6.2, 5.639024390243903)","(1.7, 1.94, 1.8909090909090909)","(31.0, 120.0, 74.13793103448276)","(7.0, 10.5, 10.416666666666666)","(31.0, 160.0, 92.14285714285714)","(11.0, 16.5, 15.166666666666666)","(15.0, 24.0, 21.5)","(13.0, 19.5, 14.916666666666666)"
14-12-2022 12:02:50.072930,"(4.2, 6.2, 5.639024390243903)","(1.7, 1.94, 1.9)","(31.0, 120.0, 84.05405405405406)","(7.0, 10.5, 10.185714285714285)","(31.0, 160.0, 95.22727272727272)","(11.0, 16.5, 13.208333333333334)","(15.0, 24.0, 22.0)","(13.0, 19.5, 15.571428571428571)"
14-12-2022 12:02:51.164158,"(4.2, 6.2, 5.639024390243903)","(1.7, 1.94, 1.9042857142857141)","(31.0, 120.0, 84.05405405405406)","(7.0, 10.5, 10.185714285714285)","(31.0, 160.0, 95.22727272727272)","(11.0, 13.5, 13.181818181818182)","(15.0, 24.0, 22.333333333333332)","(13.0, 19.5, 14.717391304347826)"
14-12-2022 12:02:52.343906,"(4.2, 6.2, 5.639024390243903)","(1.7, 1.95, 1.9457647058823528)","(31.0, 120.0, 78.4375)","(7.0, 10.5, 9.766666666666667)","(31.0, 160.0, 95.22727272727272)","(11.0, 13.5, 13.166666666666666)","(15.0, 24.0, 21.5)","(13.0, 19.5, 15.375)"
