,Alcatraz Flash,Django Unleashed,Deceiving,Hooked On Sal,Prince Stimo,Three Putt Par,Cookie Cotton,Time For Tina
14-12-2022 12:02:53.599741,"(4.2, 6.2, 5.7)","(1.7, 1.95, 1.9264705882352942)","(31.0, 120.0, 68.9655172413793)","(7.0, 11.5, 10.74)","(31.0, 160.0, 95.22727272727272)","(11.0, 13.5, 13.166666666666666)","(15.0, 24.0, 21.5)","(13.0, 19.5, 15.481481481481481)"
14-12-2022 12:02:54.704516,"(4.2, 6.2, 5.655263157894737)","(1.7, 1.95, 1.9157142857142857)","(31.0, 100.0, 68.9655172413793)","(7.0, 11.5, 10.74)","(31.0, 160.0, 95.22727272727272)","(11.0, 13.5, 13.166666666666666)","(15.0, 24.0, 21.5)","(13.0, 19.0, 15.481481481481481)"
14-12-2022 12:02:55.797034,"(4.2, 6.2, 5.655263157894737)","(1.7, 1.95, 1.9157142857142857)","(31.0, 100.0, 68.9655172413793)","(7.0, 11.5, 10.74)","(31.0, 160.0, 95.22727272727272)","(11.0, 13.5, 13.166666666666666)","(15.0, 24.0, 21.5)","(13.0, 19.0, 14.789473684210526)"
14-12-2022 12:02:56.873783,"(4.2, 6.2, 5.525)","(1.7, 1.94, 1.9087999999999998)","(31.0, 100.0, 68.9655172413793)","(7.0, 11.5, 11.3)","(31.0, 160.0, 95.22727272727272)","(11.0, 12.5, 11.981481481481481)","(15.0, 24.0, 19.833333333333332)","(13.0, 19.0, 16.105263157894736)"
14-12-2022 12:02:57.923764,"(4.2, 6.2, 5.39)","(1.7, 1.94, 1.9087999999999998)","(31.0, 100.0, 68.9655172413793)","(7.0, 11.5, 11.38888888888889)","(31.0, 160.0, 95.22727272727272)","(11.0, 12.5, 11.964285714285714)","(15.0, 24.0, 19.833333333333332)","(13.0, 19.0, 15.071428571428571)"
14-12-2022 12:02:58.960273,"(4.2, 6.2, 5.347368421052631)","(1.7, 1.94, 1.8993749999999998)","(31.0, 100.0, 68.9655172413793)","(7.0, 12.0, 11.447368421052632)","(31.0, 160.0, 95.22727272727272)","(11.0, 12.5, 11.634615384615385)","(15.0, 24.0, 19.833333333333332)","(13.0, 19.0, 15.071428571428571)"
14-12-2022 12:02:59.997920,"(4.2, 6.2, 5.347368421052631)","(1.7, 1.94, 1.8993749999999998)","(31.0, 100.0, 68.9655172413793)","(7.0, 12.0, 11.447368421052632)","(31.0, 140.0, 92.63157894736842)","(11.0, 11.5, 12.720930232558139)","(15.0, 24.0, 19.833333333333332)","(13.0, 19.0, 16.105263157894736)"
14-12-2022 12:03:01.029921,"(4.2, 6.2, 5.552)","(1.7, 1.94, 1.9)","(31.0, 100.0, 68.9655172413793)","(7.0, 12.0, 11.16)","(31.0, 140.0, 92.63157894736842)","(11.0, 13.0, 12.720930232558139)","(15.0, 24.0, 19.833333333333332)","(13.0, 19.0, 15.333333333333334)"
14-12-2022 12:03:02.003677,"(4.2, 6.2, 5.347368421052631)","(1.7, 1.94, 1.9)","(31.0, 100.0, 68.9655172413793)","(7.0, 12.0, 11.16)","(31.0, 140.0, 92.63157894736842)","(11.0, 13.0, 12.608695652173914)","(15.0, 24.0, 19.833333333333332)","(13.0, 18.5, 14.613636363636363)"
14-12-2022 12:03:03.031588,"(4.2, 6.2, 5.347368421052631)","(1.7, 1.94, 1.9)","(31.0, 100.0, 57.368421052631575)","(7.0, 12.0, 11.16)","(31.0, 140.0, 75.38461538461539)","(11.0, 13.0, 12.460526315789474)","(15.0, 24.0, 19.833333333333332)","(13.0, 18.5, 15.125)"
14-12-2022 12:03:04.064408,"(4.2, 6.2, 5.552)","(1.7, 1.93, 1.8833333333333333)","(31.0, 100.0, 57.368421052631575)","(7.0, 12.0, 11.16)","(31.0, 140.0, 75.38461538461539)","(11.0, 12.5, 12.460526315789474)","(15.0, 24.0, 19.833333333333332)","(13.0, 18.5, 15.125)"
14-12-2022 12:03:05.145050,"(4.2, 6.2, 5.75)","(1.7, 1.92, 1.9028571428571428)","(31.0, 90.0, 56.59090909090909)","(7.0, 12.0, 11.16)","(31.0, 140.0, 89.44444444444444)","(11.0, 12.5, 12.442307692307692)","(15.0, 19.0, 22.7)","(13.0, 18.0, 17.636363636363637)"
14-12-2022 12:03:06.211431,"(4.2, 6.2, 5.75)","(1.7, 1.92, 1.91)","(31.0, 90.0, 56.59090909090909)","(7.0, 12.0, 11.678571428571429)","(31.0, 140.0, 89.44444444444444)","(11.0, 12.5, 12.442307692307692)","(15.0, 23.0, 22.625)","(13.0, 18.0, 17.333333333333332)"
14-12-2022 12:03:07.227112,"(4.2, 6.2, 5.75)","(1.7, 1.91, 1.8736363636363638)","(31.0, 90.0, 62.77777777777778)","(7.0, 12.0, 11.678571428571429)","(31.0, 140.0, 89.44444444444444)","(11.0, 12.5, 12.333333333333334)","(15.0, 23.0, 21.708333333333332)","(13.0, 18.0, 17.636363636363637)"
14-12-2022 12:03:08.278650,"(4.2, 6.2, 5.75)","(1.7, 1.9, 1.8996)","(31.0, 90.0, 68.38235294117646)","(7.0, 12.0, 11.678571428571429)","(31.0, 140.0, 86.47058823529412)","(11.0, 13.0, 12.65)","(15.0, 22.0, 21.416666666666668)","(13.0, 18.0, 15.428571428571429)"
14-12-2022 12:03:09.371362,"(4.2, 6.2, 5.814814814814815)","(1.7, 1.93, 1.9249999999999998)","(31.0, 90.0, 71.625)","(7.0, 12.0, 11.678571428571429)","(31.0, 140.0, 86.47058823529412)","(11.0, 13.0, 12.5)","(15.0, 22.0, 21.55)","(13.0, 18.0, 14.666666666666666)"
14-12-2022 12:03:10.468689,"(4.2, 6.2, 5.841379310344828)","(1.7, 1.93, 1.9136363636363636)","(31.0, 90.0, 71.625)","(7.0, 12.0, 11.763157894736842)","(31.0, 140.0, 86.47058823529412)","(11.0, 13.0, 12.708333333333334)","(15.0, 22.0, 20.75)","(13.0, 18.0, 16.0)"
14-12-2022 12:03:11.576618,"(4.4, 6.2, 5.841379310344828)","(1.7, 1.93, 1.8883333333333332)","(31.0, 90.0, 71.625)","(7.0, 12.0, 11.763157894736842)","(31.0, 140.0, 86.47058823529412)","(11.0, 13.0, 12.7375)","(15.0, 22.0, 19.1875)","(13.0, 17.0, 14.3)"
14-12-2022 12:03:12.707133,"(4.4, 6.2, 5.82)","(1.7, 1.89, 1.8809090909090909)","(31.0, 90.0, 71.625)","(7.0, 12.0, 11.763157894736842)","(31.0, 140.0, 98.21428571428571)","(11.0, 13.0, 12.872727272727273)","(15.0, 22.0, 20.26923076923077)","(13.0, 17.0, 14.1875)"
14-12-2022 12:03:13.824063,"(4.4, 6.2, 5.765714285714286)","(1.7, 1.92, 1.8888888888888888)","(31.0, 90.0, 71.625)","(7.0, 12.0, 11.763157894736842)","(31.0, 140.0, 98.21428571428571)","(11.0, 13.0, 12.872727272727273)","(14.0, 22.0, 19.5)","(13.0, 17.0, 14.333333333333334)"
14-12-2022 12:03:14.940231,"(4.4, 6.2, 5.729411764705882)","(1.7, 1.92, 1.8825)","(31.0, 90.0, 71.625)","(7.5, 12.0, 11.763157894736842)","(41.0, 140.0, 98.21428571428571)","(11.0, 13.0, 12.9375)","(14.0, 22.0, 20.75)","(13.0, 16.0, 14.375)"
14-12-2022 12:03:16.032220,"(4.4, 6.2, 5.729411764705882)","(1.7, 1.93, 1.898)","(31.0, 90.0, 71.625)","(7.5, 12.0, 11.763157894736842)","(41.0, 140.0, 98.21428571428571)","(11.0, 13.0, 12.916666666666666)","(14.0, 22.0, 20.75)","(13.0, 15.5, 14.088235294117647)"
14-12-2022 12:03:17.121089,"(4.4, 6.2, 5.729411764705882)","(1.7, 1.94, 1.9177777777777778)","(31.0, 90.0, 71.625)","(7.5, 12.0, 11.763157894736842)","(41.0, 140.0, 78.4375)","(11.0, 13.0, 13.65)","(14.0, 22.0, 20.75)","(13.0, 15.5, 14.083333333333334)"
14-12-2022 12:03:18.236139,"(4.4, 6.2, 5.729411764705882)","(1.7, 1.93, 1.9014285714285712)","(31.0, 90.0, 76.5909090909091)","(7.5, 12.0, 11.763157894736842)","(41.0, 130.0, 78.66666666666667)","(11.0, 14.0, 13.574468085106384)","(14.0, 22.0, 21.02173913043478)","(13.0, 15.5, 14.083333333333334)"
14-12-2022 12:03:19.292380,"(4.4, 6.2, 5.729411764705882)","(1.7, 1.9, 1.881153846153846)","(31.0, 80.0, 76.42857142857143)","(7.5, 12.0, 11.763157894736842)","(41.0, 130.0, 78.66666666666667)","(11.0, 14.0, 13.574468085106384)","(14.0, 22.0, 21.02173913043478)","(13.0, 15.5, 14.083333333333334)"
14-12-2022 12:03:20.362608,"(4.4, 6.2, 5.7897435897435905)","(1.7, 1.91, 1.9024999999999999)","(31.0, 80.0, 70.27777777777777)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 102.0)","(11.0, 14.0, 13.192307692307692)","(14.0, 22.0, 19.083333333333332)","(13.0, 15.5, 13.53125)"
14-12-2022 12:03:21.434238,"(4.4, 6.2, 5.742857142857143)","(1.7, 1.94, 1.9049999999999998)","(31.0, 80.0, 70.27777777777777)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 96.66666666666667)","(11.0, 14.0, 13.65)","(14.0, 22.0, 19.083333333333332)","(13.0, 15.5, 14.5)"
14-12-2022 12:03:22.448611,"(4.4, 6.2, 5.742857142857143)","(1.7, 1.93, 1.9026315789473682)","(31.0, 80.0, 70.27777777777777)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 102.0)","(11.0, 14.0, 13.65)","(14.0, 22.0, 19.083333333333332)","(13.0, 15.5, 14.5)"
14-12-2022 12:03:23.477600,"(4.4, 6.2, 5.742857142857143)","(1.7, 1.93, 1.9049999999999998)","(31.0, 80.0, 73.0)","(7.5, 12.0, 11.5)","(41.0, 120.0, 102.0)","(11.0, 14.0, 13.65)","(14.0, 22.0, 20.928571428571427)","(13.0, 15.5, 14.5)"
14-12-2022 12:03:24.497562,"(4.4, 6.0, 5.791304347826087)","(1.7, 1.94, 1.9266666666666665)","(31.0, 80.0, 73.0)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 102.0)","(11.0, 14.0, 13.363636363636363)","(14.0, 22.0, 20.928571428571427)","(13.0, 15.5, 14.605263157894736)"
14-12-2022 12:03:25.600260,"(4.4, 6.0, 5.78)","(1.7, 1.93, 1.906)","(31.0, 80.0, 73.0)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 86.25)","(11.0, 14.0, 12.6875)","(14.0, 22.0, 20.928571428571427)","(13.0, 15.5, 14.605263157894736)"
14-12-2022 12:03:26.603570,"(4.4, 6.0, 5.7)","(1.7, 1.93, 1.8866666666666665)","(31.0, 80.0, 73.0)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 86.25)","(11.0, 14.0, 13.78125)","(14.0, 22.0, 20.823529411764707)","(13.0, 15.5, 14.605263157894736)"
14-12-2022 12:03:27.654024,"(4.4, 6.0, 5.614285714285715)","(1.7, 1.92, 1.8747619047619049)","(31.0, 80.0, 73.0)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 86.25)","(11.0, 14.0, 13.840909090909092)","(14.0, 22.0, 19.083333333333332)","(13.0, 15.5, 14.605263157894736)"
14-12-2022 12:03:28.697975,"(4.4, 6.0, 5.614285714285715)","(1.7, 1.92, 1.8747619047619049)","(31.0, 80.0, 73.0)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 102.0)","(11.0, 14.0, 13.81578947368421)","(14.0, 22.0, 20.25)","(13.0, 15.5, 14.605263157894736)"
14-12-2022 12:03:29.710576,"(4.4, 6.0, 5.614285714285715)","(1.7, 1.9, 1.885)","(31.0, 80.0, 73.0)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 102.0)","(11.0, 14.0, 13.3)","(14.0, 22.0, 20.25)","(13.0, 15.5, 14.605263157894736)"
14-12-2022 12:03:30.751655,"(4.4, 6.0, 5.614285714285715)","(1.7, 1.9, 1.8816666666666666)","(31.0, 80.0, 67.5)","(7.5, 12.0, 11.763157894736842)","(41.0, 120.0, 102.0)","(11.0, 14.0, 13.65)","(14.0, 22.0, 20.25)","(13.0, 15.5, 14.605263157894736)"
14-12-2022 12:03:31.808051,"(4.4, 6.0, 5.614285714285715)","(1.7, 1.9, 1.8846511627906977)","(31.0, 80.0, 67.5)","(7.5, 12.0, 11.878378378378379)","(41.0, 120.0, 102.0)","(11.0, 14.0, 14.882352941176471)","(14.0, 22.0, 21.794117647058822)","(13.0, 15.5, 14.587719298245613)"
14-12-2022 12:03:32.857467,"(4.4, 5.8, 5.63448275862069)","(1.7, 1.91, 1.905625)","(31.0, 80.0, 67.5)","(7.5, 12.0, 11.91891891891892)","(41.0, 120.0, 102.0)","(11.0, 15.5, 14.9)","(14.0, 22.0, 21.794117647058822)","(13.0, 15.5, 13.25)"
14-12-2022 12:03:33.884997,"(4.4, 5.8, 5.474074074074075)","(1.7, 1.93, 1.9166666666666665)","(31.0, 110.0, 66.25)","(7.5, 12.5, 12.433333333333334)","(41.0, 120.0, 102.0)","(11.0, 15.5, 15.1)","(14.0, 22.0, 21.794117647058822)","(13.0, 14.0, 12.916666666666666)"
14-12-2022 12:03:35.028715,"(4.4, 5.6, 5.475)","(1.7, 1.9, 1.8959090909090908)","(31.0, 110.0, 72.5)","(7.5, 12.5, 12.545454545454545)","(41.0, 90.0, 87.6923076923077)","(11.0, 15.5, 14.825)","(14.0, 22.0, 21.794117647058822)","(13.0, 13.5, 13.714285714285714)"
14-12-2022 12:03:36.184576,"(4.4, 5.6, 5.409090909090909)","(1.7, 1.93, 1.9143478260869564)","(31.0, 110.0, 80.0)","(7.5, 13.0, 12.705882352941176)","(41.0, 130.0, 88.75)","(11.0, 15.5, 14.825)","(14.0, 22.0, 21.823529411764707)","(13.0, 14.0, 13.863636363636363)"
14-12-2022 12:03:37.328168,"(4.4, 5.6, 5.352941176470588)","(1.7, 1.91, 1.9017647058823528)","(31.0, 110.0, 76.25)","(7.5, 13.0, 12.2)","(41.0, 130.0, 98.5)","(11.0, 15.5, 14.868421052631579)","(14.0, 22.0, 21.88)","(13.0, 14.0, 13.863636363636363)"
14-12-2022 12:03:38.501194,"(4.4, 5.6, 5.352941176470588)","(1.7, 1.91, 1.9081818181818182)","(31.0, 110.0, 90.71428571428572)","(7.5, 12.5, 12.357142857142858)","(41.0, 130.0, 98.5)","(11.0, 15.5, 15.105263157894736)","(14.0, 22.0, 21.842105263157894)","(13.0, 14.0, 13.25)"
14-12-2022 12:03:39.599686,"(4.4, 5.6, 5.457142857142857)","(1.7, 1.88, 1.8757142857142857)","(31.0, 110.0, 90.71428571428572)","(7.5, 12.5, 12.357142857142858)","(41.0, 130.0, 98.5)","(11.0, 15.5, 14.75)","(14.0, 22.0, 22.130434782608695)","(13.0, 14.0, 13.75)"
14-12-2022 12:03:40.716537,"(4.4, 5.8, 5.575)","(1.7, 1.88, 1.8525)","(31.0, 110.0, 82.22222222222223)","(7.5, 12.5, 12.357142857142858)","(41.0, 130.0, 98.5)","(11.0, 15.0, 14.714285714285714)","(14.0, 23.0, 21.833333333333332)","(13.0, 14.5, 13.625)"
14-12-2022 12:03:41.782819,"(4.4, 5.8, 5.6499999999999995)","(1.7, 1.87, 1.8516666666666668)","(31.0, 110.0, 82.22222222222223)","(8.0, 12.5, 12.75)","(41.0, 130.0, 98.5)","(11.0, 15.0, 14.714285714285714)","(14.0, 22.0, 21.833333333333332)","(13.0, 14.5, 13.1875)"
14-12-2022 12:03:42.845542,"(4.4, 5.8, 5.704)","(1.7, 1.87, 1.8608333333333333)","(31.0, 110.0, 71.53846153846153)","(8.0, 13.0, 12.928571428571429)","(41.0, 130.0, 101.07142857142857)","(11.0, 15.0, 14.714285714285714)","(14.0, 22.0, 21.833333333333332)","(13.0, 14.5, 13.1875)"
14-12-2022 12:03:43.931770,"(4.4, 5.8, 5.704)","(1.7, 1.87, 1.853076923076923)","(31.0, 110.0, 85.0)","(8.0, 13.5, 12.928571428571429)","(41.0, 130.0, 101.07142857142857)","(11.0, 15.0, 14.714285714285714)","(14.0, 22.0, 21.833333333333332)","(13.0, 14.5, 13.1875)"
14-12-2022 12:03:44.911586,"(4.4, 5.8, 5.704)","(1.7, 1.87, 1.8538095238095238)","(31.0, 110.0, 82.22222222222223)","(8.0, 13.5, 12.928571428571429)","(41.0, 130.0, 101.07142857142857)","(11.0, 15.0, 14.714285714285714)","(14.0, 22.0, 21.833333333333332)","(13.0, 14.5, 13.1875)"
14-12-2022 12:03:45.942568,"(4.4, 5.8, 5.62)","(1.65, 1.87, 1.8534782608695652)","(41.0, 110.0, 95.9375)","(8.5, 13.5, 12.868421052631579)","(41.0, 130.0, 103.0)","(11.0, 15.0, 14.714285714285714)","(14.0, 22.0, 21.791666666666668)","(12.0, 14.5, 13.1875)"
14-12-2022 12:03:46.952041,"(4.4, 5.8, 5.585714285714285)","(1.65, 1.87, 1.851)","(41.0, 110.0, 95.9375)","(8.5, 13.5, 12.978260869565217)","(41.0, 130.0, 105.45454545454545)","(11.0, 15.0, 14.714285714285714)","(14.0, 22.0, 21.791666666666668)","(12.0, 14.5, 13.1875)"
14-12-2022 12:03:47.983823,"(4.4, 5.8, 5.585714285714285)","(1.65, 1.87, 1.851)","(41.0, 110.0, 95.9375)","(8.5, 13.5, 12.978260869565217)","(41.0, 130.0, 105.45454545454545)","(11.0, 15.0, 14.714285714285714)","(14.0, 22.0, 21.791666666666668)","(12.0, 14.5, 13.115384615384615)"
14-12-2022 12:03:49.002758,"(4.4, 5.8, 5.594285714285714)","(1.65, 1.86, 1.8538181818181818)","(41.0, 110.0, 96.93548387096774)","(8.5, 13.5, 12.666666666666666)","(41.0, 130.0, 110.71428571428571)","(11.0, 15.0, 14.681818181818182)","(14.0, 23.0, 22.125)","(12.0, 14.5, 13.078947368421053)"
14-12-2022 12:03:50.029487,"(4.4, 5.8, 5.594285714285714)","(1.65, 1.86, 1.851904761904762)","(41.0, 110.0, 96.93548387096774)","(8.5, 13.5, 12.666666666666666)","(41.0, 130.0, 104.0)","(11.0, 15.0, 14.9375)","(14.0, 23.0, 22.125)","(12.0, 14.5, 13.078947368421053)"
14-12-2022 12:03:51.043605,"(4.4, 5.7, 5.6571428571428575)","(1.65, 1.89, 1.8823943661971831)","(41.0, 110.0, 96.93548387096774)","(8.5, 13.5, 12.666666666666666)","(41.0, 130.0, 111.42857142857143)","(11.0, 15.0, 14.882352941176471)","(14.0, 23.0, 22.125)","(12.0, 14.5, 13.078947368421053)"
14-12-2022 12:03:52.085817,"(4.4, 5.7, 5.5375000000000005)","(1.65, 1.89, 1.8802285714285714)","(41.0, 110.0, 96.93548387096774)","(9.0, 13.5, 12.75)","(41.0, 130.0, 97.5)","(11.0, 15.0, 14.472222222222221)","(14.0, 23.0, 22.125)","(12.0, 14.5, 13.078947368421053)"
14-12-2022 12:03:53.161744,"(4.4, 5.7, 5.517857142857143)","(1.65, 1.91, 1.9089473684210525)","(41.0, 110.0, 96.93548387096774)","(9.0, 13.0, 12.75)","(41.0, 130.0, 105.0)","(11.0, 14.5, 14.85)","(14.0, 23.0, 20.083333333333332)","(12.0, 14.5, 13.083333333333334)"
14-12-2022 12:03:54.126677,"(4.4, 5.7, 5.5181818181818185)","(1.65, 1.91, 1.8972340425531915)","(41.0, 100.0, 97.08333333333333)","(9.0, 13.5, 12.875)","(41.0, 120.0, 105.0)","(11.0, 15.0, 14.85)","(14.0, 23.0, 21.0)","(12.0, 14.5, 13.125)"
14-12-2022 12:03:55.119719,"(4.4, 5.6, 5.53)","(1.65, 1.9, 1.8998345588235293)","(41.0, 100.0, 74.28571428571429)","(9.0, 13.5, 13.058823529411764)","(41.0, 120.0, 105.71428571428571)","(11.0, 15.0, 14.95)","(14.0, 23.0, 21.823529411764707)","(12.0, 14.0, 13.083333333333334)"
14-12-2022 12:03:56.163083,"(4.4, 5.5, 5.442857142857143)","(1.65, 1.92, 1.9018181818181816)","(41.0, 95.0, 85.625)","(9.0, 13.5, 13.058823529411764)","(41.0, 120.0, 105.71428571428571)","(11.0, 15.0, 14.95)","(14.0, 23.0, 21.823529411764707)","(12.0, 14.0, 13.083333333333334)"
14-12-2022 12:03:57.221274,"(4.4, 5.6, 5.5)","(1.65, 1.9, 1.899980198019802)","(41.0, 95.0, 85.27777777777777)","(9.0, 13.5, 13.142857142857142)","(41.0, 120.0, 103.33333333333333)","(11.0, 15.0, 14.95)","(14.0, 23.0, 21.75)","(12.0, 14.0, 13.083333333333334)"
14-12-2022 12:03:58.261997,"(4.4, 5.6, 5.44)","(1.65, 1.9, 1.899980198019802)","(41.0, 95.0, 85.27777777777777)","(9.0, 13.5, 13.142857142857142)","(41.0, 120.0, 103.33333333333333)","(11.0, 15.0, 14.95)","(14.0, 23.0, 21.75)","(12.0, 14.0, 13.083333333333334)"
14-12-2022 12:03:59.345892,"(4.4, 5.6, 5.44)","(1.65, 1.9, 1.899780487804878)","(41.0, 95.0, 85.78947368421052)","(9.0, 13.5, 13.142857142857142)","(41.0, 120.0, 98.57142857142857)","(11.0, 15.0, 14.95)","(14.0, 23.0, 21.75)","(12.0, 14.0, 13.083333333333334)"
14-12-2022 12:04:00.448250,"(4.4, 5.6, 5.48)","(1.65, 1.9, 1.899780487804878)","(41.0, 95.0, 85.78947368421052)","(9.0, 13.5, 12.571428571428571)","(41.0, 120.0, 98.57142857142857)","(11.0, 15.0, 14.95)","(14.0, 23.0, 21.75)","(12.0, 14.0, 13.428571428571429)"
14-12-2022 12:04:01.509184,"(4.4, 5.6, 5.413333333333334)","(1.65, 1.91, 1.90960880195599)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.5, 12.571428571428571)","(41.0, 120.0, 105.0)","(11.0, 15.0, 14.708333333333334)","(14.0, 23.0, 21.0)","(12.0, 14.0, 13.724137931034482)"
14-12-2022 12:04:02.560999,"(4.4, 5.6, 5.411764705882353)","(1.65, 1.91, 1.9093719806763285)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.5, 12.590909090909092)","(41.0, 120.0, 106.875)","(11.0, 15.0, 14.692307692307692)","(14.0, 23.0, 21.0)","(12.0, 14.0, 13.435897435897436)"
14-12-2022 12:04:03.663071,"(4.4, 5.6, 5.478260869565218)","(1.65, 1.92, 1.9198233215547702)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.0, 12.592592592592592)","(41.0, 120.0, 111.25)","(11.0, 15.0, 14.692307692307692)","(14.0, 23.0, 21.4)","(12.0, 14.0, 13.384615384615385)"
14-12-2022 12:04:04.765735,"(4.4, 5.6, 5.447619047619048)","(1.65, 1.92, 1.9198872180451128)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.0, 12.592592592592592)","(41.0, 120.0, 80.33333333333333)","(11.0, 15.0, 14.72)","(14.0, 22.0, 21.5)","(12.0, 13.5, 12.85)"
14-12-2022 12:04:05.862251,"(4.4, 5.6, 5.52)","(1.65, 1.93, 1.928515625)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.0, 12.551724137931034)","(41.0, 85.0, 80.27777777777777)","(11.0, 15.0, 14.571428571428571)","(14.0, 22.0, 21.75)","(12.0, 13.0, 12.854166666666666)"
14-12-2022 12:04:07.006576,"(4.4, 5.6, 5.52)","(1.65, 1.92, 1.9197967479674796)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.0, 12.5)","(41.0, 85.0, 80.27777777777777)","(11.0, 15.0, 14.472222222222221)","(14.0, 22.0, 21.75)","(12.0, 13.0, 12.75)"
14-12-2022 12:04:08.202228,"(4.4, 5.5, 5.42)","(1.65, 1.96, 1.9528571428571428)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.0, 12.5)","(41.0, 85.0, 68.63636363636364)","(11.0, 14.5, 14.472222222222221)","(14.0, 22.0, 21.75)","(12.0, 13.0, 12.785714285714286)"
14-12-2022 12:04:09.368352,"(4.4, 5.3, 5.2875)","(1.65, 1.97, 1.9637499999999999)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.0, 12.761904761904763)","(41.0, 85.0, 74.54545454545455)","(11.0, 14.5, 14.464285714285714)","(14.0, 22.0, 21.2)","(12.0, 13.0, 12.6)"
14-12-2022 12:04:10.487851,"(4.4, 5.4, 5.3244444444444445)","(1.65, 1.98, 1.9766666666666666)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.0, 13.12962962962963)","(41.0, 80.0, 72.0)","(11.0, 14.5, 14.472222222222221)","(14.0, 22.0, 21.047619047619047)","(12.0, 13.0, 12.527272727272727)"
14-12-2022 12:04:11.609116,"(4.4, 5.3, 5.1875)","(1.65, 1.99, 1.9751162790697674)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.5, 13.25)","(41.0, 75.0, 69.0)","(11.0, 14.5, 14.472222222222221)","(14.0, 22.0, 21.047619047619047)","(12.0, 13.0, 12.527272727272727)"
14-12-2022 12:04:12.677005,"(4.4, 5.3, 5.221739130434782)","(1.65, 1.99, 1.9808571428571429)","(41.0, 95.0, 88.9655172413793)","(9.0, 13.5, 11.628472222222221)","(41.0, 75.0, 69.0)","(11.0, 14.5, 14.472222222222221)","(14.0, 22.0, 21.09090909090909)","(12.0, 13.0, 12.535714285714286)"
14-12-2022 12:04:13.760984,"(4.4, 5.2, 5.15)","(1.65, 1.99, 1.98375)","(41.0, 95.0, 82.79069767441861)","(9.0, 12.0, 10.833333333333334)","(41.0, 75.0, 70.71428571428571)","(11.0, 14.5, 14.487804878048781)","(14.0, 22.0, 21.09090909090909)","(12.0, 13.0, 12.547169811320755)"
14-12-2022 12:04:14.824198,"(4.4, 5.3, 5.206666666666666)","(1.65, 2.02, 2.001951219512195)","(41.0, 95.0, 82.79069767441861)","(9.0, 11.0, 11.182926829268293)","(41.0, 75.0, 69.64285714285714)","(11.0, 15.0, 14.555555555555555)","(14.0, 22.0, 21.204545454545453)","(12.0, 13.0, 12.323529411764707)"
14-12-2022 12:04:15.853264,"(4.4, 5.3, 5.191428571428571)","(1.65, 2.04, 2.024)","(41.0, 95.0, 82.79069767441861)","(9.0, 11.5, 11.182926829268293)","(41.0, 75.0, 69.64285714285714)","(11.0, 15.0, 14.555555555555555)","(14.0, 22.0, 21.473684210526315)","(12.0, 12.5, 12.259615384615385)"
14-12-2022 12:04:16.877131,"(4.4, 5.3, 5.014285714285714)","(1.65, 2.06, 2.0265)","(41.0, 95.0, 82.79069767441861)","(9.0, 11.5, 10.9)","(41.0, 75.0, 68.82352941176471)","(11.0, 15.0, 14.3125)","(14.0, 22.0, 20.863636363636363)","(12.0, 12.5, 12.346153846153847)"
14-12-2022 12:04:17.863828,"(4.4, 5.2, 5.1230769230769235)","(1.65, 2.06, 2.0338775510204083)","(41.0, 95.0, 82.79069767441861)","(9.0, 11.0, 10.81578947368421)","(41.0, 75.0, 63.333333333333336)","(11.0, 15.0, 14.258620689655173)","(14.0, 22.0, 20.80952380952381)","(12.0, 12.5, 12.35)"
14-12-2022 12:04:18.953937,"(4.4, 5.2, 5.066666666666666)","(1.65, 2.08, 2.0681081081081083)","(41.0, 95.0, 82.79069767441861)","(9.0, 11.0, 10.722222222222221)","(41.0, 75.0, 70.55555555555556)","(11.0, 14.5, 14.28125)","(14.0, 22.0, 20.928571428571427)","(12.0, 12.5, 12.35)"
14-12-2022 12:04:20.033522,"(4.4, 5.1, 5.0636363636363635)","(1.65, 2.08, 2.068082191780822)","(41.0, 95.0, 82.79069767441861)","(9.0, 11.0, 10.852941176470589)","(41.0, 75.0, 70.55555555555556)","(11.0, 14.5, 14.28125)","(14.0, 22.0, 21.652173913043477)","(12.0, 12.5, 12.35)"
