,Daves Deal,Nighthawk Swift,Maxima,Homebush Bentley,Lucas Jewel,Diamond Georgio,Ginger Shaw,Its Better
08-12-2022 14:01:10.612759,"(1.8, 1.85, 1.847878787878788)","(16.0, 60.0, 37.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 300.0)","(10.0, 23.0, 21.745454545454546)","(10.0, 21.0, 10.476923076923077)","(11.0, 30.0, 20.75)","(3.4, 9.2, 7.862499999999999)"
08-12-2022 14:01:12.159654,"(1.8, 1.85, 1.847878787878788)","(16.0, 60.0, 49.77777777777777)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 300.0)","(10.0, 23.0, 21.745454545454546)","(10.0, 21.0, 10.476923076923077)","(11.0, 30.0, 20.75)","(3.4, 9.2, 7.862499999999999)"
08-12-2022 14:01:13.555916,"(1.8, 1.85, 1.847878787878788)","(16.0, 60.0, 34.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 300.0)","(10.0, 23.0, 19.5)","(10.0, 21.0, 10.476923076923077)","(11.0, 30.0, 20.75)","(3.4, 9.2, 7.862499999999999)"
08-12-2022 14:01:15.040700,"(1.8, 1.85, 1.847878787878788)","(16.0, 60.0, 34.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 300.0)","(10.0, 23.0, 21.745454545454546)","(10.0, 21.0, 10.476923076923077)","(11.0, 30.0, 20.75)","(3.4, 9.2, 7.862499999999999)"
08-12-2022 14:01:16.421339,"(1.8, 1.85, 1.847878787878788)","(16.0, 60.0, 43.09090909090909)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 300.0)","(10.0, 23.0, 21.745454545454546)","(10.0, 21.0, 10.476923076923077)","(11.0, 30.0, 20.75)","(3.4, 9.2, 7.862499999999999)"
08-12-2022 14:01:17.866055,"(1.8, 1.85, 1.847878787878788)","(16.0, 60.0, 47.142857142857146)","(10.0, 22.0, 15.7)","(51.0, 550.0, 300.0)","(10.0, 23.0, 17.4)","(10.0, 21.0, 12.388235294117647)","(11.0, 30.0, 20.75)","(3.4, 9.2, 7.1)"
08-12-2022 14:01:19.167256,"(1.8, 1.85, 1.847878787878788)","(16.0, 60.0, 47.142857142857146)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 300.0)","(10.0, 23.0, 21.62)","(10.0, 21.0, 18.230769230769234)","(11.0, 30.0, 20.75)","(3.4, 9.2, 8.12)"
08-12-2022 14:01:20.446898,"(1.8, 1.85, 1.847878787878788)","(16.0, 60.0, 37.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 322.72727272727275)","(10.0, 23.0, 21.62)","(10.0, 21.0, 18.230769230769234)","(11.0, 30.0, 20.75)","(3.4, 9.2, 8.12)"
08-12-2022 14:01:21.816617,"(1.8, 1.85, 1.847878787878788)","(16.0, 60.0, 37.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 383.33333333333337)","(10.0, 23.0, 21.62)","(10.0, 21.0, 18.230769230769234)","(11.0, 30.0, 20.75)","(3.4, 9.2, 8.12)"
08-12-2022 14:01:23.184086,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 383.33333333333337)","(10.0, 23.0, 19.5)","(10.0, 21.0, 16.933333333333334)","(11.0, 30.0, 20.75)","(3.4, 9.2, 8.12)"
08-12-2022 14:01:24.486028,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 21.0, 15.666666666666666)","(11.0, 30.0, 20.75)","(3.4, 9.2, 8.12)"
08-12-2022 14:01:25.884460,"(1.8, 1.85, 1.815)","(16.0, 60.0, 37.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 21.0, 15.666666666666666)","(11.0, 30.0, 32.93333333333333)","(3.4, 9.2, 7.85)"
08-12-2022 14:01:27.219279,"(1.8, 1.85, 1.815)","(16.0, 60.0, 37.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 383.33333333333337)","(10.0, 23.0, 19.5)","(10.0, 21.0, 14.028571428571428)","(11.0, 34.0, 32.93333333333333)","(3.4, 9.2, 7.85)"
08-12-2022 14:01:28.556768,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.0)","(10.0, 22.0, 13.600000000000001)","(51.0, 550.0, 383.33333333333337)","(10.0, 23.0, 19.5)","(10.0, 21.0, 15.666666666666666)","(11.0, 34.0, 32.93333333333333)","(3.4, 9.2, 7.85)"
08-12-2022 14:01:29.953654,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.0)","(10.0, 22.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 21.0, 19.909090909090907)","(11.0, 34.0, 34.888888888888886)","(3.4, 9.2, 7.85)"
08-12-2022 14:01:31.352220,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.0)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 21.0, 19.833333333333332)","(11.0, 38.0, 17.38888888888889)","(3.4, 9.2, 7.8374999999999995)"
08-12-2022 14:01:32.729145,"(1.8, 1.85, 1.815)","(16.0, 60.0, 36.75)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 383.33333333333337)","(10.0, 23.0, 19.5)","(10.0, 22.0, 18.7)","(11.0, 38.0, 23.75)","(3.4, 9.2, 7.8374999999999995)"
08-12-2022 14:01:34.038195,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 22.0, 19.833333333333332)","(11.0, 36.0, 23.75)","(3.4, 9.2, 7.8374999999999995)"
08-12-2022 14:01:35.353986,"(1.8, 1.85, 1.815)","(16.0, 60.0, 52.64)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 22.0, 19.769230769230766)","(11.0, 36.0, 23.75)","(3.4, 9.2, 7.8374999999999995)"
08-12-2022 14:01:36.721327,"(1.8, 1.85, 1.815)","(16.0, 60.0, 52.64)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 23.0, 18.333333333333336)","(11.0, 36.0, 23.75)","(3.4, 9.2, 8.287500000000001)"
08-12-2022 14:01:38.079384,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 383.33333333333337)","(10.0, 23.0, 19.5)","(10.0, 23.0, 13.0)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:39.379131,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.6)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:40.687292,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:41.985924,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:43.406312,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:44.728329,"(1.8, 1.85, 1.815)","(16.0, 60.0, 36.75)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 383.33333333333337)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:46.132495,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 13.266666666666667)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:47.725513,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 17.57142857142857)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:49.258844,"(1.8, 1.85, 1.815)","(16.0, 60.0, 36.75)","(10.0, 21.0, 18.0)","(51.0, 550.0, 383.33333333333337)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:50.823678,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 19.03333333333333)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:52.245362,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 19.03333333333333)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:53.645177,"(1.8, 1.85, 1.815)","(16.0, 60.0, 36.75)","(10.0, 21.0, 13.0)","(51.0, 550.0, 383.33333333333337)","(10.0, 23.0, 19.5)","(10.0, 23.0, 16.545454545454547)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.287500000000001)"
08-12-2022 14:01:55.555376,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.5)","(10.0, 21.0, 19.257142857142856)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.3)"
08-12-2022 14:01:57.147155,"(1.8, 1.85, 1.815)","(16.0, 60.0, 47.733333333333334)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 18.0)","(10.0, 21.0, 19.909090909090907)","(11.0, 36.0, 23.75)","(3.4, 9.8, 8.3125)"
08-12-2022 14:01:58.926852,"(1.8, 1.85, 1.815)","(16.0, 60.0, 43.09090909090909)","(10.0, 21.0, 13.0)","(51.0, 550.0, 400.0)","(10.0, 21.0, 18.0)","(10.0, 21.0, 19.909090909090907)","(11.0, 36.0, 43.0)","(3.4, 9.8, 6.775)"
08-12-2022 14:02:00.492412,"(1.8, 1.85, 1.75375)","(16.0, 60.0, 47.0)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 400.0)","(10.0, 21.0, 18.0)","(10.0, 21.0, 19.0)","(11.0, 44.0, 43.0)","(3.4, 9.8, 7.140000000000001)"
08-12-2022 14:02:02.147023,"(1.8, 1.85, 1.75375)","(16.0, 60.0, 47.0)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 435.76923076923083)","(10.0, 21.0, 18.0)","(10.0, 21.0, 19.0)","(11.0, 44.0, 28.5)","(3.4, 9.4, 7.140000000000001)"
08-12-2022 14:02:03.699596,"(1.8, 1.85, 1.75375)","(16.0, 60.0, 33.714285714285715)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 21.0, 18.0)","(10.0, 21.0, 19.0)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.4, 6.775)"
08-12-2022 14:02:05.145199,"(1.8, 1.85, 1.75375)","(16.0, 60.0, 33.714285714285715)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 400.0)","(10.0, 21.0, 21.62)","(10.0, 21.0, 14.95)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.8, 5.35)"
08-12-2022 14:02:06.592703,"(1.8, 1.85, 1.75375)","(16.0, 60.0, 30.0)","(10.0, 21.0, 16.28)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 18.46666666666667)","(10.0, 23.0, 14.95)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.6, 8.09)"
08-12-2022 14:02:08.036471,"(1.8, 1.85, 1.75375)","(16.0, 60.0, 30.0)","(10.0, 21.0, 16.28)","(51.0, 550.0, 485.4347826086956)","(10.0, 23.0, 19.65)","(10.0, 23.0, 9.746666666666668)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.2, 8.09)"
08-12-2022 14:02:09.521463,"(1.8, 1.85, 1.75375)","(16.0, 60.0, 30.0)","(10.0, 21.0, 16.28)","(51.0, 550.0, 485.4347826086956)","(10.0, 23.0, 19.65)","(10.0, 23.0, 9.746666666666668)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.2, 7.75)"
08-12-2022 14:02:10.944523,"(1.8, 1.85, 1.75375)","(16.0, 60.0, 33.714285714285715)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.65)","(10.0, 23.0, 13.06)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.8, 7.75)"
08-12-2022 14:02:12.331593,"(1.8, 1.85, 1.75375)","(16.0, 60.0, 33.714285714285715)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 19.65)","(10.0, 23.0, 13.06)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.8, 7.75)"
08-12-2022 14:02:13.723477,"(1.75, 1.85, 1.8175000000000001)","(17.0, 60.0, 47.0)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.5)","(10.0, 23.0, 10.924999999999999)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:15.144151,"(1.75, 1.85, 1.78)","(17.0, 60.0, 33.714285714285715)","(10.0, 21.0, 13.0)","(51.0, 550.0, 485.4347826086956)","(10.0, 23.0, 16.5)","(10.0, 23.0, 13.06)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:16.588495,"(1.75, 1.85, 1.7692307692307692)","(17.0, 60.0, 33.714285714285715)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 485.4347826086956)","(10.0, 23.0, 16.5)","(10.0, 23.0, 16.373333333333335)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:17.980922,"(1.75, 1.85, 1.8125)","(17.0, 60.0, 33.714285714285715)","(10.0, 21.0, 19.956521739130434)","(51.0, 550.0, 400.0)","(10.0, 23.0, 16.3)","(10.0, 23.0, 10.924999999999999)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:19.332659,"(1.75, 1.85, 1.828125)","(17.0, 60.0, 37.68181818181819)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 400.0)","(10.0, 23.0, 21.78181818181818)","(10.0, 23.0, 10.924999999999999)","(11.0, 42.0, 30.42857142857143)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:20.742141,"(1.75, 1.85, 1.8125)","(17.0, 40.0, 23.6)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 18.6)","(10.0, 23.0, 13.06)","(11.0, 42.0, 44.75)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:22.125096,"(1.75, 1.85, 1.8125)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.75)","(10.0, 23.0, 14.833333333333334)","(11.0, 48.0, 44.75)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:23.512055,"(1.75, 1.85, 1.8137037037037038)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 400.0)","(10.0, 23.0, 16.75)","(10.0, 23.0, 14.833333333333334)","(11.0, 48.0, 44.75)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:24.772803,"(1.75, 1.85, 1.815)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.75)","(10.0, 23.0, 14.833333333333334)","(11.0, 48.0, 44.75)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:26.173229,"(1.75, 1.85, 1.815)","(17.0, 60.0, 33.714285714285715)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.75)","(10.0, 23.0, 13.06)","(11.0, 48.0, 44.75)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:27.586618,"(1.75, 1.85, 1.7333333333333334)","(17.0, 60.0, 47.733333333333334)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.75)","(10.0, 23.0, 14.833333333333334)","(11.0, 48.0, 44.75)","(3.4, 9.4, 5.949999999999999)"
08-12-2022 14:02:28.894683,"(1.75, 1.85, 1.71)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.75)","(10.0, 23.0, 14.833333333333334)","(11.0, 48.0, 44.75)","(3.5, 9.4, 5.949999999999999)"
08-12-2022 14:02:30.193761,"(1.75, 1.85, 1.8111111111111111)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 400.0)","(10.0, 23.0, 16.75)","(10.0, 23.0, 14.833333333333334)","(11.0, 48.0, 44.75)","(3.5, 9.4, 6.205555555555556)"
08-12-2022 14:02:31.639561,"(1.75, 1.85, 1.8111111111111111)","(17.0, 60.0, 23.6)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.75)","(10.0, 23.0, 13.06)","(11.0, 48.0, 44.75)","(3.5, 9.4, 6.205555555555556)"
08-12-2022 14:02:33.224313,"(1.75, 1.85, 1.8276595744680852)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 400.0)","(10.0, 23.0, 16.75)","(10.0, 23.0, 15.461538461538462)","(11.0, 48.0, 44.75)","(3.5, 9.4, 6.205555555555556)"
08-12-2022 14:02:34.780513,"(1.75, 1.85, 1.8276595744680852)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 400.0)","(10.0, 23.0, 16.75)","(10.0, 23.0, 15.461538461538462)","(11.0, 48.0, 44.75)","(3.5, 9.4, 6.205555555555556)"
08-12-2022 14:02:36.107825,"(1.75, 1.85, 1.8137037037037038)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.75)","(10.0, 23.0, 12.68421052631579)","(11.0, 48.0, 44.75)","(3.5, 9.4, 6.205555555555556)"
08-12-2022 14:02:37.333505,"(1.75, 1.85, 1.8125)","(17.0, 60.0, 23.6)","(10.0, 21.0, 13.0)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.75)","(10.0, 23.0, 12.75)","(11.0, 48.0, 44.75)","(3.5, 9.4, 5.99375)"
08-12-2022 14:02:38.624180,"(1.75, 1.85, 1.8137037037037038)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 400.0)","(10.0, 23.0, 16.75)","(10.0, 15.0, 13.661538461538463)","(11.0, 48.0, 44.75)","(3.5, 9.4, 5.99375)"
08-12-2022 14:02:39.884326,"(1.75, 1.85, 1.8137037037037038)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 400.0)","(10.0, 23.0, 16.75)","(10.0, 15.0, 13.661538461538463)","(11.0, 48.0, 44.75)","(3.5, 9.4, 5.99375)"
08-12-2022 14:02:41.118896,"(1.75, 1.85, 1.8137037037037038)","(17.0, 60.0, 47.86666666666667)","(10.0, 21.0, 19.153846153846153)","(51.0, 550.0, 435.76923076923083)","(10.0, 23.0, 16.75)","(10.0, 15.0, 13.661538461538463)","(11.0, 48.0, 26.785714285714285)","(3.5, 9.4, 4.1408695652173915)"
08-12-2022 14:02:42.352855,"(1.75, 1.83, 1.725)","(17.0, 60.0, 16.395833333333332)","(10.0, 21.0, 13.0)","(51.0, 550.0, 223.33333333333334)","(10.0, 23.0, 16.75)","(10.0, 15.0, 12.75)","(11.0, 48.0, 32.666666666666664)","(3.5, 9.4, 5.5)"
08-12-2022 14:02:43.913547,"(1.75, 1.83, 1.798888888888889)","(17.0, 55.0, 16.12)","(10.0, 21.0, 13.533333333333333)","(51.0, 550.0, 220.0)","(10.0, 23.0, 16.75)","(10.0, 15.0, 13.661538461538463)","(11.0, 46.0, 31.0)","(3.5, 9.0, 4.8)"
08-12-2022 14:02:45.595240,"(1.75, 1.83, 1.78)","(17.0, 55.0, 16.12)","(10.0, 21.0, 13.533333333333333)","(51.0, 550.0, 473.84615384615387)","(10.0, 23.0, 16.75)","(10.0, 15.0, 13.661538461538463)","(11.0, 46.0, 31.0)","(3.5, 8.8, 4.8)"
08-12-2022 14:02:47.023897,"(1.75, 1.84, 1.78)","(17.0, 55.0, 16.12)","(10.0, 21.0, 13.533333333333333)","(51.0, 550.0, 473.84615384615387)","(10.0, 23.0, 16.75)","(10.0, 15.0, 13.661538461538463)","(11.0, 46.0, 31.0)","(3.5, 8.8, 4.8)"
08-12-2022 14:02:48.371823,"(1.75, 1.84, 1.78)","(17.0, 55.0, 15.865384615384615)","(10.0, 21.0, 19.371428571428574)","(51.0, 550.0, 220.0)","(10.0, 23.0, 20.28)","(10.0, 15.0, 12.75)","(11.0, 46.0, 31.0)","(3.5, 8.8, 6.7)"
08-12-2022 14:02:49.834821,"(1.75, 1.84, 1.7733333333333334)","(17.0, 50.0, 19.39655172413793)","(10.0, 21.0, 19.371428571428574)","(51.0, 550.0, 220.0)","(10.0, 23.0, 16.4)","(10.0, 15.0, 13.661538461538463)","(11.0, 46.0, 31.0)","(3.5, 8.8, 6.7)"
08-12-2022 14:02:51.230003,"(1.75, 1.84, 1.7733333333333334)","(17.0, 50.0, 19.39655172413793)","(10.0, 21.0, 13.666666666666666)","(51.0, 550.0, 473.84615384615387)","(10.0, 23.0, 16.4)","(10.0, 15.0, 13.661538461538463)","(11.0, 46.0, 25.85)","(3.4, 8.8, 4.316101694915254)"
08-12-2022 14:02:52.728809,"(1.75, 1.84, 1.7733333333333334)","(17.0, 50.0, 19.39655172413793)","(10.0, 21.0, 13.666666666666666)","(51.0, 550.0, 473.84615384615387)","(10.0, 23.0, 16.4)","(10.0, 15.0, 13.375)","(11.0, 27.0, 25.85)","(3.4, 9.2, 4.508333333333333)"
08-12-2022 14:02:54.093311,"(1.75, 1.84, 1.7733333333333334)","(17.0, 50.0, 19.39655172413793)","(10.0, 21.0, 13.666666666666666)","(51.0, 550.0, 220.0)","(10.0, 23.0, 16.4)","(10.0, 16.0, 13.375)","(11.0, 27.0, 25.85)","(3.4, 9.0, 4.85)"
08-12-2022 14:02:55.553669,"(1.75, 1.84, 1.7733333333333334)","(17.0, 50.0, 19.39655172413793)","(10.0, 21.0, 13.666666666666666)","(51.0, 550.0, 473.84615384615387)","(10.0, 23.0, 16.4)","(10.0, 16.0, 11.65)","(11.0, 27.0, 25.85)","(3.4, 8.6, 6.21111111111111)"
08-12-2022 14:02:56.939637,"(1.75, 1.84, 1.7733333333333334)","(17.0, 50.0, 19.57142857142857)","(10.0, 21.0, 18.0)","(51.0, 550.0, 473.84615384615387)","(10.0, 23.0, 15.666666666666668)","(10.0, 13.0, 12.275)","(11.0, 27.0, 28.857142857142858)","(3.4, 8.6, 3.9282608695652175)"
08-12-2022 14:02:58.292190,"(1.75, 1.94, 1.88)","(17.0, 50.0, 20.620689655172413)","(10.0, 25.0, 17.0)","(51.0, 550.0, 220.0)","(10.0, 26.0, 20.6)","(10.0, 14.0, 12.275)","(11.0, 46.0, 28.549999999999997)","(3.4, 4.0, 3.9282608695652175)"
08-12-2022 14:02:59.606840,"(1.75, 1.99, 1.9300000000000002)","(17.0, 50.0, 19.57142857142857)","(10.0, 24.0, 16.9)","(51.0, 550.0, 220.0)","(10.0, 26.0, 17.9)","(10.0, 14.0, 12.275)","(11.0, 30.0, 28.549999999999997)","(3.4, 4.0, 5.688109756097561)"
08-12-2022 14:03:00.860739,"(1.75, 2.08, 2.0300000000000002)","(17.0, 50.0, 19.57142857142857)","(10.0, 24.0, 16.9)","(51.0, 550.0, 473.84615384615387)","(10.0, 26.0, 15.2)","(10.0, 14.0, 12.984615384615385)","(11.0, 30.0, 28.549999999999997)","(3.4, 5.7, 5.554545454545455)"
08-12-2022 14:03:02.166400,"(1.75, 2.08, 2.0300000000000002)","(17.0, 50.0, 23.57142857142857)","(10.0, 24.0, 16.9)","(51.0, 550.0, 559.1666666666667)","(10.0, 26.0, 15.2)","(10.0, 14.0, 13.057142857142857)","(11.0, 30.0, 28.549999999999997)","(3.4, 5.7, 5.554545454545455)"
08-12-2022 14:03:03.500700,"(1.75, 2.06, 1.836)","(17.0, 75.0, 23.57142857142857)","(10.0, 24.0, 16.9)","(51.0, 880.0, 158.125)","(10.0, 26.0, 15.2)","(10.0, 15.5, 15.16)","(11.0, 30.0, 28.549999999999997)","(3.4, 5.7, 4.025)"
08-12-2022 14:03:05.020432,"(1.75, 2.02, 1.9745454545454546)","(17.0, 75.0, 41.94444444444444)","(10.0, 24.0, 16.9)","(51.0, 880.0, 559.1666666666667)","(10.0, 26.0, 23.299999999999997)","(10.0, 16.5, 13.914285714285715)","(11.0, 30.0, 28.549999999999997)","(3.4, 4.4, 3.8000000000000003)"
08-12-2022 14:03:06.375578,"(1.75, 2.02, 1.969090909090909)","(17.0, 75.0, 50.833333333333336)","(10.0, 24.0, 16.9)","(51.0, 880.0, 559.1666666666667)","(10.0, 26.0, 23.299999999999997)","(10.0, 17.0, 15.057142857142857)","(11.0, 30.0, 28.549999999999997)","(3.4, 4.4, 3.7625)"
08-12-2022 14:03:07.742731,"(1.75, 2.02, 1.908)","(17.0, 95.0, 50.833333333333336)","(10.0, 24.0, 17.25)","(51.0, 880.0, 559.1666666666667)","(10.0, 26.0, 23.299999999999997)","(10.0, 19.0, 16.240000000000002)","(11.0, 30.0, 28.549999999999997)","(3.4, 4.4, 3.56)"
08-12-2022 14:03:09.343766,"(1.75, 2.02, 1.915)","(17.0, 95.0, 50.833333333333336)","(10.0, 24.0, 17.25)","(51.0, 880.0, 158.125)","(10.0, 26.0, 15.2)","(10.0, 19.0, 16.240000000000002)","(11.0, 30.0, 28.549999999999997)","(3.4, 4.4, 3.56)"
