,Daves Deal,Nighthawk Swift,Maxima,Homebush Bentley,Lucas Jewel,Diamond Georgio,Ginger Shaw,Its Better
08-12-2022 13:56:42.204925,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 32.25)","(9.0, 20.0, 12.533333333333333)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.033333333333333)","(9.0, 19.0, 12.333333333333334)","(12.0, 26.0, 19.0)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:43.630129,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 32.25)","(9.0, 20.0, 12.533333333333333)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.033333333333333)","(9.0, 19.0, 12.333333333333334)","(12.0, 26.0, 19.0)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:45.014728,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 32.25)","(9.0, 20.0, 12.533333333333333)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.033333333333333)","(9.0, 19.0, 12.333333333333334)","(12.0, 26.0, 19.0)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:46.326165,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 32.25)","(9.0, 20.0, 12.533333333333333)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.033333333333333)","(9.0, 19.0, 12.333333333333334)","(12.0, 26.0, 19.0)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:47.775703,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 32.25)","(9.0, 20.0, 12.533333333333333)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.033333333333333)","(9.0, 19.0, 12.333333333333334)","(12.0, 26.0, 19.0)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:49.056119,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 32.25)","(9.0, 20.0, 18.066666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.033333333333333)","(9.0, 19.0, 12.333333333333334)","(12.0, 26.0, 19.0)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:50.623286,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 32.25)","(9.0, 20.0, 18.066666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 16.78333333333333)","(9.0, 19.0, 17.266666666666666)","(12.0, 26.0, 19.0)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:52.513067,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 32.25)","(9.0, 20.0, 18.066666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 11.766666666666667)","(9.0, 19.0, 12.200000000000001)","(12.0, 26.0, 24.0625)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:54.454971,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 30.76923076923077)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 16.78333333333333)","(9.0, 19.0, 17.266666666666666)","(12.0, 26.0, 18.5)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:56.755776,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 30.76923076923077)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.6, 5.377777777777778)"
08-12-2022 13:56:58.322000,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 30.76923076923077)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.6, 5.12)"
08-12-2022 13:56:59.794920,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 30.76923076923077)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:01.363001,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 30.76923076923077)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:02.794110,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 30.76923076923077)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:04.176702,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 30.76923076923077)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:05.666647,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 30.76923076923077)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:07.047031,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:08.666115,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:10.206481,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:11.639424,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:13.185691,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:14.712780,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:16.224436,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:17.986617,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.666666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.166666666666666)","(9.0, 19.0, 12.466666666666667)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:19.596815,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 18.066666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 16.75)","(9.0, 19.0, 17.233333333333334)","(12.0, 26.0, 19.25)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:21.296782,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 18.066666666666666)","(61.0, 430.0, 240.0)","(9.0, 18.5, 16.78333333333333)","(9.0, 19.0, 17.266666666666666)","(12.0, 26.0, 24.0625)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:22.802054,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 16.78333333333333)","(9.0, 19.0, 17.266666666666666)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:24.236357,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:25.620441,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:26.977727,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:28.365374,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:29.699251,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:31.106512,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:32.449523,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:33.848025,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:35.270086,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:36.656218,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:38.112129,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:39.481923,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:41.064954,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:42.854018,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 6.076470588235294)"
08-12-2022 13:57:44.538100,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 6.076470588235294)"
08-12-2022 13:57:46.052677,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.12)"
08-12-2022 13:57:47.692803,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 6.076470588235294)"
08-12-2022 13:57:49.267224,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.333333333333332)","(9.0, 20.0, 12.799999999999999)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 6.5964285714285715)"
08-12-2022 13:57:50.749351,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 18.1)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 6.5964285714285715)"
08-12-2022 13:57:52.081772,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 18.96363636363636)","(61.0, 430.0, 240.0)","(9.0, 18.5, 12.299999999999999)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 6.076470588235294)"
08-12-2022 13:57:53.497421,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 18.1)","(61.0, 430.0, 240.0)","(9.0, 18.5, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.0600000000000005)"
08-12-2022 13:57:54.927656,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.0)","(9.0, 20.0, 18.1)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.0600000000000005)"
08-12-2022 13:57:56.291435,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 12.4)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 7.4, 5.333333333333333)"
08-12-2022 13:57:57.712056,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 18.1)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.0, 5.333333333333333)"
08-12-2022 13:57:59.164792,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.0, 5.333333333333333)"
08-12-2022 13:58:00.609646,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.0, 5.333333333333333)"
08-12-2022 13:58:01.920887,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.0, 5.333333333333333)"
08-12-2022 13:58:03.146526,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.0, 5.333333333333333)"
08-12-2022 13:58:04.362762,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.0, 5.333333333333333)"
08-12-2022 13:58:05.528024,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.0, 5.333333333333333)"
08-12-2022 13:58:06.727848,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.0, 6.65)"
08-12-2022 13:58:07.921100,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:09.111743,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:10.283681,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:11.769591,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:13.043623,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:14.507777,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:15.650424,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:16.879787,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:18.071509,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:19.473854,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:20.711498,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:21.955067,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:23.250686,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:24.578890,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:25.767951,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:26.961337,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 20.666666666666668)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:28.289128,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:29.649811,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:30.970729,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:32.369642,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:34.441130,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(12.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:35.900639,"(1.9, 2.02, 1.9763636363636363)","(14.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(11.0, 26.0, 18.75)","(3.4, 9.8, 5.075)"
08-12-2022 13:58:37.538171,"(1.9, 2.02, 1.9763636363636363)","(15.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(11.0, 26.0, 18.75)","(3.4, 9.8, 6.122222222222222)"
08-12-2022 13:58:38.889578,"(1.9, 2.02, 1.9763636363636363)","(15.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(11.0, 26.0, 18.75)","(3.4, 9.4, 6.122222222222222)"
08-12-2022 13:58:40.457534,"(1.9, 2.02, 1.9763636363636363)","(15.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(11.0, 26.0, 18.75)","(3.4, 9.4, 6.122222222222222)"
08-12-2022 13:58:41.919537,"(1.9, 2.02, 1.9763636363636363)","(15.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(11.0, 26.0, 18.75)","(3.4, 9.4, 6.122222222222222)"
08-12-2022 13:58:43.339624,"(1.9, 2.02, 1.9763636363636363)","(15.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(11.0, 26.0, 18.75)","(3.4, 9.4, 6.122222222222222)"
08-12-2022 13:58:44.776265,"(1.9, 2.02, 1.9763636363636363)","(15.0, 34.0, 28.625)","(9.0, 20.0, 12.933333333333334)","(61.0, 430.0, 240.0)","(9.0, 23.0, 16.1)","(9.0, 19.0, 12.6)","(11.0, 26.0, 18.75)","(3.4, 9.4, 6.122222222222222)"
