,Nerrina Lolita,Highground,Sethlans,Dollar Dollar,Thunder Knob,Imagine That,Under Par,Heroic Angel,Boomko,Motherlode
16-12-2022 13:59:07.937301,"(6.5, 8.2, 8.144)","(2.4, 2.7, 2.6900000000000004)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.175)","(15.0, 19.5, 19.166666666666668)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 15.735294117647058)","(41.0, 85.0, 73.33333333333333)","(13.0, 20.0, 18.875)"
16-12-2022 13:59:09.088791,"(6.5, 8.2, 8.171999999999999)","(2.4, 2.7, 2.698857142857143)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.193333333333333)","(15.0, 19.5, 18.833333333333332)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 15.735294117647058)","(41.0, 85.0, 73.33333333333333)","(13.0, 20.0, 18.5)"
16-12-2022 13:59:10.276018,"(6.5, 8.2, 8.171999999999999)","(2.4, 2.7, 2.698857142857143)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.193333333333333)","(15.0, 19.5, 18.833333333333332)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 15.735294117647058)","(41.0, 85.0, 73.33333333333333)","(13.0, 20.0, 19.25)"
16-12-2022 13:59:11.489729,"(6.5, 8.2, 8.171999999999999)","(2.4, 2.7, 2.6900000000000004)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.166666666666667)","(15.0, 19.5, 18.833333333333332)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 15.735294117647058)","(41.0, 85.0, 73.33333333333333)","(13.0, 20.0, 19.0)"
16-12-2022 13:59:12.692680,"(6.5, 8.2, 8.178787878787878)","(2.4, 2.7, 2.6933333333333334)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.166666666666667)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 15.714285714285714)","(41.0, 85.0, 73.33333333333333)","(13.0, 20.0, 18.272727272727273)"
16-12-2022 13:59:13.937445,"(6.5, 8.2, 8.13720930232558)","(2.4, 2.7, 2.670909090909091)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.041935483870968)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 15.714285714285714)","(41.0, 85.0, 73.33333333333333)","(13.0, 19.5, 18.214285714285715)"
16-12-2022 13:59:15.221781,"(6.5, 8.2, 8.13720930232558)","(2.4, 2.7, 2.6923809523809528)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.1909090909090905)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 15.714285714285714)","(41.0, 85.0, 73.33333333333333)","(13.0, 19.5, 18.214285714285715)"
16-12-2022 13:59:16.455589,"(6.5, 8.2, 8.13720930232558)","(2.4, 2.7, 2.692)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.033333333333333)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 15.714285714285714)","(41.0, 85.0, 73.33333333333333)","(13.0, 19.5, 18.272727272727273)"
16-12-2022 13:59:17.660938,"(6.5, 8.2, 8.168571428571427)","(2.4, 2.7, 2.670909090909091)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.024137931034483)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.607142857142858)","(41.0, 85.0, 73.33333333333333)","(13.0, 19.5, 19.0)"
16-12-2022 13:59:18.853843,"(6.5, 8.2, 8.172151898734176)","(2.4, 2.7, 2.697948717948718)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 5.024137931034483)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 15.5)","(41.0, 85.0, 73.33333333333333)","(13.0, 21.0, 19.333333333333332)"
16-12-2022 13:59:20.135121,"(6.5, 8.2, 8.172151898734176)","(2.4, 2.7, 2.697777777777778)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.886206896551724)","(15.0, 19.5, 19.22222222222222)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 15.5)","(41.0, 85.0, 73.33333333333333)","(13.0, 21.0, 19.333333333333332)"
16-12-2022 13:59:21.375095,"(6.5, 8.2, 8.172151898734176)","(2.4, 2.7, 2.684)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.886206896551724)","(15.0, 19.5, 19.22222222222222)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.636363636363637)","(41.0, 85.0, 73.33333333333333)","(13.0, 21.0, 19.333333333333332)"
16-12-2022 13:59:22.701248,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.687692307692308)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.838461538461538)","(15.0, 19.5, 19.22222222222222)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 73.33333333333333)","(13.0, 21.0, 19.333333333333332)"
16-12-2022 13:59:24.006383,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.687692307692308)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.838461538461538)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 73.33333333333333)","(13.0, 21.0, 19.333333333333332)"
16-12-2022 13:59:25.302007,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.687692307692308)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.838461538461538)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 73.33333333333333)","(13.0, 20.0, 19.166666666666668)"
16-12-2022 13:59:26.583056,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.687692307692308)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.838461538461538)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 76.0)","(13.0, 19.5, 19.166666666666668)"
16-12-2022 13:59:27.766702,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.687692307692308)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.838461538461538)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 76.0)","(13.0, 19.5, 19.166666666666668)"
16-12-2022 13:59:28.958968,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.687692307692308)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.838461538461538)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 76.0)","(13.0, 19.5, 19.166666666666668)"
16-12-2022 13:59:30.120519,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.687692307692308)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.838461538461538)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 73.75)","(13.0, 19.5, 19.166666666666668)"
16-12-2022 13:59:31.403909,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.687692307692308)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.838461538461538)","(15.0, 19.5, 19.0)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 71.875)","(13.0, 19.5, 19.0)"
16-12-2022 13:59:32.852248,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.687692307692308)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.3, 4.861538461538461)","(15.0, 19.5, 19.22222222222222)","(17.0, 29.0, 28.625)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 19.5, 19.0)"
16-12-2022 13:59:34.102989,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.6565714285714286)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.91764705882353)","(15.0, 19.5, 18.642857142857142)","(17.0, 29.0, 28.0)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 19.5, 19.0)"
16-12-2022 13:59:35.355353,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.6565714285714286)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.91764705882353)","(15.0, 19.5, 18.6)","(17.0, 29.0, 28.5)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 19.5, 19.5)"
16-12-2022 13:59:36.590443,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.6565714285714286)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.91764705882353)","(15.0, 19.5, 18.6)","(17.0, 30.0, 28.0)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 21.0, 20.25)"
16-12-2022 13:59:37.810383,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.682921348314607)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.91764705882353)","(15.0, 19.5, 18.6)","(17.0, 30.0, 28.0)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 21.0, 19.333333333333332)"
16-12-2022 13:59:39.126696,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.844444444444444)","(15.0, 19.5, 18.9375)","(17.0, 30.0, 28.0)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 21.0, 19.8)"
16-12-2022 13:59:40.438672,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.844444444444444)","(15.0, 19.5, 18.9375)","(17.0, 30.0, 28.0)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 21.0, 19.444444444444443)"
16-12-2022 13:59:41.773683,"(6.5, 8.2, 8.162068965517241)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.844444444444444)","(15.0, 19.5, 19.153846153846153)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 21.0, 19.363636363636363)"
16-12-2022 13:59:43.040232,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.844444444444444)","(15.0, 19.5, 19.05)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 21.0, 19.363636363636363)"
16-12-2022 13:59:44.347430,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.844444444444444)","(15.0, 19.5, 19.05)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 21.0, 19.676470588235293)"
16-12-2022 13:59:45.581268,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.844444444444444)","(15.0, 19.5, 18.9375)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.545454545454545)","(41.0, 85.0, 71.875)","(13.0, 21.0, 19.5)"
16-12-2022 13:59:46.789200,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.9)","(15.0, 19.5, 18.9375)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.0, 14.636363636363637)","(41.0, 85.0, 71.875)","(13.0, 20.0, 19.5)"
16-12-2022 13:59:48.006183,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.9)","(15.0, 19.5, 18.9375)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 71.875)","(13.0, 20.0, 19.5)"
16-12-2022 13:59:49.268982,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.9)","(15.0, 19.5, 18.9375)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 71.875)","(13.0, 20.0, 19.5)"
16-12-2022 13:59:50.551012,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.9)","(15.0, 19.5, 18.9375)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 14.636363636363637)","(41.0, 85.0, 71.875)","(13.0, 20.0, 19.5)"
16-12-2022 13:59:51.845680,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 4.9)","(15.0, 19.5, 18.75)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.083333333333334)","(10.0, 17.5, 15.125)","(41.0, 85.0, 69.44444444444444)","(13.0, 20.0, 19.5)"
16-12-2022 13:59:53.141565,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.2, 5.2, 5.085714285714285)","(15.0, 19.5, 18.6)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 12.666666666666666)","(10.0, 18.5, 15.227272727272727)","(41.0, 85.0, 69.44444444444444)","(13.0, 20.0, 19.5)"
16-12-2022 13:59:54.401624,"(6.5, 8.2, 8.184313725490195)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.5, 18.6)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.166666666666666)","(10.0, 18.5, 15.928571428571429)","(41.0, 85.0, 74.70588235294117)","(13.0, 20.0, 19.5)"
16-12-2022 13:59:55.654082,"(6.5, 8.4, 8.127891156462585)","(2.4, 2.7, 2.6493333333333333)","(21.0, 40.0, 37.333333333333336)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.5, 18.6)","(17.0, 30.0, 29.333333333333332)","(11.0, 13.5, 13.142857142857142)","(10.0, 18.5, 15.928571428571429)","(41.0, 85.0, 73.33333333333333)","(13.0, 20.0, 21.3)"
16-12-2022 13:59:56.878317,"(6.5, 8.4, 8.127891156462585)","(2.4, 2.7, 2.6437037037037037)","(21.0, 40.0, 37.333333333333336)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.5, 18.6)","(17.0, 30.0, 29.142857142857142)","(11.0, 13.5, 12.428571428571429)","(10.0, 18.5, 15.928571428571429)","(41.0, 85.0, 73.33333333333333)","(13.0, 22.0, 20.5)"
16-12-2022 13:59:58.138244,"(6.5, 8.4, 8.19381443298969)","(2.4, 2.7, 2.6713207547169815)","(21.0, 40.0, 37.333333333333336)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.5, 18.5625)","(17.0, 30.0, 29.142857142857142)","(11.0, 13.5, 12.75)","(10.0, 18.5, 15.227272727272727)","(41.0, 85.0, 73.33333333333333)","(13.0, 22.0, 19.75)"
16-12-2022 13:59:59.422561,"(6.5, 8.4, 8.19381443298969)","(2.4, 2.7, 2.68575)","(21.0, 40.0, 37.333333333333336)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.5, 18.875)","(17.0, 30.0, 29.142857142857142)","(11.0, 13.5, 13.115384615384615)","(10.0, 18.5, 16.0)","(41.0, 85.0, 73.33333333333333)","(13.0, 22.0, 20.8)"
16-12-2022 14:00:00.836332,"(6.5, 8.4, 8.19381443298969)","(2.4, 2.7, 2.682727272727273)","(21.0, 40.0, 37.333333333333336)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.5, 18.875)","(17.0, 30.0, 29.142857142857142)","(11.0, 13.5, 13.115384615384615)","(10.0, 18.0, 16.7)","(41.0, 85.0, 73.33333333333333)","(13.0, 22.0, 19.75)"
16-12-2022 14:00:02.114864,"(6.5, 8.4, 8.19381443298969)","(2.4, 2.7, 2.641538461538462)","(21.0, 40.0, 37.333333333333336)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.5, 18.3)","(17.0, 30.0, 29.142857142857142)","(11.0, 13.5, 12.75)","(10.0, 18.5, 16.7)","(41.0, 85.0, 73.33333333333333)","(13.0, 22.0, 20.125)"
16-12-2022 14:00:03.349396,"(6.5, 8.4, 8.19381443298969)","(2.4, 2.7, 2.641538461538462)","(21.0, 40.0, 38.0)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.5, 18.15625)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.75)","(10.0, 18.5, 16.4)","(41.0, 85.0, 73.33333333333333)","(13.0, 22.0, 20.25)"
16-12-2022 14:00:04.582921,"(6.5, 8.4, 8.312280701754386)","(2.4, 2.7, 2.6805128205128206)","(21.0, 42.0, 41.733333333333334)","(4.0, 5.2, 4.9)","(15.0, 19.0, 18.15625)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.75)","(10.0, 18.0, 16.7)","(41.0, 85.0, 69.44444444444444)","(13.0, 21.0, 20.125)"
16-12-2022 14:00:05.870035,"(6.5, 8.4, 8.312280701754386)","(2.4, 2.7, 2.6794594594594594)","(21.0, 42.0, 41.733333333333334)","(4.0, 5.2, 4.9)","(15.0, 19.0, 18.15625)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.75)","(10.0, 18.5, 16.7)","(41.0, 85.0, 75.0)","(13.0, 22.0, 20.25)"
16-12-2022 14:00:07.089226,"(6.5, 8.4, 8.312280701754386)","(2.4, 2.7, 2.641538461538462)","(21.0, 42.0, 41.5)","(4.0, 5.2, 4.9)","(15.0, 19.0, 17.772727272727273)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.75)","(10.0, 18.5, 16.25)","(41.0, 85.0, 71.53846153846153)","(13.0, 21.0, 20.25)"
16-12-2022 14:00:08.393872,"(6.5, 8.4, 8.312280701754386)","(2.4, 2.7, 2.6797333333333335)","(21.0, 42.0, 41.5)","(4.0, 5.2, 4.9818181818181815)","(15.0, 19.0, 17.772727272727273)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.75)","(10.0, 18.5, 16.0)","(41.0, 85.0, 69.44444444444444)","(13.0, 21.0, 20.0)"
16-12-2022 14:00:09.663066,"(6.5, 8.4, 8.312280701754386)","(2.4, 2.7, 2.6797333333333335)","(21.0, 42.0, 41.5)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.0, 17.772727272727273)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.75)","(10.0, 18.0, 15.0)","(41.0, 85.0, 72.27272727272727)","(13.0, 21.0, 19.869565217391305)"
16-12-2022 14:00:10.886050,"(6.5, 8.4, 8.374025974025974)","(2.4, 2.7, 2.6797333333333335)","(21.0, 42.0, 41.75)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.0, 17.772727272727273)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.75)","(10.0, 18.0, 15.0)","(41.0, 85.0, 71.0)","(13.0, 20.0, 20.3)"
16-12-2022 14:00:12.251252,"(6.5, 8.4, 8.374025974025974)","(2.4, 2.7, 2.6797333333333335)","(21.0, 42.0, 41.75)","(4.0, 5.2, 5.085714285714285)","(15.0, 19.0, 17.772727272727273)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.714285714285714)","(10.0, 18.0, 15.0)","(41.0, 80.0, 70.71428571428571)","(13.0, 21.0, 19.642857142857142)"
16-12-2022 14:00:13.547977,"(6.5, 8.4, 8.3811320754717)","(2.4, 2.7, 2.6797333333333335)","(21.0, 42.0, 41.75)","(4.0, 5.2, 4.85)","(15.0, 19.0, 17.714285714285715)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.0, 12.615384615384615)","(10.0, 18.0, 15.0)","(41.0, 85.0, 73.88888888888889)","(13.0, 20.0, 19.0)"
16-12-2022 14:00:14.897305,"(6.5, 8.4, 8.344360902255639)","(2.4, 2.7, 2.6797333333333335)","(21.0, 42.0, 41.75)","(4.0, 5.1, 4.9)","(15.0, 19.0, 17.9)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.0, 12.869565217391305)","(10.0, 18.0, 15.0)","(41.0, 85.0, 71.0)","(13.0, 20.0, 19.25)"
16-12-2022 14:00:16.179189,"(6.5, 8.4, 8.344360902255639)","(2.4, 2.7, 2.6797333333333335)","(21.0, 42.0, 41.75)","(4.0, 5.1, 4.9)","(15.0, 18.5, 17.9)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.0, 12.666666666666666)","(10.0, 18.0, 15.0)","(41.0, 80.0, 70.0)","(13.0, 20.0, 19.625)"
16-12-2022 14:00:17.560424,"(6.5, 8.4, 8.344360902255639)","(2.4, 2.7, 2.6797333333333335)","(21.0, 42.0, 45.6)","(4.0, 5.1, 4.9)","(15.0, 18.5, 17.9)","(17.0, 30.0, 29.846153846153847)","(11.0, 13.0, 12.666666666666666)","(10.0, 18.0, 15.0)","(41.0, 80.0, 73.33333333333333)","(13.0, 20.0, 19.625)"
16-12-2022 14:00:18.903120,"(6.5, 8.4, 8.344360902255639)","(2.4, 2.7, 2.6797333333333335)","(21.0, 48.0, 44.4)","(4.0, 5.1, 5.068421052631579)","(15.0, 18.5, 17.9)","(17.0, 30.0, 29.846153846153847)","(11.0, 13.0, 13.18)","(10.0, 18.0, 15.0)","(41.0, 80.0, 73.33333333333333)","(13.0, 20.0, 19.625)"
16-12-2022 14:00:20.200565,"(6.5, 8.4, 8.344360902255639)","(2.4, 2.7, 2.6437037037037037)","(21.0, 48.0, 46.36363636363636)","(4.0, 5.4, 5.2)","(15.0, 18.5, 18.27777777777778)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.714285714285714)","(10.0, 18.0, 15.0)","(41.0, 80.0, 70.0)","(13.0, 20.0, 20.75)"
16-12-2022 14:00:21.519799,"(6.5, 8.4, 8.344360902255639)","(2.4, 2.7, 2.6437037037037037)","(21.0, 48.0, 47.2)","(4.0, 5.3, 5.0181818181818185)","(15.0, 18.5, 18.27777777777778)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.6875)","(10.0, 18.0, 14.615384615384615)","(41.0, 80.0, 70.0)","(13.0, 23.0, 21.2)"
16-12-2022 14:00:22.883877,"(6.5, 8.4, 8.372972972972974)","(2.4, 2.7, 2.6437037037037037)","(21.0, 55.0, 48.22222222222222)","(4.0, 5.4, 5.0181818181818185)","(15.0, 18.5, 18.27777777777778)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.6875)","(10.0, 18.0, 14.615384615384615)","(41.0, 80.0, 70.0)","(13.0, 23.0, 21.875)"
16-12-2022 14:00:24.237680,"(6.5, 8.4, 8.372972972972974)","(2.4, 2.7, 2.6437037037037037)","(21.0, 50.0, 45.25)","(4.0, 5.4, 5.0181818181818185)","(15.0, 18.5, 17.9375)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.6875)","(10.0, 18.0, 14.615384615384615)","(41.0, 80.0, 69.28571428571429)","(13.0, 23.0, 20.454545454545453)"
16-12-2022 14:00:25.836344,"(6.5, 8.4, 8.366666666666667)","(2.4, 2.7, 2.6336170212765957)","(21.0, 55.0, 49.5)","(4.0, 5.4, 4.983333333333333)","(15.0, 18.5, 17.9375)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.6875)","(10.0, 18.0, 14.615384615384615)","(41.0, 80.0, 68.88888888888889)","(13.0, 23.0, 20.615384615384617)"
16-12-2022 14:00:27.418663,"(6.5, 8.4, 8.366666666666667)","(2.4, 2.7, 2.622)","(21.0, 55.0, 47.77777777777778)","(4.0, 5.4, 4.983333333333333)","(15.0, 18.5, 17.75)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.6875)","(10.0, 18.0, 14.615384615384615)","(41.0, 80.0, 71.66666666666667)","(13.0, 22.0, 19.666666666666668)"
16-12-2022 14:00:28.937975,"(6.5, 8.4, 8.366666666666667)","(2.4, 2.7, 2.622)","(21.0, 55.0, 47.77777777777778)","(4.0, 5.4, 5.166666666666667)","(15.0, 18.5, 18.0)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.46)","(10.0, 18.0, 14.88888888888889)","(41.0, 80.0, 71.66666666666667)","(13.0, 22.0, 20.65)"
16-12-2022 14:00:30.384429,"(6.5, 8.4, 8.366666666666667)","(2.4, 2.7, 2.6220512820512822)","(21.0, 55.0, 47.142857142857146)","(4.0, 5.3, 5.017647058823529)","(15.0, 18.5, 17.75)","(17.0, 30.0, 29.714285714285715)","(11.0, 13.5, 12.5)","(10.0, 18.0, 15.875)","(41.0, 80.0, 77.5)","(13.0, 21.0, 20.0)"
16-12-2022 14:00:31.772777,"(6.5, 8.4, 8.368539325842697)","(2.4, 2.7, 2.6220512820512822)","(21.0, 55.0, 48.0)","(4.0, 5.3, 5.005263157894737)","(15.0, 18.5, 18.0)","(17.0, 30.0, 29.846153846153847)","(11.0, 13.0, 12.4)","(10.0, 17.0, 14.972222222222221)","(41.0, 80.0, 77.5)","(13.0, 21.0, 19.5)"
16-12-2022 14:00:33.223781,"(6.5, 8.4, 8.368539325842697)","(2.4, 2.7, 2.665057471264368)","(21.0, 50.0, 48.0)","(4.0, 5.3, 5.005263157894737)","(15.0, 18.5, 18.0)","(17.0, 30.0, 29.846153846153847)","(11.0, 13.0, 12.4)","(10.0, 17.5, 14.972222222222221)","(41.0, 80.0, 76.25)","(13.0, 21.0, 19.5)"
