,Nortie Nortie Nz,Natty Pagger Nz,Eyre I Go Nz,Kar Manor Nz,Cochy Malc Nz,Aladdin Sane Nz,Stress Factor Nz
10-01-2023 12:04:00.389495,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:01.461858,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:02.499636,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:03.604920,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:04.657937,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:05.740421,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(4.4, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:06.827098,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:07.846657,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:08.850281,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:09.815817,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:10.792580,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:11.775666,"(2.5, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:12.990911,"(2.45, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:14.063377,"(2.45, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:15.164912,"(2.45, 99999, 99990)","(14.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:16.248701,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:17.309329,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:18.346800,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:19.345247,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:20.412763,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:21.354737,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:22.289096,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:23.268436,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:24.244405,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:25.274270,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:26.511355,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:27.494187,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:28.569032,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:29.576071,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:30.610894,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:31.625014,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:32.648166,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:33.641160,"(2.45, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:34.658924,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:35.689155,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:36.723441,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:37.710570,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:38.854503,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:39.925698,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:40.969156,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:42.056970,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:43.106779,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:44.186970,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:45.347811,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:46.341582,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:47.346275,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:48.329269,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(9.0, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:49.352817,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:50.347466,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:51.315198,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:52.243566,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:53.231815,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:54.207608,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:55.228689,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:56.236767,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:57.274460,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:58.269921,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.0, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:04:59.233599,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:00.222868,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:01.186612,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:02.185677,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:03.093173,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:04.025638,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:04.955807,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:06.289055,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:07.338460,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:08.435259,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:09.502070,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:10.504922,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:11.486237,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:12.530621,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:13.504547,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:14.491063,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:15.485249,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:16.410408,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:17.430696,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:18.429012,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.5, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:19.413630,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:20.397548,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:21.349292,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:22.294313,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:23.321962,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:24.274028,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:25.194701,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:26.160868,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:27.336423,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:28.472337,"(2.4, 99999, 99990)","(13.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(5.5, 99999, 99990)","(13.0, 99999, 99990)","(5.5, 99999, 99990)"
10-01-2023 12:05:29.526116,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:30.635252,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:31.819989,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:32.923340,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:33.907164,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:34.876777,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:35.814732,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:36.759663,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:37.721090,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:38.689567,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:39.717411,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:40.785958,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:41.874944,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:42.928883,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:43.933614,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:44.890839,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:45.788717,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:46.866551,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:47.833413,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:49.012707,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:50.054320,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:51.143324,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:52.234350,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:53.378424,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:54.373674,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:55.393341,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:56.354076,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:57.317118,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:58.411314,"(2.4, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:05:59.579422,"(2.35, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:00.666122,"(2.35, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:01.845478,"(2.35, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
10-01-2023 12:06:02.965129,"(2.35, 99999, 99990)","(12.0, 99999, 99990)","(8.0, 99999, 99990)","(4.6, 99999, 99990)","(6.0, 99999, 99990)","(13.0, 99999, 99990)","(6.0, 99999, 99990)"
