,Anguilla,Skip On Home,No Bribes Thanks,Bodacious Brew,Ernesto,Lord Percy,Sheza Daydreama,Yankee Rockette
06-01-2023 12:48:06.499970,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 176.0)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.2, 5.4)"
06-01-2023 12:48:07.743665,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 170.0)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.2, 5.4)"
06-01-2023 12:48:09.044996,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 170.0)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.2, 5.4)"
06-01-2023 12:48:10.339821,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 170.0)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.2, 5.4)"
06-01-2023 12:48:11.568230,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 170.0)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.2, 5.4)"
06-01-2023 12:48:12.817770,"(16.0, 50.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.21)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.2, 5.4)"
06-01-2023 12:48:14.120744,"(16.0, 50.0, 35.6)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.8, 4.135)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.2, 4.725)"
06-01-2023 12:48:15.458946,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.7, 4.135)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.0, 4.725)"
06-01-2023 12:48:17.068003,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.7, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 6.0, 4.675000000000001)"
06-01-2023 12:48:19.433913,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:21.010280,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:22.660361,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:24.160246,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:25.551434,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:26.884975,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:28.203721,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:29.501227,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:30.868609,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:32.178808,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:33.422241,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 2.9133333333333336)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:34.821339,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.126666666666667)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:36.084228,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.126666666666667)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:37.413529,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.126666666666667)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:38.708103,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 4.06)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.126666666666667)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:40.008927,"(16.0, 48.0, 34.4)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.6, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.126666666666667)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:41.357078,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 4.126666666666667)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:42.603122,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.27)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:48:43.925113,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.27)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:48:45.288790,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:46.559692,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:48.016623,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:49.371101,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:50.775005,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:52.509147,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:53.999577,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:55.545761,"(16.0, 46.0, 26.0)","(21.0, 75.0, 52.599999999999994)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 36.4)","(81.0, 220.0, 188.0)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:48:57.043612,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:48:58.355124,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:48:59.730532,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:01.012196,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:02.382805,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 185.71428571428572)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:03.674532,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:04.965259,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:06.259868,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:07.608764,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:08.973154,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:10.298375,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:11.539385,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:12.828000,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:14.169571,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:15.522683,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:16.781195,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:18.053735,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:19.324681,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:20.616941,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:21.859386,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:23.174681,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:24.494125,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:25.616741,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:26.826333,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:28.056610,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:29.244270,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:30.459245,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:31.644319,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:32.879300,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:34.008232,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:35.208607,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:36.360800,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:37.560888,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:38.720206,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:39.931789,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:41.169400,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:42.417182,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:43.599867,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
06-01-2023 12:49:44.761499,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:45.947283,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:47.096748,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:48.191267,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:49.382328,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:50.494652,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:51.534945,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:52.618959,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:53.714102,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 4.675000000000001)"
06-01-2023 12:49:54.819766,"(16.0, 46.0, 24.333333333333336)","(21.0, 75.0, 64.54545454545455)","(2.3, 4.5, 3.985)","(101.0, 220.0, 194.16666666666666)","(18.0, 50.0, 43.81818181818181)","(81.0, 220.0, 174.28571428571428)","(2.3, 4.3, 3.28)","(4.0, 5.9, 5.185714285714286)"
