,Anguilla,Skip On Home,No Bribes Thanks,Bodacious Brew,Ernesto,Lord Percy,Sheza Daydreama,Yankee Rockette
06-01-2023 13:00:50.823312,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 59.5)","(2.3, 3.0, 2.9448275862068964)","(101.0, 220.0, 197.27272727272725)","(21.0, 36.0, 32.66666666666667)","(91.0, 220.0, 178.33333333333334)","(2.35, 3.7, 3.24)","(3.9, 5.5, 4.75)"
06-01-2023 13:00:51.973839,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 59.5)","(2.3, 3.0, 2.822222222222222)","(101.0, 220.0, 197.27272727272725)","(21.0, 36.0, 32.66666666666667)","(91.0, 220.0, 178.33333333333334)","(2.35, 3.7, 3.24)","(3.9, 5.4, 5.118181818181818)"
06-01-2023 13:00:53.080166,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 59.5)","(2.3, 3.0, 2.84)","(101.0, 220.0, 197.27272727272725)","(21.0, 36.0, 32.66666666666667)","(91.0, 220.0, 178.33333333333334)","(2.35, 3.7, 3.29)","(3.9, 5.5, 5.0777777777777775)"
06-01-2023 13:00:54.236766,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 70.0)","(2.3, 3.0, 2.84)","(101.0, 220.0, 197.27272727272725)","(21.0, 36.0, 32.66666666666667)","(91.0, 220.0, 210.71428571428572)","(2.35, 3.8, 3.29)","(3.9, 5.2, 5.0777777777777775)"
06-01-2023 13:00:55.417332,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.84)","(101.0, 220.0, 197.27272727272725)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 3.8, 3.2649999999999997)","(3.9, 5.2, 5.0777777777777775)"
06-01-2023 13:00:56.540435,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.84)","(101.0, 220.0, 197.27272727272725)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 3.75, 3.2649999999999997)","(3.9, 5.2, 5.166666666666666)"
06-01-2023 13:00:57.685407,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.84)","(101.0, 220.0, 197.27272727272725)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 3.75, 3.2649999999999997)","(3.9, 5.3, 4.75)"
06-01-2023 13:00:58.848605,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.84)","(101.0, 220.0, 197.27272727272725)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 3.75, 3.2649999999999997)","(3.9, 5.4, 5.36)"
06-01-2023 13:00:59.894105,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.84)","(101.0, 220.0, 197.27272727272725)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 3.75, 3.2649999999999997)","(3.9, 5.5, 5.15)"
06-01-2023 13:01:00.941597,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.84)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 3.75, 3.2649999999999997)","(3.9, 5.5, 5.18)"
06-01-2023 13:01:02.050557,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.84)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 3.75, 2.740487804878049)","(3.9, 5.3, 5.133333333333334)"
06-01-2023 13:01:03.166138,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.84)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 2.76, 3.6772093023255814)","(3.9, 5.5, 4.788235294117647)"
06-01-2023 13:01:04.272821,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.84)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 3.7, 3.6772093023255814)","(3.9, 5.4, 5.0)"
06-01-2023 13:01:05.326970,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 76.66666666666667)","(2.3, 3.0, 2.9634285714285715)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 210.71428571428572)","(2.35, 3.7, 3.6772093023255814)","(3.9, 5.5, 5.18)"
06-01-2023 13:01:06.456908,"(17.0, 34.0, 25.428571428571427)","(26.0, 90.0, 73.75)","(2.3, 3.0, 2.8755555555555556)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 208.33333333333334)","(2.35, 3.7, 3.6772093023255814)","(3.9, 5.3, 5.18)"
06-01-2023 13:01:07.555610,"(17.0, 34.0, 25.428571428571427)","(26.0, 80.0, 73.75)","(2.3, 3.0, 2.8755555555555556)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 200.0)","(2.35, 3.7, 3.6772093023255814)","(3.9, 5.3, 5.15)"
06-01-2023 13:01:08.633925,"(17.0, 34.0, 25.428571428571427)","(26.0, 80.0, 65.0)","(2.3, 3.0, 2.8755555555555556)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 200.0)","(2.35, 3.7, 3.54)","(3.9, 5.5, 5.18)"
06-01-2023 13:01:09.801892,"(17.0, 34.0, 25.428571428571427)","(26.0, 75.0, 69.375)","(2.3, 3.0, 2.9299999999999997)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 200.0)","(2.35, 3.7, 3.54)","(3.9, 5.3, 5.18)"
06-01-2023 13:01:11.079566,"(17.0, 34.0, 25.428571428571427)","(26.0, 75.0, 69.375)","(2.3, 3.0, 2.9299999999999997)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.7, 3.0076470588235296)","(3.9, 5.3, 4.788235294117647)"
06-01-2023 13:01:12.257313,"(17.0, 34.0, 24.18181818181818)","(26.0, 75.0, 69.375)","(2.35, 3.0, 2.928888888888889)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 219.09090909090907)","(2.35, 3.65, 3.17)","(3.8, 5.4, 4.871428571428571)"
06-01-2023 13:01:13.337571,"(17.0, 34.0, 25.428571428571427)","(26.0, 75.0, 69.375)","(2.35, 3.0, 2.964444444444444)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.6, 3.24625)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:14.543845,"(17.0, 34.0, 25.428571428571427)","(26.0, 75.0, 69.375)","(2.35, 3.0, 2.964444444444444)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.55, 3.0566666666666666)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:15.741385,"(17.0, 34.0, 25.428571428571427)","(26.0, 75.0, 69.375)","(2.35, 3.0, 2.964444444444444)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.5, 3.0566666666666666)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:16.796880,"(17.0, 34.0, 25.428571428571427)","(26.0, 75.0, 69.375)","(2.35, 3.0, 2.964444444444444)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.5, 3.1042857142857145)","(3.8, 5.3, 4.82)"
06-01-2023 13:01:17.898220,"(17.0, 34.0, 25.428571428571427)","(26.0, 75.0, 69.375)","(2.35, 3.35, 3.3058823529411763)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.25, 3.29)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:18.938087,"(17.0, 34.0, 24.18181818181818)","(26.0, 75.0, 69.375)","(2.35, 3.35, 3.083103448275862)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.4, 3.1)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:19.995845,"(17.0, 34.0, 24.18181818181818)","(26.0, 75.0, 69.375)","(2.35, 3.35, 3.108125)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.4, 3.262857142857143)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:21.214828,"(17.0, 34.0, 24.18181818181818)","(26.0, 75.0, 69.375)","(2.35, 3.35, 3.18125)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.35, 2.8144444444444443)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:22.369228,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.18125)","(101.0, 220.0, 193.33333333333334)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.25, 2.8066666666666666)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:23.577047,"(17.0, 30.0, 24.285714285714285)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.1999999999999997)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.25, 3.02)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:24.736603,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.127272727272727)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.15, 3.02)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:25.848877,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.0916666666666663)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.15, 2.857142857142857)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:27.042661,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.2553571428571426)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 33.0)","(91.0, 230.0, 215.0)","(2.35, 3.1, 2.953333333333333)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:28.173473,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.2642857142857142)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 32.66666666666667)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:29.321939,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.175)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 32.66666666666667)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:30.435583,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.175)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 32.66666666666667)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:31.467026,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.175)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 32.66666666666667)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:32.543787,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.175)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 32.66666666666667)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:33.628111,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.3, 3.175)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 32.66666666666667)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.3, 4.871428571428571)"
06-01-2023 13:01:34.738694,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 69.375)","(2.35, 3.4, 3.2864864864864867)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 31.428571428571427)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.3, 4.754545454545454)"
06-01-2023 13:01:35.938621,"(17.0, 30.0, 24.285714285714285)","(26.0, 75.0, 67.5)","(2.35, 3.4, 3.2725)","(101.0, 220.0, 185.71428571428572)","(21.0, 36.0, 31.428571428571427)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.3, 4.754545454545454)"
06-01-2023 13:01:37.129248,"(17.0, 30.0, 24.285714285714285)","(26.0, 75.0, 67.5)","(2.5, 3.4, 3.2725)","(101.0, 220.0, 185.71428571428572)","(19.0, 36.0, 31.428571428571427)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.3, 4.475)"
06-01-2023 13:01:38.392706,"(17.0, 30.0, 24.285714285714285)","(26.0, 75.0, 67.5)","(2.5, 3.4, 3.2425925925925925)","(101.0, 220.0, 185.71428571428572)","(19.0, 36.0, 31.428571428571427)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.1, 4.475)"
06-01-2023 13:01:39.527475,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 67.5)","(2.5, 3.4, 3.2425925925925925)","(101.0, 220.0, 185.71428571428572)","(19.0, 36.0, 28.5)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.1, 4.534782608695652)"
06-01-2023 13:01:40.570454,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 67.5)","(2.5, 3.4, 3.2425925925925925)","(101.0, 220.0, 185.71428571428572)","(19.0, 36.0, 28.5)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.1, 4.623809523809523)"
06-01-2023 13:01:41.786570,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 67.5)","(2.5, 3.4, 3.2425925925925925)","(101.0, 220.0, 185.71428571428572)","(19.0, 36.0, 28.5)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.1, 4.623809523809523)"
06-01-2023 13:01:43.050670,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 67.5)","(2.5, 3.4, 3.069444444444444)","(101.0, 220.0, 185.71428571428572)","(19.0, 36.0, 28.5)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.8428571428571425)","(3.8, 5.1, 4.623809523809523)"
06-01-2023 13:01:44.235789,"(17.0, 30.0, 27.333333333333332)","(26.0, 75.0, 67.5)","(2.5, 3.4, 3.069444444444444)","(101.0, 220.0, 185.71428571428572)","(19.0, 36.0, 32.0)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.998333333333333)","(3.8, 5.1, 4.570588235294117)"
06-01-2023 13:01:45.305349,"(17.0, 30.0, 28.833333333333336)","(26.0, 75.0, 69.375)","(2.5, 3.4, 3.1375)","(101.0, 220.0, 178.57142857142856)","(19.0, 36.0, 32.0)","(91.0, 230.0, 215.0)","(2.35, 3.05, 2.9566666666666666)","(3.8, 5.1, 4.570588235294117)"
06-01-2023 13:01:46.364304,"(17.0, 30.0, 28.833333333333336)","(26.0, 70.0, 61.111111111111114)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 3.0, 2.87)","(3.8, 5.1, 4.570588235294117)"
06-01-2023 13:01:47.464484,"(17.0, 30.0, 28.833333333333336)","(26.0, 65.0, 57.22222222222222)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 3.0, 2.87)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:48.541592,"(17.0, 30.0, 28.833333333333336)","(26.0, 65.0, 57.22222222222222)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 3.0, 2.87)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:49.636706,"(17.0, 30.0, 29.22222222222222)","(26.0, 65.0, 57.22222222222222)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 3.0, 2.8566666666666665)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:50.700425,"(17.0, 30.0, 29.22222222222222)","(26.0, 65.0, 57.22222222222222)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 2.88, 2.8566666666666665)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:51.899367,"(17.0, 30.0, 29.22222222222222)","(26.0, 65.0, 57.22222222222222)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 2.88, 2.79)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:53.045766,"(17.0, 30.0, 28.833333333333336)","(26.0, 65.0, 57.22222222222222)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 2.88, 2.836)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:54.196665,"(17.0, 30.0, 28.833333333333336)","(26.0, 65.0, 57.22222222222222)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 2.88, 2.87)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:55.559995,"(17.0, 30.0, 28.833333333333336)","(26.0, 65.0, 57.22222222222222)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 2.88, 2.873333333333333)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:56.774019,"(17.0, 30.0, 28.833333333333336)","(26.0, 65.0, 57.22222222222222)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 33.2)","(91.0, 230.0, 215.0)","(2.35, 2.88, 2.74)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:57.987127,"(17.0, 30.0, 28.833333333333336)","(26.0, 65.0, 56.25)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 32.5)","(91.0, 230.0, 215.0)","(2.35, 2.88, 2.7275)","(3.8, 5.1, 4.457142857142857)"
06-01-2023 13:01:59.211663,"(17.0, 30.0, 29.22222222222222)","(26.0, 60.0, 56.25)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 32.5)","(91.0, 230.0, 215.0)","(2.35, 2.78, 2.7275)","(3.8, 5.1, 4.377777777777777)"
06-01-2023 13:02:00.469514,"(17.0, 30.0, 29.22222222222222)","(26.0, 60.0, 43.46153846153846)","(2.5, 3.35, 3.11875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 32.5)","(91.0, 230.0, 215.0)","(2.35, 2.78, 2.7275)","(3.8, 5.1, 4.171428571428571)"
06-01-2023 13:02:01.744926,"(17.0, 30.0, 27.307692307692307)","(26.0, 55.0, 43.46153846153846)","(2.5, 3.35, 3.06875)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 29.636363636363637)","(91.0, 230.0, 215.0)","(2.4, 2.78, 3.5052631578947366)","(3.8, 5.1, 4.3999999999999995)"
06-01-2023 13:02:02.909135,"(17.0, 30.0, 29.22222222222222)","(26.0, 55.0, 43.46153846153846)","(2.5, 3.35, 3.2520000000000002)","(101.0, 210.0, 178.57142857142856)","(19.0, 36.0, 28.857142857142858)","(91.0, 230.0, 215.0)","(2.4, 3.55, 3.42)","(3.8, 5.0, 4.5)"
06-01-2023 13:02:03.992711,"(17.0, 30.0, 29.22222222222222)","(26.0, 55.0, 43.46153846153846)","(2.5, 3.35, 3.1705882352941175)","(101.0, 210.0, 173.75)","(19.0, 38.0, 27.714285714285715)","(91.0, 230.0, 203.75)","(2.4, 3.5, 3.3279069767441865)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:05.092436,"(17.0, 32.0, 30.2)","(26.0, 50.0, 47.5)","(2.5, 3.3, 2.9870588235294115)","(101.0, 200.0, 185.0)","(19.0, 34.0, 27.81818181818182)","(91.0, 220.0, 203.75)","(2.4, 3.45, 3.3146341463414632)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:06.197217,"(17.0, 32.0, 30.2)","(26.0, 50.0, 41.66666666666667)","(2.5, 3.3, 2.9870588235294115)","(101.0, 200.0, 185.0)","(19.0, 38.0, 30.57142857142857)","(91.0, 220.0, 201.42857142857144)","(2.4, 3.4, 3.2837837837837838)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:07.281561,"(17.0, 32.0, 27.5)","(26.0, 48.0, 44.0)","(2.5, 3.3, 3.078333333333333)","(101.0, 200.0, 185.0)","(19.0, 38.0, 30.57142857142857)","(91.0, 220.0, 201.42857142857144)","(2.4, 3.3, 3.2210526315789476)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:08.435479,"(17.0, 32.0, 29.42857142857143)","(26.0, 48.0, 39.0)","(2.5, 3.3, 3.078333333333333)","(101.0, 200.0, 185.0)","(19.0, 38.0, 30.57142857142857)","(91.0, 220.0, 201.42857142857144)","(2.4, 3.25, 3.2210526315789476)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:09.490409,"(17.0, 32.0, 29.42857142857143)","(26.0, 48.0, 39.0)","(2.5, 3.3, 3.078333333333333)","(101.0, 200.0, 185.0)","(19.0, 38.0, 29.333333333333332)","(91.0, 220.0, 201.42857142857144)","(2.4, 3.2, 3.173684210526316)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:10.552581,"(17.0, 32.0, 29.42857142857143)","(26.0, 48.0, 38.30769230769231)","(2.5, 3.3, 3.078333333333333)","(101.0, 200.0, 185.0)","(19.0, 38.0, 29.333333333333332)","(91.0, 220.0, 201.42857142857144)","(2.4, 3.2, 3.173684210526316)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:11.787050,"(17.0, 32.0, 29.42857142857143)","(26.0, 48.0, 38.30769230769231)","(2.5, 3.3, 3.078333333333333)","(101.0, 200.0, 185.0)","(19.0, 38.0, 29.333333333333332)","(91.0, 220.0, 201.42857142857144)","(2.4, 3.15, 3.064)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:12.873993,"(17.0, 32.0, 29.42857142857143)","(26.0, 48.0, 38.30769230769231)","(2.5, 3.3, 3.078333333333333)","(101.0, 200.0, 185.0)","(19.0, 38.0, 30.57142857142857)","(91.0, 220.0, 201.42857142857144)","(2.4, 3.15, 2.970833333333333)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:14.105262,"(18.0, 32.0, 29.42857142857143)","(26.0, 48.0, 38.30769230769231)","(2.5, 3.3, 3.078333333333333)","(101.0, 200.0, 185.0)","(20.0, 38.0, 32.0)","(91.0, 220.0, 201.42857142857144)","(2.4, 3.15, 2.91)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:15.324431,"(18.0, 32.0, 29.42857142857143)","(26.0, 48.0, 38.30769230769231)","(2.5, 3.3, 3.165625)","(101.0, 200.0, 185.0)","(20.0, 36.0, 33.77777777777778)","(91.0, 220.0, 201.42857142857144)","(2.4, 3.1, 3.00875)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:16.495165,"(18.0, 32.0, 29.42857142857143)","(26.0, 48.0, 38.30769230769231)","(2.5, 3.25, 3.165625)","(101.0, 200.0, 185.0)","(20.0, 36.0, 33.42857142857143)","(91.0, 220.0, 190.0)","(2.4, 3.05, 2.9125)","(3.8, 4.9, 4.233333333333333)"
06-01-2023 13:02:17.665332,"(18.0, 32.0, 29.42857142857143)","(26.0, 48.0, 35.55555555555556)","(2.5, 3.25, 3.1622222222222223)","(101.0, 200.0, 185.0)","(20.0, 36.0, 33.42857142857143)","(91.0, 220.0, 190.0)","(2.4, 3.05, 2.923076923076923)","(3.8, 4.9, 4.3)"
06-01-2023 13:02:18.953957,"(18.0, 32.0, 29.42857142857143)","(26.0, 48.0, 35.55555555555556)","(2.5, 3.2, 3.0125)","(101.0, 200.0, 185.0)","(20.0, 36.0, 33.42857142857143)","(91.0, 220.0, 190.0)","(2.4, 3.05, 2.923076923076923)","(3.8, 4.9, 4.683333333333334)"
06-01-2023 13:02:20.183884,"(18.0, 32.0, 29.42857142857143)","(26.0, 48.0, 35.55555555555556)","(2.5, 3.2, 3.05)","(101.0, 200.0, 185.0)","(20.0, 36.0, 33.42857142857143)","(91.0, 220.0, 190.0)","(2.4, 3.05, 2.9714285714285715)","(3.8, 4.8, 4.742857142857143)"
06-01-2023 13:02:21.309241,"(18.0, 30.0, 28.0)","(26.0, 48.0, 35.55555555555556)","(2.5, 3.15, 3.05)","(101.0, 200.0, 185.0)","(20.0, 36.0, 33.42857142857143)","(91.0, 220.0, 190.0)","(2.4, 3.05, 2.9714285714285715)","(3.8, 5.0, 4.385714285714285)"
06-01-2023 13:02:22.479258,"(18.0, 30.0, 28.0)","(26.0, 48.0, 35.55555555555556)","(2.5, 3.1, 3.0846153846153848)","(101.0, 200.0, 210.71428571428572)","(20.0, 36.0, 33.42857142857143)","(91.0, 220.0, 190.0)","(2.4, 3.05, 2.9647058823529413)","(3.8, 4.9, 4.385714285714285)"
06-01-2023 13:02:23.619203,"(18.0, 30.0, 28.0)","(26.0, 48.0, 35.55555555555556)","(2.5, 3.1, 3.0846153846153848)","(101.0, 230.0, 165.0)","(20.0, 36.0, 33.42857142857143)","(91.0, 220.0, 190.0)","(2.4, 2.98, 2.9647058823529413)","(3.8, 4.9, 4.385714285714285)"
06-01-2023 13:02:24.676377,"(18.0, 30.0, 28.0)","(26.0, 48.0, 35.55555555555556)","(2.5, 3.1, 3.0846153846153848)","(101.0, 230.0, 211.42857142857144)","(20.0, 36.0, 33.42857142857143)","(91.0, 220.0, 190.0)","(2.4, 2.98, 2.9647058823529413)","(3.8, 4.9, 4.385714285714285)"
