,Handsome Alert,What A Nose,Haras Rusty,Downpipe,Summer Holiday,Aerobic System,Betty Jo,Frostbite Hux
04-01-2023 14:15:55.371587,"(3.2, 4.6, 3.7)","(81.0, 570.0, 345.0)","(1.85, 2.4, 2.3636363636363633)","(3.8, 5.0, 4.466666666666667)","(61.0, 490.0, 285.0)","(14.0, 44.0, 39.666666666666664)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:15:56.555382,"(3.2, 4.6, 3.7)","(81.0, 570.0, 345.0)","(1.85, 2.4, 2.3654545454545453)","(3.8, 5.0, 4.466666666666667)","(61.0, 490.0, 285.0)","(14.0, 44.0, 39.666666666666664)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:15:57.697451,"(3.2, 4.5, 3.9461538461538463)","(81.0, 570.0, 345.0)","(1.85, 2.4, 2.3654545454545453)","(3.8, 5.0, 4.466666666666667)","(61.0, 490.0, 285.0)","(14.0, 44.0, 39.666666666666664)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:15:58.764428,"(3.2, 4.5, 3.9461538461538463)","(81.0, 570.0, 345.0)","(1.85, 2.4, 2.3654545454545453)","(3.8, 5.0, 4.466666666666667)","(61.0, 490.0, 285.0)","(14.0, 44.0, 39.666666666666664)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:15:59.848451,"(3.2, 4.5, 3.9461538461538463)","(81.0, 570.0, 345.0)","(1.85, 2.4, 2.3654545454545453)","(3.8, 5.0, 4.466666666666667)","(61.0, 490.0, 285.0)","(14.0, 44.0, 39.666666666666664)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:16:00.877672,"(3.2, 4.5, 3.9461538461538463)","(81.0, 570.0, 195.0)","(1.85, 2.4, 2.3654545454545453)","(3.8, 5.0, 4.466666666666667)","(61.0, 490.0, 285.0)","(14.0, 44.0, 39.666666666666664)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:16:01.983939,"(3.2, 4.5, 3.9461538461538463)","(81.0, 570.0, 195.0)","(1.85, 2.4, 2.3654545454545453)","(3.8, 4.9, 4.45)","(61.0, 490.0, 285.0)","(14.0, 44.0, 39.666666666666664)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:16:03.088908,"(3.2, 4.5, 3.9461538461538463)","(81.0, 570.0, 345.0)","(1.85, 2.4, 2.3654545454545453)","(3.8, 4.9, 4.45)","(61.0, 490.0, 285.0)","(14.0, 44.0, 37.625)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:16:04.240898,"(3.2, 4.4, 3.907692307692308)","(81.0, 570.0, 345.0)","(1.85, 2.4, 2.364)","(3.8, 4.9, 4.45)","(61.0, 490.0, 285.0)","(14.0, 44.0, 39.0)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:16:05.370926,"(3.2, 4.4, 3.907692307692308)","(81.0, 570.0, 345.0)","(1.85, 2.4, 2.364)","(3.8, 4.9, 4.45)","(61.0, 490.0, 285.0)","(14.0, 44.0, 39.0)","(91.0, 650.0, 390.0)","(14.0, 55.0, 34.0)"
04-01-2023 14:16:06.472271,"(3.2, 4.4, 3.907692307692308)","(81.0, 570.0, 345.0)","(1.85, 2.4, 2.364)","(3.8, 4.9, 4.45)","(61.0, 490.0, 346.6666666666667)","(14.0, 44.0, 39.0)","(91.0, 650.0, 585.0)","(14.0, 55.0, 45.0)"
04-01-2023 14:16:07.508347,"(3.2, 4.4, 3.907692307692308)","(81.0, 470.0, 426.25)","(1.85, 2.4, 2.364)","(3.8, 4.9, 4.45)","(61.0, 380.0, 346.6666666666667)","(14.0, 44.0, 39.0)","(91.0, 650.0, 610.0)","(14.0, 55.0, 39.38461538461539)"
04-01-2023 14:16:08.583008,"(3.2, 4.4, 3.907692307692308)","(81.0, 470.0, 443.0769230769231)","(1.85, 2.4, 2.364)","(3.8, 4.9, 4.45)","(61.0, 380.0, 321.0)","(14.0, 44.0, 39.0)","(91.0, 650.0, 610.0)","(14.0, 55.0, 30.5)"
04-01-2023 14:16:09.749203,"(3.2, 4.4, 3.907692307692308)","(81.0, 470.0, 443.0769230769231)","(1.85, 2.4, 2.328)","(3.8, 4.9, 4.45)","(61.0, 380.0, 338.57142857142856)","(14.0, 44.0, 40.5)","(91.0, 650.0, 548.0)","(14.0, 55.0, 30.5)"
04-01-2023 14:16:10.859200,"(3.2, 4.3, 3.8692307692307693)","(81.0, 470.0, 402.0)","(1.85, 2.4, 2.366)","(3.8, 4.9, 4.45)","(61.0, 380.0, 338.57142857142856)","(14.0, 44.0, 39.2)","(91.0, 650.0, 548.0)","(14.0, 55.0, 38.66666666666667)"
04-01-2023 14:16:12.020297,"(3.2, 4.3, 3.8692307692307693)","(81.0, 470.0, 402.0)","(1.85, 2.4, 2.366)","(3.8, 4.9, 4.45)","(61.0, 380.0, 338.57142857142856)","(14.0, 44.0, 39.2)","(91.0, 650.0, 548.0)","(14.0, 55.0, 38.66666666666667)"
04-01-2023 14:16:13.189164,"(3.2, 4.3, 3.8692307692307693)","(81.0, 470.0, 402.0)","(1.85, 2.4, 2.366)","(3.8, 4.9, 4.45)","(61.0, 380.0, 308.75)","(14.0, 44.0, 42.666666666666664)","(91.0, 650.0, 548.0)","(14.0, 55.0, 46.09090909090909)"
04-01-2023 14:16:14.330969,"(3.2, 4.3, 3.8692307692307693)","(81.0, 470.0, 402.0)","(1.85, 2.4, 2.366)","(3.8, 4.9, 4.45)","(61.0, 380.0, 356.42857142857144)","(14.0, 44.0, 39.6)","(91.0, 650.0, 548.0)","(14.0, 55.0, 46.09090909090909)"
04-01-2023 14:16:15.421306,"(3.2, 4.3, 3.8692307692307693)","(81.0, 470.0, 402.0)","(1.85, 2.4, 2.366)","(3.8, 4.9, 4.45)","(61.0, 400.0, 356.42857142857144)","(14.0, 44.0, 39.6)","(91.0, 650.0, 548.0)","(14.0, 55.0, 46.09090909090909)"
04-01-2023 14:16:16.539347,"(3.2, 4.3, 3.8692307692307693)","(81.0, 470.0, 402.0)","(1.85, 2.4, 2.366)","(3.8, 4.9, 4.45)","(61.0, 400.0, 300.0)","(14.0, 44.0, 42.705882352941174)","(91.0, 650.0, 548.0)","(14.0, 55.0, 46.09090909090909)"
04-01-2023 14:16:17.648182,"(3.2, 4.2, 3.9000000000000004)","(81.0, 470.0, 402.0)","(1.85, 2.4, 2.332)","(3.8, 4.9, 4.45)","(61.0, 400.0, 357.1428571428571)","(14.0, 44.0, 42.705882352941174)","(91.0, 650.0, 548.0)","(14.0, 55.0, 46.09090909090909)"
04-01-2023 14:16:18.723725,"(3.2, 4.2, 3.830769230769231)","(81.0, 470.0, 402.0)","(1.85, 2.4, 2.368)","(3.8, 4.9, 4.45)","(61.0, 400.0, 357.1428571428571)","(14.0, 44.0, 41.0)","(91.0, 650.0, 548.0)","(14.0, 55.0, 46.09090909090909)"
04-01-2023 14:16:19.759838,"(3.2, 4.2, 4.0476190476190474)","(81.0, 470.0, 402.0)","(1.85, 2.06, 2.040888888888889)","(3.8, 4.9, 4.576923076923077)","(61.0, 400.0, 325.0)","(14.0, 44.0, 39.0)","(91.0, 650.0, 548.0)","(14.0, 55.0, 41.0)"
04-01-2023 14:16:20.844053,"(3.2, 4.2, 4.0476190476190474)","(81.0, 470.0, 402.0)","(1.85, 2.06, 2.055678391959799)","(3.8, 4.9, 4.576923076923077)","(61.0, 400.0, 325.0)","(14.0, 44.0, 39.0)","(91.0, 650.0, 548.0)","(14.0, 55.0, 41.0)"
04-01-2023 14:16:21.987849,"(3.2, 4.2, 4.0476190476190474)","(81.0, 470.0, 402.0)","(1.85, 2.06, 2.0565079365079364)","(3.8, 4.9, 4.457894736842105)","(61.0, 400.0, 351.6666666666667)","(14.0, 44.0, 39.6)","(91.0, 650.0, 522.5)","(14.0, 55.0, 41.0)"
04-01-2023 14:16:23.113509,"(3.2, 4.3, 4.184615384615385)","(81.0, 470.0, 385.0)","(1.85, 2.06, 2.0565079365079364)","(3.8, 4.9, 4.534782608695652)","(61.0, 400.0, 303.33333333333337)","(14.0, 50.0, 37.5)","(91.0, 650.0, 548.0)","(14.0, 55.0, 41.0)"
04-01-2023 14:16:24.193746,"(3.2, 4.2, 4.066666666666666)","(81.0, 470.0, 402.0)","(1.85, 2.06, 2.0565079365079364)","(3.8, 4.9, 4.534782608695652)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 45.0)","(91.0, 650.0, 548.0)","(14.0, 55.0, 41.0)"
04-01-2023 14:16:25.349950,"(3.2, 4.2, 4.090625)","(81.0, 470.0, 402.0)","(1.85, 2.06, 2.057241379310345)","(3.8, 4.9, 4.534782608695652)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 45.0)","(91.0, 650.0, 548.0)","(14.0, 55.0, 33.68421052631579)"
04-01-2023 14:16:26.361316,"(3.2, 4.2, 4.090625)","(81.0, 470.0, 402.0)","(1.85, 2.06, 2.057241379310345)","(3.8, 4.9, 4.534782608695652)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 47.5)","(91.0, 650.0, 587.5)","(14.0, 55.0, 40.535714285714285)"
04-01-2023 14:16:27.426882,"(3.2, 4.2, 4.090625)","(81.0, 470.0, 415.0)","(1.85, 2.06, 2.096842105263158)","(3.8, 4.9, 4.378947368421053)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 44.25)","(91.0, 650.0, 587.5)","(14.0, 55.0, 40.535714285714285)"
04-01-2023 14:16:28.531311,"(3.2, 4.2, 4.090625)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.1, 2.096842105263158)","(3.8, 4.9, 4.5)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 44.25)","(91.0, 650.0, 587.5)","(14.0, 55.0, 40.535714285714285)"
04-01-2023 14:16:29.608306,"(3.2, 4.2, 4.090625)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.16, 2.1714285714285717)","(3.8, 4.8, 4.716666666666667)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 47.578947368421055)","(91.0, 650.0, 587.5)","(14.0, 55.0, 40.535714285714285)"
04-01-2023 14:16:30.759014,"(3.2, 4.3, 4.110526315789474)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.1714285714285717)","(3.8, 4.8, 4.716666666666667)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 41.2)","(91.0, 650.0, 587.5)","(14.0, 55.0, 33.333333333333336)"
04-01-2023 14:16:31.945427,"(3.2, 4.3, 4.110526315789474)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.1714285714285717)","(3.8, 4.8, 4.431578947368421)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 44.5)","(91.0, 650.0, 587.5)","(14.0, 55.0, 36.42857142857143)"
04-01-2023 14:16:33.110153,"(3.2, 4.3, 3.94)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.1714285714285717)","(3.8, 4.8, 4.41764705882353)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 47.55555555555556)","(91.0, 650.0, 587.5)","(14.0, 55.0, 42.0)"
04-01-2023 14:16:34.205773,"(3.2, 4.3, 3.94)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.168888888888889)","(3.8, 4.7, 4.425)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 47.55555555555556)","(91.0, 650.0, 587.5)","(14.0, 55.0, 42.0)"
04-01-2023 14:16:35.292220,"(3.2, 4.3, 3.94)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.168888888888889)","(3.8, 4.7, 4.425)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 47.55555555555556)","(91.0, 650.0, 587.5)","(14.0, 55.0, 42.0)"
04-01-2023 14:16:36.365048,"(3.2, 4.3, 3.94)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.168888888888889)","(3.8, 4.7, 4.4875)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 47.55555555555556)","(91.0, 650.0, 587.5)","(14.0, 55.0, 42.0)"
04-01-2023 14:16:37.431251,"(3.2, 4.2, 3.95)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.168888888888889)","(3.8, 4.6, 4.425)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 47.55555555555556)","(91.0, 650.0, 587.5)","(14.0, 55.0, 42.0)"
04-01-2023 14:16:38.490195,"(3.2, 4.2, 3.95)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.168888888888889)","(3.8, 4.6, 4.425)","(61.0, 400.0, 353.3333333333333)","(14.0, 50.0, 47.55555555555556)","(91.0, 650.0, 587.5)","(14.0, 55.0, 42.0)"
04-01-2023 14:16:39.620577,"(3.2, 4.2, 3.95)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.1675)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 47.55555555555556)","(91.0, 650.0, 587.5)","(14.0, 55.0, 42.0)"
04-01-2023 14:16:40.730631,"(3.2, 4.2, 3.95)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.17)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 47.55555555555556)","(91.0, 650.0, 587.5)","(14.0, 55.0, 42.0)"
04-01-2023 14:16:41.795086,"(3.2, 4.2, 3.95)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.17)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 47.55555555555556)","(91.0, 650.0, 587.5)","(14.0, 55.0, 42.0)"
04-01-2023 14:16:42.800356,"(3.2, 4.2, 3.95)","(81.0, 470.0, 433.3333333333333)","(1.85, 2.18, 2.17)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 43.0)","(91.0, 650.0, 527.5)","(14.0, 55.0, 37.5)"
04-01-2023 14:16:43.788413,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.18, 2.17)","(3.8, 4.6, 4.32)","(61.0, 400.0, 346.0)","(14.0, 50.0, 43.0)","(91.0, 650.0, 527.5)","(14.0, 55.0, 37.5)"
04-01-2023 14:16:44.861424,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.18, 2.17)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 43.0)","(91.0, 650.0, 436.6666666666667)","(14.0, 55.0, 37.5)"
04-01-2023 14:16:45.896165,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.18, 2.17)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 47.0)","(91.0, 990.0, 409.0)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:46.998701,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.18, 2.1533333333333333)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 47.0)","(91.0, 990.0, 409.0)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:48.150043,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.32, 2.2977777777777777)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 47.0)","(91.0, 990.0, 409.0)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:49.200521,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.32, 2.1895652173913045)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 47.0)","(91.0, 990.0, 527.5)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:50.195982,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.32, 2.1955555555555555)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 527.5)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:51.247576,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.197142857142857)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 527.5)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:52.381845,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.197142857142857)","(3.8, 4.6, 4.425)","(61.0, 400.0, 346.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 527.5)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:53.490164,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.1836363636363636)","(3.8, 4.6, 4.425)","(61.0, 400.0, 310.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 527.5)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:54.636497,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.1870588235294117)","(3.8, 4.6, 4.425)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 527.5)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:55.705397,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.1870588235294117)","(3.8, 4.6, 4.425)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 527.5)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:56.779900,"(3.2, 4.2, 3.95)","(81.0, 470.0, 428.75)","(1.85, 2.3, 2.1870588235294117)","(3.8, 4.6, 4.425)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 527.5)","(14.0, 55.0, 45.78947368421053)"
04-01-2023 14:16:57.820291,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.1870588235294117)","(3.8, 4.6, 4.425)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 527.5)","(14.0, 55.0, 40.3448275862069)"
04-01-2023 14:16:58.926766,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.211578947368421)","(3.8, 4.6, 4.425)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 527.5)","(14.0, 55.0, 39.375)"
04-01-2023 14:16:59.993413,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.211578947368421)","(3.8, 4.6, 4.425)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 410.0)","(14.0, 55.0, 48.46153846153847)"
04-01-2023 14:17:01.062669,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.21)","(3.8, 4.6, 4.425)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:02.173791,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.212727272727273)","(3.8, 4.6, 4.425)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:03.260299,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.212727272727273)","(3.8, 4.6, 4.425)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:04.395760,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.2314285714285713)","(3.8, 4.6, 4.25)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:05.458018,"(3.2, 4.3, 4.03)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.2314285714285713)","(3.8, 4.6, 4.25)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:06.446718,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.2314285714285713)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:07.466309,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.21)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:08.474947,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.21)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:09.515476,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.21)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 335.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:10.559638,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.21)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 275.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:11.610886,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.3, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 275.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:12.718715,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 316.66666666666663)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:13.834088,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 316.66666666666663)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:14.934882,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 316.66666666666663)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 602.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:16.003519,"(3.2, 4.2, 3.95)","(81.0, 470.0, 310.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 415.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:17.055857,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 50.0, 48.38461538461539)","(91.0, 650.0, 493.3333333333333)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:18.144702,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 50.0, 44.2)","(91.0, 650.0, 493.3333333333333)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:19.166486,"(3.2, 4.3, 4.03)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.25)","(61.0, 400.0, 280.0)","(14.0, 48.0, 44.2)","(91.0, 650.0, 420.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:20.206710,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 48.0, 44.2)","(91.0, 650.0, 420.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:21.262223,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 48.0, 44.2)","(91.0, 650.0, 420.0)","(14.0, 50.0, 48.46153846153847)"
04-01-2023 14:17:22.254659,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 48.0, 44.2)","(91.0, 650.0, 420.0)","(14.0, 50.0, 46.4)"
04-01-2023 14:17:23.359257,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 48.0, 35.0)","(91.0, 650.0, 420.0)","(14.0, 50.0, 46.4)"
04-01-2023 14:17:24.415708,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 55.0, 38.333333333333336)","(91.0, 650.0, 420.0)","(14.0, 50.0, 46.4)"
04-01-2023 14:17:25.448181,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 55.0, 47.10526315789474)","(91.0, 650.0, 420.0)","(14.0, 50.0, 48.61538461538461)"
04-01-2023 14:17:26.463215,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.28, 2.1966666666666668)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 55.0, 47.10526315789474)","(91.0, 650.0, 420.0)","(14.0, 50.0, 48.61538461538461)"
04-01-2023 14:17:27.500513,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.26, 2.2013333333333334)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 55.0, 47.10526315789474)","(91.0, 650.0, 420.0)","(14.0, 50.0, 48.61538461538461)"
04-01-2023 14:17:28.541070,"(3.2, 4.2, 3.95)","(81.0, 470.0, 305.0)","(1.85, 2.26, 2.2013333333333334)","(3.8, 4.6, 4.366666666666666)","(61.0, 400.0, 280.0)","(14.0, 55.0, 47.10526315789474)","(91.0, 650.0, 420.0)","(14.0, 50.0, 48.61538461538461)"
