,Sutter Man,Childers Road,Bettor Beontoit Nz,Celestial Daybreak,Damysus,Bayonet Soldier,Ammicchi,Whoee Johnson,Our Major Jack Nz,Barney Fella
12-01-2023 16:23:58.347565,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:23:59.957820,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:01.573715,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:02.937480,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:04.278341,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:05.655223,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:07.008754,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:08.301524,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:09.507753,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:10.738809,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:11.988982,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:13.359341,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:14.643539,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:15.884402,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:17.058092,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:18.252621,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:19.557364,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:20.819613,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:22.079366,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:23.266912,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:24.505098,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:25.754565,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:27.247482,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:28.717215,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:30.098017,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:31.412786,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:32.740960,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:34.079052,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:35.447629,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:36.795735,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:38.180759,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:39.407256,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:40.739020,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:42.092746,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:43.434894,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:44.677930,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:46.019424,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:47.295821,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:48.620425,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:50.104958,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:51.545131,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:52.914500,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:54.280910,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:55.624935,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:56.905657,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:58.243461,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:24:59.666235,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:01.063642,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:02.380334,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:03.622243,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:04.963312,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:06.251200,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:07.595155,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:08.904607,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:10.246906,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:11.581153,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:12.834989,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:14.167442,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:15.587565,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:17.040099,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:18.526865,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:19.996162,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:21.323782,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:22.563202,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:23.948852,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:25.328311,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:26.852610,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:28.218563,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:29.674709,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:31.120667,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:32.521636,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:33.791903,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:35.231771,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:36.593278,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:37.919306,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
12-01-2023 16:25:39.203001,"(5.5, 9.6, 7.14)","(4.8, 8.2, 6.16)","(8.0, 99999, 99990)","(61.0, 140.0, 115.71428571428571)","(12.0, 23.0, 17.75)","(101.0, 220.0, 191.42857142857144)","(10.0, 17.5, 14.42)","(8.0, 15.0, 11.5)","(2.6, 99999, 99990)","(12.0, 22.0, 17.4)"
