,See Me Balt,Daisy Moments,Savage Victor,What A Bomber,Miss Priddle,Showtime Holly,Fancy Kelly,Malis Gonzales
10-01-2023 20:40:47.836096,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:40:49.222816,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:40:50.588929,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:40:51.942458,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:40:53.201310,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:40:54.649547,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:40:55.930376,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:40:57.243481,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:40:58.475613,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:40:59.675140,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:00.990060,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:02.386375,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:03.671567,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:04.804978,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:05.918648,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:07.074554,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:08.287651,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:09.378744,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:10.512537,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:11.842269,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:13.015555,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:14.317664,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:15.602536,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:17.052953,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:18.498322,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:19.746980,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:20.878286,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:22.138420,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:23.274100,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:24.490680,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:25.621926,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:26.677007,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:27.782712,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:28.933178,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:30.135180,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:31.303166,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:32.465427,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.933333333333334)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:33.587962,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 49.63636363636364)"
10-01-2023 20:41:34.658208,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:35.834401,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:36.998901,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:38.156382,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:39.528615,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:40.951544,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:42.234803,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 12.58)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:43.494201,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:44.785384,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 5.13076923076923)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:46.004415,"(8.5, 22.0, 16.17142857142857)","(10.0, 25.0, 14.733333333333334)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.5, 7.8)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:47.260317,"(8.5, 22.0, 15.2)","(10.0, 25.0, 13.600000000000001)","(17.0, 48.0, 40.0)","(2.9, 4.1, 4.030588235294117)","(3.0, 4.3, 3.5941176470588236)","(4.8, 11.0, 7.8)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 48.18181818181819)"
10-01-2023 20:41:48.464258,"(8.5, 22.0, 15.2)","(10.0, 25.0, 13.600000000000001)","(17.0, 48.0, 40.0)","(2.9, 4.1, 3.8099999999999996)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:41:49.703184,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 15.5)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.8099999999999996)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:41:50.889005,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 15.5)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.8099999999999996)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:41:51.963472,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 15.5)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.8099999999999996)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:41:53.115104,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 15.5)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:41:54.356186,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 15.5)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:41:55.548504,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:41:56.716160,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:41:57.847018,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:41:59.018415,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:00.178185,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:01.367031,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:02.551033,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:03.715956,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.4153846153846152)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:04.897258,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.376923076923077)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:06.113143,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.376923076923077)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:07.226929,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:08.349812,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:09.447074,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:10.593900,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:11.715118,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:12.889983,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:13.973127,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:15.103110,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:16.251039,"(8.5, 23.0, 10.485714285714286)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:17.431154,"(8.5, 23.0, 10.833333333333334)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.933333333333334)","(8.0, 15.5, 10.366666666666667)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:18.610746,"(8.5, 23.0, 10.657142857142857)","(10.0, 25.0, 16.444444444444443)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.425)","(8.0, 15.5, 10.5)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:19.801682,"(8.5, 23.0, 10.657142857142857)","(10.0, 25.0, 12.333333333333334)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.425)","(8.0, 15.5, 13.357142857142858)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:20.980912,"(8.5, 23.0, 10.657142857142857)","(10.0, 25.0, 12.333333333333334)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.425)","(8.0, 15.5, 10.633333333333333)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:22.151513,"(8.5, 23.0, 10.657142857142857)","(10.0, 25.0, 12.333333333333334)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.425)","(8.0, 15.5, 10.633333333333333)","(31.0, 110.0, 76.53846153846155)"
10-01-2023 20:42:23.330502,"(8.5, 23.0, 10.657142857142857)","(10.0, 25.0, 12.333333333333334)","(17.0, 48.0, 43.875)","(2.9, 4.1, 3.54)","(3.0, 4.3, 3.7285714285714286)","(4.8, 11.0, 9.425)","(8.0, 15.5, 10.633333333333333)","(31.0, 110.0, 76.53846153846155)"
