,Prawn Topper,Gin And Vodka,Betty Boop,Deputy Mayor,Poor Wally
08-01-2023 19:01:52.976658,"(101.0, 500.0, 305.0)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 89.33333333333334)","(4.4, 10.0, 8.1)","(1.7, 1.81, 1.792)"
08-01-2023 19:01:53.813416,"(101.0, 500.0, 305.0)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 89.33333333333334)","(4.4, 10.0, 8.1)","(1.7, 1.81, 1.792)"
08-01-2023 19:01:54.715337,"(101.0, 500.0, 305.0)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 89.33333333333334)","(4.4, 10.0, 8.1)","(1.7, 1.81, 1.792)"
08-01-2023 19:01:55.664633,"(101.0, 500.0, 305.0)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 10.0, 6.545454545454546)","(1.7, 1.81, 1.792)"
08-01-2023 19:01:56.544010,"(101.0, 500.0, 305.0)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 10.0, 8.1)","(1.7, 1.81, 1.792)"
08-01-2023 19:01:57.421545,"(101.0, 500.0, 305.0)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.792)"
08-01-2023 19:01:58.365508,"(101.0, 500.0, 305.0)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.792)"
08-01-2023 19:01:59.192492,"(101.0, 500.0, 240.0)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.792)"
08-01-2023 19:02:00.095425,"(101.0, 490.0, 363.33333333333337)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.792)"
08-01-2023 19:02:00.991415,"(101.0, 490.0, 300.0)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.8035714285714286)"
08-01-2023 19:02:01.845277,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.8035714285714286)"
08-01-2023 19:02:02.750081,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.8035714285714286)"
08-01-2023 19:02:03.658543,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.8035714285714286)"
08-01-2023 19:02:04.512339,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.8035714285714286)"
08-01-2023 19:02:05.338734,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.8035714285714286)"
08-01-2023 19:02:06.272150,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.8)"
08-01-2023 19:02:07.106915,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.75, 3.3449999999999998)","(41.0, 180.0, 71.2)","(4.4, 9.8, 8.0)","(1.7, 1.81, 1.8)"
08-01-2023 19:02:07.945474,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.15, 3.0975)","(41.0, 180.0, 71.2)","(4.4, 9.8, 9.360000000000001)","(1.7, 1.82, 1.8006451612903227)"
08-01-2023 19:02:08.930569,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.15, 3.0975)","(41.0, 180.0, 71.2)","(4.4, 9.8, 9.360000000000001)","(1.7, 1.82, 1.8006896551724139)"
08-01-2023 19:02:09.768404,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.15, 3.0975)","(41.0, 180.0, 71.2)","(4.4, 9.8, 9.360000000000001)","(1.7, 1.82, 1.8006896551724139)"
08-01-2023 19:02:10.572814,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.15, 3.0975)","(41.0, 180.0, 71.2)","(4.4, 9.8, 9.360000000000001)","(1.7, 1.82, 1.8006896551724139)"
08-01-2023 19:02:11.471635,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.15, 3.0975)","(41.0, 180.0, 71.2)","(4.4, 9.8, 9.372727272727273)","(1.7, 1.82, 1.8006896551724139)"
08-01-2023 19:02:12.308878,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.15, 3.0975)","(41.0, 180.0, 120.44444444444444)","(4.4, 11.5, 8.60909090909091)","(1.7, 1.82, 1.8006896551724139)"
08-01-2023 19:02:13.181538,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 120.44444444444444)","(4.4, 11.5, 8.85)","(1.7, 1.82, 1.7577777777777779)"
08-01-2023 19:02:14.085416,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 120.44444444444444)","(4.4, 11.5, 8.35)","(1.7, 1.82, 1.7577777777777779)"
08-01-2023 19:02:14.990365,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 120.44444444444444)","(4.4, 10.5, 8.263636363636364)","(1.7, 1.82, 1.8050000000000002)"
08-01-2023 19:02:15.805796,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 120.44444444444444)","(4.4, 10.5, 8.263636363636364)","(1.7, 1.81, 1.8050000000000002)"
08-01-2023 19:02:16.633998,"(101.0, 490.0, 243.33333333333331)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 120.44444444444444)","(4.4, 10.5, 8.263636363636364)","(1.7, 1.81, 1.8050000000000002)"
08-01-2023 19:02:17.537950,"(101.0, 500.0, 207.5)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 71.2)","(4.4, 10.5, 8.263636363636364)","(1.7, 1.81, 1.805909090909091)"
08-01-2023 19:02:18.406767,"(101.0, 490.0, 236.66666666666669)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 125.6)","(4.4, 10.5, 9.32857142857143)","(1.7, 1.81, 1.794)"
08-01-2023 19:02:19.254466,"(101.0, 490.0, 236.66666666666669)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 125.6)","(4.4, 10.0, 8.971428571428572)","(1.7, 1.81, 1.794)"
08-01-2023 19:02:20.099998,"(101.0, 490.0, 236.66666666666669)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 125.6)","(4.4, 10.0, 8.971428571428572)","(1.7, 1.81, 1.794)"
08-01-2023 19:02:20.964628,"(101.0, 490.0, 236.66666666666669)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 125.6)","(4.4, 10.0, 8.971428571428572)","(1.7, 1.81, 1.794)"
08-01-2023 19:02:21.804170,"(101.0, 490.0, 236.66666666666669)","(2.6, 3.45, 3.3225000000000002)","(41.0, 180.0, 89.33333333333333)","(4.4, 10.0, 8.971428571428572)","(1.7, 1.81, 1.794)"
08-01-2023 19:02:22.689895,"(101.0, 480.0, 233.33333333333331)","(2.6, 3.45, 3.3225000000000002)","(41.0, 160.0, 143.42857142857144)","(4.4, 10.0, 8.971428571428572)","(1.7, 1.81, 1.794)"
08-01-2023 19:02:23.518618,"(101.0, 480.0, 162.85714285714286)","(2.6, 3.45, 3.3225000000000002)","(41.0, 160.0, 90.4)","(4.4, 10.0, 8.971428571428572)","(1.7, 1.81, 1.794)"
08-01-2023 19:02:24.335284,"(101.0, 470.0, 230.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 140.0, 126.28571428571428)","(4.4, 10.0, 9.280000000000001)","(1.7, 1.81, 1.794)"
08-01-2023 19:02:25.170769,"(101.0, 470.0, 230.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 140.0, 126.28571428571428)","(4.4, 10.0, 9.280000000000001)","(1.7, 1.81, 1.796)"
08-01-2023 19:02:26.023275,"(101.0, 470.0, 236.66666666666669)","(2.6, 3.45, 3.3225000000000002)","(41.0, 140.0, 108.0)","(4.4, 10.0, 9.280000000000001)","(1.7, 1.81, 1.796)"
08-01-2023 19:02:26.944132,"(101.0, 470.0, 236.66666666666669)","(2.6, 3.45, 3.3225000000000002)","(41.0, 140.0, 92.0)","(4.4, 10.0, 7.733333333333333)","(1.7, 1.81, 1.796)"
08-01-2023 19:02:27.848873,"(101.0, 470.0, 178.33333333333334)","(2.6, 3.45, 3.3225000000000002)","(41.0, 140.0, 92.0)","(4.4, 10.0, 7.733333333333333)","(1.7, 1.81, 1.8050000000000002)"
08-01-2023 19:02:28.706916,"(101.0, 460.0, 233.33333333333331)","(2.6, 3.45, 3.3225000000000002)","(41.0, 140.0, 92.0)","(4.4, 10.0, 7.733333333333333)","(1.7, 1.81, 1.8050000000000002)"
08-01-2023 19:02:29.617400,"(101.0, 460.0, 168.57142857142856)","(2.6, 3.45, 3.4075)","(41.0, 120.0, 109.14285714285714)","(4.4, 10.0, 8.55)","(1.7, 1.81, 1.8050000000000002)"
08-01-2023 19:02:30.510914,"(101.0, 450.0, 167.14285714285714)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.14285714285714)","(4.4, 10.5, 8.3)","(1.7, 1.81, 1.7647619047619048)"
08-01-2023 19:02:31.315361,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3933333333333335)","(41.0, 120.0, 109.14285714285714)","(4.4, 10.0, 8.3)","(1.7, 1.82, 1.7647619047619048)"
08-01-2023 19:02:32.217121,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.14285714285714)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.7647619047619048)"
08-01-2023 19:02:33.178448,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.14285714285714)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.815)"
08-01-2023 19:02:34.097956,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 107.66666666666667)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.8151304347826087)"
08-01-2023 19:02:34.911043,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.8151304347826087)"
08-01-2023 19:02:35.723000,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.8151304347826087)"
08-01-2023 19:02:36.570984,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.8019354838709678)"
08-01-2023 19:02:37.413917,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.810967741935484)"
08-01-2023 19:02:38.274768,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.810967741935484)"
08-01-2023 19:02:39.082111,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.810967741935484)"
08-01-2023 19:02:39.900350,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.810967741935484)"
08-01-2023 19:02:40.751130,"(101.0, 440.0, 280.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 8.55)","(1.7, 1.82, 1.8102054794520548)"
08-01-2023 19:02:45.834970,"(101.0, 440.0, 275.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8102054794520548)"
08-01-2023 19:02:46.720951,"(101.0, 440.0, 275.0)","(2.6, 3.45, 3.3225000000000002)","(41.0, 120.0, 109.42857142857143)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:47.494197,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.215)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:48.301838,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.215)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:49.125190,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.215)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:49.967691,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.215)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:50.903661,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.215)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:51.782005,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.3912500000000003)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:52.588304,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.3912500000000003)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:53.440004,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.3912500000000003)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:54.460363,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.3912500000000003)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:55.338549,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8105479452054796)"
08-01-2023 19:02:56.260454,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8106250000000002)"
08-01-2023 19:02:57.103250,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 120.0, 90.4)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8106250000000002)"
08-01-2023 19:02:57.917950,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 110.0, 78.0)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.812)"
08-01-2023 19:02:58.770802,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 100.0, 86.5)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.812)"
08-01-2023 19:02:59.657009,"(101.0, 450.0, 223.33333333333331)","(2.6, 3.45, 3.316666666666667)","(41.0, 100.0, 86.5)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.812)"
08-01-2023 19:03:00.479956,"(101.0, 450.0, 223.33333333333331)","(2.6, 3.45, 3.316666666666667)","(41.0, 100.0, 86.5)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.812)"
08-01-2023 19:03:01.326628,"(101.0, 450.0, 223.33333333333331)","(2.6, 3.45, 3.316666666666667)","(41.0, 100.0, 86.5)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.8147540983606558)"
08-01-2023 19:03:02.144800,"(101.0, 450.0, 223.33333333333331)","(2.6, 3.45, 3.316666666666667)","(41.0, 100.0, 86.5)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.82, 1.799016393442623)"
08-01-2023 19:03:03.073186,"(101.0, 440.0, 220.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 95.0, 61.473684210526315)","(4.4, 10.5, 8.16)","(1.7, 1.82, 1.799016393442623)"
08-01-2023 19:03:03.998335,"(101.0, 430.0, 270.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 8.16)","(1.7, 1.82, 1.8141176470588236)"
08-01-2023 19:03:04.863058,"(101.0, 430.0, 163.33333333333334)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:05.774732,"(101.0, 430.0, 142.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:06.566813,"(101.0, 430.0, 142.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:07.431012,"(101.0, 430.0, 142.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:08.238663,"(101.0, 430.0, 142.0)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:09.023263,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:09.821952,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:10.672307,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:11.622539,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:12.522674,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:13.382392,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:14.507168,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:15.349130,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:16.301963,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 7.157142857142857)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:17.311251,"(101.0, 430.0, 136.66666666666666)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 8.55)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:18.118070,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 10.5, 8.55)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:19.024483,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.89473684210526)","(4.4, 11.0, 8.066666666666666)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:19.828704,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.2)","(4.4, 11.0, 8.066666666666666)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:20.816053,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 57.578947368421055)","(4.4, 11.0, 8.066666666666666)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:21.850523,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 57.578947368421055)","(4.4, 11.0, 8.066666666666666)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:22.646471,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 90.0, 59.2)","(4.4, 11.0, 8.066666666666666)","(1.7, 1.83, 1.8284375000000002)"
08-01-2023 19:03:23.450774,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 85.0, 75.25)","(4.4, 11.0, 8.8)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:24.242528,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 11.0, 8.8)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:25.113603,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 11.0, 8.8)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:25.978092,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 11.0, 8.066666666666666)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:26.828224,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:27.617320,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:28.441985,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:29.313994,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:30.153621,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:31.001381,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:32.005388,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:32.825706,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:33.706478,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 75.14285714285714)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:34.946594,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 67.75)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:35.903843,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 75.0, 67.75)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:36.786465,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 75.0, 53.90909090909091)","(4.4, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:37.731813,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 75.0, 54.42857142857143)","(4.6, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:38.708987,"(101.0, 430.0, 134.6153846153846)","(2.6, 3.45, 3.316666666666667)","(41.0, 75.0, 72.0)","(4.6, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:39.770361,"(101.0, 430.0, 145.55555555555554)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 58.666666666666664)","(4.6, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:40.713069,"(101.0, 430.0, 154.44444444444446)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 58.666666666666664)","(4.6, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:41.538269,"(101.0, 430.0, 154.44444444444446)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 58.666666666666664)","(4.6, 10.5, 7.8999999999999995)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:42.415662,"(101.0, 430.0, 154.44444444444446)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 58.666666666666664)","(4.6, 11.0, 8.8)","(1.7, 1.83, 1.8254545454545454)"
08-01-2023 19:03:43.281385,"(101.0, 430.0, 154.44444444444446)","(2.6, 3.45, 3.316666666666667)","(41.0, 80.0, 58.666666666666664)","(4.6, 11.0, 8.8)","(1.7, 1.83, 1.8271153846153847)"
