,Shes Roses,Lektra Dish,Blazin Cool,Devils Spirit,Mt View Jewel,Dr Earnie,Establishment
07-01-2023 10:03:23.724740,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:24.763336,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:25.912804,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:26.910540,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:27.898123,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:28.977179,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:30.069545,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:31.214902,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:32.427697,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:33.557073,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:34.571110,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:35.644746,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:36.586525,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:37.651763,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:38.726247,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:39.764932,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:40.858608,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:41.903376,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:43.037051,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:44.122888,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:45.210903,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:46.181889,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:47.131388,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:48.152451,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:49.151562,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:50.214610,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:51.218754,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:52.228252,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:53.255074,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:54.347829,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:55.422145,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:56.455244,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:57.445897,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:58.378838,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:03:59.460164,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:00.469178,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:01.509534,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:02.570506,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:03.667081,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:04.696179,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:05.770139,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:06.831463,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:07.901012,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:08.954590,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:10.031121,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:10.948901,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:11.876191,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:12.920235,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:13.926335,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:14.989910,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:16.030970,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:17.021450,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:18.029766,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:19.051342,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 286.66666666666663)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:20.034948,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:21.057771,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:21.980747,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:22.982030,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:24.038718,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:25.059161,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:26.067895,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:27.120097,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:28.065256,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:29.081385,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:30.111136,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:31.112546,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:32.074585,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:33.069575,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 317.5)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:34.079422,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:35.142391,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:36.216143,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:37.204545,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:38.208832,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:39.197167,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:40.206268,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:41.265820,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:42.335484,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:43.265177,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:44.274319,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:45.295405,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:46.240747,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:47.306716,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.479411764705882)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:48.287409,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:49.267689,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:50.347153,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:51.402007,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:52.463934,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:53.447896,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:54.405068,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:55.400454,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:56.395322,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:57.342183,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:58.396786,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:04:59.443341,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:05:00.444746,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:05:01.548622,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
07-01-2023 10:05:02.677166,"(2.4, 3.25, 2.764)","(3.9, 6.2, 4.8500000000000005)","(21.0, 80.0, 42.1875)","(21.0, 65.0, 36.875)","(81.0, 570.0, 140.83333333333331)","(2.5, 4.6, 3.6202702702702703)","(8.5, 17.0, 15.95)"
