,Jet Impact,Hey Grace,Circus Craze,Global Glory,Garside,Go Go Snow,Petina,Devonish Girl
10-01-2023 12:39:47.493880,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:39:48.755071,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:39:50.055028,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:39:51.320491,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:39:52.559660,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:39:53.796518,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:39:55.112721,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:39:56.401274,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:39:57.673992,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:39:58.868101,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 34.114285714285714)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 23.0)","(10.0, 18.5, 14.94)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:00.092528,"(4.6, 8.2, 7.0)","(10.0, 18.5, 15.399999999999999)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:01.350482,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:02.602323,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:03.843237,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:05.003775,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:06.124092,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:07.345436,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:08.587937,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:09.856923,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:11.160226,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:12.369089,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:13.533970,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:14.729584,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:16.022381,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:17.281955,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:18.545137,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:19.782461,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:20.940365,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:22.095517,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:23.435258,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:24.839489,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:26.178942,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:27.483686,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:28.743332,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:29.984700,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:31.275982,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:32.582184,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:33.894644,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:35.171013,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:36.445459,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:37.658368,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:38.895907,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:40.282746,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:41.669899,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:42.995340,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:44.589939,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:45.674018,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:47.115806,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:48.365513,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:49.677984,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:50.971347,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:52.307819,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:53.540874,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:54.784550,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:56.129781,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:57.452088,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:58.684779,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:40:59.975578,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:41:01.211385,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.065142857142857)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:41:02.459071,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 8.0, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:41:03.596761,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 33.36)","(4.8, 15.5, 12.60909090909091)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 14.285714285714285)"
10-01-2023 12:41:04.800138,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 36.0, 19.86)","(4.8, 15.5, 9.50952380952381)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 15.5, 15.571428571428571)"
10-01-2023 12:41:06.079607,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 21.0, 19.86)","(4.8, 17.0, 9.50952380952381)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:07.353493,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 21.0, 22.56)","(4.8, 17.0, 9.50952380952381)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:08.620616,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 24.0, 22.56)","(4.8, 17.0, 9.50952380952381)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:10.066384,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 24.0, 22.56)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:11.586614,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 24.0, 22.56)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:12.926720,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 24.0, 22.56)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:14.302312,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 24.0, 25.259999999999998)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:15.582202,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 27.0, 25.259999999999998)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:16.886353,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 27.0, 25.259999999999998)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:18.209783,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 27.0, 25.259999999999998)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:19.567023,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 27.0, 25.259999999999998)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:20.904730,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 27.0, 25.259999999999998)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:22.179831,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 27.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:23.390408,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:24.650641,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:25.919459,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:27.144428,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:28.312706,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:29.506133,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:30.913738,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:32.245791,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:33.553646,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:35.173641,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
10-01-2023 12:41:36.590897,"(4.6, 8.2, 7.0)","(10.0, 18.5, 16.816666666666666)","(11.0, 30.0, 27.96)","(4.8, 17.0, 14.58)","(2.7, 7.8, 3.53)","(12.0, 27.0, 24.9375)","(10.0, 18.5, 16.68)","(7.5, 17.0, 15.571428571428571)"
