,Star Sparks,Momack,Estadio Mestalla,Born With Wings,High Court,Tip Of The Spear,Bend The Knee,Bazooka,Chateaux Park,Estreet
07-01-2023 15:25:24.154437,"(6.0, 7.0, 6.907407407407407)","(8.5, 11.0, 10.420886075949367)","(2.4, 2.86, 2.82)","(12.0, 18.0, 17.25)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.5)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:25.406882,"(6.0, 7.0, 6.907407407407407)","(8.5, 11.0, 10.420886075949367)","(2.4, 2.86, 2.82)","(12.0, 18.0, 16.75)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.5)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:26.632866,"(6.0, 7.0, 6.907407407407407)","(8.5, 11.0, 10.420886075949367)","(2.4, 2.86, 2.82)","(12.0, 18.0, 17.0)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.5)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:27.877406,"(6.0, 7.0, 6.907407407407407)","(8.5, 11.0, 10.420886075949367)","(2.4, 2.86, 2.82)","(12.0, 18.0, 17.0)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.53846153846154)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:29.216714,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.4, 2.86, 2.82)","(12.0, 18.0, 17.25)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.53846153846154)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:30.615428,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.4, 2.86, 2.82)","(12.0, 18.0, 17.25)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.53846153846154)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:31.942897,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.4, 2.86, 2.82)","(12.0, 18.0, 17.25)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.53846153846154)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:33.704908,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.4, 2.86, 2.82)","(12.0, 18.0, 17.25)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.7)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:35.056151,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.4, 2.86, 2.82)","(12.0, 18.0, 17.25)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.7)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:36.745819,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.4, 2.86, 2.82)","(12.0, 18.0, 17.0)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.7)","(20.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:38.439582,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.45, 2.86, 2.82)","(12.0, 18.0, 17.0)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.7)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:40.057478,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.45, 2.86, 2.82)","(12.0, 18.0, 17.285714285714285)","(14.0, 17.5, 16.821428571428573)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.7)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:41.600418,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.45, 2.86, 2.82)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.216494845360824)","(21.0, 28.0, 26.46153846153846)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 22.7)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:42.954393,"(6.0, 7.0, 6.909090909090909)","(8.5, 11.0, 10.424528301886792)","(2.45, 2.86, 2.8496774193548386)","(12.0, 18.0, 17.0)","(14.0, 17.5, 17.216494845360824)","(21.0, 28.0, 25.5)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 23.0, 21.30909090909091)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:44.323006,"(6.0, 7.0, 6.9818181818181815)","(8.5, 11.0, 10.424528301886792)","(2.45, 2.86, 2.8496774193548386)","(12.0, 18.0, 17.23076923076923)","(14.0, 17.5, 17.213541666666668)","(21.0, 28.0, 27.402985074626866)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 21.30909090909091)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:45.850470,"(6.0, 7.0, 6.9818181818181815)","(8.5, 11.0, 10.160550458715596)","(2.45, 2.86, 2.8545762711864406)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.213541666666668)","(21.0, 28.0, 27.402985074626866)","(10.0, 14.0, 12.746575342465754)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 21.30909090909091)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:47.185892,"(6.0, 7.0, 6.9818181818181815)","(8.5, 11.0, 10.041884816753926)","(2.45, 2.86, 2.8545762711864406)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.213541666666668)","(21.0, 28.0, 27.402985074626866)","(10.0, 14.0, 13.621118012422361)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 21.30909090909091)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:48.471311,"(6.0, 7.0, 6.9818181818181815)","(8.5, 11.0, 10.041884816753926)","(2.45, 2.86, 2.8545762711864406)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.213541666666668)","(21.0, 28.0, 27.402985074626866)","(10.0, 14.0, 13.63905325443787)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 20.916666666666668)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:49.709684,"(6.0, 7.0, 6.9818181818181815)","(8.5, 11.0, 10.041884816753926)","(2.45, 2.86, 2.85578947368421)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.213541666666668)","(21.0, 28.0, 25.647058823529413)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 20.916666666666668)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:50.942238,"(6.0, 7.0, 6.9818181818181815)","(8.5, 11.0, 10.041884816753926)","(2.45, 2.86, 2.85578947368421)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.213541666666668)","(21.0, 28.0, 25.142857142857142)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 20.916666666666668)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:52.197043,"(6.0, 7.0, 6.9818181818181815)","(8.5, 11.0, 10.156682027649769)","(2.45, 2.86, 2.8306354515050165)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.213541666666668)","(21.0, 28.0, 25.142857142857142)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 20.916666666666668)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:53.384675,"(6.0, 6.8, 6.630434782608695)","(8.5, 11.0, 10.156682027649769)","(2.45, 2.88, 2.8638688524590163)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.24056603773585)","(21.0, 28.0, 25.142857142857142)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 20.916666666666668)","(21.0, 36.0, 33.666666666666664)"
07-01-2023 15:25:54.602067,"(6.0, 6.8, 6.552380952380952)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.862805755395683)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.24056603773585)","(21.0, 28.0, 25.142857142857142)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 20.916666666666668)","(21.0, 36.0, 33.0)"
07-01-2023 15:25:55.837480,"(6.0, 6.8, 6.505660377358491)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.862490842490842)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.24056603773585)","(21.0, 28.0, 25.555555555555557)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.774390243902438)","(16.0, 24.0, 20.916666666666668)","(21.0, 36.0, 33.0)"
07-01-2023 15:25:57.095938,"(6.0, 6.8, 6.437209302325582)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.849041095890411)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.24056603773585)","(21.0, 28.0, 25.0)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 21.58695652173913)","(21.0, 36.0, 33.0)"
07-01-2023 15:25:58.406125,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.842978723404255)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.238095238095237)","(21.0, 27.0, 23.25)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 21.58695652173913)","(21.0, 36.0, 33.0)"
07-01-2023 15:25:59.635148,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.842978723404255)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.238095238095237)","(21.0, 27.0, 22.5)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 21.58695652173913)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:01.115996,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.842978723404255)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.238095238095237)","(21.0, 27.0, 22.5)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 21.58695652173913)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:02.389994,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.840952380952381)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.238095238095237)","(21.0, 27.0, 22.5)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 21.58695652173913)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:03.655644,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.840952380952381)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 17.238095238095237)","(21.0, 27.0, 23.53846153846154)","(10.0, 14.0, 13.62691131498471)","(9.0, 13.0, 11.75925925925926)","(16.0, 24.0, 21.58695652173913)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:04.877015,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.840952380952381)","(12.0, 18.0, 17.166666666666668)","(14.0, 17.5, 19.0)","(21.0, 27.0, 23.53846153846154)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 11.774390243902438)","(16.0, 24.0, 21.73469387755102)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:06.191189,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.840952380952381)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.46078431372549)","(21.0, 27.0, 22.5)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 11.774390243902438)","(16.0, 24.0, 21.73469387755102)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:07.589290,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.840952380952381)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 27.0, 21.705882352941178)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.302083333333334)","(16.0, 24.0, 21.571428571428573)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:08.934863,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.840952380952381)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 21.705882352941178)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.302083333333334)","(16.0, 23.0, 21.571428571428573)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:10.124843,"(6.0, 6.8, 6.511111111111111)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.840952380952381)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 21.705882352941178)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.302083333333334)","(16.0, 23.0, 21.571428571428573)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:11.387739,"(6.0, 6.8, 6.41)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.835)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 21.705882352941178)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:12.635514,"(6.0, 6.8, 6.41)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.83037037037037)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 21.705882352941178)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:13.792223,"(6.0, 6.8, 6.382142857142857)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.83037037037037)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 21.705882352941178)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:14.948658,"(6.0, 6.8, 6.382142857142857)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.83037037037037)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 24.76923076923077)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:16.210524,"(6.0, 6.8, 6.382142857142857)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.8250574712643677)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.0)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:17.452864,"(6.0, 6.8, 6.382142857142857)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8250574712643677)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.38235294117647)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 36.0, 31.666666666666668)"
07-01-2023 15:26:18.793489,"(6.0, 6.8, 6.382142857142857)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8250574712643677)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.375)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 40.0, 31.666666666666668)"
07-01-2023 15:26:20.130013,"(6.0, 6.8, 6.382142857142857)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8250574712643677)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.375)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 40.0, 31.666666666666668)"
07-01-2023 15:26:21.355501,"(6.0, 6.8, 6.382142857142857)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8250574712643677)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.375)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 40.0, 31.666666666666668)"
07-01-2023 15:26:22.587833,"(6.0, 6.8, 6.382142857142857)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8250574712643677)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.375)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.412280701754385)","(16.0, 23.0, 21.571428571428573)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:26:23.854318,"(6.0, 6.8, 6.382142857142857)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8250574712643677)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.375)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.417391304347825)","(16.0, 23.0, 21.571428571428573)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:26:25.526034,"(6.0, 6.8, 6.325925925925926)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.822868525896414)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.375)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.417391304347825)","(16.0, 23.0, 21.571428571428573)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:26:26.987643,"(6.0, 6.4, 6.325925925925926)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8209876543209873)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.375)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.634730538922156)","(9.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.571428571428573)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:26:28.462561,"(6.0, 6.4, 6.325925925925926)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8209876543209873)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.629179331306991)","(9.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.181818181818183)","(21.0, 40.0, 31.333333333333332)"
07-01-2023 15:26:29.872676,"(6.0, 6.4, 6.366666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8209876543209873)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.629179331306991)","(9.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.536585365853657)","(21.0, 40.0, 34.0)"
07-01-2023 15:26:31.038423,"(6.0, 6.4, 6.366666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8209876543209873)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.629179331306991)","(9.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.536585365853657)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:32.511999,"(6.0, 6.4, 6.366666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.811223021582734)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.629179331306991)","(9.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.536585365853657)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:33.875745,"(6.0, 6.8, 6.381818181818182)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8181949458483753)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.629179331306991)","(9.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.536585365853657)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:35.172698,"(6.0, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8181949458483753)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.629179331306991)","(9.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.536585365853657)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:36.406344,"(6.0, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8181949458483753)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(10.0, 14.0, 13.629179331306991)","(9.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.536585365853657)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:37.635514,"(5.5, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.88, 2.8356603773584905)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.536585365853657)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:38.875512,"(5.5, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.8356603773584905)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 23.0, 21.536585365853657)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:40.204001,"(5.5, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.8241666666666667)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 23.0, 22.25)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:41.522389,"(5.5, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.8214925373134325)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 24.0, 22.25)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:42.889782,"(5.5, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.8214925373134325)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 24.0, 21.48)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:44.379595,"(5.5, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.8214925373134325)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.8)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 34.0)"
07-01-2023 15:26:46.195135,"(5.5, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.8183870967741935)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 25.0, 23.333333333333332)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 24.0, 22.391304347826086)","(21.0, 38.0, 33.0)"
07-01-2023 15:26:47.624831,"(5.5, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.8183870967741935)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 24.0, 23.333333333333332)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 24.0, 22.391304347826086)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:49.065122,"(5.5, 6.6, 6.416666666666667)","(8.5, 11.0, 10.115942028985508)","(2.45, 2.86, 2.8183870967741935)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 24.0, 23.333333333333332)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 24.0, 22.391304347826086)","(21.0, 36.0, 33.0)"
07-01-2023 15:26:50.512894,"(5.5, 6.6, 6.416666666666667)","(8.5, 10.5, 10.375)","(2.45, 2.86, 2.826052631578947)","(12.0, 18.0, 17.166666666666668)","(14.0, 19.5, 19.31818181818182)","(21.0, 24.0, 23.333333333333332)","(11.0, 14.0, 13.629179331306991)","(10.0, 13.0, 12.220930232558139)","(16.0, 24.0, 22.391304347826086)","(21.0, 36.0, 33.0)"
