,Goldstar Gigi,Laredo Jewel,Epic Blossom,Homebush Thaw,Rosehip,Mighty Mccook,Mustang Megan,Sugar Time
12-01-2023 17:37:04.473129,"(2.3, 3.7, 3.49)","(5.0, 13.5, 10.633333333333333)","(14.0, 30.0, 25.625)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 22.428571428571427)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:05.629891,"(2.3, 3.7, 3.49)","(5.0, 13.5, 10.633333333333333)","(14.0, 30.0, 19.0)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 22.428571428571427)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:06.781716,"(2.3, 3.7, 3.398787878787879)","(5.0, 13.5, 10.633333333333333)","(14.0, 30.0, 19.0)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 22.428571428571427)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:07.965770,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.5, 10.633333333333333)","(14.0, 30.0, 19.0)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 22.428571428571427)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:09.150350,"(2.3, 3.7, 2.3666666666666667)","(5.0, 13.5, 10.633333333333333)","(14.0, 30.0, 19.0)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 22.428571428571427)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:10.329908,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.5, 10.633333333333333)","(14.0, 30.0, 19.0)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 22.428571428571427)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:11.509704,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.5, 10.633333333333333)","(14.0, 30.0, 19.0)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:12.648592,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.5, 10.633333333333333)","(14.0, 30.0, 25.875)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:13.845162,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.5, 8.34)","(14.0, 30.0, 25.625)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:14.997317,"(2.3, 3.7, 2.3666666666666667)","(5.0, 14.0, 8.54)","(14.0, 30.0, 25.625)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:16.130957,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:17.292458,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:18.415711,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:19.562159,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:20.710557,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:21.890087,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 21.96)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 65.89999999999999)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:22.947239,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 19.933333333333334)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 140.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:24.052779,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:25.262806,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:26.440234,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:27.599075,"(2.3, 3.7, 2.3666666666666667)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:28.690369,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:29.832007,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:31.034970,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:32.190548,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:33.332401,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:34.472737,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:35.586778,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:36.728316,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:37.915527,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:39.070395,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:40.197980,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:41.420177,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:42.566152,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.333333333333332)","(12.0, 25.0, 20.0)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:43.743153,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 23.2)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:44.764511,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.0)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:45.828748,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.0)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:46.967202,"(2.3, 3.7, 2.4749999999999996)","(5.0, 14.0, 8.54)","(14.0, 30.0, 19.0)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.604166666666666)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:48.108466,"(2.3, 3.7, 2.44)","(5.0, 14.0, 12.120000000000001)","(14.0, 30.0, 19.0)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.696153846153846)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:49.183326,"(2.3, 3.7, 2.44)","(5.0, 14.0, 12.2375)","(14.0, 30.0, 19.0)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.696153846153846)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:50.266659,"(2.3, 3.7, 3.347586206896552)","(5.0, 14.0, 10.625)","(14.0, 30.0, 19.0)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.696153846153846)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:51.356568,"(2.3, 3.7, 3.347586206896552)","(5.0, 14.0, 11.545454545454547)","(14.0, 30.0, 19.0)","(12.0, 25.0, 15.333333333333332)","(3.8, 5.8, 4.696153846153846)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.799999999999999)"
12-01-2023 17:37:52.426453,"(2.3, 3.7, 3.347586206896552)","(5.0, 14.0, 11.545454545454547)","(14.0, 30.0, 19.0)","(12.0, 25.0, 15.0)","(3.8, 5.8, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 19.0, 11.633333333333333)"
12-01-2023 17:37:53.480793,"(2.3, 3.7, 3.347586206896552)","(5.0, 14.0, 11.545454545454547)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:37:54.620534,"(2.3, 3.7, 3.5023529411764707)","(5.0, 14.0, 11.545454545454547)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:37:55.751038,"(2.3, 3.7, 3.5023529411764707)","(5.0, 14.0, 11.545454545454547)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:37:56.909232,"(2.3, 3.7, 3.5472727272727274)","(5.0, 14.0, 11.545454545454547)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:37:57.976786,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 11.4)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:37:59.093201,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 11.4)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:00.268024,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 7.533333333333333)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:01.420003,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 7.533333333333333)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 61.9)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:02.726623,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 130.0, 72.95454545454545)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:04.142236,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 72.95454545454545)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:05.484584,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 72.95454545454545)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:06.834146,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 72.95454545454545)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:08.047346,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 72.95454545454545)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:09.237511,"(2.3, 3.7, 3.5472727272727274)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:10.413077,"(2.3, 3.7, 2.4575)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:11.564242,"(2.3, 3.7, 2.4575)","(5.0, 13.0, 10.266666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:12.711830,"(2.3, 3.7, 2.4575)","(5.0, 13.0, 7.533333333333333)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:13.803224,"(2.3, 3.7, 2.4575)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:14.968842,"(2.3, 3.7, 2.4575)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:16.142889,"(2.3, 3.7, 2.4575)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:17.302473,"(2.3, 3.7, 3.4688372093023254)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:18.516426,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:19.740616,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.0, 9.0)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:20.952797,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.0, 7.666666666666666)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:22.188232,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.0, 8.899999999999999)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:23.459075,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:24.706820,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:25.892393,"(2.3, 3.7, 2.4749999999999996)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:27.051003,"(2.3, 3.7, 2.44)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.633333333333333)"
12-01-2023 17:38:28.249530,"(2.3, 3.7, 3.342758620689655)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 15.5)"
12-01-2023 17:38:29.503697,"(2.3, 3.7, 2.4225000000000003)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:30.736575,"(2.3, 3.7, 3.4080000000000004)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:31.922254,"(2.3, 3.7, 2.44)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:33.064144,"(2.3, 3.7, 3.34)","(5.0, 13.0, 9.719999999999999)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:34.286352,"(2.3, 3.7, 3.34)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:35.559004,"(2.3, 3.7, 3.34)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:36.771179,"(2.3, 3.7, 3.34)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:37.961640,"(2.3, 3.7, 3.34)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:39.089028,"(2.3, 3.7, 3.34)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 23.0)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:40.254052,"(2.3, 3.7, 3.34)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:41.431843,"(2.3, 3.7, 2.3892307692307693)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 120.0, 57.900000000000006)","(8.5, 18.5, 11.766666666666667)"
12-01-2023 17:38:42.716828,"(2.3, 3.7, 2.3892307692307693)","(5.0, 13.0, 9.05)","(14.0, 30.0, 19.0)","(12.0, 24.0, 15.0)","(3.8, 5.9, 4.742307692307692)","(13.0, 27.0, 24.53846153846154)","(16.0, 120.0, 67.5)","(8.5, 18.5, 16.884615384615387)"
