,Disputed River,Mr Im A Believer,Winds Of March,Go Woody,Italian Award,Kokonotsu,Jenni Of Avalon,La Sarthe,Ocherous
04-01-2023 12:42:25.672470,"(4.2, 4.9, 4.83819095477387)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(61.0, 70.0, 66.66666666666667)","(6.5, 7.2, 7.176237623762376)","(21.0, 32.0, 30.22222222222222)","(31.0, 60.0, 56.4)","(81.0, 180.0, 168.46153846153845)"
04-01-2023 12:42:26.746742,"(4.2, 4.9, 4.83819095477387)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(61.0, 70.0, 66.66666666666667)","(6.5, 7.2, 7.176237623762376)","(21.0, 32.0, 30.22222222222222)","(31.0, 60.0, 56.4)","(81.0, 180.0, 168.46153846153845)"
04-01-2023 12:42:27.907338,"(4.2, 4.9, 4.83819095477387)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(61.0, 70.0, 66.25)","(6.5, 7.2, 7.176237623762376)","(21.0, 32.0, 30.22222222222222)","(31.0, 60.0, 56.4)","(81.0, 180.0, 168.46153846153845)"
04-01-2023 12:42:28.980568,"(4.2, 4.9, 4.83819095477387)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(61.0, 70.0, 66.25)","(6.5, 7.2, 7.176237623762376)","(21.0, 32.0, 30.22222222222222)","(31.0, 60.0, 56.4)","(81.0, 180.0, 85.63829787234043)"
04-01-2023 12:42:30.058861,"(4.4, 4.9, 4.83819095477387)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 70.0, 66.25)","(6.0, 7.2, 7.176237623762376)","(21.0, 32.0, 30.22222222222222)","(31.0, 60.0, 56.4)","(81.0, 90.0, 116.66666666666667)"
04-01-2023 12:42:31.193996,"(4.4, 4.9, 4.845454545454546)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 70.0, 66.25)","(6.0, 7.2, 7.176237623762376)","(21.0, 32.0, 30.22222222222222)","(31.0, 60.0, 56.4)","(81.0, 170.0, 132.0)"
04-01-2023 12:42:32.351969,"(4.4, 4.9, 4.842131979695432)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 70.0, 66.25)","(6.0, 7.2, 7.1414634146341465)","(21.0, 32.0, 30.22222222222222)","(31.0, 60.0, 56.4)","(81.0, 160.0, 126.0)"
04-01-2023 12:42:33.431367,"(4.4, 4.9, 4.842131979695432)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 70.0, 66.25)","(6.0, 7.2, 7.093023255813954)","(21.0, 32.0, 30.22222222222222)","(31.0, 60.0, 56.53846153846154)","(81.0, 150.0, 127.5)"
04-01-2023 12:42:34.649062,"(4.4, 4.9, 4.842131979695432)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 70.0, 66.25)","(6.0, 7.2, 7.093023255813954)","(21.0, 32.0, 30.22222222222222)","(31.0, 60.0, 56.53846153846154)","(81.0, 140.0, 131.66666666666669)"
04-01-2023 12:42:35.760496,"(4.4, 4.9, 4.842131979695432)","(1.95, 2.24, 2.2176018099547514)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 70.0, 65.55555555555556)","(6.0, 7.2, 7.082926829268293)","(21.0, 32.0, 30.060606060606062)","(31.0, 60.0, 55.90909090909091)","(81.0, 140.0, 131.66666666666669)"
04-01-2023 12:42:36.942835,"(4.4, 4.9, 4.8525)","(1.95, 2.24, 2.222355140186916)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 70.38461538461539)","(6.0, 7.2, 7.073684210526316)","(21.0, 32.0, 30.403225806451612)","(31.0, 60.0, 55.90909090909091)","(81.0, 140.0, 118.57142857142857)"
04-01-2023 12:42:38.127392,"(4.4, 4.9, 4.8525)","(1.95, 2.24, 2.222188679245283)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 67.5)","(6.0, 7.2, 7.073684210526316)","(21.0, 32.0, 29.75)","(31.0, 60.0, 55.90909090909091)","(81.0, 130.0, 105.38461538461539)"
04-01-2023 12:42:39.301757,"(4.2, 4.9, 4.8525)","(1.95, 2.24, 2.222188679245283)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 63.75)","(6.0, 7.2, 7.082208588957055)","(21.0, 32.0, 29.574468085106382)","(31.0, 60.0, 58.75)","(81.0, 130.0, 105.38461538461539)"
04-01-2023 12:42:40.408369,"(4.2, 4.9, 4.8525)","(1.95, 2.24, 2.222188679245283)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 67.72727272727273)","(6.0, 7.2, 7.143636363636364)","(21.0, 32.0, 29.40909090909091)","(31.0, 60.0, 59.166666666666664)","(81.0, 130.0, 105.38461538461539)"
04-01-2023 12:42:41.505569,"(4.2, 4.9, 4.8525)","(1.95, 2.24, 2.2216359918200412)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 68.51351351351352)","(6.0, 7.2, 7.164583333333334)","(21.0, 32.0, 29.40909090909091)","(31.0, 60.0, 59.166666666666664)","(81.0, 130.0, 105.38461538461539)"
04-01-2023 12:42:42.567918,"(4.2, 4.9, 4.825714285714286)","(1.95, 2.24, 2.2216359918200412)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 68.51351351351352)","(6.0, 7.2, 7.158558558558559)","(21.0, 32.0, 29.40909090909091)","(31.0, 60.0, 59.166666666666664)","(81.0, 130.0, 105.38461538461539)"
04-01-2023 12:42:43.610674,"(4.2, 4.9, 4.818568232662193)","(1.95, 2.24, 2.2239355992844367)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 68.51351351351352)","(6.0, 7.2, 7.166037735849057)","(21.0, 32.0, 29.40909090909091)","(31.0, 60.0, 59.166666666666664)","(81.0, 130.0, 105.38461538461539)"
04-01-2023 12:42:44.684646,"(4.2, 4.9, 4.818568232662193)","(1.95, 2.24, 2.2239355992844367)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 68.51351351351352)","(6.0, 7.2, 7.174257425742574)","(21.0, 32.0, 29.40909090909091)","(31.0, 60.0, 59.166666666666664)","(81.0, 130.0, 110.0)"
04-01-2023 12:42:45.746245,"(4.2, 4.9, 4.814754098360655)","(1.95, 2.24, 2.2239355992844367)","(19.0, 25.0, 24.266666666666666)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 68.51351351351352)","(6.0, 7.2, 7.154385964912281)","(21.0, 32.0, 29.076923076923077)","(31.0, 60.0, 59.166666666666664)","(81.0, 130.0, 110.0)"
04-01-2023 12:42:46.886636,"(4.2, 4.9, 4.814754098360655)","(1.95, 2.24, 2.2239355992844367)","(19.0, 25.0, 24.444444444444443)","(8.0, 11.5, 11.210526315789474)","(51.0, 75.0, 69.0)","(6.0, 7.2, 7.154385964912281)","(21.0, 32.0, 29.348837209302324)","(31.0, 60.0, 59.166666666666664)","(81.0, 130.0, 110.0)"
04-01-2023 12:42:48.119351,"(4.2, 4.9, 4.80990099009901)","(1.95, 2.24, 2.2223228346456696)","(19.0, 24.0, 23.980392156862745)","(8.0, 11.5, 11.116666666666667)","(51.0, 75.0, 69.0)","(6.0, 7.2, 7.146938775510204)","(21.0, 32.0, 29.348837209302324)","(31.0, 60.0, 59.166666666666664)","(81.0, 130.0, 106.66666666666667)"
04-01-2023 12:42:49.223576,"(4.2, 4.9, 4.80990099009901)","(1.95, 2.24, 2.2223228346456696)","(19.0, 24.0, 23.980392156862745)","(8.0, 11.5, 11.102941176470589)","(51.0, 75.0, 69.0)","(6.0, 7.2, 7.146938775510204)","(21.0, 32.0, 29.348837209302324)","(31.0, 60.0, 59.166666666666664)","(81.0, 130.0, 106.66666666666667)"
04-01-2023 12:42:50.303635,"(4.2, 4.9, 4.80990099009901)","(1.95, 2.24, 2.2223228346456696)","(19.0, 24.0, 23.980392156862745)","(8.0, 11.5, 11.090909090909092)","(51.0, 75.0, 67.63157894736842)","(6.0, 7.2, 7.141573033707865)","(21.0, 32.0, 29.91780821917808)","(31.0, 60.0, 59.31818181818182)","(81.0, 130.0, 116.42857142857143)"
04-01-2023 12:42:51.546614,"(4.2, 4.9, 4.8205)","(1.95, 2.24, 2.2223228346456696)","(19.0, 24.0, 24.444444444444443)","(8.0, 11.5, 11.090909090909092)","(51.0, 70.0, 61.42857142857143)","(6.0, 7.2, 7.141573033707865)","(21.0, 32.0, 29.291666666666668)","(31.0, 60.0, 59.31818181818182)","(81.0, 120.0, 116.42857142857143)"
04-01-2023 12:42:52.716018,"(4.2, 4.9, 4.8205)","(1.95, 2.24, 2.2223228346456696)","(19.0, 25.0, 24.444444444444443)","(8.0, 11.5, 11.090909090909092)","(51.0, 70.0, 61.42857142857143)","(6.0, 7.2, 7.141573033707865)","(21.0, 30.0, 29.291666666666668)","(31.0, 60.0, 59.34782608695652)","(81.0, 120.0, 116.42857142857143)"
04-01-2023 12:42:53.779967,"(4.2, 4.9, 4.8205)","(1.95, 2.24, 2.2223228346456696)","(19.0, 25.0, 24.444444444444443)","(8.0, 11.5, 11.090909090909092)","(51.0, 70.0, 61.42857142857143)","(6.0, 7.2, 7.143478260869565)","(21.0, 30.0, 28.82758620689655)","(31.0, 60.0, 59.34782608695652)","(81.0, 120.0, 116.42857142857143)"
04-01-2023 12:42:54.958202,"(4.2, 4.9, 4.8205)","(1.95, 2.24, 2.2223228346456696)","(19.0, 25.0, 24.444444444444443)","(8.0, 11.5, 11.158227848101266)","(51.0, 70.0, 61.42857142857143)","(6.0, 7.2, 7.113333333333333)","(21.0, 30.0, 28.82758620689655)","(31.0, 60.0, 59.34782608695652)","(81.0, 120.0, 116.42857142857143)"
04-01-2023 12:42:55.986968,"(4.2, 4.8, 4.788666666666667)","(1.95, 2.24, 2.2223228346456696)","(19.0, 25.0, 24.444444444444443)","(8.0, 11.5, 11.158227848101266)","(51.0, 70.0, 61.42857142857143)","(6.0, 7.2, 7.113333333333333)","(21.0, 30.0, 28.82758620689655)","(31.0, 60.0, 54.54545454545455)","(81.0, 120.0, 116.42857142857143)"
04-01-2023 12:42:57.074779,"(4.2, 4.8, 4.769270833333334)","(1.95, 2.24, 2.2235744680851064)","(19.0, 25.0, 24.444444444444443)","(8.0, 11.5, 11.158227848101266)","(51.0, 70.0, 61.42857142857143)","(6.0, 7.2, 7.113333333333333)","(21.0, 30.0, 28.74074074074074)","(31.0, 60.0, 55.38461538461539)","(81.0, 120.0, 116.42857142857143)"
04-01-2023 12:42:58.166553,"(4.2, 4.8, 4.769270833333334)","(1.95, 2.24, 2.2235744680851064)","(19.0, 25.0, 24.444444444444443)","(8.0, 11.5, 11.158227848101266)","(51.0, 70.0, 61.42857142857143)","(6.0, 7.2, 7.133333333333334)","(21.0, 30.0, 29.227272727272727)","(31.0, 60.0, 55.714285714285715)","(81.0, 120.0, 110.0)"
04-01-2023 12:42:59.303723,"(4.2, 4.8, 4.773777777777778)","(1.95, 2.24, 2.224911717495987)","(19.0, 25.0, 24.6875)","(8.0, 11.5, 11.194117647058823)","(51.0, 70.0, 67.6923076923077)","(6.0, 7.2, 7.1584)","(21.0, 30.0, 28.3)","(31.0, 60.0, 55.714285714285715)","(81.0, 120.0, 116.0)"
04-01-2023 12:43:00.451278,"(4.2, 4.8, 4.77005076142132)","(1.95, 2.24, 2.2246405228758173)","(19.0, 26.0, 24.75862068965517)","(8.0, 11.5, 11.182926829268293)","(51.0, 70.0, 71.5)","(6.0, 7.2, 6.988372093023256)","(21.0, 30.0, 28.25)","(31.0, 60.0, 55.714285714285715)","(81.0, 120.0, 117.14285714285714)"
04-01-2023 12:43:01.688116,"(4.2, 4.8, 4.77005076142132)","(1.95, 2.24, 2.2250533807829185)","(19.0, 26.0, 24.952380952380953)","(8.0, 11.5, 11.182926829268293)","(51.0, 75.0, 71.7741935483871)","(6.0, 7.0, 7.025)","(21.0, 30.0, 28.24)","(31.0, 60.0, 55.714285714285715)","(81.0, 120.0, 118.18181818181819)"
04-01-2023 12:43:02.934862,"(4.2, 4.8, 4.77005076142132)","(1.95, 2.26, 2.2493103448275864)","(19.0, 26.0, 24.77777777777778)","(8.0, 11.5, 10.965116279069768)","(51.0, 75.0, 71.42857142857143)","(6.0, 7.2, 7.025)","(21.0, 30.0, 28.2)","(31.0, 60.0, 55.714285714285715)","(81.0, 120.0, 117.77777777777777)"
04-01-2023 12:43:04.101748,"(4.2, 4.8, 4.77005076142132)","(1.95, 2.28, 2.2511805555555555)","(19.0, 26.0, 24.77777777777778)","(8.0, 11.0, 10.965116279069768)","(51.0, 75.0, 71.42857142857143)","(6.0, 7.2, 7.025)","(21.0, 29.0, 28.727272727272727)","(31.0, 60.0, 55.714285714285715)","(81.0, 120.0, 118.18181818181819)"
04-01-2023 12:43:05.291926,"(4.2, 4.8, 4.77005076142132)","(1.95, 2.28, 2.2541433021806854)","(19.0, 25.0, 24.666666666666668)","(8.0, 11.5, 11.045454545454545)","(51.0, 75.0, 73.125)","(6.0, 7.2, 7.025)","(21.0, 29.0, 28.666666666666668)","(31.0, 60.0, 55.833333333333336)","(81.0, 120.0, 120.0)"
04-01-2023 12:43:06.470427,"(4.2, 4.8, 4.77005076142132)","(1.95, 2.28, 2.2520436817472698)","(19.0, 25.0, 24.724137931034484)","(8.0, 11.5, 11.045454545454545)","(51.0, 75.0, 74.0625)","(6.0, 7.2, 6.942105263157894)","(21.0, 30.0, 28.666666666666668)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 120.76923076923077)"
04-01-2023 12:43:07.699781,"(4.2, 4.8, 4.77005076142132)","(1.95, 2.28, 2.257457404980341)","(19.0, 25.0, 24.764705882352942)","(8.0, 11.5, 11.045454545454545)","(51.0, 75.0, 74.0625)","(6.0, 7.0, 6.936538461538461)","(21.0, 30.0, 28.666666666666668)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 120.76923076923077)"
04-01-2023 12:43:08.890647,"(4.2, 4.8, 4.77005076142132)","(1.95, 2.28, 2.257457404980341)","(19.0, 25.0, 24.746031746031747)","(8.0, 11.5, 11.045454545454545)","(51.0, 75.0, 74.0625)","(6.0, 7.0, 6.957777777777777)","(21.0, 30.0, 28.19047619047619)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 120.76923076923077)"
04-01-2023 12:43:10.017446,"(4.2, 4.8, 4.77005076142132)","(1.95, 2.28, 2.2585515320334264)","(19.0, 25.0, 24.774647887323944)","(8.0, 11.5, 11.045454545454545)","(51.0, 75.0, 74.0625)","(6.0, 7.0, 6.957777777777777)","(21.0, 30.0, 28.22222222222222)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 120.76923076923077)"
04-01-2023 12:43:11.155053,"(4.2, 4.8, 4.765625)","(1.95, 2.28, 2.2585515320334264)","(19.0, 25.0, 24.774647887323944)","(8.0, 11.5, 11.023809523809524)","(51.0, 75.0, 74.0625)","(6.0, 7.0, 6.957777777777777)","(21.0, 30.0, 28.22222222222222)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 120.76923076923077)"
04-01-2023 12:43:12.309121,"(4.2, 4.8, 4.765625)","(1.95, 2.28, 2.2623798627002287)","(19.0, 25.0, 24.774647887323944)","(8.0, 11.5, 11.053571428571429)","(51.0, 75.0, 74.0625)","(6.0, 7.0, 6.957777777777777)","(21.0, 30.0, 28.22222222222222)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 120.76923076923077)"
04-01-2023 12:43:13.426937,"(4.2, 4.8, 4.765625)","(1.95, 2.28, 2.266724137931034)","(19.0, 25.0, 24.774647887323944)","(8.0, 11.5, 11.053571428571429)","(51.0, 75.0, 74.0625)","(6.0, 7.0, 6.964485981308411)","(21.0, 30.0, 28.53846153846154)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 120.76923076923077)"
04-01-2023 12:43:14.526116,"(4.2, 4.8, 4.765625)","(1.95, 2.28, 2.270384068278805)","(19.0, 24.0, 23.78125)","(8.0, 11.5, 11.053571428571429)","(51.0, 75.0, 73.88888888888889)","(6.0, 7.0, 6.964485981308411)","(21.0, 30.0, 28.608695652173914)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 120.76923076923077)"
04-01-2023 12:43:15.663179,"(4.2, 4.8, 4.765625)","(1.95, 2.28, 2.2707901907356947)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 11.053571428571429)","(51.0, 75.0, 76.17647058823529)","(6.0, 7.0, 6.964485981308411)","(21.0, 30.0, 28.608695652173914)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:16.816312,"(4.2, 4.8, 4.765625)","(1.95, 2.28, 2.2707901907356947)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 11.053571428571429)","(51.0, 80.0, 76.19047619047619)","(6.0, 7.0, 7.033112582781457)","(21.0, 30.0, 28.608695652173914)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:17.910522,"(4.2, 4.8, 4.765625)","(1.95, 2.28, 2.2713385826771653)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 10.956521739130435)","(51.0, 80.0, 75.8974358974359)","(6.0, 7.2, 7.033112582781457)","(21.0, 30.0, 28.608695652173914)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:19.013307,"(4.2, 4.8, 4.765625)","(1.95, 2.28, 2.270894039735099)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 10.956521739130435)","(51.0, 80.0, 73.42105263157895)","(6.0, 7.2, 7.033112582781457)","(21.0, 30.0, 28.608695652173914)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:20.113095,"(4.2, 4.8, 4.769302325581395)","(1.95, 2.28, 2.271877256317689)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 10.956521739130435)","(51.0, 75.0, 73.42105263157895)","(6.0, 7.2, 6.96)","(21.0, 30.0, 28.608695652173914)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:21.213711,"(4.2, 4.8, 4.769302325581395)","(1.95, 2.28, 2.273852631578947)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 10.942105263157895)","(51.0, 75.0, 73.42105263157895)","(6.0, 7.0, 7.044444444444444)","(21.0, 30.0, 28.53846153846154)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:22.310702,"(4.2, 4.8, 4.779179810725552)","(1.95, 2.28, 2.2720072992700726)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 10.942105263157895)","(51.0, 75.0, 73.42105263157895)","(6.0, 7.2, 7.044444444444444)","(21.0, 30.0, 28.53846153846154)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:23.417651,"(4.2, 4.8, 4.779179810725552)","(1.95, 2.28, 2.2720072992700726)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 10.942105263157895)","(51.0, 75.0, 73.42105263157895)","(6.0, 7.2, 7.032)","(21.0, 30.0, 28.608695652173914)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:24.516718,"(4.2, 4.8, 4.779179810725552)","(1.95, 2.28, 2.271190476190476)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 10.956521739130435)","(51.0, 75.0, 73.42105263157895)","(6.0, 7.2, 7.032)","(21.0, 30.0, 28.608695652173914)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:25.644145,"(4.2, 4.9, 4.7904238618524335)","(1.95, 2.28, 2.271190476190476)","(19.0, 24.0, 23.695652173913043)","(8.0, 11.5, 10.956521739130435)","(51.0, 75.0, 73.42105263157895)","(6.0, 7.2, 7.025974025974026)","(21.0, 30.0, 28.857142857142858)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:26.771081,"(4.2, 4.9, 4.79171974522293)","(1.95, 2.28, 2.271190476190476)","(19.0, 25.0, 24.185185185185183)","(8.0, 11.5, 10.956521739130435)","(51.0, 75.0, 70.0)","(6.0, 7.0, 6.828187919463087)","(21.0, 30.0, 28.774193548387096)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:28.004209,"(4.2, 4.9, 4.825764192139738)","(1.95, 2.28, 2.272822580645161)","(19.0, 25.0, 23.96969696969697)","(8.0, 11.5, 10.956521739130435)","(51.0, 70.0, 65.75)","(6.0, 7.0, 6.81779359430605)","(21.0, 30.0, 28.857142857142858)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:29.196643,"(4.2, 4.9, 4.834782608695652)","(1.95, 2.28, 2.272822580645161)","(19.0, 25.0, 23.666666666666668)","(8.0, 11.5, 10.956521739130435)","(51.0, 70.0, 65.75)","(6.0, 7.0, 6.752657004830918)","(21.0, 30.0, 28.476190476190474)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:30.370670,"(4.2, 4.9, 4.834782608695652)","(1.95, 2.28, 2.272822580645161)","(19.0, 25.0, 23.666666666666668)","(8.0, 11.5, 10.956521739130435)","(51.0, 70.0, 65.75)","(6.0, 7.0, 6.752657004830918)","(21.0, 30.0, 28.476190476190474)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:31.560658,"(4.2, 4.9, 4.834782608695652)","(1.95, 2.28, 2.273687943262411)","(19.0, 25.0, 23.666666666666668)","(8.0, 11.5, 10.956521739130435)","(51.0, 70.0, 65.75)","(6.0, 7.0, 6.752657004830918)","(21.0, 30.0, 28.476190476190474)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:32.722453,"(4.2, 4.9, 4.834782608695652)","(1.95, 2.28, 2.273687943262411)","(19.0, 25.0, 23.733333333333334)","(8.0, 11.5, 10.956521739130435)","(51.0, 70.0, 65.75)","(6.0, 7.0, 6.752657004830918)","(21.0, 30.0, 28.703703703703702)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:33.945958,"(4.2, 4.9, 4.834782608695652)","(1.95, 2.28, 2.273687943262411)","(19.0, 25.0, 24.344827586206897)","(8.0, 11.5, 10.956521739130435)","(51.0, 70.0, 65.75)","(6.0, 7.0, 6.73944020356234)","(21.0, 29.0, 28.217391304347828)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:35.141319,"(4.2, 4.9, 4.834782608695652)","(1.95, 2.28, 2.2705820105820105)","(19.0, 25.0, 24.344827586206897)","(8.0, 11.5, 10.956521739130435)","(51.0, 70.0, 65.75)","(6.0, 7.0, 6.738383838383838)","(21.0, 29.0, 28.037037037037038)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:36.316109,"(4.2, 4.9, 4.834782608695652)","(1.95, 2.28, 2.2705820105820105)","(19.0, 25.0, 24.344827586206897)","(8.0, 11.5, 10.956521739130435)","(51.0, 70.0, 65.75)","(6.0, 7.0, 6.73944020356234)","(21.0, 29.0, 28.037037037037038)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:37.493263,"(4.2, 4.9, 4.834782608695652)","(1.95, 2.28, 2.2705820105820105)","(19.0, 25.0, 24.303030303030305)","(8.0, 11.5, 10.956521739130435)","(51.0, 70.0, 65.75)","(6.0, 7.0, 6.73944020356234)","(21.0, 29.0, 28.037037037037038)","(31.0, 60.0, 55.833333333333336)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:38.595229,"(4.2, 4.9, 4.834782608695652)","(1.95, 2.28, 2.2705820105820105)","(19.0, 25.0, 24.303030303030305)","(8.0, 11.5, 11.105504587155963)","(51.0, 70.0, 65.95238095238095)","(6.0, 7.0, 6.748427672955975)","(21.0, 29.0, 27.933333333333334)","(31.0, 60.0, 57.05882352941177)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:39.724385,"(4.2, 4.9, 4.8422066549912435)","(1.95, 2.28, 2.2705820105820105)","(19.0, 25.0, 24.303030303030305)","(8.0, 11.5, 10.977272727272727)","(51.0, 70.0, 65.95238095238095)","(6.0, 6.8, 6.750898203592814)","(21.0, 29.0, 27.933333333333334)","(31.0, 60.0, 57.05882352941177)","(81.0, 130.0, 114.0)"
04-01-2023 12:43:40.818953,"(4.2, 4.9, 4.8442567567567565)","(1.95, 2.28, 2.279124087591241)","(19.0, 25.0, 24.333333333333332)","(8.0, 11.0, 10.984375)","(51.0, 70.0, 65.95238095238095)","(6.0, 6.8, 6.755191256830601)","(21.0, 29.0, 28.058823529411764)","(31.0, 60.0, 57.8125)","(81.0, 130.0, 116.66666666666667)"
04-01-2023 12:43:41.913953,"(4.2, 4.9, 4.844350758853288)","(1.95, 2.28, 2.279124087591241)","(19.0, 25.0, 24.303030303030305)","(8.0, 11.0, 10.984375)","(51.0, 70.0, 65.95238095238095)","(6.0, 6.8, 6.755191256830601)","(21.0, 29.0, 28.0)","(31.0, 60.0, 57.8125)","(81.0, 130.0, 115.0)"
04-01-2023 12:43:42.997748,"(4.4, 4.9, 4.844350758853288)","(1.95, 2.3, 2.2810135135135132)","(19.0, 25.0, 24.303030303030305)","(8.5, 11.0, 10.984375)","(51.0, 70.0, 65.95238095238095)","(6.0, 6.8, 6.755191256830601)","(21.0, 29.0, 28.0)","(31.0, 60.0, 57.8125)","(81.0, 120.0, 102.5)"
04-01-2023 12:43:44.101244,"(4.4, 4.9, 4.844350758853288)","(1.95, 2.3, 2.284517906336088)","(19.0, 25.0, 24.303030303030305)","(8.5, 11.0, 10.977272727272727)","(51.0, 70.0, 65.95238095238095)","(6.0, 6.8, 6.794520547945205)","(21.0, 29.0, 28.0)","(31.0, 60.0, 57.8125)","(81.0, 110.0, 102.5)"
04-01-2023 12:43:45.254528,"(4.4, 4.9, 4.844350758853288)","(1.95, 2.3, 2.284517906336088)","(19.0, 25.0, 24.303030303030305)","(8.5, 11.0, 10.977272727272727)","(51.0, 70.0, 65.95238095238095)","(6.0, 6.8, 6.759550561797752)","(21.0, 29.0, 28.0)","(31.0, 60.0, 57.8125)","(81.0, 110.0, 107.0)"
04-01-2023 12:43:46.378678,"(4.4, 4.9, 4.844350758853288)","(1.95, 2.3, 2.284396782841823)","(19.0, 25.0, 24.303030303030305)","(8.5, 11.0, 10.977272727272727)","(51.0, 70.0, 65.95238095238095)","(6.0, 6.8, 6.759550561797752)","(21.0, 29.0, 28.0)","(31.0, 60.0, 57.8125)","(81.0, 110.0, 107.0)"
