,Gee Gee True Story,Square Donut,Laylow Pluck,Wanes Quest,Lady Joker,Hot Wired,The Master Speed,Belmista,Zeva Royale
14-12-2022 19:22:38.329804,"(11.0, 14.0, 13.25)","(7.0, 9.6, 9.559999999999999)","(2.4, 2.74, 2.7350000000000003)","(8.5, 12.0, 11.583333333333334)","(7.5, 9.8, 9.44)","(10.0, 13.0, 12.727272727272727)","(13.0, 15.0, 14.857142857142858)","(10.0, 16.0, 15.5)","(13.0, 22.0, 20.75)"
14-12-2022 19:22:39.759741,"(11.0, 14.0, 13.25)","(7.0, 9.6, 9.559999999999999)","(2.4, 2.74, 2.7350000000000003)","(8.5, 12.0, 11.583333333333334)","(7.5, 9.6, 9.44)","(10.0, 13.0, 12.727272727272727)","(13.0, 15.0, 14.857142857142858)","(10.0, 16.0, 15.375)","(13.0, 22.0, 20.5)"
14-12-2022 19:22:41.053827,"(11.0, 14.0, 13.035714285714286)","(7.0, 9.6, 9.559999999999999)","(2.4, 2.74, 2.71)","(8.5, 12.0, 11.23076923076923)","(7.5, 9.6, 9.44)","(10.0, 13.0, 12.727272727272727)","(13.0, 15.0, 14.818181818181818)","(10.0, 16.0, 15.375)","(13.0, 22.0, 20.5)"
14-12-2022 19:22:42.411157,"(11.0, 13.0, 12.55)","(7.0, 9.6, 9.5625)","(2.35, 2.76, 2.7266666666666666)","(8.5, 12.0, 11.0625)","(7.5, 9.6, 9.454545454545455)","(10.0, 13.0, 12.727272727272727)","(13.0, 15.0, 14.818181818181818)","(10.0, 14.5, 14.333333333333334)","(13.0, 22.0, 19.75)"
14-12-2022 19:22:43.822516,"(11.0, 14.0, 13.96031746031746)","(7.0, 9.6, 9.5625)","(2.35, 2.76, 2.71)","(8.5, 12.0, 10.928571428571429)","(7.5, 9.4, 9.16)","(10.0, 13.0, 12.727272727272727)","(13.0, 15.0, 14.818181818181818)","(10.0, 14.5, 14.333333333333334)","(13.0, 22.0, 19.75)"
14-12-2022 19:22:45.267398,"(11.0, 14.0, 14.0)","(7.0, 9.6, 9.363636363636363)","(2.35, 2.76, 2.71)","(8.5, 12.0, 10.75)","(7.5, 9.8, 9.266666666666667)","(10.0, 13.0, 12.727272727272727)","(13.0, 15.0, 14.818181818181818)","(10.0, 14.5, 14.333333333333334)","(13.0, 22.0, 19.75)"
14-12-2022 19:22:46.723812,"(11.0, 15.5, 14.0)","(7.0, 9.4, 9.363636363636363)","(2.35, 2.76, 2.71)","(8.5, 12.0, 10.75)","(7.5, 9.8, 9.266666666666667)","(10.0, 13.0, 12.727272727272727)","(13.0, 15.0, 14.818181818181818)","(10.0, 14.5, 14.333333333333334)","(13.0, 22.0, 19.75)"
14-12-2022 19:22:48.073602,"(11.0, 15.0, 14.333333333333334)","(7.0, 9.4, 9.363636363636363)","(2.35, 2.76, 2.71)","(8.5, 12.0, 10.75)","(7.5, 9.8, 9.266666666666667)","(10.0, 13.0, 12.727272727272727)","(13.0, 15.0, 14.391304347826086)","(10.0, 14.5, 14.333333333333334)","(13.0, 22.0, 19.75)"
14-12-2022 19:22:49.448549,"(11.0, 14.5, 13.666666666666666)","(7.0, 9.4, 9.363636363636363)","(2.35, 2.76, 2.748095238095238)","(8.5, 12.0, 10.75)","(7.5, 9.8, 9.266666666666667)","(10.0, 13.0, 12.571428571428571)","(13.0, 15.0, 14.391304347826086)","(10.0, 14.5, 14.333333333333334)","(13.0, 22.0, 21.857142857142858)"
14-12-2022 19:22:50.723478,"(11.0, 14.0, 13.333333333333334)","(7.0, 9.4, 9.363636363636363)","(2.35, 2.76, 2.748095238095238)","(8.5, 12.0, 10.75)","(7.5, 9.8, 9.727272727272727)","(10.0, 13.0, 12.571428571428571)","(13.0, 15.0, 14.391304347826086)","(10.0, 14.5, 14.333333333333334)","(13.0, 22.0, 20.8)"
14-12-2022 19:22:52.096604,"(11.0, 13.0, 12.666666666666666)","(7.0, 9.4, 9.358620689655172)","(2.35, 2.76, 2.749795918367347)","(8.5, 12.0, 10.846153846153847)","(7.5, 10.0, 9.727272727272727)","(10.0, 13.0, 12.571428571428571)","(13.0, 15.0, 14.391304347826086)","(10.0, 14.5, 14.333333333333334)","(13.0, 22.0, 21.5)"
14-12-2022 19:22:53.479453,"(11.0, 13.0, 12.818181818181818)","(7.0, 9.4, 9.358620689655172)","(2.35, 2.76, 2.749795918367347)","(8.5, 12.0, 10.75)","(7.5, 10.0, 9.583333333333334)","(10.0, 13.0, 12.12)","(13.0, 15.0, 14.391304347826086)","(10.0, 14.5, 14.3)","(13.0, 22.0, 21.5)"
14-12-2022 19:22:54.841599,"(11.0, 13.0, 12.818181818181818)","(7.0, 9.4, 9.358620689655172)","(2.35, 2.76, 2.7372727272727273)","(8.5, 12.0, 10.75)","(7.5, 10.0, 9.583333333333334)","(10.0, 13.5, 12.12)","(13.0, 15.0, 14.391304347826086)","(10.0, 14.5, 14.0)","(13.0, 22.0, 21.333333333333332)"
14-12-2022 19:22:56.123702,"(11.0, 13.5, 13.227272727272727)","(7.0, 9.4, 9.358620689655172)","(2.35, 2.76, 2.71)","(8.5, 12.0, 10.75)","(7.5, 10.0, 9.466666666666667)","(10.0, 13.5, 12.12)","(13.0, 15.0, 14.391304347826086)","(10.0, 14.5, 13.5)","(13.0, 22.0, 21.333333333333332)"
14-12-2022 19:22:57.442662,"(11.0, 13.0, 12.777777777777779)","(7.0, 9.8, 9.6)","(2.35, 2.76, 2.7199999999999998)","(8.5, 12.0, 10.75)","(7.5, 9.6, 9.466666666666667)","(10.0, 13.5, 12.12)","(13.0, 15.0, 14.391304347826086)","(10.0, 14.0, 13.5)","(13.0, 22.0, 21.333333333333332)"
14-12-2022 19:22:58.727969,"(11.0, 13.0, 12.777777777777779)","(7.0, 9.8, 9.6)","(2.35, 2.76, 2.7199999999999998)","(8.5, 12.0, 10.75)","(7.5, 9.6, 9.466666666666667)","(10.0, 13.5, 12.272727272727273)","(13.0, 15.0, 14.391304347826086)","(10.0, 14.0, 13.5)","(13.0, 22.0, 21.333333333333332)"
14-12-2022 19:23:00.109837,"(11.0, 13.0, 12.714285714285714)","(7.0, 9.8, 9.68)","(2.35, 2.76, 2.7199999999999998)","(8.5, 12.0, 10.928571428571429)","(7.5, 9.6, 9.428571428571429)","(10.0, 13.5, 12.272727272727273)","(13.0, 14.5, 14.227272727272727)","(10.0, 14.0, 13.727272727272727)","(13.0, 22.0, 21.333333333333332)"
14-12-2022 19:23:01.479361,"(11.0, 13.0, 12.777777777777779)","(7.0, 9.8, 9.700000000000001)","(2.35, 2.76, 2.732307692307692)","(8.5, 12.0, 11.090909090909092)","(7.5, 9.6, 9.466666666666667)","(10.0, 13.0, 12.2)","(13.0, 14.5, 13.625)","(10.0, 13.5, 13.147058823529411)","(13.0, 22.0, 21.333333333333332)"
14-12-2022 19:23:02.843969,"(11.0, 17.5, 15.625)","(7.0, 9.8, 9.68)","(2.35, 2.76, 2.747142857142857)","(8.5, 12.0, 10.75)","(7.5, 9.8, 9.571428571428571)","(10.0, 13.0, 12.307692307692308)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.5, 12.954545454545455)","(13.0, 22.0, 21.333333333333332)"
14-12-2022 19:23:04.187372,"(11.0, 16.5, 14.75)","(7.0, 9.8, 9.68)","(2.35, 2.76, 2.747142857142857)","(8.5, 12.0, 10.75)","(7.5, 9.8, 9.065217391304348)","(10.0, 13.0, 12.890243902439025)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.5, 13.153846153846153)","(13.0, 22.0, 20.17391304347826)"
14-12-2022 19:23:05.476361,"(11.0, 15.5, 15.464285714285714)","(7.0, 9.8, 9.781818181818183)","(2.35, 2.76, 2.733913043478261)","(8.5, 12.0, 10.928571428571429)","(7.5, 9.6, 9.142857142857142)","(10.0, 13.0, 12.9)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.5, 13.153846153846153)","(13.0, 21.0, 20.157894736842106)"
14-12-2022 19:23:06.852289,"(11.0, 15.5, 15.461538461538462)","(7.0, 9.8, 9.781818181818183)","(2.35, 2.76, 2.733913043478261)","(8.5, 12.0, 10.928571428571429)","(7.5, 9.4, 9.1)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.5, 13.166666666666666)","(13.0, 21.0, 20.166666666666668)"
14-12-2022 19:23:08.242267,"(11.0, 15.5, 15.461538461538462)","(7.0, 9.8, 9.781818181818183)","(2.35, 2.76, 2.7377777777777776)","(8.5, 12.0, 10.75)","(7.5, 9.2, 9.25)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.5, 12.90909090909091)","(13.0, 21.0, 20.166666666666668)"
14-12-2022 19:23:09.598095,"(11.0, 16.5, 16.423076923076923)","(7.0, 9.8, 9.781818181818183)","(2.35, 2.76, 2.7163636363636363)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.236363636363636)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.0, 12.90909090909091)","(13.0, 21.0, 20.166666666666668)"
14-12-2022 19:23:10.871944,"(11.0, 16.5, 16.0)","(7.0, 9.8, 9.781818181818183)","(2.35, 2.76, 2.7163636363636363)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.236363636363636)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.0, 12.90909090909091)","(13.0, 21.0, 20.166666666666668)"
14-12-2022 19:23:12.157356,"(11.0, 16.5, 16.0)","(7.0, 9.8, 9.723076923076924)","(2.35, 2.76, 2.7163636363636363)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.175)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.0, 12.90909090909091)","(13.0, 21.0, 20.166666666666668)"
14-12-2022 19:23:13.522165,"(11.0, 16.5, 16.0)","(7.0, 10.5, 9.87)","(2.35, 2.76, 2.73)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.175)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.0, 13.153846153846153)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:14.866064,"(11.0, 16.5, 16.425925925925927)","(7.0, 10.5, 10.05)","(2.35, 2.76, 2.73)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.192307692307693)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.5, 13.153846153846153)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:16.275035,"(11.0, 15.5, 15.462962962962964)","(7.0, 10.5, 10.05)","(2.35, 2.76, 2.686153846153846)","(8.5, 12.0, 10.928571428571429)","(7.5, 9.4, 9.192307692307693)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.5, 13.153846153846153)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:17.608504,"(11.0, 15.5, 15.462962962962964)","(7.0, 10.5, 10.08)","(2.35, 2.7, 2.733913043478261)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.0625)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.571428571428571)","(10.0, 13.5, 13.153846153846153)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:18.864198,"(11.0, 15.5, 15.462962962962964)","(7.0, 10.5, 10.213636363636363)","(2.35, 2.76, 2.73)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.280000000000001)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.25)","(10.0, 13.5, 12.90909090909091)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:20.211116,"(11.0, 15.5, 15.462962962962964)","(7.0, 10.5, 10.15)","(2.35, 2.76, 2.7199999999999998)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.100000000000001)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.25)","(10.0, 13.0, 12.90909090909091)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:21.567453,"(11.0, 19.5, 18.982758620689655)","(7.0, 10.5, 10.15)","(2.35, 2.76, 2.7199999999999998)","(8.5, 12.0, 10.75)","(7.5, 9.4, 8.963636363636365)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 13.25)","(10.0, 13.0, 12.941176470588236)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:22.969341,"(11.0, 18.5, 17.333333333333332)","(7.0, 10.5, 10.15)","(2.35, 2.76, 2.7199999999999998)","(8.5, 12.0, 10.75)","(7.5, 9.4, 8.963636363636365)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 12.78125)","(10.0, 13.0, 12.941176470588236)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:24.388516,"(11.0, 18.0, 17.166666666666668)","(7.0, 10.5, 10.15)","(2.35, 2.76, 2.7199999999999998)","(8.5, 12.0, 10.75)","(7.5, 9.4, 8.950000000000001)","(10.0, 13.0, 12.91025641025641)","(13.0, 14.0, 12.78125)","(10.0, 13.0, 12.941176470588236)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:25.770186,"(11.0, 14.5, 13.914634146341463)","(7.0, 10.5, 10.15)","(2.35, 2.76, 2.7391304347826084)","(8.5, 12.0, 11.0)","(7.5, 9.0, 8.80952380952381)","(10.0, 13.5, 13.225)","(13.0, 14.0, 12.78125)","(10.0, 13.0, 12.941176470588236)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:27.048107,"(11.0, 14.5, 13.576923076923077)","(7.0, 11.5, 11.2)","(2.35, 2.76, 2.7163636363636363)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.810526315789474)","(10.0, 13.5, 13.225)","(13.0, 14.0, 12.78125)","(10.0, 13.5, 13.263157894736842)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:28.400764,"(11.0, 14.5, 13.576923076923077)","(7.0, 11.5, 10.833333333333334)","(2.35, 2.76, 2.7163636363636363)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.68695652173913)","(10.0, 13.5, 13.382352941176471)","(13.0, 14.0, 13.041666666666666)","(10.0, 13.5, 13.263157894736842)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:29.806278,"(11.0, 14.5, 13.576923076923077)","(7.0, 11.5, 10.833333333333334)","(2.35, 2.76, 2.717142857142857)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.68695652173913)","(10.0, 13.5, 13.382352941176471)","(13.0, 14.0, 13.041666666666666)","(10.0, 13.5, 13.263157894736842)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:31.250960,"(11.0, 14.5, 13.576923076923077)","(7.0, 11.5, 10.833333333333334)","(2.35, 2.76, 2.717142857142857)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.68695652173913)","(10.0, 13.5, 13.41304347826087)","(13.0, 14.0, 13.041666666666666)","(10.0, 13.5, 14.1)","(13.0, 21.0, 20.807692307692307)"
14-12-2022 19:23:32.628874,"(11.0, 14.5, 13.576923076923077)","(7.0, 11.5, 10.833333333333334)","(2.35, 2.76, 2.717142857142857)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.68695652173913)","(10.0, 13.5, 13.41304347826087)","(13.0, 14.0, 12.875)","(10.0, 14.5, 14.0)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:33.953482,"(11.0, 14.5, 13.576923076923077)","(7.0, 11.5, 10.833333333333334)","(2.35, 2.76, 2.678823529411765)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.68695652173913)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 12.928571428571429)","(10.0, 14.5, 14.0)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:35.312721,"(11.0, 14.0, 13.6)","(7.0, 11.5, 10.954545454545455)","(2.35, 2.7, 2.6723076923076925)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.68695652173913)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 12.928571428571429)","(10.0, 14.5, 14.1)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:36.688078,"(11.0, 14.0, 13.6)","(7.0, 11.5, 10.954545454545455)","(2.35, 2.7, 2.682857142857143)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.68695652173913)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 12.928571428571429)","(10.0, 14.5, 13.75)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:38.100092,"(11.0, 14.0, 13.6)","(7.0, 11.5, 10.833333333333334)","(2.35, 2.7, 2.7)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.810526315789474)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 13.362068965517242)","(10.0, 14.5, 14.285714285714285)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:39.497980,"(11.0, 14.0, 13.6)","(7.0, 11.5, 10.833333333333334)","(2.35, 2.76, 2.6944827586206896)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.82)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 13.362068965517242)","(10.0, 14.5, 14.25)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:40.895113,"(11.0, 14.0, 13.6)","(7.0, 11.5, 10.714285714285714)","(2.35, 2.86, 2.787058823529412)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.82)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 13.362068965517242)","(10.0, 14.5, 14.25)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:42.237495,"(11.0, 14.0, 13.678571428571429)","(7.0, 11.0, 10.714285714285714)","(2.35, 2.84, 2.8024999999999998)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.82)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.25)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:43.549698,"(11.0, 13.5, 13.125)","(7.0, 11.0, 10.714285714285714)","(2.35, 2.84, 2.8024999999999998)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.82)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.25)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:44.853426,"(11.0, 13.0, 12.75)","(7.0, 11.5, 11.125)","(2.35, 2.84, 2.787058823529412)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.82)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.25)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:46.182247,"(11.0, 13.0, 12.75)","(7.0, 11.5, 11.125)","(2.35, 2.84, 2.78375)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.823529411764707)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.25)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:47.558102,"(11.0, 13.0, 12.857142857142858)","(7.0, 11.5, 11.125)","(2.35, 2.84, 2.78375)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.823529411764707)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.25)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:49.018855,"(11.0, 13.0, 12.894736842105264)","(7.0, 11.5, 11.125)","(2.35, 2.84, 2.78375)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.823529411764707)","(10.0, 13.5, 13.431034482758621)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.25)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:50.613059,"(11.0, 13.5, 13.40625)","(7.0, 11.5, 11.125)","(2.35, 2.84, 2.78375)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.823529411764707)","(10.0, 13.5, 13.431034482758621)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.375)","(13.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:52.153543,"(11.0, 13.5, 13.40625)","(7.5, 11.5, 11.125)","(2.35, 2.84, 2.78375)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.823529411764707)","(10.0, 13.5, 13.431034482758621)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.3125)","(14.0, 21.0, 20.82894736842105)"
14-12-2022 19:23:53.645536,"(11.0, 14.0, 13.391304347826086)","(7.5, 11.5, 11.125)","(2.35, 2.84, 2.78375)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.9)","(10.0, 13.5, 13.431034482758621)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.384615384615385)","(14.0, 21.0, 21.641025641025642)"
14-12-2022 19:23:55.124788,"(11.0, 14.0, 12.875)","(7.5, 11.5, 10.833333333333334)","(2.35, 2.84, 2.640224719101124)","(8.5, 12.0, 11.090909090909092)","(7.5, 9.0, 8.9)","(10.0, 13.5, 13.431034482758621)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.392857142857142)","(14.0, 22.0, 21.641025641025642)"
14-12-2022 19:23:56.614340,"(11.0, 13.5, 13.153846153846153)","(7.5, 11.5, 11.125)","(2.35, 2.66, 2.756)","(8.5, 12.0, 10.75)","(7.5, 9.0, 9.25)","(10.0, 13.5, 13.41304347826087)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.363636363636363)","(14.0, 22.0, 21.641025641025642)"
14-12-2022 19:23:58.117448,"(11.0, 13.5, 13.153846153846153)","(7.5, 11.5, 10.31578947368421)","(2.35, 2.78, 2.6915789473684213)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.25)","(10.0, 13.5, 13.38888888888889)","(13.0, 13.5, 13.179487179487179)","(10.0, 14.5, 14.363636363636363)","(14.0, 22.0, 21.641025641025642)"
14-12-2022 19:23:59.589976,"(11.0, 13.5, 13.153846153846153)","(7.5, 11.0, 10.31578947368421)","(2.35, 2.72, 2.6915789473684213)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.25)","(10.0, 13.5, 13.38888888888889)","(13.0, 13.5, 13.142857142857142)","(10.0, 14.5, 14.363636363636363)","(14.0, 22.0, 21.641025641025642)"
14-12-2022 19:24:00.961811,"(11.0, 13.5, 13.363636363636363)","(7.5, 11.0, 10.31578947368421)","(2.35, 2.72, 2.6915789473684213)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.25)","(10.0, 13.5, 13.38888888888889)","(13.0, 13.5, 13.142857142857142)","(10.0, 14.5, 14.363636363636363)","(14.0, 22.0, 21.641025641025642)"
14-12-2022 19:24:02.361614,"(11.0, 14.0, 12.8)","(7.5, 11.0, 10.31578947368421)","(2.35, 2.72, 2.6915789473684213)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.25)","(10.0, 13.5, 13.38888888888889)","(13.0, 13.5, 13.69767441860465)","(10.0, 14.5, 14.25)","(14.0, 22.0, 21.641025641025642)"
14-12-2022 19:24:03.722105,"(11.0, 14.0, 13.0)","(7.5, 11.0, 10.428571428571429)","(2.35, 2.72, 2.6915789473684213)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.25)","(10.0, 13.5, 13.38888888888889)","(13.0, 14.0, 13.69767441860465)","(10.0, 14.5, 14.25)","(14.0, 22.0, 21.641025641025642)"
14-12-2022 19:24:05.063869,"(11.0, 14.0, 12.8)","(7.5, 11.0, 10.428571428571429)","(2.35, 2.72, 2.6784615384615384)","(8.5, 12.0, 10.75)","(7.5, 9.4, 9.25)","(10.0, 13.5, 13.38888888888889)","(13.0, 14.0, 13.69767441860465)","(10.0, 14.5, 14.25)","(14.0, 22.0, 20.88888888888889)"
14-12-2022 19:24:06.432162,"(11.0, 14.0, 13.771428571428572)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.72, 2.6784615384615384)","(8.5, 12.0, 10.75)","(7.5, 9.2, 8.897435897435898)","(10.0, 13.5, 13.38888888888889)","(13.0, 14.0, 13.69767441860465)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.88888888888889)"
14-12-2022 19:24:08.026218,"(11.0, 14.0, 13.771428571428572)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.72, 2.6784615384615384)","(8.5, 12.0, 10.75)","(7.5, 9.2, 8.897435897435898)","(10.0, 13.5, 13.38888888888889)","(13.0, 14.0, 13.801204819277109)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.88888888888889)"
14-12-2022 19:24:09.496995,"(11.0, 14.0, 13.771428571428572)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.78, 2.772307692307692)","(8.5, 12.0, 10.75)","(7.5, 9.2, 8.860606060606061)","(10.0, 13.5, 13.38888888888889)","(13.0, 14.0, 13.801204819277109)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.88888888888889)"
14-12-2022 19:24:10.916227,"(11.0, 14.0, 13.771428571428572)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.78, 2.772307692307692)","(8.5, 12.0, 10.75)","(7.5, 9.0, 8.860606060606061)","(10.0, 13.5, 13.38888888888889)","(13.0, 14.0, 13.801204819277109)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.88888888888889)"
14-12-2022 19:24:12.590647,"(11.0, 14.0, 13.771428571428572)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.78, 2.770625)","(8.5, 12.0, 12.538461538461538)","(7.5, 9.0, 8.77)","(10.0, 13.5, 13.38888888888889)","(13.0, 14.0, 13.675438596491228)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.96969696969697)"
14-12-2022 19:24:14.021128,"(11.0, 14.0, 13.771428571428572)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.78, 2.770625)","(8.5, 13.0, 12.538461538461538)","(7.5, 9.0, 8.77)","(10.0, 13.5, 13.38888888888889)","(13.0, 14.0, 13.675438596491228)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.96969696969697)"
14-12-2022 19:24:15.605076,"(11.0, 14.0, 13.771428571428572)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.78, 2.7696551724137928)","(8.5, 13.0, 14.1875)","(7.5, 9.0, 8.77)","(10.0, 13.5, 13.38888888888889)","(13.0, 14.0, 13.712765957446809)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.96969696969697)"
14-12-2022 19:24:17.004957,"(11.0, 14.0, 13.771428571428572)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.78, 2.7696551724137928)","(8.5, 14.5, 13.75)","(7.5, 9.0, 8.77)","(10.0, 13.5, 13.807692307692308)","(13.0, 14.0, 13.712765957446809)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.96969696969697)"
14-12-2022 19:24:18.394567,"(11.0, 14.0, 13.771428571428572)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.78, 2.7696551724137928)","(8.5, 14.0, 13.75)","(7.5, 9.0, 8.398113207547171)","(10.0, 14.5, 13.807692307692308)","(13.0, 14.0, 13.712765957446809)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.96969696969697)"
14-12-2022 19:24:19.778071,"(11.0, 14.5, 14.0625)","(7.5, 11.0, 10.854166666666666)","(2.35, 2.78, 2.7696551724137928)","(8.5, 14.0, 13.75)","(7.5, 8.4, 8.575)","(10.0, 14.5, 13.807692307692308)","(13.0, 14.0, 13.712765957446809)","(10.0, 14.5, 14.25)","(14.0, 21.0, 20.96969696969697)"
