,Adrett,Ariana Blue,Detoron,Eternal Flame,Kaya,Khalida,New York Scandal,Real Alliance,Rubikai,Shaime,Shatusla,Your Shout Gingie
12-01-2023 18:38:07.908443,"(16.0, 25.0, 23.705882352941178)","(26.0, 75.0, 74.58333333333333)","(4.4, 4.9, 4.803503184713375)","(21.0, 24.0, 22.651162790697676)","(19.0, 36.0, 34.08695652173913)","(21.0, 32.0, 31.142857142857142)","(17.0, 25.0, 24.264705882352942)","(101.0, 230.0, 215.0)","(6.5, 8.4, 8.290909090909091)","(2.05, 2.24, 2.232982456140351)","(51.0, 140.0, 122.0)","(41.0, 95.0, 91.42857142857143)"
12-01-2023 18:38:09.934335,"(16.0, 25.0, 23.705882352941178)","(26.0, 75.0, 74.44444444444444)","(4.4, 4.9, 4.803548387096774)","(21.0, 23.0, 22.651162790697676)","(19.0, 36.0, 34.08)","(21.0, 32.0, 31.142857142857142)","(17.0, 25.0, 24.243243243243242)","(101.0, 230.0, 215.0)","(6.5, 8.4, 8.270422535211267)","(2.05, 2.24, 2.232982456140351)","(51.0, 140.0, 122.0)","(41.0, 95.0, 91.0)"
12-01-2023 18:38:11.788723,"(16.0, 25.0, 23.38095238095238)","(26.0, 75.0, 74.44444444444444)","(4.4, 4.9, 4.736164383561644)","(21.0, 23.0, 22.651162790697676)","(19.0, 36.0, 34.07272727272727)","(21.0, 32.0, 31.142857142857142)","(17.0, 25.0, 24.264705882352942)","(101.0, 230.0, 215.0)","(6.5, 8.4, 8.194957983193277)","(2.05, 2.24, 2.233220338983051)","(51.0, 140.0, 122.0)","(41.0, 95.0, 91.0)"
12-01-2023 18:38:13.671009,"(16.0, 24.0, 23.38095238095238)","(26.0, 75.0, 74.44444444444444)","(4.4, 4.9, 4.7231250000000005)","(21.0, 23.0, 22.680851063829788)","(19.0, 36.0, 34.107142857142854)","(21.0, 32.0, 31.142857142857142)","(17.0, 25.0, 25.2)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.251612903225807)","(2.05, 2.26, 2.2504225352112677)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 92.6923076923077)"
12-01-2023 18:38:15.664091,"(16.0, 24.0, 23.2)","(26.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.7231250000000005)","(21.0, 23.0, 22.680851063829788)","(19.0, 36.0, 34.107142857142854)","(21.0, 32.0, 31.05263157894737)","(17.0, 26.0, 25.176470588235293)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.201739130434783)","(2.05, 2.26, 2.252)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 92.6923076923077)"
12-01-2023 18:38:17.472447,"(16.0, 24.0, 23.2)","(26.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.7231250000000005)","(21.0, 23.0, 22.622222222222224)","(19.0, 36.0, 34.107142857142854)","(21.0, 32.0, 31.05263157894737)","(17.0, 26.0, 25.176470588235293)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.203508771929824)","(2.05, 2.26, 2.252)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 93.33333333333333)"
12-01-2023 18:38:19.249159,"(16.0, 24.0, 22.65)","(26.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.7231250000000005)","(21.0, 23.0, 22.96153846153846)","(19.0, 36.0, 34.107142857142854)","(21.0, 32.0, 31.05263157894737)","(17.0, 26.0, 25.176470588235293)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.223188405797101)","(2.05, 2.26, 2.2527659574468086)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 93.33333333333333)"
12-01-2023 18:38:20.937163,"(16.0, 24.0, 22.214285714285715)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.718543046357616)","(20.0, 23.0, 23.28)","(19.0, 36.0, 34.107142857142854)","(21.0, 32.0, 31.05263157894737)","(18.0, 26.0, 25.176470588235293)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.229850746268657)","(2.0, 2.26, 2.252)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 93.33333333333333)"
12-01-2023 18:38:22.751301,"(16.0, 23.0, 22.25)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.756690140845071)","(20.0, 24.0, 23.28)","(19.0, 36.0, 34.280701754385966)","(21.0, 32.0, 31.162790697674417)","(18.0, 26.0, 25.176470588235293)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.4, 8.229850746268657)","(2.0, 2.26, 2.2560000000000002)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 93.33333333333333)"
12-01-2023 18:38:24.433625,"(16.0, 23.0, 22.26829268292683)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.731266846361186)","(20.0, 24.0, 23.307692307692307)","(19.0, 36.0, 34.280701754385966)","(21.0, 32.0, 30.81081081081081)","(18.0, 26.0, 24.19672131147541)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.4, 8.229850746268657)","(2.0, 2.26, 2.2547169811320753)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 93.33333333333333)"
12-01-2023 18:38:26.061637,"(16.0, 23.0, 22.18918918918919)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.731436314363144)","(20.0, 24.0, 23.294117647058822)","(19.0, 36.0, 34.107142857142854)","(21.0, 32.0, 30.81081081081081)","(18.0, 25.0, 23.76086956521739)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.4, 8.229850746268657)","(2.0, 2.26, 2.2721008403361345)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 93.33333333333333)"
12-01-2023 18:38:27.768087,"(16.0, 23.0, 22.26829268292683)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.731436314363144)","(20.0, 24.0, 23.32075471698113)","(19.0, 36.0, 28.857142857142858)","(21.0, 32.0, 30.81081081081081)","(18.0, 24.0, 23.69047619047619)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.157446808510638)","(2.0, 2.3, 2.2721008403361345)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 94.0909090909091)"
12-01-2023 18:38:29.404107,"(16.0, 23.0, 22.130434782608695)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.7391826923076925)","(20.0, 24.0, 23.217391304347828)","(19.0, 32.0, 30.095238095238095)","(21.0, 32.0, 30.64516129032258)","(18.0, 24.0, 23.743589743589745)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.16)","(2.0, 2.3, 2.2890625)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 94.0909090909091)"
12-01-2023 18:38:31.029448,"(16.0, 23.0, 22.130434782608695)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.733068783068783)","(20.0, 24.0, 23.25)","(19.0, 32.0, 30.095238095238095)","(21.0, 32.0, 30.64516129032258)","(18.0, 24.0, 23.81578947368421)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.2, 8.16)","(2.0, 2.3, 2.2916666666666665)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 90.88235294117646)"
12-01-2023 18:38:32.674364,"(16.0, 23.0, 22.26829268292683)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.733068783068783)","(20.0, 24.0, 23.25)","(19.0, 32.0, 29.5625)","(21.0, 32.0, 30.37037037037037)","(18.0, 24.0, 23.81578947368421)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.2, 8.16)","(2.0, 2.3, 2.2916666666666665)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 90.88235294117646)"
12-01-2023 18:38:34.286394,"(16.0, 23.0, 22.285714285714285)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.7408268733850125)","(20.0, 24.0, 23.25)","(19.0, 32.0, 29.375)","(21.0, 32.0, 30.37037037037037)","(18.0, 24.0, 23.69047619047619)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.2, 8.125)","(2.0, 2.3, 2.324)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 90.88235294117646)"
12-01-2023 18:38:35.883769,"(16.0, 23.0, 22.285714285714285)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.7408268733850125)","(20.0, 24.0, 23.291666666666668)","(19.0, 30.0, 28.357142857142858)","(21.0, 32.0, 29.375)","(18.0, 24.0, 23.69047619047619)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.2, 8.123636363636363)","(2.0, 2.34, 2.3286315789473684)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 90.88235294117646)"
12-01-2023 18:38:37.324846,"(16.0, 23.0, 22.285714285714285)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.7408268733850125)","(20.0, 24.0, 22.953846153846154)","(19.0, 29.0, 27.74074074074074)","(21.0, 30.0, 29.34285714285714)","(18.0, 24.0, 23.69047619047619)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.2, 8.137313432835821)","(2.0, 2.34, 2.3264)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 90.55555555555556)"
12-01-2023 18:38:38.796585,"(16.0, 23.0, 22.285714285714285)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.723154362416108)","(20.0, 24.0, 22.953846153846154)","(19.0, 29.0, 27.74074074074074)","(21.0, 30.0, 29.233333333333334)","(18.0, 24.0, 23.69047619047619)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.2, 8.137313432835821)","(2.0, 2.34, 2.3222535211267603)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 90.55555555555556)"
12-01-2023 18:38:40.313596,"(16.0, 23.0, 22.285714285714285)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.723154362416108)","(20.0, 24.0, 22.953846153846154)","(19.0, 29.0, 27.785714285714285)","(21.0, 30.0, 28.666666666666668)","(18.0, 24.0, 23.69047619047619)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.2, 8.137313432835821)","(2.0, 2.34, 2.3140206185567007)","(51.0, 140.0, 123.63636363636364)","(41.0, 95.0, 90.55555555555556)"
12-01-2023 18:38:41.742550,"(16.0, 23.0, 22.210526315789473)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.723154362416108)","(20.0, 24.0, 22.75)","(19.0, 29.0, 27.785714285714285)","(21.0, 29.0, 29.681818181818183)","(18.0, 24.0, 23.083333333333332)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.2, 8.243835616438355)","(2.0, 2.34, 2.316880733944954)","(51.0, 140.0, 123.63636363636364)","(41.0, 90.0, 89.16666666666667)"
12-01-2023 18:38:43.052164,"(16.0, 23.0, 22.0)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.723154362416108)","(20.0, 23.0, 22.68)","(19.0, 29.0, 27.785714285714285)","(21.0, 32.0, 30.0)","(18.0, 24.0, 23.041666666666668)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.4, 8.253846153846153)","(2.0, 2.34, 2.316880733944954)","(51.0, 140.0, 123.63636363636364)","(41.0, 90.0, 89.16666666666667)"
12-01-2023 18:38:44.440669,"(16.0, 22.0, 21.842105263157894)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.723154362416108)","(20.0, 23.0, 22.68)","(19.0, 29.0, 27.785714285714285)","(21.0, 32.0, 30.0)","(18.0, 24.0, 23.041666666666668)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.4, 8.257534246575341)","(2.0, 2.34, 2.3140206185567007)","(51.0, 140.0, 123.63636363636364)","(41.0, 90.0, 89.16666666666667)"
12-01-2023 18:38:45.797472,"(16.0, 22.0, 21.842105263157894)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.723154362416108)","(20.0, 23.0, 22.266666666666666)","(19.0, 29.0, 27.785714285714285)","(21.0, 32.0, 30.0)","(18.0, 24.0, 23.041666666666668)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.4, 8.257534246575341)","(2.0, 2.34, 2.317090909090909)","(51.0, 140.0, 123.63636363636364)","(41.0, 90.0, 89.16666666666667)"
12-01-2023 18:38:47.149891,"(16.0, 22.0, 21.842105263157894)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.723154362416108)","(20.0, 23.0, 22.266666666666666)","(19.0, 29.0, 27.785714285714285)","(21.0, 32.0, 29.84375)","(18.0, 24.0, 23.041666666666668)","(101.0, 230.0, 215.71428571428572)","(6.5, 8.4, 8.253846153846153)","(2.0, 2.34, 2.306461538461538)","(51.0, 140.0, 123.63636363636364)","(41.0, 90.0, 89.16666666666667)"
12-01-2023 18:38:48.497715,"(16.0, 22.0, 22.254901960784313)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.733236151603498)","(20.0, 23.0, 22.42105263157895)","(19.0, 29.0, 27.785714285714285)","(21.0, 32.0, 29.84375)","(18.0, 24.0, 23.041666666666668)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.253846153846153)","(2.0, 2.32, 2.3033142857142854)","(51.0, 140.0, 123.63636363636364)","(41.0, 90.0, 89.16666666666667)"
12-01-2023 18:38:49.843450,"(16.0, 23.0, 22.208333333333332)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.733236151603498)","(20.0, 23.0, 22.42105263157895)","(19.0, 29.0, 27.785714285714285)","(21.0, 32.0, 29.84375)","(18.0, 24.0, 23.041666666666668)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.253846153846153)","(2.0, 2.32, 2.3033142857142854)","(51.0, 140.0, 123.63636363636364)","(41.0, 90.0, 89.16666666666667)"
12-01-2023 18:38:51.254732,"(16.0, 23.0, 22.25)","(31.0, 75.0, 73.66666666666667)","(4.4, 4.8, 4.7360335195530725)","(20.0, 23.0, 22.42105263157895)","(19.0, 29.0, 26.875)","(21.0, 32.0, 29.84375)","(18.0, 24.0, 23.34285714285714)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.253846153846153)","(2.0, 2.32, 2.3033142857142854)","(51.0, 140.0, 134.0)","(41.0, 90.0, 89.16666666666667)"
12-01-2023 18:38:52.670676,"(16.0, 23.0, 23.058823529411764)","(31.0, 75.0, 73.46153846153847)","(4.4, 4.8, 4.670621468926553)","(20.0, 23.0, 22.61904761904762)","(19.0, 29.0, 26.227272727272727)","(21.0, 32.0, 30.071428571428573)","(18.0, 24.0, 23.34285714285714)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.259154929577464)","(2.0, 2.32, 2.3033142857142854)","(51.0, 140.0, 136.0)","(41.0, 90.0, 89.0)"
12-01-2023 18:38:54.011776,"(16.0, 24.0, 23.047619047619047)","(31.0, 75.0, 73.46153846153847)","(4.4, 4.8, 4.663188405797102)","(20.0, 23.0, 22.78787878787879)","(19.0, 28.0, 25.833333333333332)","(21.0, 32.0, 29.333333333333332)","(18.0, 24.0, 23.34285714285714)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.259154929577464)","(2.0, 2.32, 2.3033142857142854)","(51.0, 140.0, 135.0)","(41.0, 90.0, 89.0)"
12-01-2023 18:38:55.306143,"(16.0, 24.0, 23.047619047619047)","(31.0, 75.0, 73.46153846153847)","(4.4, 4.8, 4.664756446991404)","(20.0, 24.0, 22.684210526315788)","(19.0, 28.0, 25.214285714285715)","(21.0, 30.0, 28.77777777777778)","(18.0, 24.0, 23.041666666666668)","(101.0, 230.0, 216.66666666666666)","(6.5, 8.4, 8.291764705882352)","(2.0, 2.32, 2.3046857142857142)","(51.0, 140.0, 135.45454545454547)","(41.0, 90.0, 89.0)"
12-01-2023 18:38:56.718580,"(16.0, 24.0, 23.047619047619047)","(31.0, 75.0, 73.46153846153847)","(4.4, 4.8, 4.680104712041884)","(20.0, 24.0, 22.684210526315788)","(19.0, 28.0, 24.615384615384617)","(21.0, 29.0, 28.818181818181817)","(18.0, 24.0, 23.258064516129032)","(101.0, 230.0, 215.0)","(6.5, 8.4, 8.31304347826087)","(2.0, 2.32, 2.3046857142857142)","(51.0, 140.0, 136.42857142857142)","(41.0, 90.0, 83.33333333333333)"
12-01-2023 18:38:58.156596,"(16.0, 24.0, 23.38095238095238)","(31.0, 75.0, 73.46153846153847)","(4.4, 4.8, 4.680104712041884)","(20.0, 24.0, 22.684210526315788)","(19.0, 26.0, 24.133333333333333)","(21.0, 29.0, 28.818181818181817)","(18.0, 24.0, 23.258064516129032)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.321875)","(2.0, 2.32, 2.304921875)","(51.0, 140.0, 134.0)","(41.0, 90.0, 83.33333333333333)"
12-01-2023 18:38:59.537054,"(16.0, 24.0, 23.642857142857142)","(31.0, 75.0, 73.46153846153847)","(4.4, 4.8, 4.666081871345029)","(20.0, 24.0, 22.684210526315788)","(19.0, 26.0, 24.823529411764707)","(21.0, 29.0, 28.692307692307693)","(18.0, 24.0, 23.43661971830986)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.321875)","(2.0, 2.32, 2.304078431372549)","(51.0, 140.0, 131.42857142857142)","(41.0, 90.0, 83.33333333333333)"
12-01-2023 18:39:00.889590,"(16.0, 25.0, 23.642857142857142)","(31.0, 75.0, 73.46153846153847)","(4.4, 4.8, 4.7207612456747405)","(20.0, 24.0, 22.684210526315788)","(19.0, 26.0, 24.823529411764707)","(21.0, 29.0, 28.692307692307693)","(18.0, 24.0, 23.43661971830986)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.282758620689656)","(2.0, 2.32, 2.2894382022471906)","(51.0, 140.0, 107.5)","(41.0, 90.0, 85.0)"
12-01-2023 18:39:02.268369,"(16.0, 25.0, 23.59259259259259)","(31.0, 75.0, 73.46153846153847)","(4.4, 4.8, 4.7207612456747405)","(20.0, 24.0, 22.684210526315788)","(19.0, 26.0, 24.56)","(21.0, 29.0, 28.692307692307693)","(18.0, 24.0, 22.962264150943398)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.282758620689656)","(2.0, 2.32, 2.2940952380952377)","(51.0, 130.0, 105.0)","(41.0, 90.0, 87.5)"
12-01-2023 18:39:03.693855,"(16.0, 24.0, 23.666666666666668)","(31.0, 75.0, 72.22222222222223)","(4.4, 4.8, 4.7207612456747405)","(20.0, 24.0, 23.08)","(19.0, 26.0, 25.76923076923077)","(21.0, 29.0, 28.692307692307693)","(18.0, 23.0, 22.962264150943398)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.274074074074074)","(2.0, 2.32, 2.291567944250871)","(51.0, 130.0, 105.0)","(41.0, 90.0, 85.0)"
12-01-2023 18:39:05.065236,"(16.0, 25.0, 23.666666666666668)","(31.0, 75.0, 72.22222222222223)","(4.4, 4.8, 4.70418410041841)","(20.0, 24.0, 22.684210526315788)","(19.0, 26.0, 26.25)","(21.0, 29.0, 28.692307692307693)","(18.0, 23.0, 22.962264150943398)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.274074074074074)","(2.0, 2.32, 2.2958095238095235)","(51.0, 130.0, 105.0)","(41.0, 90.0, 86.66666666666667)"
12-01-2023 18:39:06.397430,"(16.0, 25.0, 23.59259259259259)","(31.0, 75.0, 72.22222222222223)","(4.4, 4.8, 4.720216606498195)","(20.0, 23.0, 22.6)","(19.0, 27.0, 26.7)","(21.0, 29.0, 28.692307692307693)","(18.0, 23.0, 22.962264150943398)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.18)","(2.0, 2.32, 2.3225641025641024)","(51.0, 130.0, 105.0)","(41.0, 90.0, 86.66666666666667)"
12-01-2023 18:39:07.778678,"(16.0, 25.0, 23.88888888888889)","(31.0, 75.0, 72.22222222222223)","(4.4, 4.8, 4.648809523809524)","(20.0, 23.0, 22.5)","(19.0, 27.0, 26.7)","(21.0, 29.0, 28.692307692307693)","(18.0, 23.0, 22.962264150943398)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.4, 8.242857142857142)","(2.0, 2.34, 2.348148148148148)","(51.0, 130.0, 105.0)","(41.0, 90.0, 86.66666666666667)"
12-01-2023 18:39:09.171201,"(16.0, 24.0, 23.333333333333332)","(31.0, 75.0, 72.22222222222223)","(4.4, 4.7, 4.662195121951219)","(20.0, 23.0, 22.5)","(19.0, 27.0, 26.7)","(21.0, 29.0, 28.692307692307693)","(18.0, 23.0, 22.962264150943398)","(101.0, 230.0, 220.0)","(6.5, 8.4, 8.27605633802817)","(2.0, 2.36, 2.3747368421052633)","(51.0, 130.0, 105.0)","(41.0, 90.0, 86.66666666666667)"
12-01-2023 18:39:10.521654,"(16.0, 24.0, 22.714285714285715)","(31.0, 75.0, 72.22222222222223)","(4.4, 4.7, 4.631456953642384)","(20.0, 23.0, 22.294117647058822)","(19.0, 27.0, 26.85)","(21.0, 29.0, 28.692307692307693)","(18.0, 23.0, 22.78688524590164)","(101.0, 230.0, 220.0)","(6.5, 8.4, 8.25)","(2.0, 2.38, 2.4085714285714284)","(51.0, 130.0, 107.5)","(41.0, 90.0, 86.66666666666667)"
12-01-2023 18:39:11.871322,"(16.0, 23.0, 22.714285714285715)","(31.0, 75.0, 72.22222222222223)","(4.4, 4.7, 4.631456953642384)","(20.0, 23.0, 22.294117647058822)","(19.0, 27.0, 27.818181818181817)","(21.0, 29.0, 27.90909090909091)","(18.0, 23.0, 22.771929824561404)","(101.0, 230.0, 220.0)","(6.5, 8.4, 8.168503937007873)","(2.0, 2.42, 2.423265306122449)","(51.0, 130.0, 110.0)","(41.0, 90.0, 86.66666666666667)"
12-01-2023 18:39:13.299941,"(16.0, 23.0, 22.714285714285715)","(31.0, 75.0, 72.22222222222223)","(4.4, 4.7, 4.631456953642384)","(20.0, 22.0, 21.833333333333332)","(19.0, 28.0, 27.818181818181817)","(21.0, 29.0, 27.941176470588236)","(18.0, 23.0, 22.75)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.2, 8.12235294117647)","(2.0, 2.44, 2.45625)","(51.0, 130.0, 110.0)","(41.0, 90.0, 86.66666666666667)"
12-01-2023 18:39:14.708058,"(16.0, 23.0, 22.714285714285715)","(31.0, 70.0, 68.21428571428571)","(4.4, 4.7, 4.62)","(20.0, 22.0, 21.833333333333332)","(19.0, 28.0, 27.818181818181817)","(21.0, 29.0, 28.23076923076923)","(18.0, 23.0, 22.75)","(101.0, 230.0, 219.0909090909091)","(6.5, 8.2, 8.104)","(2.0, 2.46, 2.45625)","(51.0, 130.0, 110.0)","(41.0, 90.0, 83.75)"
12-01-2023 18:39:16.184479,"(16.0, 23.0, 21.785714285714285)","(31.0, 70.0, 68.21428571428571)","(4.4, 4.7, 4.62)","(20.0, 22.0, 21.74468085106383)","(19.0, 28.0, 27.271186440677965)","(21.0, 29.0, 27.761904761904763)","(18.0, 23.0, 22.75)","(101.0, 230.0, 217.5)","(6.5, 8.2, 8.066666666666666)","(2.0, 2.48, 2.453)","(51.0, 130.0, 110.0)","(41.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:17.549203,"(16.0, 22.0, 21.785714285714285)","(31.0, 70.0, 71.0)","(4.4, 4.7, 4.62)","(20.0, 22.0, 21.74468085106383)","(19.0, 28.0, 27.271186440677965)","(21.0, 29.0, 27.63157894736842)","(18.0, 23.0, 22.75)","(101.0, 230.0, 217.5)","(6.5, 8.2, 8.090526315789473)","(2.0, 2.48, 2.444)","(51.0, 130.0, 110.0)","(41.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:19.064306,"(16.0, 22.0, 21.785714285714285)","(31.0, 75.0, 71.0)","(4.4, 4.7, 4.632919254658385)","(20.0, 22.0, 21.74468085106383)","(19.0, 28.0, 27.271186440677965)","(21.0, 29.0, 27.63157894736842)","(18.0, 23.0, 22.684210526315788)","(101.0, 230.0, 217.5)","(6.5, 8.2, 8.104878048780487)","(2.0, 2.46, 2.4476923076923076)","(51.0, 130.0, 110.0)","(41.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:20.469537,"(16.0, 21.0, 20.75)","(31.0, 75.0, 71.0)","(4.4, 4.7, 4.632919254658385)","(20.0, 22.0, 21.76)","(19.0, 28.0, 27.271186440677965)","(21.0, 29.0, 27.923076923076923)","(18.0, 23.0, 22.91304347826087)","(101.0, 230.0, 217.5)","(6.5, 8.2, 8.116129032258064)","(2.0, 2.46, 2.452)","(51.0, 130.0, 110.0)","(41.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:21.854667,"(16.0, 21.0, 20.77777777777778)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.633650793650793)","(20.0, 22.0, 22.41176470588235)","(19.0, 28.0, 27.271186440677965)","(21.0, 29.0, 27.545454545454547)","(18.0, 23.0, 23.041666666666668)","(101.0, 230.0, 217.5)","(6.5, 8.2, 8.116129032258064)","(2.0, 2.46, 2.4174074074074072)","(51.0, 130.0, 110.0)","(41.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:23.341536,"(16.0, 21.0, 20.77777777777778)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.635692307692308)","(20.0, 23.0, 22.41176470588235)","(19.0, 28.0, 27.271186440677965)","(21.0, 28.0, 27.545454545454547)","(18.0, 24.0, 22.94736842105263)","(101.0, 230.0, 217.5)","(6.5, 8.2, 8.138461538461538)","(2.0, 2.42, 2.4103846153846153)","(51.0, 130.0, 110.0)","(41.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:24.769333,"(16.0, 21.0, 20.79310344827586)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.635692307692308)","(20.0, 23.0, 22.451612903225808)","(19.0, 28.0, 27.271186440677965)","(21.0, 28.0, 27.545454545454547)","(18.0, 23.0, 22.375)","(101.0, 230.0, 217.5)","(6.5, 8.2, 8.265454545454546)","(2.0, 2.42, 2.3904109589041096)","(51.0, 130.0, 110.0)","(41.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:26.210664,"(16.0, 22.0, 21.228571428571428)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.635692307692308)","(20.0, 23.0, 22.451612903225808)","(19.0, 28.0, 27.3)","(21.0, 28.0, 27.545454545454547)","(18.0, 23.0, 22.375)","(101.0, 230.0, 217.5)","(6.5, 8.4, 8.29009009009009)","(2.0, 2.4, 2.387272727272727)","(51.0, 130.0, 110.0)","(41.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:27.647186,"(16.0, 22.0, 21.228571428571428)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.635692307692308)","(20.0, 23.0, 22.5)","(19.0, 28.0, 27.3)","(21.0, 28.0, 27.545454545454547)","(18.0, 23.0, 22.49074074074074)","(101.0, 230.0, 217.5)","(6.5, 8.4, 8.480851063829787)","(2.0, 2.4, 2.374074074074074)","(51.0, 130.0, 110.0)","(41.0, 90.0, 80.9090909090909)"
12-01-2023 18:39:29.077373,"(16.0, 22.0, 21.228571428571428)","(31.0, 75.0, 70.625)","(4.4, 4.7, 4.633650793650793)","(19.0, 23.0, 23.081632653061224)","(19.0, 28.0, 27.283783783783782)","(21.0, 28.0, 27.545454545454547)","(18.0, 23.0, 22.37837837837838)","(101.0, 230.0, 217.5)","(6.5, 8.6, 8.63265306122449)","(2.0, 2.38, 2.3723809523809525)","(51.0, 130.0, 110.0)","(51.0, 90.0, 80.9090909090909)"
