,Virage Volante,Wilcott,Tommy Throttle,Boundin Blue,Steel Harbour,Magic Burner,All About,Tyrion Lannister
07-01-2023 09:56:11.014511,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 24.875)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:12.041929,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 24.875)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:13.166280,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 24.875)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:14.377604,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 24.875)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:15.448677,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 24.875)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:16.524555,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 24.875)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:17.522387,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 24.875)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:18.570792,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:19.618720,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:20.729915,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:21.880446,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:22.936491,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.333333333333332)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:23.934803,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:25.093673,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:26.282744,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:27.390599,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:28.558441,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:29.718063,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:30.933000,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:32.170363,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:33.343903,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:34.478371,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:35.552627,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:36.641058,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:37.751856,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:38.848183,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:39.905791,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 25.125)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:41.042265,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:42.199358,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:43.337483,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:44.436486,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:45.524259,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:46.594846,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:47.693303,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:48.811559,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:49.917604,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:50.962677,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:52.059005,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:53.123153,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:54.096775,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:55.143768,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 26.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:56.213598,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 27.409090909090907)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:57.249892,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 27.409090909090907)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:58.341469,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 29.0, 22.5)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:56:59.489127,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 28.0, 19.11111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 10.3625)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:00.563815,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 28.0, 21.75)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 12.5, 11.585714285714285)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:01.646312,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 25.0, 21.875)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.585714285714285)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:02.772504,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 25.0, 23.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.585714285714285)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:03.850803,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 25.0, 22.25)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.585714285714285)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:04.958448,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 25.0, 22.25)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.585714285714285)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:06.126105,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 25.0, 22.25)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.585714285714285)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:07.301780,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.5875)","(5.5, 10.5, 9.22888888888889)","(12.0, 25.0, 22.25)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.875)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:08.426906,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.866666666666667)","(5.5, 10.5, 9.22888888888889)","(12.0, 25.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.875)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:09.553164,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.866666666666667)","(5.5, 10.5, 9.22888888888889)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.875)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:10.698379,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.866666666666667)","(5.5, 10.5, 9.22888888888889)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:11.755353,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 7.5473684210526315)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:12.798734,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 7.5473684210526315)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:13.925141,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:15.020093,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:16.067442,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:17.185261,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:18.310890,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:19.419327,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:20.483941,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:21.529827,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:22.686800,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:23.705645,"(3.5, 6.6, 4.2059999999999995)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.0)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:24.807128,"(3.5, 6.6, 3.922727272727273)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.833333333333333)","(12.0, 28.0, 19.666666666666664)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.4)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:26.026749,"(3.5, 6.6, 3.922727272727273)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.6499999999999995)","(12.0, 28.0, 19.666666666666664)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.06)","(3.1, 4.2, 3.5125)"
07-01-2023 09:57:27.108525,"(3.5, 6.6, 3.922727272727273)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.6499999999999995)","(12.0, 28.0, 19.666666666666664)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.06)","(3.1, 4.2, 3.3923076923076922)"
07-01-2023 09:57:28.164319,"(3.5, 6.6, 3.922727272727273)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.6499999999999995)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.266666666666666)","(3.1, 4.2, 3.3923076923076922)"
07-01-2023 09:57:29.182275,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 7.605263157894736)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.875)","(3.1, 4.2, 3.3923076923076922)"
07-01-2023 09:57:30.237009,"(3.5, 6.6, 3.965909090909091)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.6499999999999995)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 10.98)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:31.364201,"(3.5, 6.6, 3.965909090909091)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.6499999999999995)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.266666666666666)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:32.469371,"(3.5, 6.6, 3.965909090909091)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 6.6499999999999995)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 11.875)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:33.589337,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 9.033333333333333)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:34.671339,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:35.829169,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:36.867557,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:37.928028,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:39.043543,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:40.254415,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:41.469209,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:42.691526,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:43.964501,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
07-01-2023 09:57:45.160765,"(3.5, 6.6, 4.10625)","(7.5, 12.5, 10.485714285714286)","(5.5, 10.5, 8.060869565217391)","(12.0, 28.0, 26.61111111111111)","(12.0, 26.0, 23.1)","(10.0, 18.0, 15.0)","(7.5, 13.5, 12.46923076923077)","(3.1, 4.2, 3.466666666666667)"
