,Blushed,Gee Gees Jennia,Silver Persuasion,Twee,Need A Flutter,Zeva Royale,Further North,Piiink Beauty
06-01-2023 15:04:21.566195,"(7.5, 11.5, 11.0)","(4.8, 5.5, 5.385714285714286)","(8.5, 10.0, 9.8)","(4.4, 5.5, 5.214285714285714)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 85.0)","(8.0, 10.0, 9.5)"
06-01-2023 15:04:22.682912,"(7.5, 11.5, 11.0)","(4.8, 5.5, 5.385714285714286)","(8.5, 10.0, 9.97090909090909)","(4.4, 5.5, 5.214285714285714)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 85.0)","(8.0, 10.0, 9.5)"
06-01-2023 15:04:23.830645,"(7.5, 11.5, 11.025)","(4.8, 5.5, 5.385714285714286)","(8.5, 10.0, 9.97090909090909)","(4.4, 5.5, 5.214285714285714)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 90.0, 89.16666666666666)","(8.0, 10.0, 9.5)"
06-01-2023 15:04:25.014095,"(7.5, 12.0, 11.815384615384616)","(4.8, 5.5, 5.385714285714286)","(8.5, 10.0, 9.97090909090909)","(4.4, 5.5, 5.214285714285714)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 89.16666666666666)","(8.0, 10.0, 9.5)"
06-01-2023 15:04:26.273126,"(7.5, 12.0, 11.8)","(4.8, 5.5, 5.385714285714286)","(8.5, 10.0, 9.97090909090909)","(4.4, 5.5, 5.214285714285714)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 89.16666666666666)","(8.0, 10.0, 9.5)"
06-01-2023 15:04:27.494520,"(7.5, 12.0, 11.815384615384616)","(4.8, 5.5, 5.385714285714286)","(8.5, 10.0, 9.97090909090909)","(4.4, 5.5, 5.214285714285714)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 89.16666666666666)","(8.0, 10.0, 9.5)"
06-01-2023 15:04:28.688070,"(7.5, 12.0, 11.52)","(4.8, 5.5, 5.385714285714286)","(8.5, 10.0, 9.97090909090909)","(4.4, 5.5, 5.3)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 89.16666666666666)","(8.0, 10.0, 9.4)"
06-01-2023 15:04:29.765096,"(7.5, 12.0, 11.333333333333334)","(4.8, 5.5, 5.385714285714286)","(8.5, 10.0, 9.972881355932204)","(4.4, 5.5, 5.459183673469388)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 89.16666666666666)","(8.0, 9.8, 9.4)"
06-01-2023 15:04:30.905557,"(7.5, 12.0, 11.333333333333334)","(4.8, 5.5, 5.3933333333333335)","(8.5, 10.0, 9.972881355932204)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 89.16666666666666)","(8.0, 9.8, 9.4)"
06-01-2023 15:04:32.056287,"(7.5, 12.0, 11.5)","(4.8, 5.5, 5.3933333333333335)","(8.5, 10.0, 9.972881355932204)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 89.16666666666666)","(8.0, 9.8, 9.4)"
06-01-2023 15:04:33.261142,"(7.5, 12.0, 11.5)","(4.8, 5.5, 5.3933333333333335)","(8.5, 10.0, 9.972881355932204)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.209090909090909)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 88.0)","(8.0, 9.8, 9.4)"
06-01-2023 15:04:34.496581,"(7.5, 12.0, 11.714285714285714)","(4.8, 5.2, 5.009638554216868)","(8.5, 10.0, 9.947826086956521)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.271428571428571)","(8.5, 12.5, 11.966666666666667)","(41.0, 95.0, 110.71428571428572)","(8.0, 9.8, 9.4)"
06-01-2023 15:04:35.727102,"(7.5, 12.5, 11.833333333333334)","(4.8, 5.2, 5.009638554216868)","(8.5, 10.0, 9.947826086956521)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.448387096774193)","(8.5, 12.5, 11.966666666666667)","(41.0, 120.0, 73.0)","(8.0, 9.8, 9.4)"
06-01-2023 15:04:36.952184,"(8.0, 12.5, 11.833333333333334)","(4.6, 5.2, 5.009638554216868)","(8.5, 10.0, 9.947826086956521)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.448387096774193)","(9.0, 12.5, 11.966666666666667)","(41.0, 100.0, 85.0)","(8.0, 9.8, 9.666666666666666)"
06-01-2023 15:04:38.154055,"(8.0, 12.5, 11.833333333333334)","(4.6, 5.2, 4.910843373493976)","(8.5, 10.0, 9.958620689655172)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.448387096774193)","(9.0, 12.5, 11.966666666666667)","(41.0, 100.0, 85.0)","(8.0, 10.0, 9.666666666666666)"
06-01-2023 15:04:39.370641,"(8.0, 12.5, 11.833333333333334)","(4.6, 5.1, 5.05)","(8.5, 10.0, 9.89090909090909)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.456756756756756)","(9.0, 12.5, 11.966666666666667)","(41.0, 100.0, 85.0)","(8.0, 10.0, 9.336842105263157)"
06-01-2023 15:04:40.923381,"(8.0, 12.5, 12.0)","(4.6, 5.1, 4.823076923076923)","(8.5, 10.0, 9.89090909090909)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.456363636363636)","(9.0, 12.5, 11.966666666666667)","(41.0, 100.0, 85.0)","(8.0, 10.5, 9.352941176470587)"
06-01-2023 15:04:42.391218,"(8.0, 12.5, 12.0)","(4.6, 5.1, 4.823076923076923)","(8.5, 10.0, 9.89090909090909)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.390909090909091)","(9.0, 12.5, 11.966666666666667)","(41.0, 100.0, 85.0)","(8.0, 10.5, 9.352941176470587)"
06-01-2023 15:04:44.191565,"(8.0, 12.5, 12.0)","(4.6, 5.1, 4.823076923076923)","(8.5, 10.0, 9.89090909090909)","(4.4, 5.5, 5.456521739130435)","(3.5, 4.5, 4.390909090909091)","(9.0, 12.5, 11.966666666666667)","(41.0, 100.0, 85.0)","(8.0, 10.5, 9.477272727272727)"
06-01-2023 15:04:46.638328,"(8.0, 12.5, 12.41304347826087)","(4.6, 5.1, 5.032075471698113)","(8.5, 10.0, 9.89090909090909)","(4.4, 5.5, 5.46)","(3.5, 4.5, 4.390909090909091)","(9.0, 12.5, 11.966666666666667)","(41.0, 100.0, 85.0)","(8.0, 10.5, 10.0125)"
06-01-2023 15:04:48.117452,"(8.0, 12.5, 12.0)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.89090909090909)","(4.4, 5.5, 5.46)","(3.5, 4.5, 4.390909090909091)","(9.0, 12.5, 11.966666666666667)","(41.0, 100.0, 85.0)","(8.0, 10.5, 9.473684210526315)"
06-01-2023 15:04:49.538277,"(8.0, 12.5, 12.0)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.89090909090909)","(4.4, 5.5, 5.46)","(3.5, 4.5, 4.390909090909091)","(9.0, 12.5, 11.966666666666667)","(41.0, 100.0, 85.0)","(8.0, 10.5, 9.473684210526315)"
06-01-2023 15:04:50.974706,"(8.0, 12.5, 12.0)","(4.6, 5.1, 5.032075471698113)","(8.5, 10.0, 9.89090909090909)","(4.4, 5.5, 5.46)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 11.166666666666666)","(41.0, 100.0, 85.0)","(8.0, 10.5, 10.0125)"
06-01-2023 15:04:52.287191,"(8.0, 12.5, 12.41304347826087)","(4.6, 5.1, 4.86)","(8.5, 10.0, 9.7375)","(4.4, 5.5, 5.46)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 11.166666666666666)","(41.0, 100.0, 85.0)","(8.0, 10.5, 9.473684210526315)"
06-01-2023 15:04:53.576334,"(8.0, 12.5, 12.0)","(4.6, 5.1, 4.86)","(8.5, 10.0, 9.7375)","(4.4, 5.5, 5.46)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 11.166666666666666)","(41.0, 100.0, 85.0)","(8.0, 10.5, 9.473684210526315)"
06-01-2023 15:04:54.908954,"(8.0, 12.5, 12.0)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.7375)","(4.4, 5.5, 5.46)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 11.166666666666666)","(41.0, 100.0, 85.0)","(8.0, 10.5, 11.638709677419355)"
06-01-2023 15:04:56.224783,"(8.0, 12.5, 12.0)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.7375)","(4.4, 5.5, 5.46)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 11.166666666666666)","(41.0, 100.0, 85.0)","(8.0, 12.0, 11.653333333333332)"
06-01-2023 15:04:57.601672,"(8.0, 12.5, 11.4)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.7375)","(4.4, 5.5, 5.46)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 11.166666666666666)","(41.0, 100.0, 85.0)","(8.0, 12.0, 10.4)"
06-01-2023 15:04:58.923390,"(8.0, 12.0, 11.4)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.7375)","(4.4, 5.5, 5.462264150943396)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 10.722222222222221)","(41.0, 100.0, 85.0)","(8.0, 12.0, 10.533333333333333)"
06-01-2023 15:05:00.296619,"(8.0, 12.0, 11.0)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.7375)","(4.4, 5.5, 5.357142857142857)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 11.5)","(41.0, 100.0, 85.0)","(8.0, 12.0, 11.918518518518518)"
06-01-2023 15:05:01.641919,"(8.0, 12.0, 11.0)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.618181818181819)","(4.4, 5.5, 5.3)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.0, 11.5)","(41.0, 100.0, 85.0)","(8.0, 12.0, 11.78)"
06-01-2023 15:05:02.949232,"(8.0, 12.0, 11.5)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.618181818181819)","(4.4, 5.5, 5.3)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.0, 11.5)","(41.0, 100.0, 85.0)","(8.0, 12.0, 11.78)"
06-01-2023 15:05:04.255472,"(8.0, 12.5, 11.5)","(4.6, 5.1, 4.8)","(8.5, 10.0, 9.618181818181819)","(4.4, 5.5, 5.3)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.0, 11.5)","(41.0, 100.0, 82.85714285714286)","(8.0, 12.0, 11.78)"
06-01-2023 15:05:05.650212,"(8.0, 12.5, 11.5)","(4.6, 5.1, 4.957894736842105)","(8.5, 10.0, 9.77818181818182)","(4.4, 5.5, 5.428571428571429)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.0, 11.5)","(41.0, 100.0, 85.0)","(8.0, 12.0, 10.82)"
06-01-2023 15:05:07.043221,"(8.0, 12.5, 12.2)","(4.6, 5.1, 4.957894736842105)","(8.5, 9.8, 9.77818181818182)","(4.4, 5.5, 5.428571428571429)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 10.81578947368421)","(41.0, 100.0, 85.0)","(8.0, 11.5, 11.122222222222222)"
06-01-2023 15:05:08.269184,"(8.0, 12.5, 12.2)","(4.6, 5.1, 4.957894736842105)","(8.5, 9.8, 9.77818181818182)","(4.4, 5.5, 5.375)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 10.81578947368421)","(41.0, 100.0, 85.0)","(8.0, 11.5, 11.122222222222222)"
06-01-2023 15:05:09.453754,"(8.0, 12.5, 12.2)","(4.6, 5.1, 4.957894736842105)","(8.5, 9.8, 9.77818181818182)","(4.4, 5.5, 5.428571428571429)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 11.5)","(41.0, 100.0, 85.0)","(8.0, 11.5, 11.122222222222222)"
06-01-2023 15:05:10.732434,"(8.0, 12.5, 12.25)","(4.6, 5.1, 4.9714285714285715)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.428571428571429)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 11.5)","(41.0, 100.0, 85.0)","(8.0, 11.5, 11.122222222222222)"
06-01-2023 15:05:11.994811,"(8.0, 12.5, 12.25)","(4.6, 5.1, 4.9714285714285715)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.428571428571429)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 11.5)","(41.0, 100.0, 85.0)","(8.0, 11.5, 11.122222222222222)"
06-01-2023 15:05:13.349019,"(8.0, 12.5, 12.25)","(4.6, 5.1, 4.9714285714285715)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.428571428571429)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 11.5)","(41.0, 100.0, 85.0)","(8.0, 11.5, 11.122222222222222)"
06-01-2023 15:05:14.669574,"(8.0, 12.5, 12.25)","(4.6, 5.1, 4.9714285714285715)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.366666666666666)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 11.5)","(41.0, 100.0, 70.0)","(8.0, 11.5, 10.5)"
06-01-2023 15:05:16.069231,"(8.0, 12.5, 12.25)","(4.6, 5.1, 4.9714285714285715)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.366666666666666)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 11.5)","(41.0, 100.0, 70.0)","(8.0, 11.5, 10.5)"
06-01-2023 15:05:17.362668,"(8.0, 12.5, 12.25)","(4.6, 5.1, 4.9714285714285715)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.366666666666666)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 11.5)","(41.0, 100.0, 70.0)","(8.0, 11.5, 10.5)"
06-01-2023 15:05:18.670205,"(8.0, 12.5, 12.25)","(4.6, 5.1, 5.028)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.144444444444444)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 11.947368421052632)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.5)"
06-01-2023 15:05:20.598568,"(8.0, 12.5, 12.25)","(4.6, 5.1, 5.028)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.14)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 11.947368421052632)","(41.0, 100.0, 76.0)","(8.0, 11.5, 11.0)"
06-01-2023 15:05:22.333478,"(8.0, 12.5, 12.25)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.0, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 11.0)"
06-01-2023 15:05:23.816467,"(8.0, 12.5, 12.25)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 11.0)"
06-01-2023 15:05:25.283885,"(8.0, 12.5, 12.25)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 11.0)"
06-01-2023 15:05:26.744539,"(8.0, 12.5, 12.25)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.8)"
06-01-2023 15:05:28.109616,"(8.0, 12.5, 12.25)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.809090909090909)"
06-01-2023 15:05:29.517921,"(8.0, 12.5, 13.083333333333334)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 12.5, 9.833333333333334)"
06-01-2023 15:05:30.910806,"(8.0, 13.5, 13.083333333333334)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 12.0, 9.833333333333334)"
06-01-2023 15:05:32.303647,"(8.0, 13.5, 13.083333333333334)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 12.0, 9.833333333333334)"
06-01-2023 15:05:33.720089,"(8.0, 13.5, 13.083333333333334)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 73.0)","(8.0, 12.0, 9.833333333333334)"
06-01-2023 15:05:35.106438,"(8.0, 13.0, 12.428571428571429)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 73.0)","(8.0, 12.0, 9.833333333333334)"
06-01-2023 15:05:36.484756,"(8.0, 12.5, 12.071428571428571)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 73.0)","(8.0, 12.0, 9.833333333333334)"
06-01-2023 15:05:37.863815,"(8.0, 12.5, 12.071428571428571)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 73.0)","(8.0, 12.0, 10.1)"
06-01-2023 15:05:39.209151,"(8.0, 12.5, 12.071428571428571)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 73.0)","(8.0, 11.5, 10.1)"
06-01-2023 15:05:40.571424,"(8.0, 12.5, 12.428571428571429)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 73.0)","(8.0, 11.5, 10.1)"
06-01-2023 15:05:41.902872,"(8.0, 13.0, 12.428571428571429)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 73.0)","(8.0, 11.5, 9.82)"
06-01-2023 15:05:43.244772,"(8.0, 13.0, 12.428571428571429)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 73.0)","(8.0, 11.5, 10.42)"
06-01-2023 15:05:44.574675,"(8.0, 13.0, 12.071428571428571)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.14)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 85.0)","(8.0, 11.5, 10.35)"
06-01-2023 15:05:45.826670,"(8.0, 12.5, 12.071428571428571)","(4.6, 5.1, 5.030769230769231)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.14)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 85.0)","(8.0, 11.5, 10.45)"
06-01-2023 15:05:47.100864,"(8.0, 12.5, 12.071428571428571)","(4.6, 5.1, 5.033333333333333)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.14)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 85.0)","(8.0, 11.5, 10.45)"
06-01-2023 15:05:48.360831,"(8.0, 12.5, 12.071428571428571)","(4.6, 5.1, 5.01)","(8.5, 9.8, 9.779310344827588)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.45)"
06-01-2023 15:05:49.615776,"(8.0, 12.5, 12.071428571428571)","(4.6, 5.1, 5.009090909090909)","(8.5, 9.8, 9.75)","(4.4, 5.5, 5.118181818181818)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.45)"
06-01-2023 15:05:50.896358,"(8.0, 13.5, 12.38888888888889)","(4.6, 5.1, 5.009090909090909)","(8.5, 9.8, 9.75)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.373684210526316)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.45)"
06-01-2023 15:05:52.168139,"(8.0, 13.5, 12.38888888888889)","(4.6, 5.1, 5.009090909090909)","(8.5, 9.8, 9.75)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.45)"
06-01-2023 15:05:53.463754,"(8.0, 13.5, 12.38888888888889)","(4.6, 5.1, 5.009090909090909)","(8.5, 9.8, 9.760000000000002)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.45)"
06-01-2023 15:05:54.859933,"(8.0, 12.5, 11.5)","(4.6, 5.1, 5.009090909090909)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.45)"
06-01-2023 15:05:56.160925,"(8.0, 12.5, 11.5)","(4.6, 5.1, 5.009090909090909)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.407692307692308)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.45)"
06-01-2023 15:05:57.531366,"(8.0, 12.5, 11.5)","(4.6, 5.1, 5.052380952380952)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.58)"
06-01-2023 15:05:58.842236,"(8.0, 12.5, 11.5)","(4.6, 5.1, 5.052380952380952)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.58)"
06-01-2023 15:06:00.124478,"(8.0, 13.0, 12.0)","(4.6, 5.1, 5.052380952380952)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.58)"
06-01-2023 15:06:01.368486,"(8.0, 12.5, 11.5)","(4.6, 5.1, 5.052380952380952)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.733333333333333)"
06-01-2023 15:06:02.582268,"(8.0, 12.5, 11.5)","(4.6, 5.1, 5.052380952380952)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 76.0)","(8.0, 11.5, 10.733333333333333)"
06-01-2023 15:06:03.765345,"(8.0, 13.0, 12.0)","(4.6, 5.1, 5.052380952380952)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 73.0)","(8.0, 11.5, 11.329629629629629)"
06-01-2023 15:06:05.010707,"(8.0, 13.0, 12.0)","(4.6, 5.0, 4.85)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.164)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 85.0)","(8.0, 11.5, 10.55)"
06-01-2023 15:06:06.253159,"(8.0, 12.5, 11.5)","(4.6, 4.9, 4.765)","(8.5, 10.0, 9.832)","(4.4, 5.5, 5.209090909090909)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 85.0)","(8.0, 11.5, 9.775)"
06-01-2023 15:06:07.534253,"(8.0, 12.5, 11.5)","(4.6, 4.9, 4.872727272727273)","(8.5, 10.0, 9.832)","(4.4, 5.4, 5.209090909090909)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 85.0)","(8.0, 11.0, 9.775)"
06-01-2023 15:06:08.733806,"(8.0, 12.5, 11.5)","(4.6, 4.9, 4.872727272727273)","(8.5, 10.0, 9.832)","(4.4, 5.4, 5.209090909090909)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 85.0)","(8.0, 11.0, 9.775)"
06-01-2023 15:06:09.903230,"(8.0, 12.5, 11.5)","(4.6, 4.9, 4.872727272727273)","(8.5, 10.0, 9.832)","(4.4, 5.4, 5.209090909090909)","(3.5, 4.5, 4.390909090909091)","(10.0, 12.5, 12.015151515151516)","(41.0, 100.0, 85.0)","(8.0, 11.0, 9.775)"
06-01-2023 15:06:11.093231,"(8.0, 12.5, 11.5)","(4.6, 4.9, 4.872727272727273)","(8.5, 10.0, 9.832)","(4.4, 5.4, 5.209090909090909)","(3.5, 4.5, 4.407692307692308)","(10.0, 12.5, 12.015151515151516)","(41.0, 95.0, 71.66666666666667)","(8.0, 11.0, 9.88)"
06-01-2023 15:06:12.165210,"(8.0, 12.5, 11.5)","(4.6, 4.9, 4.872727272727273)","(8.5, 10.0, 9.832)","(4.4, 5.4, 5.152173913043478)","(3.5, 4.5, 4.407692307692308)","(10.0, 12.5, 12.015151515151516)","(41.0, 95.0, 71.66666666666667)","(8.0, 11.0, 9.88)"
