,Dandelion,Tarzan Gunn,Starlight Nelly,Full Of Cheek,Shian Silva,Mandela,My Ninja,Sirius Lizzie
06-01-2023 14:36:16.178278,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 71.66666666666667)","(3.1, 4.2, 4.188793103448276)","(26.0, 55.0, 50.0)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:17.296973,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 71.66666666666667)","(3.1, 4.2, 4.188793103448276)","(26.0, 55.0, 50.0)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:18.428931,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 71.66666666666667)","(3.1, 4.2, 4.188793103448276)","(26.0, 55.0, 50.833333333333336)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:19.708648,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 71.66666666666667)","(3.1, 4.2, 4.188793103448276)","(26.0, 55.0, 51.81818181818182)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:20.972346,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 70.0)","(3.1, 4.2, 4.188793103448276)","(26.0, 55.0, 52.083333333333336)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:22.230765,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 71.66666666666667)","(3.1, 4.2, 4.188793103448276)","(26.0, 55.0, 52.083333333333336)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:23.483579,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 71.66666666666667)","(3.1, 4.2, 4.188793103448276)","(26.0, 55.0, 52.083333333333336)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:24.735744,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 71.66666666666667)","(3.1, 4.2, 4.188793103448276)","(26.0, 55.0, 52.083333333333336)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:26.012722,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 67.5)","(3.1, 4.2, 4.188793103448276)","(26.0, 55.0, 52.15625)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:27.334205,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 67.5)","(3.1, 4.2, 4.162396694214876)","(26.0, 55.0, 54.51851851851852)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:28.522605,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 67.5)","(3.1, 4.2, 4.162396694214876)","(26.0, 55.0, 54.55172413793103)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:29.623276,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 67.5)","(3.1, 4.2, 4.162396694214876)","(26.0, 55.0, 54.55172413793103)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:30.784872,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 67.5)","(3.1, 4.2, 4.162396694214876)","(26.0, 55.0, 54.55172413793103)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.444444444444445)"
06-01-2023 14:36:31.903907,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 67.5)","(3.1, 4.2, 4.162396694214876)","(26.0, 55.0, 54.55172413793103)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.055555555555555)"
06-01-2023 14:36:33.014338,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 67.5)","(3.1, 4.2, 4.162396694214876)","(26.0, 55.0, 54.18181818181818)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.055555555555555)"
06-01-2023 14:36:34.113645,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 67.5)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 54.57142857142857)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.215686274509803)"
06-01-2023 14:36:35.283985,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 67.5)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 54.57142857142857)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.215686274509803)"
06-01-2023 14:36:36.450372,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 60.0)","(3.1, 4.2, 4.162396694214876)","(26.0, 55.0, 54.57142857142857)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.215686274509803)"
06-01-2023 14:36:37.652225,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 54.57142857142857)","(21.0, 65.0, 52.3125)","(8.5, 14.0, 13.25)"
06-01-2023 14:36:38.782442,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 54.57142857142857)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:39.893431,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 54.57142857142857)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:41.261382,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 54.36363636363636)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:42.510797,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:43.761189,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:44.863523,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:45.986721,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:47.096678,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:48.187670,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.57692307692308)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:49.394442,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:50.635350,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4806896551724136)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:51.884920,"(4.8, 7.0, 6.562162162162163)","(2.1, 2.5, 2.4972413793103447)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:52.992628,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.4972413793103447)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:54.274372,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:55.550924,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:56.857953,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:58.185651,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:36:59.359535,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:37:00.500598,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:37:01.567249,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:37:02.634187,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:37:03.606190,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:37:04.625809,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.152439024390244)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.127906976744185)"
06-01-2023 14:37:05.603489,"(4.8, 7.0, 6.47741935483871)","(2.1, 2.5, 2.497254901960784)","(31.0, 42.0, 37.660377358490564)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.173577235772358)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.055555555555555)"
06-01-2023 14:37:06.626530,"(4.8, 7.0, 6.472727272727273)","(2.1, 2.5, 2.497213930348259)","(31.0, 42.0, 38.0)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.173577235772358)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.444444444444445)"
06-01-2023 14:37:07.726437,"(4.8, 7.0, 6.472727272727273)","(2.1, 2.5, 2.497213930348259)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 60.0)","(3.1, 4.2, 4.189166666666667)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.444444444444445)"
06-01-2023 14:37:08.757339,"(4.8, 7.0, 6.472727272727273)","(2.1, 2.5, 2.497213930348259)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 60.0)","(3.1, 4.2, 4.158730158730159)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.25)"
06-01-2023 14:37:09.871935,"(4.8, 6.8, 6.50909090909091)","(2.1, 2.5, 2.498918918918919)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.158730158730159)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 13.207317073170731)"
06-01-2023 14:37:10.919947,"(4.8, 6.8, 6.48)","(2.1, 2.5, 2.4989261744966442)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.158730158730159)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.5, 12.881578947368421)"
06-01-2023 14:37:11.975629,"(4.8, 6.8, 6.48)","(2.1, 2.5, 2.4989261744966442)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.158730158730159)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.0, 12.881578947368421)"
06-01-2023 14:37:13.087682,"(4.8, 6.8, 6.48)","(2.1, 2.5, 2.4989237668161435)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.158730158730159)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.0, 12.881578947368421)"
06-01-2023 14:37:14.132821,"(4.8, 6.8, 6.434285714285714)","(2.1, 2.5, 2.4989473684210526)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.158730158730159)","(26.0, 55.0, 51.58974358974359)","(21.0, 65.0, 52.3125)","(8.5, 13.0, 13.207317073170731)"
06-01-2023 14:37:15.227457,"(4.8, 6.8, 6.434285714285714)","(2.1, 2.5, 2.498969957081545)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.158730158730159)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.5, 12.881578947368421)"
06-01-2023 14:37:16.414449,"(4.8, 6.8, 6.4387096774193555)","(2.1, 2.5, 2.498969957081545)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.178688524590164)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.881578947368421)"
06-01-2023 14:37:17.554848,"(4.8, 6.8, 6.413793103448276)","(2.1, 2.5, 2.498969957081545)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.189166666666667)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.881578947368421)"
06-01-2023 14:37:18.740864,"(4.8, 6.8, 6.053333333333334)","(2.1, 2.5, 2.498969957081545)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.188793103448276)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.881578947368421)"
06-01-2023 14:37:19.831849,"(4.8, 6.8, 6.075)","(2.1, 2.5, 2.498969957081545)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.188793103448276)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.881578947368421)"
06-01-2023 14:37:20.890775,"(4.8, 6.8, 6.075)","(2.1, 2.5, 2.498906605922551)","(31.0, 42.0, 37.91836734693877)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.183333333333334)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.881578947368421)"
06-01-2023 14:37:21.989494,"(4.8, 6.8, 6.075)","(2.1, 2.5, 2.4705882352941178)","(31.0, 42.0, 38.55172413793103)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.1844)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.881578947368421)"
06-01-2023 14:37:23.078855,"(4.8, 6.8, 6.061538461538461)","(2.1, 2.5, 2.4705882352941178)","(31.0, 42.0, 38.55172413793103)","(41.0, 80.0, 60.0)","(3.1, 4.2, 4.1844)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.78048780487805)"
06-01-2023 14:37:24.238307,"(4.8, 6.8, 6.061538461538461)","(2.1, 2.5, 2.4705882352941178)","(31.0, 42.0, 38.55172413793103)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.1844)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.720930232558139)"
06-01-2023 14:37:25.382581,"(4.8, 6.8, 6.061538461538461)","(2.1, 2.5, 2.477272727272727)","(31.0, 42.0, 38.55172413793103)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.1844)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.720930232558139)"
06-01-2023 14:37:26.432123,"(4.8, 6.8, 6.061538461538461)","(2.1, 2.5, 2.477272727272727)","(31.0, 42.0, 38.55172413793103)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.189516129032258)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.720930232558139)"
06-01-2023 14:37:27.414386,"(4.8, 6.4, 5.778947368421052)","(2.1, 2.5, 2.4941176470588236)","(31.0, 42.0, 38.55172413793103)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.188793103448276)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.720930232558139)"
06-01-2023 14:37:28.392578,"(4.8, 6.4, 5.778947368421052)","(2.1, 2.5, 2.4941176470588236)","(31.0, 42.0, 38.55172413793103)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.188793103448276)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.846153846153847)"
06-01-2023 14:37:29.400375,"(4.8, 6.4, 5.7727272727272725)","(2.1, 2.5, 2.4942028985507245)","(31.0, 40.0, 39.23809523809524)","(41.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.1898437500000005)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(8.5, 13.0, 12.720930232558139)"
06-01-2023 14:37:30.449204,"(5.0, 6.4, 5.691139240506329)","(2.15, 2.5, 2.4984848484848485)","(21.0, 40.0, 39.23809523809524)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.1898437500000005)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(9.0, 13.0, 12.720930232558139)"
06-01-2023 14:37:31.468440,"(5.0, 6.4, 5.6899999999999995)","(2.15, 2.5, 2.48)","(21.0, 40.0, 39.1578947368421)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.2, 4.071052631578947)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(9.0, 13.0, 12.85)"
06-01-2023 14:37:32.569520,"(5.0, 6.2, 5.9)","(2.15, 2.52, 2.519574468085106)","(21.0, 40.0, 39.1578947368421)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.1, 4.071052631578947)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(9.0, 13.0, 12.85)"
06-01-2023 14:37:33.590189,"(5.0, 6.2, 5.9)","(2.15, 2.54, 2.536842105263158)","(21.0, 40.0, 39.1578947368421)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.1, 3.8941176470588235)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(9.0, 13.0, 12.853658536585366)"
06-01-2023 14:37:34.600458,"(5.0, 5.9, 5.635294117647058)","(2.15, 2.54, 2.536842105263158)","(21.0, 40.0, 39.1578947368421)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.1, 3.6799999999999997)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(9.0, 13.0, 12.853658536585366)"
06-01-2023 14:37:35.810449,"(5.0, 5.8, 5.7)","(2.15, 2.54, 2.5175)","(21.0, 40.0, 39.1578947368421)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.1, 3.6799999999999997)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.3125)","(9.0, 13.0, 12.795454545454545)"
06-01-2023 14:37:36.855468,"(4.8, 5.7, 5.566666666666666)","(2.15, 2.5, 2.492)","(26.0, 42.0, 38.55172413793103)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.1, 3.6799999999999997)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 46.1)","(9.0, 13.0, 12.25)"
06-01-2023 14:37:37.855372,"(4.8, 5.7, 5.54)","(2.15, 2.5, 2.495)","(26.0, 42.0, 35.04347826086956)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.1, 3.695)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.5)","(9.0, 13.0, 12.25)"
06-01-2023 14:37:38.903374,"(4.8, 5.7, 5.433333333333334)","(2.15, 2.5, 2.495)","(26.0, 42.0, 36.074074074074076)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.1, 3.708333333333333)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.5)","(9.0, 13.0, 12.25)"
06-01-2023 14:37:39.986206,"(4.8, 5.7, 5.433333333333334)","(2.15, 2.5, 2.495)","(21.0, 42.0, 36.285714285714285)","(31.0, 80.0, 65.71428571428572)","(3.1, 4.0, 3.708333333333333)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.5)","(9.0, 13.0, 12.25)"
06-01-2023 14:37:41.008131,"(4.8, 5.7, 5.35)","(2.15, 2.5, 2.493333333333333)","(21.0, 42.0, 35.333333333333336)","(31.0, 80.0, 65.71428571428572)","(3.1, 4.0, 3.708333333333333)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 52.5)","(9.0, 13.0, 13.125)"
06-01-2023 14:37:42.113030,"(4.8, 5.6, 5.3999999999999995)","(2.15, 2.5, 2.4957142857142856)","(21.0, 42.0, 35.6)","(31.0, 80.0, 65.71428571428572)","(3.1, 4.0, 3.708333333333333)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 41.724137931034484)","(9.0, 14.0, 13.125)"
06-01-2023 14:37:43.283018,"(4.8, 5.6, 5.3999999999999995)","(2.15, 2.5, 2.500952380952381)","(21.0, 42.0, 35.333333333333336)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.0, 4.014285714285714)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 41.724137931034484)","(9.0, 14.0, 13.125)"
06-01-2023 14:37:44.454125,"(4.8, 5.6, 5.3999999999999995)","(2.15, 2.52, 2.500952380952381)","(21.0, 42.0, 35.333333333333336)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.1, 3.9204545454545454)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 41.724137931034484)","(9.0, 14.0, 13.058823529411764)"
06-01-2023 14:37:45.485632,"(4.8, 5.6, 5.3999999999999995)","(2.15, 2.52, 2.500952380952381)","(21.0, 42.0, 35.333333333333336)","(31.0, 80.0, 63.333333333333336)","(3.1, 4.0, 3.960227272727273)","(31.0, 55.0, 51.58974358974359)","(26.0, 65.0, 41.724137931034484)","(9.0, 14.0, 13.428571428571429)"
