,Sals Blue Boy,Blink You Lose,Fake Promises,Hank Tank,Edge Gambler,Make It Count,Boston Budgies,Blazing Bob
08-01-2023 18:29:50.716388,"(2.4, 2.54, 2.4323076923076923)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:29:51.785780,"(2.4, 2.54, 2.4323076923076923)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:29:52.900482,"(2.4, 2.54, 2.4323076923076923)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:29:53.972654,"(2.4, 2.54, 2.4323076923076923)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:29:55.141928,"(2.4, 2.54, 2.4323076923076923)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:29:56.279406,"(2.4, 2.54, 2.4323076923076923)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:29:57.372163,"(2.4, 2.54, 2.4323076923076923)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:29:58.377845,"(2.4, 2.54, 2.4323076923076923)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:29:59.476284,"(2.4, 2.54, 2.451111111111111)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:00.635990,"(2.4, 2.54, 2.451111111111111)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:01.817755,"(2.4, 2.54, 2.451111111111111)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:02.929737,"(2.4, 2.54, 2.451111111111111)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:03.970389,"(2.4, 2.54, 2.451111111111111)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 260.7692307692308)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 495.83333333333337)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:04.982916,"(2.4, 2.54, 2.451111111111111)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:06.042043,"(2.4, 2.54, 2.451111111111111)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:07.175080,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:08.293278,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:09.400058,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:10.497363,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:11.564942,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:12.634899,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:13.720845,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:14.874713,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:16.016835,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:17.088799,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:18.131433,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:19.196621,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:20.337297,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 8.716666666666667)","(71.0, 480.0, 269.2307692307692)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:21.496156,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 550.0, 463.33333333333337)","(4.0, 9.4, 8.716666666666667)","(71.0, 580.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:22.675763,"(2.4, 2.54, 2.5183132530120482)","(7.5, 15.0, 13.228571428571428)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.716666666666667)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:23.769965,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.966666666666667)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:24.855137,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:25.882638,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:26.962342,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:28.049863,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:29.171881,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:30.264991,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:31.323108,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:32.392445,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:33.477918,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:34.567331,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:35.718389,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:36.807799,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:37.817928,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:38.861879,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:39.877785,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:40.948854,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:41.954926,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:42.917703,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 8.133333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:43.992168,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 550.0, 463.33333333333337)","(4.0, 9.4, 9.015384615384615)","(71.0, 570.0, 487.5)","(31.0, 110.0, 54.66666666666667)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:45.141068,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 9.05)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:46.303900,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 7.356521739130435)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:47.454500,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 7.356521739130435)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:48.566731,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:49.643177,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:50.747065,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:51.877428,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:52.990999,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:54.155263,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:55.210812,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:56.286708,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:57.332080,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:58.459087,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:30:59.586191,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:31:00.754684,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:31:01.936696,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:31:03.089173,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.54)"
08-01-2023 18:31:04.258952,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.5)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.1, 3.509090909090909)"
08-01-2023 18:31:05.347508,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 18.75)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.6, 3.95)"
08-01-2023 18:31:06.445322,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 540.0, 463.33333333333337)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 487.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.5, 3.5083333333333333)"
08-01-2023 18:31:07.510583,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 540.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 570.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.7, 3.5083333333333333)"
08-01-2023 18:31:08.584288,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.7, 3.717857142857143)"
08-01-2023 18:31:09.715757,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.7, 4.0)"
08-01-2023 18:31:10.867532,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.6, 4.0)"
08-01-2023 18:31:11.952291,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.6, 4.189285714285714)"
08-01-2023 18:31:13.056212,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.7, 4.15)"
08-01-2023 18:31:14.111783,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.7, 4.209090909090909)"
08-01-2023 18:31:15.256547,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.7, 3.71)"
08-01-2023 18:31:16.441465,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.7, 3.8)"
08-01-2023 18:31:17.621364,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.6, 3.8)"
08-01-2023 18:31:18.786579,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.6, 3.8)"
08-01-2023 18:31:19.906937,"(2.4, 2.54, 2.5183132530120482)","(7.5, 14.5, 13.55)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.6, 3.8)"
08-01-2023 18:31:21.080097,"(2.4, 2.54, 2.5183132530120482)","(7.5, 8.6, 8.06875)","(7.5, 24.0, 16.875)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.333333333333333)","(71.0, 480.0, 412.5)","(31.0, 110.0, 53.40909090909091)","(3.2, 4.6, 3.8)"
08-01-2023 18:31:22.155029,"(2.4, 2.54, 2.5183132530120482)","(7.5, 8.6, 8.1)","(7.5, 24.0, 16.5)","(61.0, 450.0, 388.3333333333333)","(4.0, 9.4, 6.569230769230769)","(71.0, 480.0, 412.5)","(31.0, 110.0, 59.27777777777777)","(3.2, 4.6, 3.8)"
