,Potato Cake,Eyes On Meg,Ryans Pick,Dennis Denuto,Londonderry Lady,Jax The Hunter,Malligan Bale,Blazing Infrared
16-12-2022 12:22:53.960006,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.0566666666666666)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.866666666666666)","(11.0, 18.5, 16.92857142857143)","(8.0, 10.0, 8.59047619047619)"
16-12-2022 12:22:54.990035,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.057894736842105)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.866666666666666)","(11.0, 18.5, 16.92857142857143)","(8.0, 10.0, 8.334999999999999)"
16-12-2022 12:22:56.052939,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.0566666666666666)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.866666666666666)","(11.0, 18.5, 16.92857142857143)","(8.0, 10.0, 9.100000000000001)"
16-12-2022 12:22:57.044488,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.0566666666666666)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.866666666666666)","(11.0, 18.5, 16.92857142857143)","(8.0, 9.8, 9.100000000000001)"
16-12-2022 12:22:58.036203,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.0566666666666666)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.866666666666666)","(11.0, 18.5, 16.92857142857143)","(8.0, 9.8, 8.57948717948718)"
16-12-2022 12:22:59.015046,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.0566666666666666)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.893877551020408)","(11.0, 18.5, 16.92857142857143)","(8.0, 9.8, 8.57948717948718)"
16-12-2022 12:22:59.999384,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.057894736842105)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.893877551020408)","(11.0, 18.5, 16.92857142857143)","(8.0, 9.8, 8.145945945945947)"
16-12-2022 12:23:00.984596,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.0566666666666666)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.893877551020408)","(11.0, 18.5, 16.92857142857143)","(8.0, 9.8, 8.145945945945947)"
16-12-2022 12:23:01.998426,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.0566666666666666)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.893877551020408)","(11.0, 18.5, 16.92857142857143)","(8.0, 9.8, 8.504761904761905)"
16-12-2022 12:23:03.013846,"(10.0, 48.0, 45.66666666666667)","(1.9, 2.06, 2.0566666666666666)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.893877551020408)","(11.0, 18.5, 16.92857142857143)","(8.0, 9.8, 8.899999999999999)"
16-12-2022 12:23:04.019988,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.0566666666666666)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.893877551020408)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.899999999999999)"
16-12-2022 12:23:05.019961,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.057894736842105)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.893877551020408)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.899999999999999)"
16-12-2022 12:23:05.999872,"(10.0, 48.0, 43.8)","(1.9, 2.06, 2.057894736842105)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.893877551020408)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.436363636363636)"
16-12-2022 12:23:06.983426,"(10.0, 48.0, 43.8)","(1.9, 2.02, 1.9825136612021859)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.46046511627907)"
16-12-2022 12:23:07.960818,"(10.0, 48.0, 43.8)","(1.9, 2.02, 1.9791666666666667)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.46046511627907)"
16-12-2022 12:23:08.958460,"(10.0, 48.0, 43.8)","(1.9, 2.02, 1.9791666666666667)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.52)"
16-12-2022 12:23:09.948977,"(10.0, 48.0, 43.8)","(1.9, 2.02, 1.9800613496932515)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.52)"
16-12-2022 12:23:10.935777,"(10.0, 48.0, 43.8)","(1.9, 2.02, 1.9800613496932515)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.34)"
16-12-2022 12:23:11.926843,"(10.0, 48.0, 43.8)","(1.9, 2.02, 1.9800613496932515)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.5875)"
16-12-2022 12:23:12.918424,"(10.0, 48.0, 43.8)","(1.9, 2.02, 1.9630612244897958)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.5875)"
16-12-2022 12:23:13.901113,"(10.0, 48.0, 43.8)","(1.9, 2.02, 1.9647524752475247)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.5875)"
16-12-2022 12:23:14.902144,"(10.0, 48.0, 43.8)","(1.9, 2.02, 1.9647524752475247)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 33.77777777777778)","(21.0, 50.0, 47.71428571428571)","(5.0, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.5875)"
16-12-2022 12:23:15.909293,"(11.0, 48.0, 43.8)","(1.95, 2.02, 1.9647524752475247)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 34.23529411764706)","(21.0, 50.0, 47.71428571428571)","(5.5, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.34)"
16-12-2022 12:23:16.965767,"(11.0, 48.0, 43.8)","(1.95, 2.02, 1.961875)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 34.23529411764706)","(21.0, 50.0, 47.71428571428571)","(5.5, 7.2, 6.916981132075471)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.34)"
16-12-2022 12:23:18.060237,"(11.0, 48.0, 43.8)","(1.95, 2.02, 1.961875)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 34.23529411764706)","(21.0, 50.0, 47.71428571428571)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 16.3)","(8.0, 9.6, 8.784615384615385)"
16-12-2022 12:23:19.106938,"(11.0, 48.0, 34.666666666666664)","(1.95, 2.06, 2.0433333333333334)","(6.0, 9.6, 9.018181818181818)","(21.0, 44.0, 35.5)","(21.0, 50.0, 47.71428571428571)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 16.3)","(8.0, 9.4, 8.784615384615385)"
16-12-2022 12:23:20.135903,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.0522222222222224)","(6.0, 9.6, 9.018181818181818)","(21.0, 44.0, 35.5)","(21.0, 50.0, 40.14285714285714)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.528205128205128)"
16-12-2022 12:23:21.160900,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.0536363636363637)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 30.0)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.324137931034482)"
16-12-2022 12:23:22.177469,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.0536363636363637)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 30.0)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.324137931034482)"
16-12-2022 12:23:23.203917,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.0536363636363637)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 30.0)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.561290322580646)"
16-12-2022 12:23:24.197527,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.0507142857142857)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.561290322580646)"
16-12-2022 12:23:25.189198,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.0507142857142857)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.561290322580646)"
16-12-2022 12:23:26.210591,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.0543478260869565)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.324137931034482)"
16-12-2022 12:23:27.207647,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.052777777777778)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.324137931034482)"
16-12-2022 12:23:28.181458,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.052777777777778)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.561290322580646)"
16-12-2022 12:23:29.207189,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.052777777777778)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.561290322580646)"
16-12-2022 12:23:30.208335,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.0507142857142857)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.561290322580646)"
16-12-2022 12:23:31.222501,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.06, 2.052777777777778)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 50.0, 45.6875)","(5.5, 7.2, 7.179310344827586)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.561290322580646)"
16-12-2022 12:23:32.251242,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.02, 1.97)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 48.0, 43.05882352941177)","(5.5, 7.4, 7.683870967741935)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.324137931034482)"
16-12-2022 12:23:33.261053,"(11.0, 48.0, 36.888888888888886)","(1.95, 2.02, 1.97)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.153846153846153)","(21.0, 48.0, 43.05882352941177)","(5.5, 7.8, 7.683870967741935)","(11.0, 18.5, 13.916666666666666)","(8.0, 9.4, 8.363636363636363)"
16-12-2022 12:23:34.291049,"(11.0, 48.0, 33.714285714285715)","(1.95, 2.02, 1.97)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 31.894736842105264)","(21.0, 48.0, 41.4375)","(5.5, 7.6, 7.292307692307692)","(11.0, 18.5, 16.3)","(8.0, 9.4, 8.523076923076923)"
16-12-2022 12:23:35.285222,"(11.0, 48.0, 41.666666666666664)","(1.95, 2.02, 1.97)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 31.894736842105264)","(21.0, 48.0, 41.4375)","(5.5, 7.6, 7.292307692307692)","(11.0, 18.5, 16.3)","(8.0, 9.4, 8.523076923076923)"
16-12-2022 12:23:36.256517,"(11.0, 48.0, 41.666666666666664)","(1.95, 2.02, 1.97)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 31.894736842105264)","(21.0, 48.0, 41.4375)","(5.5, 7.6, 7.292307692307692)","(11.0, 18.5, 16.3)","(8.0, 9.4, 8.523076923076923)"
16-12-2022 12:23:37.215721,"(11.0, 48.0, 41.666666666666664)","(1.95, 2.02, 1.97)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 31.894736842105264)","(21.0, 48.0, 41.4375)","(5.5, 7.6, 7.466666666666667)","(11.0, 18.5, 16.3)","(8.0, 9.4, 8.523076923076923)"
16-12-2022 12:23:38.195982,"(11.0, 48.0, 41.666666666666664)","(1.95, 2.02, 1.9853846153846153)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 31.894736842105264)","(21.0, 48.0, 41.4375)","(5.5, 8.0, 7.3999999999999995)","(11.0, 18.5, 16.3)","(8.0, 9.4, 8.523076923076923)"
16-12-2022 12:23:39.204092,"(11.0, 48.0, 41.666666666666664)","(1.95, 2.02, 1.9853846153846153)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 32.588235294117645)","(21.0, 48.0, 41.4375)","(5.5, 7.6, 6.933333333333334)","(11.0, 18.5, 16.3)","(8.0, 9.4, 8.523076923076923)"
16-12-2022 12:23:40.217389,"(11.0, 48.0, 41.666666666666664)","(1.95, 2.02, 1.9853846153846153)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 32.588235294117645)","(21.0, 48.0, 41.4375)","(5.5, 7.2, 6.933333333333334)","(11.0, 18.5, 16.3)","(8.0, 9.4, 8.523076923076923)"
16-12-2022 12:23:41.265647,"(11.0, 48.0, 41.666666666666664)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 32.588235294117645)","(21.0, 48.0, 41.4375)","(5.0, 7.2, 6.892307692307692)","(11.0, 18.5, 15.0)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:42.412878,"(11.0, 55.0, 49.22222222222222)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 32.588235294117645)","(21.0, 48.0, 41.4375)","(5.0, 7.2, 6.92)","(11.0, 18.5, 16.657894736842106)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:43.558891,"(11.0, 55.0, 49.22222222222222)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 32.588235294117645)","(21.0, 48.0, 41.4375)","(5.0, 7.2, 6.945454545454545)","(11.0, 18.5, 16.657894736842106)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:44.624526,"(11.0, 55.0, 49.22222222222222)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 32.588235294117645)","(21.0, 48.0, 41.4375)","(5.0, 7.2, 7.008695652173913)","(11.0, 18.5, 16.657894736842106)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:45.682966,"(11.0, 55.0, 49.22222222222222)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 33.46666666666667)","(21.0, 48.0, 40.58823529411765)","(5.0, 7.2, 7.008695652173913)","(11.0, 18.5, 16.657894736842106)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:46.742926,"(11.0, 55.0, 47.2)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 33.46666666666667)","(21.0, 48.0, 30.857142857142858)","(5.0, 7.2, 7.008695652173913)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:47.798244,"(11.0, 55.0, 44.285714285714285)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.666666666666668)","(21.0, 48.0, 33.0)","(5.0, 7.2, 7.008695652173913)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:48.831235,"(11.0, 55.0, 44.285714285714285)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.666666666666668)","(21.0, 48.0, 33.0)","(5.0, 7.2, 7.008695652173913)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:49.821262,"(11.0, 55.0, 44.285714285714285)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 42.0, 28.666666666666668)","(21.0, 48.0, 33.0)","(5.0, 7.2, 6.925)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:50.847572,"(11.0, 55.0, 44.285714285714285)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 46.0, 30.8)","(21.0, 50.0, 33.5)","(5.0, 7.2, 6.925)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:51.886028,"(11.0, 55.0, 44.285714285714285)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 40.0, 28.444444444444443)","(21.0, 46.0, 43.0)","(5.0, 7.2, 6.925)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:52.877596,"(11.0, 55.0, 44.285714285714285)","(1.9, 2.02, 2.0023529411764707)","(6.0, 9.6, 9.018181818181818)","(21.0, 40.0, 28.444444444444443)","(21.0, 46.0, 43.0)","(5.0, 7.2, 6.870588235294117)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:53.919278,"(11.0, 55.0, 44.285714285714285)","(1.9, 2.06, 2.0596875)","(6.0, 9.6, 9.018181818181818)","(21.0, 40.0, 28.444444444444443)","(21.0, 46.0, 43.0)","(5.0, 7.2, 6.909090909090909)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:54.968523,"(11.0, 55.0, 44.285714285714285)","(1.9, 2.06, 2.0596875)","(6.0, 9.6, 9.018181818181818)","(21.0, 40.0, 28.444444444444443)","(21.0, 46.0, 43.0)","(5.0, 7.2, 6.969230769230769)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:56.029203,"(11.0, 55.0, 43.5)","(1.9, 2.06, 2.0596875)","(6.0, 9.6, 9.018181818181818)","(21.0, 40.0, 28.444444444444443)","(21.0, 46.0, 39.25)","(5.0, 7.2, 6.978947368421053)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:57.118405,"(11.0, 55.0, 43.5)","(1.9, 2.06, 2.0596875)","(6.0, 9.6, 9.018181818181818)","(21.0, 40.0, 28.444444444444443)","(21.0, 46.0, 39.25)","(5.0, 7.2, 6.978947368421053)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:58.239733,"(11.0, 55.0, 43.5)","(1.9, 2.06, 2.0596875)","(6.0, 9.6, 9.018181818181818)","(21.0, 40.0, 28.444444444444443)","(21.0, 46.0, 39.25)","(5.0, 7.2, 6.978947368421053)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:23:59.354738,"(11.0, 55.0, 43.5)","(1.9, 2.06, 2.0596875)","(6.0, 9.6, 9.018181818181818)","(21.0, 40.0, 28.444444444444443)","(21.0, 46.0, 39.25)","(5.0, 7.2, 6.978947368421053)","(11.0, 18.5, 14.5625)","(7.5, 9.4, 8.555555555555555)"
16-12-2022 12:24:00.501660,"(11.0, 55.0, 43.5)","(1.9, 2.06, 2.0596875)","(6.0, 9.6, 9.018181818181818)","(21.0, 40.0, 28.3)","(21.0, 46.0, 39.57142857142857)","(5.0, 7.2, 7.025)","(11.0, 18.5, 15.227272727272727)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:01.629185,"(11.0, 55.0, 48.42857142857143)","(1.9, 2.06, 2.0581954887218044)","(6.0, 9.6, 9.088)","(21.0, 40.0, 30.0)","(21.0, 46.0, 33.6)","(5.0, 7.2, 7.025)","(11.0, 18.5, 16.68181818181818)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:02.759727,"(11.0, 55.0, 48.42857142857143)","(1.9, 2.12, 2.0730434782608698)","(6.0, 8.8, 8.618181818181819)","(21.0, 32.0, 28.57142857142857)","(21.0, 34.0, 33.6)","(5.0, 7.2, 7.0636363636363635)","(11.0, 18.5, 16.68181818181818)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:03.868838,"(11.0, 60.0, 52.0)","(1.9, 2.12, 2.1098550724637684)","(6.0, 8.8, 8.618181818181819)","(21.0, 32.0, 27.636363636363637)","(21.0, 34.0, 33.6)","(5.0, 7.2, 7.0636363636363635)","(11.0, 18.5, 16.68181818181818)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:04.986730,"(11.0, 60.0, 54.4)","(1.9, 2.12, 2.1098550724637684)","(6.0, 8.8, 8.618181818181819)","(21.0, 32.0, 26.857142857142858)","(21.0, 34.0, 33.6)","(5.0, 7.2, 7.0636363636363635)","(11.0, 18.5, 16.68181818181818)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:06.080045,"(11.0, 60.0, 54.4)","(1.9, 2.12, 2.1098550724637684)","(6.0, 8.8, 8.618181818181819)","(21.0, 32.0, 26.857142857142858)","(21.0, 34.0, 33.6)","(5.0, 7.2, 7.0636363636363635)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:07.158888,"(11.0, 60.0, 54.4)","(1.9, 2.12, 2.1098550724637684)","(6.0, 8.8, 8.618181818181819)","(21.0, 32.0, 26.857142857142858)","(21.0, 34.0, 33.6)","(5.0, 7.2, 7.0636363636363635)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:08.235217,"(11.0, 60.0, 54.4)","(1.9, 2.12, 2.1098550724637684)","(6.0, 8.8, 8.618181818181819)","(21.0, 32.0, 27.285714285714285)","(21.0, 34.0, 37.73913043478261)","(5.0, 7.2, 7.136842105263158)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:09.310243,"(11.0, 60.0, 48.0)","(1.9, 2.1, 2.0913669064748204)","(6.0, 9.6, 9.236363636363636)","(21.0, 32.0, 27.285714285714285)","(21.0, 44.0, 37.73913043478261)","(5.0, 7.2, 7.136842105263158)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:10.367395,"(11.0, 60.0, 48.0)","(1.9, 2.1, 2.0913669064748204)","(6.0, 10.5, 9.931818181818182)","(21.0, 32.0, 26.9)","(21.0, 44.0, 33.6)","(5.0, 7.2, 7.136842105263158)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:11.395615,"(11.0, 60.0, 48.0)","(1.9, 2.1, 2.0700000000000003)","(6.0, 9.2, 8.366666666666665)","(21.0, 29.0, 26.9)","(21.0, 34.0, 33.6)","(5.0, 7.2, 7.136842105263158)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:12.435836,"(11.0, 60.0, 48.0)","(1.9, 2.1, 2.0700000000000003)","(6.0, 9.2, 8.366666666666665)","(21.0, 29.0, 26.9)","(21.0, 34.0, 33.6)","(5.0, 7.2, 7.136842105263158)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:13.526691,"(11.0, 60.0, 48.0)","(1.9, 2.1, 2.0700000000000003)","(6.0, 9.2, 8.366666666666665)","(21.0, 29.0, 26.9)","(21.0, 34.0, 33.6)","(5.0, 7.2, 7.136842105263158)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:14.526762,"(11.0, 60.0, 48.0)","(1.9, 2.1, 2.0700000000000003)","(6.0, 9.2, 8.366666666666665)","(21.0, 29.0, 26.9)","(21.0, 34.0, 33.6)","(5.0, 7.2, 7.136842105263158)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:15.614388,"(11.0, 60.0, 48.0)","(1.9, 2.1, 2.0700000000000003)","(6.0, 9.2, 8.366666666666665)","(21.0, 29.0, 26.45)","(21.0, 34.0, 37.73913043478261)","(5.0, 7.2, 7.136842105263158)","(11.0, 18.5, 16.27777777777778)","(7.5, 9.4, 8.664516129032258)"
16-12-2022 12:24:16.717432,"(11.0, 60.0, 48.0)","(1.9, 2.1, 2.0700000000000003)","(6.0, 9.2, 8.366666666666665)","(21.0, 29.0, 26.857142857142858)","(21.0, 44.0, 36.2962962962963)","(5.0, 7.2, 7.136842105263158)","(11.0, 18.5, 14.45)","(7.5, 9.4, 8.664516129032258)"
