,Whiskey Soda,War Drum Express,Hank The Hustler,Emerley Together,Sutton Sandy,Wind Burn Flash,Powder Finger,Harry
122,"[datetime.datetime(2022, 11, 28, 17, 31, 57, 594823), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 31, 57, 594823), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 31, 57, 594823), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 31, 57, 594823), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 31, 57, 594823), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 31, 57, 594823), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 57, 594823), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 31, 57, 594823), 7.0, 11.0]"
123,"[datetime.datetime(2022, 11, 28, 17, 31, 58, 753181), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 753181), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 753181), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 753181), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 753181), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 753181), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 753181), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 31, 58, 753181), 7.0, 11.0]"
124,"[datetime.datetime(2022, 11, 28, 17, 31, 59, 900449), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 900449), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 900449), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 900449), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 900449), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 900449), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 900449), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 31, 59, 900449), 7.0, 11.0]"
125,"[datetime.datetime(2022, 11, 28, 17, 32, 1, 112093), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 112093), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 112093), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 112093), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 112093), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 112093), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 112093), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 1, 112093), 7.0, 11.0]"
126,"[datetime.datetime(2022, 11, 28, 17, 32, 2, 713697), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 2, 713697), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 2, 713697), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 2, 713697), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 2, 713697), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 2, 713697), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 2, 713697), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 2, 713697), 7.0, 11.0]"
127,"[datetime.datetime(2022, 11, 28, 17, 32, 3, 857114), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 857114), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 857114), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 857114), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 857114), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 857114), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 857114), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 3, 857114), 7.0, 11.0]"
128,"[datetime.datetime(2022, 11, 28, 17, 32, 5, 42568), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 42568), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 42568), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 42568), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 42568), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 42568), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 42568), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 5, 42568), 7.0, 11.0]"
129,"[datetime.datetime(2022, 11, 28, 17, 32, 6, 400817), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 400817), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 400817), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 400817), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 400817), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 400817), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 400817), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 6, 400817), 7.0, 11.0]"
130,"[datetime.datetime(2022, 11, 28, 17, 32, 7, 546203), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 7, 546203), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 7, 546203), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 7, 546203), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 7, 546203), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 7, 546203), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 7, 546203), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 7, 546203), 7.0, 11.0]"
131,"[datetime.datetime(2022, 11, 28, 17, 32, 8, 699319), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 699319), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 699319), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 699319), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 699319), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 699319), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 699319), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 8, 699319), 7.0, 11.0]"
132,"[datetime.datetime(2022, 11, 28, 17, 32, 9, 864764), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 864764), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 864764), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 864764), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 864764), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 864764), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 864764), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 9, 864764), 7.0, 11.0]"
133,"[datetime.datetime(2022, 11, 28, 17, 32, 11, 27849), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 27849), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 27849), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 27849), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 27849), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 27849), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 27849), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 11, 27849), 7.0, 11.0]"
134,"[datetime.datetime(2022, 11, 28, 17, 32, 12, 265089), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 265089), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 265089), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 265089), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 265089), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 265089), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 265089), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 12, 265089), 7.0, 11.0]"
135,"[datetime.datetime(2022, 11, 28, 17, 32, 13, 531728), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 13, 531728), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 13, 531728), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 13, 531728), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 13, 531728), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 13, 531728), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 13, 531728), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 13, 531728), 7.0, 11.0]"
136,"[datetime.datetime(2022, 11, 28, 17, 32, 14, 819749), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 819749), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 819749), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 819749), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 819749), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 819749), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 819749), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 14, 819749), 7.0, 11.0]"
137,"[datetime.datetime(2022, 11, 28, 17, 32, 16, 302958), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 302958), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 302958), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 302958), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 302958), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 302958), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 302958), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 16, 302958), 7.0, 11.0]"
138,"[datetime.datetime(2022, 11, 28, 17, 32, 17, 603905), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 17, 603905), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 17, 603905), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 17, 603905), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 17, 603905), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 17, 603905), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 17, 603905), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 17, 603905), 7.0, 11.0]"
139,"[datetime.datetime(2022, 11, 28, 17, 32, 19, 197073), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 19, 197073), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 19, 197073), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 19, 197073), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 19, 197073), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 19, 197073), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 19, 197073), 3.7, 5.2]","[datetime.datetime(2022, 11, 28, 17, 32, 19, 197073), 7.0, 11.0]"
140,"[datetime.datetime(2022, 11, 28, 17, 32, 21, 388444), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 388444), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 388444), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 388444), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 388444), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 388444), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 388444), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 21, 388444), 7.0, 11.0]"
141,"[datetime.datetime(2022, 11, 28, 17, 32, 22, 797005), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 22, 797005), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 22, 797005), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 22, 797005), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 22, 797005), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 22, 797005), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 22, 797005), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 22, 797005), 7.0, 11.0]"
142,"[datetime.datetime(2022, 11, 28, 17, 32, 24, 26308), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 26308), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 26308), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 26308), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 26308), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 26308), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 26308), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 24, 26308), 7.0, 11.0]"
143,"[datetime.datetime(2022, 11, 28, 17, 32, 25, 233685), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 233685), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 233685), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 233685), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 233685), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 233685), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 233685), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 25, 233685), 7.0, 11.0]"
144,"[datetime.datetime(2022, 11, 28, 17, 32, 26, 455413), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 26, 455413), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 26, 455413), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 26, 455413), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 26, 455413), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 26, 455413), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 26, 455413), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 26, 455413), 7.0, 11.0]"
145,"[datetime.datetime(2022, 11, 28, 17, 32, 27, 726748), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 726748), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 726748), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 726748), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 726748), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 726748), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 726748), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 27, 726748), 7.0, 11.0]"
146,"[datetime.datetime(2022, 11, 28, 17, 32, 28, 932009), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 932009), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 932009), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 932009), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 932009), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 932009), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 932009), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 28, 932009), 7.0, 11.0]"
147,"[datetime.datetime(2022, 11, 28, 17, 32, 30, 100062), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 100062), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 100062), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 100062), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 100062), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 100062), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 100062), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 30, 100062), 7.0, 11.0]"
148,"[datetime.datetime(2022, 11, 28, 17, 32, 31, 251809), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 251809), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 251809), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 251809), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 251809), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 251809), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 251809), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 31, 251809), 7.0, 11.0]"
149,"[datetime.datetime(2022, 11, 28, 17, 32, 32, 416723), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 32, 416723), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 32, 416723), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 32, 416723), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 32, 416723), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 32, 416723), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 32, 416723), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 32, 416723), 7.0, 11.0]"
150,"[datetime.datetime(2022, 11, 28, 17, 32, 33, 662455), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 662455), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 662455), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 662455), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 662455), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 662455), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 662455), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 33, 662455), 7.0, 11.0]"
151,"[datetime.datetime(2022, 11, 28, 17, 32, 34, 872900), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 872900), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 872900), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 872900), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 872900), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 872900), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 872900), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 34, 872900), 7.0, 11.0]"
152,"[datetime.datetime(2022, 11, 28, 17, 32, 36, 61661), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 61661), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 61661), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 61661), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 61661), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 61661), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 61661), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 36, 61661), 7.0, 11.0]"
153,"[datetime.datetime(2022, 11, 28, 17, 32, 37, 233991), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 37, 233991), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 37, 233991), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 37, 233991), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 37, 233991), 10.0, 16.5]","[datetime.datetime(2022, 11, 28, 17, 32, 37, 233991), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 37, 233991), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 37, 233991), 7.0, 11.0]"
154,"[datetime.datetime(2022, 11, 28, 17, 32, 38, 399487), 2.4, 2.48]","[datetime.datetime(2022, 11, 28, 17, 32, 38, 399487), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 38, 399487), 8.0, 19.0]","[datetime.datetime(2022, 11, 28, 17, 32, 38, 399487), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 38, 399487), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 38, 399487), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 38, 399487), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 38, 399487), 7.0, 11.0]"
155,"[datetime.datetime(2022, 11, 28, 17, 32, 39, 578388), 2.4, 2.64]","[datetime.datetime(2022, 11, 28, 17, 32, 39, 578388), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 39, 578388), 8.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 32, 39, 578388), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 39, 578388), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 39, 578388), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 39, 578388), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 39, 578388), 7.0, 11.0]"
156,"[datetime.datetime(2022, 11, 28, 17, 32, 40, 793596), 2.4, 2.64]","[datetime.datetime(2022, 11, 28, 17, 32, 40, 793596), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 40, 793596), 8.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 32, 40, 793596), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 40, 793596), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 40, 793596), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 40, 793596), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 40, 793596), 7.0, 11.0]"
157,"[datetime.datetime(2022, 11, 28, 17, 32, 42, 52221), 2.4, 2.64]","[datetime.datetime(2022, 11, 28, 17, 32, 42, 52221), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 42, 52221), 8.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 32, 42, 52221), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 42, 52221), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 42, 52221), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 42, 52221), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 42, 52221), 7.0, 11.0]"
158,"[datetime.datetime(2022, 11, 28, 17, 32, 43, 328856), 2.4, 2.64]","[datetime.datetime(2022, 11, 28, 17, 32, 43, 328856), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 43, 328856), 8.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 32, 43, 328856), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 43, 328856), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 43, 328856), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 43, 328856), 3.7, 5.1]","[datetime.datetime(2022, 11, 28, 17, 32, 43, 328856), 7.0, 11.0]"
159,"[datetime.datetime(2022, 11, 28, 17, 32, 44, 506335), 2.4, 2.62]","[datetime.datetime(2022, 11, 28, 17, 32, 44, 506335), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 44, 506335), 8.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 32, 44, 506335), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 44, 506335), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 44, 506335), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 44, 506335), 3.7, 5.0]","[datetime.datetime(2022, 11, 28, 17, 32, 44, 506335), 7.0, 11.0]"
160,"[datetime.datetime(2022, 11, 28, 17, 32, 45, 693578), 2.4, 2.6]","[datetime.datetime(2022, 11, 28, 17, 32, 45, 693578), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 45, 693578), 8.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 32, 45, 693578), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 45, 693578), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 45, 693578), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 45, 693578), 3.7, 5.0]","[datetime.datetime(2022, 11, 28, 17, 32, 45, 693578), 7.0, 11.0]"
161,"[datetime.datetime(2022, 11, 28, 17, 32, 46, 848935), 2.4, 2.6]","[datetime.datetime(2022, 11, 28, 17, 32, 46, 848935), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 17, 32, 46, 848935), 8.0, 18.0]","[datetime.datetime(2022, 11, 28, 17, 32, 46, 848935), 101.0, 650.0]","[datetime.datetime(2022, 11, 28, 17, 32, 46, 848935), 10.0, 17.0]","[datetime.datetime(2022, 11, 28, 17, 32, 46, 848935), 9.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 32, 46, 848935), 3.7, 5.0]","[datetime.datetime(2022, 11, 28, 17, 32, 46, 848935), 7.0, 11.0]"
