,Zea Jay,Riverdale Peggy,Aston Rozee,Gucci Giblet,Typhoon Missile,Blue Bale,My Mate Martha
10-01-2023 14:39:25.201497,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:26.545906,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:27.846163,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:29.168923,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:30.397201,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:31.735293,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.9)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:32.994197,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 11.45)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:34.265442,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 13.25)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:35.861146,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 14.705882352941178)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:37.229302,"(3.4, 6.4, 3.85)","(20.0, 170.0, 84.66666666666666)","(10.0, 20.0, 12.272727272727273)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:38.662769,"(3.4, 6.4, 3.85)","(20.0, 170.0, 58.0)","(10.0, 20.0, 12.272727272727273)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:40.017876,"(3.4, 6.4, 3.85)","(20.0, 170.0, 59.77777777777778)","(10.0, 20.0, 12.272727272727273)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 14.5625)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:41.309668,"(3.4, 6.4, 3.85)","(20.0, 170.0, 87.33333333333334)","(10.0, 20.0, 12.272727272727273)","(5.0, 9.4, 7.300000000000001)","(7.5, 15.0, 13.6)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:42.605277,"(3.4, 6.4, 3.85)","(20.0, 170.0, 87.33333333333334)","(10.0, 20.0, 12.727272727272727)","(5.0, 9.4, 6.6)","(7.5, 14.5, 14.61111111111111)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:43.865089,"(3.4, 6.4, 3.85)","(20.0, 170.0, 87.33333333333334)","(10.0, 20.0, 12.727272727272727)","(5.0, 9.4, 6.6)","(7.5, 15.0, 14.61111111111111)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:45.105304,"(3.4, 6.4, 3.85)","(20.0, 170.0, 87.33333333333334)","(10.0, 20.0, 12.727272727272727)","(5.0, 9.4, 6.74)","(7.5, 15.0, 14.61111111111111)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:46.416797,"(3.4, 6.4, 3.85)","(20.0, 170.0, 87.33333333333334)","(10.0, 20.0, 12.727272727272727)","(5.0, 9.4, 8.299999999999999)","(7.5, 15.0, 14.61111111111111)","(1.9, 2.36, 2.135)","(31.0, 110.0, 45.0)"
10-01-2023 14:39:47.766221,"(3.4, 6.2, 4.533333333333333)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.2, 8.35)","(7.5, 15.0, 14.61111111111111)","(1.9, 2.36, 2.135)","(31.0, 110.0, 55.714285714285715)"
10-01-2023 14:39:49.111678,"(3.4, 6.2, 5.0)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.2, 8.885714285714286)","(7.5, 15.0, 14.61111111111111)","(1.9, 2.36, 2.135)","(31.0, 110.0, 50.25)"
10-01-2023 14:39:50.746685,"(3.4, 7.6, 5.0)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.4, 8.885714285714286)","(7.5, 15.0, 14.61111111111111)","(1.9, 2.36, 2.135)","(31.0, 150.0, 50.25)"
10-01-2023 14:39:52.287675,"(3.4, 7.6, 5.0)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.4, 8.885714285714286)","(7.5, 15.0, 14.61111111111111)","(1.9, 2.36, 2.135)","(31.0, 150.0, 50.25)"
10-01-2023 14:39:53.612832,"(3.4, 7.6, 5.0)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.4, 8.885714285714286)","(7.5, 15.0, 14.61111111111111)","(1.9, 2.36, 2.135)","(31.0, 150.0, 50.25)"
10-01-2023 14:39:54.997411,"(3.4, 7.6, 5.0)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.4, 8.885714285714286)","(7.5, 15.0, 14.7)","(1.9, 2.36, 2.135)","(31.0, 150.0, 52.0)"
10-01-2023 14:39:56.316103,"(3.4, 7.6, 5.0)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.4, 8.885714285714286)","(7.5, 15.5, 15.2)","(1.9, 2.36, 2.135)","(31.0, 150.0, 52.0)"
10-01-2023 14:39:57.605223,"(3.4, 7.6, 5.0)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.4, 8.885714285714286)","(7.5, 16.0, 15.333333333333332)","(1.9, 2.36, 2.135)","(31.0, 150.0, 52.0)"
10-01-2023 14:39:58.829224,"(3.4, 7.6, 5.0)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.4, 8.885714285714286)","(7.5, 16.0, 15.125)","(1.9, 2.36, 2.135)","(31.0, 150.0, 52.0)"
10-01-2023 14:39:59.982116,"(3.4, 7.6, 5.0)","(20.0, 170.0, 87.33333333333334)","(10.0, 19.5, 13.875)","(5.0, 9.4, 8.885714285714286)","(7.5, 16.0, 13.7)","(1.9, 2.36, 2.135)","(31.0, 150.0, 52.0)"
10-01-2023 14:40:01.209809,"(3.4, 7.6, 5.0)","(20.0, 170.0, 84.15384615384616)","(10.0, 19.5, 13.875)","(5.0, 9.4, 8.885714285714286)","(7.5, 16.5, 14.75)","(1.9, 2.36, 2.135)","(31.0, 150.0, 52.0)"
10-01-2023 14:40:02.435196,"(3.4, 7.6, 4.48)","(20.0, 170.0, 95.60000000000001)","(10.0, 19.5, 14.333333333333334)","(5.0, 9.4, 9.266666666666667)","(7.5, 16.5, 14.75)","(1.9, 2.36, 2.135)","(31.0, 150.0, 70.0)"
10-01-2023 14:40:03.699811,"(3.4, 7.2, 4.866666666666667)","(20.0, 170.0, 95.60000000000001)","(10.0, 19.0, 14.333333333333334)","(5.0, 9.4, 9.266666666666667)","(7.5, 16.5, 14.75)","(1.9, 2.36, 2.135)","(31.0, 150.0, 54.0)"
10-01-2023 14:40:04.972683,"(3.4, 7.4, 5.550000000000001)","(20.0, 170.0, 60.2)","(10.0, 19.0, 14.333333333333334)","(5.0, 9.4, 9.266666666666667)","(7.5, 16.5, 14.75)","(1.9, 2.36, 2.135)","(31.0, 150.0, 91.0)"
10-01-2023 14:40:06.223990,"(3.4, 7.4, 4.7)","(20.0, 170.0, 60.2)","(10.0, 19.0, 13.105263157894736)","(5.0, 9.4, 9.266666666666667)","(7.5, 16.5, 14.75)","(1.9, 2.36, 2.0835714285714286)","(31.0, 140.0, 87.0)"
10-01-2023 14:40:07.506438,"(3.4, 7.4, 5.461538461538462)","(20.0, 170.0, 60.2)","(10.0, 19.0, 15.5)","(5.0, 9.4, 9.266666666666667)","(7.5, 16.5, 14.75)","(1.9, 2.36, 2.0835714285714286)","(31.0, 130.0, 95.6)"
10-01-2023 14:40:08.735224,"(3.4, 7.4, 5.033333333333333)","(20.0, 170.0, 60.2)","(10.0, 18.5, 15.5)","(5.0, 9.4, 9.266666666666667)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 130.0, 95.6)"
10-01-2023 14:40:09.994184,"(3.4, 7.4, 4.821052631578947)","(20.0, 170.0, 60.2)","(10.0, 18.0, 15.148148148148149)","(5.0, 9.4, 9.015789473684212)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 130.0, 108.5)"
10-01-2023 14:40:11.211451,"(3.4, 7.4, 4.333333333333334)","(20.0, 170.0, 96.8)","(10.0, 18.0, 14.791666666666666)","(5.0, 10.5, 9.015789473684212)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 130.0, 108.5)"
10-01-2023 14:40:12.385834,"(3.4, 7.4, 4.333333333333334)","(20.0, 170.0, 101.375)","(10.0, 18.0, 14.791666666666666)","(5.0, 10.5, 9.015789473684212)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 130.0, 116.0)"
10-01-2023 14:40:13.549408,"(3.4, 7.0, 6.2375)","(20.0, 170.0, 101.375)","(10.0, 18.0, 14.791666666666666)","(5.0, 10.5, 9.844444444444445)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 140.0, 116.0)"
10-01-2023 14:40:14.785751,"(3.4, 7.0, 5.257142857142857)","(20.0, 170.0, 92.85714285714286)","(10.0, 18.0, 14.791666666666666)","(5.0, 10.0, 8.4)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 140.0, 116.0)"
10-01-2023 14:40:16.077620,"(3.4, 7.0, 5.257142857142857)","(20.0, 170.0, 92.85714285714286)","(10.0, 18.0, 16.346153846153847)","(5.0, 10.0, 8.92)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 140.0, 116.0)"
10-01-2023 14:40:17.233553,"(3.4, 7.0, 5.78)","(20.0, 170.0, 92.85714285714286)","(10.0, 17.5, 16.346153846153847)","(5.0, 9.4, 8.92)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 140.0, 116.0)"
10-01-2023 14:40:18.322830,"(3.4, 7.0, 5.257142857142857)","(20.0, 170.0, 92.85714285714286)","(10.0, 17.5, 15.833333333333332)","(5.0, 9.4, 7.710204081632654)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 140.0, 116.0)"
10-01-2023 14:40:19.442423,"(3.4, 7.0, 5.257142857142857)","(20.0, 170.0, 92.85714285714286)","(10.0, 17.5, 14.423076923076923)","(5.0, 9.4, 7.710204081632654)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 140.0, 116.0)"
10-01-2023 14:40:20.639159,"(3.4, 6.8, 5.375)","(20.0, 170.0, 92.85714285714286)","(10.0, 17.5, 14.423076923076923)","(5.0, 9.2, 8.5625)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 140.0, 116.0)"
10-01-2023 14:40:21.936202,"(3.4, 6.6, 5.9375)","(20.0, 170.0, 92.85714285714286)","(10.0, 17.5, 14.423076923076923)","(5.0, 9.2, 7.764444444444444)","(7.5, 16.5, 14.75)","(1.9, 2.36, 1.982)","(31.0, 140.0, 116.0)"
10-01-2023 14:40:23.146862,"(3.4, 6.6, 5.9375)","(20.0, 170.0, 92.85714285714286)","(10.0, 17.5, 14.423076923076923)","(5.0, 9.2, 7.764444444444444)","(7.5, 16.5, 14.75)","(1.9, 2.36, 2.105)","(31.0, 140.0, 106.4)"
10-01-2023 14:40:24.349159,"(3.4, 6.6, 5.9375)","(20.0, 170.0, 92.85714285714286)","(10.0, 17.5, 14.5)","(5.0, 9.2, 7.764444444444444)","(7.5, 16.5, 14.75)","(1.9, 2.36, 2.0591304347826087)","(31.0, 140.0, 96.0)"
10-01-2023 14:40:25.583880,"(3.4, 6.6, 5.9375)","(20.0, 170.0, 86.92307692307692)","(10.0, 17.5, 14.5)","(5.0, 9.2, 7.764444444444444)","(7.5, 16.5, 16.0625)","(1.9, 2.32, 2.04)","(31.0, 120.0, 97.19999999999999)"
10-01-2023 14:40:26.839730,"(3.4, 6.6, 5.857142857142857)","(20.0, 170.0, 86.92307692307692)","(10.0, 17.5, 14.59090909090909)","(5.0, 9.2, 7.764444444444444)","(7.5, 16.5, 16.0625)","(1.9, 2.28, 2.04)","(31.0, 120.0, 84.0)"
10-01-2023 14:40:28.140446,"(3.4, 6.6, 5.3)","(20.0, 170.0, 92.85714285714286)","(10.0, 17.5, 15.25)","(5.0, 9.2, 7.764444444444444)","(7.5, 16.5, 17.67857142857143)","(1.9, 2.24, 2.086666666666667)","(31.0, 120.0, 87.5)"
10-01-2023 14:40:29.360376,"(3.4, 6.6, 5.3)","(20.0, 170.0, 92.85714285714286)","(10.0, 17.0, 15.25)","(5.0, 9.2, 7.764444444444444)","(7.5, 18.0, 17.75)","(1.9, 2.22, 2.06)","(31.0, 110.0, 100.0)"
10-01-2023 14:40:30.587419,"(3.4, 6.6, 5.3)","(20.0, 170.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.2, 7.764444444444444)","(7.5, 18.5, 17.75)","(1.9, 2.22, 2.06)","(31.0, 120.0, 96.66666666666666)"
10-01-2023 14:40:31.902868,"(3.4, 6.6, 5.3)","(20.0, 170.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.2, 7.764444444444444)","(7.5, 18.5, 17.636363636363637)","(1.9, 2.22, 2.032857142857143)","(31.0, 120.0, 87.5)"
10-01-2023 14:40:33.159896,"(3.4, 6.6, 5.3)","(20.0, 170.0, 145.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.2, 6.065)","(7.5, 18.0, 17.636363636363637)","(1.9, 2.2, 2.032)","(31.0, 120.0, 87.5)"
10-01-2023 14:40:34.351621,"(3.4, 6.6, 5.3)","(20.0, 160.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.2, 6.065)","(7.5, 18.0, 17.636363636363637)","(1.9, 2.2, 1.9666666666666666)","(31.0, 120.0, 100.0)"
10-01-2023 14:40:35.630790,"(3.4, 6.6, 5.3)","(20.0, 170.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.2, 6.065)","(7.5, 18.0, 17.636363636363637)","(1.9, 2.04, 1.98)","(31.0, 120.0, 113.33333333333334)"
10-01-2023 14:40:36.913048,"(3.4, 6.6, 5.3)","(20.0, 170.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.2, 7.45)","(7.5, 18.0, 18.545454545454547)","(1.9, 2.04, 1.98)","(31.0, 120.0, 102.5)"
10-01-2023 14:40:38.103713,"(3.4, 6.6, 5.3)","(20.0, 170.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.0, 17.928571428571427)","(1.9, 2.04, 1.99)","(31.0, 140.0, 110.83333333333334)"
10-01-2023 14:40:39.199745,"(3.4, 6.6, 5.3)","(20.0, 170.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.928571428571427)","(1.9, 2.2, 1.99)","(31.0, 140.0, 110.83333333333334)"
10-01-2023 14:40:40.357459,"(3.4, 6.6, 5.3)","(20.0, 170.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.928571428571427)","(1.9, 2.2, 1.99)","(31.0, 140.0, 102.3076923076923)"
10-01-2023 14:40:41.635723,"(3.4, 6.6, 5.3)","(20.0, 170.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.928571428571427)","(1.9, 2.2, 1.99)","(31.0, 140.0, 102.08333333333334)"
10-01-2023 14:40:42.873243,"(3.4, 6.6, 5.3)","(20.0, 170.0, 101.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.27777777777778)","(1.9, 2.2, 1.99)","(31.0, 140.0, 109.41176470588235)"
10-01-2023 14:40:44.383945,"(3.4, 6.6, 5.3)","(20.0, 170.0, 71.0)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.27777777777778)","(1.9, 2.2, 1.9573333333333334)","(31.0, 140.0, 109.41176470588235)"
10-01-2023 14:40:46.192489,"(3.4, 6.6, 5.3)","(20.0, 170.0, 93.84615384615384)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.27777777777778)","(1.9, 2.2, 1.948)","(31.0, 140.0, 103.07692307692307)"
10-01-2023 14:40:47.939375,"(3.4, 6.6, 5.3)","(20.0, 170.0, 99.28571428571428)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.27777777777778)","(1.9, 2.2, 1.948)","(31.0, 130.0, 105.0)"
10-01-2023 14:40:49.540760,"(3.4, 6.6, 5.3)","(20.0, 170.0, 99.28571428571428)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.27777777777778)","(1.9, 2.2, 1.946875)","(31.0, 130.0, 105.0)"
10-01-2023 14:40:50.827831,"(3.4, 6.6, 5.3)","(20.0, 170.0, 143.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.27777777777778)","(1.9, 2.2, 1.946875)","(31.0, 130.0, 105.0)"
10-01-2023 14:40:52.089780,"(3.4, 6.6, 5.3)","(20.0, 160.0, 143.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.27777777777778)","(1.9, 2.2, 1.946875)","(31.0, 130.0, 105.0)"
10-01-2023 14:40:53.334296,"(3.4, 6.6, 5.3)","(20.0, 160.0, 143.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.27777777777778)","(1.9, 2.2, 1.946875)","(31.0, 130.0, 105.0)"
10-01-2023 14:40:54.632782,"(3.4, 6.6, 5.3)","(20.0, 160.0, 143.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.27777777777778)","(1.9, 2.2, 1.946875)","(31.0, 130.0, 105.0)"
10-01-2023 14:40:55.864301,"(3.4, 6.6, 5.3)","(20.0, 160.0, 143.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 2.2, 1.9776470588235293)","(31.0, 130.0, 92.5)"
10-01-2023 14:40:57.183104,"(3.4, 6.6, 5.3)","(20.0, 160.0, 143.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 92.5)"
10-01-2023 14:40:58.385964,"(3.4, 6.6, 5.3)","(20.0, 160.0, 143.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 94.70588235294117)"
10-01-2023 14:40:59.548831,"(3.4, 6.6, 5.3)","(20.0, 160.0, 143.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 94.70588235294117)"
10-01-2023 14:41:00.753468,"(3.4, 6.6, 5.3)","(20.0, 160.0, 143.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 94.70588235294117)"
10-01-2023 14:41:02.061575,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 91.42857142857143)"
10-01-2023 14:41:03.382926,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 91.42857142857143)"
10-01-2023 14:41:04.649998,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 91.42857142857143)"
10-01-2023 14:41:05.927118,"(3.4, 6.6, 5.3)","(20.0, 160.0, 82.8125)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 91.42857142857143)"
10-01-2023 14:41:07.402742,"(3.4, 6.6, 5.3)","(20.0, 170.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 91.42857142857143)"
10-01-2023 14:41:08.802934,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 91.42857142857143)"
10-01-2023 14:41:10.306632,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 91.42857142857143)"
10-01-2023 14:41:11.579972,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 91.42857142857143)"
10-01-2023 14:41:12.879025,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.85)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 91.42857142857143)"
10-01-2023 14:41:14.157920,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 16.291666666666668)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 96.25)"
10-01-2023 14:41:15.376409,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 16.5, 18.27777777777778)","(1.9, 1.98, 1.9776470588235293)","(31.0, 130.0, 113.0)"
10-01-2023 14:41:16.563411,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 18.071428571428573)","(1.9, 1.98, 1.9776470588235293)","(31.0, 120.0, 113.0)"
10-01-2023 14:41:17.754270,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.0)","(1.9, 1.98, 1.9776470588235293)","(31.0, 120.0, 110.0)"
10-01-2023 14:41:19.003933,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 19.5, 17.416666666666668)","(1.9, 1.98, 1.9776470588235293)","(31.0, 120.0, 110.0)"
10-01-2023 14:41:20.196840,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 7.45)","(7.5, 18.0, 17.416666666666668)","(1.9, 1.98, 1.9725)","(31.0, 120.0, 110.0)"
10-01-2023 14:41:21.443749,"(3.4, 6.6, 5.3)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 8.5)","(7.5, 18.0, 17.416666666666668)","(1.9, 1.98, 1.977674418604651)","(31.0, 120.0, 110.0)"
10-01-2023 14:41:22.667608,"(3.4, 6.6, 5.885714285714285)","(20.0, 160.0, 136.25)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 8.5)","(7.5, 18.0, 17.416666666666668)","(1.9, 1.98, 1.977674418604651)","(31.0, 120.0, 110.0)"
10-01-2023 14:41:23.875793,"(3.4, 6.6, 5.885714285714285)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 9.0, 8.0)","(7.5, 18.0, 17.416666666666668)","(1.9, 1.98, 1.977674418604651)","(31.0, 120.0, 110.0)"
10-01-2023 14:41:25.102897,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 18.0, 17.416666666666668)","(1.9, 1.98, 1.977674418604651)","(31.0, 120.0, 110.0)"
10-01-2023 14:41:26.378083,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 18.0, 17.714285714285715)","(1.9, 1.98, 1.977674418604651)","(31.0, 120.0, 110.0)"
10-01-2023 14:41:27.634978,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 19.0, 17.714285714285715)","(1.9, 1.98, 1.977674418604651)","(31.0, 120.0, 110.0)"
10-01-2023 14:41:28.816480,"(3.4, 6.6, 5.35)","(20.0, 160.0, 128.33333333333334)","(10.0, 17.0, 14.307692307692308)","(5.0, 8.8, 6.736842105263158)","(7.5, 19.0, 17.714285714285715)","(1.9, 1.98, 1.9744444444444444)","(31.0, 120.0, 110.0)"
