,Perfect Nangar,Double Klatches,King Sumner,Magic Charm,Kulu Fly By,Haas,Midnight Diesel,Jimary Star
10-01-2023 17:52:30.640670,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 710.0, 642.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:31.928321,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 710.0, 577.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:33.008438,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 710.0, 577.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:34.096519,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 710.0, 577.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:35.246240,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 710.0, 577.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:36.347638,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 710.0, 7544.25)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:37.551934,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 99998, 7544.25)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:38.735564,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 99998, 7544.25)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:39.797504,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 99998, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:40.838693,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:41.912349,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:43.059445,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:44.239968,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:45.389260,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:46.532760,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:47.625505,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:48.722101,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:49.859386,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:51.027525,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:52.170253,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:53.307571,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:54.392762,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:55.637152,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 12.133333333333333)","(31.0, 220.0, 105.53846153846155)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:56.807451,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 13.11111111111111)","(31.0, 220.0, 87.14285714285714)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:57.926557,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 13.11111111111111)","(31.0, 220.0, 87.14285714285714)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:52:59.131956,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 13.11111111111111)","(31.0, 220.0, 87.14285714285714)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:00.234051,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 13.11111111111111)","(31.0, 220.0, 87.14285714285714)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:01.313959,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 13.11111111111111)","(31.0, 220.0, 87.14285714285714)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:02.375436,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 13.11111111111111)","(31.0, 220.0, 87.14285714285714)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:03.442395,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 13.11111111111111)","(31.0, 220.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:04.473611,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.081860465116279)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:05.802933,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.4, 2.0836363636363635)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:07.050784,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.32, 2.0836363636363635)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:08.165481,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.32, 2.0836363636363635)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:09.377618,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.32, 2.0836363636363635)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:10.663025,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.32, 2.0836363636363635)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:11.831729,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.32, 2.0836363636363635)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:13.102141,"(4.8, 9.6, 6.08235294117647)","(1.85, 2.32, 2.1366666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:14.286743,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:15.504059,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:16.712298,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:17.909290,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:19.148094,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:20.376360,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:21.616564,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:22.802465,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:23.979542,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:25.169160,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:26.392809,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:27.684113,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:28.865473,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:30.002391,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:31.159862,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:32.379458,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:33.493857,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:34.763683,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.1288888888888886)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:36.060926,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.263934426229508)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:37.344366,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:38.531930,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:39.617232,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:40.678628,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:41.863237,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:43.009424,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:44.119846,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:45.294821,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:46.589286,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 13.11111111111111)","(31.0, 270.0, 101.42857142857143)","(91.0, 610.0, 555.0)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 36.25)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:47.877721,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:49.146245,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:50.285776,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:51.458535,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:52.558422,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:53.740614,"(4.8, 9.4, 6.035294117647059)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:54.875881,"(4.8, 8.4, 6.7)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:55.941159,"(4.8, 8.4, 6.7)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:57.073755,"(4.8, 8.4, 6.7)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:58.205559,"(4.8, 8.4, 6.7)","(1.85, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.0, 11.0, 7.311764705882353)","(20.0, 60.0, 32.36363636363636)","(5.0, 9.2, 7.12962962962963)"
10-01-2023 17:53:59.298286,"(5.0, 8.4, 6.7)","(1.9, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.5, 11.0, 7.311764705882353)","(19.0, 60.0, 32.36363636363636)","(4.8, 9.2, 7.12962962962963)"
10-01-2023 17:54:00.505543,"(5.0, 8.4, 6.7)","(1.9, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.5, 11.0, 7.311764705882353)","(19.0, 60.0, 32.36363636363636)","(4.8, 9.2, 7.12962962962963)"
10-01-2023 17:54:01.627914,"(5.0, 8.4, 6.7)","(1.9, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.5, 11.0, 7.311764705882353)","(19.0, 60.0, 32.36363636363636)","(4.8, 9.2, 7.12962962962963)"
10-01-2023 17:54:02.894935,"(5.0, 9.0, 7.0)","(1.9, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.5, 11.0, 7.311764705882353)","(19.0, 60.0, 32.36363636363636)","(4.8, 9.2, 7.12962962962963)"
10-01-2023 17:54:04.088904,"(5.0, 9.0, 7.0)","(1.9, 2.3, 2.171666666666667)","(9.0, 18.0, 12.133333333333333)","(31.0, 270.0, 124.76923076923077)","(91.0, 610.0, 502.5)","(5.5, 11.0, 7.311764705882353)","(19.0, 60.0, 32.36363636363636)","(4.8, 9.2, 7.12962962962963)"
