,Fever Lee,Showtime Bobby,Illegal Tender,Isa Belle,Elusive Emma,Pipers Band,Ebby Von,Going To Town
10-01-2023 19:17:31.453049,"(6.5, 13.0, 12.745454545454546)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.923255813953489)","(7.0, 13.5, 10.274999999999999)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.442857142857143)","(8.0, 9.2, 8.266666666666666)"
10-01-2023 19:17:32.610406,"(6.5, 13.0, 12.745454545454546)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.923255813953489)","(7.0, 13.5, 10.274999999999999)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.442857142857143)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:33.641418,"(6.5, 13.0, 12.745454545454546)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.923255813953489)","(7.0, 13.5, 11.18)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.442857142857143)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:34.698101,"(6.5, 13.0, 12.745454545454546)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.923255813953489)","(7.0, 12.5, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.442857142857143)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:35.789698,"(6.5, 13.0, 12.745454545454546)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.923255813953489)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:37.014349,"(6.5, 13.0, 12.745454545454546)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:38.195251,"(6.5, 13.0, 12.745454545454546)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:39.372186,"(6.5, 13.0, 12.745454545454546)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:40.520618,"(6.5, 13.0, 12.745454545454546)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:41.557725,"(6.5, 13.0, 11.0)","(7.0, 8.6, 8.511111111111111)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:42.606897,"(6.5, 13.0, 12.24)","(7.0, 8.6, 8.530434782608696)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:43.711907,"(6.5, 13.0, 11.2)","(7.0, 8.6, 8.530434782608696)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:44.869662,"(6.5, 13.0, 11.56)","(7.0, 8.6, 8.530434782608696)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:45.954929,"(6.5, 13.0, 11.56)","(7.0, 8.6, 8.530434782608696)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:46.995742,"(6.5, 13.0, 11.64)","(7.0, 8.6, 8.530434782608696)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.472222222222222)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:48.060446,"(6.5, 13.0, 11.64)","(7.0, 8.6, 8.530434782608696)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.473684210526316)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:49.058991,"(6.5, 13.0, 12.085714285714285)","(7.0, 8.6, 8.466666666666667)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 11.05)","(3.2, 4.5, 4.473684210526316)","(8.0, 9.2, 9.015384615384615)"
10-01-2023 19:17:50.126358,"(6.5, 13.0, 12.085714285714285)","(7.0, 8.6, 8.466666666666667)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 10.366666666666667)","(3.2, 4.5, 4.366666666666666)","(8.0, 9.2, 8.514285714285714)"
10-01-2023 19:17:51.141452,"(6.5, 13.0, 12.25)","(7.0, 8.6, 8.3)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 10.366666666666667)","(3.2, 4.5, 4.366666666666666)","(8.0, 9.2, 8.514285714285714)"
10-01-2023 19:17:52.235731,"(6.5, 13.0, 12.25)","(7.0, 8.6, 8.3)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 10.366666666666667)","(3.2, 4.5, 4.366666666666666)","(8.0, 9.2, 8.6)"
10-01-2023 19:17:53.289301,"(6.5, 13.0, 12.25)","(7.0, 8.6, 8.3)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 12.933333333333334)","(3.2, 4.5, 4.366666666666666)","(8.0, 9.0, 8.545454545454545)"
10-01-2023 19:17:54.339210,"(6.5, 13.0, 12.25)","(7.0, 8.6, 8.3)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.8)","(7.0, 13.0, 11.48)","(6.5, 13.5, 10.233333333333333)","(3.2, 4.5, 4.366666666666666)","(8.0, 9.0, 8.545454545454545)"
10-01-2023 19:17:55.388339,"(6.5, 13.0, 12.25)","(7.0, 8.6, 7.9)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.988679245283019)","(7.0, 13.0, 11.48)","(6.5, 13.5, 9.825)","(3.2, 4.5, 4.366666666666666)","(8.0, 9.0, 8.26086956521739)"
10-01-2023 19:17:56.483786,"(6.5, 13.0, 12.428571428571429)","(7.0, 8.6, 8.466666666666667)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.98)","(7.0, 13.0, 11.48)","(6.5, 13.5, 10.233333333333333)","(3.2, 4.5, 4.366666666666666)","(8.0, 9.0, 8.26086956521739)"
10-01-2023 19:17:57.497379,"(6.5, 13.0, 12.428571428571429)","(7.0, 8.6, 8.0)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.98)","(7.0, 13.0, 11.48)","(6.5, 13.5, 10.233333333333333)","(3.2, 4.5, 4.45)","(8.0, 9.0, 8.26086956521739)"
10-01-2023 19:17:58.538514,"(6.5, 13.0, 12.428571428571429)","(7.0, 8.6, 8.493333333333332)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.98)","(7.0, 13.0, 11.48)","(6.5, 13.5, 10.233333333333333)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.26086956521739)"
10-01-2023 19:17:59.640243,"(6.5, 13.0, 12.777777777777779)","(7.0, 8.6, 8.333333333333332)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.9714285714285715)","(7.0, 13.0, 11.48)","(6.5, 13.5, 9.825)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.26086956521739)"
10-01-2023 19:18:00.765416,"(6.5, 13.0, 12.777777777777779)","(7.0, 8.6, 8.466666666666667)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.915384615384616)","(7.0, 13.0, 11.766666666666666)","(6.5, 13.5, 9.333333333333332)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.222222222222221)"
10-01-2023 19:18:01.896952,"(6.5, 13.0, 12.25)","(7.0, 8.4, 8.3125)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.911111111111111)","(7.0, 12.5, 12.104)","(6.5, 13.0, 9.9)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.275862068965518)"
10-01-2023 19:18:02.948051,"(6.5, 13.0, 12.71875)","(7.0, 8.4, 7.954545454545455)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.911111111111111)","(7.0, 12.5, 11.878260869565217)","(6.5, 12.5, 9.25)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.275862068965518)"
10-01-2023 19:18:03.934431,"(6.5, 13.0, 12.71875)","(7.0, 8.4, 7.875)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.911111111111111)","(7.0, 12.0, 11.481481481481481)","(6.5, 12.5, 11.32)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.275862068965518)"
10-01-2023 19:18:04.932709,"(6.5, 13.0, 12.71875)","(7.0, 8.4, 7.875)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.911111111111111)","(7.0, 12.0, 11.481481481481481)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.275862068965518)"
10-01-2023 19:18:05.991651,"(6.5, 13.0, 12.71875)","(7.0, 8.4, 7.875)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.911111111111111)","(7.0, 12.0, 11.481481481481481)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.222222222222221)"
10-01-2023 19:18:07.097531,"(6.5, 13.0, 12.71875)","(7.0, 8.2, 8.125)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.915384615384616)","(7.0, 12.0, 11.481481481481481)","(6.5, 12.0, 9.566666666666666)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.222222222222221)"
10-01-2023 19:18:08.168741,"(6.5, 13.0, 12.59090909090909)","(7.0, 8.2, 7.3428571428571425)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.915384615384616)","(7.0, 12.0, 11.481481481481481)","(6.5, 11.5, 9.8)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.222222222222221)"
10-01-2023 19:18:09.366872,"(6.5, 13.0, 12.71875)","(7.0, 8.0, 7.4)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.915384615384616)","(7.0, 12.0, 11.416666666666666)","(6.5, 11.0, 10.3)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.275862068965518)"
10-01-2023 19:18:10.398628,"(6.5, 13.0, 12.71875)","(7.0, 7.8, 7.4)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.915384615384616)","(7.0, 12.0, 11.416666666666666)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.433333333333334)","(8.0, 9.0, 8.275862068965518)"
10-01-2023 19:18:11.392206,"(6.5, 13.0, 10.600000000000001)","(7.0, 7.6, 7.5249999999999995)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.915384615384616)","(7.0, 12.0, 10.142857142857142)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.275862068965518)"
10-01-2023 19:18:12.421273,"(6.5, 12.5, 11.15)","(7.0, 7.6, 7.466666666666667)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.915384615384616)","(7.0, 12.0, 10.8)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.275862068965518)"
10-01-2023 19:18:13.519012,"(6.5, 12.5, 11.4875)","(7.0, 7.8, 7.509090909090909)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.915384615384616)","(7.0, 12.0, 10.971428571428572)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.275862068965518)"
10-01-2023 19:18:14.642479,"(6.5, 12.5, 11.9375)","(7.0, 7.8, 7.509090909090909)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.915384615384616)","(7.0, 12.0, 10.971428571428572)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.3)"
10-01-2023 19:18:15.719182,"(6.5, 12.5, 11.9375)","(7.0, 7.8, 7.4)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.904)","(7.0, 12.0, 10.971428571428572)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.3)"
10-01-2023 19:18:16.767200,"(6.5, 12.5, 11.9375)","(7.0, 7.8, 7.4)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.9)","(7.0, 12.0, 11.621052631578948)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.3)"
10-01-2023 19:18:17.789060,"(6.5, 12.5, 11.9375)","(7.0, 7.8, 7.057142857142857)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.904)","(7.0, 12.0, 11.621052631578948)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:18.835745,"(6.5, 12.5, 11.9375)","(7.0, 7.6, 7.2)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.904)","(7.0, 12.0, 11.621052631578948)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:19.885443,"(6.5, 12.5, 11.9375)","(7.0, 7.6, 7.2)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.904)","(7.0, 12.0, 11.621052631578948)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:20.949325,"(6.5, 12.0, 10.2)","(7.0, 7.6, 7.15)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.904)","(7.0, 12.0, 11.621052631578948)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:21.945568,"(6.5, 12.0, 10.727272727272727)","(7.0, 7.6, 7.15)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.904)","(7.0, 12.0, 11.621052631578948)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:22.982169,"(6.5, 12.0, 11.066666666666666)","(7.0, 7.6, 7.15)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.904)","(7.0, 12.0, 11.621052631578948)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:24.061587,"(6.5, 12.0, 10.727272727272727)","(7.0, 7.6, 7.3999999999999995)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.904)","(7.0, 12.0, 11.68695652173913)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:25.116227,"(6.5, 14.0, 12.0)","(7.0, 7.6, 7.066666666666666)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.863636363636363)","(7.0, 12.0, 11.621052631578948)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:26.195940,"(6.5, 13.5, 12.166666666666666)","(7.0, 7.6, 7.066666666666666)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.863636363636363)","(7.0, 12.0, 12.32)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:27.221320,"(6.5, 13.5, 12.214285714285714)","(7.0, 7.6, 7.066666666666666)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.863636363636363)","(7.0, 13.0, 12.32)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:28.244019,"(6.5, 13.5, 12.1)","(7.0, 7.4, 7.2)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.863636363636363)","(7.0, 13.0, 11.692307692307692)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:29.242304,"(6.5, 13.5, 12.1)","(7.0, 7.6, 7.063157894736842)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.863636363636363)","(7.0, 13.0, 11.692307692307692)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:30.364028,"(6.5, 13.5, 12.1)","(7.0, 7.6, 7.063157894736842)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.863636363636363)","(7.0, 13.0, 11.692307692307692)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:31.506516,"(6.5, 13.5, 12.1)","(7.0, 7.6, 7.063157894736842)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.863636363636363)","(7.0, 13.0, 11.692307692307692)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:32.648738,"(6.5, 13.5, 12.1)","(7.0, 7.6, 7.063157894736842)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.441025641025641)","(7.0, 13.0, 11.692307692307692)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:33.687964,"(6.5, 13.5, 12.0)","(7.0, 7.6, 7.445454545454545)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.2, 5.476190476190476)","(7.0, 13.0, 11.692307692307692)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:34.687657,"(6.5, 13.5, 12.0)","(7.0, 7.6, 7.458823529411765)","(13.0, 30.0, 28.46666666666667)","(4.8, 6.0, 5.4)","(7.0, 13.0, 11.692307692307692)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.310344827586206)"
10-01-2023 19:18:35.799013,"(6.5, 13.5, 11.884615384615385)","(7.0, 7.6, 7.458823529411765)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.9, 5.475)","(7.0, 13.0, 12.072727272727272)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 9.0, 8.342857142857143)"
10-01-2023 19:18:36.938149,"(6.5, 13.5, 11.884615384615385)","(7.0, 7.6, 7.458823529411765)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.283333333333333)","(7.0, 13.0, 12.072727272727272)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 8.8, 8.4)"
10-01-2023 19:18:38.062600,"(6.5, 13.5, 11.884615384615385)","(7.0, 7.6, 7.458823529411765)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.7, 5.016666666666667)","(7.0, 13.0, 11.692307692307692)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 8.8, 8.4)"
10-01-2023 19:18:39.193290,"(6.5, 13.5, 12.642857142857142)","(7.0, 7.6, 7.458823529411765)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.090909090909091)","(7.0, 13.0, 12.072727272727272)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 8.8, 8.248275862068965)"
10-01-2023 19:18:40.236274,"(6.5, 13.5, 12.75)","(7.0, 7.6, 7.085714285714285)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.1692307692307695)","(7.0, 13.0, 12.072727272727272)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 8.8, 8.206451612903226)"
10-01-2023 19:18:41.235908,"(6.5, 13.5, 12.75)","(7.0, 7.6, 7.276923076923077)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.2727272727272725)","(7.0, 13.0, 12.072727272727272)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 8.8, 8.142857142857142)"
10-01-2023 19:18:42.320877,"(6.5, 13.5, 12.75)","(7.0, 7.6, 7.276923076923077)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.327272727272727)","(7.0, 13.0, 10.929411764705883)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 8.8, 8.142857142857142)"
10-01-2023 19:18:43.390829,"(6.5, 13.5, 12.75)","(7.0, 7.6, 7.276923076923077)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.266666666666667)","(7.0, 13.0, 11.125)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 8.8, 8.23076923076923)"
10-01-2023 19:18:44.466828,"(6.5, 13.5, 12.75)","(7.0, 7.6, 7.276923076923077)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.266666666666667)","(7.0, 13.0, 12.318181818181818)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4)","(8.0, 8.6, 8.166666666666666)"
10-01-2023 19:18:45.584826,"(6.5, 13.5, 12.666666666666666)","(7.0, 7.6, 7.449999999999999)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.266666666666667)","(7.0, 13.0, 11.61111111111111)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.442857142857143)","(8.0, 8.6, 8.166666666666666)"
10-01-2023 19:18:46.542654,"(6.5, 13.5, 12.666666666666666)","(7.0, 7.6, 7.449999999999999)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.266666666666667)","(7.0, 13.0, 11.61111111111111)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.442857142857143)","(8.0, 8.6, 8.166666666666666)"
10-01-2023 19:18:47.528022,"(6.5, 13.5, 12.666666666666666)","(7.0, 7.6, 7.327272727272727)","(13.0, 30.0, 28.46666666666667)","(4.8, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.442857142857143)","(8.0, 8.6, 8.166666666666666)"
10-01-2023 19:18:48.682943,"(6.5, 13.5, 12.666666666666666)","(7.0, 7.6, 7.666666666666667)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.4714285714285715)","(8.0, 8.6, 8.166666666666666)"
10-01-2023 19:18:49.741873,"(6.5, 13.5, 12.666666666666666)","(7.0, 8.0, 7.5)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.484)","(8.0, 8.6, 8.136363636363637)"
10-01-2023 19:18:50.829587,"(6.5, 13.5, 12.666666666666666)","(7.0, 8.0, 7.781818181818181)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.484)","(8.0, 8.6, 8.136363636363637)"
10-01-2023 19:18:51.864165,"(6.5, 13.5, 12.666666666666666)","(7.0, 8.0, 7.8)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.484)","(8.0, 8.6, 8.136363636363637)"
10-01-2023 19:18:52.940132,"(6.5, 13.5, 12.666666666666666)","(7.0, 8.0, 7.8)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.484)","(8.0, 8.6, 8.136363636363637)"
10-01-2023 19:18:54.001340,"(6.5, 13.5, 12.666666666666666)","(7.0, 8.0, 7.733333333333333)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.484)","(8.0, 8.6, 8.136363636363637)"
10-01-2023 19:18:55.094771,"(6.5, 13.5, 12.666666666666666)","(7.0, 8.0, 7.733333333333333)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.477777777777778)","(8.0, 8.6, 8.136363636363637)"
10-01-2023 19:18:56.201692,"(6.5, 13.5, 12.666666666666666)","(7.0, 8.0, 7.733333333333333)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.477777777777778)","(8.0, 8.6, 8.136363636363637)"
10-01-2023 19:18:57.245799,"(6.5, 13.5, 12.666666666666666)","(7.0, 8.0, 7.333333333333334)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.477777777777778)","(8.0, 8.6, 8.136363636363637)"
10-01-2023 19:18:58.327032,"(6.5, 13.5, 12.666666666666666)","(7.0, 8.0, 7.466666666666667)","(13.0, 30.0, 28.46666666666667)","(5.0, 5.6, 5.266666666666667)","(7.0, 13.0, 12.305555555555555)","(6.5, 12.0, 9.166666666666666)","(3.2, 4.5, 4.477777777777778)","(8.0, 8.6, 8.136363636363637)"
