,Context,Play Fling,Wreck It Rio,Canya Bellatrix,Been Framed,Couch King,Esmay Nelly,Magic Spry
08-01-2023 17:59:21.292429,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 12.483333333333334)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:22.468797,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 12.483333333333334)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:23.670757,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 12.483333333333334)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:24.865892,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 12.483333333333334)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:26.094258,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 12.483333333333334)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:27.384374,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 12.483333333333334)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:28.639583,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:29.978006,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:31.298552,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:32.548186,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:33.722674,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:34.876968,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:35.970527,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:37.177753,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 11.233333333333333)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 17:59:38.355704,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 16.944444444444443)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:39.554490,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:40.775577,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:41.921728,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:43.108610,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:44.408216,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:45.643517,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:46.877628,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:48.053253,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:49.151094,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:50.184660,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:51.286151,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:52.378199,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.45)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:53.437302,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.45)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:54.530143,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.45)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:55.642502,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:56.753549,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:57.864567,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 17:59:58.933833,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:00.038312,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:01.273972,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:02.444855,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:03.554925,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:04.575004,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:05.667433,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:06.713603,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:07.869444,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:09.018977,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:10.095931,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:11.163310,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:12.247341,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:13.300203,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:14.409832,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.466666666666667)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:15.652663,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:16.724977,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:17.733073,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:18.842261,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:19.985561,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:21.076603,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:22.175730,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:23.307505,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:24.387897,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:25.458013,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:26.550556,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:27.778052,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:28.886601,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:30.060078,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:31.161245,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:32.407258,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:33.466065,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:34.533925,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:35.675281,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:36.887399,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.427272727272726)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:38.174282,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 12.542857142857143)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:39.430790,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:40.646895,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:41.921285,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:43.198211,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:44.440184,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:45.637204,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 109.0)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:46.712517,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 13.8)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:47.819072,"(5.0, 7.6, 6.8352941176470585)","(8.0, 15.0, 12.8)","(6.5, 12.0, 10.333333333333334)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:48.899755,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 15.5125)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:50.054756,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 15.5125)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:51.164067,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 15.5125)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 50.0)"
08-01-2023 18:00:52.214722,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 15.5125)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 18:00:53.250893,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 15.644444444444446)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
08-01-2023 18:00:54.351721,"(5.0, 7.6, 6.8352941176470585)","(8.0, 16.5, 15.644444444444446)","(6.5, 13.5, 11.333333333333332)","(10.0, 25.0, 15.9375)","(3.8, 5.2, 4.178448275862069)","(31.0, 190.0, 104.23529411764706)","(2.6, 3.4, 2.7653333333333334)","(21.0, 90.0, 43.45454545454545)"
