,Saint Kimetto,Tinker Crystal,Solar Lock,Zakai Bale,Back Pat,Aston Skipper,Zulu Ghost,Groomsman
09-01-2023 15:28:57.460986,"(3.5, 6.6, 4.308333333333334)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 16.0, 12.8)","(101.0, 730.0, 410.0)","(2.05, 2.4, 2.090909090909091)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:28:58.715217,"(3.5, 6.6, 5.225)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 16.0, 12.8)","(101.0, 730.0, 410.0)","(2.05, 2.4, 2.090909090909091)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:28:59.940305,"(3.5, 6.6, 5.225)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 16.0, 12.8)","(101.0, 730.0, 410.0)","(2.05, 2.4, 2.090909090909091)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:01.110651,"(3.5, 6.6, 5.225)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 16.0, 12.8)","(101.0, 730.0, 410.0)","(2.05, 2.4, 2.090909090909091)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:02.264290,"(3.5, 6.6, 5.225)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.4, 2.090909090909091)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:03.506705,"(3.5, 6.6, 5.225)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.4, 2.090909090909091)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:04.654191,"(3.5, 6.6, 5.225)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.4, 2.090909090909091)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:05.818318,"(3.5, 6.6, 5.225)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.4, 2.090909090909091)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:06.999294,"(3.5, 6.6, 5.225)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.4, 2.131111111111111)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:08.356061,"(3.5, 6.6, 5.771875)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.38, 2.0885714285714285)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:09.692503,"(3.5, 6.6, 5.81875)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.36, 2.0885714285714285)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:11.014247,"(3.5, 6.6, 5.81875)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.36, 2.0885714285714285)","(11.0, 25.0, 16.0)","(8.5, 16.0, 12.4)"
09-01-2023 15:29:12.517504,"(3.5, 6.6, 5.266666666666667)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.36, 2.0885714285714285)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:14.010910,"(3.5, 6.6, 5.266666666666667)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.36, 2.0885714285714285)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:15.279352,"(3.5, 6.6, 5.266666666666667)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.36, 2.0885714285714285)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:16.611998,"(3.5, 6.6, 5.266666666666667)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.36, 2.0885714285714285)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:17.876299,"(3.5, 6.6, 5.266666666666667)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.36, 2.0885714285714285)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:19.162945,"(3.5, 6.6, 5.266666666666667)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.36, 2.078666666666667)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:20.404548,"(3.5, 6.6, 5.266666666666667)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.34, 2.078666666666667)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:21.574477,"(3.5, 6.6, 5.266666666666667)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.34, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:22.803872,"(3.5, 6.6, 4.683333333333334)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:24.071594,"(3.5, 6.6, 4.683333333333334)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 13.381818181818183)"
09-01-2023 15:29:25.432055,"(3.5, 6.6, 5.88125)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:26.796173,"(3.5, 6.6, 5.88125)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:28.252407,"(3.5, 6.6, 5.377777777777778)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:29.653678,"(3.5, 6.6, 5.377777777777778)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:31.109819,"(3.5, 6.6, 5.377777777777778)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:32.296515,"(3.5, 6.6, 5.377777777777778)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:33.543117,"(3.5, 6.6, 5.377777777777778)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:34.813109,"(3.5, 6.6, 5.573333333333333)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:36.046815,"(3.5, 6.6, 4.7625)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 621.6666666666666)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:37.330425,"(3.5, 6.6, 4.7625)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:38.596816,"(3.5, 6.6, 4.85)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.72)"
09-01-2023 15:29:39.801251,"(3.5, 6.6, 4.85)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.5)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.600000000000001)"
09-01-2023 15:29:41.065090,"(3.5, 6.6, 4.85)","(8.5, 21.0, 17.5)","(10.0, 26.0, 13.666666666666666)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.1)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.600000000000001)"
09-01-2023 15:29:42.292774,"(3.5, 6.6, 4.85)","(8.5, 21.0, 17.5)","(10.0, 27.0, 13.666666666666666)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.32, 2.0808695652173914)","(11.0, 25.0, 16.0)","(8.5, 16.0, 10.600000000000001)"
09-01-2023 15:29:43.467289,"(3.5, 6.6, 4.85)","(8.5, 21.0, 17.5)","(10.0, 27.0, 12.6)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.3, 2.108888888888889)","(11.0, 25.0, 19.0)","(8.5, 16.0, 11.9)"
09-01-2023 15:29:44.684714,"(3.5, 6.6, 4.85)","(8.5, 21.0, 17.5)","(10.0, 27.0, 16.0)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.28, 2.108888888888889)","(11.0, 25.0, 19.0)","(8.5, 15.0, 11.685714285714285)"
09-01-2023 15:29:45.863210,"(3.5, 6.6, 4.85)","(8.5, 21.0, 17.5)","(10.0, 26.0, 16.0)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.28, 2.108888888888889)","(11.0, 25.0, 19.0)","(8.5, 15.0, 11.685714285714285)"
09-01-2023 15:29:47.141918,"(3.5, 6.6, 4.85)","(8.5, 21.0, 17.5)","(10.0, 26.0, 16.0)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.28, 2.108888888888889)","(11.0, 25.0, 19.0)","(8.5, 15.0, 11.444444444444445)"
09-01-2023 15:29:48.362349,"(3.5, 6.6, 4.85)","(8.5, 21.0, 17.5)","(10.0, 26.0, 14.75)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.28, 2.108888888888889)","(11.0, 25.0, 19.0)","(8.5, 15.0, 11.555555555555555)"
09-01-2023 15:29:49.558828,"(3.5, 6.2, 4.742857142857143)","(8.5, 21.0, 17.5)","(10.0, 26.0, 14.75)","(10.0, 19.5, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.28, 2.0966666666666667)","(11.0, 25.0, 14.166666666666666)","(8.5, 15.0, 10.649999999999999)"
09-01-2023 15:29:50.789777,"(3.5, 6.2, 5.6)","(8.5, 20.0, 17.0)","(10.0, 26.0, 12.875)","(10.0, 19.0, 15.5)","(101.0, 730.0, 407.5)","(2.05, 2.28, 2.0966666666666667)","(11.0, 27.0, 14.166666666666666)","(8.5, 15.0, 13.233333333333334)"
09-01-2023 15:29:51.978175,"(3.5, 6.2, 5.694736842105263)","(8.5, 20.0, 17.0)","(10.0, 26.0, 12.875)","(10.0, 19.0, 15.5)","(101.0, 730.0, 665.0)","(2.05, 2.28, 2.0966666666666667)","(11.0, 27.0, 14.166666666666666)","(8.5, 14.5, 12.44)"
09-01-2023 15:29:53.122228,"(3.5, 6.2, 5.694736842105263)","(8.5, 20.0, 17.0)","(10.0, 26.0, 12.875)","(10.0, 19.0, 15.5)","(101.0, 730.0, 407.5)","(2.05, 2.28, 2.1183333333333336)","(11.0, 27.0, 15.333333333333334)","(8.5, 14.0, 10.509090909090908)"
09-01-2023 15:29:54.209815,"(3.5, 6.2, 5.782608695652174)","(8.5, 20.0, 17.0)","(10.0, 26.0, 12.875)","(10.0, 19.0, 15.5)","(101.0, 730.0, 407.5)","(2.05, 2.2, 2.1183333333333336)","(11.0, 27.0, 20.75)","(8.5, 14.0, 10.55)"
09-01-2023 15:29:55.286850,"(3.5, 6.2, 5.782608695652174)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 407.5)","(2.05, 2.2, 2.1183333333333336)","(11.0, 27.0, 15.75)","(8.5, 14.0, 10.676923076923076)"
09-01-2023 15:29:56.421773,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 407.5)","(2.05, 2.2, 2.1183333333333336)","(11.0, 27.0, 15.75)","(8.5, 14.0, 10.676923076923076)"
09-01-2023 15:29:57.530904,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 407.5)","(2.05, 2.2, 2.1183333333333336)","(11.0, 27.0, 15.75)","(8.5, 14.0, 10.953846153846154)"
09-01-2023 15:29:58.682448,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 407.5)","(2.05, 2.2, 2.1183333333333336)","(11.0, 27.0, 15.75)","(8.5, 14.0, 10.953846153846154)"
09-01-2023 15:29:59.850222,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 665.0)","(2.05, 2.2, 2.1183333333333336)","(11.0, 27.0, 15.75)","(8.5, 14.0, 12.2)"
09-01-2023 15:30:00.929224,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.2, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 13.5, 10.9)"
09-01-2023 15:30:02.045584,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 13.5, 10.9)"
09-01-2023 15:30:03.131107,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 13.5, 10.892307692307693)"
09-01-2023 15:30:04.208271,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 12.0, 9.882352941176471)"
09-01-2023 15:30:05.316414,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 12.0, 9.882352941176471)"
09-01-2023 15:30:06.437547,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 12.0, 9.882352941176471)"
09-01-2023 15:30:07.587230,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 12.0, 9.882352941176471)"
09-01-2023 15:30:08.724896,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:09.886954,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:11.021536,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 26.0, 14.75)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.75)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:12.145754,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 20.75)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:13.202918,"(3.5, 6.2, 4.914285714285715)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:14.226795,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.5)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:15.348259,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.5)","(101.0, 730.0, 665.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:16.488127,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:17.681741,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:18.852775,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:20.045403,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:21.210421,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:22.358715,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:23.486306,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:24.652688,"(3.5, 6.0, 5.591666666666667)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:25.697536,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:26.833060,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 10.92)"
09-01-2023 15:30:27.995465,"(3.5, 6.0, 4.8625)","(8.5, 20.0, 17.0)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 12.0, 9.736363636363636)"
09-01-2023 15:30:29.121351,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.736363636363636)"
09-01-2023 15:30:30.326400,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.736363636363636)"
09-01-2023 15:30:31.526757,"(3.5, 6.0, 5.591666666666667)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.736363636363636)"
09-01-2023 15:30:32.727493,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.736363636363636)"
09-01-2023 15:30:33.886203,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.736363636363636)"
09-01-2023 15:30:35.085537,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.736363636363636)"
09-01-2023 15:30:36.283789,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.3)"
09-01-2023 15:30:37.395017,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.3)"
09-01-2023 15:30:38.463510,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.3)"
09-01-2023 15:30:39.527841,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.3)"
09-01-2023 15:30:40.639410,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 15.333333333333334)","(8.5, 10.5, 9.3)"
09-01-2023 15:30:41.737290,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 15.75)","(101.0, 730.0, 410.0)","(2.05, 2.18, 2.082222222222222)","(11.0, 27.0, 19.5)","(8.5, 10.5, 9.3)"
09-01-2023 15:30:42.919114,"(3.5, 6.0, 4.8625)","(8.5, 21.0, 17.5)","(10.0, 21.0, 12.666666666666666)","(10.0, 19.0, 18.2)","(101.0, 730.0, 407.5)","(2.05, 2.18, 2.082222222222222)","(11.0, 26.0, 19.5)","(8.5, 10.5, 9.3)"
