,Urban Girl,Smokey Chet,Ivy Pearl,Boom Boom Harley,Spring Release,Petite Swagger,Energetic Cloud,Absolute Desire
07-01-2023 18:43:37.086360,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.652)","(15.0, 29.0, 28.42105263157895)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:38.145029,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.652)","(15.0, 29.0, 28.42105263157895)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:39.214681,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6535483870967742)","(15.0, 29.0, 23.75)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:40.231529,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6535483870967742)","(15.0, 29.0, 23.75)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:41.278533,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6535483870967742)","(15.0, 29.0, 23.75)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:42.344360,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6535483870967742)","(15.0, 29.0, 23.75)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:43.379342,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6535483870967742)","(15.0, 29.0, 23.75)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.2)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:44.365678,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.64, 1.6307633587786259)","(15.0, 29.0, 27.25)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 32.0, 31.714285714285715)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:45.438158,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6883333333333332)","(15.0, 29.0, 27.75)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 36.0, 33.0)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:46.555266,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6917647058823528)","(15.0, 29.0, 27.75)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 33.0)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:47.957768,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.66)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:49.043015,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.66)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.285714285714285)"
07-01-2023 18:43:50.181510,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.66)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:43:51.311838,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.66)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:43:52.414294,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6976136363636363)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:43:53.491122,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6976136363636363)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:43:54.676322,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6960377358490566)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:43:55.852374,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6861538461538461)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:43:57.016614,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6861538461538461)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:43:58.095346,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6861538461538461)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:43:59.224322,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6861538461538461)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:00.198443,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6861538461538461)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:01.267506,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6861538461538461)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:02.297865,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6861538461538461)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:03.369189,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6861538461538461)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:04.440113,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6861538461538461)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:05.619894,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.682)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:06.717163,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.682)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:08.030722,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6742857142857142)","(15.0, 29.0, 28.333333333333332)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:09.169744,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6742857142857142)","(15.0, 29.0, 26.625)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:10.214080,"(14.0, 34.0, 32.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6742857142857142)","(15.0, 29.0, 26.625)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:11.299987,"(14.0, 34.0, 31.5)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6742857142857142)","(15.0, 29.0, 27.2)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:12.473805,"(14.0, 34.0, 33.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6742857142857142)","(15.0, 29.0, 27.2)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:13.589819,"(14.0, 34.0, 33.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6742857142857142)","(15.0, 29.0, 25.294117647058822)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:14.715823,"(14.0, 34.0, 33.0)","(7.0, 9.2, 8.85)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:15.936729,"(14.0, 34.0, 33.0)","(7.0, 9.2, 8.325)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 26.19047619047619)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:16.989614,"(14.0, 34.0, 33.285714285714285)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 26.363636363636363)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:18.011548,"(14.0, 34.0, 33.285714285714285)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 26.363636363636363)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:19.071672,"(14.0, 34.0, 33.285714285714285)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 26.363636363636363)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:20.060485,"(14.0, 34.0, 33.285714285714285)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 26.363636363636363)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:21.163571,"(14.0, 34.0, 33.285714285714285)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 26.363636363636363)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:22.403346,"(14.0, 34.0, 33.285714285714285)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 25.555555555555557)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:23.547247,"(14.0, 34.0, 33.285714285714285)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 25.555555555555557)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:24.775482,"(14.0, 34.0, 33.285714285714285)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 25.555555555555557)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:25.777339,"(14.0, 34.0, 33.285714285714285)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 25.555555555555557)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.454545454545453)"
07-01-2023 18:44:26.891559,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 18.5)"
07-01-2023 18:44:28.059269,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6742857142857142)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.0)"
07-01-2023 18:44:29.170910,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6618181818181816)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:30.205531,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6618181818181816)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:31.256548,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6618181818181816)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:32.374253,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6618181818181816)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:33.493394,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.266666666666666)","(1.65, 1.7, 1.6618181818181816)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:34.578464,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.6618181818181816)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:35.712708,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.6618181818181816)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:36.821013,"(14.0, 34.0, 32.666666666666664)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.6618181818181816)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:38.044331,"(14.0, 40.0, 36.666666666666664)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.6618181818181816)","(15.0, 30.0, 26.294117647058822)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:39.125773,"(14.0, 46.0, 37.111111111111114)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 26.294117647058822)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:40.196312,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 26.294117647058822)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:41.391110,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 25.285714285714285)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:42.513778,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 25.285714285714285)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:43.620453,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 25.285714285714285)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:44.748271,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 25.285714285714285)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:45.921869,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 25.285714285714285)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:47.089126,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 26.0)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:48.293004,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:49.476231,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:50.568312,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:51.669749,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.665)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:52.850166,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.65)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:54.011853,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.69, 1.685)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:55.179748,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.685)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.0)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:56.366340,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.123076923076923)","(1.65, 1.7, 1.685)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.923076923076923)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:57.500918,"(14.0, 44.0, 38.0)","(7.0, 9.2, 8.2)","(1.65, 1.7, 1.685)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.923076923076923)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:58.669633,"(14.0, 44.0, 38.0)","(7.0, 8.6, 8.2)","(1.65, 1.7, 1.685)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.923076923076923)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:44:59.822910,"(14.0, 44.0, 38.0)","(7.0, 8.6, 8.2)","(1.65, 1.7, 1.685)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.923076923076923)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:45:01.001076,"(14.0, 44.0, 38.0)","(7.0, 8.6, 8.2)","(1.65, 1.7, 1.685)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 34.666666666666664)","(16.0, 34.0, 30.923076923076923)","(12.0, 23.0, 19.210526315789473)"
07-01-2023 18:45:02.137429,"(14.0, 44.0, 38.0)","(7.0, 8.6, 8.2)","(1.65, 1.7, 1.685)","(15.0, 30.0, 25.6)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 36.4)","(16.0, 34.0, 31.058823529411764)","(12.0, 23.0, 18.75)"
07-01-2023 18:45:03.280323,"(14.0, 42.0, 34.5)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.6894117647058824)","(15.0, 28.0, 25.857142857142858)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 23.0, 18.75)"
07-01-2023 18:45:04.353000,"(14.0, 42.0, 34.5)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.69)","(15.0, 29.0, 28.3)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 23.0, 20.5)"
07-01-2023 18:45:05.587269,"(14.0, 42.0, 33.111111111111114)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.6836363636363636)","(15.0, 29.0, 28.3)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 20.5)"
07-01-2023 18:45:06.833245,"(15.0, 42.0, 34.5)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.67)","(15.0, 29.0, 26.2)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 19.153846153846153)"
07-01-2023 18:45:07.905318,"(15.0, 42.0, 33.111111111111114)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.67)","(15.0, 29.0, 26.2)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 19.153846153846153)"
07-01-2023 18:45:09.026481,"(15.0, 46.0, 33.4)","(7.0, 8.6, 8.135714285714286)","(1.65, 1.7, 1.67)","(15.0, 29.0, 25.5)","(4.2, 10.5, 9.955555555555556)","(21.0, 46.0, 37.529411764705884)","(16.0, 34.0, 31.5)","(12.0, 21.0, 18.555555555555557)"
