,Zounile,Thunder Fox,Gotcha Boy,Nicator,Lady Lucilla,Koobah Squeakett,Order Of Merit,Spirit Of Pluto,Circus Bound,Jade,Sausage Sizzle,Distinctive Glory,Auctioneersbid
12-01-2023 16:10:24.232419,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.789416342412451)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 30.22222222222222)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:25.634007,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.789416342412451)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 30.22222222222222)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:27.185406,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.789416342412451)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 30.22222222222222)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:28.724348,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.789416342412451)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 29.875)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:30.276132,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 31.0)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:31.975922,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 31.0)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:33.576071,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 31.0)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:35.027858,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 31.0)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:36.509086,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 31.0)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:37.911794,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.0875)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:39.470151,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:40.956386,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:42.439011,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:43.924453,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:45.445956,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:47.096838,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 15.0)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:48.719657,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:50.238503,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.785238095238095)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:51.806601,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8039840637450197)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:53.343152,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.806299212598425)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:54.817600,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.806299212598425)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:56.322561,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.806299212598425)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:57.861712,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:10:59.352415,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:00.880516,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:02.408517,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:03.913906,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:05.391837,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:06.847267,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:08.295980,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:09.896263,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 8.942857142857143)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:11.458122,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:12.972363,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.2)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:14.500459,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.806299212598425)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.6, 9.200000000000001)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:16.080234,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.806299212598425)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:17.697462,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.806299212598425)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:19.223120,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.806299212598425)","(7.0, 9.2, 9.018181818181818)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 9.556521739130435)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:20.712266,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.0)","(2.6, 3.0, 2.8085603112840465)","(7.0, 9.2, 9.088888888888889)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 9.36923076923077)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:22.180722,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 23.09090909090909)","(2.6, 3.0, 2.8235856573705176)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 9.36923076923077)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:23.863760,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 23.09090909090909)","(2.6, 3.0, 2.8235856573705176)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 9.36923076923077)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 27.4)","(14.0, 27.0, 25.42857142857143)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:25.476506,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 34.0, 26.700000000000003)","(2.6, 3.0, 2.8235856573705176)","(7.0, 9.2, 9.088888888888889)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:27.189949,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 28.1)","(2.6, 3.0, 2.8235856573705176)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:28.752034,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 32.0, 28.1)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:30.437431,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 32.0, 28.1)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:32.122905,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 32.0, 28.1)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:33.900206,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 32.0, 28.1)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:35.580317,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 32.0, 28.1)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 92.85714285714286)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:37.222062,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 32.0, 27.555555555555557)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:38.859907,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:40.683145,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:42.472460,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:44.477511,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
12-01-2023 16:11:46.187098,"(8.5, 11.0, 9.68)","(19.0, 95.0, 30.25)","(17.0, 30.0, 27.555555555555557)","(2.6, 3.0, 2.8256692913385826)","(7.0, 9.2, 9.057142857142857)","(26.0, 120.0, 101.0)","(7.5, 9.4, 9.200000000000001)","(7.0, 9.8, 8.811764705882354)","(101.0, 220.0, 182.85714285714286)","(17.0, 34.0, 22.1)","(14.0, 27.0, 23.333333333333336)","(12.0, 20.0, 19.11764705882353)","(101.0, 220.0, 185.71428571428572)"
