,Sweet Hummer,Blue Cod,Miss Fischer,Sweet Silver,Boudicca,Thrilling Vespa
11-01-2023 12:36:39.190413,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.8, 5.6375)"
11-01-2023 12:36:40.531856,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.8, 5.512499999999999)"
11-01-2023 12:36:41.991813,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:43.343187,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:44.576226,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:46.790294,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:48.208789,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:49.483988,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:50.602329,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:51.696211,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:52.750895,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:53.926097,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:55.167435,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:56.307769,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:57.513847,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:58.585886,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.898823529411765)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:36:59.708259,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.88)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:37:00.788727,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.1, 3.83)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:37:01.968957,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.512499999999999)"
11-01-2023 12:37:03.102306,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 4.605)"
11-01-2023 12:37:04.334010,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 68.9090909090909)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 4.605)"
11-01-2023 12:37:05.402246,"(2.35, 2.98, 2.670909090909091)","(16.0, 100.0, 71.5)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.76875)"
11-01-2023 12:37:06.503926,"(2.35, 2.98, 2.670909090909091)","(16.0, 90.0, 64.83333333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 3.83)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 5.802)"
11-01-2023 12:37:07.569662,"(2.35, 2.98, 2.670909090909091)","(16.0, 90.0, 64.83333333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 4.766)","(11.0, 25.0, 23.188235294117646)","(3.7, 6.6, 4.7727272727272725)"
11-01-2023 12:37:08.567542,"(2.35, 2.98, 2.670909090909091)","(16.0, 90.0, 64.83333333333334)","(20.0, 190.0, 80.71428571428571)","(2.6, 5.0, 4.766)","(11.0, 25.0, 23.188235294117646)","(3.7, 5.0, 4.7727272727272725)"
11-01-2023 12:37:09.647888,"(2.35, 2.98, 2.670909090909091)","(16.0, 90.0, 64.83333333333334)","(20.0, 190.0, 137.55172413793105)","(2.6, 5.0, 4.425)","(11.0, 25.0, 17.4)","(3.7, 5.0, 4.7727272727272725)"
11-01-2023 12:37:11.080866,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 39.61538461538461)","(20.0, 190.0, 73.6923076923077)","(2.6, 5.0, 4.425)","(11.0, 25.0, 17.75)","(3.7, 5.0, 4.7727272727272725)"
11-01-2023 12:37:12.281355,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 39.61538461538461)","(20.0, 190.0, 53.36363636363636)","(2.6, 5.0, 4.425)","(11.0, 25.0, 15.0)","(3.7, 5.0, 4.7727272727272725)"
11-01-2023 12:37:13.412418,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 39.61538461538461)","(20.0, 190.0, 53.36363636363636)","(2.6, 5.0, 3.2750000000000004)","(11.0, 25.0, 15.0)","(3.7, 5.0, 4.7727272727272725)"
11-01-2023 12:37:14.509595,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 49.71875)","(20.0, 190.0, 53.36363636363636)","(2.6, 5.0, 3.2750000000000004)","(11.0, 25.0, 15.0)","(3.7, 5.0, 4.7727272727272725)"
11-01-2023 12:37:15.632846,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 49.71875)","(20.0, 190.0, 53.36363636363636)","(2.6, 5.0, 3.2750000000000004)","(11.0, 25.0, 15.0)","(3.7, 5.0, 4.7727272727272725)"
11-01-2023 12:37:16.632712,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 49.71875)","(21.0, 190.0, 53.36363636363636)","(2.6, 5.0, 3.2750000000000004)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:17.706828,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 50.0)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.305)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:18.793101,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 35.375)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.305)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:19.921349,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 35.375)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.407692307692308)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:20.933516,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 29.545454545454547)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.2750000000000004)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:22.061432,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 23.0)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.2750000000000004)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:23.204926,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.632)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:24.176886,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.305)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:25.191204,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.305)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:26.381257,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.305)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:27.460226,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.2750000000000004)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:28.553725,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.2750000000000004)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:29.705247,"(2.35, 2.96, 2.6646153846153844)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.632)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:30.938290,"(2.35, 2.96, 2.651851851851852)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.632)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:32.102282,"(2.35, 2.96, 2.651851851851852)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.632)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:33.288194,"(2.35, 2.96, 2.662857142857143)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.632)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:34.400581,"(2.35, 2.96, 2.662857142857143)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.632)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:35.390620,"(2.35, 2.96, 2.662857142857143)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.632)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.7727272727272725)"
11-01-2023 12:37:36.496285,"(2.35, 2.96, 2.662857142857143)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 4.674285714285714)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.782608695652174)"
11-01-2023 12:37:37.632996,"(2.35, 2.96, 2.7533333333333334)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 4.674285714285714)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.2)"
11-01-2023 12:37:38.542074,"(2.35, 2.94, 2.46)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 4.674285714285714)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.2)"
11-01-2023 12:37:39.550432,"(2.35, 2.9, 2.717142857142857)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 4.674285714285714)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.2)"
11-01-2023 12:37:40.661000,"(2.35, 2.9, 2.7096)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 4.674285714285714)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.04)"
11-01-2023 12:37:41.544371,"(2.35, 2.88, 2.8641176470588237)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 4.674285714285714)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.04)"
11-01-2023 12:37:42.598935,"(2.35, 2.9, 2.5266666666666664)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 3.632)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:43.846361,"(2.35, 2.88, 2.3717647058823528)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 5.0, 4.355)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:45.037316,"(2.35, 2.88, 2.3717647058823528)","(16.0, 95.0, 52.64705882352941)","(21.0, 190.0, 75.07692307692308)","(2.6, 4.9, 4.355)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:46.449965,"(2.35, 2.88, 2.3717647058823528)","(16.0, 95.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:47.890029,"(2.35, 2.88, 2.37375)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:49.332808,"(2.35, 2.86, 2.3725)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:50.879956,"(2.35, 2.86, 2.6073684210526316)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:52.181036,"(2.35, 2.86, 2.6073684210526316)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:53.352881,"(2.35, 2.86, 2.6073684210526316)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 25.0, 15.0)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:54.658551,"(2.35, 2.86, 2.6073684210526316)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:55.980519,"(2.35, 2.86, 2.401176470588235)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:57.110603,"(2.35, 2.84, 2.3988235294117644)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:58.231360,"(2.35, 2.84, 2.395555555555555)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:37:59.436908,"(2.35, 2.84, 2.395555555555555)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.4511111111111115)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:00.636614,"(2.35, 2.84, 2.395555555555555)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 4.355)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:01.937677,"(2.35, 2.84, 2.395555555555555)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 4.9, 2.95)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:03.211949,"(2.35, 2.84, 2.395555555555555)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:04.295306,"(2.35, 2.84, 2.395555555555555)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:05.322819,"(2.35, 2.82, 2.4)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 18.5)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:06.703413,"(2.35, 2.8, 2.388421052631579)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 96.625)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:07.863272,"(2.35, 2.8, 2.3859999999999997)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 129.63636363636363)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:08.949426,"(2.35, 2.8, 2.3859999999999997)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 129.63636363636363)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:10.093851,"(2.25, 2.8, 2.3859999999999997)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:11.236714,"(2.25, 2.8, 2.3859999999999997)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:12.249449,"(2.25, 2.8, 2.3859999999999997)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:13.372380,"(2.25, 2.76, 2.384210526315789)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:14.453753,"(2.25, 2.76, 2.384210526315789)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:15.630138,"(2.25, 2.76, 2.384210526315789)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:16.765639,"(2.25, 2.76, 2.384210526315789)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.3538461538461535)"
11-01-2023 12:38:17.982785,"(2.25, 2.76, 2.384210526315789)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.6)"
11-01-2023 12:38:19.101570,"(2.25, 2.76, 2.384210526315789)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.6)"
11-01-2023 12:38:20.245540,"(2.25, 2.76, 2.384210526315789)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.828571428571428)"
11-01-2023 12:38:21.429346,"(2.25, 2.76, 2.384210526315789)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 169.25)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.828571428571428)"
11-01-2023 12:38:22.431508,"(2.25, 2.74, 2.3666666666666667)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.828571428571428)"
11-01-2023 12:38:23.552915,"(2.25, 2.74, 2.3666666666666667)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 2.936666666666667)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.0, 4.828571428571428)"
11-01-2023 12:38:24.805475,"(2.25, 2.74, 2.3666666666666667)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.125)","(11.0, 15.5, 10.916666666666666)","(3.8, 5.0, 4.828571428571428)"
11-01-2023 12:38:25.936654,"(2.25, 2.74, 2.3666666666666667)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.125)","(11.0, 15.5, 10.916666666666666)","(3.8, 5.0, 4.828571428571428)"
11-01-2023 12:38:26.852171,"(2.25, 2.74, 2.3666666666666667)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.125)","(11.0, 15.5, 10.916666666666666)","(3.8, 5.0, 4.828571428571428)"
11-01-2023 12:38:27.865386,"(2.25, 2.74, 2.38)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.3172727272727274)","(11.0, 15.5, 11.1)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:29.274666,"(2.25, 2.78, 2.5599999999999996)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.2960000000000003)","(11.0, 15.5, 11.1)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:30.625099,"(2.25, 2.78, 2.5599999999999996)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.2960000000000003)","(11.0, 15.5, 11.1)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:31.816409,"(2.25, 2.78, 2.5599999999999996)","(16.0, 140.0, 73.8235294117647)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.278888888888889)","(11.0, 15.5, 15.666666666666668)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:33.086369,"(2.25, 2.78, 2.5599999999999996)","(16.0, 140.0, 85.76923076923077)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.278888888888889)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:34.270153,"(2.25, 2.78, 2.5599999999999996)","(16.0, 130.0, 126.11111111111111)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.278888888888889)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:35.450245,"(2.25, 2.78, 2.5599999999999996)","(16.0, 140.0, 126.11111111111111)","(21.0, 190.0, 171.55555555555554)","(2.6, 3.45, 3.278888888888889)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:36.765760,"(2.25, 2.78, 2.5599999999999996)","(16.0, 140.0, 126.11111111111111)","(21.0, 190.0, 180.44444444444446)","(2.6, 3.45, 3.278888888888889)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:38.005791,"(2.25, 2.78, 2.5599999999999996)","(16.0, 140.0, 98.33333333333333)","(21.0, 200.0, 180.44444444444446)","(2.6, 3.45, 3.278888888888889)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:39.280447,"(2.25, 2.78, 2.5599999999999996)","(16.0, 140.0, 98.33333333333333)","(21.0, 200.0, 180.44444444444446)","(2.6, 3.45, 3.278888888888889)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.3, 4.492307692307692)"
11-01-2023 12:38:40.571238,"(2.25, 2.78, 2.5599999999999996)","(16.0, 140.0, 98.33333333333333)","(21.0, 200.0, 180.44444444444446)","(2.6, 3.45, 3.278888888888889)","(11.0, 27.0, 15.666666666666668)","(3.8, 5.3, 4.699999999999999)"
