,Orca,Madalia Zoom,Panama Dash,Django Maskiell,Rapid Voyage,Hill Top Jack,Gypsy Ha Ha,Audacious Stell
11-01-2023 20:20:59.645804,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 10.27027027027027)","(7.0, 9.8, 9.022222222222222)","(21.0, 32.0, 28.0)","(41.0, 120.0, 107.27272727272728)","(2.0, 2.42, 2.2815384615384615)","(6.5, 10.5, 10.178571428571429)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:00.722776,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 10.27027027027027)","(7.0, 9.8, 8.953846153846154)","(21.0, 32.0, 28.0)","(41.0, 120.0, 107.27272727272728)","(2.0, 2.42, 2.2815384615384615)","(6.5, 11.0, 10.178571428571429)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:01.783990,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 10.27027027027027)","(7.0, 9.8, 8.953846153846154)","(21.0, 32.0, 28.0)","(41.0, 120.0, 107.27272727272728)","(2.0, 2.42, 2.2815384615384615)","(6.5, 11.0, 10.178571428571429)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:02.849592,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 10.27027027027027)","(7.0, 9.8, 8.953846153846154)","(21.0, 32.0, 28.0)","(41.0, 120.0, 107.27272727272728)","(2.0, 2.42, 2.2760000000000002)","(6.5, 11.0, 10.178571428571429)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:03.954264,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 10.27027027027027)","(7.0, 9.8, 8.953846153846154)","(21.0, 32.0, 28.0)","(41.0, 120.0, 107.27272727272728)","(2.0, 2.42, 2.2760000000000002)","(6.5, 11.0, 10.178571428571429)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:05.047826,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 10.27027027027027)","(7.0, 9.8, 8.953846153846154)","(21.0, 32.0, 27.2)","(41.0, 120.0, 107.27272727272728)","(2.0, 2.42, 2.2760000000000002)","(6.5, 11.0, 10.178571428571429)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:06.154671,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 9.751351351351351)","(7.0, 9.8, 8.953846153846154)","(21.0, 32.0, 28.0)","(41.0, 120.0, 106.0)","(2.0, 2.42, 2.2760000000000002)","(6.5, 11.0, 10.014285714285714)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:07.260141,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 9.924324324324324)","(7.0, 9.8, 9.022222222222222)","(21.0, 32.0, 28.0)","(41.0, 120.0, 107.27272727272728)","(2.0, 2.42, 2.2815384615384615)","(6.5, 11.0, 10.014285714285714)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:08.322084,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 9.924324324324324)","(7.0, 9.8, 8.711111111111112)","(21.0, 32.0, 28.0)","(41.0, 120.0, 107.27272727272728)","(2.0, 2.42, 2.2760000000000002)","(6.5, 11.0, 10.014285714285714)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:09.462825,"(6.0, 11.5, 10.733333333333333)","(8.0, 12.0, 9.924324324324324)","(7.0, 9.6, 8.88)","(21.0, 32.0, 28.0)","(41.0, 120.0, 102.85714285714286)","(2.0, 2.42, 2.2760000000000002)","(6.5, 11.0, 10.014285714285714)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:10.591079,"(6.0, 11.5, 10.733333333333333)","(8.0, 11.5, 10.391666666666666)","(7.0, 9.6, 8.85)","(21.0, 32.0, 28.0)","(41.0, 120.0, 108.0)","(2.0, 2.42, 2.290526315789474)","(6.5, 11.0, 10.014285714285714)","(6.0, 8.6, 8.2)"
11-01-2023 20:21:11.791313,"(6.0, 11.5, 10.925)","(8.0, 11.5, 10.278571428571428)","(7.0, 9.6, 8.85)","(21.0, 32.0, 28.1)","(41.0, 120.0, 108.0)","(2.0, 2.4, 2.36)","(6.5, 11.0, 10.014285714285714)","(6.0, 8.6, 7.953846153846154)"
11-01-2023 20:21:12.976573,"(6.0, 11.5, 10.925)","(8.0, 11.5, 9.930434782608696)","(7.0, 9.6, 8.742857142857142)","(21.0, 32.0, 28.1)","(41.0, 120.0, 108.0)","(2.0, 2.38, 2.276521739130435)","(6.5, 11.0, 9.367741935483872)","(6.0, 8.6, 7.914285714285715)"
11-01-2023 20:21:14.132220,"(6.0, 11.5, 10.925)","(8.0, 11.5, 10.26086956521739)","(7.0, 9.6, 8.799999999999999)","(21.0, 32.0, 29.333333333333332)","(41.0, 120.0, 108.0)","(2.0, 2.38, 2.264705882352941)","(6.5, 11.0, 9.125925925925927)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:15.300285,"(6.0, 11.5, 10.925)","(8.0, 11.5, 10.26086956521739)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.333333333333332)","(41.0, 120.0, 108.0)","(2.0, 2.38, 2.212)","(6.5, 11.0, 9.125925925925927)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:16.513000,"(6.0, 11.5, 10.925)","(8.0, 11.5, 11.15)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.333333333333332)","(41.0, 120.0, 108.0)","(2.0, 2.38, 2.208888888888889)","(6.5, 11.0, 9.125925925925927)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:17.661034,"(6.0, 14.0, 10.64)","(8.0, 11.0, 10.733333333333334)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.333333333333332)","(41.0, 120.0, 108.0)","(2.0, 2.38, 2.254074074074074)","(6.5, 11.0, 9.367741935483872)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:18.834990,"(6.0, 14.0, 10.64)","(8.0, 11.0, 10.152941176470588)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.333333333333332)","(41.0, 120.0, 108.0)","(2.0, 2.38, 2.2680000000000002)","(6.5, 11.0, 9.99)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:19.858611,"(6.0, 14.0, 10.64)","(8.0, 11.0, 9.759090909090908)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.333333333333332)","(41.0, 120.0, 108.0)","(2.0, 2.38, 2.2680000000000002)","(6.5, 10.5, 9.65)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:21.027675,"(6.0, 14.0, 10.64)","(8.0, 11.0, 9.759090909090908)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.333333333333332)","(41.0, 120.0, 108.0)","(2.0, 2.38, 2.30375)","(6.5, 10.5, 9.461111111111112)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:22.240587,"(6.0, 14.0, 10.799999999999999)","(8.0, 11.0, 9.759090909090908)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.333333333333332)","(41.0, 120.0, 110.0)","(2.0, 2.36, 2.3133333333333335)","(6.5, 10.5, 9.210344827586207)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:23.421891,"(6.0, 14.0, 10.799999999999999)","(8.0, 11.0, 9.86046511627907)","(7.0, 9.6, 9.066666666666666)","(21.0, 32.0, 29.333333333333332)","(41.0, 120.0, 135.0)","(2.0, 2.34, 2.2733333333333334)","(6.5, 10.5, 9.210344827586207)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:24.650016,"(6.0, 14.0, 11.1)","(8.0, 11.0, 9.759090909090908)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.333333333333332)","(41.0, 150.0, 113.07692307692308)","(2.0, 2.34, 2.24)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:25.872083,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.936363636363637)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.333333333333332)","(41.0, 140.0, 113.07692307692308)","(2.0, 2.34, 2.268)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:27.120447,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.936363636363637)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.894736842105264)","(41.0, 140.0, 113.07692307692308)","(2.0, 2.3, 2.2384615384615385)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:28.342708,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.936363636363637)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.894736842105264)","(41.0, 140.0, 105.0)","(2.0, 2.3, 2.189230769230769)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:29.541203,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.936363636363637)","(7.0, 9.6, 8.872727272727273)","(21.0, 32.0, 29.894736842105264)","(41.0, 140.0, 105.0)","(2.0, 2.3, 2.189230769230769)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:30.722207,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.936363636363637)","(7.0, 9.6, 9.066666666666666)","(21.0, 32.0, 29.894736842105264)","(41.0, 140.0, 105.0)","(2.0, 2.3, 2.189230769230769)","(6.5, 10.5, 9.532)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:31.795018,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.936363636363637)","(7.0, 9.6, 9.066666666666666)","(21.0, 32.0, 29.894736842105264)","(41.0, 140.0, 115.76923076923077)","(2.0, 2.3, 2.189230769230769)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:32.847133,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.894736842105264)","(7.0, 9.6, 9.066666666666666)","(21.0, 32.0, 52.30769230769231)","(41.0, 140.0, 115.76923076923077)","(2.0, 2.3, 2.2644444444444445)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 8.12)"
11-01-2023 20:21:33.999981,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.894736842105264)","(7.0, 9.6, 8.872727272727273)","(21.0, 65.0, 42.8)","(41.0, 140.0, 115.76923076923077)","(2.0, 2.28, 2.2184615384615385)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 7.725)"
11-01-2023 20:21:35.236801,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.86046511627907)","(7.0, 9.6, 9.066666666666666)","(21.0, 44.0, 41.0)","(41.0, 140.0, 115.76923076923077)","(2.0, 2.28, 2.2133333333333334)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:36.454229,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.86046511627907)","(7.0, 9.6, 9.066666666666666)","(21.0, 44.0, 41.0)","(41.0, 140.0, 115.76923076923077)","(2.0, 2.26, 2.2218181818181817)","(6.5, 10.5, 9.766666666666666)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:37.678174,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.86046511627907)","(7.0, 9.6, 9.066666666666666)","(21.0, 44.0, 41.0)","(41.0, 140.0, 115.76923076923077)","(2.0, 2.26, 2.226666666666667)","(6.5, 10.5, 9.817241379310344)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:38.892041,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.86046511627907)","(7.0, 9.6, 9.066666666666666)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:40.026815,"(6.0, 13.0, 11.1)","(8.0, 11.0, 9.710526315789473)","(7.0, 9.6, 9.066666666666666)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:41.167412,"(6.0, 13.0, 10.34)","(8.0, 11.0, 9.727272727272727)","(7.0, 9.6, 9.066666666666666)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:42.218753,"(6.0, 13.0, 10.34)","(8.0, 11.0, 9.727272727272727)","(7.0, 9.6, 9.066666666666666)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:43.333570,"(6.0, 12.5, 10.4375)","(8.0, 11.0, 9.727272727272727)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:44.488745,"(6.0, 12.5, 10.64)","(8.0, 11.0, 9.727272727272727)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:45.738003,"(6.0, 12.5, 10.9)","(8.0, 11.0, 9.971428571428572)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:47.046752,"(6.0, 12.5, 10.95)","(8.0, 11.0, 10.052631578947368)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:48.358637,"(6.0, 12.5, 11.110344827586207)","(8.0, 11.0, 10.052631578947368)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:49.637122,"(6.0, 12.5, 11.110344827586207)","(8.0, 11.0, 10.052631578947368)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 108.88888888888889)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:51.162421,"(6.0, 13.0, 11.704)","(8.0, 11.0, 10.052631578947368)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 140.0, 117.77777777777777)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.85)"
11-01-2023 20:21:52.823874,"(6.0, 13.0, 11.628571428571428)","(8.0, 11.0, 10.571428571428571)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 180.0, 117.77777777777777)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 9.681818181818182)","(6.0, 8.6, 7.725)"
11-01-2023 20:21:54.065022,"(6.0, 13.0, 11.628571428571428)","(8.0, 11.0, 10.571428571428571)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 180.0, 140.0)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:21:55.390351,"(6.0, 13.0, 11.3125)","(8.0, 11.0, 10.571428571428571)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.68421052631579)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.226666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:21:56.781133,"(6.0, 13.0, 11.59375)","(8.0, 11.0, 10.558823529411764)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 34.0)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.2)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:21:58.135888,"(6.0, 13.0, 11.59375)","(8.0, 11.0, 10.558823529411764)","(7.0, 9.6, 8.872727272727273)","(21.0, 44.0, 37.0)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1636363636363636)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:21:59.457740,"(6.0, 13.0, 11.676470588235293)","(8.0, 11.0, 10.170731707317072)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 33.666666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1885714285714286)","(6.5, 10.5, 9.681818181818182)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:00.772948,"(6.0, 13.0, 11.928571428571429)","(8.0, 11.0, 10.170731707317072)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1885714285714286)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:02.034096,"(6.0, 13.0, 11.928571428571429)","(8.0, 11.0, 10.170731707317072)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1885714285714286)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:03.206218,"(6.0, 13.0, 11.928571428571429)","(8.0, 11.0, 10.170731707317072)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1885714285714286)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:04.641560,"(6.0, 13.0, 11.928571428571429)","(8.0, 11.0, 10.170731707317072)","(7.0, 9.6, 8.799999999999999)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.18)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:06.282603,"(6.0, 13.0, 11.928571428571429)","(8.0, 11.0, 10.25)","(7.0, 9.6, 9.066666666666666)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.18)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.85)"
11-01-2023 20:22:07.523859,"(6.0, 13.0, 11.928571428571429)","(8.0, 11.0, 10.055555555555555)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.156)","(6.5, 10.5, 9.681818181818182)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:08.790266,"(6.0, 13.0, 11.928571428571429)","(8.0, 11.0, 10.074074074074074)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.156)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:10.043200,"(6.0, 13.0, 12.0)","(8.0, 11.0, 10.166666666666666)","(7.0, 9.6, 8.799999999999999)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.156)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:11.277317,"(6.0, 13.0, 12.0)","(8.0, 11.0, 10.166666666666666)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.156)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:12.499784,"(6.0, 13.0, 11.714285714285714)","(8.0, 11.0, 10.166666666666666)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.174666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:13.737716,"(6.0, 13.0, 11.714285714285714)","(8.0, 11.0, 10.166666666666666)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.174666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:15.108639,"(6.0, 13.0, 11.714285714285714)","(8.0, 11.0, 10.04)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 32.76923076923077)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.174666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:16.412091,"(6.0, 13.0, 11.714285714285714)","(8.0, 11.0, 9.870588235294118)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 33.25)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.174666666666667)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:17.711653,"(6.0, 13.0, 11.714285714285714)","(8.0, 11.0, 9.628571428571428)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.153846153846154)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:18.980150,"(6.0, 13.0, 11.714285714285714)","(8.0, 11.0, 9.628571428571428)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1741176470588237)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:20.324998,"(6.0, 13.0, 11.714285714285714)","(8.0, 11.0, 10.172413793103448)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1741176470588237)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:21.520602,"(6.0, 13.0, 11.714285714285714)","(8.0, 11.0, 10.172413793103448)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1933333333333334)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:22.792014,"(6.0, 13.0, 11.714285714285714)","(8.0, 11.0, 10.172413793103448)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1933333333333334)","(6.5, 10.5, 9.681818181818182)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:24.023906,"(6.0, 13.0, 11.75)","(8.0, 11.0, 10.172413793103448)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.186666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:25.226120,"(6.0, 13.0, 11.75)","(8.0, 11.0, 10.172413793103448)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.186666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:26.443043,"(6.0, 13.0, 11.75)","(8.0, 11.0, 10.172413793103448)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.174666666666667)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:27.653251,"(6.0, 12.0, 10.584905660377359)","(8.0, 10.5, 10.416666666666666)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 135.0)","(2.0, 2.24, 2.222769230769231)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:28.892086,"(6.0, 12.0, 10.636363636363637)","(8.0, 11.0, 10.172413793103448)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 160.0, 135.0)","(2.0, 2.24, 2.222769230769231)","(6.5, 10.5, 10.1)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:30.395908,"(6.0, 12.0, 10.734375)","(8.0, 11.0, 10.172413793103448)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 160.0, 135.0)","(2.0, 2.24, 2.174666666666667)","(6.5, 10.5, 9.681818181818182)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:31.586060,"(6.0, 12.0, 10.734375)","(8.0, 11.0, 10.172413793103448)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 160.0, 135.0)","(2.0, 2.24, 2.174666666666667)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:32.845131,"(6.0, 12.0, 10.734375)","(8.0, 11.0, 10.006896551724138)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 160.0, 135.0)","(2.0, 2.24, 2.174666666666667)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:34.122195,"(6.0, 12.0, 10.734375)","(8.0, 11.0, 10.100000000000001)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 160.0, 135.0)","(2.0, 2.24, 2.1933333333333334)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:35.298428,"(6.0, 12.0, 10.734375)","(8.0, 11.0, 10.100000000000001)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 160.0, 135.0)","(2.0, 2.24, 2.1933333333333334)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.699999999999999)"
11-01-2023 20:22:36.629142,"(6.0, 12.0, 10.734375)","(8.0, 11.0, 10.100000000000001)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 160.0, 135.0)","(2.0, 2.24, 2.1933333333333334)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:37.950024,"(6.0, 12.0, 10.916666666666666)","(8.0, 11.0, 10.100000000000001)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 160.0, 118.75)","(2.0, 2.24, 2.1933333333333334)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:39.224723,"(6.0, 11.5, 10.916666666666666)","(8.0, 11.0, 10.100000000000001)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 180.0, 140.0)","(2.0, 2.24, 2.1933333333333334)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.725)"
11-01-2023 20:22:40.474873,"(6.0, 11.5, 11.055555555555555)","(8.0, 11.0, 9.98)","(7.0, 9.6, 8.872727272727273)","(21.0, 42.0, 36.166666666666664)","(41.0, 170.0, 140.0)","(2.0, 2.24, 2.1933333333333334)","(6.5, 10.5, 9.940000000000001)","(6.0, 8.6, 7.725)"
