,Angry Ann,Swiper Taz,Ballina,Misbehaved,Urana Blazer,Coopers Mate,Fabulous Victor,Slingshot Yo Yo
11-01-2023 14:19:40.619624,"(2.0, 3.05, 2.981578947368421)","(5.5, 5.9, 5.862500000000001)","(4.2, 5.0, 4.623529411764705)","(10.0, 14.5, 12.217391304347826)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.5, 13.362068965517242)","(6.5, 13.0, 12.764705882352942)","(51.0, 90.0, 75.0)"
11-01-2023 14:19:41.693690,"(2.0, 3.05, 2.9749999999999996)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.623529411764705)","(10.0, 14.5, 12.166666666666666)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.5, 13.362068965517242)","(6.5, 13.0, 12.764705882352942)","(51.0, 90.0, 75.0)"
11-01-2023 14:19:42.698008,"(2.0, 3.05, 2.988235294117647)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.166666666666666)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.5, 14.5)","(6.5, 13.0, 12.764705882352942)","(51.0, 90.0, 75.0)"
11-01-2023 14:19:43.782317,"(2.0, 3.05, 2.988235294117647)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.9)","(6.5, 13.0, 12.764705882352942)","(51.0, 90.0, 75.0)"
11-01-2023 14:19:44.868213,"(2.0, 3.05, 2.988235294117647)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(51.0, 90.0, 75.0)"
11-01-2023 14:19:45.937635,"(2.0, 3.05, 2.984375)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(51.0, 90.0, 75.0)"
11-01-2023 14:19:47.061776,"(2.0, 3.05, 2.984375)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 90.0, 75.0)"
11-01-2023 14:19:48.105235,"(2.0, 3.05, 2.984375)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 90.0, 72.5)"
11-01-2023 14:19:49.150481,"(2.0, 3.05, 2.984375)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:50.211037,"(2.0, 3.05, 2.9705555555555554)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:51.249352,"(2.0, 3.05, 2.9705555555555554)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:52.417245,"(2.0, 3.05, 2.9705555555555554)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:53.526164,"(2.0, 3.05, 2.984375)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:54.611278,"(2.0, 3.05, 2.984375)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:55.685168,"(2.0, 3.05, 2.984375)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:56.727357,"(2.0, 3.05, 2.984375)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:57.781426,"(2.0, 3.05, 2.995833333333333)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:58.823585,"(2.0, 3.05, 2.9416666666666664)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:19:59.909279,"(2.0, 3.05, 3.0259259259259257)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:20:01.056127,"(2.0, 3.05, 3.022142857142857)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 72.5)"
11-01-2023 14:20:02.134447,"(2.0, 3.05, 3.0277142857142856)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 14:20:03.177729,"(2.0, 3.05, 3.0277142857142856)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 14:20:04.215934,"(2.0, 3.05, 3.0277142857142856)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 14:20:05.263097,"(2.0, 3.05, 3.0277142857142856)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 74.28571428571429)"
11-01-2023 14:20:06.301203,"(2.0, 3.05, 3.0277142857142856)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.5, 12.3125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 70.0)"
11-01-2023 14:20:07.427062,"(2.0, 3.05, 3.0308823529411764)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.0, 12.375)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 67.85714285714286)"
11-01-2023 14:20:08.549822,"(2.0, 3.05, 3.0308823529411764)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 14.0, 13.125)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 85.0, 101.42857142857143)"
11-01-2023 14:20:09.686056,"(2.0, 3.05, 3.0308823529411764)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 12.5)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.764705882352942)","(61.0, 110.0, 72.3076923076923)"
11-01-2023 14:20:10.744645,"(2.0, 3.05, 3.0308823529411764)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.653846153846153)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 72.3076923076923)"
11-01-2023 14:20:11.778602,"(2.0, 3.05, 3.0238095238095237)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.625)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 72.3076923076923)"
11-01-2023 14:20:12.788188,"(2.0, 3.05, 3.0238095238095237)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.625)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 72.0)"
11-01-2023 14:20:13.866213,"(2.0, 3.05, 3.0238095238095237)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.564516129032258)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 72.0)"
11-01-2023 14:20:14.935660,"(2.0, 3.05, 3.03625)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.564516129032258)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 72.0)"
11-01-2023 14:20:16.044131,"(2.0, 3.05, 3.03625)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.564516129032258)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 72.0)"
11-01-2023 14:20:17.188683,"(2.0, 3.05, 3.03625)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.564516129032258)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 72.0)"
11-01-2023 14:20:18.285991,"(2.0, 3.05, 3.0364999999999998)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.564516129032258)","(31.0, 80.0, 40.888888888888886)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 72.0)"
11-01-2023 14:20:19.295280,"(2.0, 3.05, 3.0382608695652173)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.564516129032258)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 70.0)"
11-01-2023 14:20:20.364537,"(2.0, 3.05, 3.0391999999999997)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.564516129032258)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 70.0)"
11-01-2023 14:20:21.475162,"(2.0, 3.05, 3.0391999999999997)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 71.42857142857143)"
11-01-2023 14:20:22.567943,"(2.0, 3.05, 3.0391999999999997)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 71.42857142857143)"
11-01-2023 14:20:23.794726,"(2.0, 3.05, 3.0391999999999997)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 70.0)"
11-01-2023 14:20:25.035763,"(2.0, 3.05, 3.0391999999999997)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 70.0)"
11-01-2023 14:20:26.320319,"(2.0, 3.05, 3.0391999999999997)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 70.0)"
11-01-2023 14:20:27.427286,"(2.0, 3.05, 3.0338461538461536)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 70.0)"
11-01-2023 14:20:28.502581,"(2.0, 3.05, 3.0338461538461536)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 70.0)"
11-01-2023 14:20:29.615521,"(2.0, 3.05, 3.0338461538461536)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 70.625)"
11-01-2023 14:20:30.737125,"(2.0, 3.05, 3.0338461538461536)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 70.625)"
11-01-2023 14:20:31.886300,"(2.0, 3.05, 3.0338461538461536)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:33.043230,"(2.0, 3.05, 3.0338461538461536)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:34.225758,"(2.0, 3.05, 3.0338461538461536)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:35.373811,"(2.0, 3.05, 3.0338461538461536)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:36.392695,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:37.485359,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:38.617842,"(2.0, 3.05, 3.0125)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.3)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.58823529411765)"
11-01-2023 14:20:39.713547,"(2.0, 3.05, 3.0125)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.107142857142858)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.58823529411765)"
11-01-2023 14:20:40.802273,"(2.0, 3.05, 3.0125)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.58823529411765)"
11-01-2023 14:20:41.970208,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.578947368421053)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:43.067085,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:44.152441,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:45.239068,"(2.0, 3.05, 3.0125)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:46.326012,"(2.0, 3.05, 3.0125)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:47.462418,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:48.559242,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:49.660322,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.131578947368421)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:50.761193,"(2.0, 3.05, 3.0125)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.670731707317072)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:51.896418,"(2.0, 3.05, 3.0125)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.227272727272727)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:53.018261,"(2.0, 3.05, 3.0125)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.626666666666666)","(10.0, 13.5, 11.227272727272727)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:54.312361,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.5, 11.227272727272727)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:55.493810,"(2.0, 3.05, 3.025)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.5, 11.285714285714286)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 13.220588235294118)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:56.670898,"(2.0, 3.1, 3.007142857142857)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.285714285714286)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:57.865703,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.285714285714286)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:20:59.021042,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.285714285714286)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:00.105076,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.75)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.461538461538462)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:01.249999,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.0)"
11-01-2023 14:21:02.278885,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.0)"
11-01-2023 14:21:03.387655,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:04.593700,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:05.819526,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.304347826086957)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:06.955873,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.5)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:08.122235,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.5)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:09.198562,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.5)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:10.335031,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.5)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:11.427443,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.5)","(61.0, 80.0, 75.3125)"
11-01-2023 14:21:12.531818,"(2.0, 3.1, 3.0083333333333333)","(5.5, 5.9, 5.7)","(4.2, 5.0, 4.625)","(10.0, 13.0, 11.428571428571429)","(31.0, 80.0, 42.285714285714285)","(11.0, 16.0, 12.85)","(6.5, 13.0, 12.5)","(61.0, 80.0, 75.3125)"
