,South Parade,Montenegro,Final Man,Arctic Eagle,Too Viennese,New Enterprise,Panagsama,Rusheen,Frostick,Kishstar,Maldestro,Speed Bump
12-01-2023 17:36:38.554623,"(4.0, 4.7, 4.632038834951456)","(31.0, 48.0, 44.8)","(21.0, 32.0, 29.684210526315788)","(8.5, 11.0, 10.673913043478262)","(7.0, 7.6, 7.58125)","(8.5, 11.0, 10.933962264150944)","(31.0, 44.0, 42.96296296296296)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.194444444444445)","(15.0, 26.0, 25.46153846153846)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 122.0)"
12-01-2023 17:36:39.903418,"(4.0, 4.7, 4.632038834951456)","(31.0, 48.0, 46.4)","(21.0, 32.0, 29.684210526315788)","(8.5, 11.0, 10.648148148148149)","(7.0, 7.6, 7.584615384615384)","(8.5, 11.0, 10.933962264150944)","(31.0, 44.0, 42.96296296296296)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.194444444444445)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 122.0)"
12-01-2023 17:36:41.315149,"(4.0, 4.7, 4.632038834951456)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 29.684210526315788)","(8.5, 11.0, 10.648148148148149)","(7.0, 7.6, 7.584615384615384)","(8.5, 11.0, 10.933962264150944)","(31.0, 44.0, 42.96296296296296)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.194444444444445)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 122.0)"
12-01-2023 17:36:42.659806,"(4.0, 4.7, 4.632038834951456)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 29.684210526315788)","(8.5, 11.0, 10.555555555555555)","(7.0, 7.6, 7.584615384615384)","(8.5, 11.0, 10.933962264150944)","(31.0, 44.0, 42.96296296296296)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.076923076923077)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 122.0)"
12-01-2023 17:36:44.167903,"(4.0, 4.7, 4.632038834951456)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 29.684210526315788)","(8.5, 11.0, 10.535714285714286)","(7.0, 7.6, 7.584615384615384)","(8.5, 11.0, 10.933962264150944)","(31.0, 44.0, 43.23809523809524)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.076923076923077)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 122.0)"
12-01-2023 17:36:45.544590,"(4.0, 4.7, 4.632038834951456)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.535714285714286)","(7.0, 7.6, 7.584615384615384)","(8.5, 11.0, 10.933962264150944)","(31.0, 44.0, 43.23809523809524)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.203703703703704)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 122.0)"
12-01-2023 17:36:46.916573,"(4.0, 4.7, 4.632038834951456)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.535714285714286)","(7.0, 7.6, 7.584615384615384)","(8.5, 11.0, 10.933962264150944)","(31.0, 44.0, 42.76923076923077)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.203703703703704)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 122.0)"
12-01-2023 17:36:48.231781,"(4.0, 4.7, 4.632038834951456)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.535714285714286)","(7.0, 7.6, 7.584615384615384)","(8.5, 11.0, 11.130434782608695)","(31.0, 44.0, 42.8)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.203703703703704)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 122.0)"
12-01-2023 17:36:49.566978,"(4.0, 4.7, 4.632038834951456)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.535714285714286)","(7.0, 7.6, 7.584615384615384)","(8.5, 11.5, 11.146341463414634)","(31.0, 44.0, 42.8)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.203703703703704)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 120.0)"
12-01-2023 17:36:50.875978,"(4.0, 4.7, 4.640740740740741)","(31.0, 48.0, 45.714285714285715)","(21.0, 32.0, 30.0)","(8.5, 11.0, 10.53191489361702)","(7.0, 7.6, 7.584615384615384)","(8.5, 11.5, 11.146341463414634)","(31.0, 44.0, 42.8)","(3.8, 4.8, 4.746341463414634)","(10.0, 12.5, 12.203703703703704)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 115.71428571428571)"
12-01-2023 17:36:52.253866,"(4.0, 4.7, 4.640740740740741)","(31.0, 48.0, 45.714285714285715)","(21.0, 32.0, 29.6)","(8.5, 11.0, 10.352941176470589)","(7.0, 7.6, 7.592405063291139)","(8.5, 11.5, 11.333333333333334)","(31.0, 44.0, 40.76923076923077)","(3.8, 4.8, 4.818367346938776)","(10.0, 12.5, 12.203703703703704)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 115.71428571428571)"
12-01-2023 17:36:53.699224,"(4.0, 4.7, 4.605555555555555)","(31.0, 48.0, 45.333333333333336)","(21.0, 30.0, 29.333333333333332)","(8.5, 10.5, 10.352941176470589)","(7.0, 7.6, 7.592405063291139)","(8.5, 12.0, 11.428571428571429)","(31.0, 42.0, 40.76923076923077)","(3.8, 4.9, 4.855102040816327)","(10.0, 12.5, 12.203703703703704)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 115.71428571428571)"
12-01-2023 17:36:55.045049,"(4.0, 4.7, 4.605555555555555)","(31.0, 48.0, 45.333333333333336)","(21.0, 30.0, 29.157894736842106)","(8.5, 10.5, 10.352941176470589)","(7.0, 7.6, 7.592405063291139)","(8.5, 12.0, 11.418604651162791)","(31.0, 42.0, 40.76923076923077)","(3.8, 4.9, 4.855102040816327)","(10.0, 12.5, 12.18)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 115.71428571428571)"
12-01-2023 17:36:56.371752,"(4.0, 4.7, 4.65952380952381)","(31.0, 48.0, 45.333333333333336)","(21.0, 30.0, 29.157894736842106)","(8.5, 10.5, 10.352941176470589)","(7.0, 7.6, 7.592405063291139)","(8.5, 12.0, 11.418604651162791)","(31.0, 42.0, 40.76923076923077)","(3.8, 4.9, 4.855102040816327)","(10.0, 12.5, 12.18)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 115.71428571428571)"
12-01-2023 17:36:57.712100,"(4.0, 4.7, 4.672649572649573)","(31.0, 48.0, 45.333333333333336)","(21.0, 30.0, 29.157894736842106)","(8.5, 10.5, 10.2)","(7.0, 7.6, 7.592405063291139)","(8.5, 12.0, 11.6875)","(31.0, 42.0, 40.76923076923077)","(3.8, 4.9, 4.855102040816327)","(10.0, 12.5, 12.175675675675675)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 115.71428571428571)"
12-01-2023 17:36:59.143347,"(4.0, 4.7, 4.636956521739131)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.367088607594937)","(7.0, 7.6, 7.6909090909090905)","(8.5, 12.0, 11.365853658536585)","(31.0, 42.0, 40.76923076923077)","(3.8, 4.9, 4.837142857142857)","(10.0, 12.5, 12.188311688311689)","(15.0, 26.0, 25.25925925925926)","(18.0, 24.0, 23.333333333333332)","(51.0, 130.0, 115.71428571428571)"
12-01-2023 17:37:00.497025,"(4.0, 4.7, 4.6168367346938775)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.367088607594937)","(7.0, 7.8, 7.758620689655173)","(8.5, 12.0, 11.409090909090908)","(31.0, 42.0, 40.76923076923077)","(3.8, 4.9, 4.7875)","(10.0, 12.5, 12.188311688311689)","(15.0, 26.0, 25.375)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 115.71428571428571)"
12-01-2023 17:37:01.845235,"(4.0, 4.7, 4.6168367346938775)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.367088607594937)","(7.0, 7.8, 7.748)","(8.5, 12.0, 11.458333333333334)","(31.0, 42.0, 40.666666666666664)","(3.8, 4.8, 4.78974358974359)","(10.0, 12.5, 12.188311688311689)","(15.0, 26.0, 25.375)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.0)"
12-01-2023 17:37:03.338208,"(4.0, 4.7, 4.616176470588235)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.330985915492958)","(7.0, 7.8, 7.748)","(8.5, 12.0, 11.448979591836734)","(31.0, 42.0, 40.666666666666664)","(3.8, 4.8, 4.78974358974359)","(10.0, 12.5, 12.188311688311689)","(15.0, 26.0, 25.375)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 115.71428571428571)"
12-01-2023 17:37:04.789884,"(4.0, 4.7, 4.616176470588235)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.330985915492958)","(7.0, 7.8, 7.7215686274509805)","(8.5, 12.0, 11.448979591836734)","(31.0, 42.0, 40.666666666666664)","(3.8, 4.8, 4.78974358974359)","(10.0, 12.5, 12.188311688311689)","(15.0, 26.0, 25.375)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 113.33333333333333)"
12-01-2023 17:37:06.301630,"(4.0, 4.7, 4.616176470588235)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.254098360655737)","(7.0, 7.8, 7.7215686274509805)","(8.5, 12.0, 11.448979591836734)","(31.0, 42.0, 40.666666666666664)","(3.8, 4.8, 4.78974358974359)","(10.0, 12.5, 12.188311688311689)","(15.0, 26.0, 25.375)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 117.5)"
12-01-2023 17:37:07.812741,"(4.0, 4.7, 4.616176470588235)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.071428571428571)","(7.0, 7.8, 7.7215686274509805)","(8.5, 12.0, 11.458333333333334)","(31.0, 42.0, 40.666666666666664)","(3.8, 4.8, 4.78974358974359)","(10.0, 12.5, 12.188311688311689)","(15.0, 26.0, 25.375)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 117.5)"
12-01-2023 17:37:09.337985,"(4.0, 4.7, 4.616176470588235)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.018518518518519)","(7.0, 7.8, 7.7215686274509805)","(8.5, 12.0, 11.458333333333334)","(31.0, 42.0, 40.666666666666664)","(3.8, 4.8, 4.8517241379310345)","(10.0, 12.5, 12.188311688311689)","(15.0, 26.0, 25.375)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 113.33333333333333)"
12-01-2023 17:37:10.799329,"(4.0, 4.7, 4.62962962962963)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.018518518518519)","(7.0, 7.8, 7.704950495049505)","(8.5, 12.0, 11.256756756756756)","(31.0, 42.0, 41.8)","(3.8, 4.9, 4.779487179487179)","(10.0, 12.5, 12.210843373493976)","(15.0, 26.0, 24.6875)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:12.207620,"(4.0, 4.7, 4.63076923076923)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.666666666666668)","(8.5, 10.5, 10.058823529411764)","(7.0, 7.8, 7.486363636363636)","(8.5, 11.5, 11.333333333333334)","(31.0, 42.0, 41.81818181818182)","(3.8, 4.8, 4.9245283018867925)","(10.0, 12.5, 12.210843373493976)","(15.0, 25.0, 24.61111111111111)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:13.608455,"(4.0, 4.7, 4.63076923076923)","(31.0, 48.0, 45.714285714285715)","(21.0, 32.0, 30.363636363636363)","(8.5, 10.5, 10.094594594594595)","(7.0, 7.6, 7.36875)","(8.5, 11.5, 11.38888888888889)","(31.0, 42.0, 41.81818181818182)","(3.8, 5.0, 4.85607476635514)","(10.0, 12.5, 12.210843373493976)","(15.0, 25.0, 24.416666666666668)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:15.014316,"(4.0, 4.7, 4.616176470588235)","(31.0, 48.0, 45.714285714285715)","(21.0, 32.0, 30.363636363636363)","(8.5, 10.5, 10.094594594594595)","(7.0, 7.4, 7.360784313725491)","(8.5, 11.5, 11.38888888888889)","(31.0, 42.0, 41.857142857142854)","(3.8, 5.0, 4.8392156862745095)","(10.0, 12.5, 12.210843373493976)","(15.0, 25.0, 24.304347826086957)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:16.481610,"(4.0, 4.7, 4.616176470588235)","(31.0, 48.0, 45.714285714285715)","(21.0, 32.0, 30.363636363636363)","(8.5, 10.5, 10.094594594594595)","(7.0, 7.4, 7.375)","(8.5, 11.5, 11.38888888888889)","(31.0, 42.0, 41.857142857142854)","(3.8, 5.0, 4.83)","(10.0, 12.5, 12.210843373493976)","(15.0, 25.0, 24.36842105263158)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:17.897671,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 45.714285714285715)","(21.0, 32.0, 30.363636363636363)","(8.5, 10.5, 10.094594594594595)","(7.0, 7.4, 7.5019607843137255)","(8.5, 11.5, 11.38888888888889)","(31.0, 42.0, 41.6)","(3.8, 5.0, 4.844444444444444)","(10.0, 12.5, 11.9)","(15.0, 25.0, 24.294117647058822)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:19.401270,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 45.714285714285715)","(21.0, 32.0, 30.363636363636363)","(8.5, 10.5, 10.083333333333334)","(7.0, 7.6, 7.490265486725663)","(8.5, 11.5, 11.38888888888889)","(31.0, 44.0, 41.26315789473684)","(3.8, 4.9, 4.844444444444444)","(10.0, 12.5, 11.9)","(15.0, 25.0, 24.294117647058822)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:20.822077,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 45.714285714285715)","(21.0, 32.0, 30.363636363636363)","(8.5, 10.5, 10.068627450980392)","(7.0, 7.6, 7.490265486725663)","(8.5, 11.5, 11.38888888888889)","(31.0, 44.0, 41.26315789473684)","(3.8, 4.9, 4.844444444444444)","(10.0, 12.5, 11.868421052631579)","(15.0, 25.0, 24.294117647058822)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:22.308080,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.363636363636363)","(8.5, 10.5, 10.068627450980392)","(7.0, 7.6, 7.5)","(8.5, 11.5, 11.403225806451612)","(31.0, 44.0, 41.4)","(3.8, 4.9, 4.838095238095238)","(10.0, 12.5, 11.868421052631579)","(15.0, 25.0, 24.612903225806452)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:23.743728,"(4.0, 4.7, 4.616176470588235)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.363636363636363)","(8.5, 10.5, 10.068627450980392)","(7.0, 7.6, 7.486486486486487)","(8.5, 11.5, 11.403225806451612)","(31.0, 44.0, 41.833333333333336)","(3.8, 4.9, 4.838095238095238)","(10.0, 12.5, 11.868421052631579)","(15.0, 25.0, 24.612903225806452)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:25.217808,"(4.0, 4.7, 4.616176470588235)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.074468085106384)","(7.0, 7.6, 7.486486486486487)","(8.5, 11.5, 11.403225806451612)","(31.0, 44.0, 41.833333333333336)","(3.8, 4.9, 4.847058823529411)","(10.0, 12.5, 11.868421052631579)","(15.0, 25.0, 24.612903225806452)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:26.679933,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.074468085106384)","(7.0, 7.6, 7.486486486486487)","(8.5, 11.5, 11.403225806451612)","(31.0, 44.0, 41.833333333333336)","(3.8, 4.9, 4.837037037037037)","(10.0, 12.5, 11.868421052631579)","(15.0, 25.0, 24.53846153846154)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:28.218159,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.068627450980392)","(7.0, 7.6, 7.669841269841269)","(8.5, 11.5, 11.403225806451612)","(31.0, 44.0, 41.63636363636363)","(3.8, 4.9, 4.829824561403509)","(10.0, 12.5, 11.868421052631579)","(15.0, 25.0, 24.53846153846154)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:29.630798,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.074468085106384)","(7.0, 7.8, 7.669841269841269)","(8.5, 11.5, 11.403225806451612)","(31.0, 44.0, 41.63636363636363)","(3.8, 4.9, 4.829824561403509)","(10.0, 12.5, 11.868421052631579)","(15.0, 25.0, 24.53846153846154)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:31.120006,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 45.333333333333336)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.074468085106384)","(7.0, 7.8, 7.652173913043478)","(8.5, 11.5, 11.403225806451612)","(31.0, 44.0, 41.63636363636363)","(3.8, 4.9, 4.829824561403509)","(10.0, 12.5, 11.66)","(15.0, 25.0, 24.53846153846154)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:32.563771,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 46.4)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.383333333333333)","(7.0, 7.8, 7.567741935483871)","(8.5, 11.5, 11.403225806451612)","(31.0, 44.0, 40.888888888888886)","(3.8, 4.9, 4.829824561403509)","(10.0, 12.0, 11.61111111111111)","(15.0, 25.0, 24.53846153846154)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:33.932053,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 46.4)","(21.0, 32.0, 30.333333333333332)","(8.5, 10.5, 10.60655737704918)","(7.0, 7.6, 7.52258064516129)","(8.5, 11.5, 11.403225806451612)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.829824561403509)","(10.0, 12.0, 11.61111111111111)","(15.0, 25.0, 24.53846153846154)","(18.0, 24.0, 23.45098039215686)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:35.403260,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.333333333333332)","(8.5, 11.0, 10.60655737704918)","(7.0, 7.6, 7.52258064516129)","(8.5, 11.5, 11.403225806451612)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.829824561403509)","(10.0, 12.0, 11.5625)","(15.0, 25.0, 24.53846153846154)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:36.862941,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.333333333333332)","(8.5, 11.0, 10.60655737704918)","(7.0, 7.6, 7.435897435897436)","(8.5, 11.5, 11.403225806451612)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.829824561403509)","(10.0, 12.0, 11.655172413793103)","(15.0, 25.0, 24.53846153846154)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:38.345090,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.333333333333332)","(8.5, 11.0, 10.547169811320755)","(7.0, 7.6, 7.511111111111111)","(8.5, 11.5, 11.613636363636363)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.837037037037037)","(10.0, 12.0, 11.655172413793103)","(15.0, 25.0, 24.53125)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:39.723074,"(4.0, 4.7, 4.6290456431535265)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.333333333333332)","(8.5, 11.0, 10.547169811320755)","(7.0, 7.6, 7.52)","(8.5, 12.0, 11.52)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.829824561403509)","(10.0, 12.0, 11.655172413793103)","(15.0, 25.0, 24.53125)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:41.185062,"(4.0, 4.7, 4.6)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.333333333333332)","(8.5, 11.0, 10.547169811320755)","(7.0, 7.6, 7.52)","(8.5, 12.0, 11.52)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.829824561403509)","(10.0, 12.0, 11.655172413793103)","(15.0, 25.0, 24.53125)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:42.661198,"(4.0, 4.6, 4.568617021276595)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.444444444444443)","(8.5, 11.0, 10.571428571428571)","(7.0, 7.6, 7.530434782608696)","(8.5, 12.0, 12.17741935483871)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.837037037037037)","(10.0, 12.0, 11.090909090909092)","(15.0, 25.0, 24.53125)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:44.219452,"(4.0, 4.6, 4.568617021276595)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.444444444444443)","(8.5, 11.0, 10.571428571428571)","(7.0, 7.6, 7.525581395348837)","(8.5, 12.5, 12.21875)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.837037037037037)","(10.0, 11.5, 10.99056603773585)","(15.0, 25.0, 24.53125)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:45.736676,"(4.0, 4.6, 4.566477272727273)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 30.444444444444443)","(8.5, 11.0, 10.571428571428571)","(7.0, 7.6, 7.497142857142857)","(8.5, 12.5, 12.21875)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.837037037037037)","(10.0, 11.5, 10.981481481481481)","(15.0, 25.0, 24.53125)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:47.181824,"(4.0, 4.6, 4.566477272727273)","(31.0, 48.0, 46.54545454545455)","(21.0, 32.0, 32.0)","(8.5, 11.0, 10.529411764705882)","(7.0, 7.6, 7.595652173913043)","(8.5, 12.5, 12.333333333333334)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.837037037037037)","(10.0, 11.5, 10.794117647058824)","(15.0, 25.0, 24.53125)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:48.641349,"(4.0, 4.6, 4.566477272727273)","(31.0, 48.0, 46.54545454545455)","(21.0, 34.0, 32.0)","(8.5, 11.0, 10.834821428571429)","(7.0, 7.6, 7.595652173913043)","(8.5, 12.5, 12.431818181818182)","(31.0, 42.0, 40.72727272727273)","(3.8, 4.9, 4.837037037037037)","(10.0, 11.0, 10.733333333333333)","(15.0, 25.0, 24.53125)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:50.091654,"(4.0, 4.6, 4.566477272727273)","(31.0, 48.0, 46.54545454545455)","(21.0, 34.0, 32.72727272727273)","(8.5, 11.0, 10.835616438356164)","(7.0, 7.6, 7.708333333333333)","(8.5, 12.5, 12.431818181818182)","(31.0, 42.0, 41.06666666666667)","(3.8, 4.9, 4.774193548387097)","(10.0, 11.0, 11.246666666666666)","(15.0, 25.0, 24.53125)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 120.9090909090909)"
12-01-2023 17:37:51.550091,"(4.0, 4.6, 4.557246376811594)","(31.0, 48.0, 46.54545454545455)","(21.0, 34.0, 32.72727272727273)","(8.5, 11.0, 10.83177570093458)","(7.0, 7.8, 7.708333333333333)","(8.5, 12.5, 12.45)","(31.0, 44.0, 41.06666666666667)","(3.8, 4.8, 4.774193548387097)","(10.0, 11.5, 11.246666666666666)","(15.0, 25.0, 24.689655172413794)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 113.33333333333333)"
12-01-2023 17:37:53.008685,"(4.0, 4.6, 4.557246376811594)","(31.0, 48.0, 46.54545454545455)","(21.0, 34.0, 32.72727272727273)","(8.5, 11.0, 10.44767441860465)","(7.0, 7.8, 7.708333333333333)","(8.5, 12.5, 12.35)","(31.0, 44.0, 41.63636363636363)","(3.8, 4.8, 4.774193548387097)","(10.0, 11.5, 11.246666666666666)","(15.0, 25.0, 24.689655172413794)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 113.33333333333333)"
12-01-2023 17:37:54.518697,"(4.0, 4.6, 4.484834123222749)","(31.0, 48.0, 46.54545454545455)","(21.0, 34.0, 32.72727272727273)","(8.5, 10.5, 10.74129353233831)","(7.0, 7.8, 7.708333333333333)","(8.5, 12.5, 12.35)","(31.0, 42.0, 41.63636363636363)","(3.8, 4.8, 4.774193548387097)","(10.0, 11.5, 11.246666666666666)","(15.0, 25.0, 24.719298245614034)","(18.0, 24.0, 23.490909090909092)","(51.0, 130.0, 113.33333333333333)"
