,Adaminaby,Conquered Journey,Right On Ralphy,Lord Power,Borlotti Beans,Lord Prophet,Lady Damus
08-12-2022 13:25:11.776046,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6214285714285714)"
08-12-2022 13:25:12.868856,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6214285714285714)"
08-12-2022 13:25:13.867526,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6214285714285714)"
08-12-2022 13:25:14.851405,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6214285714285714)"
08-12-2022 13:25:15.926647,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:16.986359,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:18.033261,"(13.0, 18.5, 16.75)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:19.115654,"(13.0, 18.5, 16.75)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:20.277444,"(13.0, 18.5, 16.75)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:21.369150,"(13.0, 18.5, 18.208333333333332)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:22.382032,"(13.0, 18.5, 18.266666666666666)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:23.463649,"(13.0, 18.5, 18.266666666666666)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:24.557533,"(13.0, 18.5, 18.266666666666666)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:25.506036,"(13.0, 18.5, 16.75)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6190909090909091)"
08-12-2022 13:25:26.567673,"(13.0, 18.5, 16.75)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.307692307692308)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6192857142857142)"
08-12-2022 13:25:27.651758,"(13.0, 18.5, 18.28125)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.307692307692308)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6184615384615384)"
08-12-2022 13:25:28.694270,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.307692307692308)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6184615384615384)"
08-12-2022 13:25:29.800161,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.307692307692308)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6255555555555554)"
08-12-2022 13:25:30.784053,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.307692307692308)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6257142857142857)"
08-12-2022 13:25:31.837973,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 7.95)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.6257142857142857)"
08-12-2022 13:25:32.929040,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:33.969567,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:35.051343,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:36.172949,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:37.338739,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:38.337492,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:39.309936,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:40.380695,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:41.358488,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:42.391634,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:43.452503,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:44.628917,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 7.95)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:45.667228,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 7.95)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:46.714733,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 7.95)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:47.854176,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:48.881011,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:49.871864,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:50.976948,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:52.208786,"(13.0, 18.5, 17.5)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 7.95)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:53.341166,"(13.0, 18.5, 17.666666666666668)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.307692307692308)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:54.350322,"(13.0, 18.5, 18.307692307692307)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.307692307692308)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:55.334329,"(13.0, 18.5, 18.307692307692307)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.307692307692308)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:56.360676,"(13.0, 18.5, 18.307692307692307)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:57.404281,"(13.0, 18.5, 17.666666666666668)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:58.437147,"(13.0, 18.5, 17.666666666666668)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:25:59.620875,"(13.0, 18.5, 17.666666666666668)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:26:00.799222,"(13.0, 18.5, 17.666666666666668)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:26:01.936426,"(13.0, 18.5, 17.666666666666668)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.0)","(5.5, 9.0, 8.55)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.615)"
08-12-2022 13:26:03.080196,"(13.0, 18.5, 17.666666666666668)","(19.0, 24.0, 23.5)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 9.0, 8.44)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:04.153306,"(13.0, 17.5, 17.0)","(19.0, 22.0, 21.9)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 9.0, 8.6)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:05.223161,"(13.0, 17.5, 17.0)","(19.0, 22.0, 21.928571428571427)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 9.0, 8.6)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:06.247256,"(13.0, 17.5, 17.0)","(19.0, 22.0, 21.928571428571427)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 9.0, 8.6)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:07.331047,"(13.0, 17.5, 17.0)","(19.0, 22.0, 21.928571428571427)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 9.0, 8.6)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:08.491243,"(13.0, 17.5, 17.0)","(19.0, 22.0, 21.928571428571427)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 9.0, 8.6)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:09.626564,"(13.0, 17.5, 17.0)","(19.0, 22.0, 21.928571428571427)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 9.0, 8.314285714285713)","(18.0, 40.0, 34.4)","(1.5, 1.63, 1.6099999999999999)"
08-12-2022 13:26:10.721367,"(13.0, 17.5, 17.0)","(19.0, 22.0, 21.928571428571427)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 8.6, 8.314285714285713)","(18.0, 40.0, 34.4)","(1.5, 1.63, 1.6099999999999999)"
08-12-2022 13:26:11.721106,"(13.0, 17.5, 17.0)","(19.0, 22.0, 21.928571428571427)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 8.6, 8.314285714285713)","(18.0, 40.0, 34.4)","(1.5, 1.63, 1.6099999999999999)"
08-12-2022 13:26:12.874709,"(13.0, 17.5, 17.0)","(19.0, 22.0, 21.928571428571427)","(31.0, 90.0, 53.2)","(6.5, 8.4, 8.16)","(5.5, 8.6, 8.314285714285713)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:13.972677,"(13.0, 17.5, 17.0)","(19.0, 27.0, 25.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:15.032095,"(13.0, 17.5, 17.0)","(19.0, 27.0, 25.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:16.163158,"(13.0, 17.5, 17.0)","(19.0, 27.0, 24.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:17.355072,"(13.0, 17.5, 17.0)","(19.0, 27.0, 24.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:18.370188,"(13.0, 17.5, 17.0)","(19.0, 27.0, 24.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:19.410021,"(13.0, 17.5, 17.0)","(19.0, 27.0, 24.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:20.461314,"(13.0, 17.5, 17.0)","(19.0, 27.0, 24.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:21.457466,"(13.0, 17.5, 17.0)","(19.0, 27.0, 24.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:22.586251,"(13.0, 17.5, 17.0)","(19.0, 27.0, 24.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:23.801624,"(13.0, 17.5, 17.0)","(19.0, 27.0, 24.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:24.958656,"(13.0, 17.5, 17.0)","(19.0, 27.0, 24.333333333333332)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:26.031857,"(13.0, 17.5, 17.0)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:27.033229,"(13.0, 17.5, 17.0)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:28.108937,"(13.0, 17.5, 17.0)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:29.188486,"(13.0, 17.5, 17.0)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:30.232254,"(13.0, 17.5, 17.0)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:31.388649,"(13.0, 17.5, 16.75)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:32.475060,"(13.0, 17.5, 16.75)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:33.485422,"(13.0, 17.5, 16.75)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:34.566801,"(13.0, 17.5, 16.75)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:35.641244,"(13.0, 17.5, 16.75)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:36.769088,"(13.0, 17.5, 16.75)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:37.882003,"(13.0, 17.5, 16.75)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:38.935199,"(13.0, 17.5, 17.214285714285715)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:40.002405,"(13.0, 17.5, 17.214285714285715)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.742857142857143)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:41.082127,"(13.0, 17.5, 17.214285714285715)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.933333333333333)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:42.143235,"(13.0, 17.5, 17.214285714285715)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.6, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:43.330446,"(13.0, 17.5, 17.214285714285715)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:44.536078,"(13.0, 17.5, 17.214285714285715)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:45.658878,"(13.0, 17.5, 17.214285714285715)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.16)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:46.751008,"(13.0, 17.5, 17.214285714285715)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:47.949272,"(13.0, 17.5, 16.25)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:49.224657,"(13.0, 17.5, 16.875)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:50.401497,"(13.0, 17.5, 16.875)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:51.592003,"(13.0, 17.5, 16.875)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:52.715061,"(13.0, 17.5, 16.875)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:53.920702,"(13.0, 17.5, 16.875)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.9)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:55.050175,"(13.0, 17.5, 16.875)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.72)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:56.262481,"(13.0, 17.5, 16.875)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.72)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:57.309526,"(13.0, 17.5, 16.875)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.72)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
08-12-2022 13:26:58.389346,"(13.0, 17.5, 16.875)","(19.0, 27.0, 25.58823529411765)","(31.0, 90.0, 59.333333333333336)","(6.5, 8.4, 8.1)","(5.5, 8.8, 7.72)","(18.0, 40.0, 33.0)","(1.5, 1.63, 1.5990909090909091)"
