,Amazonian Queen,Dots Redeemer,Dr Ryker,Mad Brax,King Kaboom,Button,Mahogany Jet,Shes So Kind
11-01-2023 19:12:13.188009,"(6.0, 11.5, 11.075)","(4.4, 4.3, 4.154545454545454)","(4.6, 5.7, 5.585714285714285)","(5.0, 8.4, 7.7)","(5.5, 9.0, 8.753846153846153)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:14.349201,"(6.0, 11.5, 11.075)","(4.4, 4.3, 4.166666666666666)","(4.6, 5.7, 5.585714285714285)","(5.0, 8.6, 8.066666666666666)","(5.5, 9.0, 8.644444444444444)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 18.5)"
11-01-2023 19:12:15.447098,"(6.0, 11.5, 11.075)","(4.4, 4.3, 4.128571428571428)","(4.6, 5.7, 5.585714285714285)","(5.0, 8.4, 7.800000000000001)","(5.5, 9.0, 8.507692307692308)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:16.591840,"(6.0, 11.5, 11.075)","(4.4, 4.3, 4.128571428571428)","(4.6, 5.7, 5.585714285714285)","(5.0, 8.4, 7.800000000000001)","(5.5, 9.0, 8.507692307692308)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:17.707115,"(6.0, 11.5, 11.075)","(4.4, 4.3, 4.128571428571428)","(4.6, 5.7, 5.585714285714285)","(5.0, 8.4, 8.175)","(5.5, 9.0, 8.575)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:18.758887,"(6.0, 11.5, 11.075)","(4.4, 4.3, 4.128571428571428)","(4.6, 5.7, 5.585714285714285)","(5.0, 8.4, 8.175)","(5.5, 8.8, 8.575)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:19.874256,"(6.0, 11.5, 11.075)","(4.4, 4.3, 4.128571428571428)","(4.6, 5.7, 5.585714285714285)","(5.0, 8.4, 8.175)","(5.5, 8.8, 8.575)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:20.989020,"(6.0, 11.5, 11.075)","(4.4, 4.4, 4.36923076923077)","(4.6, 5.7, 5.4818181818181815)","(5.0, 8.4, 8.175)","(5.5, 8.8, 8.575)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:22.063273,"(6.0, 11.5, 11.075)","(4.4, 4.4, 4.385714285714286)","(4.6, 5.7, 5.4818181818181815)","(5.0, 8.4, 8.175)","(5.5, 8.8, 8.725)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:23.193665,"(6.0, 11.5, 11.075)","(4.4, 4.4, 4.385714285714286)","(4.6, 5.7, 5.4818181818181815)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.725)","(7.0, 7.6, 7.193548387096774)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:24.391183,"(6.0, 11.5, 10.715384615384616)","(4.4, 4.6, 4.59)","(4.6, 5.7, 5.4818181818181815)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.725)","(7.0, 7.6, 7.193548387096774)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:25.483295,"(6.0, 11.5, 10.715384615384616)","(4.4, 4.7, 4.568292682926829)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.725)","(7.0, 7.6, 7.193548387096774)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:26.753958,"(6.0, 11.5, 10.715384615384616)","(4.4, 4.7, 4.568292682926829)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.05)","(7.0, 7.6, 7.193548387096774)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:27.982843,"(6.0, 11.5, 10.715384615384616)","(4.4, 4.7, 4.568292682926829)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 8.175)","(5.5, 8.8, 8.05)","(7.0, 7.6, 7.2)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:29.121808,"(6.0, 11.5, 10.715384615384616)","(4.4, 4.7, 4.568292682926829)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.05)","(7.0, 7.6, 7.2)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:30.305852,"(6.0, 11.5, 10.366666666666667)","(4.4, 4.7, 4.568292682926829)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.542857142857143)","(7.0, 7.6, 7.2)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:31.486950,"(6.0, 11.5, 10.366666666666667)","(4.4, 4.7, 4.568292682926829)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 8.1)","(5.5, 8.8, 8.523076923076923)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:32.557861,"(6.0, 11.5, 10.366666666666667)","(4.4, 4.9, 4.519047619047619)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 8.1)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.222222222222222)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:33.691365,"(6.0, 11.5, 10.572727272727274)","(4.4, 4.9, 4.765384615384615)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 7.938461538461539)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.2)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:34.732930,"(6.0, 11.5, 10.572727272727274)","(4.4, 4.9, 4.765384615384615)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 7.938461538461539)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.2)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:35.736432,"(6.0, 11.5, 10.8625)","(4.4, 4.9, 4.706451612903226)","(4.6, 5.7, 5.584615384615385)","(5.0, 8.4, 8.1)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.2)","(8.5, 27.0, 26.454545454545453)","(14.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:36.781314,"(6.0, 11.5, 10.8625)","(4.2, 4.9, 4.706451612903226)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.1)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.2)","(9.0, 27.0, 26.454545454545453)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:37.810917,"(6.0, 11.5, 10.8625)","(4.2, 4.9, 4.706451612903226)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.036363636363637)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.2)","(9.0, 27.0, 26.454545454545453)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:38.855250,"(6.0, 11.5, 10.8625)","(4.2, 4.9, 4.706451612903226)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.036363636363637)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.2)","(9.0, 27.0, 26.454545454545453)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:39.924113,"(6.0, 11.5, 10.8625)","(4.2, 5.0, 4.857142857142857)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.036363636363637)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.222222222222222)","(9.0, 27.0, 26.454545454545453)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:40.978831,"(6.0, 11.5, 10.8625)","(4.2, 5.0, 4.7272727272727275)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.036363636363637)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 26.454545454545453)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:42.178798,"(6.0, 11.5, 10.8625)","(4.2, 5.0, 4.7272727272727275)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.136842105263158)","(5.5, 8.8, 8.533333333333333)","(7.0, 7.6, 7.085714285714285)","(9.0, 27.0, 26.454545454545453)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:43.223563,"(6.0, 11.5, 10.8625)","(4.2, 5.0, 4.7272727272727275)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.223529411764707)","(5.5, 8.8, 8.305882352941177)","(7.0, 7.6, 7.1)","(9.0, 27.0, 24.272727272727273)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:44.233497,"(6.0, 11.5, 10.65)","(4.2, 5.0, 4.7272727272727275)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.141935483870968)","(5.5, 8.8, 8.305882352941177)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:45.281329,"(6.0, 11.5, 10.65)","(4.2, 5.0, 4.896551724137931)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.141935483870968)","(5.5, 8.8, 8.305882352941177)","(7.0, 7.6, 7.1)","(9.0, 27.0, 24.272727272727273)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:46.509527,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.0, 4.896551724137931)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.17142857142857)","(5.5, 8.8, 8.533333333333333)","(7.0, 7.6, 7.1)","(9.0, 27.0, 24.272727272727273)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:47.676647,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.0, 4.896551724137931)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.17142857142857)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 24.272727272727273)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:48.750811,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.0, 4.896551724137931)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.17142857142857)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 24.272727272727273)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:49.797235,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.992857142857143)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.17142857142857)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:50.835799,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.966666666666667)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.03076923076923)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:51.802790,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.833333333333333)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.03076923076923)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:52.773408,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.833333333333333)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:53.731852,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.730769230769231)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:54.702659,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.730769230769231)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:55.751976,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.730769230769231)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.072727272727272)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:56.906719,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.6875)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.181818181818182)","(5.5, 8.8, 8.533333333333333)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:57.930278,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.6875)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.181818181818182)","(5.5, 8.8, 8.533333333333333)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:12:59.043547,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.6875)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.181818181818182)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:13:00.204992,"(6.0, 11.5, 10.366666666666667)","(4.2, 5.1, 4.6875)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.4, 8.181818181818182)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(15.0, 21.0, 17.944444444444443)"
11-01-2023 19:13:01.342448,"(6.5, 11.5, 10.366666666666667)","(3.9, 5.1, 4.6875)","(4.8, 5.7, 5.544827586206897)","(5.0, 8.4, 8.181818181818182)","(5.5, 8.8, 8.457142857142857)","(7.0, 7.6, 7.1)","(9.0, 27.0, 23.57142857142857)","(16.0, 21.0, 17.944444444444443)"
11-01-2023 19:13:02.467458,"(6.5, 11.5, 10.366666666666667)","(3.9, 5.1, 4.6875)","(4.8, 5.7, 5.4941176470588236)","(5.0, 8.4, 8.290909090909091)","(5.5, 8.8, 8.547368421052632)","(7.0, 7.6, 7.08421052631579)","(9.0, 27.0, 23.4)","(16.0, 21.0, 17.75)"
11-01-2023 19:13:03.513904,"(6.5, 11.5, 10.164285714285715)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.4941176470588236)","(5.0, 8.4, 8.290909090909091)","(5.5, 8.8, 8.547368421052632)","(7.0, 7.4, 7.08421052631579)","(9.0, 27.0, 22.8)","(16.0, 21.0, 16.875)"
11-01-2023 19:13:04.446334,"(6.5, 11.5, 10.263636363636364)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.4941176470588236)","(5.0, 8.6, 8.533333333333333)","(5.5, 8.2, 8.1625)","(7.0, 7.4, 7.114285714285715)","(9.0, 27.0, 23.76923076923077)","(16.0, 18.0, 17.0)"
11-01-2023 19:13:05.409070,"(6.5, 11.5, 10.263636363636364)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.4941176470588236)","(5.0, 9.0, 8.7)","(5.5, 8.2, 8.149999999999999)","(7.0, 7.2, 6.654545454545454)","(9.0, 27.0, 23.76923076923077)","(16.0, 18.0, 17.0)"
11-01-2023 19:13:06.349576,"(6.5, 11.5, 10.11875)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.4941176470588236)","(5.0, 9.0, 8.7)","(5.5, 8.2, 8.114285714285714)","(7.0, 7.2, 6.642857142857142)","(9.0, 27.0, 25.615384615384617)","(16.0, 18.0, 17.0)"
11-01-2023 19:13:07.452547,"(6.5, 11.5, 10.186363636363637)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.4941176470588236)","(5.0, 9.0, 8.435294117647059)","(5.5, 8.2, 8.17142857142857)","(7.0, 7.2, 6.627272727272727)","(9.0, 28.0, 24.333333333333332)","(16.0, 18.0, 16.615384615384617)"
11-01-2023 19:13:08.531418,"(6.5, 11.5, 10.65)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.4941176470588236)","(5.0, 8.8, 8.338461538461539)","(5.5, 9.0, 8.415384615384616)","(7.0, 7.2, 6.627272727272727)","(9.0, 27.0, 24.529411764705884)","(16.0, 18.0, 18.666666666666668)"
11-01-2023 19:13:09.652620,"(6.5, 11.5, 10.366666666666667)","(3.9, 5.0, 4.857142857142857)","(4.8, 5.7, 5.4941176470588236)","(5.0, 8.8, 8.685714285714287)","(5.5, 8.8, 8.273684210526316)","(7.0, 7.2, 6.640000000000001)","(9.0, 27.0, 24.529411764705884)","(16.0, 20.0, 18.0)"
11-01-2023 19:13:10.703090,"(6.5, 11.5, 10.263636363636364)","(3.9, 5.0, 4.8)","(4.8, 5.7, 5.4941176470588236)","(5.0, 8.8, 8.622222222222224)","(5.5, 8.8, 7.733333333333333)","(7.0, 7.2, 6.8769230769230765)","(9.0, 27.0, 25.615384615384617)","(16.0, 19.5, 17.0)"
11-01-2023 19:13:11.812946,"(6.5, 11.5, 10.11875)","(3.9, 5.0, 4.827586206896552)","(4.8, 5.7, 5.4941176470588236)","(5.0, 8.8, 8.622222222222224)","(5.5, 8.4, 7.75)","(7.0, 7.2, 6.8769230769230765)","(9.0, 27.0, 24.529411764705884)","(16.0, 19.5, 16.65)"
11-01-2023 19:13:12.900284,"(6.5, 11.5, 10.11875)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.4941176470588236)","(5.0, 8.8, 8.622222222222224)","(5.5, 8.4, 7.75)","(7.0, 7.2, 6.8769230769230765)","(9.0, 27.0, 21.333333333333332)","(16.0, 18.0, 16.8)"
11-01-2023 19:13:13.991970,"(6.5, 11.5, 10.4375)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.4941176470588236)","(5.0, 8.8, 8.685714285714287)","(5.5, 8.2, 7.666666666666667)","(7.0, 7.2, 6.8769230769230765)","(9.0, 26.0, 21.0)","(16.0, 18.0, 16.8)"
11-01-2023 19:13:15.046947,"(6.5, 11.5, 10.192307692307693)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.52258064516129)","(5.0, 8.8, 8.622222222222224)","(5.5, 8.0, 7.466666666666667)","(7.0, 7.2, 6.8769230769230765)","(9.0, 25.0, 21.5)","(16.0, 18.0, 16.8)"
11-01-2023 19:13:16.350792,"(6.5, 11.5, 10.366666666666667)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.6347826086956525)","(5.0, 8.8, 8.363636363636363)","(5.5, 8.0, 7.466666666666667)","(7.0, 7.2, 6.8769230769230765)","(9.0, 24.0, 20.875)","(16.0, 18.0, 16.8)"
11-01-2023 19:13:17.730159,"(6.5, 11.5, 10.366666666666667)","(3.9, 4.7, 4.777777777777778)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.8, 8.533333333333333)","(5.5, 8.0, 7.875)","(7.0, 7.2, 6.7153846153846155)","(9.0, 24.0, 20.875)","(16.0, 21.0, 19.875)"
11-01-2023 19:13:18.773799,"(6.5, 11.5, 10.366666666666667)","(3.9, 5.0, 4.777777777777778)","(4.8, 5.7, 5.584615384615385)","(5.0, 8.8, 8.533333333333333)","(5.5, 8.0, 7.875)","(7.0, 7.2, 6.7153846153846155)","(9.0, 24.0, 20.875)","(16.0, 21.0, 18.954545454545453)"
11-01-2023 19:13:19.819537,"(6.5, 11.5, 10.366666666666667)","(3.9, 5.0, 4.777777777777778)","(4.8, 5.7, 5.52258064516129)","(5.0, 8.8, 8.628571428571428)","(5.5, 8.0, 7.875)","(7.0, 7.2, 6.730434782608695)","(9.0, 24.0, 20.875)","(16.0, 21.0, 18.0)"
11-01-2023 19:13:20.977821,"(6.5, 11.5, 10.65)","(3.9, 4.7, 4.65)","(4.8, 5.7, 5.464285714285714)","(5.0, 8.8, 7.9230769230769225)","(5.5, 8.0, 7.538461538461538)","(7.0, 7.2, 6.730434782608695)","(9.0, 24.0, 20.875)","(16.0, 18.5, 17.558823529411764)"
11-01-2023 19:13:22.396344,"(6.5, 11.5, 10.366666666666667)","(3.9, 4.7, 4.65)","(4.8, 5.8, 5.470588235294118)","(5.0, 8.2, 7.942857142857142)","(5.5, 8.0, 7.571428571428571)","(7.0, 7.2, 6.730434782608695)","(9.0, 24.0, 20.875)","(16.0, 18.5, 17.558823529411764)"
11-01-2023 19:13:23.456606,"(6.5, 11.5, 10.75)","(3.9, 4.7, 4.65)","(4.8, 5.8, 5.470588235294118)","(5.5, 8.2, 7.8)","(5.5, 8.0, 7.333333333333333)","(6.5, 7.2, 6.720000000000001)","(9.0, 24.0, 20.875)","(16.0, 18.5, 17.9)"
11-01-2023 19:13:24.609651,"(6.5, 11.5, 11.0)","(3.9, 4.7, 4.6)","(4.8, 5.8, 5.674193548387097)","(5.5, 8.2, 8.049999999999999)","(5.5, 8.0, 7.75)","(6.5, 7.2, 6.730434782608695)","(9.0, 24.0, 20.875)","(16.0, 18.5, 17.433333333333334)"
11-01-2023 19:13:25.768624,"(6.5, 11.5, 10.785714285714286)","(3.9, 4.7, 4.62)","(4.8, 5.9, 5.695454545454546)","(5.5, 8.2, 8.049999999999999)","(5.5, 8.0, 7.75)","(6.5, 7.2, 6.6909090909090905)","(9.0, 24.0, 20.153846153846153)","(16.0, 18.5, 17.323529411764707)"
11-01-2023 19:13:26.921187,"(6.5, 11.5, 10.7)","(3.9, 4.7, 4.62)","(4.8, 5.9, 5.7250000000000005)","(5.5, 8.2, 8.075862068965517)","(5.5, 8.0, 7.75)","(6.5, 7.2, 6.6909090909090905)","(9.0, 24.0, 20.153846153846153)","(16.0, 18.5, 17.323529411764707)"
11-01-2023 19:13:28.034064,"(6.5, 11.5, 10.7)","(3.9, 4.7, 4.62)","(4.8, 5.9, 5.7250000000000005)","(5.5, 8.2, 8.075862068965517)","(5.5, 8.0, 7.75)","(6.5, 7.2, 6.6909090909090905)","(9.0, 24.0, 20.0)","(16.0, 18.5, 17.323529411764707)"
11-01-2023 19:13:29.129936,"(6.5, 11.5, 10.9)","(3.9, 4.7, 4.62)","(4.8, 5.9, 5.7250000000000005)","(5.5, 8.2, 8.4)","(5.5, 8.0, 7.75)","(6.5, 7.2, 6.6909090909090905)","(9.0, 24.0, 19.3)","(16.0, 18.5, 16.966666666666665)"
11-01-2023 19:13:30.240124,"(6.5, 11.5, 10.7)","(3.9, 4.6, 4.590909090909091)","(4.8, 5.9, 5.69375)","(5.5, 9.0, 8.55)","(5.5, 8.0, 7.714285714285714)","(6.5, 7.2, 6.6909090909090905)","(9.0, 22.0, 19.352941176470587)","(16.0, 17.5, 17.2)"
11-01-2023 19:13:31.372502,"(6.5, 11.5, 10.9)","(3.9, 4.7, 4.590909090909091)","(4.8, 5.9, 5.69375)","(5.5, 8.8, 8.55)","(5.5, 8.0, 7.714285714285714)","(6.5, 7.2, 6.713725490196079)","(9.0, 22.0, 19.63157894736842)","(16.0, 17.5, 17.2)"
11-01-2023 19:13:32.455140,"(6.5, 11.5, 10.9)","(3.9, 4.7, 4.590909090909091)","(4.8, 5.9, 5.69375)","(5.5, 8.8, 8.533333333333333)","(5.5, 8.0, 7.714285714285714)","(6.5, 7.2, 6.702222222222223)","(9.0, 22.0, 19.63157894736842)","(16.0, 17.5, 16.966666666666665)"
11-01-2023 19:13:33.489308,"(6.5, 11.5, 11.1)","(3.9, 4.7, 4.625)","(4.8, 5.9, 5.69375)","(5.5, 8.8, 8.533333333333333)","(5.5, 8.0, 7.714285714285714)","(6.5, 7.2, 6.702222222222223)","(9.0, 22.0, 19.5)","(16.0, 17.5, 17.125)"
11-01-2023 19:13:34.519282,"(6.5, 11.5, 11.3)","(3.9, 4.7, 4.590909090909091)","(4.8, 5.9, 5.69375)","(5.5, 8.8, 8.666666666666668)","(5.5, 8.0, 7.714285714285714)","(6.5, 7.2, 6.702222222222223)","(9.0, 22.0, 19.65625)","(16.0, 17.5, 17.0)"
11-01-2023 19:13:35.574906,"(6.5, 11.5, 11.1)","(3.9, 4.7, 4.625)","(4.8, 5.9, 5.733333333333333)","(5.5, 8.8, 8.651851851851852)","(5.5, 8.0, 7.714285714285714)","(6.5, 7.2, 6.702222222222223)","(9.0, 22.0, 19.321428571428573)","(16.0, 18.5, 17.0)"
11-01-2023 19:13:36.630006,"(6.5, 11.5, 11.3)","(3.9, 4.7, 4.590909090909091)","(4.8, 5.9, 5.733333333333333)","(5.5, 8.8, 8.025490196078431)","(5.5, 8.0, 7.333333333333333)","(6.5, 7.2, 6.5473684210526315)","(9.0, 22.0, 19.321428571428573)","(16.0, 18.5, 17.125)"
11-01-2023 19:13:37.741930,"(6.5, 11.5, 11.1)","(3.9, 4.6, 4.566666666666666)","(4.8, 5.9, 5.670588235294117)","(5.5, 8.8, 8.2075)","(5.5, 8.0, 7.333333333333333)","(6.5, 7.2, 6.448484848484849)","(9.0, 22.0, 19.29032258064516)","(16.0, 17.5, 16.884615384615383)"
11-01-2023 19:13:38.905711,"(6.5, 11.5, 11.3)","(3.9, 4.7, 4.629411764705883)","(4.8, 5.9, 5.670588235294117)","(5.5, 8.8, 8.2075)","(5.5, 8.0, 7.333333333333333)","(6.5, 7.2, 6.5473684210526315)","(9.0, 22.0, 19.29032258064516)","(16.0, 17.5, 16.884615384615383)"
11-01-2023 19:13:39.984650,"(6.5, 11.5, 11.3)","(3.9, 4.7, 4.6454545454545455)","(4.8, 5.9, 5.670588235294117)","(5.5, 8.8, 8.2075)","(5.5, 8.0, 7.333333333333333)","(6.5, 7.2, 6.5473684210526315)","(9.0, 22.0, 19.6)","(16.0, 17.5, 17.125)"
11-01-2023 19:13:41.112970,"(6.5, 11.5, 11.1)","(3.9, 4.7, 4.6454545454545455)","(4.8, 5.9, 5.8)","(5.5, 8.8, 8.444943820224719)","(5.5, 8.0, 7.333333333333333)","(6.5, 7.2, 6.5473684210526315)","(9.0, 22.0, 19.6)","(16.0, 17.5, 16.9)"
11-01-2023 19:13:42.153916,"(6.5, 11.5, 11.3)","(3.9, 4.7, 4.6454545454545455)","(4.8, 5.9, 5.8)","(5.5, 8.8, 8.444943820224719)","(5.5, 8.0, 7.333333333333333)","(6.5, 7.2, 6.5473684210526315)","(9.0, 22.0, 19.6)","(16.0, 17.5, 16.61764705882353)"
