,Lightning Luna,Drive The Jack,Gable,Burning Fee,Bailey The Rock,Woodside Bella
11-01-2023 11:12:49.688369,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.55, 2.8388235294117647)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:50.613374,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.55, 2.810625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:51.584854,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.810625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:52.485091,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.810625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:53.485444,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.808235294117647)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:54.383244,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.808235294117647)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:55.330406,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.778125)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:56.230505,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.55, 2.778125)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:57.153787,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.55, 2.778125)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:58.136424,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.9239130434782608)","(2.5, 3.55, 2.745625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:12:59.078997,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.9239130434782608)","(2.5, 3.55, 2.745625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:00.111615,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.9239130434782608)","(2.5, 3.55, 2.778125)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:01.069734,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.9239130434782608)","(2.5, 3.55, 2.778125)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:02.004295,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.9239130434782608)","(2.5, 3.55, 2.778125)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:02.886576,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.9239130434782608)","(2.5, 3.55, 2.745625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:03.735374,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.95625)","(2.5, 3.55, 2.808235294117647)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:04.700597,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.55, 2.761875)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:05.662103,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.55, 2.778125)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:06.607281,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.55, 2.778125)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:07.550933,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.233333333333333)","(2.5, 3.55, 2.778125)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:08.457192,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.95625)","(2.5, 3.55, 2.745625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:09.379852,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:10.310380,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:11.273737,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.95625)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:12.242957,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:13.156543,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:14.050102,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:14.952869,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:15.838502,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:16.738452,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:17.675948,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:18.652538,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:19.603031,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:20.601329,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:21.544056,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:22.451424,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:23.318231,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:24.214274,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:25.213464,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.446551724137931)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:26.110915,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.311111111111111)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:27.049292,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.04375)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:27.946983,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.04375)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:28.790885,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.04375)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:29.717653,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.196)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:30.682962,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.13125)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:31.672173,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.13125)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:32.679300,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.13125)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:33.648410,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:34.590123,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:35.546105,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:36.444388,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:37.318751,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:38.240483,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:39.173327,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:40.150548,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:41.173726,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:42.156345,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:43.100715,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:13:44.038046,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.95625)","(2.5, 3.55, 2.9371428571428573)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.285714285714285)"
11-01-2023 11:13:44.941472,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.95625)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:45.853280,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.65)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:46.814682,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.65)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:47.802932,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.65)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:48.835857,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 4.233333333333333)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:49.803137,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.95625)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:50.776451,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.65)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:51.648145,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.65)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:52.529141,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 4.233333333333333)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:53.465659,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.8782608695652177)","(2.5, 3.5, 2.901818181818182)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:54.441126,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.8782608695652177)","(2.5, 3.5, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:55.442047,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.8782608695652177)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:56.492135,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.8782608695652177)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:57.460214,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 4.04375)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:58.408165,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 4.04375)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:13:59.283317,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 4.04375)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:14:00.201059,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.65)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:14:01.151094,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.65)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:14:02.096959,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.95625)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:14:03.081198,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.95625)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:14:04.007925,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 3.95625)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:14:04.920897,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 4.112)","(2.5, 3.4, 2.8654545454545453)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:14:05.769684,"(5.0, 8.6, 6.9)","(3.9, 5.6, 4.359090909090909)","(3.5, 6.8, 4.04375)","(2.5, 3.4, 2.776774193548387)","(31.0, 170.0, 80.0)","(8.5, 15.0, 13.285714285714285)"
11-01-2023 11:14:06.640192,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.4, 2.98)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:07.644098,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.154)","(2.5, 3.4, 2.8836363636363638)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:08.679811,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0875)","(2.5, 3.45, 2.8836363636363638)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:09.646213,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0875)","(2.5, 3.45, 2.8836363636363638)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:10.600203,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0875)","(2.5, 3.45, 2.8836363636363638)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:11.535463,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.45, 2.8836363636363638)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:12.466102,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.65)","(2.5, 3.45, 2.8836363636363638)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:13.383430,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.45, 2.8836363636363638)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:14.301296,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.45, 2.75)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:15.205331,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.45, 2.75)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:16.162272,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.134615384615385)","(2.5, 3.45, 2.75)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:17.063629,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.07)","(2.5, 3.55, 2.8388235294117647)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:17.933770,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.810625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:18.873437,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.810625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:19.785269,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.95625)","(2.5, 3.55, 2.810625)","(31.0, 170.0, 80.0)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:20.717957,"(5.0, 8.8, 7.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.0)","(2.5, 3.55, 2.745625)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 13.642857142857142)"
11-01-2023 11:14:21.684554,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.482758620689655)","(2.5, 3.55, 2.810625)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
11-01-2023 11:14:22.642131,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 4.482758620689655)","(2.5, 3.55, 2.8541176470588234)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
11-01-2023 11:14:23.579465,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.793181818181818)","(2.5, 3.55, 2.7929411764705883)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
11-01-2023 11:14:24.522246,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.793181818181818)","(2.5, 3.55, 2.7929411764705883)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
11-01-2023 11:14:25.428991,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.793181818181818)","(2.5, 3.55, 2.808235294117647)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
11-01-2023 11:14:26.322734,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.793181818181818)","(2.5, 3.55, 2.7786666666666666)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
11-01-2023 11:14:27.249899,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.793181818181818)","(2.5, 3.55, 2.734166666666667)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
11-01-2023 11:14:28.160479,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.793181818181818)","(2.5, 3.55, 2.734166666666667)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
11-01-2023 11:14:29.051818,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.793181818181818)","(2.5, 3.55, 2.734166666666667)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
11-01-2023 11:14:29.970520,"(5.0, 8.8, 6.0)","(3.9, 5.7, 4.3954545454545455)","(3.5, 6.8, 3.793181818181818)","(2.5, 3.55, 2.734166666666667)","(31.0, 170.0, 50.83333333333333)","(8.5, 15.5, 11.299999999999999)"
