,Cashed Up Johnny,Dixie Dutton,Book Of Love,Precious Layla,High Range,Four Barrys,Salem Sweetheart,Cool Red
08-01-2023 17:06:51.887151,"(1.95, 2.04, 1.9849999999999999)","(8.0, 13.5, 12.423076923076923)","(14.0, 18.0, 15.904761904761905)","(3.0, 8.2, 7.3428571428571425)","(21.0, 34.0, 30.5)","(7.5, 10.5, 9.942857142857143)","(41.0, 65.0, 51.85714285714286)","(18.0, 23.0, 20.38095238095238)"
08-01-2023 17:06:53.178947,"(1.95, 2.04, 1.9849999999999999)","(8.0, 13.5, 12.423076923076923)","(14.0, 18.0, 15.904761904761905)","(3.0, 8.2, 7.290909090909091)","(21.0, 34.0, 30.5)","(7.5, 10.5, 9.942857142857143)","(41.0, 65.0, 51.85714285714286)","(18.0, 23.0, 20.38095238095238)"
08-01-2023 17:06:54.452108,"(1.95, 2.04, 1.976842105263158)","(8.0, 13.5, 12.423076923076923)","(14.0, 18.0, 15.904761904761905)","(3.0, 8.2, 7.290909090909091)","(21.0, 34.0, 30.5)","(7.5, 10.5, 9.942857142857143)","(41.0, 65.0, 51.85714285714286)","(18.0, 23.0, 20.38095238095238)"
08-01-2023 17:06:55.752146,"(1.95, 2.04, 1.976842105263158)","(8.0, 13.5, 12.423076923076923)","(14.0, 18.0, 15.904761904761905)","(3.0, 8.2, 7.290909090909091)","(21.0, 34.0, 30.5)","(7.5, 10.5, 9.942857142857143)","(41.0, 65.0, 51.85714285714286)","(18.0, 23.0, 20.38095238095238)"
08-01-2023 17:06:56.988434,"(1.95, 2.04, 1.976842105263158)","(8.0, 13.5, 12.423076923076923)","(14.0, 18.0, 15.904761904761905)","(3.0, 8.2, 7.290909090909091)","(21.0, 34.0, 30.5)","(7.5, 10.5, 9.942857142857143)","(41.0, 65.0, 51.85714285714286)","(18.0, 23.0, 20.38095238095238)"
08-01-2023 17:06:58.172949,"(1.95, 2.04, 1.976842105263158)","(8.0, 13.5, 12.423076923076923)","(14.0, 18.0, 15.904761904761905)","(3.0, 8.2, 7.290909090909091)","(21.0, 34.0, 30.5)","(7.5, 10.5, 9.942857142857143)","(41.0, 65.0, 51.85714285714286)","(18.0, 23.0, 20.38095238095238)"
08-01-2023 17:06:59.336523,"(1.95, 2.04, 1.976842105263158)","(8.0, 13.5, 12.423076923076923)","(14.0, 18.0, 15.904761904761905)","(3.0, 8.2, 7.290909090909091)","(21.0, 34.0, 30.5)","(7.5, 10.5, 9.942857142857143)","(41.0, 65.0, 51.85714285714286)","(18.0, 23.0, 20.38095238095238)"
08-01-2023 17:07:00.561024,"(1.95, 2.06, 2.033333333333333)","(8.0, 13.5, 12.423076923076923)","(14.0, 18.0, 15.904761904761905)","(3.0, 8.2, 7.290909090909091)","(21.0, 34.0, 30.5)","(7.5, 10.5, 9.942857142857143)","(41.0, 65.0, 51.85714285714286)","(18.0, 23.0, 20.38095238095238)"
08-01-2023 17:07:01.776905,"(1.95, 2.06, 2.0346153846153845)","(8.0, 13.5, 12.423076923076923)","(14.0, 18.0, 15.904761904761905)","(3.0, 8.2, 7.290909090909091)","(21.0, 34.0, 30.5)","(7.5, 10.5, 10.2)","(41.0, 65.0, 55.5)","(18.0, 23.0, 19.857142857142858)"
08-01-2023 17:07:02.978607,"(1.95, 2.06, 2.011111111111111)","(8.0, 13.5, 11.9)","(14.0, 17.5, 15.842105263157894)","(3.0, 8.2, 7.819047619047619)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 10.2)","(41.0, 60.0, 55.5)","(18.0, 23.0, 19.857142857142858)"
08-01-2023 17:07:04.161256,"(1.95, 2.02, 1.9966666666666666)","(8.0, 13.5, 12.794117647058824)","(14.0, 17.5, 15.842105263157894)","(3.0, 8.2, 7.819047619047619)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 9.942857142857143)","(41.0, 60.0, 55.5)","(18.0, 23.0, 20.684210526315788)"
08-01-2023 17:07:05.300376,"(1.95, 2.02, 1.9911764705882353)","(8.0, 13.5, 11.357142857142858)","(14.0, 17.5, 16.5)","(3.0, 8.2, 7.699999999999999)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 9.942857142857143)","(41.0, 60.0, 48.75)","(18.0, 23.0, 19.857142857142858)"
08-01-2023 17:07:06.485389,"(1.95, 2.02, 1.9818181818181817)","(8.0, 13.5, 11.227272727272727)","(14.0, 17.5, 15.458333333333334)","(3.0, 8.2, 7.699999999999999)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 10.175)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 19.857142857142858)"
08-01-2023 17:07:07.691772,"(1.95, 2.02, 1.9818181818181817)","(8.0, 13.5, 11.357142857142858)","(14.0, 17.0, 15.363636363636363)","(3.0, 8.2, 7.8999999999999995)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 10.175)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 20.25)"
08-01-2023 17:07:08.937982,"(1.95, 2.02, 1.9911764705882353)","(8.0, 13.5, 11.625)","(14.0, 17.0, 15.153846153846153)","(3.0, 8.2, 7.8999999999999995)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 10.175)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 19.7)"
08-01-2023 17:07:10.089794,"(1.95, 2.02, 1.9966666666666666)","(8.0, 13.5, 11.625)","(14.0, 17.0, 15.153846153846153)","(3.0, 8.2, 7.8999999999999995)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 10.175)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 19.7)"
08-01-2023 17:07:11.499269,"(1.95, 2.04, 2.025)","(8.0, 13.5, 11.625)","(14.0, 17.0, 15.153846153846153)","(3.0, 8.2, 7.644444444444445)","(21.0, 34.0, 29.45)","(7.5, 10.5, 9.942857142857143)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 20.958333333333332)"
08-01-2023 17:07:12.860166,"(1.95, 2.0, 1.9833333333333334)","(8.0, 13.5, 12.441176470588236)","(14.0, 17.0, 15.153846153846153)","(3.0, 7.8, 7.644444444444445)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 9.942857142857143)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 20.9)"
08-01-2023 17:07:14.237673,"(1.95, 2.0, 1.9833333333333334)","(8.0, 13.5, 12.441176470588236)","(14.0, 17.0, 15.153846153846153)","(3.0, 7.8, 7.644444444444445)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 9.942857142857143)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 21.6)"
08-01-2023 17:07:16.270880,"(1.95, 2.0, 1.972222222222222)","(8.0, 13.5, 12.552631578947368)","(14.0, 17.0, 15.153846153846153)","(3.0, 7.8, 7.644444444444445)","(21.0, 34.0, 31.083333333333336)","(7.5, 10.5, 10.175)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 20.9)"
08-01-2023 17:07:18.188822,"(1.95, 2.0, 1.96625)","(8.0, 13.5, 12.115384615384615)","(14.0, 17.0, 15.153846153846153)","(3.0, 7.8, 7.3)","(21.0, 34.0, 31.8125)","(7.5, 10.5, 9.942857142857143)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 21.6)"
08-01-2023 17:07:19.451254,"(1.95, 2.08, 1.96625)","(8.0, 13.5, 12.115384615384615)","(14.0, 17.0, 15.153846153846153)","(3.0, 7.8, 7.658823529411764)","(21.0, 34.0, 31.8125)","(7.5, 10.5, 9.942857142857143)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 21.25)"
08-01-2023 17:07:20.808769,"(1.95, 2.08, 1.9952173913043478)","(8.0, 13.5, 12.794117647058824)","(14.0, 17.0, 15.153846153846153)","(3.0, 7.8, 7.658823529411764)","(21.0, 34.0, 31.8125)","(7.5, 10.5, 9.942857142857143)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 20.666666666666668)"
08-01-2023 17:07:22.147161,"(1.95, 2.02, 1.981111111111111)","(8.0, 13.5, 12.794117647058824)","(14.0, 17.0, 15.153846153846153)","(3.0, 7.8, 7.658823529411764)","(21.0, 34.0, 31.8125)","(7.5, 10.5, 9.93125)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 20.666666666666668)"
08-01-2023 17:07:23.459223,"(1.95, 2.02, 1.981111111111111)","(8.0, 13.5, 12.685185185185185)","(14.0, 17.0, 14.961538461538462)","(3.0, 7.8, 7.658823529411764)","(21.0, 34.0, 31.8125)","(7.5, 10.5, 9.93125)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 21.055555555555557)"
08-01-2023 17:07:24.753619,"(1.95, 2.02, 1.995)","(8.0, 13.5, 12.685185185185185)","(14.0, 16.5, 14.4)","(3.0, 7.8, 7.68235294117647)","(21.0, 34.0, 29.61904761904762)","(7.5, 10.5, 9.447619047619048)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 21.47826086956522)"
08-01-2023 17:07:26.022269,"(1.95, 2.02, 2.005714285714286)","(8.0, 13.5, 12.685185185185185)","(14.0, 16.5, 14.4)","(3.0, 7.8, 7.742857142857143)","(21.0, 32.0, 29.61904761904762)","(7.5, 10.5, 9.447619047619048)","(41.0, 60.0, 46.90909090909091)","(18.0, 23.0, 20.2)"
08-01-2023 17:07:27.296440,"(1.9, 2.02, 2.005714285714286)","(8.0, 13.5, 12.125)","(13.0, 16.5, 14.4)","(3.5, 7.8, 7.742857142857143)","(21.0, 32.0, 28.875)","(7.5, 10.5, 9.92)","(41.0, 60.0, 46.90909090909091)","(17.0, 23.0, 20.2)"
08-01-2023 17:07:28.530241,"(1.9, 2.06, 2.048888888888889)","(8.0, 13.5, 12.125)","(13.0, 16.5, 14.4)","(3.5, 7.8, 7.742857142857143)","(21.0, 32.0, 28.57894736842105)","(7.5, 10.0, 9.84)","(41.0, 60.0, 46.90909090909091)","(17.0, 23.0, 21.133333333333333)"
08-01-2023 17:07:29.766463,"(1.9, 2.02, 1.9985714285714287)","(8.0, 13.5, 12.685185185185185)","(13.0, 16.5, 14.4)","(3.5, 7.8, 7.742857142857143)","(21.0, 32.0, 28.57894736842105)","(7.5, 10.0, 9.84)","(41.0, 60.0, 46.90909090909091)","(17.0, 23.0, 21.666666666666668)"
08-01-2023 17:07:31.013605,"(1.9, 2.02, 1.9985714285714287)","(8.0, 13.5, 12.685185185185185)","(13.0, 16.5, 14.4)","(3.5, 7.8, 7.742857142857143)","(21.0, 32.0, 28.57894736842105)","(7.5, 10.0, 9.92)","(41.0, 60.0, 46.90909090909091)","(17.0, 23.0, 21.666666666666668)"
08-01-2023 17:07:32.287129,"(1.9, 2.02, 1.9884210526315789)","(8.0, 13.5, 12.685185185185185)","(13.0, 16.5, 14.4)","(3.5, 7.8, 7.731034482758621)","(21.0, 32.0, 28.57894736842105)","(7.5, 10.0, 9.84)","(41.0, 60.0, 46.90909090909091)","(17.0, 23.0, 21.666666666666668)"
08-01-2023 17:07:33.564667,"(1.9, 2.02, 1.9993103448275862)","(8.0, 13.5, 12.685185185185185)","(13.0, 16.5, 14.4)","(3.5, 7.8, 7.731034482758621)","(21.0, 32.0, 28.57894736842105)","(7.5, 10.0, 9.559999999999999)","(41.0, 60.0, 46.90909090909091)","(17.0, 23.0, 21.666666666666668)"
08-01-2023 17:07:34.728779,"(1.9, 2.02, 2.0075)","(8.0, 13.5, 12.685185185185185)","(13.0, 16.5, 14.4)","(3.5, 7.8, 7.731034482758621)","(21.0, 32.0, 28.57894736842105)","(7.5, 10.0, 9.413333333333332)","(41.0, 60.0, 46.90909090909091)","(17.0, 23.0, 21.6)"
08-01-2023 17:07:35.948285,"(1.9, 2.06, 2.0446153846153847)","(8.0, 13.5, 12.125)","(13.0, 16.5, 14.4)","(3.5, 7.8, 7.731034482758621)","(21.0, 32.0, 28.57894736842105)","(7.5, 10.0, 9.559999999999999)","(41.0, 60.0, 47.4)","(17.0, 23.0, 21.6)"
08-01-2023 17:07:37.065698,"(1.9, 2.06, 2.0504761904761906)","(8.0, 13.5, 12.125)","(13.0, 16.5, 14.333333333333334)","(3.5, 7.8, 7.622222222222222)","(21.0, 32.0, 28.428571428571427)","(7.5, 10.0, 9.399999999999999)","(41.0, 60.0, 47.4)","(17.0, 23.0, 21.666666666666668)"
08-01-2023 17:07:38.175056,"(1.9, 2.02, 2.005714285714286)","(8.0, 13.5, 12.706896551724139)","(13.0, 16.5, 14.333333333333334)","(3.5, 7.8, 7.742857142857143)","(21.0, 32.0, 28.428571428571427)","(7.5, 10.0, 9.542857142857143)","(41.0, 60.0, 47.4)","(17.0, 23.0, 21.666666666666668)"
08-01-2023 17:07:39.278295,"(1.9, 2.02, 2.005714285714286)","(8.0, 13.5, 12.706896551724139)","(13.0, 16.5, 14.333333333333334)","(3.5, 7.8, 7.742857142857143)","(21.0, 32.0, 30.2)","(7.5, 10.0, 9.542857142857143)","(41.0, 60.0, 47.4)","(17.0, 23.0, 21.666666666666668)"
08-01-2023 17:07:40.426072,"(1.9, 2.02, 1.9884210526315789)","(8.0, 13.5, 12.706896551724139)","(13.0, 16.5, 14.333333333333334)","(3.5, 7.8, 7.742857142857143)","(21.0, 32.0, 30.2)","(7.5, 10.0, 9.542857142857143)","(41.0, 60.0, 47.4)","(17.0, 23.0, 21.666666666666668)"
08-01-2023 17:07:41.530390,"(1.9, 2.02, 1.9985714285714287)","(8.0, 13.5, 12.706896551724139)","(13.0, 16.5, 14.333333333333334)","(3.5, 7.8, 7.167741935483871)","(21.0, 32.0, 28.428571428571427)","(7.5, 10.0, 9.542857142857143)","(41.0, 60.0, 51.0)","(17.0, 23.0, 21.558823529411764)"
08-01-2023 17:07:42.683771,"(1.9, 2.02, 1.9985714285714287)","(8.0, 13.5, 12.706896551724139)","(13.0, 16.5, 14.333333333333334)","(3.5, 7.2, 7.161538461538462)","(21.0, 32.0, 28.428571428571427)","(7.5, 10.0, 9.542857142857143)","(41.0, 60.0, 51.0)","(17.0, 23.0, 21.558823529411764)"
08-01-2023 17:07:43.828265,"(1.9, 2.02, 1.9985714285714287)","(8.0, 13.5, 12.12)","(13.0, 16.5, 14.333333333333334)","(3.5, 7.2, 7.5249999999999995)","(21.0, 32.0, 28.428571428571427)","(7.5, 10.0, 9.542857142857143)","(41.0, 60.0, 51.0)","(17.0, 23.0, 21.558823529411764)"
08-01-2023 17:07:44.991614,"(1.9, 2.04, 2.0254545454545454)","(8.0, 13.5, 12.12)","(13.0, 16.5, 14.3125)","(3.5, 7.6, 7.4875)","(21.0, 32.0, 27.833333333333332)","(7.5, 10.0, 9.542857142857143)","(41.0, 60.0, 51.0)","(17.0, 23.0, 21.558823529411764)"
08-01-2023 17:07:46.119747,"(1.9, 2.06, 2.0242857142857145)","(8.0, 13.5, 12.0625)","(13.0, 16.5, 14.3125)","(3.5, 7.6, 7.618181818181818)","(21.0, 32.0, 27.58823529411765)","(7.5, 10.0, 9.542857142857143)","(41.0, 60.0, 51.0)","(17.0, 23.0, 21.09090909090909)"
08-01-2023 17:07:47.227589,"(1.9, 2.0, 1.95)","(8.0, 13.5, 12.678571428571429)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.618181818181818)","(21.0, 32.0, 27.58823529411765)","(7.5, 10.0, 9.399999999999999)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.22222222222222)"
08-01-2023 17:07:48.337103,"(1.9, 2.0, 1.95)","(8.0, 13.5, 13.020833333333334)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.618181818181818)","(21.0, 32.0, 30.2)","(7.5, 10.0, 9.418181818181818)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.22222222222222)"
08-01-2023 17:07:49.421627,"(1.9, 2.0, 1.9454545454545453)","(8.0, 13.5, 13.020833333333334)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.618181818181818)","(21.0, 32.0, 30.2)","(7.5, 9.8, 9.5375)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.22222222222222)"
08-01-2023 17:07:50.498674,"(1.9, 2.0, 1.9272727272727272)","(8.0, 13.5, 13.020833333333334)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.618181818181818)","(21.0, 32.0, 30.2)","(7.5, 9.8, 9.418181818181818)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.22222222222222)"
08-01-2023 17:07:51.637545,"(1.9, 1.99, 1.95)","(8.0, 13.5, 13.020833333333334)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.7555555555555555)","(21.0, 32.0, 30.2)","(7.5, 9.8, 9.5375)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.22222222222222)"
08-01-2023 17:07:52.707689,"(1.9, 1.99, 1.95)","(8.0, 13.5, 13.020833333333334)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.7555555555555555)","(21.0, 32.0, 30.2)","(7.5, 9.8, 9.6)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.22222222222222)"
08-01-2023 17:07:53.756448,"(1.9, 1.99, 1.95)","(8.0, 13.5, 13.020833333333334)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.7555555555555555)","(21.0, 32.0, 30.2)","(7.5, 9.8, 9.492307692307692)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.22222222222222)"
08-01-2023 17:07:54.814305,"(1.9, 1.97, 1.92)","(8.0, 13.5, 13.116666666666667)","(13.0, 16.5, 15.0625)","(3.5, 7.8, 7.7555555555555555)","(21.0, 32.0, 30.2)","(7.5, 9.8, 9.577777777777778)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:07:55.800777,"(1.9, 1.96, 1.9183333333333332)","(8.0, 13.5, 13.120689655172415)","(13.0, 16.5, 15.051724137931034)","(3.5, 7.8, 7.7555555555555555)","(21.0, 32.0, 30.2)","(7.5, 9.8, 9.48421052631579)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:07:56.778540,"(1.9, 2.04, 1.916341463414634)","(8.0, 13.5, 12.0625)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.75)","(21.0, 32.0, 30.2)","(7.5, 9.8, 9.371428571428572)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:07:57.843441,"(1.9, 2.04, 1.916341463414634)","(8.0, 13.5, 11.857142857142858)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.75)","(21.0, 32.0, 30.2)","(7.5, 9.8, 9.48421052631579)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:07:58.891626,"(1.9, 2.08, 1.954736842105263)","(8.0, 13.0, 12.142857142857142)","(13.0, 16.5, 14.3125)","(3.5, 7.8, 7.75)","(21.0, 32.0, 28.428571428571427)","(7.5, 9.8, 9.48421052631579)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:07:59.908885,"(1.9, 2.06, 1.9494736842105262)","(8.0, 13.0, 11.782608695652174)","(13.0, 16.0, 14.533333333333333)","(3.5, 7.8, 7.75)","(21.0, 32.0, 28.428571428571427)","(7.5, 9.8, 9.48421052631579)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:00.973658,"(1.9, 2.06, 1.9494736842105262)","(8.0, 13.0, 11.642857142857142)","(13.0, 16.0, 14.363636363636363)","(3.5, 7.8, 7.75)","(21.0, 32.0, 27.833333333333332)","(7.5, 9.8, 9.48421052631579)","(41.0, 60.0, 51.0)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:02.066432,"(1.9, 2.06, 1.9666666666666666)","(8.0, 13.0, 11.903846153846153)","(13.0, 16.0, 14.615384615384615)","(3.5, 7.4, 7.4399999999999995)","(21.0, 32.0, 27.833333333333332)","(7.5, 9.8, 9.527272727272727)","(41.0, 60.0, 50.27272727272727)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:03.186195,"(1.9, 2.06, 1.9783333333333333)","(8.0, 13.0, 11.76086956521739)","(13.0, 16.0, 14.56)","(3.5, 7.6, 7.546666666666666)","(21.0, 32.0, 27.833333333333332)","(7.5, 9.8, 9.436363636363637)","(41.0, 55.0, 52.111111111111114)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:04.295041,"(1.85, 1.99, 1.955)","(8.5, 13.0, 12.208333333333334)","(13.0, 16.0, 14.56)","(3.6, 7.6, 7.4363636363636365)","(21.0, 32.0, 28.428571428571427)","(7.5, 9.8, 9.48421052631579)","(41.0, 55.0, 50.27272727272727)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:05.395522,"(1.85, 1.99, 1.9747826086956521)","(8.5, 13.0, 12.208333333333334)","(13.0, 16.0, 14.56)","(3.6, 7.8, 7.460869565217392)","(21.0, 32.0, 27.833333333333332)","(7.5, 9.8, 9.338461538461537)","(41.0, 55.0, 48.5)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:06.460867,"(1.85, 1.99, 1.9747826086956521)","(8.5, 13.0, 12.208333333333334)","(13.0, 15.5, 14.328125)","(3.6, 7.8, 7.533333333333333)","(21.0, 32.0, 27.833333333333332)","(7.5, 9.8, 9.355555555555556)","(41.0, 55.0, 47.35294117647059)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:07.534277,"(1.85, 1.99, 1.9649999999999999)","(8.5, 13.0, 12.208333333333334)","(13.0, 15.5, 14.328125)","(3.6, 7.8, 7.56)","(21.0, 32.0, 27.833333333333332)","(7.5, 9.8, 9.48)","(41.0, 55.0, 47.35294117647059)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:08.605827,"(1.85, 1.99, 1.9747826086956521)","(8.5, 13.0, 12.208333333333334)","(13.0, 15.5, 14.328125)","(3.6, 7.8, 7.6)","(21.0, 32.0, 28.428571428571427)","(7.5, 9.6, 9.49090909090909)","(41.0, 55.0, 47.35294117647059)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:09.736009,"(1.85, 1.99, 1.9685714285714286)","(8.5, 13.0, 11.8125)","(13.0, 15.5, 14.328125)","(3.6, 7.8, 7.6)","(21.0, 32.0, 28.428571428571427)","(7.5, 9.6, 9.49090909090909)","(41.0, 55.0, 47.35294117647059)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:10.807957,"(1.85, 2.06, 1.9869565217391305)","(8.5, 13.0, 11.76086956521739)","(13.0, 15.5, 14.363636363636363)","(3.6, 7.8, 7.6)","(21.0, 32.0, 28.428571428571427)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 48.5)","(17.0, 23.0, 22.727272727272727)"
08-01-2023 17:08:11.868722,"(1.85, 2.0, 1.9916666666666667)","(8.5, 13.0, 12.208333333333334)","(13.0, 15.5, 14.363636363636363)","(3.6, 7.8, 7.5)","(21.0, 32.0, 27.833333333333332)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 48.5)","(17.0, 23.0, 22.7375)"
08-01-2023 17:08:12.926039,"(1.85, 2.0, 1.96)","(8.5, 13.0, 12.208333333333334)","(13.0, 15.5, 14.279069767441861)","(3.6, 7.6, 7.5)","(21.0, 32.0, 28.428571428571427)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 48.5)","(17.0, 23.0, 22.7375)"
08-01-2023 17:08:13.977839,"(1.85, 2.0, 1.9886363636363635)","(8.5, 13.0, 12.147058823529411)","(13.0, 15.5, 14.279069767441861)","(3.6, 7.6, 7.5)","(21.0, 32.0, 28.428571428571427)","(7.5, 9.6, 9.88)","(41.0, 55.0, 48.5)","(17.0, 23.0, 22.7375)"
08-01-2023 17:08:15.046492,"(1.85, 2.0, 1.98)","(8.5, 13.0, 12.147058823529411)","(13.0, 15.5, 14.279069767441861)","(3.6, 7.6, 7.552941176470588)","(21.0, 32.0, 27.535714285714285)","(7.5, 10.0, 9.377777777777776)","(41.0, 55.0, 48.7)","(17.0, 23.0, 22.7375)"
08-01-2023 17:08:16.153694,"(1.85, 2.0, 1.9807692307692308)","(8.5, 13.0, 12.147058823529411)","(13.0, 15.5, 14.279069767441861)","(3.6, 7.6, 7.5636363636363635)","(21.0, 32.0, 27.967741935483872)","(7.5, 9.6, 9.377777777777776)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:17.264794,"(1.85, 2.0, 1.9807692307692308)","(8.5, 13.0, 12.147058823529411)","(13.0, 15.5, 14.25)","(3.6, 7.6, 7.5636363636363635)","(21.0, 32.0, 28.80851063829787)","(7.5, 9.6, 9.292307692307691)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:18.346986,"(1.85, 2.02, 2.006666666666667)","(8.5, 13.0, 11.681818181818182)","(13.0, 15.5, 14.25)","(3.6, 7.6, 7.5636363636363635)","(21.0, 32.0, 28.80851063829787)","(7.5, 9.6, 9.266666666666666)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:19.398998,"(1.85, 2.02, 2.006666666666667)","(8.5, 13.0, 11.681818181818182)","(13.0, 15.5, 14.25)","(3.6, 7.6, 7.5636363636363635)","(21.0, 32.0, 28.80851063829787)","(7.5, 9.6, 9.266666666666666)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:20.469254,"(1.85, 2.02, 1.9849999999999999)","(8.5, 13.0, 11.681818181818182)","(13.0, 15.5, 14.25)","(3.6, 7.6, 7.5636363636363635)","(21.0, 32.0, 28.09375)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:21.574136,"(1.85, 1.98, 1.9611764705882353)","(8.5, 13.0, 12.214285714285714)","(13.0, 15.0, 14.6)","(3.6, 7.6, 7.5636363636363635)","(21.0, 32.0, 28.09375)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:22.696638,"(1.85, 1.98, 1.9563636363636363)","(8.5, 13.0, 12.214285714285714)","(13.0, 15.0, 14.205882352941176)","(3.6, 7.6, 7.574999999999999)","(21.0, 32.0, 28.09375)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:23.829297,"(1.85, 1.98, 1.96)","(8.5, 13.0, 12.214285714285714)","(13.0, 15.0, 14.205882352941176)","(3.6, 7.6, 7.574999999999999)","(21.0, 32.0, 28.09375)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:24.927793,"(1.85, 1.98, 1.9556521739130435)","(8.5, 13.0, 12.214285714285714)","(13.0, 15.0, 14.205882352941176)","(3.6, 7.6, 7.574999999999999)","(21.0, 32.0, 28.09375)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:26.002286,"(1.85, 1.98, 1.9556521739130435)","(8.5, 13.0, 12.214285714285714)","(13.0, 15.0, 14.205882352941176)","(3.6, 7.6, 7.574999999999999)","(21.0, 32.0, 28.875)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
08-01-2023 17:08:27.064560,"(1.85, 1.98, 1.9556521739130435)","(8.5, 13.0, 12.214285714285714)","(13.0, 14.5, 14.076923076923077)","(3.6, 7.6, 7.574999999999999)","(21.0, 32.0, 29.435897435897434)","(7.5, 9.6, 9.284210526315789)","(41.0, 55.0, 49.75)","(17.0, 23.0, 22.766666666666666)"
