,Grace Elizabeth,Cruz In The Castle,Got Your Number,Jamestown Road,Secret Castle,Miss Wave,Heretodaygonmanana,Cheese Louise,Ocean Lilly
08-01-2023 12:37:00.982628,"(7.0, 7.4, 7.171428571428572)","(5.5, 8.0, 7.7)","(13.0, 20.0, 17.8125)","(3.8, 6.2, 6.1)","(4.4, 6.2, 6.094736842105263)","(6.5, 6.6, 6.5058823529411764)","(31.0, 140.0, 105.0)","(26.0, 42.0, 40.0)","(6.5, 7.4, 7.345454545454546)"
08-01-2023 12:37:02.292514,"(7.0, 7.4, 7.171428571428572)","(5.5, 8.0, 7.7)","(13.0, 20.0, 18.055555555555557)","(3.8, 6.2, 6.390528233151184)","(4.4, 6.2, 6.088888888888889)","(6.5, 6.6, 6.5058823529411764)","(31.0, 130.0, 105.0)","(26.0, 42.0, 40.0)","(6.5, 7.4, 7.345454545454546)"
08-01-2023 12:37:03.615292,"(7.0, 7.2, 7.094117647058823)","(5.5, 7.8, 7.628571428571428)","(13.0, 20.0, 18.055555555555557)","(3.8, 6.4, 6.397773654916512)","(4.4, 6.2, 6.088888888888889)","(6.5, 6.6, 6.5058823529411764)","(31.0, 130.0, 105.0)","(26.0, 42.0, 40.0)","(6.5, 7.4, 7.345454545454546)"
08-01-2023 12:37:04.926650,"(7.0, 7.2, 7.0875)","(5.5, 7.8, 7.628571428571428)","(13.0, 20.0, 18.055555555555557)","(3.8, 6.4, 6.397773654916512)","(4.4, 6.2, 6.088888888888889)","(6.5, 6.6, 6.5058823529411764)","(31.0, 130.0, 95.0)","(26.0, 42.0, 40.0)","(6.5, 7.4, 7.345454545454546)"
08-01-2023 12:37:06.237593,"(7.0, 7.2, 7.0875)","(5.5, 7.8, 7.628571428571428)","(13.0, 20.0, 17.833333333333332)","(3.8, 6.4, 6.397773654916512)","(4.4, 6.2, 6.088888888888889)","(6.5, 6.6, 6.523809523809524)","(31.0, 110.0, 105.0)","(26.0, 42.0, 41.529411764705884)","(6.5, 7.4, 7.345454545454546)"
08-01-2023 12:37:07.561338,"(7.0, 7.2, 7.0875)","(5.5, 7.8, 7.628571428571428)","(13.0, 19.5, 17.3125)","(3.8, 6.4, 6.396915167095116)","(4.4, 6.2, 6.088888888888889)","(6.5, 6.6, 6.523809523809524)","(31.0, 110.0, 106.3157894736842)","(26.0, 42.0, 41.65217391304348)","(6.5, 7.4, 7.345454545454546)"
08-01-2023 12:37:08.841672,"(7.0, 7.2, 7.0875)","(5.5, 7.8, 7.628571428571428)","(13.0, 19.5, 18.346153846153847)","(3.8, 6.4, 6.593846153846154)","(4.4, 6.2, 5.904545454545454)","(6.5, 6.6, 6.523809523809524)","(31.0, 110.0, 106.3157894736842)","(26.0, 42.0, 41.65217391304348)","(6.5, 7.4, 7.345454545454546)"
08-01-2023 12:37:10.123904,"(7.0, 7.2, 7.0875)","(5.5, 7.8, 7.628571428571428)","(13.0, 19.5, 17.714285714285715)","(3.8, 6.6, 6.593846153846154)","(4.4, 6.0, 5.904545454545454)","(6.5, 6.6, 6.523809523809524)","(31.0, 110.0, 95.0)","(26.0, 42.0, 40.0)","(6.5, 7.4, 7.345454545454546)"
08-01-2023 12:37:11.426416,"(7.0, 7.2, 7.0875)","(5.5, 7.8, 7.628571428571428)","(13.0, 19.5, 17.714285714285715)","(3.8, 6.6, 6.593846153846154)","(4.4, 6.0, 5.904545454545454)","(6.5, 6.6, 6.523809523809524)","(31.0, 110.0, 95.0)","(26.0, 42.0, 40.0)","(6.5, 7.4, 7.345454545454546)"
08-01-2023 12:37:12.714324,"(7.0, 7.2, 7.1571428571428575)","(5.5, 7.8, 7.771428571428571)","(13.0, 19.5, 18.136363636363637)","(3.8, 6.6, 6.593846153846154)","(4.4, 6.0, 5.826315789473684)","(6.5, 6.6, 6.493333333333333)","(31.0, 110.0, 106.3157894736842)","(26.0, 42.0, 41.63636363636364)","(6.5, 7.4, 7.333333333333334)"
08-01-2023 12:37:13.962177,"(7.0, 7.2, 7.133333333333334)","(5.5, 8.0, 7.771428571428571)","(13.0, 19.5, 18.136363636363637)","(3.8, 6.6, 6.593939393939394)","(4.4, 6.0, 5.82)","(6.5, 6.6, 6.523809523809524)","(31.0, 110.0, 106.3157894736842)","(26.0, 42.0, 41.65217391304348)","(6.5, 7.4, 7.136)"
08-01-2023 12:37:15.219933,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.5, 18.346153846153847)","(3.8, 6.6, 6.593846153846154)","(4.4, 6.0, 5.82)","(6.5, 6.6, 6.493333333333333)","(31.0, 110.0, 106.3157894736842)","(26.0, 42.0, 41.63636363636364)","(6.5, 7.4, 7.07)"
08-01-2023 12:37:16.461893,"(7.0, 7.2, 7.133333333333334)","(5.5, 8.0, 7.771428571428571)","(13.0, 19.5, 18.5)","(3.8, 6.6, 6.593939393939394)","(4.4, 6.0, 5.866666666666667)","(6.5, 6.6, 6.523809523809524)","(31.0, 110.0, 95.0)","(26.0, 42.0, 40.0)","(6.5, 7.4, 7.136)"
08-01-2023 12:37:17.706051,"(7.0, 7.2, 7.1571428571428575)","(5.5, 7.8, 7.707692307692308)","(13.0, 20.0, 17.27777777777778)","(3.8, 6.6, 6.593939393939394)","(4.4, 6.0, 5.866666666666667)","(6.5, 6.6, 6.523809523809524)","(31.0, 110.0, 103.33333333333334)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.220000000000001)"
08-01-2023 12:37:18.928457,"(7.0, 7.2, 7.1571428571428575)","(5.5, 7.8, 7.707692307692308)","(13.0, 19.5, 17.27777777777778)","(3.8, 6.6, 6.593939393939394)","(4.4, 6.0, 5.866666666666667)","(6.5, 6.6, 6.523809523809524)","(31.0, 110.0, 123.75)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.220000000000001)"
08-01-2023 12:37:20.242829,"(7.0, 7.2, 7.1571428571428575)","(5.5, 7.8, 7.707692307692308)","(13.0, 19.5, 18.03846153846154)","(3.8, 6.6, 6.398982188295165)","(4.4, 6.0, 5.8578947368421055)","(6.5, 6.6, 6.523809523809524)","(31.0, 130.0, 121.66666666666667)","(26.0, 42.0, 41.0)","(6.5, 7.4, 7.220000000000001)"
08-01-2023 12:37:21.496977,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 18.03846153846154)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.8578947368421055)","(6.5, 6.6, 6.523809523809524)","(31.0, 130.0, 121.66666666666667)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.220000000000001)"
08-01-2023 12:37:22.768563,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 18.03846153846154)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.8578947368421055)","(6.5, 6.6, 6.523809523809524)","(31.0, 130.0, 121.66666666666667)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.220000000000001)"
08-01-2023 12:37:24.031232,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.571428571428573)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.8578947368421055)","(6.5, 6.6, 6.523809523809524)","(31.0, 130.0, 121.66666666666667)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.275862068965518)"
08-01-2023 12:37:25.230612,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.571428571428573)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.8578947368421055)","(6.5, 6.6, 6.296969696969697)","(31.0, 130.0, 121.66666666666667)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.275862068965518)"
08-01-2023 12:37:26.502996,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.571428571428573)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.866666666666667)","(6.5, 6.4, 6.296969696969697)","(31.0, 130.0, 102.5)","(26.0, 42.0, 40.5)","(6.5, 7.4, 7.275862068965518)"
08-01-2023 12:37:27.630267,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.571428571428573)","(3.8, 6.4, 6.398982188295165)","(4.4, 6.0, 5.828571428571428)","(6.5, 6.4, 6.296969696969697)","(31.0, 130.0, 135.3846153846154)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.275862068965518)"
08-01-2023 12:37:28.758918,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.214285714285715)","(3.8, 6.4, 6.398982188295165)","(4.4, 6.0, 5.802272727272728)","(6.5, 6.4, 6.296969696969697)","(31.0, 140.0, 135.3846153846154)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.275862068965518)"
08-01-2023 12:37:29.939761,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.214285714285715)","(3.8, 6.4, 6.398982188295165)","(4.4, 6.0, 5.8500000000000005)","(6.5, 6.4, 6.274074074074075)","(31.0, 140.0, 135.3846153846154)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.275862068965518)"
08-01-2023 12:37:31.199269,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.9)","(13.0, 19.0, 17.214285714285715)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.8500000000000005)","(6.5, 6.4, 6.274074074074075)","(31.0, 140.0, 135.3846153846154)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:32.444892,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.9)","(13.0, 19.0, 17.214285714285715)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.765217391304348)","(6.5, 6.4, 6.2555555555555555)","(31.0, 140.0, 135.3846153846154)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:33.713802,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.9)","(13.0, 19.0, 17.214285714285715)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.765217391304348)","(6.5, 6.4, 6.274074074074075)","(31.0, 140.0, 135.3846153846154)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:34.927550,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.9)","(13.0, 19.0, 17.214285714285715)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.765217391304348)","(6.5, 6.4, 6.296969696969697)","(31.0, 140.0, 135.3846153846154)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:36.202504,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.9)","(13.0, 19.0, 17.214285714285715)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.765217391304348)","(6.5, 6.4, 6.296969696969697)","(31.0, 140.0, 135.3846153846154)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:37.378351,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.9)","(13.0, 19.0, 17.26923076923077)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.702127659574468)","(6.5, 6.4, 6.296969696969697)","(31.0, 140.0, 131.42857142857144)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:38.555737,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.9)","(13.0, 19.0, 17.26923076923077)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.702127659574468)","(6.5, 6.4, 6.296969696969697)","(31.0, 140.0, 131.42857142857144)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:39.719389,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.88)","(13.0, 19.0, 17.2)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.702127659574468)","(6.5, 6.4, 6.296969696969697)","(31.0, 140.0, 131.42857142857144)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:40.840109,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.92)","(13.0, 19.0, 17.2)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.702127659574468)","(6.5, 6.4, 6.296969696969697)","(31.0, 140.0, 131.42857142857144)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:42.030852,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.92)","(13.0, 19.0, 17.2)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.702127659574468)","(6.5, 6.4, 6.341666666666667)","(31.0, 140.0, 131.42857142857144)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.305263157894737)"
08-01-2023 12:37:43.191733,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.92)","(13.0, 19.0, 17.26923076923077)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.709090909090909)","(6.5, 6.4, 6.341666666666667)","(31.0, 140.0, 131.42857142857144)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:44.311158,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.88)","(13.0, 19.0, 17.26923076923077)","(3.8, 6.4, 6.398982188295165)","(4.4, 5.9, 5.706666666666667)","(6.5, 6.4, 6.341666666666667)","(31.0, 140.0, 131.42857142857144)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:45.479217,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.2)","(3.8, 6.4, 6.398966408268734)","(4.4, 5.9, 5.706666666666667)","(6.5, 6.4, 6.341666666666667)","(31.0, 140.0, 131.42857142857144)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:46.550773,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.2)","(3.8, 6.4, 6.398966408268734)","(4.4, 5.9, 5.706666666666667)","(6.5, 6.4, 6.341666666666667)","(31.0, 140.0, 131.42857142857144)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:47.803752,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.333333333333332)","(3.8, 6.2, 6.3983122362869205)","(4.4, 5.9, 5.706666666666667)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 133.33333333333334)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:49.157369,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.61111111111111)","(3.8, 6.4, 6.3979899497487445)","(4.4, 5.9, 5.706666666666667)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 133.33333333333334)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:50.354632,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.61111111111111)","(3.8, 6.4, 6.3979899497487445)","(4.4, 5.9, 5.706666666666667)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 133.33333333333334)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:51.635361,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.333333333333332)","(3.8, 6.4, 6.39741935483871)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 133.33333333333334)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:52.762230,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.333333333333332)","(3.8, 6.4, 6.39741935483871)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 133.33333333333334)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:53.906410,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.333333333333332)","(3.8, 6.4, 6.39741935483871)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 133.33333333333334)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:55.156605,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.61111111111111)","(3.8, 6.4, 6.39741935483871)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 133.33333333333334)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:56.429479,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.61111111111111)","(3.8, 6.4, 6.39741935483871)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 133.33333333333334)","(26.0, 42.0, 41.666666666666664)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:57.521027,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.40909090909091)","(3.8, 6.4, 6.39741935483871)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 135.71428571428572)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:58.630582,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.40909090909091)","(3.8, 6.4, 6.39741935483871)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 135.71428571428572)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:37:59.709211,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.40909090909091)","(3.8, 6.4, 6.39741935483871)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 121.66666666666666)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:00.800282,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.25)","(3.8, 6.4, 6.383333333333334)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35625)","(31.0, 140.0, 121.66666666666666)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:01.854281,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.25)","(3.8, 6.4, 6.383333333333334)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 121.66666666666666)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:02.935185,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.84)","(13.0, 19.0, 17.25)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 121.66666666666666)","(26.0, 42.0, 41.25)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:04.005166,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.771428571428571)","(13.0, 19.0, 17.25)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 121.66666666666666)","(26.0, 42.0, 41.4)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:05.076502,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.771428571428571)","(13.0, 19.0, 17.25)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 121.66666666666666)","(26.0, 42.0, 41.4)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:06.254267,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.771428571428571)","(13.0, 19.0, 17.25)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 121.66666666666666)","(26.0, 42.0, 41.4)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:07.289429,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.771428571428571)","(13.0, 19.0, 17.25)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 133.125)","(26.0, 42.0, 41.6)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:08.403743,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.771428571428571)","(13.0, 19.0, 17.235294117647058)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.7046511627906975)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 133.125)","(26.0, 42.0, 41.6)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:09.654137,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.42105263157895)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.7046511627906975)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 133.125)","(26.0, 42.0, 41.6)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:10.786731,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.695652173913043)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 130.83333333333331)","(26.0, 42.0, 41.6)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:11.916153,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.369565217391305)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 130.83333333333331)","(26.0, 42.0, 41.6)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:13.050666,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.369565217391305)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.35483870967742)","(31.0, 140.0, 130.83333333333331)","(26.0, 42.0, 41.6)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:14.366022,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.235294117647058)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 130.83333333333331)","(26.0, 42.0, 41.6)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:15.567247,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.235294117647058)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 130.83333333333331)","(26.0, 42.0, 41.6)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:16.758765,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.571428571428573)","(3.8, 6.4, 6.382608695652174)","(4.4, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 105.0)","(26.0, 42.0, 40.5)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:17.946484,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.7)","(13.0, 19.0, 17.571428571428573)","(3.8, 6.4, 6.382608695652174)","(4.6, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 135.41666666666666)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:19.103024,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.16)","(3.8, 6.4, 6.382608695652174)","(4.6, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 123.33333333333334)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:20.211042,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.16)","(3.8, 6.4, 6.382608695652174)","(4.6, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 123.33333333333334)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:21.310376,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.16)","(3.8, 6.4, 6.382608695652174)","(4.6, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 123.33333333333334)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:22.427213,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.16)","(3.8, 6.4, 6.382608695652174)","(4.6, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 123.33333333333334)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:23.531221,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.16)","(3.9, 6.4, 6.382608695652174)","(4.6, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 123.33333333333334)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:24.703531,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.16)","(3.9, 6.4, 6.382608695652174)","(4.6, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 123.33333333333334)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
08-01-2023 12:38:25.837401,"(7.0, 7.2, 7.1571428571428575)","(5.5, 8.0, 7.876923076923077)","(13.0, 19.0, 17.16)","(3.9, 6.4, 6.382608695652174)","(4.6, 5.9, 5.702272727272727)","(6.5, 6.4, 6.3621621621621625)","(31.0, 140.0, 123.33333333333334)","(26.0, 42.0, 41.72727272727273)","(6.5, 7.4, 7.300000000000001)"
