,Dancin In Dubai,Proud Union,Fearnought,Stringfella,Strong Heart,Lil Toughman,Hidden Rod,Stormin Rocket,Manhattan Weave,Freedom Rider
08-01-2023 12:04:32.441447,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.25)","(8.5, 12.0, 11.517857142857142)","(21.0, 32.0, 29.0)","(31.0, 65.0, 55.5)","(31.0, 55.0, 47.142857142857146)","(17.0, 32.0, 27.5)","(13.0, 16.0, 15.2)","(1.3, 1.82, 1.7937704918032786)"
08-01-2023 12:04:33.525534,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.25)","(8.5, 12.0, 11.517857142857142)","(21.0, 32.0, 29.0)","(31.0, 60.0, 55.5)","(31.0, 55.0, 47.142857142857146)","(17.0, 32.0, 27.5)","(13.0, 16.0, 15.2)","(1.3, 1.82, 1.7937704918032786)"
08-01-2023 12:04:34.625429,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.25)","(8.5, 12.0, 11.517857142857142)","(21.0, 32.0, 29.0)","(31.0, 60.0, 55.5)","(31.0, 55.0, 47.142857142857146)","(17.0, 32.0, 27.5)","(13.0, 16.0, 15.2)","(1.3, 1.82, 1.7937704918032786)"
08-01-2023 12:04:35.695661,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.25)","(8.5, 12.0, 11.517857142857142)","(21.0, 32.0, 30.5)","(31.0, 60.0, 53.14285714285714)","(31.0, 55.0, 47.142857142857146)","(17.0, 32.0, 26.5)","(13.0, 16.0, 15.2)","(1.3, 1.82, 1.7937704918032786)"
08-01-2023 12:04:36.838086,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.8)","(8.5, 12.0, 11.15625)","(21.0, 38.0, 34.66666666666667)","(31.0, 60.0, 56.0)","(31.0, 55.0, 50.416666666666664)","(17.0, 30.0, 26.5)","(13.0, 16.0, 15.2)","(1.3, 1.82, 1.7825)"
08-01-2023 12:04:38.024598,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.5)","(8.5, 12.0, 11.15625)","(21.0, 38.0, 34.66666666666667)","(31.0, 60.0, 56.0)","(31.0, 55.0, 50.416666666666664)","(17.0, 30.0, 26.5)","(13.0, 16.0, 15.2)","(1.3, 1.82, 1.7825)"
08-01-2023 12:04:39.102553,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.5)","(8.5, 12.0, 11.15625)","(21.0, 38.0, 34.66666666666667)","(31.0, 60.0, 56.0)","(31.0, 55.0, 50.416666666666664)","(17.0, 30.0, 26.0)","(13.0, 16.0, 15.294117647058824)","(1.3, 1.82, 1.7725)"
08-01-2023 12:04:40.380079,"(13.0, 16.0, 15.866666666666667)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.5)","(8.5, 12.0, 11.15625)","(21.0, 38.0, 34.66666666666667)","(31.0, 60.0, 62.125)","(31.0, 55.0, 49.5)","(17.0, 30.0, 26.0)","(13.0, 16.0, 15.294117647058824)","(1.3, 1.81, 1.7727659574468084)"
08-01-2023 12:04:41.627755,"(13.0, 16.0, 15.866666666666667)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.5)","(8.5, 12.0, 11.15625)","(21.0, 38.0, 34.66666666666667)","(31.0, 65.0, 62.125)","(31.0, 55.0, 49.5)","(17.0, 30.0, 26.5)","(13.0, 16.0, 15.2)","(1.3, 1.81, 1.7704347826086957)"
08-01-2023 12:04:42.785606,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.5)","(8.5, 12.0, 11.15625)","(21.0, 38.0, 34.66666666666667)","(31.0, 65.0, 59.888888888888886)","(31.0, 55.0, 49.5)","(17.0, 30.0, 24.166666666666668)","(13.0, 16.0, 15.2)","(1.3, 1.81, 1.7813385826771653)"
08-01-2023 12:04:43.992185,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.5)","(8.5, 12.0, 11.15625)","(21.0, 38.0, 34.66666666666667)","(31.0, 65.0, 59.888888888888886)","(31.0, 55.0, 49.5)","(17.0, 30.0, 24.166666666666668)","(13.0, 16.0, 15.2)","(1.3, 1.81, 1.7813385826771653)"
08-01-2023 12:04:45.126831,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.5)","(8.5, 12.0, 11.15625)","(21.0, 38.0, 30.5)","(31.0, 65.0, 56.714285714285715)","(31.0, 55.0, 46.666666666666664)","(17.0, 30.0, 24.166666666666668)","(13.0, 16.0, 15.2)","(1.3, 1.81, 1.7813385826771653)"
08-01-2023 12:04:46.204215,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.5)","(8.5, 12.0, 11.571428571428571)","(21.0, 38.0, 30.5)","(31.0, 65.0, 56.714285714285715)","(31.0, 55.0, 47.666666666666664)","(17.0, 30.0, 24.352941176470587)","(13.0, 16.0, 15.2)","(1.3, 1.81, 1.776605504587156)"
08-01-2023 12:04:47.261253,"(13.0, 16.0, 15.846153846153847)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.666666666666668)","(8.5, 12.0, 11.916666666666666)","(21.0, 38.0, 35.0)","(31.0, 60.0, 57.42857142857143)","(31.0, 55.0, 47.666666666666664)","(17.0, 30.0, 22.470588235294116)","(13.0, 16.0, 15.515151515151516)","(1.3, 1.81, 1.776605504587156)"
08-01-2023 12:04:48.379159,"(13.0, 16.0, 15.666666666666666)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.666666666666668)","(8.5, 12.0, 11.875)","(21.0, 38.0, 35.0)","(31.0, 60.0, 57.42857142857143)","(31.0, 55.0, 47.666666666666664)","(17.0, 30.0, 27.666666666666664)","(13.0, 16.0, 15.0)","(1.3, 1.81, 1.776605504587156)"
08-01-2023 12:04:49.515589,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.714285714285715)","(8.5, 12.0, 11.875)","(21.0, 38.0, 34.66666666666667)","(31.0, 60.0, 57.42857142857143)","(31.0, 55.0, 47.666666666666664)","(17.0, 29.0, 24.333333333333332)","(13.0, 15.5, 15.0)","(1.3, 1.81, 1.788)"
08-01-2023 12:04:50.689055,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.714285714285715)","(8.5, 12.0, 11.875)","(21.0, 38.0, 34.66666666666667)","(31.0, 60.0, 57.42857142857143)","(31.0, 55.0, 47.666666666666664)","(17.0, 29.0, 24.333333333333332)","(13.0, 15.5, 15.0)","(1.3, 1.81, 1.788)"
08-01-2023 12:04:51.820522,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.714285714285715)","(8.5, 12.0, 11.875)","(21.0, 38.0, 34.66666666666667)","(31.0, 60.0, 57.42857142857143)","(31.0, 55.0, 47.666666666666664)","(17.0, 29.0, 24.333333333333332)","(13.0, 15.5, 15.0)","(1.3, 1.81, 1.779642857142857)"
08-01-2023 12:04:52.947899,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.714285714285715)","(8.5, 12.0, 11.875)","(21.0, 38.0, 34.66666666666667)","(31.0, 60.0, 63.230769230769226)","(31.0, 55.0, 47.666666666666664)","(17.0, 29.0, 26.0)","(13.0, 15.5, 15.0)","(1.3, 1.8, 1.779642857142857)"
08-01-2023 12:04:54.049971,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.714285714285715)","(8.5, 12.0, 11.923076923076923)","(21.0, 38.0, 34.66666666666667)","(31.0, 65.0, 61.714285714285715)","(31.0, 55.0, 47.666666666666664)","(17.0, 29.0, 26.0)","(13.0, 15.5, 15.0)","(1.3, 1.8, 1.7794594594594595)"
08-01-2023 12:04:55.161369,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.714285714285715)","(8.5, 12.5, 12.0)","(21.0, 38.0, 34.66666666666667)","(31.0, 65.0, 61.714285714285715)","(31.0, 55.0, 46.36363636363636)","(17.0, 29.0, 25.4)","(13.0, 15.5, 15.0)","(1.3, 1.8, 1.7794594594594595)"
08-01-2023 12:04:56.314297,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.0)","(8.5, 12.5, 12.0)","(21.0, 38.0, 28.0)","(31.0, 65.0, 62.294117647058826)","(31.0, 55.0, 52.10526315789474)","(17.0, 29.0, 27.0)","(13.0, 15.5, 15.542857142857143)","(1.3, 1.8, 1.773170731707317)"
08-01-2023 12:04:57.432258,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.894736842105264)","(8.5, 12.5, 12.178571428571429)","(21.0, 38.0, 31.0)","(31.0, 65.0, 62.294117647058826)","(31.0, 55.0, 48.57142857142857)","(17.0, 29.0, 27.125)","(13.0, 16.0, 15.542857142857143)","(1.3, 1.79, 1.7698181818181817)"
08-01-2023 12:04:58.547957,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.894736842105264)","(8.5, 12.5, 12.209677419354838)","(21.0, 38.0, 31.5)","(31.0, 60.0, 52.0)","(31.0, 55.0, 48.57142857142857)","(17.0, 28.0, 24.0)","(13.0, 16.0, 15.542857142857143)","(1.3, 1.79, 1.7698181818181817)"
08-01-2023 12:04:59.655597,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.894736842105264)","(8.5, 12.5, 12.209677419354838)","(21.0, 38.0, 31.5)","(31.0, 60.0, 52.0)","(31.0, 55.0, 52.10526315789474)","(17.0, 28.0, 24.0)","(13.0, 16.0, 15.542857142857143)","(1.3, 1.79, 1.7785714285714287)"
08-01-2023 12:05:00.754936,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.894736842105264)","(8.5, 12.5, 12.209677419354838)","(21.0, 38.0, 31.5)","(31.0, 60.0, 52.0)","(31.0, 55.0, 52.10526315789474)","(17.0, 28.0, 24.0)","(13.0, 16.0, 15.542857142857143)","(1.3, 1.79, 1.7785714285714287)"
08-01-2023 12:05:01.844301,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.894736842105264)","(8.5, 12.5, 12.209677419354838)","(21.0, 38.0, 31.5)","(31.0, 60.0, 52.0)","(31.0, 55.0, 52.10526315789474)","(17.0, 28.0, 24.0)","(13.0, 16.0, 15.542857142857143)","(1.3, 1.79, 1.7785714285714287)"
08-01-2023 12:05:02.942915,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.894736842105264)","(8.5, 12.5, 12.209677419354838)","(21.0, 38.0, 31.5)","(31.0, 60.0, 52.0)","(31.0, 55.0, 52.10526315789474)","(17.0, 28.0, 24.0)","(13.0, 16.0, 15.542857142857143)","(1.3, 1.79, 1.7785714285714287)"
08-01-2023 12:05:04.034244,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.894736842105264)","(8.5, 12.5, 12.209677419354838)","(21.0, 38.0, 31.5)","(31.0, 60.0, 52.0)","(31.0, 55.0, 52.10526315789474)","(17.0, 28.0, 25.5)","(13.0, 16.0, 15.0)","(1.3, 1.79, 1.7698181818181817)"
08-01-2023 12:05:05.156877,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.894736842105264)","(8.5, 12.5, 12.209677419354838)","(21.0, 38.0, 31.5)","(31.0, 65.0, 55.5)","(31.0, 55.0, 48.57142857142857)","(17.0, 28.0, 25.5)","(13.0, 15.5, 15.0)","(1.3, 1.79, 1.7698181818181817)"
08-01-2023 12:05:06.269324,"(13.0, 16.0, 15.777777777777779)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.333333333333332)","(8.5, 12.5, 11.9375)","(21.0, 38.0, 31.5)","(31.0, 65.0, 55.5)","(31.0, 55.0, 71.375)","(17.0, 28.0, 25.5)","(13.0, 15.5, 14.785714285714286)","(1.3, 1.79, 1.7698181818181817)"
08-01-2023 12:05:07.376227,"(13.0, 16.0, 15.833333333333334)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.866666666666667)","(8.5, 12.5, 12.166666666666666)","(21.0, 38.0, 35.111111111111114)","(31.0, 65.0, 55.5)","(31.0, 75.0, 71.375)","(17.0, 28.0, 25.5)","(13.0, 15.5, 14.75)","(1.3, 1.79, 1.7698181818181817)"
08-01-2023 12:05:08.523246,"(13.0, 16.0, 15.833333333333334)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.866666666666667)","(8.5, 12.5, 12.166666666666666)","(21.0, 38.0, 35.4)","(31.0, 65.0, 55.5)","(31.0, 75.0, 71.375)","(17.0, 28.0, 25.5)","(13.0, 15.0, 14.75)","(1.3, 1.79, 1.7586206896551724)"
08-01-2023 12:05:09.624780,"(13.0, 16.0, 15.95)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.866666666666667)","(8.5, 12.5, 12.2)","(21.0, 38.0, 35.4)","(31.0, 65.0, 55.5)","(31.0, 75.0, 55.333333333333336)","(17.0, 28.0, 27.125)","(13.0, 15.0, 14.75)","(1.3, 1.77, 1.7586206896551724)"
08-01-2023 12:05:10.722994,"(13.0, 16.0, 15.95)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.866666666666667)","(8.5, 12.5, 12.2)","(21.0, 38.0, 35.4)","(31.0, 65.0, 55.5)","(31.0, 70.0, 64.66666666666666)","(17.0, 28.0, 24.0)","(13.0, 15.0, 14.75)","(1.3, 1.77, 1.7596875)"
08-01-2023 12:05:11.834641,"(13.0, 16.0, 15.95)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.866666666666667)","(8.5, 12.5, 12.2)","(21.0, 38.0, 35.4)","(31.0, 65.0, 55.5)","(31.0, 70.0, 63.14285714285714)","(17.0, 28.0, 26.0)","(13.0, 15.0, 14.75)","(1.3, 1.77, 1.7596875)"
08-01-2023 12:05:12.940606,"(13.0, 16.0, 15.95)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.866666666666667)","(8.5, 12.5, 12.2)","(21.0, 38.0, 35.4)","(31.0, 65.0, 55.5)","(31.0, 70.0, 63.14285714285714)","(17.0, 29.0, 26.0)","(13.0, 15.0, 14.75)","(1.3, 1.77, 1.7596875)"
08-01-2023 12:05:14.030374,"(13.0, 16.0, 15.95)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.866666666666667)","(8.5, 12.5, 12.2)","(21.0, 38.0, 35.4)","(31.0, 65.0, 55.5)","(31.0, 70.0, 63.14285714285714)","(17.0, 29.0, 26.0)","(13.0, 15.0, 14.75)","(1.3, 1.77, 1.7596875)"
08-01-2023 12:05:15.225708,"(13.0, 16.0, 15.95)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.866666666666667)","(8.5, 12.5, 12.2)","(21.0, 38.0, 35.4)","(31.0, 65.0, 55.5)","(31.0, 70.0, 59.57142857142857)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.75)","(1.3, 1.77, 1.7596875)"
08-01-2023 12:05:16.359190,"(13.0, 16.0, 15.95)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.72222222222222)","(8.5, 12.5, 12.227272727272727)","(21.0, 38.0, 36.631578947368425)","(31.0, 65.0, 55.5)","(31.0, 65.0, 62.888888888888886)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.75)","(1.3, 1.77, 1.745625)"
08-01-2023 12:05:17.475919,"(13.0, 16.0, 15.95)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.666666666666668)","(8.5, 12.5, 12.45945945945946)","(21.0, 38.0, 36.631578947368425)","(31.0, 65.0, 55.5)","(31.0, 65.0, 62.76470588235294)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.833333333333334)","(1.3, 1.77, 1.7685714285714287)"
08-01-2023 12:05:18.592490,"(13.0, 16.0, 15.9)","(12.0, 15.5, 13.357142857142858)","(21.0, 27.0, 26.666666666666668)","(8.5, 13.0, 12.6875)","(21.0, 38.0, 36.631578947368425)","(31.0, 65.0, 55.5)","(31.0, 65.0, 62.76470588235294)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.833333333333334)","(1.3, 1.77, 1.768)"
08-01-2023 12:05:19.688216,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.770833333333334)","(21.0, 27.0, 26.666666666666668)","(8.5, 13.0, 12.6875)","(21.0, 38.0, 36.631578947368425)","(31.0, 65.0, 55.5)","(31.0, 65.0, 58.35294117647059)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.833333333333334)","(1.3, 1.77, 1.768)"
08-01-2023 12:05:20.757993,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.770833333333334)","(21.0, 27.0, 26.666666666666668)","(8.5, 13.0, 11.928571428571429)","(21.0, 38.0, 36.631578947368425)","(31.0, 65.0, 55.5)","(31.0, 60.0, 58.35294117647059)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.833333333333334)","(1.3, 1.77, 1.74125)"
08-01-2023 12:05:21.842439,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.770833333333334)","(21.0, 27.0, 26.666666666666668)","(8.5, 13.0, 11.928571428571429)","(21.0, 38.0, 36.631578947368425)","(31.0, 65.0, 55.5)","(31.0, 60.0, 58.35294117647059)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.833333333333334)","(1.3, 1.77, 1.74125)"
08-01-2023 12:05:22.955456,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.770833333333334)","(21.0, 27.0, 26.666666666666668)","(8.5, 13.0, 11.928571428571429)","(21.0, 38.0, 36.631578947368425)","(31.0, 65.0, 55.5)","(31.0, 60.0, 58.35294117647059)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.833333333333334)","(1.3, 1.77, 1.740625)"
08-01-2023 12:05:24.054755,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.770833333333334)","(21.0, 27.0, 26.666666666666668)","(8.5, 13.0, 11.928571428571429)","(21.0, 38.0, 36.631578947368425)","(31.0, 65.0, 55.5)","(31.0, 60.0, 58.35294117647059)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.833333333333334)","(1.3, 1.76, 1.740625)"
08-01-2023 12:05:25.217813,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.770833333333334)","(21.0, 27.0, 26.666666666666668)","(8.5, 13.0, 11.928571428571429)","(21.0, 38.0, 36.631578947368425)","(31.0, 65.0, 55.5)","(31.0, 60.0, 48.0)","(17.0, 29.0, 26.5)","(13.0, 15.0, 14.785714285714286)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:26.360491,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.704545454545455)","(21.0, 27.0, 26.72222222222222)","(8.5, 13.0, 11.928571428571429)","(21.0, 38.0, 35.83333333333333)","(31.0, 65.0, 55.5)","(31.0, 60.0, 54.21739130434783)","(17.0, 29.0, 27.0)","(13.0, 15.0, 14.7)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:27.508647,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 33.2)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.83333333333333)","(31.0, 65.0, 55.5)","(31.0, 55.0, 54.21739130434783)","(17.0, 29.0, 27.0)","(13.0, 15.0, 14.482142857142858)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:28.591901,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 33.2)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.83333333333333)","(31.0, 65.0, 55.5)","(31.0, 55.0, 54.21739130434783)","(17.0, 29.0, 26.4)","(13.0, 14.5, 14.9)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:29.671947,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 32.5)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.83333333333333)","(31.0, 65.0, 55.5)","(31.0, 55.0, 54.21739130434783)","(17.0, 28.0, 26.4)","(13.0, 15.0, 14.9)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:30.785485,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 32.5)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.83333333333333)","(31.0, 65.0, 55.5)","(31.0, 55.0, 49.65217391304348)","(17.0, 28.0, 26.4)","(13.0, 15.0, 14.9)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:31.881927,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 33.0)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.83333333333333)","(31.0, 65.0, 55.5)","(31.0, 50.0, 49.65217391304348)","(17.0, 28.0, 26.4)","(13.0, 15.0, 14.9)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:32.976986,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 33.0)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.83333333333333)","(31.0, 65.0, 55.5)","(31.0, 50.0, 49.65217391304348)","(17.0, 28.0, 26.4)","(13.0, 15.0, 14.9)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:34.114633,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 33.0)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.83333333333333)","(31.0, 65.0, 55.5)","(31.0, 50.0, 49.65217391304348)","(17.0, 28.0, 26.4)","(13.0, 15.0, 14.9)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:35.255149,"(13.0, 16.0, 15.9)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 33.0)","(8.5, 13.0, 11.916666666666666)","(21.0, 38.0, 32.8)","(31.0, 65.0, 55.5)","(31.0, 50.0, 47.714285714285715)","(17.0, 28.0, 26.4)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7465217391304348)"
08-01-2023 12:05:36.364855,"(13.0, 16.0, 15.958333333333334)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 33.0)","(8.5, 13.0, 12.25)","(21.0, 38.0, 33.2)","(31.0, 65.0, 55.5)","(31.0, 50.0, 49.0)","(17.0, 28.0, 27.0)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7414)"
08-01-2023 12:05:37.438560,"(13.0, 16.0, 15.958333333333334)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 35.77777777777778)","(8.5, 13.0, 12.25)","(21.0, 38.0, 33.2)","(31.0, 65.0, 55.5)","(31.0, 50.0, 66.0)","(17.0, 29.0, 27.0)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7414)"
08-01-2023 12:05:38.528802,"(13.0, 16.0, 15.958333333333334)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 35.77777777777778)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.0)","(31.0, 65.0, 55.5)","(31.0, 75.0, 66.0)","(17.0, 29.0, 27.0)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7414)"
08-01-2023 12:05:39.642207,"(13.0, 16.0, 15.958333333333334)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 35.77777777777778)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.0)","(31.0, 65.0, 55.5)","(31.0, 75.0, 66.0)","(17.0, 29.0, 27.0)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7414)"
08-01-2023 12:05:40.736685,"(13.0, 16.0, 15.958333333333334)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 35.77777777777778)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.0)","(31.0, 65.0, 55.5)","(31.0, 75.0, 66.0)","(17.0, 29.0, 27.0)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7414)"
08-01-2023 12:05:41.878943,"(13.0, 16.0, 15.958333333333334)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 35.77777777777778)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.0)","(31.0, 65.0, 55.5)","(31.0, 75.0, 66.0)","(17.0, 29.0, 27.0)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.740625)"
08-01-2023 12:05:43.043000,"(13.0, 16.0, 15.958333333333334)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 36.0)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.0)","(31.0, 65.0, 53.6)","(31.0, 75.0, 59.0)","(17.0, 29.0, 26.4)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7466666666666666)"
08-01-2023 12:05:44.175062,"(13.0, 16.0, 15.958333333333334)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 36.0)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.0)","(31.0, 60.0, 49.0)","(31.0, 70.0, 60.0)","(17.0, 28.0, 25.8)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7466666666666666)"
08-01-2023 12:05:45.257396,"(13.0, 16.5, 16.444444444444443)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 36.0)","(8.5, 13.0, 12.25)","(21.0, 38.0, 35.0)","(31.0, 60.0, 49.0)","(31.0, 70.0, 60.0)","(17.0, 27.0, 25.8)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7466666666666666)"
08-01-2023 12:05:46.352799,"(13.0, 16.5, 16.444444444444443)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 34.0)","(8.5, 13.0, 12.470588235294118)","(21.0, 38.0, 35.0)","(31.0, 60.0, 52.875)","(31.0, 70.0, 65.55555555555556)","(17.0, 27.0, 25.8)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7466666666666666)"
08-01-2023 12:05:47.436603,"(13.0, 16.5, 16.444444444444443)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 36.94736842105263)","(8.5, 13.0, 12.470588235294118)","(21.0, 38.0, 35.0)","(31.0, 55.0, 52.875)","(31.0, 70.0, 61.66666666666667)","(17.0, 27.0, 25.8)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7466666666666666)"
08-01-2023 12:05:48.535575,"(13.0, 16.5, 16.444444444444443)","(12.0, 15.5, 14.704545454545455)","(21.0, 38.0, 36.94736842105263)","(8.5, 13.0, 12.470588235294118)","(21.0, 38.0, 35.0)","(31.0, 55.0, 52.875)","(31.0, 65.0, 61.66666666666667)","(17.0, 27.0, 25.4)","(13.0, 15.0, 14.91891891891892)","(1.3, 1.76, 1.7592592592592593)"
