,Baozun,Eyes On Red,Helluva Life,Victory Stripe,Fort Knox,Charing Cross,Concrete Finisher,Frosted Prayer,Moro Warrior,Great Faces,Hoodoo Brown
16-12-2022 12:49:25.140730,"(15.0, 50.0, 45.2)","(7.5, 10.5, 8.583333333333332)","(2.5, 2.64, 2.6342857142857143)","(41.0, 600.0, 253.33333333333334)","(6.5, 8.4, 8.273684210526316)","(11.0, 30.0, 27.11111111111111)","(26.0, 50.0, 42.0)","(17.0, 44.0, 26.333333333333336)","(26.0, 120.0, 84.80000000000001)","(5.0, 6.8, 6.757142857142857)","(10.0, 18.0, 15.0)"
16-12-2022 12:49:26.497880,"(15.0, 50.0, 38.5)","(7.5, 10.5, 9.947368421052632)","(2.5, 2.64, 2.6342857142857143)","(41.0, 600.0, 253.33333333333334)","(6.5, 8.4, 8.15)","(11.0, 30.0, 21.0)","(26.0, 50.0, 30.666666666666664)","(17.0, 44.0, 26.333333333333336)","(26.0, 120.0, 84.80000000000001)","(5.0, 6.8, 6.3)","(10.0, 18.0, 15.0)"
16-12-2022 12:49:27.889625,"(15.0, 50.0, 42.666666666666664)","(7.5, 10.5, 8.583333333333332)","(2.5, 2.64, 2.6342857142857143)","(41.0, 600.0, 253.33333333333334)","(6.5, 8.4, 8.15)","(11.0, 30.0, 21.0)","(26.0, 50.0, 30.666666666666664)","(17.0, 44.0, 37.5)","(26.0, 120.0, 84.80000000000001)","(5.0, 6.8, 6.3)","(10.0, 18.0, 14.875)"
16-12-2022 12:49:29.226166,"(15.0, 50.0, 42.666666666666664)","(7.5, 10.5, 8.799999999999999)","(2.5, 2.64, 2.6342857142857143)","(41.0, 600.0, 253.33333333333334)","(6.5, 8.4, 8.15)","(11.0, 30.0, 21.0)","(26.0, 50.0, 30.666666666666664)","(17.0, 44.0, 26.333333333333336)","(26.0, 120.0, 84.80000000000001)","(5.0, 6.8, 6.3)","(10.0, 17.5, 15.0)"
16-12-2022 12:49:30.536811,"(15.0, 50.0, 42.666666666666664)","(7.5, 10.0, 9.775)","(2.45, 2.64, 2.6342857142857143)","(41.0, 600.0, 253.33333333333334)","(6.5, 8.4, 8.15)","(11.0, 30.0, 27.11111111111111)","(26.0, 50.0, 42.0)","(17.0, 44.0, 26.333333333333336)","(26.0, 120.0, 84.80000000000001)","(5.0, 6.8, 6.757142857142857)","(10.0, 17.0, 15.0)"
16-12-2022 12:49:31.817673,"(15.0, 50.0, 42.666666666666664)","(7.5, 10.0, 9.8)","(2.45, 2.64, 2.6342857142857143)","(41.0, 600.0, 340.0)","(6.5, 8.4, 8.15)","(11.0, 30.0, 21.0)","(26.0, 50.0, 35.5)","(17.0, 44.0, 37.5)","(26.0, 120.0, 84.80000000000001)","(5.0, 6.8, 6.3)","(10.0, 17.0, 15.0)"
16-12-2022 12:49:33.194905,"(15.0, 50.0, 42.666666666666664)","(7.5, 10.0, 8.799999999999999)","(2.45, 2.64, 2.6342857142857143)","(41.0, 600.0, 340.0)","(6.5, 8.4, 8.15)","(11.0, 30.0, 21.0)","(26.0, 50.0, 35.5)","(17.0, 44.0, 37.5)","(26.0, 120.0, 84.80000000000001)","(5.0, 6.8, 6.3)","(10.0, 17.0, 15.0)"
16-12-2022 12:49:34.578162,"(15.0, 50.0, 42.666666666666664)","(7.5, 10.0, 8.799999999999999)","(2.45, 2.64, 2.6342857142857143)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.9)","(11.0, 30.0, 27.4)","(26.0, 50.0, 46.0)","(17.0, 44.0, 26.333333333333336)","(26.0, 120.0, 90.66666666666666)","(5.0, 6.8, 6.763999999999999)","(10.0, 17.0, 15.0)"
16-12-2022 12:49:35.880582,"(15.0, 50.0, 36.0)","(7.5, 10.0, 9.08)","(2.45, 2.64, 2.6342857142857143)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.9)","(11.0, 30.0, 27.4)","(26.0, 50.0, 54.5)","(17.0, 44.0, 26.333333333333336)","(26.0, 120.0, 90.66666666666666)","(5.0, 6.8, 6.763999999999999)","(10.0, 17.0, 15.0)"
16-12-2022 12:49:37.165102,"(16.0, 50.0, 36.0)","(7.5, 9.8, 9.08)","(2.4, 2.64, 2.6342857142857143)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.9)","(12.0, 30.0, 23.25)","(26.0, 65.0, 36.333333333333336)","(17.0, 44.0, 37.5)","(26.0, 120.0, 90.66666666666666)","(5.0, 6.8, 6.62)","(10.0, 17.0, 15.0)"
16-12-2022 12:49:38.501320,"(16.0, 50.0, 36.0)","(7.5, 9.8, 9.08)","(2.4, 2.64, 2.6342857142857143)","(41.0, 600.0, 337.5)","(6.5, 8.4, 7.9)","(12.0, 30.0, 27.4)","(26.0, 65.0, 54.5)","(17.0, 44.0, 26.333333333333336)","(26.0, 120.0, 76.0)","(5.0, 6.8, 6.763999999999999)","(10.0, 17.0, 14.9)"
16-12-2022 12:49:39.896590,"(16.0, 50.0, 38.5)","(7.5, 9.8, 9.08)","(2.4, 2.64, 2.6342857142857143)","(41.0, 600.0, 337.5)","(6.5, 8.4, 7.9)","(12.0, 30.0, 23.25)","(26.0, 65.0, 36.333333333333336)","(17.0, 44.0, 26.333333333333336)","(26.0, 120.0, 76.0)","(5.0, 6.8, 6.62)","(10.0, 18.5, 14.9)"
16-12-2022 12:49:41.504162,"(16.0, 50.0, 41.2)","(7.5, 9.8, 9.08)","(2.4, 2.64, 2.6342857142857143)","(41.0, 600.0, 337.5)","(6.5, 8.4, 7.9)","(12.0, 30.0, 23.25)","(26.0, 65.0, 34.666666666666664)","(17.0, 44.0, 33.6)","(26.0, 120.0, 84.80000000000001)","(5.0, 6.8, 6.62)","(10.0, 18.5, 15.333333333333334)"
16-12-2022 12:49:43.018321,"(16.0, 50.0, 41.2)","(7.5, 9.8, 9.08)","(2.4, 2.64, 2.6342857142857143)","(41.0, 600.0, 468.75)","(6.5, 8.4, 7.9)","(12.0, 30.0, 23.25)","(26.0, 60.0, 36.0)","(17.0, 44.0, 26.333333333333336)","(26.0, 120.0, 102.4)","(5.0, 6.8, 6.62)","(10.0, 18.0, 15.333333333333334)"
16-12-2022 12:49:44.411278,"(16.0, 50.0, 41.2)","(7.5, 9.8, 8.6)","(2.4, 2.64, 2.6342857142857143)","(41.0, 600.0, 253.33333333333334)","(6.5, 8.4, 7.333333333333333)","(12.0, 30.0, 27.11111111111111)","(26.0, 60.0, 50.0)","(17.0, 44.0, 30.75)","(26.0, 120.0, 77.0)","(5.0, 6.8, 6.763999999999999)","(10.0, 18.0, 15.333333333333334)"
16-12-2022 12:49:45.844837,"(16.0, 50.0, 41.2)","(7.5, 9.8, 8.6)","(2.4, 2.64, 2.6342857142857143)","(41.0, 600.0, 253.33333333333334)","(6.5, 8.4, 8.266666666666667)","(12.0, 30.0, 21.0)","(26.0, 60.0, 40.5)","(17.0, 44.0, 35.33333333333333)","(26.0, 120.0, 77.0)","(5.0, 6.8, 6.763999999999999)","(10.0, 18.0, 15.333333333333334)"
16-12-2022 12:49:47.284024,"(16.0, 50.0, 41.2)","(7.5, 9.8, 8.6)","(2.4, 2.64, 2.6342857142857143)","(41.0, 600.0, 392.0)","(6.5, 8.4, 8.273684210526316)","(12.0, 30.0, 20.0)","(26.0, 60.0, 40.5)","(17.0, 44.0, 31.25)","(26.0, 120.0, 91.33333333333334)","(5.0, 6.8, 6.763999999999999)","(10.0, 18.0, 15.0)"
16-12-2022 12:49:48.744896,"(16.0, 50.0, 39.5)","(7.5, 9.8, 8.92)","(2.4, 2.64, 2.6342857142857143)","(41.0, 600.0, 260.0)","(6.5, 8.4, 7.7)","(12.0, 30.0, 27.1)","(26.0, 60.0, 50.5)","(17.0, 44.0, 31.42857142857143)","(26.0, 120.0, 78.0)","(5.0, 6.8, 6.6)","(10.0, 18.0, 14.833333333333334)"
16-12-2022 12:49:50.156659,"(16.0, 50.0, 42.0)","(7.5, 9.8, 8.92)","(2.4, 2.64, 2.6342857142857143)","(41.0, 620.0, 345.0)","(6.5, 8.4, 7.7)","(12.0, 30.0, 27.1)","(26.0, 60.0, 50.5)","(17.0, 48.0, 35.2)","(26.0, 120.0, 78.0)","(5.0, 6.8, 6.6)","(10.0, 17.5, 14.833333333333334)"
16-12-2022 12:49:51.757832,"(16.0, 50.0, 42.0)","(7.5, 9.8, 8.428571428571429)","(2.4, 2.64, 2.6275)","(41.0, 610.0, 345.0)","(6.5, 8.4, 8.273684210526316)","(12.0, 30.0, 27.272727272727273)","(26.0, 60.0, 40.5)","(17.0, 46.0, 35.2)","(26.0, 120.0, 78.0)","(5.0, 6.8, 6.6)","(10.0, 17.5, 14.833333333333334)"
16-12-2022 12:49:53.291453,"(16.0, 50.0, 42.0)","(7.5, 9.8, 9.461538461538462)","(2.4, 2.64, 2.6275)","(41.0, 610.0, 345.0)","(6.5, 8.4, 8.273684210526316)","(12.0, 30.0, 27.272727272727273)","(26.0, 60.0, 40.5)","(17.0, 46.0, 35.2)","(26.0, 120.0, 69.6)","(5.0, 6.8, 6.6)","(10.0, 17.5, 14.833333333333334)"
16-12-2022 12:49:54.979804,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 9.461538461538462)","(2.4, 2.64, 2.6275)","(41.0, 610.0, 345.0)","(6.5, 8.4, 7.466666666666667)","(12.0, 30.0, 27.272727272727273)","(26.0, 60.0, 40.5)","(17.0, 46.0, 35.2)","(26.0, 120.0, 69.6)","(5.0, 6.8, 6.6)","(10.0, 17.5, 14.833333333333334)"
16-12-2022 12:49:56.499749,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 9.461538461538462)","(2.4, 2.64, 2.6275)","(41.0, 610.0, 345.0)","(6.5, 8.4, 7.7)","(12.0, 30.0, 25.166666666666664)","(26.0, 60.0, 50.5)","(17.0, 46.0, 35.2)","(26.0, 120.0, 69.6)","(5.0, 6.8, 6.6)","(10.0, 17.5, 14.833333333333334)"
16-12-2022 12:49:58.121956,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 8.466666666666667)","(2.4, 2.64, 2.6333333333333333)","(41.0, 610.0, 345.0)","(6.5, 8.4, 8.266666666666667)","(12.0, 30.0, 26.88888888888889)","(26.0, 60.0, 35.333333333333336)","(17.0, 46.0, 39.25)","(26.0, 120.0, 69.6)","(5.0, 6.8, 6.6)","(10.0, 17.5, 14.833333333333334)"
16-12-2022 12:49:59.588020,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 8.466666666666667)","(2.4, 2.64, 2.625714285714286)","(41.0, 610.0, 340.0)","(6.5, 8.4, 7.9)","(12.0, 30.0, 26.88888888888889)","(26.0, 60.0, 49.714285714285715)","(17.0, 46.0, 37.75)","(26.0, 120.0, 69.6)","(5.0, 6.8, 6.7)","(10.0, 17.5, 14.833333333333334)"
16-12-2022 12:50:01.102776,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 9.41904761904762)","(2.4, 2.64, 2.625714285714286)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.9)","(12.0, 30.0, 26.88888888888889)","(26.0, 60.0, 35.333333333333336)","(17.0, 44.0, 37.75)","(26.0, 120.0, 78.0)","(5.0, 6.8, 6.6)","(10.0, 17.5, 14.833333333333334)"
16-12-2022 12:50:02.554537,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 9.5)","(2.4, 2.64, 2.625714285714286)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.9)","(12.0, 30.0, 20.333333333333332)","(26.0, 60.0, 50.75)","(17.0, 44.0, 37.0)","(26.0, 120.0, 92.0)","(5.0, 6.8, 6.6)","(10.0, 17.5, 15.5)"
16-12-2022 12:50:04.013787,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 9.5)","(2.4, 2.64, 2.625714285714286)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.9)","(12.0, 30.0, 20.333333333333332)","(26.0, 60.0, 50.75)","(17.0, 44.0, 27.666666666666664)","(26.0, 120.0, 78.0)","(5.0, 6.8, 6.6)","(10.0, 17.5, 14.5)"
16-12-2022 12:50:05.507310,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 8.6)","(2.4, 2.64, 2.625714285714286)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.9)","(12.0, 30.0, 27.363636363636363)","(26.0, 60.0, 50.75)","(17.0, 44.0, 27.666666666666664)","(26.0, 120.0, 79.0)","(5.0, 6.8, 6.6)","(10.0, 17.5, 15.636363636363637)"
16-12-2022 12:50:07.049962,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 8.6)","(2.4, 2.64, 2.5945454545454547)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.9)","(12.0, 30.0, 20.333333333333332)","(26.0, 60.0, 45.6)","(17.0, 44.0, 34.8)","(26.0, 120.0, 79.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.5)"
16-12-2022 12:50:08.534669,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 9.5)","(2.4, 2.64, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.9)","(12.0, 30.0, 24.2)","(26.0, 60.0, 50.0)","(17.0, 44.0, 35.2)","(26.0, 120.0, 79.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.5)"
16-12-2022 12:50:10.036145,"(16.0, 50.0, 43.333333333333336)","(7.5, 9.8, 8.6)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 292.0)","(6.5, 8.4, 7.84)","(12.0, 30.0, 27.2)","(26.0, 60.0, 50.0)","(17.0, 44.0, 34.0)","(26.0, 120.0, 79.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.636363636363637)"
16-12-2022 12:50:11.548538,"(16.0, 50.0, 56.66666666666667)","(7.5, 9.8, 8.6)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 292.0)","(6.5, 8.4, 7.933333333333334)","(12.0, 30.0, 27.2)","(26.0, 60.0, 35.333333333333336)","(17.0, 46.0, 26.125)","(26.0, 120.0, 79.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.636363636363637)"
16-12-2022 12:50:12.978965,"(16.0, 70.0, 56.66666666666667)","(7.5, 9.8, 8.6)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 292.0)","(6.5, 8.4, 7.933333333333334)","(12.0, 30.0, 20.333333333333332)","(26.0, 60.0, 35.333333333333336)","(17.0, 46.0, 26.125)","(26.0, 120.0, 79.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.5)"
16-12-2022 12:50:14.459613,"(16.0, 70.0, 56.66666666666667)","(7.5, 9.8, 9.5)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 292.0)","(6.5, 8.4, 8.08695652173913)","(12.0, 30.0, 27.2)","(26.0, 60.0, 50.75)","(17.0, 46.0, 33.0)","(26.0, 120.0, 79.0)","(5.0, 6.8, 6.65)","(10.0, 16.0, 14.5)"
16-12-2022 12:50:15.933988,"(16.0, 70.0, 46.0)","(7.5, 9.8, 8.6)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 256.66666666666663)","(6.5, 8.4, 7.875)","(12.0, 30.0, 20.333333333333332)","(26.0, 60.0, 42.0)","(17.0, 46.0, 25.2)","(26.0, 120.0, 84.85714285714286)","(5.0, 6.8, 6.65)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:17.535398,"(16.0, 70.0, 47.2)","(7.5, 9.8, 8.466666666666667)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 256.66666666666663)","(6.5, 8.4, 8.08695652173913)","(12.0, 30.0, 25.5)","(26.0, 60.0, 42.0)","(17.0, 46.0, 32.5)","(26.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:19.076905,"(16.0, 70.0, 54.8)","(7.5, 9.8, 9.421052631578949)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 256.66666666666663)","(6.5, 8.4, 8.112)","(12.0, 30.0, 27.4)","(26.0, 60.0, 50.0)","(17.0, 44.0, 38.0)","(26.0, 120.0, 72.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:20.602536,"(16.0, 70.0, 55.6)","(7.5, 9.8, 9.444444444444445)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 340.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 27.4)","(26.0, 60.0, 46.4)","(17.0, 42.0, 38.0)","(26.0, 120.0, 72.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:22.028979,"(16.0, 70.0, 55.6)","(7.5, 9.8, 9.444444444444445)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 21.0)","(26.0, 60.0, 49.0)","(17.0, 42.0, 37.8)","(26.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:23.585657,"(16.0, 70.0, 52.0)","(7.5, 9.8, 8.36)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 27.4)","(26.0, 60.0, 49.0)","(17.0, 42.0, 37.8)","(26.0, 120.0, 72.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:25.023156,"(16.0, 70.0, 52.0)","(7.5, 9.8, 8.36)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 21.0)","(26.0, 60.0, 50.0)","(17.0, 42.0, 37.8)","(26.0, 120.0, 72.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:26.507519,"(16.0, 70.0, 52.0)","(7.5, 9.8, 9.444444444444445)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 27.4)","(26.0, 60.0, 50.0)","(17.0, 42.0, 37.8)","(26.0, 120.0, 72.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:28.017532,"(16.0, 70.0, 52.0)","(7.5, 9.8, 9.444444444444445)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 21.0)","(26.0, 60.0, 46.4)","(17.0, 42.0, 37.8)","(26.0, 120.0, 72.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:29.615859,"(16.0, 70.0, 52.0)","(7.5, 9.8, 8.36)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 27.4)","(26.0, 60.0, 49.0)","(17.0, 42.0, 37.0)","(26.0, 120.0, 72.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:31.211440,"(16.0, 70.0, 52.0)","(7.5, 9.8, 8.36)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 21.0)","(26.0, 60.0, 49.0)","(17.0, 42.0, 37.25)","(26.0, 120.0, 72.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.833333333333334)"
16-12-2022 12:50:32.968127,"(16.0, 70.0, 40.333333333333336)","(7.5, 9.8, 8.45)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 425.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 27.4)","(26.0, 60.0, 36.0)","(17.0, 42.0, 37.25)","(26.0, 120.0, 64.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.576923076923077)"
16-12-2022 12:50:34.752710,"(16.0, 65.0, 40.333333333333336)","(7.5, 9.8, 8.45)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 425.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 21.0)","(26.0, 60.0, 36.0)","(17.0, 42.0, 36.8)","(26.0, 120.0, 79.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.0)"
16-12-2022 12:50:36.200770,"(16.0, 65.0, 40.333333333333336)","(7.5, 9.8, 8.45)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 425.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 27.4)","(26.0, 60.0, 51.0)","(17.0, 46.0, 36.8)","(26.0, 120.0, 77.0)","(5.0, 6.8, 6.65)","(10.0, 16.0, 14.0)"
16-12-2022 12:50:37.673538,"(16.0, 65.0, 40.333333333333336)","(7.5, 9.8, 9.51764705882353)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 425.0)","(6.5, 8.4, 7.65)","(12.0, 30.0, 21.0)","(26.0, 60.0, 46.0)","(17.0, 46.0, 36.8)","(26.0, 120.0, 77.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.576923076923077)"
16-12-2022 12:50:39.174092,"(16.0, 65.0, 40.333333333333336)","(7.5, 9.8, 8.45)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 425.0)","(6.5, 8.4, 7.8)","(12.0, 30.0, 21.0)","(26.0, 60.0, 46.0)","(17.0, 46.0, 36.8)","(26.0, 120.0, 100.88888888888889)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.0)"
16-12-2022 12:50:40.728716,"(16.0, 65.0, 40.333333333333336)","(7.5, 9.8, 8.45)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 503.0)","(6.5, 8.0, 7.8)","(12.0, 30.0, 21.0)","(26.0, 60.0, 50.285714285714285)","(17.0, 46.0, 35.6)","(26.0, 120.0, 78.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.0)"
16-12-2022 12:50:42.147137,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.8, 9.51764705882353)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 503.0)","(6.5, 8.0, 7.8)","(13.0, 30.0, 21.0)","(26.0, 60.0, 50.285714285714285)","(17.0, 44.0, 35.6)","(31.0, 120.0, 78.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.541666666666666)"
16-12-2022 12:50:43.541547,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.8, 9.51764705882353)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 503.0)","(6.5, 8.0, 7.8)","(13.0, 30.0, 21.666666666666668)","(26.0, 60.0, 51.0)","(17.0, 44.0, 35.6)","(31.0, 120.0, 78.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.576923076923077)"
16-12-2022 12:50:44.938580,"(17.0, 65.0, 53.0)","(7.5, 9.8, 8.45)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 503.0)","(6.5, 8.0, 7.8)","(13.0, 30.0, 21.666666666666668)","(26.0, 60.0, 51.0)","(17.0, 44.0, 35.6)","(31.0, 120.0, 78.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.0)"
16-12-2022 12:50:46.361984,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.8, 8.72)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 345.0)","(6.5, 8.0, 7.8)","(13.0, 30.0, 21.666666666666668)","(26.0, 60.0, 46.4)","(17.0, 44.0, 37.0)","(31.0, 120.0, 84.0)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.75)"
16-12-2022 12:50:47.876400,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.8, 8.866666666666667)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 345.0)","(6.5, 8.0, 7.8)","(13.0, 30.0, 22.333333333333332)","(26.0, 60.0, 46.4)","(17.0, 44.0, 37.0)","(31.0, 120.0, 69.6)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.59090909090909)"
16-12-2022 12:50:49.239823,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.8, 8.866666666666667)","(2.4, 2.62, 2.5628571428571427)","(41.0, 610.0, 340.0)","(6.5, 8.0, 7.56)","(13.0, 30.0, 27.25)","(26.0, 60.0, 49.0)","(17.0, 44.0, 41.4)","(31.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 14.75)"
16-12-2022 12:50:50.591329,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.8, 8.866666666666667)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 7.8, 7.56)","(13.0, 30.0, 22.333333333333332)","(26.0, 60.0, 49.0)","(17.0, 46.0, 34.5)","(31.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.0)"
16-12-2022 12:50:51.938109,"(17.0, 65.0, 53.0)","(7.5, 9.8, 8.866666666666667)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 7.8, 7.56)","(13.0, 30.0, 22.333333333333332)","(26.0, 60.0, 49.0)","(17.0, 46.0, 34.5)","(31.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.0)"
16-12-2022 12:50:53.328732,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.4, 8.440816326530612)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 7.8, 7.56)","(13.0, 30.0, 27.25)","(26.0, 60.0, 49.0)","(17.0, 46.0, 34.5)","(31.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.714285714285714)"
16-12-2022 12:50:54.815643,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.4, 8.440816326530612)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 340.0)","(6.5, 7.8, 7.56)","(13.0, 30.0, 22.333333333333332)","(26.0, 60.0, 49.0)","(17.0, 46.0, 34.5)","(31.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.0)"
16-12-2022 12:50:56.171965,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.4, 8.440816326530612)","(2.4, 2.62, 2.5628571428571427)","(41.0, 600.0, 335.0)","(6.5, 7.8, 7.56)","(13.0, 30.0, 27.25)","(26.0, 60.0, 49.0)","(17.0, 46.0, 30.0)","(31.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.714285714285714)"
16-12-2022 12:50:57.545034,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.4, 8.440816326530612)","(2.4, 2.62, 2.5628571428571427)","(41.0, 590.0, 335.0)","(6.5, 7.8, 7.56)","(13.0, 30.0, 22.333333333333332)","(26.0, 60.0, 49.0)","(17.0, 44.0, 30.0)","(31.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.0)"
16-12-2022 12:50:58.962389,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.4, 8.440816326530612)","(2.4, 2.62, 2.5628571428571427)","(41.0, 590.0, 335.0)","(6.5, 7.8, 7.56)","(13.0, 30.0, 22.333333333333332)","(26.0, 60.0, 49.0)","(17.0, 44.0, 30.0)","(31.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.0)"
16-12-2022 12:51:00.415505,"(17.0, 65.0, 40.333333333333336)","(7.5, 9.4, 8.440816326530612)","(2.4, 2.62, 2.5628571428571427)","(41.0, 590.0, 335.0)","(6.5, 7.8, 7.68)","(13.0, 30.0, 27.25)","(26.0, 60.0, 49.0)","(17.0, 44.0, 30.0)","(31.0, 120.0, 70.8)","(5.0, 6.8, 6.6)","(10.0, 16.0, 15.714285714285714)"
