,Baozun,Eyes On Red,Helluva Life,Victory Stripe,Fort Knox,Charing Cross,Concrete Finisher,Frosted Prayer,Moro Warrior,Great Faces,Hoodoo Brown
16-12-2022 12:54:22.275273,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 560.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.375)","(26.0, 55.0, 45.14285714285714)","(21.0, 42.0, 36.4)","(26.0, 120.0, 81.42857142857143)","(5.0, 7.0, 6.962068965517242)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:23.590814,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 55.0, 45.14285714285714)","(21.0, 42.0, 36.4)","(26.0, 120.0, 76.0)","(5.0, 7.0, 6.666666666666667)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:24.967297,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.375)","(26.0, 55.0, 45.14285714285714)","(21.0, 42.0, 36.4)","(26.0, 120.0, 81.42857142857143)","(5.0, 7.0, 6.956521739130435)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:26.243115,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.555555555555557)","(26.0, 55.0, 45.14285714285714)","(21.0, 42.0, 36.4)","(26.0, 120.0, 97.5)","(5.0, 7.0, 6.833333333333333)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:27.588990,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.555555555555557)","(26.0, 55.0, 50.4)","(21.0, 42.0, 33.25)","(26.0, 120.0, 97.5)","(5.0, 7.0, 6.961538461538462)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:28.964077,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.555555555555557)","(26.0, 55.0, 50.4)","(21.0, 42.0, 33.25)","(26.0, 120.0, 76.0)","(5.0, 7.0, 6.833333333333333)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:30.323788,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.555555555555557)","(26.0, 55.0, 50.4)","(21.0, 42.0, 33.25)","(26.0, 120.0, 97.5)","(5.0, 7.0, 6.666666666666667)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:31.732646,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 55.0, 43.333333333333336)","(21.0, 42.0, 33.25)","(26.0, 120.0, 97.5)","(5.0, 7.0, 6.956521739130435)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:33.126069,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.375)","(26.0, 70.0, 57.33333333333333)","(21.0, 42.0, 30.0)","(26.0, 120.0, 84.80000000000001)","(5.0, 7.0, 6.666666666666667)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:34.539851,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 70.0, 43.333333333333336)","(21.0, 42.0, 30.0)","(31.0, 120.0, 61.33333333333333)","(5.0, 7.0, 6.666666666666667)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:35.957147,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 70.0, 43.333333333333336)","(21.0, 42.0, 30.0)","(31.0, 120.0, 77.0)","(5.0, 7.0, 6.956521739130435)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:37.312949,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 70.0, 43.333333333333336)","(21.0, 42.0, 30.0)","(31.0, 120.0, 61.33333333333333)","(5.0, 7.0, 6.927272727272728)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:38.647983,"(21.0, 65.0, 55.75)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 70.0, 43.333333333333336)","(21.0, 42.0, 30.0)","(31.0, 120.0, 77.0)","(5.0, 7.0, 6.885714285714286)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:39.945968,"(21.0, 65.0, 53.0)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 70.0, 43.333333333333336)","(21.0, 42.0, 30.0)","(31.0, 120.0, 61.33333333333333)","(5.0, 7.0, 6.885714285714286)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:41.284046,"(21.0, 65.0, 55.75)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.543125)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 70.0, 43.333333333333336)","(21.0, 42.0, 30.0)","(31.0, 120.0, 61.33333333333333)","(5.0, 7.0, 6.885714285714286)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:42.652249,"(21.0, 65.0, 55.75)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 70.0, 43.333333333333336)","(21.0, 42.0, 30.0)","(31.0, 120.0, 61.33333333333333)","(5.0, 7.0, 6.885714285714286)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:44.066730,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.375)","(26.0, 70.0, 57.33333333333333)","(21.0, 42.0, 33.333333333333336)","(31.0, 120.0, 77.0)","(5.0, 7.0, 6.916)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:45.436825,"(21.0, 65.0, 53.0)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 550.0, 391.6666666666667)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 22.666666666666668)","(26.0, 70.0, 44.666666666666664)","(21.0, 42.0, 30.0)","(31.0, 120.0, 61.33333333333333)","(5.0, 7.0, 6.5)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:46.738335,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 550.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 25.6)","(26.0, 70.0, 59.142857142857146)","(21.0, 42.0, 34.0)","(31.0, 120.0, 68.4)","(5.0, 7.0, 6.683333333333334)","(11.0, 18.5, 17.5)"
16-12-2022 12:54:48.178936,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 550.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.375)","(26.0, 70.0, 55.6)","(21.0, 40.0, 35.0)","(31.0, 120.0, 68.4)","(5.0, 7.0, 6.1)","(11.0, 18.5, 16.75)"
16-12-2022 12:54:49.611854,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 550.0, 315.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.666666666666668)","(26.0, 70.0, 44.666666666666664)","(21.0, 40.0, 36.5)","(31.0, 120.0, 68.4)","(5.0, 7.0, 6.488888888888889)","(11.0, 18.5, 16.75)"
16-12-2022 12:54:51.064813,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 550.0, 310.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.666666666666668)","(26.0, 70.0, 44.666666666666664)","(21.0, 40.0, 36.5)","(31.0, 120.0, 68.4)","(5.0, 6.8, 5.633333333333333)","(11.0, 18.5, 16.75)"
16-12-2022 12:54:52.494099,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 540.0, 310.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.666666666666668)","(26.0, 70.0, 55.6)","(21.0, 40.0, 36.5)","(31.0, 120.0, 68.4)","(5.0, 6.8, 6.471875)","(11.0, 18.5, 16.75)"
16-12-2022 12:54:53.977495,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 540.0, 356.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.666666666666668)","(26.0, 70.0, 55.6)","(21.0, 40.0, 36.5)","(31.0, 120.0, 68.4)","(5.0, 6.8, 6.046153846153846)","(11.0, 18.5, 17.625)"
16-12-2022 12:54:55.496482,"(21.0, 65.0, 51.0)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 540.0, 236.66666666666666)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.666666666666668)","(26.0, 70.0, 44.666666666666664)","(21.0, 40.0, 36.5)","(31.0, 120.0, 68.4)","(5.0, 6.8, 6.5487179487179485)","(11.0, 18.5, 17.625)"
16-12-2022 12:54:56.922413,"(21.0, 65.0, 51.0)","(7.0, 8.8, 8.571428571428571)","(2.25, 2.56, 2.5443478260869568)","(51.0, 540.0, 236.66666666666666)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.666666666666668)","(26.0, 70.0, 43.0)","(21.0, 40.0, 36.5)","(31.0, 120.0, 68.4)","(5.0, 6.8, 6.508333333333333)","(11.0, 18.5, 17.625)"
16-12-2022 12:54:58.353097,"(21.0, 65.0, 51.0)","(7.0, 8.8, 8.25)","(2.25, 2.56, 2.5443478260869568)","(51.0, 540.0, 236.66666666666666)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.666666666666668)","(26.0, 65.0, 43.0)","(21.0, 40.0, 36.5)","(31.0, 120.0, 68.4)","(5.0, 6.6, 5.933333333333333)","(11.0, 18.5, 17.625)"
16-12-2022 12:54:59.725055,"(21.0, 65.0, 51.0)","(7.0, 8.8, 8.309090909090909)","(2.25, 2.56, 2.5443478260869568)","(51.0, 540.0, 192.0)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.666666666666668)","(26.0, 65.0, 55.57142857142857)","(21.0, 40.0, 36.5)","(31.0, 120.0, 68.4)","(5.0, 6.6, 6.377777777777777)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:01.060129,"(21.0, 65.0, 51.0)","(7.0, 8.8, 8.309090909090909)","(2.25, 2.56, 2.5443478260869568)","(51.0, 620.0, 347.5)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 27.666666666666668)","(26.0, 65.0, 43.0)","(21.0, 40.0, 32.285714285714285)","(31.0, 120.0, 77.0)","(5.0, 6.6, 6.521739130434782)","(11.0, 18.5, 17.333333333333332)"
16-12-2022 12:55:02.567464,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 8.515789473684212)","(2.25, 2.56, 2.5443478260869568)","(51.0, 610.0, 347.5)","(6.5, 8.0, 7.933333333333334)","(14.0, 30.0, 25.0)","(26.0, 65.0, 43.0)","(21.0, 48.0, 30.8)","(31.0, 120.0, 88.66666666666666)","(5.0, 6.6, 6.521739130434782)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:04.000335,"(21.0, 65.0, 40.333333333333336)","(7.0, 8.8, 7.36)","(2.25, 2.56, 2.5443478260869568)","(51.0, 610.0, 256.66666666666663)","(6.5, 8.0, 7.968421052631579)","(14.0, 30.0, 27.75)","(26.0, 65.0, 36.125)","(21.0, 46.0, 35.5)","(31.0, 120.0, 74.0)","(5.0, 6.6, 6.2857142857142865)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:05.459289,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.8, 7.36)","(2.25, 2.56, 2.5410526315789475)","(51.0, 600.0, 256.66666666666663)","(6.5, 8.0, 7.968421052631579)","(14.0, 30.0, 27.75)","(26.0, 65.0, 36.125)","(21.0, 44.0, 36.0)","(31.0, 120.0, 83.6)","(5.0, 6.4, 6.339130434782609)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:06.849799,"(21.0, 65.0, 57.6)","(7.0, 8.6, 8.2)","(2.25, 2.56, 2.5410526315789475)","(51.0, 600.0, 256.66666666666663)","(6.5, 8.0, 7.968421052631579)","(14.0, 30.0, 27.42857142857143)","(26.0, 65.0, 36.125)","(21.0, 44.0, 36.0)","(31.0, 120.0, 88.66666666666666)","(5.0, 6.4, 6.339130434782609)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:08.308852,"(21.0, 65.0, 53.0)","(7.0, 8.6, 8.2)","(2.25, 2.56, 2.5410526315789475)","(51.0, 600.0, 256.66666666666663)","(6.5, 8.0, 7.968421052631579)","(14.0, 30.0, 25.0)","(26.0, 65.0, 36.125)","(21.0, 44.0, 31.555555555555557)","(31.0, 120.0, 89.33333333333334)","(5.0, 6.4, 6.339130434782609)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:09.807167,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.6, 8.2)","(2.25, 2.56, 2.5410526315789475)","(51.0, 590.0, 253.33333333333334)","(6.5, 8.0, 7.968421052631579)","(14.0, 30.0, 27.42857142857143)","(26.0, 65.0, 37.875)","(21.0, 44.0, 31.555555555555557)","(31.0, 120.0, 83.6)","(5.0, 6.4, 6.339130434782609)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:11.365615,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.6, 8.2)","(2.25, 2.56, 2.5410526315789475)","(51.0, 590.0, 253.33333333333334)","(6.5, 8.0, 7.968421052631579)","(14.0, 30.0, 27.42857142857143)","(26.0, 65.0, 52.57142857142857)","(21.0, 44.0, 31.555555555555557)","(31.0, 120.0, 83.6)","(5.0, 6.4, 6.266666666666667)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:12.916743,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.6, 8.2)","(2.25, 2.56, 2.5410526315789475)","(51.0, 590.0, 253.33333333333334)","(6.5, 8.0, 7.9)","(14.0, 30.0, 27.42857142857143)","(26.0, 60.0, 42.666666666666664)","(21.0, 44.0, 31.555555555555557)","(31.0, 120.0, 83.6)","(5.0, 6.4, 6.266666666666667)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:14.351498,"(21.0, 65.0, 52.66666666666667)","(7.0, 8.6, 7.6625000000000005)","(2.25, 2.56, 2.5410526315789475)","(51.0, 590.0, 253.33333333333334)","(6.5, 8.0, 7.955555555555556)","(14.0, 30.0, 27.42857142857143)","(26.0, 60.0, 37.25)","(21.0, 44.0, 31.555555555555557)","(31.0, 120.0, 83.6)","(5.0, 6.4, 6.266666666666667)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:15.886312,"(21.0, 65.0, 57.6)","(7.0, 8.6, 7.488888888888889)","(2.25, 2.56, 2.4842105263157896)","(51.0, 590.0, 253.33333333333334)","(6.5, 8.0, 7.963636363636364)","(14.0, 30.0, 27.75)","(26.0, 60.0, 47.4)","(21.0, 44.0, 37.333333333333336)","(31.0, 120.0, 74.5)","(5.0, 6.4, 6.12)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:17.438748,"(21.0, 65.0, 47.5)","(7.0, 8.6, 7.5600000000000005)","(2.25, 2.56, 2.4842105263157896)","(51.0, 590.0, 388.0)","(6.5, 8.0, 7.963636363636364)","(14.0, 30.0, 26.0)","(26.0, 55.0, 45.5)","(21.0, 42.0, 35.0)","(31.0, 120.0, 85.875)","(5.0, 6.4, 6.12)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:18.914075,"(21.0, 65.0, 51.0)","(7.0, 8.4, 7.72)","(2.25, 2.56, 2.4842105263157896)","(51.0, 590.0, 388.0)","(6.5, 8.0, 7.95)","(14.0, 30.0, 28.0)","(26.0, 55.0, 48.2)","(21.0, 42.0, 39.2)","(31.0, 120.0, 75.0)","(5.0, 6.4, 5.866666666666666)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:20.446578,"(21.0, 65.0, 51.8)","(7.0, 8.2, 7.72)","(2.25, 2.56, 2.4842105263157896)","(51.0, 590.0, 388.0)","(6.5, 8.0, 8.215384615384615)","(14.0, 30.0, 26.5)","(26.0, 55.0, 48.2)","(21.0, 42.0, 37.333333333333336)","(31.0, 120.0, 90.0)","(5.0, 6.4, 5.644444444444444)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:21.923303,"(21.0, 65.0, 49.5)","(7.0, 8.2, 7.699999999999999)","(2.25, 2.56, 2.4842105263157896)","(51.0, 590.0, 388.0)","(6.5, 8.6, 8.327272727272726)","(14.0, 30.0, 26.25)","(26.0, 55.0, 48.2)","(21.0, 42.0, 37.333333333333336)","(31.0, 120.0, 90.0)","(5.0, 6.4, 5.72)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:23.379365,"(21.0, 65.0, 49.5)","(7.0, 8.2, 7.884210526315789)","(2.25, 2.56, 2.4842105263157896)","(51.0, 590.0, 388.0)","(6.5, 8.6, 8.08)","(14.0, 30.0, 26.25)","(26.0, 55.0, 48.2)","(21.0, 42.0, 37.333333333333336)","(31.0, 120.0, 78.75)","(5.0, 6.2, 5.72)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:24.888720,"(21.0, 65.0, 53.4)","(7.0, 8.2, 7.4)","(2.25, 2.56, 2.4842105263157896)","(51.0, 590.0, 388.0)","(6.5, 8.4, 8.276923076923078)","(14.0, 30.0, 24.285714285714285)","(26.0, 55.0, 48.2)","(21.0, 42.0, 37.333333333333336)","(31.0, 120.0, 78.75)","(5.0, 6.2, 5.72)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:26.404707,"(21.0, 65.0, 53.4)","(7.0, 8.0, 7.4)","(2.25, 2.56, 2.4842105263157896)","(51.0, 590.0, 388.0)","(6.5, 8.4, 8.446153846153846)","(14.0, 30.0, 26.5)","(26.0, 55.0, 48.2)","(21.0, 42.0, 37.333333333333336)","(31.0, 120.0, 78.75)","(5.0, 6.2, 5.72)","(11.0, 18.5, 17.0)"
16-12-2022 12:55:27.862035,"(21.0, 65.0, 53.4)","(7.0, 7.8, 7.177777777777778)","(2.25, 2.56, 2.452)","(51.0, 590.0, 463.75)","(6.5, 8.6, 8.466666666666667)","(14.0, 30.0, 26.5)","(26.0, 55.0, 48.2)","(21.0, 42.0, 36.8)","(31.0, 120.0, 78.75)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.0)"
16-12-2022 12:55:29.316847,"(21.0, 65.0, 53.4)","(7.0, 7.8, 7.177777777777778)","(2.25, 2.56, 2.452)","(51.0, 590.0, 463.75)","(6.5, 8.6, 8.466666666666667)","(14.0, 30.0, 23.333333333333332)","(26.0, 55.0, 48.2)","(21.0, 42.0, 38.75)","(31.0, 120.0, 78.75)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.0)"
16-12-2022 12:55:30.851592,"(21.0, 65.0, 53.4)","(7.0, 7.8, 7.177777777777778)","(2.25, 2.56, 2.452)","(51.0, 590.0, 456.25)","(6.5, 8.6, 8.466666666666667)","(14.0, 30.0, 26.666666666666664)","(26.0, 55.0, 48.2)","(21.0, 42.0, 33.125)","(31.0, 120.0, 78.75)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.0)"
16-12-2022 12:55:32.318565,"(21.0, 65.0, 53.4)","(7.0, 7.8, 7.177777777777778)","(2.25, 2.56, 2.452)","(51.0, 580.0, 456.25)","(6.5, 8.6, 8.466666666666667)","(14.0, 30.0, 26.666666666666664)","(26.0, 55.0, 53.85714285714286)","(21.0, 40.0, 33.125)","(31.0, 120.0, 96.0)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.0)"
16-12-2022 12:55:33.834905,"(21.0, 65.0, 59.2)","(7.0, 7.8, 7.08421052631579)","(2.25, 2.56, 2.452)","(51.0, 580.0, 438.57142857142856)","(6.5, 8.6, 8.552941176470588)","(14.0, 30.0, 27.666666666666664)","(26.0, 75.0, 49.0)","(21.0, 40.0, 32.5)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.0)"
16-12-2022 12:55:35.305005,"(21.0, 65.0, 59.2)","(7.0, 7.8, 7.08421052631579)","(2.25, 2.56, 2.452)","(51.0, 580.0, 438.57142857142856)","(6.5, 8.6, 8.552941176470588)","(14.0, 29.0, 27.666666666666664)","(26.0, 70.0, 44.333333333333336)","(21.0, 40.0, 32.5)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.0)"
16-12-2022 12:55:36.816554,"(21.0, 65.0, 56.714285714285715)","(7.0, 7.8, 7.08421052631579)","(2.25, 2.56, 2.452)","(51.0, 580.0, 438.57142857142856)","(6.5, 8.6, 8.552941176470588)","(14.0, 29.0, 27.666666666666664)","(26.0, 65.0, 44.333333333333336)","(21.0, 40.0, 32.5)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.0)"
16-12-2022 12:55:38.435059,"(21.0, 65.0, 51.5)","(7.0, 7.6, 7.088888888888889)","(2.25, 2.56, 2.452)","(51.0, 580.0, 438.57142857142856)","(6.5, 8.6, 8.45)","(14.0, 29.0, 25.5)","(26.0, 65.0, 56.142857142857146)","(21.0, 40.0, 32.5)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.0)"
16-12-2022 12:55:39.966892,"(21.0, 65.0, 51.5)","(7.0, 7.4, 7.088888888888889)","(2.25, 2.56, 2.452)","(51.0, 580.0, 438.57142857142856)","(6.5, 8.6, 8.45)","(14.0, 29.0, 28.0)","(26.0, 65.0, 56.142857142857146)","(21.0, 40.0, 32.5)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:41.515095,"(21.0, 65.0, 51.5)","(7.0, 7.4, 7.088888888888889)","(2.25, 2.56, 2.452)","(51.0, 580.0, 438.57142857142856)","(6.5, 8.6, 8.45)","(14.0, 29.0, 27.666666666666664)","(26.0, 65.0, 56.142857142857146)","(21.0, 40.0, 32.5)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:43.240640,"(21.0, 65.0, 51.5)","(7.0, 7.4, 7.088888888888889)","(2.25, 2.56, 2.452)","(51.0, 580.0, 438.57142857142856)","(6.5, 8.6, 8.45)","(14.0, 29.0, 27.666666666666664)","(26.0, 65.0, 56.142857142857146)","(21.0, 40.0, 32.5)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:44.936560,"(21.0, 65.0, 51.5)","(7.0, 7.4, 7.066666666666666)","(2.25, 2.56, 2.452)","(51.0, 580.0, 438.57142857142856)","(6.5, 8.6, 8.533333333333333)","(14.0, 29.0, 27.666666666666664)","(26.0, 65.0, 46.91666666666667)","(21.0, 40.0, 32.5)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:46.620901,"(21.0, 65.0, 56.66666666666667)","(7.0, 7.2, 7.030769230769231)","(2.25, 2.56, 2.452)","(51.0, 580.0, 335.0)","(6.5, 8.6, 8.5)","(14.0, 29.0, 27.666666666666664)","(26.0, 65.0, 52.0)","(21.0, 40.0, 32.5)","(31.0, 120.0, 92.5)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.625)"
16-12-2022 12:55:48.231462,"(21.0, 65.0, 52.5)","(7.0, 7.2, 6.833333333333333)","(2.25, 2.56, 2.452)","(51.0, 580.0, 335.0)","(6.5, 8.6, 8.525)","(14.0, 29.0, 27.857142857142858)","(26.0, 60.0, 54.5)","(21.0, 40.0, 31.428571428571427)","(31.0, 120.0, 98.0)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:49.814585,"(21.0, 65.0, 55.8)","(7.0, 7.2, 6.96)","(2.25, 2.56, 2.452)","(51.0, 580.0, 335.0)","(6.5, 8.6, 8.525)","(14.0, 29.0, 26.666666666666668)","(26.0, 60.0, 54.5)","(21.0, 40.0, 35.0)","(31.0, 120.0, 98.0)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:51.419571,"(21.0, 65.0, 55.8)","(7.0, 7.2, 6.96)","(2.25, 2.56, 2.452)","(51.0, 580.0, 335.0)","(6.5, 8.6, 8.525)","(15.0, 29.0, 28.0)","(26.0, 60.0, 54.5)","(21.0, 38.0, 34.666666666666664)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:52.974600,"(21.0, 65.0, 55.8)","(7.0, 7.2, 6.96)","(2.25, 2.56, 2.452)","(51.0, 580.0, 335.0)","(6.5, 8.6, 8.525)","(15.0, 29.0, 28.0)","(26.0, 60.0, 54.5)","(21.0, 38.0, 34.666666666666664)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.5)"
16-12-2022 12:55:54.710564,"(21.0, 65.0, 60.4)","(7.0, 7.2, 6.914285714285715)","(2.25, 2.56, 2.452)","(51.0, 580.0, 335.0)","(6.5, 8.6, 8.566666666666666)","(15.0, 29.0, 28.0)","(26.0, 60.0, 54.5)","(21.0, 38.0, 34.666666666666664)","(31.0, 120.0, 83.33333333333333)","(5.0, 6.2, 5.66)","(11.0, 18.5, 17.5)"
