,Hedaresthedevil,Muletrain,Russet Moon,Triple,Johnny Jude,Production Time,Saber Storm,Gray Dane,Smarty Ridge,Bad Decisions
16-12-2022 12:43:01.032356,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 55.0, 46.66666666666667)","(26.0, 85.0, 78.625)","(6.0, 7.4, 6.466666666666667)","(17.0, 32.0, 26.0)","(13.0, 18.0, 16.8)","(41.0, 290.0, 202.0)","(1.8, 2.14, 2.1276106194690265)"
16-12-2022 12:43:02.480495,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 50.0, 34.0)","(26.0, 85.0, 68.0)","(6.0, 7.4, 6.466666666666667)","(17.0, 32.0, 26.0)","(13.0, 18.0, 16.8)","(41.0, 290.0, 250.0)","(1.8, 2.14, 2.0890909090909093)"
16-12-2022 12:43:03.934360,"(10.0, 13.5, 12.785714285714285)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 48.0, 34.0)","(26.0, 85.0, 64.66666666666667)","(6.0, 7.4, 6.800000000000001)","(17.0, 32.0, 26.0)","(13.0, 18.0, 16.8)","(41.0, 280.0, 250.0)","(1.8, 2.14, 2.0741176470588236)"
16-12-2022 12:43:05.370279,"(10.0, 13.5, 12.25)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 48.0, 34.0)","(26.0, 80.0, 64.66666666666667)","(6.0, 7.4, 6.800000000000001)","(17.0, 32.0, 26.0)","(13.0, 18.0, 16.8)","(41.0, 280.0, 250.0)","(1.8, 2.14, 2.063913043478261)"
16-12-2022 12:43:06.775395,"(10.0, 13.5, 12.25)","(12.0, 25.0, 24.375)","(7.0, 9.8, 9.75294117647059)","(26.0, 48.0, 36.5)","(26.0, 80.0, 64.66666666666667)","(6.0, 7.4, 6.800000000000001)","(17.0, 32.0, 25.0)","(13.0, 18.0, 17.4)","(41.0, 280.0, 250.0)","(1.8, 2.12, 2.0862857142857143)"
16-12-2022 12:43:08.277505,"(10.0, 13.5, 12.82258064516129)","(12.0, 25.0, 24.5)","(7.0, 9.8, 9.760000000000002)","(26.0, 46.0, 42.2)","(26.0, 80.0, 70.8)","(6.0, 7.4, 7.246153846153847)","(17.0, 30.0, 22.5)","(13.0, 18.0, 16.363636363636363)","(41.0, 280.0, 225.55555555555554)","(1.8, 2.1, 2.0841221374045804)"
16-12-2022 12:43:09.819475,"(10.0, 13.5, 12.466666666666667)","(13.0, 25.0, 23.75)","(7.0, 9.8, 9.772)","(26.0, 46.0, 42.2)","(26.0, 80.0, 64.66666666666667)","(6.0, 7.4, 7.279999999999999)","(17.0, 30.0, 26.5)","(13.0, 18.0, 16.130434782608695)","(41.0, 270.0, 177.69230769230768)","(1.8, 2.1, 2.068)"
16-12-2022 12:43:11.347714,"(10.0, 13.0, 12.466666666666667)","(13.0, 25.0, 23.75)","(7.0, 10.5, 9.594117647058823)","(26.0, 46.0, 42.2)","(26.0, 80.0, 74.8)","(6.0, 7.6, 7.279999999999999)","(17.0, 30.0, 26.5)","(13.0, 17.5, 16.1)","(41.0, 270.0, 177.69230769230768)","(1.8, 2.1, 2.0638709677419356)"
16-12-2022 12:43:12.802601,"(10.0, 13.0, 12.76)","(13.0, 25.0, 23.75)","(7.0, 10.5, 9.52)","(26.0, 46.0, 42.2)","(26.0, 85.0, 70.8)","(6.0, 7.6, 7.391304347826087)","(17.0, 30.0, 26.5)","(13.0, 17.5, 16.1)","(41.0, 270.0, 180.83333333333334)","(1.8, 2.1, 2.0444444444444443)"
16-12-2022 12:43:14.265272,"(10.0, 13.0, 12.76)","(13.0, 25.0, 23.75)","(7.0, 10.0, 9.709090909090909)","(26.0, 46.0, 42.83333333333333)","(26.0, 80.0, 72.33333333333334)","(6.0, 7.6, 7.391304347826087)","(17.0, 30.0, 27.375)","(13.0, 17.5, 16.0)","(41.0, 260.0, 186.9230769230769)","(1.8, 2.1, 2.0307462686567166)"
16-12-2022 12:43:15.672308,"(10.0, 13.0, 12.785714285714285)","(13.0, 25.0, 24.166666666666668)","(7.0, 10.0, 9.709090909090909)","(26.0, 46.0, 42.83333333333333)","(26.0, 80.0, 72.33333333333334)","(6.0, 7.6, 7.314285714285714)","(17.0, 30.0, 29.192307692307693)","(13.0, 16.5, 16.0)","(41.0, 260.0, 186.9230769230769)","(1.8, 2.1, 2.0572043010752687)"
16-12-2022 12:43:17.152027,"(10.0, 13.5, 12.051724137931034)","(13.0, 25.0, 23.333333333333332)","(7.0, 10.0, 9.411764705882353)","(26.0, 46.0, 37.0)","(26.0, 80.0, 58.0)","(6.0, 7.6, 7.199999999999999)","(17.0, 30.0, 28.5)","(13.0, 16.5, 16.071428571428573)","(41.0, 260.0, 186.9230769230769)","(1.8, 2.1, 2.074965034965035)"
16-12-2022 12:43:18.678285,"(10.0, 13.5, 12.333333333333334)","(13.0, 24.0, 23.4)","(7.0, 10.0, 9.77142857142857)","(26.0, 46.0, 37.0)","(26.0, 80.0, 58.0)","(6.0, 7.6, 7.141176470588235)","(17.0, 30.0, 24.75)","(13.0, 16.5, 16.1)","(41.0, 260.0, 190.0)","(1.8, 2.08, 2.057704918032787)"
16-12-2022 12:43:20.256111,"(10.0, 13.5, 12.333333333333334)","(13.0, 24.0, 23.4)","(7.0, 10.0, 9.833333333333334)","(21.0, 46.0, 33.333333333333336)","(26.0, 80.0, 58.0)","(6.0, 7.6, 7.371428571428571)","(17.0, 30.0, 27.125)","(13.0, 16.5, 15.40909090909091)","(41.0, 250.0, 221.11111111111111)","(1.8, 2.08, 2.015021459227468)"
16-12-2022 12:43:21.743984,"(10.0, 13.5, 12.333333333333334)","(13.0, 24.0, 22.6)","(7.0, 10.0, 9.542857142857143)","(21.0, 44.0, 33.333333333333336)","(26.0, 80.0, 47.0)","(6.0, 7.6, 7.3)","(17.0, 30.0, 27.4)","(13.0, 16.5, 15.136363636363637)","(41.0, 240.0, 221.11111111111111)","(1.8, 2.1, 2.0145454545454546)"
16-12-2022 12:43:23.506060,"(10.0, 13.5, 12.333333333333334)","(13.0, 23.0, 24.714285714285715)","(7.0, 10.0, 9.537037037037036)","(21.0, 44.0, 32.0)","(26.0, 80.0, 47.0)","(6.0, 7.6, 7.3)","(17.0, 30.0, 26.0)","(13.0, 16.5, 15.576923076923077)","(41.0, 240.0, 221.11111111111111)","(1.8, 2.08, 2.0058536585365854)"
16-12-2022 12:43:24.989921,"(10.0, 13.5, 12.333333333333334)","(13.0, 25.0, 24.555555555555557)","(7.0, 10.5, 9.459999999999999)","(21.0, 44.0, 32.0)","(26.0, 80.0, 47.0)","(6.0, 7.6, 7.3)","(17.0, 30.0, 25.833333333333336)","(13.0, 16.5, 15.617647058823529)","(41.0, 240.0, 218.75)","(1.8, 2.08, 1.9967164179104477)"
16-12-2022 12:43:26.435484,"(10.0, 13.5, 12.333333333333334)","(13.0, 25.0, 23.0)","(7.0, 10.5, 9.6)","(21.0, 44.0, 32.666666666666664)","(26.0, 80.0, 50.666666666666664)","(6.0, 7.8, 7.191836734693878)","(17.0, 30.0, 28.75)","(13.0, 16.5, 16.0)","(41.0, 240.0, 221.11111111111111)","(1.8, 2.12, 2.052608695652174)"
16-12-2022 12:43:28.246712,"(10.0, 13.5, 12.333333333333334)","(13.0, 24.0, 25.105263157894736)","(7.0, 10.0, 9.452380952380953)","(21.0, 42.0, 32.666666666666664)","(26.0, 80.0, 55.5)","(6.0, 8.0, 7.111111111111111)","(17.0, 30.0, 21.142857142857142)","(13.0, 16.5, 16.0)","(41.0, 240.0, 221.11111111111111)","(1.8, 2.08, 2.0275)"
16-12-2022 12:43:29.915309,"(10.0, 13.5, 12.333333333333334)","(13.0, 27.0, 23.333333333333332)","(7.0, 10.5, 9.6)","(21.0, 42.0, 32.666666666666664)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.206896551724138)","(17.0, 29.0, 23.0)","(13.0, 16.5, 15.551724137931036)","(41.0, 240.0, 218.75)","(1.8, 2.08, 2.04)"
16-12-2022 12:43:31.442862,"(10.0, 13.5, 12.45)","(13.0, 26.0, 23.666666666666668)","(7.0, 10.0, 8.807407407407407)","(21.0, 42.0, 30.666666666666668)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.542857142857143)","(17.0, 28.0, 23.25)","(13.0, 16.5, 15.923076923076923)","(41.0, 240.0, 221.11111111111111)","(1.8, 2.08, 2.070588235294118)"
16-12-2022 12:43:32.979488,"(10.0, 13.5, 12.45)","(13.0, 25.0, 24.57142857142857)","(7.0, 9.4, 8.894736842105264)","(21.0, 44.0, 36.0)","(26.0, 75.0, 49.0)","(6.0, 7.8, 7.542857142857143)","(17.0, 28.0, 24.833333333333332)","(13.0, 16.5, 15.923076923076923)","(41.0, 240.0, 221.11111111111111)","(1.8, 2.08, 2.0689655172413794)"
16-12-2022 12:43:34.446083,"(10.0, 13.5, 12.45)","(13.0, 25.0, 24.333333333333332)","(7.0, 9.4, 8.95)","(21.0, 44.0, 36.0)","(26.0, 75.0, 49.0)","(6.0, 7.8, 7.542857142857143)","(17.0, 28.0, 17.294117647058822)","(13.0, 16.5, 15.923076923076923)","(41.0, 240.0, 221.11111111111111)","(1.8, 2.08, 2.0430379746835445)"
16-12-2022 12:43:36.005847,"(10.0, 13.5, 12.45)","(13.0, 25.0, 24.625)","(7.0, 9.2, 9.064)","(21.0, 44.0, 36.0)","(26.0, 75.0, 49.0)","(6.0, 7.8, 7.310344827586207)","(17.0, 17.5, 23.5)","(13.0, 16.5, 16.38095238095238)","(41.0, 240.0, 218.75)","(1.8, 2.1, 2.0355300859598855)"
16-12-2022 12:43:37.580136,"(10.0, 13.5, 12.517241379310345)","(13.0, 25.0, 25.18181818181818)","(7.0, 9.4, 9.064)","(21.0, 44.0, 36.0)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.310344827586207)","(17.0, 26.0, 22.875)","(13.0, 16.5, 16.083333333333332)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.0371191135734072)"
16-12-2022 12:43:39.286418,"(10.0, 13.5, 12.3)","(13.0, 27.0, 25.0)","(7.0, 9.4, 9.206896551724139)","(21.0, 44.0, 38.666666666666664)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.5)","(17.0, 25.0, 21.694444444444443)","(13.0, 16.5, 16.166666666666668)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.0306870229007634)"
16-12-2022 12:43:40.946205,"(10.0, 13.5, 12.3)","(13.0, 27.0, 24.81818181818182)","(7.0, 9.4, 9.206896551724139)","(21.0, 44.0, 34.0)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.5)","(17.0, 25.0, 21.694444444444443)","(13.0, 16.5, 16.055555555555557)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.0422881355932203)"
16-12-2022 12:43:42.614986,"(10.0, 13.5, 11.928571428571429)","(13.0, 27.0, 24.81818181818182)","(7.0, 9.4, 9.206896551724139)","(21.0, 44.0, 34.0)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.5)","(17.0, 25.0, 23.375)","(13.0, 16.5, 16.055555555555557)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.0305810397553516)"
16-12-2022 12:43:44.622063,"(10.0, 13.5, 11.939024390243903)","(13.0, 27.0, 24.81818181818182)","(7.0, 9.4, 9.2)","(21.0, 44.0, 33.333333333333336)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.542857142857143)","(17.0, 24.0, 18.333333333333332)","(13.0, 16.5, 16.055555555555557)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.016544117647059)"
16-12-2022 12:43:46.754467,"(10.0, 13.5, 12.071428571428571)","(13.0, 27.0, 24.428571428571427)","(7.0, 9.8, 9.542857142857143)","(21.0, 42.0, 33.333333333333336)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.84)","(17.0, 23.0, 18.333333333333332)","(13.0, 16.5, 15.576923076923077)","(41.0, 240.0, 157.5)","(1.8, 2.08, 2.0342857142857143)"
16-12-2022 12:43:48.587517,"(10.0, 13.5, 12.22340425531915)","(13.0, 27.0, 25.153846153846153)","(7.0, 10.0, 9.478260869565217)","(21.0, 42.0, 33.333333333333336)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.84)","(17.0, 23.0, 19.923076923076923)","(13.0, 16.5, 15.576923076923077)","(41.0, 240.0, 157.5)","(1.8, 2.08, 2.0580645161290323)"
16-12-2022 12:43:50.416636,"(10.0, 13.5, 11.9)","(13.0, 27.0, 25.153846153846153)","(7.0, 10.0, 9.666666666666668)","(21.0, 42.0, 32.666666666666664)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.84)","(17.0, 23.0, 21.416666666666668)","(13.0, 16.5, 15.403225806451612)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.025619834710744)"
16-12-2022 12:43:52.063964,"(10.0, 13.5, 11.9)","(13.0, 27.0, 25.153846153846153)","(7.0, 9.8, 9.666666666666668)","(21.0, 40.0, 32.666666666666664)","(26.0, 75.0, 49.0)","(6.0, 8.0, 7.84)","(17.0, 22.0, 21.416666666666668)","(13.0, 16.5, 15.403225806451612)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.020331950207469)"
16-12-2022 12:43:53.732445,"(10.0, 13.5, 12.096491228070175)","(13.0, 27.0, 24.75)","(7.0, 9.8, 9.666666666666668)","(21.0, 40.0, 36.0)","(26.0, 75.0, 49.0)","(6.5, 8.0, 7.84)","(16.0, 22.0, 20.636363636363637)","(13.0, 16.5, 15.576923076923077)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.0203053435114504)"
16-12-2022 12:43:55.514193,"(10.0, 13.5, 12.096491228070175)","(13.0, 26.0, 24.75)","(7.0, 9.8, 9.700000000000001)","(21.0, 38.0, 36.888888888888886)","(26.0, 75.0, 49.0)","(6.5, 8.0, 7.84)","(16.0, 22.0, 20.75)","(13.0, 16.5, 15.785714285714285)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.0203053435114504)"
16-12-2022 12:43:57.119410,"(10.0, 13.5, 12.318181818181818)","(13.0, 26.0, 24.615384615384617)","(7.0, 9.8, 9.807692307692308)","(21.0, 38.0, 36.888888888888886)","(26.0, 75.0, 55.5)","(6.5, 8.0, 8.355555555555556)","(16.0, 22.0, 20.5)","(13.0, 16.5, 15.205882352941176)","(41.0, 240.0, 157.5)","(1.8, 2.1, 2.0452777777777778)"
16-12-2022 12:43:58.689945,"(10.0, 13.5, 13.033333333333333)","(13.0, 26.0, 21.75)","(7.0, 10.5, 12.866666666666667)","(21.0, 38.0, 48.5)","(26.0, 75.0, 62.666666666666664)","(6.5, 8.8, 7.3)","(16.0, 22.0, 24.5)","(13.0, 16.5, 17.5)","(41.0, 240.0, 8571.6)","(1.8, 2.08, 2.43203125)"
16-12-2022 12:44:00.218037,"(10.0, 14.0, 13.033333333333333)","(13.0, 30.0, 21.75)","(7.0, 16.0, 12.085714285714285)","(21.0, 70.0, 48.5)","(26.0, 85.0, 62.666666666666664)","(6.5, 9.6, 7.3)","(16.0, 30.0, 24.5)","(13.0, 21.0, 17.5)","(41.0, 99999, 5004.2)","(1.8, 2.72, 1.9224137931034484)"
16-12-2022 12:44:01.727305,"(10.0, 14.0, 13.033333333333333)","(13.0, 30.0, 21.75)","(7.0, 13.0, 12.085714285714285)","(21.0, 70.0, 27.125)","(26.0, 85.0, 62.833333333333336)","(6.5, 9.6, 6.163636363636364)","(16.0, 30.0, 24.5)","(13.0, 21.0, 17.5)","(41.0, 99999, 5005.5)","(1.8, 2.0, 1.9224137931034484)"
16-12-2022 12:44:03.317222,"(10.0, 14.0, 13.033333333333333)","(13.0, 30.0, 21.75)","(7.0, 13.0, 12.866666666666667)","(21.0, 28.0, 27.125)","(26.0, 85.0, 62.833333333333336)","(6.5, 9.6, 7.8)","(16.0, 30.0, 24.5)","(13.0, 21.0, 17.5)","(41.0, 99999, 5004.5)","(1.8, 2.0, 1.9224137931034484)"
