,Feeling Fancy,Miss June,Homebush Villa,Mitcham Zorro,Homebush Opal,Tammy The Tomboy,Harpoon Bale,Goldstar Smiles
06-01-2023 12:00:53.492679,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.18, 1.6840000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:00:54.721195,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.18, 1.6104347826086958)","(15.0, 130.0, 47.5)"
06-01-2023 12:00:56.081266,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.14, 1.6104347826086958)","(15.0, 130.0, 47.5)"
06-01-2023 12:00:57.319233,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.14, 1.6104347826086958)","(15.0, 130.0, 47.5)"
06-01-2023 12:00:58.531468,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.14, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:00:59.784349,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:01.020356,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:02.314557,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:03.629164,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:04.922233,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:06.210368,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:07.517178,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:08.779376,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:09.986946,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:11.087101,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:12.222147,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:13.329242,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:14.462586,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:15.680570,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:16.937622,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.0)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:18.176213,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 13.2)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:19.411646,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:20.537633,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 21.163636363636364)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 13.2)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 47.5)"
06-01-2023 12:01:21.721244,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.12, 1.6720000000000002)","(15.0, 130.0, 49.666666666666664)"
06-01-2023 12:01:22.876535,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.12, 1.6720000000000002)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:24.009144,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.12, 1.6720000000000002)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:25.183084,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.12, 1.6720000000000002)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:26.277624,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.12, 1.6720000000000002)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:27.405061,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.12, 1.6720000000000002)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:28.666812,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.12, 2.0266666666666664)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:29.857667,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.26, 2.0266666666666664)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:31.016367,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.26, 2.0266666666666664)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:32.192802,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.26, 1.6208695652173912)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:33.314897,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.26, 1.6208695652173912)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:34.391156,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.26, 1.6208695652173912)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:35.531316,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 93.33333333333333)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.26, 1.9702)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:36.635562,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.26, 2.108)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:37.838912,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.24, 2.218387096774194)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:39.120909,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.24, 1.7120000000000002)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:40.333370,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.24, 1.947)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:41.538466,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.22, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:42.666323,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.2, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:43.781490,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.2, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:45.002408,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.2, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:46.151192,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.133333333333333)","(1.5, 2.2, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:47.336248,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 13.2)","(1.5, 2.2, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:48.554912,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 13.2)","(1.5, 2.2, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:49.776689,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 13.2)","(1.5, 2.2, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:50.952001,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:52.070932,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 2.1790000000000003)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:53.262806,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.8900000000000001)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:54.405818,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.8900000000000001)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:55.512886,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.8900000000000001)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:56.629762,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.8900000000000001)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:57.780145,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.8900000000000001)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:01:58.895678,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.8900000000000001)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:02:00.074776,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.8900000000000001)","(15.0, 120.0, 49.666666666666664)"
06-01-2023 12:02:01.507557,"(6.5, 21.0, 10.285714285714285)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.6420000000000001)","(15.0, 120.0, 43.0)"
06-01-2023 12:02:02.856806,"(6.5, 21.0, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.6420000000000001)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:04.168130,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.6420000000000001)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:05.483412,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.6420000000000001)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:06.728786,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 10.375)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.6420000000000001)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:07.936428,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.6420000000000001)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:09.059121,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.2, 1.6345454545454545)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:10.229965,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.18, 1.6063636363636364)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:11.339095,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.16, 1.86)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:12.513875,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.14, 1.86)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:13.743838,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.14, 1.86)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:14.936448,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.14, 1.86)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:16.165209,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.14, 1.86)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:17.353897,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 12.266666666666667)","(1.5, 2.14, 1.86)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:18.550999,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 13.2)","(1.5, 2.14, 1.86)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:19.806058,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 13.2)","(1.5, 2.14, 1.86)","(15.0, 100.0, 43.0)"
06-01-2023 12:02:20.960448,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 51.42857142857143)"
06-01-2023 12:02:22.079883,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 51.42857142857143)"
06-01-2023 12:02:23.229073,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 51.42857142857143)"
06-01-2023 12:02:24.446444,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 51.42857142857143)"
06-01-2023 12:02:25.647181,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 57.5)"
06-01-2023 12:02:26.804356,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 57.5)"
06-01-2023 12:02:27.910014,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 57.5)"
06-01-2023 12:02:29.229330,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 57.5)"
06-01-2023 12:02:30.508725,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 57.5)"
06-01-2023 12:02:31.821255,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.86)","(15.0, 100.0, 57.5)"
06-01-2023 12:02:33.354179,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.6360000000000001)","(15.0, 100.0, 57.5)"
06-01-2023 12:02:34.881852,"(6.5, 12.5, 8.6)","(21.0, 240.0, 88.75)","(11.0, 24.0, 13.733333333333334)","(8.5, 17.5, 9.9)","(14.0, 36.0, 24.5)","(9.0, 18.0, 11.733333333333333)","(1.5, 2.14, 1.6360000000000001)","(15.0, 100.0, 57.5)"
