,Mezidon,Barmera,Different Road,Putt For Dough,Mr Showman,Alfano,Gypsy King,Jeune Dreamon,Mad Darcey,Not That Easy
04-01-2023 13:01:16.742953,"(6.5, 7.4, 7.314503816793893)","(9.0, 12.0, 11.914473684210526)","(3.7, 4.5, 4.422772277227723)","(20.0, 40.0, 39.333333333333336)","(14.0, 24.0, 23.64)","(14.0, 17.5, 17.0625)","(21.0, 40.0, 38.8)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7904761904761903)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:17.912274,"(6.5, 7.4, 7.31937984496124)","(9.0, 12.0, 11.920529801324504)","(3.7, 4.5, 4.422772277227723)","(20.0, 40.0, 39.333333333333336)","(14.0, 24.0, 23.64)","(14.0, 17.5, 17.0625)","(21.0, 40.0, 38.8)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7904761904761903)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:19.188584,"(6.5, 7.4, 7.31937984496124)","(9.0, 12.0, 11.920529801324504)","(3.7, 4.5, 4.422772277227723)","(20.0, 40.0, 39.333333333333336)","(14.0, 24.0, 23.64)","(14.0, 17.5, 17.0625)","(21.0, 40.0, 38.8)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7744252873563218)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:20.470819,"(6.5, 7.4, 7.31937984496124)","(9.0, 12.0, 11.920529801324504)","(3.7, 4.5, 4.422772277227723)","(20.0, 40.0, 39.333333333333336)","(14.0, 24.0, 23.64)","(14.0, 17.5, 17.0625)","(21.0, 40.0, 38.8)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7744252873563218)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:21.698250,"(6.5, 7.4, 7.31937984496124)","(9.0, 12.0, 11.920529801324504)","(3.7, 4.5, 4.422772277227723)","(20.0, 40.0, 39.333333333333336)","(14.0, 24.0, 23.64)","(14.0, 17.5, 17.0625)","(21.0, 40.0, 38.8)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7744252873563218)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:22.952456,"(6.5, 7.4, 7.31937984496124)","(9.0, 12.0, 11.972027972027972)","(3.7, 4.5, 4.387777777777778)","(20.0, 40.0, 39.41935483870968)","(14.0, 24.0, 22.3)","(14.0, 17.5, 17.125)","(21.0, 40.0, 38.0)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:24.218400,"(6.5, 7.4, 7.355172413793103)","(9.0, 12.0, 11.972027972027972)","(3.7, 4.4, 4.387777777777778)","(20.0, 40.0, 39.41935483870968)","(14.0, 25.0, 22.272727272727273)","(14.0, 17.5, 17.125)","(21.0, 42.0, 37.68)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7744956772334293)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:25.429990,"(6.5, 7.4, 7.355172413793103)","(9.0, 12.0, 11.972027972027972)","(3.7, 4.4, 4.387777777777778)","(20.0, 40.0, 39.41935483870968)","(14.0, 25.0, 22.272727272727273)","(14.0, 17.5, 17.125)","(21.0, 42.0, 37.68)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7744956772334293)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:26.604689,"(6.5, 7.4, 7.355172413793103)","(9.0, 12.0, 11.972027972027972)","(3.7, 4.4, 4.390825688073395)","(20.0, 40.0, 39.41935483870968)","(14.0, 25.0, 22.3)","(14.0, 17.5, 17.125)","(21.0, 42.0, 37.68)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7744956772334293)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:27.807084,"(6.5, 7.4, 7.355172413793103)","(9.0, 12.0, 11.972027972027972)","(3.7, 4.4, 4.390825688073395)","(20.0, 40.0, 39.41935483870968)","(14.0, 25.0, 22.3)","(14.0, 17.5, 17.125)","(21.0, 42.0, 37.68)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7744956772334293)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:29.089810,"(6.5, 7.4, 7.355172413793103)","(9.0, 12.0, 11.972027972027972)","(3.7, 4.4, 4.3875)","(20.0, 40.0, 39.41935483870968)","(14.0, 25.0, 22.272727272727273)","(14.0, 17.5, 17.125)","(21.0, 42.0, 37.68)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:30.356539,"(6.5, 7.4, 7.355172413793103)","(9.0, 12.0, 11.972027972027972)","(3.7, 4.4, 4.3875)","(20.0, 40.0, 39.41935483870968)","(14.0, 25.0, 22.272727272727273)","(14.0, 17.5, 17.125)","(21.0, 42.0, 37.68)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:31.576609,"(6.5, 7.4, 7.355172413793103)","(9.0, 12.0, 11.972027972027972)","(3.7, 4.4, 4.3875)","(20.0, 40.0, 39.41935483870968)","(14.0, 25.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 37.68)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:32.818328,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.0, 12.205202312138729)","(3.7, 4.4, 4.390740740740741)","(20.0, 40.0, 39.41935483870968)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:33.996704,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.5, 12.205202312138729)","(3.7, 4.4, 4.390740740740741)","(20.0, 40.0, 39.41935483870968)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:35.262716,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.5, 12.205202312138729)","(3.7, 4.4, 4.390740740740741)","(20.0, 40.0, 39.41935483870968)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 60.0, 58.23529411764706)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:36.440251,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.5, 12.212209302325581)","(3.7, 4.4, 4.390740740740741)","(20.0, 40.0, 39.41935483870968)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 60.0, 53.5)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:37.594323,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.5, 12.212209302325581)","(3.7, 4.4, 4.390740740740741)","(20.0, 40.0, 39.41935483870968)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 53.5)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:38.814532,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.5, 12.212209302325581)","(3.7, 4.4, 4.390740740740741)","(20.0, 40.0, 39.41935483870968)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 53.5)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:40.082022,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.5, 12.212209302325581)","(3.7, 4.4, 4.390740740740741)","(20.0, 40.0, 39.41935483870968)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 53.5)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:41.394340,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.5, 12.212209302325581)","(3.7, 4.4, 4.390740740740741)","(20.0, 40.0, 39.41935483870968)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 53.5)","(3.3, 3.85, 3.7747813411078717)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:42.654590,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.5, 12.212209302325581)","(3.7, 4.4, 4.3875)","(20.0, 40.0, 43.6551724137931)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 53.421052631578945)","(3.3, 3.85, 3.7744956772334293)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:43.893769,"(6.5, 7.4, 7.358260869565218)","(9.0, 12.5, 12.212209302325581)","(3.7, 4.4, 4.390740740740741)","(20.0, 44.0, 42.0)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 53.421052631578945)","(3.3, 3.85, 3.732876712328767)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:45.132562,"(6.5, 7.4, 7.351020408163266)","(9.0, 12.5, 12.151933701657459)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 42.8)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 53.421052631578945)","(3.3, 3.85, 3.732876712328767)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:46.268643,"(6.5, 7.4, 7.351020408163266)","(9.0, 12.5, 12.151933701657459)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 42.8)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 53.421052631578945)","(3.3, 3.85, 3.732876712328767)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:47.464657,"(6.5, 7.4, 7.351020408163266)","(9.0, 12.5, 12.151933701657459)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 42.8)","(14.0, 23.0, 22.22222222222222)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7324324324324327)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:48.698606,"(6.5, 7.4, 7.230204081632653)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 42.8)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7417910447761193)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:49.895094,"(6.5, 7.6, 7.235087719298246)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 42.8)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.744919786096257)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:51.172763,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 42.8)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.744919786096257)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:52.481102,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 42.8)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.744919786096257)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:53.718758,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 42.8)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.744919786096257)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:54.964772,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 42.8)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7279503105590064)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:56.121695,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 46.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7279503105590064)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:57.289631,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7279503105590064)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:58.439153,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7279503105590064)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:01:59.641446,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7392957746478874)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:00.898531,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.100806451612904)","(3.7, 4.4, 4.390740740740741)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 38.0)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7392957746478874)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:02.191199,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7364229765013057)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:03.495792,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.125)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7364229765013057)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:04.770539,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7364229765013057)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:05.960088,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7364229765013057)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:07.179419,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7364229765013057)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:08.329390,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7364229765013057)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:09.499270,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7364229765013057)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:10.683126,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.7364229765013057)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:11.966812,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.736125654450262)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:13.267921,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.736125654450262)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:14.517860,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.736125654450262)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:15.734787,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.736125654450262)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:16.932936,"(6.5, 7.6, 7.099630996309963)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.736125654450262)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:18.167482,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.385294117647059)","(20.0, 44.0, 43.47826086956522)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.736125654450262)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:19.424851,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.3805555555555555)","(20.0, 44.0, 47.54545454545455)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:20.631027,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.3805555555555555)","(20.0, 48.0, 47.54545454545455)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:21.876465,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.3805555555555555)","(20.0, 48.0, 47.54545454545455)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:23.131328,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.3805555555555555)","(20.0, 48.0, 45.2)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:24.386839,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.3805555555555555)","(20.0, 50.0, 45.2)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:25.620521,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.3805555555555555)","(20.0, 50.0, 45.2)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:26.803479,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.3805555555555555)","(20.0, 50.0, 47.130434782608695)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:28.007454,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.3805555555555555)","(20.0, 48.0, 47.130434782608695)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:29.179832,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.3805555555555555)","(20.0, 48.0, 47.130434782608695)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.2)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:30.418781,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.374545454545455)","(20.0, 48.0, 47.130434782608695)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 39.333333333333336)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:31.664263,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.374074074074074)","(20.0, 48.0, 47.130434782608695)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 40.08)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:32.907256,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.344943820224719)","(20.0, 48.0, 47.130434782608695)","(14.0, 23.0, 22.0)","(14.0, 17.5, 17.32051282051282)","(21.0, 42.0, 40.08)","(31.0, 55.0, 52.5)","(3.3, 3.85, 3.732749326145553)","(9.0, 11.5, 11.095744680851064)"
04-01-2023 13:02:34.145492,"(6.5, 7.6, 7.086363636363636)","(9.0, 12.5, 12.026315789473685)","(3.7, 4.4, 4.206435643564356)","(20.0, 48.0, 47.2)","(14.0, 23.0, 22.377777777777776)","(14.0, 17.5, 16.9)","(21.0, 42.0, 40.5)","(31.0, 55.0, 53.75)","(3.3, 3.85, 3.7354227405247813)","(9.0, 11.5, 10.96875)"
04-01-2023 13:02:35.372712,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 11.88888888888889)","(3.7, 4.3, 4.162773722627737)","(20.0, 48.0, 47.30434782608695)","(14.0, 23.0, 22.377777777777776)","(14.0, 17.0, 16.9)","(21.0, 42.0, 40.5)","(31.0, 55.0, 53.75)","(3.3, 3.85, 3.7354227405247813)","(9.0, 11.0, 10.96875)"
04-01-2023 13:02:36.596819,"(6.5, 7.6, 7.1050583657587545)","(9.0, 12.5, 11.88888888888889)","(3.7, 4.3, 4.162773722627737)","(20.0, 48.0, 47.30434782608695)","(14.0, 23.0, 22.377777777777776)","(14.0, 17.0, 16.9)","(21.0, 42.0, 40.5)","(31.0, 55.0, 53.75)","(3.3, 3.85, 3.7354227405247813)","(9.0, 11.0, 10.96875)"
04-01-2023 13:02:37.781743,"(6.5, 7.6, 7.106719367588933)","(9.0, 12.5, 11.776315789473685)","(3.7, 4.3, 4.162773722627737)","(20.0, 48.0, 47.30434782608695)","(14.0, 23.0, 22.377777777777776)","(14.0, 17.0, 16.9)","(21.0, 42.0, 44.44444444444444)","(31.0, 55.0, 53.91304347826087)","(3.3, 3.85, 3.7354227405247813)","(9.0, 11.0, 10.96875)"
