,Mezidon,Barmera,Different Road,Putt For Dough,Mr Showman,Alfano,Gypsy King,Jeune Dreamon,Mad Darcey,Not That Easy
04-01-2023 13:05:48.403954,"(6.5, 7.6, 7.3730769230769235)","(10.0, 12.0, 11.463414634146341)","(3.7, 4.2, 4.242857142857143)","(21.0, 46.0, 45.285714285714285)","(16.0, 23.0, 22.676470588235293)","(14.0, 16.5, 15.976190476190476)","(26.0, 50.0, 49.666666666666664)","(31.0, 70.0, 64.375)","(3.3, 3.8, 3.7207142857142856)","(9.0, 12.0, 11.3125)"
04-01-2023 13:05:49.618589,"(6.5, 7.4, 7.372)","(10.0, 11.5, 11.463414634146341)","(3.7, 4.3, 4.236)","(21.0, 46.0, 45.285714285714285)","(16.0, 23.0, 22.63013698630137)","(14.0, 16.0, 15.975609756097562)","(26.0, 50.0, 49.666666666666664)","(31.0, 65.0, 64.16666666666667)","(3.3, 3.75, 3.7245762711864407)","(9.0, 11.5, 11.3125)"
04-01-2023 13:05:50.985246,"(6.5, 7.4, 7.372)","(10.0, 11.5, 11.461864406779661)","(3.7, 4.3, 4.236)","(21.0, 46.0, 45.285714285714285)","(16.0, 23.0, 22.63013698630137)","(14.0, 16.0, 15.975609756097562)","(26.0, 50.0, 54.125)","(31.0, 65.0, 64.16666666666667)","(3.3, 3.75, 3.7245762711864407)","(9.0, 11.5, 11.3125)"
04-01-2023 13:05:52.298184,"(6.5, 7.4, 7.372)","(10.0, 11.5, 11.461864406779661)","(3.7, 4.3, 4.224892703862661)","(21.0, 46.0, 45.52)","(16.0, 23.0, 22.580645161290324)","(14.0, 16.0, 16.413385826771652)","(26.0, 55.0, 52.8)","(31.0, 65.0, 66.66666666666667)","(3.3, 3.75, 3.7216535433070868)","(9.0, 11.5, 11.569148936170212)"
04-01-2023 13:05:53.583062,"(6.5, 7.6, 7.306206896551724)","(10.0, 12.0, 11.941558441558442)","(3.7, 4.4, 4.225777777777778)","(21.0, 46.0, 45.52)","(16.0, 23.0, 22.666666666666668)","(14.0, 16.5, 16.413385826771652)","(26.0, 60.0, 54.0)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.7153225806451613)","(9.0, 12.0, 11.569148936170212)"
04-01-2023 13:05:54.872114,"(6.5, 7.6, 7.306206896551724)","(10.0, 12.0, 11.941558441558442)","(3.7, 4.4, 4.228571428571429)","(21.0, 46.0, 44.285714285714285)","(16.0, 23.0, 22.666666666666668)","(14.0, 16.5, 16.413385826771652)","(26.0, 55.0, 54.0)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.7232919254658383)","(9.0, 12.0, 11.569148936170212)"
04-01-2023 13:05:56.124268,"(6.5, 7.6, 7.306206896551724)","(10.0, 12.0, 11.941558441558442)","(3.7, 4.4, 4.228571428571429)","(21.0, 46.0, 44.285714285714285)","(16.0, 23.0, 22.666666666666668)","(14.0, 16.5, 16.413385826771652)","(26.0, 55.0, 54.0)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.7232919254658383)","(9.0, 12.0, 11.569148936170212)"
04-01-2023 13:05:57.339710,"(6.5, 7.6, 7.306206896551724)","(10.0, 12.0, 11.941558441558442)","(3.7, 4.4, 4.228571428571429)","(21.0, 46.0, 44.285714285714285)","(16.0, 23.0, 22.666666666666668)","(14.0, 16.5, 16.413385826771652)","(26.0, 55.0, 49.714285714285715)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.72375)","(9.0, 12.0, 11.569148936170212)"
04-01-2023 13:05:58.595539,"(6.5, 7.6, 7.306206896551724)","(10.0, 12.0, 11.941558441558442)","(3.7, 4.4, 4.231521739130435)","(21.0, 46.0, 44.285714285714285)","(16.0, 23.0, 22.666666666666668)","(14.0, 16.5, 16.403508771929825)","(26.0, 50.0, 49.63636363636363)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.72375)","(9.0, 12.0, 11.569148936170212)"
04-01-2023 13:05:59.831591,"(6.5, 7.6, 7.306206896551724)","(10.0, 12.0, 11.941558441558442)","(3.7, 4.4, 4.231521739130435)","(21.0, 46.0, 44.285714285714285)","(16.0, 23.0, 22.666666666666668)","(14.0, 16.5, 16.40983606557377)","(26.0, 50.0, 49.63636363636363)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.72375)","(9.0, 12.0, 11.569148936170212)"
04-01-2023 13:06:01.135409,"(6.5, 7.6, 7.306206896551724)","(10.0, 12.0, 11.941558441558442)","(3.7, 4.4, 4.252702702702703)","(21.0, 46.0, 45.1)","(16.0, 23.0, 22.666666666666668)","(14.0, 16.5, 16.40983606557377)","(26.0, 50.0, 49.6)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.72375)","(9.0, 12.0, 11.525510204081632)"
04-01-2023 13:06:02.305133,"(6.5, 7.6, 7.306206896551724)","(10.0, 12.0, 11.941558441558442)","(3.7, 4.4, 4.252702702702703)","(21.0, 46.0, 45.1)","(16.0, 23.0, 22.666666666666668)","(14.0, 16.5, 16.40983606557377)","(26.0, 50.0, 49.6)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.72375)","(9.0, 12.0, 11.525510204081632)"
04-01-2023 13:06:03.563927,"(6.5, 7.6, 7.306206896551724)","(10.0, 12.0, 11.941558441558442)","(3.7, 4.4, 4.231707317073171)","(21.0, 46.0, 45.1)","(16.0, 23.0, 22.633333333333333)","(14.0, 16.5, 16.4)","(26.0, 50.0, 52.55172413793103)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.72375)","(9.0, 12.0, 11.525510204081632)"
04-01-2023 13:06:04.788948,"(6.5, 7.6, 7.287912087912088)","(10.0, 12.0, 11.925)","(3.7, 4.4, 4.231707317073171)","(21.0, 46.0, 45.1)","(16.0, 23.0, 22.633333333333333)","(14.0, 16.5, 16.4)","(26.0, 60.0, 51.69230769230769)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.72375)","(9.0, 12.0, 11.525510204081632)"
04-01-2023 13:06:05.917642,"(6.5, 7.6, 7.287912087912088)","(10.0, 12.0, 11.925)","(3.7, 4.4, 4.231707317073171)","(21.0, 46.0, 43.09090909090909)","(16.0, 23.0, 22.633333333333333)","(14.0, 16.5, 16.93617021276596)","(26.0, 60.0, 52.17391304347826)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.7281456953642382)","(9.0, 12.0, 11.525510204081632)"
04-01-2023 13:06:07.017633,"(6.5, 7.6, 7.287912087912088)","(10.0, 12.0, 11.925)","(3.7, 4.4, 4.231707317073171)","(21.0, 46.0, 43.09090909090909)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.862745098039216)","(26.0, 60.0, 52.17391304347826)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.7281456953642382)","(9.0, 12.0, 11.525510204081632)"
04-01-2023 13:06:08.209342,"(6.5, 7.6, 7.286642599277978)","(10.0, 12.0, 11.925)","(3.7, 4.4, 4.233766233766234)","(21.0, 46.0, 41.82608695652174)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.862745098039216)","(26.0, 60.0, 53.07692307692308)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.7281456953642382)","(9.0, 12.0, 11.525510204081632)"
04-01-2023 13:06:09.650251,"(6.5, 7.6, 7.287912087912088)","(10.0, 12.0, 11.925)","(3.7, 4.4, 4.232911392405064)","(21.0, 46.0, 41.82608695652174)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.862745098039216)","(26.0, 60.0, 53.07692307692308)","(31.0, 70.0, 66.66666666666667)","(3.3, 3.75, 3.7281456953642382)","(9.0, 12.0, 11.489010989010989)"
04-01-2023 13:06:10.907755,"(6.5, 7.6, 7.287912087912088)","(10.0, 12.0, 11.925)","(3.7, 4.4, 4.250649350649351)","(21.0, 46.0, 41.82608695652174)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.862745098039216)","(26.0, 60.0, 49.76470588235294)","(31.0, 70.0, 65.71428571428571)","(3.3, 3.75, 3.728846153846154)","(9.0, 12.0, 11.3)"
04-01-2023 13:06:12.314125,"(6.5, 7.6, 7.28135593220339)","(10.0, 12.0, 11.834586466165414)","(3.7, 4.3, 4.250649350649351)","(21.0, 46.0, 41.82608695652174)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.862745098039216)","(26.0, 50.0, 49.69230769230769)","(31.0, 70.0, 65.71428571428571)","(3.3, 3.75, 3.728846153846154)","(9.0, 11.5, 11.3)"
04-01-2023 13:06:13.530438,"(6.5, 7.6, 7.280272108843538)","(10.0, 12.0, 11.834586466165414)","(3.7, 4.3, 4.250649350649351)","(21.0, 46.0, 41.61538461538461)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.862745098039216)","(26.0, 50.0, 49.69230769230769)","(31.0, 70.0, 65.71428571428571)","(3.3, 3.75, 3.728846153846154)","(9.0, 11.5, 11.3)"
04-01-2023 13:06:14.720173,"(6.5, 7.6, 7.279461279461279)","(10.0, 12.0, 11.834586466165414)","(3.7, 4.3, 4.272222222222222)","(21.0, 46.0, 41.61538461538461)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.708333333333332)","(26.0, 50.0, 49.69230769230769)","(31.0, 70.0, 65.71428571428571)","(3.3, 3.75, 3.7176470588235295)","(9.0, 11.5, 11.418032786885245)"
04-01-2023 13:06:15.896584,"(6.5, 7.6, 7.283098591549296)","(10.0, 12.0, 11.925)","(3.7, 4.3, 4.272222222222222)","(21.0, 46.0, 41.61538461538461)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.708333333333332)","(26.0, 50.0, 53.0)","(31.0, 70.0, 65.71428571428571)","(3.3, 3.75, 3.7176470588235295)","(9.0, 11.5, 11.3)"
04-01-2023 13:06:17.055335,"(6.5, 7.6, 7.283098591549296)","(10.0, 12.0, 11.868852459016393)","(3.7, 4.3, 4.2534246575342465)","(21.0, 46.0, 41.61538461538461)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.708333333333332)","(26.0, 55.0, 52.63157894736842)","(31.0, 70.0, 65.71428571428571)","(3.3, 3.75, 3.727397260273973)","(9.0, 11.5, 11.3)"
04-01-2023 13:06:18.164430,"(6.5, 7.6, 7.28)","(10.0, 12.0, 11.868852459016393)","(3.7, 4.3, 4.219796954314721)","(21.0, 46.0, 41.61538461538461)","(16.0, 23.0, 22.633333333333333)","(14.0, 17.0, 16.933962264150942)","(26.0, 60.0, 52.63157894736842)","(31.0, 70.0, 65.71428571428571)","(3.3, 3.75, 3.727397260273973)","(9.0, 11.5, 11.323529411764707)"
04-01-2023 13:06:19.282303,"(6.5, 7.6, 7.28)","(10.0, 12.0, 11.902439024390244)","(3.7, 4.4, 4.239593908629442)","(21.0, 46.0, 41.55555555555556)","(16.0, 23.0, 22.511111111111113)","(14.0, 17.0, 16.493630573248407)","(26.0, 60.0, 52.5)","(31.0, 70.0, 64.54545454545455)","(3.3, 3.75, 3.7363636363636363)","(9.0, 11.5, 10.988372093023255)"
04-01-2023 13:06:20.425710,"(6.5, 7.4, 7.390697674418605)","(10.0, 12.0, 11.970588235294118)","(3.7, 4.3, 4.212903225806452)","(21.0, 46.0, 41.714285714285715)","(16.0, 23.0, 21.133333333333333)","(14.0, 16.5, 16.926829268292682)","(26.0, 60.0, 55.5)","(31.0, 70.0, 64.54545454545455)","(3.3, 3.75, 3.745121951219512)","(9.0, 11.0, 10.990196078431373)"
04-01-2023 13:06:21.598706,"(6.5, 7.4, 7.390697674418605)","(10.0, 12.0, 11.970588235294118)","(3.7, 4.3, 4.210714285714285)","(21.0, 46.0, 41.77777777777778)","(16.0, 22.0, 19.89189189189189)","(14.0, 17.0, 16.932692307692307)","(26.0, 60.0, 55.5)","(31.0, 70.0, 64.54545454545455)","(3.3, 3.75, 3.7455555555555557)","(9.0, 11.0, 11.401639344262295)"
04-01-2023 13:06:22.805354,"(6.5, 7.6, 7.264864864864865)","(10.0, 12.5, 11.63953488372093)","(3.7, 4.4, 4.2405405405405405)","(21.0, 46.0, 41.44)","(16.0, 22.0, 20.666666666666668)","(14.0, 17.0, 16.93225806451613)","(26.0, 60.0, 50.526315789473685)","(31.0, 70.0, 64.54545454545455)","(3.3, 3.75, 3.7522648083623693)","(9.0, 11.5, 11.640845070422536)"
04-01-2023 13:06:24.104448,"(6.5, 7.6, 7.301718213058419)","(10.0, 12.5, 12.132450331125828)","(3.7, 4.3, 4.298260869565217)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.666666666666668)","(14.0, 17.0, 16.9)","(26.0, 60.0, 55.5)","(31.0, 70.0, 64.54545454545455)","(3.3, 3.8, 3.7278481012658227)","(9.0, 12.0, 11.32)"
04-01-2023 13:06:25.357710,"(6.5, 7.6, 7.301718213058419)","(10.0, 12.5, 12.32824427480916)","(3.7, 4.3, 4.298692810457516)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.625)","(14.0, 17.0, 16.895)","(26.0, 60.0, 55.625)","(31.0, 70.0, 64.54545454545455)","(3.3, 3.75, 3.735042735042735)","(9.0, 12.0, 11.32)"
04-01-2023 13:06:26.587519,"(6.5, 7.6, 7.303135888501743)","(10.0, 12.5, 12.333333333333334)","(3.7, 4.3, 4.298692810457516)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.318181818181817)","(14.0, 17.0, 16.895)","(26.0, 60.0, 55.625)","(31.0, 70.0, 64.54545454545455)","(3.3, 3.75, 3.733884297520661)","(9.0, 12.0, 11.32)"
04-01-2023 13:06:27.778916,"(6.5, 7.6, 7.303135888501743)","(10.0, 12.5, 12.333333333333334)","(3.7, 4.3, 4.298692810457516)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.318181818181817)","(14.0, 17.0, 16.895)","(26.0, 60.0, 55.625)","(31.0, 70.0, 64.54545454545455)","(3.3, 3.75, 3.733884297520661)","(9.0, 12.0, 11.32)"
04-01-2023 13:06:28.905922,"(6.5, 7.6, 7.303135888501743)","(10.0, 12.5, 12.332089552238806)","(3.7, 4.3, 4.298692810457516)","(21.0, 46.0, 41.285714285714285)","(16.0, 21.0, 20.076923076923077)","(14.0, 17.0, 16.43877551020408)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 63.75)","(3.3, 3.75, 3.7386986301369864)","(9.0, 12.0, 11.304347826086957)"
04-01-2023 13:06:30.076364,"(6.5, 7.4, 7.367816091954023)","(10.0, 12.0, 11.904761904761905)","(3.7, 4.3, 4.215428571428571)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 16.5, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 65.0, 64.54545454545455)","(3.3, 3.75, 3.7478813559322033)","(9.0, 11.5, 11.342105263157894)"
04-01-2023 13:06:31.239331,"(6.5, 7.6, 7.296052631578948)","(10.0, 12.5, 12.096491228070175)","(3.7, 4.4, 4.230857142857143)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.747863247863248)","(9.0, 11.5, 11.342105263157894)"
04-01-2023 13:06:32.461790,"(6.5, 7.6, 7.296052631578948)","(10.0, 12.5, 12.096491228070175)","(3.7, 4.4, 4.230857142857143)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.747863247863248)","(9.0, 11.5, 11.342105263157894)"
04-01-2023 13:06:33.731470,"(6.5, 7.6, 7.296052631578948)","(10.0, 12.5, 12.241573033707866)","(3.7, 4.4, 4.232768361581921)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.747863247863248)","(9.0, 11.5, 11.371428571428572)"
04-01-2023 13:06:34.997670,"(6.5, 7.6, 7.296052631578948)","(10.0, 12.5, 12.241573033707866)","(3.7, 4.4, 4.232768361581921)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.7424242424242427)","(9.0, 11.5, 11.371428571428572)"
04-01-2023 13:06:36.227014,"(6.5, 7.6, 7.296052631578948)","(10.0, 12.5, 12.241573033707866)","(3.6, 4.4, 4.239726027397261)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.7424242424242427)","(9.0, 11.5, 11.371428571428572)"
04-01-2023 13:06:37.457827,"(6.5, 7.6, 7.296052631578948)","(10.0, 12.5, 12.241573033707866)","(3.6, 4.4, 4.239726027397261)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.7424242424242427)","(9.0, 11.5, 11.371428571428572)"
04-01-2023 13:06:38.787364,"(6.5, 7.6, 7.296052631578948)","(10.0, 12.5, 12.241573033707866)","(3.6, 4.4, 4.239726027397261)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.7424242424242427)","(9.0, 11.5, 11.359375)"
04-01-2023 13:06:39.919226,"(6.5, 7.6, 7.296052631578948)","(10.0, 12.5, 12.241573033707866)","(3.6, 4.4, 4.239726027397261)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.7424242424242427)","(9.0, 11.5, 11.359375)"
04-01-2023 13:06:41.107337,"(6.5, 7.6, 7.3313953488372094)","(10.0, 12.5, 12.241573033707866)","(3.6, 4.4, 4.245033112582782)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.7424242424242427)","(9.0, 11.5, 11.359375)"
04-01-2023 13:06:42.366824,"(6.5, 7.6, 7.3313953488372094)","(10.0, 12.5, 12.241573033707866)","(3.6, 4.4, 4.245033112582782)","(21.0, 46.0, 41.44)","(16.0, 21.0, 20.4375)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.7451612903225806)","(9.0, 11.5, 11.359375)"
04-01-2023 13:06:43.688437,"(6.5, 7.6, 7.332941176470588)","(10.0, 12.5, 12.258620689655173)","(3.6, 4.4, 4.23452380952381)","(21.0, 46.0, 41.25)","(16.0, 21.0, 20.25)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.742528735632184)","(9.0, 11.5, 11.359375)"
04-01-2023 13:06:45.059162,"(6.5, 7.6, 7.330513595166163)","(10.0, 12.5, 12.258620689655173)","(3.6, 4.4, 4.239455782312925)","(21.0, 46.0, 41.25)","(16.0, 21.0, 20.25)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.734883720930233)","(9.0, 11.5, 11.359375)"
04-01-2023 13:06:46.384068,"(6.5, 7.6, 7.330513595166163)","(10.0, 12.5, 12.258620689655173)","(3.6, 4.4, 4.239455782312925)","(21.0, 46.0, 41.25)","(16.0, 21.0, 20.25)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.712820512820513)","(9.0, 11.5, 11.359375)"
04-01-2023 13:06:47.666561,"(6.5, 7.6, 7.330513595166163)","(10.0, 12.5, 12.258620689655173)","(3.6, 4.4, 4.23452380952381)","(21.0, 46.0, 41.25)","(16.0, 21.0, 20.25)","(14.0, 17.0, 16.884615384615383)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.721)","(9.0, 11.5, 11.359375)"
04-01-2023 13:06:48.952760,"(6.5, 7.6, 7.32033426183844)","(10.0, 12.5, 12.346153846153847)","(3.6, 4.4, 4.23558282208589)","(21.0, 46.0, 41.25)","(16.0, 21.0, 20.25)","(14.0, 17.0, 16.74390243902439)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.718014705882353)","(9.0, 11.5, 11.359375)"
04-01-2023 13:06:50.173086,"(6.5, 7.6, 7.32033426183844)","(10.0, 12.5, 12.346153846153847)","(3.6, 4.4, 4.248484848484848)","(21.0, 46.0, 41.25)","(16.0, 21.0, 20.25)","(14.0, 17.0, 16.93)","(26.0, 60.0, 55.333333333333336)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.718014705882353)","(9.0, 11.5, 11.401639344262295)"
04-01-2023 13:06:51.405096,"(6.5, 7.6, 7.320670391061452)","(10.0, 12.5, 12.3625)","(3.6, 4.3, 4.248484848484848)","(21.0, 46.0, 41.25)","(16.0, 21.0, 19.875)","(14.0, 17.0, 16.928571428571427)","(26.0, 60.0, 55.625)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.72485549132948)","(9.0, 11.5, 11.321052631578947)"
04-01-2023 13:06:52.591073,"(6.5, 7.6, 7.319420289855072)","(10.0, 12.5, 12.411764705882353)","(3.6, 4.3, 4.211111111111111)","(21.0, 46.0, 41.714285714285715)","(16.0, 21.0, 19.875)","(14.0, 17.0, 16.91919191919192)","(26.0, 60.0, 55.5)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.7501519756838904)","(9.0, 12.0, 11.355)"
04-01-2023 13:06:53.857884,"(6.5, 7.4, 7.343434343434343)","(10.0, 12.5, 12.411764705882353)","(3.6, 4.3, 4.202564102564103)","(21.0, 46.0, 41.714285714285715)","(16.0, 21.0, 19.875)","(14.0, 17.0, 16.91919191919192)","(26.0, 60.0, 55.5)","(31.0, 70.0, 66.25)","(3.3, 3.8, 3.7501506024096387)","(9.0, 12.0, 11.355)"
04-01-2023 13:06:55.146345,"(6.5, 7.4, 7.343434343434343)","(10.0, 12.5, 12.411764705882353)","(3.6, 4.3, 4.202439024390244)","(21.0, 46.0, 41.714285714285715)","(16.0, 21.0, 19.875)","(14.0, 17.0, 16.836734693877553)","(26.0, 60.0, 55.625)","(31.0, 70.0, 66.25)","(3.3, 3.8, 3.7501519756838904)","(9.0, 12.0, 11.355)"
04-01-2023 13:06:56.459141,"(6.5, 7.4, 7.336633663366337)","(10.0, 12.5, 12.385714285714286)","(3.6, 4.3, 4.201851851851852)","(21.0, 46.0, 41.714285714285715)","(16.0, 21.0, 19.875)","(14.0, 17.0, 16.836734693877553)","(26.0, 60.0, 55.625)","(31.0, 70.0, 66.25)","(3.3, 3.8, 3.753276353276353)","(9.0, 12.0, 11.390625)"
04-01-2023 13:06:57.796419,"(6.5, 7.4, 7.336633663366337)","(10.0, 12.5, 12.348101265822784)","(3.6, 4.3, 4.195)","(21.0, 46.0, 41.77777777777778)","(16.0, 21.0, 19.875)","(14.0, 17.0, 16.833333333333332)","(26.0, 60.0, 55.625)","(31.0, 70.0, 66.25)","(3.3, 3.8, 3.7530259365994234)","(9.0, 11.5, 11.390625)"
04-01-2023 13:06:59.084897,"(6.5, 7.4, 7.3373737373737375)","(10.0, 12.5, 12.417808219178083)","(3.6, 4.2, 4.199130434782609)","(21.0, 46.0, 41.77777777777778)","(16.0, 21.0, 19.875)","(14.0, 17.0, 16.61111111111111)","(26.0, 60.0, 55.625)","(31.0, 70.0, 66.25)","(3.3, 3.8, 3.7501529051987768)","(9.0, 11.5, 11.363636363636363)"
04-01-2023 13:07:00.330088,"(6.5, 7.4, 7.3373737373737375)","(10.0, 12.5, 12.417808219178083)","(3.6, 4.2, 4.253571428571428)","(21.0, 46.0, 41.714285714285715)","(16.0, 21.0, 19.8)","(14.0, 17.0, 16.5625)","(26.0, 60.0, 55.625)","(31.0, 70.0, 66.84210526315789)","(3.3, 3.8, 3.748263888888889)","(9.0, 12.0, 10.984126984126984)"
04-01-2023 13:07:01.615523,"(6.5, 7.4, 7.3744680851063835)","(10.0, 12.0, 11.993150684931507)","(3.6, 4.3, 4.253571428571428)","(21.0, 46.0, 41.714285714285715)","(16.0, 21.0, 19.8)","(14.0, 17.0, 16.5625)","(26.0, 60.0, 55.625)","(31.0, 70.0, 66.25)","(3.3, 3.75, 3.748263888888889)","(9.0, 11.0, 10.984126984126984)"
04-01-2023 13:07:02.819072,"(6.5, 7.4, 7.3822222222222225)","(10.0, 12.0, 12.431034482758621)","(3.6, 4.3, 4.237272727272727)","(21.0, 46.0, 41.55555555555556)","(16.0, 21.0, 19.842105263157894)","(14.0, 17.0, 16.857142857142858)","(26.0, 60.0, 51.76470588235294)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.7492592592592593)","(9.0, 11.0, 10.897058823529411)"
04-01-2023 13:07:04.073045,"(6.5, 7.4, 7.393650793650794)","(10.0, 12.5, 12.431034482758621)","(3.6, 4.3, 4.237272727272727)","(21.0, 46.0, 41.55555555555556)","(16.0, 21.0, 19.842105263157894)","(14.0, 17.0, 16.857142857142858)","(26.0, 60.0, 52.5)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.7492592592592593)","(9.0, 11.0, 10.885245901639344)"
04-01-2023 13:07:05.372215,"(6.5, 7.4, 7.393650793650794)","(10.0, 12.5, 12.431034482758621)","(3.6, 4.3, 4.237272727272727)","(21.0, 46.0, 41.55555555555556)","(16.0, 21.0, 19.8)","(14.0, 17.0, 16.78723404255319)","(26.0, 60.0, 52.8)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.7461805555555556)","(9.0, 11.0, 10.885245901639344)"
04-01-2023 13:07:06.653761,"(6.5, 7.4, 7.3496932515337425)","(10.0, 12.5, 12.403225806451612)","(3.6, 4.3, 4.237272727272727)","(21.0, 46.0, 41.55555555555556)","(16.0, 20.0, 19.8)","(14.0, 17.0, 16.78723404255319)","(26.0, 60.0, 52.8)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.7461805555555556)","(9.0, 11.0, 10.875)"
04-01-2023 13:07:07.992956,"(6.5, 7.4, 7.3496932515337425)","(10.0, 12.5, 12.403225806451612)","(3.6, 4.3, 4.2235632183908045)","(21.0, 46.0, 41.55555555555556)","(16.0, 20.0, 19.90909090909091)","(14.0, 17.0, 16.78723404255319)","(26.0, 60.0, 52.8)","(31.0, 70.0, 66.0)","(3.3, 3.75, 3.7461805555555556)","(9.0, 11.0, 10.868421052631579)"
04-01-2023 13:07:09.325926,"(6.5, 7.4, 7.3768115942028984)","(10.0, 12.5, 12.4375)","(3.6, 4.3, 4.2)","(21.0, 46.0, 43.21739130434783)","(16.0, 20.0, 20.25)","(14.0, 17.0, 16.774193548387096)","(26.0, 60.0, 52.8)","(31.0, 70.0, 67.5)","(3.3, 3.75, 3.7310280373831777)","(9.0, 11.0, 11.375)"
