,Victa Monty,Bag The Cash,Koepka,Bermuda Sky,Stella Star,Club Supreme
16-12-2022 10:40:51.317672,"(1.75, 1.95, 1.9366666666666665)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.138461538461538)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:40:52.201201,"(1.75, 1.95, 1.9366666666666665)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:40:53.096313,"(1.75, 1.95, 1.92)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:40:53.976155,"(1.75, 1.95, 1.941)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:40:54.886916,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:40:55.817162,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:40:56.705535,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:40:57.607888,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:40:58.488370,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:40:59.378338,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:00.223008,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:01.067977,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:02.002988,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:02.908718,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:03.753097,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:04.626241,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:05.496955,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:06.409432,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:07.361360,"(1.75, 1.95, 1.9452941176470588)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:08.257284,"(1.75, 1.95, 1.9438461538461538)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:09.124673,"(1.75, 1.95, 1.9438461538461538)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.24)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:10.069984,"(1.75, 1.95, 1.9438461538461538)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:10.982427,"(1.75, 1.95, 1.942)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:11.933411,"(1.75, 1.95, 1.942)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:12.867353,"(1.75, 1.95, 1.942)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:13.682512,"(1.75, 1.95, 1.942)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:14.525654,"(1.75, 1.95, 1.9385714285714286)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:15.456789,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:16.378898,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:17.227086,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:18.113628,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:19.039417,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:19.894987,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:20.816569,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:21.700717,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:22.623466,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:23.518686,"(1.75, 1.95, 1.9233333333333333)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:24.418617,"(1.75, 1.95, 1.8772727272727274)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:25.266256,"(1.75, 1.95, 1.8681818181818182)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:26.141673,"(1.75, 1.95, 1.8681818181818182)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:27.098025,"(1.75, 1.95, 1.8681818181818182)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:28.015303,"(1.75, 1.95, 1.8681818181818182)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:28.894177,"(1.75, 1.95, 1.8805714285714286)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:29.706412,"(1.75, 1.95, 1.8805714285714286)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:30.612996,"(1.75, 1.94, 1.8861538461538463)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:31.535616,"(1.75, 1.94, 1.8861538461538463)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:32.423889,"(1.75, 1.94, 1.8861538461538463)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.2)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:33.316098,"(1.75, 1.93, 1.8800000000000001)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:34.210934,"(1.75, 1.93, 1.8772)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:35.139616,"(1.75, 1.93, 1.8772)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 8.0, 7.377777777777777)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:36.062041,"(1.75, 1.93, 1.8772)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 7.026315789473684)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:36.972274,"(1.75, 1.93, 1.876896551724138)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.04)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:37.834081,"(1.75, 1.93, 1.876896551724138)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.2444444444444445)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:38.717184,"(1.75, 1.93, 1.876896551724138)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.2444444444444445)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:39.565100,"(1.75, 1.93, 1.8693103448275863)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.345454545454546)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:40.464135,"(1.75, 1.93, 1.8836842105263158)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.630769230769231)","(4.2, 7.2, 6.584615384615385)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:41.377107,"(1.75, 1.93, 1.8797142857142857)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.786666666666667)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:42.243112,"(1.75, 1.93, 1.8797142857142857)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.786666666666667)","(4.2, 7.2, 6.327272727272727)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:43.108137,"(1.75, 1.93, 1.8825)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 5.866666666666667)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:44.002904,"(1.75, 1.93, 1.8825)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.36)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:44.878546,"(1.75, 1.93, 1.8775862068965519)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:45.770834,"(1.75, 1.93, 1.8775862068965519)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:46.694264,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.08)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:47.625993,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.08)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:48.512240,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.08)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:49.378806,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.282352941176471)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:50.285590,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.282352941176471)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:51.163331,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.282352941176471)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:52.065709,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.282352941176471)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:52.939915,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.08)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:53.753379,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.08)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:54.660296,"(1.75, 1.93, 1.9115384615384614)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.8, 6.923076923076923)","(4.2, 7.2, 6.211764705882353)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:55.613887,"(1.75, 1.94, 1.9)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.2, 6.282352941176471)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:56.594532,"(1.75, 1.94, 1.9)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.2, 6.282352941176471)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:57.527682,"(1.75, 1.94, 1.9)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.2, 6.282352941176471)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:58.410499,"(1.75, 1.94, 1.9)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.2, 6.282352941176471)","(11.0, 23.0, 17.5)"
16-12-2022 10:41:59.258291,"(1.75, 1.95, 1.940909090909091)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.2, 6.08)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:00.130652,"(1.75, 1.95, 1.940909090909091)","(41.0, 110.0, 60.66666666666667)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.2, 6.08)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:01.015032,"(1.75, 1.95, 1.940909090909091)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.2, 6.08)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:01.874259,"(1.75, 1.95, 1.940909090909091)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.2, 6.08)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:02.723671,"(1.75, 1.95, 1.940909090909091)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.0, 6.205555555555556)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:03.654610,"(1.75, 1.95, 1.940909090909091)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.0, 6.205555555555556)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:04.552667,"(1.75, 1.95, 1.940909090909091)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.0, 6.0249999999999995)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:05.456623,"(1.75, 1.95, 1.940909090909091)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.0, 6.0249999999999995)","(11.0, 23.0, 20.9)"
16-12-2022 10:42:06.343824,"(1.75, 1.85, 1.8426470588235295)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 8.918181818181818)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.0, 6.0249999999999995)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:07.217828,"(1.75, 1.95, 1.9375)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.2, 7.0, 6.359999999999999)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:08.121255,"(1.75, 1.99, 1.9421052631578948)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 6.8, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:08.985387,"(1.75, 1.99, 1.9486363636363637)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 6.8, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:09.910153,"(1.75, 1.99, 1.9486363636363637)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 6.8, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:10.823844,"(1.75, 1.99, 1.9486363636363637)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 6.8, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:11.737112,"(1.75, 1.99, 1.9486363636363637)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 6.8, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:12.669773,"(1.75, 1.99, 1.9486363636363637)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 6.8, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:13.535253,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:14.363992,"(1.75, 1.99, 1.9405882352941177)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:15.249240,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:16.167018,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:17.083215,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:17.963350,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:18.831624,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:19.765910,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:20.767452,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:21.638554,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 9.1)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:22.483938,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 8.575)","(5.0, 7.6, 7.010526315789473)","(4.4, 7.0, 6.5)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:23.356506,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 8.575)","(5.0, 7.6, 7.133333333333333)","(4.4, 7.0, 6.294117647058823)","(11.0, 23.0, 17.5)"
16-12-2022 10:42:24.266703,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 8.575)","(5.0, 7.6, 7.133333333333333)","(4.4, 7.0, 6.294117647058823)","(11.0, 23.0, 21.950000000000003)"
16-12-2022 10:42:25.176426,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 8.575)","(5.0, 7.6, 7.133333333333333)","(4.4, 7.0, 6.294117647058823)","(11.0, 23.0, 21.950000000000003)"
16-12-2022 10:42:26.044685,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 8.575)","(5.0, 7.6, 7.133333333333333)","(4.4, 7.0, 6.294117647058823)","(11.0, 23.0, 21.950000000000003)"
16-12-2022 10:42:26.919933,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 8.575)","(5.0, 7.6, 7.133333333333333)","(4.4, 7.0, 6.294117647058823)","(11.0, 23.0, 21.950000000000003)"
16-12-2022 10:42:27.792620,"(1.75, 1.99, 1.9534782608695653)","(41.0, 110.0, 57.14285714285714)","(7.0, 10.5, 8.575)","(5.0, 7.6, 7.133333333333333)","(4.4, 7.0, 6.294117647058823)","(11.0, 23.0, 21.950000000000003)"
