,Tinted,Queen Of Stripes,Dr Dixie,Julipa Bale,Quinnley Bale,Stay At Home,Jay Jay Lopez
12-01-2023 16:20:57.034974,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:20:58.355173,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:20:59.613561,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:00.815629,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:02.083043,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:03.172065,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:04.529470,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:05.666041,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:06.658097,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:07.875398,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:09.082549,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:10.145655,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:11.205454,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.166666666666666)","(10.0, 21.0, 15.0)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:12.404217,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 15.555555555555555)","(10.0, 21.0, 14.333333333333334)","(12.0, 32.0, 20.0)"
12-01-2023 16:21:13.550593,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 15.555555555555555)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.333333333333332)"
12-01-2023 16:21:14.714586,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 15.555555555555555)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.666666666666668)"
12-01-2023 16:21:15.912851,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.666666666666668)"
12-01-2023 16:21:17.018754,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.666666666666668)"
12-01-2023 16:21:18.147999,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.666666666666668)"
12-01-2023 16:21:19.347052,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 2.4025)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.666666666666668)"
12-01-2023 16:21:20.441835,"(5.5, 9.4, 8.9625)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.4, 3.4375)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.666666666666668)"
12-01-2023 16:21:21.424102,"(5.5, 9.4, 8.525)","(5.0, 11.0, 9.675)","(4.4, 8.0, 6.166666666666667)","(2.3, 3.55, 3.4375)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.666666666666668)"
12-01-2023 16:21:22.542841,"(5.5, 9.4, 8.525)","(5.0, 11.0, 9.675)","(4.4, 7.8, 7.18)","(2.3, 3.55, 2.346875)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.666666666666668)"
12-01-2023 16:21:23.627827,"(5.5, 9.4, 8.55)","(5.0, 11.0, 9.675)","(4.4, 8.0, 5.9)","(2.3, 3.65, 3.0440384615384612)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 19.666666666666668)"
12-01-2023 16:21:24.672885,"(5.5, 9.4, 8.65)","(5.0, 11.0, 9.675)","(4.4, 8.0, 5.9)","(2.3, 3.65, 3.5616129032258064)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:25.908007,"(5.5, 9.4, 7.9)","(5.0, 11.0, 8.35)","(4.4, 7.8, 6.766666666666667)","(2.3, 3.55, 3.1985714285714284)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:27.188907,"(5.5, 9.4, 7.15)","(5.0, 11.0, 9.233333333333334)","(4.4, 7.8, 6.633333333333333)","(2.3, 3.55, 3.3549999999999995)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:28.380517,"(5.5, 9.4, 7.3)","(5.0, 11.0, 9.233333333333334)","(4.4, 7.6, 6.0777777777777775)","(2.3, 3.55, 3.316)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:29.671673,"(5.5, 9.4, 7.3)","(5.0, 11.0, 9.233333333333334)","(4.4, 7.8, 6.0777777777777775)","(2.3, 3.55, 3.316)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:30.786974,"(5.5, 9.4, 7.3)","(5.0, 11.0, 9.233333333333334)","(4.4, 7.8, 6.0777777777777775)","(2.3, 3.55, 3.316)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:31.776714,"(5.5, 9.4, 7.3)","(5.0, 11.0, 8.35)","(4.4, 7.8, 6.0777777777777775)","(2.3, 3.55, 3.316)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:33.136478,"(5.5, 9.4, 7.3)","(5.0, 11.0, 8.35)","(4.4, 7.8, 6.0777777777777775)","(2.3, 3.55, 3.316)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:34.236678,"(5.5, 9.4, 7.3)","(5.0, 11.0, 8.35)","(4.4, 7.8, 6.0777777777777775)","(2.3, 3.55, 3.356)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:35.278199,"(5.5, 9.4, 7.3)","(5.0, 11.0, 8.35)","(4.4, 7.8, 6.0777777777777775)","(2.3, 3.6, 3.1307692307692307)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:36.309814,"(5.5, 9.4, 7.3)","(5.0, 11.0, 9.05)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:37.492449,"(5.5, 9.4, 7.3)","(5.0, 11.0, 7.175000000000001)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 15.555555555555555)"
12-01-2023 16:21:38.576673,"(5.5, 9.4, 7.3)","(5.0, 11.0, 7.175000000000001)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:39.774375,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:41.014590,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.583333333333334)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:42.255720,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 11.833333333333332)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:43.595182,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:44.845978,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:45.844907,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:46.969054,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:48.186248,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:49.217344,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:50.309051,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.3095238095238093)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:51.440120,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.468888888888889)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:52.556180,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.4727272727272727)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:53.689900,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.1416666666666666)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:54.755188,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.4424242424242424)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:55.913654,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.4424242424242424)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:56.923624,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.4424242424242424)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:57.962915,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.368181818181818)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:21:59.126909,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.480952380952381)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:22:00.260767,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 2.783333333333333)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:22:01.469952,"(5.5, 9.4, 7.3)","(5.0, 11.0, 6.5375000000000005)","(4.4, 7.8, 6.607692307692307)","(2.3, 3.6, 3.5196721311475407)","(9.0, 23.0, 12.0)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 17.2)"
12-01-2023 16:22:02.843982,"(5.5, 9.4, 8.0)","(5.0, 11.0, 8.2)","(4.4, 7.8, 7.277777777777778)","(2.3, 3.6, 3.5005555555555556)","(9.0, 23.0, 12.24)","(10.0, 21.0, 14.666666666666666)","(12.0, 32.0, 21.75)"
12-01-2023 16:22:04.093188,"(5.5, 9.2, 7.8999999999999995)","(5.0, 10.5, 9.733333333333334)","(4.4, 7.6, 6.199999999999999)","(2.3, 3.55, 3.453333333333333)","(9.0, 22.0, 14.9)","(10.0, 21.0, 16.25)","(12.0, 30.0, 21.75)"
12-01-2023 16:22:05.455517,"(5.5, 9.2, 8.766666666666666)","(5.0, 10.5, 8.35)","(4.4, 7.6, 6.199999999999999)","(2.3, 3.6, 3.432)","(9.0, 20.0, 12.600000000000001)","(10.0, 21.0, 16.25)","(12.0, 30.0, 21.75)"
12-01-2023 16:22:07.046696,"(5.5, 9.2, 8.0)","(5.0, 10.5, 8.35)","(4.4, 7.6, 6.199999999999999)","(2.3, 3.6, 2.96)","(9.0, 21.0, 12.600000000000001)","(10.0, 21.0, 16.25)","(12.0, 30.0, 21.75)"
12-01-2023 16:22:08.512615,"(5.5, 9.4, 7.766666666666667)","(5.0, 10.5, 8.35)","(4.4, 7.6, 6.199999999999999)","(2.3, 3.6, 2.96)","(9.0, 21.0, 12.600000000000001)","(10.0, 21.0, 16.25)","(12.0, 30.0, 18.125)"
12-01-2023 16:22:09.796082,"(5.5, 9.4, 7.3)","(5.0, 10.5, 8.35)","(4.4, 7.6, 6.199999999999999)","(2.3, 3.6, 2.96)","(9.0, 21.0, 12.600000000000001)","(10.0, 21.0, 16.25)","(12.0, 32.0, 18.125)"
12-01-2023 16:22:10.791784,"(5.5, 9.4, 7.3)","(5.0, 10.5, 8.35)","(4.4, 7.6, 6.199999999999999)","(2.3, 3.6, 2.96)","(9.0, 21.0, 12.600000000000001)","(10.0, 21.0, 16.25)","(12.0, 32.0, 18.125)"
12-01-2023 16:22:11.817506,"(5.5, 9.4, 7.3)","(5.0, 10.5, 8.35)","(4.4, 7.6, 6.199999999999999)","(2.3, 3.6, 2.96)","(9.0, 21.0, 12.600000000000001)","(10.0, 21.0, 16.25)","(12.0, 32.0, 18.125)"
12-01-2023 16:22:12.879691,"(5.5, 9.4, 7.3)","(5.0, 10.5, 8.35)","(4.4, 7.6, 6.199999999999999)","(2.3, 3.6, 2.96)","(9.0, 21.0, 17.836363636363636)","(10.0, 21.0, 19.833333333333336)","(12.0, 32.0, 25.5)"
12-01-2023 16:22:13.950724,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.6, 6.199999999999999)","(2.3, 3.6, 3.44)","(9.0, 21.0, 15.3)","(10.0, 21.0, 18.375)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:15.121984,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.6, 5.175)","(2.3, 3.55, 3.19)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:16.415866,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.6, 2.8804347826086953)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:17.660505,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.55, 3.2825)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:18.867487,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.2725)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:20.084785,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.2725)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:21.315150,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.2725)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:22.615787,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.2725)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:23.766395,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.2725)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:24.831736,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.2133333333333334)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:26.042459,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.095)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:27.106497,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.095)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:28.080800,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.095)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:29.184169,"(5.5, 9.4, 7.48)","(5.0, 10.5, 8.35)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 3.095)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:30.470498,"(5.5, 9.4, 7.48)","(5.0, 10.5, 6.7375)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.45, 2.778125)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:31.687458,"(5.5, 9.4, 7.48)","(5.0, 10.5, 6.7375)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.35, 2.710714285714286)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:32.775244,"(5.5, 9.4, 7.48)","(5.0, 10.5, 6.7375)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.3, 3.0866666666666664)","(9.0, 21.0, 15.3)","(10.0, 21.0, 16.0)","(12.0, 32.0, 17.75)"
12-01-2023 16:22:33.810543,"(5.5, 9.4, 7.48)","(5.0, 10.5, 6.7375)","(4.4, 7.8, 4.976470588235294)","(2.3, 3.15, 2.9057142857142857)","(9.0, 21.0, 17.85)","(10.0, 21.0, 17.0)","(12.0, 32.0, 21.0)"
12-01-2023 16:22:34.862874,"(5.5, 8.6, 7.8)","(5.0, 9.4, 7.800000000000001)","(4.4, 7.4, 5.125)","(2.3, 3.15, 2.9057142857142857)","(9.0, 19.5, 18.4)","(10.0, 20.0, 18.9375)","(12.0, 29.0, 21.0)"
12-01-2023 16:22:35.946050,"(5.5, 8.6, 7.8)","(5.0, 9.4, 8.866666666666667)","(4.4, 7.4, 5.125)","(2.3, 3.15, 2.9977777777777774)","(9.0, 19.5, 18.114285714285714)","(10.0, 20.0, 17.333333333333332)","(12.0, 29.0, 27.0)"
12-01-2023 16:22:37.200475,"(5.5, 8.6, 8.333333333333332)","(5.0, 9.4, 8.4)","(4.4, 7.4, 5.941666666666667)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.5, 17.916666666666664)","(10.0, 20.0, 18.0)","(12.0, 29.0, 27.0)"
12-01-2023 16:22:38.423772,"(5.5, 8.6, 8.2)","(5.0, 9.4, 8.4)","(4.4, 7.4, 5.2125)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.5, 16.875)","(10.0, 20.0, 18.857142857142858)","(12.0, 29.0, 25.125)"
12-01-2023 16:22:39.475194,"(5.5, 8.6, 7.9)","(5.0, 9.4, 9.025)","(4.4, 7.4, 5.3)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.0, 17.583333333333336)","(10.0, 20.0, 18.857142857142858)","(12.0, 29.0, 26.857142857142858)"
12-01-2023 16:22:40.559223,"(5.5, 8.6, 8.25)","(5.0, 10.0, 9.55)","(4.4, 7.4, 5.3)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.0, 17.583333333333336)","(10.0, 20.0, 18.857142857142858)","(12.0, 29.0, 26.857142857142858)"
12-01-2023 16:22:41.687042,"(5.5, 8.6, 8.25)","(5.0, 10.0, 9.55)","(4.6, 7.4, 5.8)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.0, 17.583333333333336)","(10.0, 20.0, 18.857142857142858)","(12.0, 29.0, 26.857142857142858)"
12-01-2023 16:22:42.829991,"(5.5, 8.6, 8.25)","(5.0, 10.0, 9.55)","(4.6, 6.6, 5.8)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.0, 17.583333333333336)","(10.0, 20.0, 18.857142857142858)","(12.0, 29.0, 26.857142857142858)"
12-01-2023 16:22:43.865526,"(5.5, 9.2, 7.95)","(5.0, 10.0, 9.55)","(4.6, 6.6, 5.8)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.0, 17.857142857142858)","(10.0, 20.0, 16.0)","(12.0, 29.0, 26.92857142857143)"
12-01-2023 16:22:44.852023,"(5.5, 9.2, 7.661538461538462)","(5.0, 10.0, 8.457142857142857)","(4.6, 6.6, 5.8)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.0, 17.857142857142858)","(10.0, 20.0, 15.0)","(12.0, 29.0, 27.07142857142857)"
12-01-2023 16:22:45.878316,"(5.5, 9.2, 7.661538461538462)","(5.0, 10.0, 7.84)","(4.6, 6.6, 5.8)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.0, 17.857142857142858)","(10.0, 20.0, 14.823529411764707)","(12.0, 29.0, 27.07142857142857)"
12-01-2023 16:22:46.849987,"(5.5, 9.2, 7.661538461538462)","(5.0, 10.0, 7.84)","(4.6, 6.6, 5.8)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.0, 17.857142857142858)","(10.0, 20.0, 14.823529411764707)","(12.0, 29.0, 26.833333333333332)"
12-01-2023 16:22:48.221717,"(5.5, 9.2, 7.661538461538462)","(5.0, 10.0, 7.84)","(4.6, 6.6, 5.8)","(2.3, 3.05, 2.8485714285714283)","(9.0, 19.0, 17.857142857142858)","(10.0, 20.0, 14.823529411764707)","(12.0, 29.0, 26.833333333333332)"
